lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.257981,0.716981,3,[X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4673913043478261; 'recall': 0.6466165413533834; 'f1-score': 0.5425867507886436; 'support': 133}; '1.0': {'precision': 0.8345070422535211; 'recall': 0.7074626865671642; 'f1-score': 0.765751211631664; 'support': 335}; 'accuracy': 0.6901709401709402; 'macro avg': {'precision': 0.6509491733006736; 'recall': 0.6770396139602738; 'f1-score': 0.6541689812101539; 'support': 468}; 'weighted avg': {'precision': 0.7301771423786121; 'recall': 0.6901709401709402; 'f1-score': 0.7023305422040536; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6; 'f1-score': 0.5454545454545454; 'support': 15}; '1.0': {'precision': 0.8285714285714286; 'recall': 0.7631578947368421; 'f1-score': 0.7945205479452055; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6642857142857144; 'recall': 0.6815789473684211; 'f1-score': 0.6699875466998755; 'support': 53}; 'weighted avg': {'precision': 0.7355795148247979; 'recall': 0.7169811320754716; 'f1-score': 0.7240301698818111; 'support': 53}}
5,1,CNF,8,469,52,3,[156; 157],14,0.081967,0.750000,4,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5072463768115942; 'recall': 0.5263157894736842; 'f1-score': 0.5166051660516606; 'support': 133}; '1.0': {'precision': 0.8096676737160121; 'recall': 0.7976190476190477; 'f1-score': 0.8035982008995503; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6584570252638031; 'recall': 0.661967418546366; 'f1-score': 0.6601016834756055; 'support': 469}; 'weighted avg': {'precision': 0.7239064104147592; 'recall': 0.720682302771855; 'f1-score': 0.7222121163904471; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5517241379310344; 'support': 15}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.8378378378378378; 'f1-score': 0.8266666666666665; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6936090225563909; 'recall': 0.6855855855855856; 'f1-score': 0.6891954022988505; 'support': 52}; 'weighted avg': {'precision': 0.7453007518796991; 'recall': 0.75; 'f1-score': 0.7473563218390804; 'support': 52}}
5,1,CNF,9,469,52,3,[156; 157],14,0.085104,0.730769,4,[X1 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.4925373134328358; 'recall': 0.24812030075187969; 'f1-score': 0.33; 'support': 133}; '1.0': {'precision': 0.7512437810945274; 'recall': 0.8988095238095238; 'f1-score': 0.8184281842818429; 'support': 336}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6218905472636815; 'recall': 0.5734649122807017; 'f1-score': 0.5742140921409215; 'support': 469}; 'weighted avg': {'precision': 0.6778792604143462; 'recall': 0.7142857142857143; 'f1-score': 0.679918699186992; 'support': 469}},{'0.0': {'precision': 0.6; 'recall': 0.2; 'f1-score': 0.3; 'support': 15}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.9459459459459459; 'f1-score': 0.8333333333333334; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6723404255319149; 'recall': 0.572972972972973; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.7029459901800327; 'recall': 0.7307692307692307; 'f1-score': 0.6794871794871795; 'support': 52}}
5,1,DNF,0,468,53,58,[8; 9],14,1.241210,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
5,1,DNF,1,469,52,58,[8; 9],14,1.112568,0.634615,1,[X1],{'0.0': {'precision': 0.35833333333333334; 'recall': 0.3208955223880597; 'f1-score': 0.33858267716535434; 'support': 134}; '1.0': {'precision': 0.7392550143266475; 'recall': 0.7701492537313432; 'f1-score': 0.7543859649122806; 'support': 335}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5487941738299904; 'recall': 0.5455223880597014; 'f1-score': 0.5464843210388175; 'support': 469}; 'weighted avg': {'precision': 0.6304202483285578; 'recall': 0.6417910447761194; 'f1-score': 0.6355850255560159; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.2857142857142857; 'f1-score': 0.29629629629629634; 'support': 14}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7631578947368421; 'f1-score': 0.7532467532467534; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5256410256410257; 'recall': 0.5244360902255639; 'f1-score': 0.5247715247715249; 'support': 52}; 'weighted avg': {'precision': 0.626232741617357; 'recall': 0.6346153846153846; 'f1-score': 0.6302216302216304; 'support': 52}}
5,1,DNF,2,469,52,58,[8; 9],14,1.280193,0.576923,1,[X9 < 0.895000],{'0.0': {'precision': 0.35106382978723405; 'recall': 0.7388059701492538; 'f1-score': 0.4759615384615385; 'support': 134}; '1.0': {'precision': 0.8128342245989305; 'recall': 0.4537313432835821; 'f1-score': 0.5823754789272031; 'support': 335}; 'accuracy': 0.535181236673774; 'macro avg': {'precision': 0.5819490271930823; 'recall': 0.5962686567164179; 'f1-score': 0.5291685086943708; 'support': 469}; 'weighted avg': {'precision': 0.6808998260813031; 'recall': 0.535181236673774; 'f1-score': 0.5519714959370131; 'support': 469}},{'0.0': {'precision': 0.36666666666666664; 'recall': 0.7857142857142857; 'f1-score': 0.5; 'support': 14}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.5; 'f1-score': 0.6333333333333333; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6151515151515151; 'recall': 0.6428571428571428; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.7298368298368298; 'recall': 0.5769230769230769; 'f1-score': 0.5974358974358974; 'support': 52}}
5,1,DNF,3,469,52,58,[8; 9],14,1.214538,0.576923,1,[X1],{'0.0': {'precision': 0.3620689655172414; 'recall': 0.3157894736842105; 'f1-score': 0.3373493975903614; 'support': 133}; '1.0': {'precision': 0.7422096317280453; 'recall': 0.7797619047619048; 'f1-score': 0.760522496371553; 'support': 336}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.5521392986226433; 'recall': 0.5477756892230576; 'f1-score': 0.5489359469809572; 'support': 469}; 'weighted avg': {'precision': 0.6344085472802053; 'recall': 0.6481876332622601; 'f1-score': 0.6405181847768866; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.3333333333333333; 'f1-score': 0.3125; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.6756756756756757; 'f1-score': 0.6944444444444444; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5042016806722689; 'recall': 0.5045045045045045; 'f1-score': 0.5034722222222222; 'support': 52}; 'weighted avg': {'precision': 0.5930833872010344; 'recall': 0.5769230769230769; 'f1-score': 0.5842681623931624; 'support': 52}}
5,1,DNF,4,469,52,58,[8; 9],14,1.178122,0.653846,1,[X4 >= 211.500000],{'0.0': {'precision': 0.4050632911392405; 'recall': 0.7218045112781954; 'f1-score': 0.518918918918919; 'support': 133}; '1.0': {'precision': 0.8405172413793104; 'recall': 0.5803571428571429; 'f1-score': 0.6866197183098592; 'support': 336}; 'accuracy': 0.6204690831556503; 'macro avg': {'precision': 0.6227902662592755; 'recall': 0.6510808270676691; 'f1-score': 0.6027693186143891; 'support': 469}; 'weighted avg': {'precision': 0.7170303002664548; 'recall': 0.6204690831556503; 'f1-score': 0.6390627751989956; 'support': 469}},{'0.0': {'precision': 0.4482758620689655; 'recall': 0.8666666666666667; 'f1-score': 0.5909090909090909; 'support': 15}; '1.0': {'precision': 0.9130434782608695; 'recall': 0.5675675675675675; 'f1-score': 0.6999999999999998; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6806596701649175; 'recall': 0.7171171171171171; 'f1-score': 0.6454545454545454; 'support': 52}; 'weighted avg': {'precision': 0.778975896667051; 'recall': 0.6538461538461539; 'f1-score': 0.6685314685314684; 'support': 52}}
5,1,DNF,5,469,52,58,[8; 9],14,1.265805,0.538462,1,[X6 >= 59.500000],{'0.0': {'precision': 0.38127090301003347; 'recall': 0.8571428571428571; 'f1-score': 0.5277777777777777; 'support': 133}; '1.0': {'precision': 0.888235294117647; 'recall': 0.4494047619047619; 'f1-score': 0.5968379446640316; 'support': 336}; 'accuracy': 0.5650319829424307; 'macro avg': {'precision': 0.6347530985638402; 'recall': 0.6532738095238095; 'f1-score': 0.5623078612209047; 'support': 469}; 'weighted avg': {'precision': 0.7444692727587716; 'recall': 0.5650319829424307; 'f1-score': 0.5772537182336015; 'support': 469}},{'0.0': {'precision': 0.37142857142857144; 'recall': 0.8666666666666667; 'f1-score': 0.52; 'support': 15}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.40540540540540543; 'f1-score': 0.5555555555555556; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.626890756302521; 'recall': 0.6360360360360361; 'f1-score': 0.5377777777777778; 'support': 52}; 'weighted avg': {'precision': 0.7349709114414996; 'recall': 0.5384615384615384; 'f1-score': 0.5452991452991454; 'support': 52}}
5,1,DNF,6,469,52,58,[8; 9],14,1.209599,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,1,DNF,7,469,52,58,[8; 9],14,1.257033,0.615385,1,[X1],{'0.0': {'precision': 0.3559322033898305; 'recall': 0.3157894736842105; 'f1-score': 0.3346613545816733; 'support': 133}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.7738095238095238; 'f1-score': 0.7569141193595342; 'support': 336}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5483364720652856; 'recall': 0.5447994987468672; 'f1-score': 0.5457877369706038; 'support': 469}; 'weighted avg': {'precision': 0.6316159316412289; 'recall': 0.6439232409381663; 'f1-score': 0.6371707980046185; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
5,1,DNF,8,469,52,58,[8; 9],14,1.241707,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,1,DNF,9,469,52,58,[8; 9],14,1.228274,0.326923,1,[(NOT X1)],{'0.0': {'precision': 0.26011560693641617; 'recall': 0.6766917293233082; 'f1-score': 0.3757828810020876; 'support': 133}; '1.0': {'precision': 0.6504065040650406; 'recall': 0.23809523809523808; 'f1-score': 0.34858387799564267; 'support': 336}; 'accuracy': 0.3624733475479744; 'macro avg': {'precision': 0.4552610555007284; 'recall': 0.45739348370927313; 'f1-score': 0.36218337949886514; 'support': 469}; 'weighted avg': {'precision': 0.5397269959240875; 'recall': 0.3624733475479744; 'f1-score': 0.35629702810194797; 'support': 469}},{'0.0': {'precision': 0.2619047619047619; 'recall': 0.7333333333333333; 'f1-score': 0.38596491228070173; 'support': 15}; '1.0': {'precision': 0.6; 'recall': 0.16216216216216217; 'f1-score': 0.25531914893617025; 'support': 37}; 'accuracy': 0.3269230769230769; 'macro avg': {'precision': 0.430952380952381; 'recall': 0.4477477477477477; 'f1-score': 0.320642030608436; 'support': 52}; 'weighted avg': {'precision': 0.5024725274725275; 'recall': 0.3269230769230769; 'f1-score': 0.29300542682401587; 'support': 52}}
5,1,DNF,0,468,53,29,[16; 17],14,0.624501,0.566038,1,[X2 >= 1.650000],{'0.0': {'precision': 0.3945578231292517; 'recall': 0.8721804511278195; 'f1-score': 0.5433255269320844; 'support': 133}; '1.0': {'precision': 0.9022988505747126; 'recall': 0.46865671641791046; 'f1-score': 0.6168958742632613; 'support': 335}; 'accuracy': 0.5833333333333334; 'macro avg': {'precision': 0.6484283368519821; 'recall': 0.670418583772865; 'f1-score': 0.5801107005976729; 'support': 468}; 'weighted avg': {'precision': 0.7580049261083743; 'recall': 0.5833333333333334; 'f1-score': 0.5959880618806832; 'support': 468}},{'0.0': {'precision': 0.38235294117647056; 'recall': 0.8666666666666667; 'f1-score': 0.5306122448979592; 'support': 15}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.4473684210526316; 'f1-score': 0.5964912280701755; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.6385448916408669; 'recall': 0.6570175438596492; 'f1-score': 0.5635517364840674; 'support': 53}; 'weighted avg': {'precision': 0.7497225305216426; 'recall': 0.5660377358490566; 'f1-score': 0.5778462328327558; 'support': 53}}
5,1,DNF,1,469,52,29,[16; 17],14,0.639932,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
5,1,DNF,2,469,52,29,[16; 17],14,0.589257,0.615385,1,[X6 >= 59.500000],{'0.0': {'precision': 0.38064516129032255; 'recall': 0.8805970149253731; 'f1-score': 0.5315315315315315; 'support': 134}; '1.0': {'precision': 0.89937106918239; 'recall': 0.42686567164179107; 'f1-score': 0.5789473684210527; 'support': 335}; 'accuracy': 0.5565031982942431; 'macro avg': {'precision': 0.6400081152363563; 'recall': 0.6537313432835821; 'f1-score': 0.555239449976292; 'support': 469}; 'weighted avg': {'precision': 0.7511636669275136; 'recall': 0.5565031982942431; 'f1-score': 0.565399986452618; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.6428571428571429; 'f1-score': 0.4736842105263159; 'support': 14}; '1.0': {'precision': 0.8214285714285714; 'recall': 0.6052631578947368; 'f1-score': 0.6969696969696969; 'support': 38}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5982142857142857; 'recall': 0.6240601503759399; 'f1-score': 0.5853269537480064; 'support': 52}; 'weighted avg': {'precision': 0.7012362637362636; 'recall': 0.6153846153846154; 'f1-score': 0.6368543736964789; 'support': 52}}
5,1,DNF,3,469,52,29,[16; 17],14,0.638101,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,1,DNF,4,469,52,29,[16; 17],14,0.624059,0.653846,1,[X4 >= 211.500000],{'0.0': {'precision': 0.4050632911392405; 'recall': 0.7218045112781954; 'f1-score': 0.518918918918919; 'support': 133}; '1.0': {'precision': 0.8405172413793104; 'recall': 0.5803571428571429; 'f1-score': 0.6866197183098592; 'support': 336}; 'accuracy': 0.6204690831556503; 'macro avg': {'precision': 0.6227902662592755; 'recall': 0.6510808270676691; 'f1-score': 0.6027693186143891; 'support': 469}; 'weighted avg': {'precision': 0.7170303002664548; 'recall': 0.6204690831556503; 'f1-score': 0.6390627751989956; 'support': 469}},{'0.0': {'precision': 0.4482758620689655; 'recall': 0.8666666666666667; 'f1-score': 0.5909090909090909; 'support': 15}; '1.0': {'precision': 0.9130434782608695; 'recall': 0.5675675675675675; 'f1-score': 0.6999999999999998; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6806596701649175; 'recall': 0.7171171171171171; 'f1-score': 0.6454545454545454; 'support': 52}; 'weighted avg': {'precision': 0.778975896667051; 'recall': 0.6538461538461539; 'f1-score': 0.6685314685314684; 'support': 52}}
5,1,DNF,5,469,52,29,[16; 17],14,0.608553,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,1,DNF,6,469,52,29,[16; 17],14,0.613801,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,1,DNF,7,469,52,29,[16; 17],14,0.633628,0.615385,1,[X1],{'0.0': {'precision': 0.3559322033898305; 'recall': 0.3157894736842105; 'f1-score': 0.3346613545816733; 'support': 133}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.7738095238095238; 'f1-score': 0.7569141193595342; 'support': 336}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5483364720652856; 'recall': 0.5447994987468672; 'f1-score': 0.5457877369706038; 'support': 469}; 'weighted avg': {'precision': 0.6316159316412289; 'recall': 0.6439232409381663; 'f1-score': 0.6371707980046185; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
5,1,DNF,8,469,52,29,[16; 17],14,0.601617,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,1,DNF,9,469,52,29,[16; 17],14,0.630606,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,1,DNF,0,468,53,14,[33; 34],14,0.316322,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
5,1,DNF,1,469,52,14,[33; 34],14,0.288091,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
