lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.227558,0.603774,3,[X2 >= 1.650000 OR X3 >= 1.250000 OR X9 < 0.895000],{'0.0': {'precision': 0.45145631067961167; 'recall': 0.6940298507462687; 'f1-score': 0.5470588235294118; 'support': 134}; '1.0': {'precision': 0.8435114503816794; 'recall': 0.6616766467065869; 'f1-score': 0.7416107382550337; 'support': 334}; 'accuracy': 0.6709401709401709; 'macro avg': {'precision': 0.6474838805306455; 'recall': 0.6778532487264277; 'f1-score': 0.6443347808922227; 'support': 468}; 'weighted avg': {'precision': 0.7312563462789505; 'recall': 0.6709401709401709; 'f1-score': 0.6859057028421419; 'support': 468}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.6666666666666666; 'f1-score': 0.4878048780487804; 'support': 15}; '1.0': {'precision': 0.8148148148148148; 'recall': 0.5789473684210527; 'f1-score': 0.6769230769230768; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5997150997150997; 'recall': 0.6228070175438596; 'f1-score': 0.5823639774859286; 'support': 53}; 'weighted avg': {'precision': 0.6930602590979948; 'recall': 0.6037735849056604; 'f1-score': 0.6233990583737476; 'support': 53}}
5,2,DNF,1,469,52,3,[156; 157],14,1.676137,0.653846,2,[X1] OR [X4 >= 211.500000],{'0.0': {'precision': 0.47058823529411764; 'recall': 0.23703703703703705; 'f1-score': 0.31527093596059114; 'support': 135}; '1.0': {'precision': 0.743142144638404; 'recall': 0.8922155688622755; 'f1-score': 0.8108843537414967; 'support': 334}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6068651899662608; 'recall': 0.5646263029496563; 'f1-score': 0.563077644851044; 'support': 469}; 'weighted avg': {'precision': 0.6646884607120103; 'recall': 0.7036247334754797; 'f1-score': 0.668223775062558; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.14285714285714285; 'f1-score': 0.18181818181818182; 'support': 14}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.48863636363636365; 'recall': 0.49248120300751874; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5987762237762237; 'recall': 0.6538461538461539; 'f1-score': 0.6193075217465461; 'support': 52}}
5,2,DNF,2,469,52,3,[156; 157],14,1.670058,0.653846,2,[X2 >= 1.650000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.49206349206349204; 'recall': 0.6940298507462687; 'f1-score': 0.5758513931888545; 'support': 134}; '1.0': {'precision': 0.8535714285714285; 'recall': 0.7134328358208956; 'f1-score': 0.7772357723577236; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6728174603174603; 'recall': 0.7037313432835821; 'f1-score': 0.6765435827732891; 'support': 469}; 'weighted avg': {'precision': 0.7502834467120182; 'recall': 0.7078891257995735; 'f1-score': 0.7196973783094753; 'support': 469}},{'0.0': {'precision': 0.44; 'recall': 0.7333333333333333; 'f1-score': 0.5499999999999999; 'support': 15}; '1.0': {'precision': 0.8518518518518519; 'recall': 0.6216216216216216; 'f1-score': 0.7187499999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6459259259259259; 'recall': 0.6774774774774774; 'f1-score': 0.6343749999999999; 'support': 52}; 'weighted avg': {'precision': 0.733048433048433; 'recall': 0.6538461538461539; 'f1-score': 0.6700721153846152; 'support': 52}}
5,2,DNF,3,469,52,3,[156; 157],14,1.073190,0.711538,1,[] OR [X6 >= 59.500000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,2,DNF,4,469,52,3,[156; 157],14,2.010835,0.711538,2,[] OR [X1 AND X4 >= 211.500000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,2,DNF,5,469,52,3,[156; 157],14,1.258041,0.673077,2,[X4 >= 211.500000] OR [X1],{'0.0': {'precision': 0.45714285714285713; 'recall': 0.23880597014925373; 'f1-score': 0.3137254901960784; 'support': 134}; '1.0': {'precision': 0.7443609022556391; 'recall': 0.8865671641791045; 'f1-score': 0.8092643051771118; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6007518796992481; 'recall': 0.5626865671641791; 'f1-score': 0.5614948976865951; 'support': 469}; 'weighted avg': {'precision': 0.6622986036519871; 'recall': 0.7014925373134329; 'f1-score': 0.6676817866111023; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
5,2,DNF,6,469,52,3,[156; 157],14,1.304408,0.692308,2,[X5 >= 61.500000] OR [X1],{'0.0': {'precision': 0.40860215053763443; 'recall': 0.2835820895522388; 'f1-score': 0.33480176211453744; 'support': 134}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.835820895522388; 'f1-score': 0.7876230661040787; 'support': 335}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.5766415008007321; 'recall': 0.5597014925373134; 'f1-score': 0.5612124141093081; 'support': 469}; 'weighted avg': {'precision': 0.6486583651992026; 'recall': 0.6780383795309168; 'f1-score': 0.6582455506784956; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
5,2,DNF,7,469,52,3,[156; 157],14,2.380436,0.730769,2,[X6 >= 59.500000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.44554455445544555; 'recall': 0.6716417910447762; 'f1-score': 0.5357142857142857; 'support': 134}; '1.0': {'precision': 0.8352059925093633; 'recall': 0.6656716417910448; 'f1-score': 0.7408637873754153; 'support': 335}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.6403752734824044; 'recall': 0.6686567164179105; 'f1-score': 0.6382890365448505; 'support': 469}; 'weighted avg': {'precision': 0.7238741530653868; 'recall': 0.6673773987206824; 'f1-score': 0.682249644043664; 'support': 469}},{'0.0': {'precision': 0.5217391304347826; 'recall': 0.8; 'f1-score': 0.6315789473684211; 'support': 15}; '1.0': {'precision': 0.896551724137931; 'recall': 0.7027027027027027; 'f1-score': 0.787878787878788; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.7091454272863569; 'recall': 0.7513513513513514; 'f1-score': 0.7097288676236045; 'support': 52}; 'weighted avg': {'precision': 0.7884327067235615; 'recall': 0.7307692307692307; 'f1-score': 0.7427922954238745; 'support': 52}}
5,2,DNF,8,469,52,3,[156; 157],14,1.800424,0.634615,2,[X6 >= 59.500000] OR [X1],{'0.0': {'precision': 0.45121951219512196; 'recall': 0.27611940298507465; 'f1-score': 0.3425925925925926; 'support': 134}; '1.0': {'precision': 0.7493540051679587; 'recall': 0.8656716417910447; 'f1-score': 0.8033240997229917; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6002867586815404; 'recall': 0.5708955223880596; 'f1-score': 0.5729583461577922; 'support': 469}; 'weighted avg': {'precision': 0.6641727214614339; 'recall': 0.697228144989339; 'f1-score': 0.6716865262571634; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
5,2,DNF,9,469,52,3,[156; 157],14,2.011634,0.673077,2,[X6 >= 59.500000] OR [X1],{'0.0': {'precision': 0.4358974358974359; 'recall': 0.2537313432835821; 'f1-score': 0.32075471698113206; 'support': 134}; '1.0': {'precision': 0.7442455242966752; 'recall': 0.8686567164179104; 'f1-score': 0.8016528925619835; 'support': 335}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.5900714800970556; 'recall': 0.5611940298507463; 'f1-score': 0.5612038047715577; 'support': 469}; 'weighted avg': {'precision': 0.6561460704683211; 'recall': 0.6929637526652452; 'f1-score': 0.6642534138245973; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7567567567567568; 'f1-score': 0.7671232876712328; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6076388888888888; 'recall': 0.6117117117117117; 'f1-score': 0.6093680954485197; 'support': 52}; 'weighted avg': {'precision': 0.6796207264957265; 'recall': 0.6730769230769231; 'f1-score': 0.6761106767735138; 'support': 52}}
5,3,CNF,0,468,53,58,[8; 9],14,1.227539,0.603774,12,[X2 < 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X6 >= 59.500000] AND [X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X1 OR (NOT X1) OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.48066298342541436; 'recall': 0.6492537313432836; 'f1-score': 0.5523809523809524; 'support': 134}; '1.0': {'precision': 0.8362369337979094; 'recall': 0.718562874251497; 'f1-score': 0.7729468599033815; 'support': 334}; 'accuracy': 0.6987179487179487; 'macro avg': {'precision': 0.6584499586116619; 'recall': 0.6839083027973902; 'f1-score': 0.662663906142167; 'support': 468}; 'weighted avg': {'precision': 0.7344272984348446; 'recall': 0.6987179487179487; 'f1-score': 0.7097933735614894; 'support': 468}},{'0.0': {'precision': 0.35; 'recall': 0.4666666666666667; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7575757575757576; 'recall': 0.6578947368421053; 'f1-score': 0.704225352112676; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5537878787878787; 'recall': 0.562280701754386; 'f1-score': 0.552112676056338; 'support': 53}; 'weighted avg': {'precision': 0.6422241280731847; 'recall': 0.6037735849056604; 'f1-score': 0.6181238373638054; 'support': 53}}
5,3,CNF,1,469,52,58,[8; 9],14,1.247466,0.692308,12,[X4 >= 211.500000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X2 < 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000],{'0.0': {'precision': 0.3923444976076555; 'recall': 0.6074074074074074; 'f1-score': 0.4767441860465116; 'support': 135}; '1.0': {'precision': 0.7961538461538461; 'recall': 0.6197604790419161; 'f1-score': 0.6969696969696969; 'support': 334}; 'accuracy': 0.6162046908315565; 'macro avg': {'precision': 0.5942491718807508; 'recall': 0.6135839432246617; 'f1-score': 0.5868569415081042; 'support': 469}; 'weighted avg': {'precision': 0.6799187458260513; 'recall': 0.6162046908315565; 'f1-score': 0.63357855843104; 'support': 469}},{'0.0': {'precision': 0.45; 'recall': 0.6428571428571429; 'f1-score': 0.5294117647058824; 'support': 14}; '1.0': {'precision': 0.84375; 'recall': 0.7105263157894737; 'f1-score': 0.7714285714285714; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.646875; 'recall': 0.6766917293233083; 'f1-score': 0.6504201680672268; 'support': 52}; 'weighted avg': {'precision': 0.7377403846153846; 'recall': 0.6923076923076923; 'f1-score': 0.7062702003878474; 'support': 52}}
5,3,CNF,2,469,52,58,[8; 9],14,1.275718,0.653846,15,[(NOT X1) OR X2 < 1.650000 OR X3 < 1.250000 OR X4 >= 211.500000 OR X4 < 211.500000 OR X5 >= 61.500000] AND [(NOT X1) OR X2 < 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X4 < 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.2602739726027397; 'recall': 0.1417910447761194; 'f1-score': 0.18357487922705312; 'support': 134}; '1.0': {'precision': 0.7095959595959596; 'recall': 0.8388059701492537; 'f1-score': 0.7688098495212037; 'support': 335}; 'accuracy': 0.6396588486140725; 'macro avg': {'precision': 0.4849349660993496; 'recall': 0.49029850746268655; 'f1-score': 0.4761923643741284; 'support': 469}; 'weighted avg': {'precision': 0.5812182490264681; 'recall': 0.6396588486140725; 'f1-score': 0.6015998580085892; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.7111111111111111; 'recall': 0.8648648648648649; 'f1-score': 0.7804878048780488; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.4984126984126984; 'recall': 0.4990990990990991; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5884004884004884; 'recall': 0.6538461538461539; 'f1-score': 0.6077946443800102; 'support': 52}}
5,3,CNF,3,469,52,58,[8; 9],14,1.281513,0.730769,11,[X1 OR (NOT X1) OR X5 >= 61.500000] AND [X1 OR (NOT X1) OR X6 >= 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.504950495049505; 'recall': 0.3805970149253731; 'f1-score': 0.4340425531914894; 'support': 134}; '1.0': {'precision': 0.7744565217391305; 'recall': 0.8507462686567164; 'f1-score': 0.810810810810811; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6397035083943177; 'recall': 0.6156716417910448; 'f1-score': 0.6224266820011501; 'support': 469}; 'weighted avg': {'precision': 0.6974547998278089; 'recall': 0.7164179104477612; 'f1-score': 0.7031627372052904; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
5,3,CNF,4,469,52,58,[8; 9],14,1.217794,0.653846,13,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X4 < 211.500000 OR X6 >= 59.500000] AND [X3 >= 1.250000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.43333333333333335; 'recall': 0.6791044776119403; 'f1-score': 0.5290697674418605; 'support': 134}; '1.0': {'precision': 0.833976833976834; 'recall': 0.6447761194029851; 'f1-score': 0.7272727272727273; 'support': 335}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.6336550836550836; 'recall': 0.6619402985074627; 'f1-score': 0.6281712473572939; 'support': 469}; 'weighted avg': {'precision': 0.7195072623644052; 'recall': 0.6545842217484008; 'f1-score': 0.6706433101781939; 'support': 469}},{'0.0': {'precision': 0.4482758620689655; 'recall': 0.8666666666666667; 'f1-score': 0.5909090909090909; 'support': 15}; '1.0': {'precision': 0.9130434782608695; 'recall': 0.5675675675675675; 'f1-score': 0.6999999999999998; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6806596701649175; 'recall': 0.7171171171171171; 'f1-score': 0.6454545454545454; 'support': 52}; 'weighted avg': {'precision': 0.778975896667051; 'recall': 0.6538461538461539; 'f1-score': 0.6685314685314684; 'support': 52}}
5,3,CNF,5,469,52,58,[8; 9],14,1.251014,0.711538,15,[X1 OR X4 >= 211.500000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X9 >= 0.895000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.46923076923076923; 'recall': 0.4552238805970149; 'f1-score': 0.46212121212121215; 'support': 134}; '1.0': {'precision': 0.7846607669616519; 'recall': 0.7940298507462686; 'f1-score': 0.7893175074183977; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6269457680962105; 'recall': 0.6246268656716418; 'f1-score': 0.625719359769805; 'support': 469}; 'weighted avg': {'precision': 0.694537910467114; 'recall': 0.697228144989339; 'f1-score': 0.6958328516192018; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5333333333333333; 'f1-score': 0.5161290322580646; 'support': 15}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7837837837837838; 'f1-score': 0.7945205479452055; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6527777777777778; 'recall': 0.6585585585585585; 'f1-score': 0.655324790101635; 'support': 52}; 'weighted avg': {'precision': 0.7174145299145299; 'recall': 0.7115384615384616; 'f1-score': 0.7142153030354533; 'support': 52}}
5,3,CNF,6,469,52,58,[8; 9],14,1.262343,0.615385,13,[X2 >= 1.650000 OR X2 < 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 < 1.650000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.18666666666666668; 'recall': 0.1044776119402985; 'f1-score': 0.1339712918660287; 'support': 134}; '1.0': {'precision': 0.6954314720812182; 'recall': 0.817910447761194; 'f1-score': 0.7517146776406036; 'support': 335}; 'accuracy': 0.6140724946695096; 'macro avg': {'precision': 0.44104906937394245; 'recall': 0.46119402985074626; 'f1-score': 0.4428429847533162; 'support': 469}; 'weighted avg': {'precision': 0.5500700991056321; 'recall': 0.6140724946695096; 'f1-score': 0.5752165674192965; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
5,3,CNF,7,469,52,58,[8; 9],14,1.253488,0.750000,13,[X1 OR X5 < 61.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4; 'recall': 0.2537313432835821; 'f1-score': 0.31050228310502287; 'support': 134}; '1.0': {'precision': 0.7395833333333334; 'recall': 0.8477611940298507; 'f1-score': 0.7899860917941586; 'support': 335}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.5697916666666667; 'recall': 0.5507462686567164; 'f1-score': 0.5502441874495907; 'support': 469}; 'weighted avg': {'precision': 0.6425595238095239; 'recall': 0.6780383795309168; 'f1-score': 0.652990717882977; 'support': 469}},{'0.0': {'precision': 0.625; 'recall': 0.3333333333333333; 'f1-score': 0.43478260869565216; 'support': 15}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.918918918918919; 'f1-score': 0.8395061728395061; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6988636363636364; 'recall': 0.6261261261261262; 'f1-score': 0.6371443907675791; 'support': 52}; 'weighted avg': {'precision': 0.7301136363636365; 'recall': 0.75; 'f1-score': 0.7227589908749329; 'support': 52}}
5,3,CNF,8,469,52,58,[8; 9],14,1.256971,0.711538,13,[X3 < 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [X2 >= 1.650000 OR X2 < 1.650000 OR X5 < 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X2 < 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.16666666666666666; 'recall': 0.014925373134328358; 'f1-score': 0.027397260273972605; 'support': 134}; '1.0': {'precision': 0.7111597374179431; 'recall': 0.9701492537313433; 'f1-score': 0.8207070707070707; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.4389132020423049; 'recall': 0.49253731343283585; 'f1-score': 0.42405216549052166; 'support': 469}; 'weighted avg': {'precision': 0.5555902886318641; 'recall': 0.697228144989339; 'f1-score': 0.5940471248690428; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
5,3,CNF,9,469,52,58,[8; 9],14,1.204562,0.634615,13,[X1 OR (NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000] AND [(NOT X1) OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X2 < 1.650000 OR X4 < 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3026315789473684; 'recall': 0.17164179104477612; 'f1-score': 0.21904761904761902; 'support': 134}; '1.0': {'precision': 0.7175572519083969; 'recall': 0.8417910447761194; 'f1-score': 0.7747252747252746; 'support': 335}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.5100944154278827; 'recall': 0.5067164179104477; 'f1-score': 0.49688644688644684; 'support': 469}; 'weighted avg': {'precision': 0.5990070596338173; 'recall': 0.650319829424307; 'f1-score': 0.6159602302459445; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6875; 'recall': 0.8918918918918919; 'f1-score': 0.7764705882352941; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.34375; 'recall': 0.44594594594594594; 'f1-score': 0.38823529411764707; 'support': 52}; 'weighted avg': {'precision': 0.4891826923076923; 'recall': 0.6346153846153846; 'f1-score': 0.5524886877828055; 'support': 52}}
5,3,CNF,0,468,53,29,[16; 17],14,0.617577,0.679245,15,[X2 >= 1.650000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.33766233766233766; 'recall': 0.19402985074626866; 'f1-score': 0.24644549763033174; 'support': 134}; '1.0': {'precision': 0.7237851662404092; 'recall': 0.8473053892215568; 'f1-score': 0.7806896551724137; 'support': 334}; 'accuracy': 0.6602564102564102; 'macro avg': {'precision': 0.5307237519513734; 'recall': 0.5206676199839128; 'f1-score': 0.5135675764013727; 'support': 468}; 'weighted avg': {'precision': 0.6132286298526708; 'recall': 0.6602564102564102; 'f1-score': 0.6277223109189115; 'support': 468}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.868421052631579; 'f1-score': 0.7951807228915663; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5541666666666667; 'recall': 0.5342105263157895; 'f1-score': 0.5280251440544788; 'support': 53}; 'weighted avg': {'precision': 0.6319182389937106; 'recall': 0.6792452830188679; 'f1-score': 0.643960583927177; 'support': 53}}
