lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.046943,0.773585,3,[X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4900662251655629; 'recall': 0.5522388059701493; 'f1-score': 0.519298245614035; 'support': 134}; '1.0': {'precision': 0.8107255520504731; 'recall': 0.7694610778443114; 'f1-score': 0.7895545314900153; 'support': 334}; 'accuracy': 0.7072649572649573; 'macro avg': {'precision': 0.650395888608018; 'recall': 0.6608499419072303; 'f1-score': 0.6544263885520252; 'support': 468}; 'weighted avg': {'precision': 0.7189128387971014; 'recall': 0.7072649572649573; 'f1-score': 0.7121734581836449; 'support': 468}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.5333333333333333; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.825; 'recall': 0.868421052631579; 'f1-score': 0.8461538461538461; 'support': 38}; 'accuracy': 0.7735849056603774; 'macro avg': {'precision': 0.7201923076923077; 'recall': 0.7008771929824562; 'f1-score': 0.7087912087912088; 'support': 53}; 'weighted avg': {'precision': 0.7656748911465892; 'recall': 0.7735849056603774; 'f1-score': 0.7684014099108439; 'support': 53}}
5,2,CNF,1,469,52,29,[16; 17],14,0.608578,0.711538,8,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000] AND [X2 >= 1.650000 OR X4 < 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3333333333333333; 'recall': 0.14074074074074075; 'f1-score': 0.19791666666666669; 'support': 135}; '1.0': {'precision': 0.7184466019417476; 'recall': 0.8862275449101796; 'f1-score': 0.7935656836461126; 'support': 334}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.5258899676375405; 'recall': 0.5134841428254602; 'f1-score': 0.4957411751563896; 'support': 469}; 'weighted avg': {'precision': 0.6075931024489205; 'recall': 0.6716417910447762; 'f1-score': 0.6221102096754831; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.21428571428571427; 'f1-score': 0.2857142857142857; 'support': 14}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.8947368421052632; 'f1-score': 0.8192771084337349; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5920634920634921; 'recall': 0.5545112781954887; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6675213675213675; 'recall': 0.7115384615384616; 'f1-score': 0.6756255792400372; 'support': 52}}
5,2,CNF,2,469,52,29,[16; 17],14,0.627028,0.673077,11,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 < 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X2 < 1.650000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.16666666666666666; 'recall': 0.029850746268656716; 'f1-score': 0.05063291139240506; 'support': 134}; '1.0': {'precision': 0.7078651685393258; 'recall': 0.9402985074626866; 'f1-score': 0.8076923076923077; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.4372659176029962; 'recall': 0.48507462686567165; 'f1-score': 0.4291626095423564; 'support': 469}; 'weighted avg': {'precision': 0.5532370251471375; 'recall': 0.6801705756929638; 'f1-score': 0.5913896230351927; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
5,2,CNF,3,469,52,29,[16; 17],14,0.637964,0.634615,8,[(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000] AND [X1 OR X3 >= 1.250000 OR X5 < 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.43859649122807015; 'recall': 0.5597014925373134; 'f1-score': 0.4918032786885245; 'support': 134}; '1.0': {'precision': 0.802013422818792; 'recall': 0.7134328358208956; 'f1-score': 0.755134281200632; 'support': 335}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.620304957023431; 'recall': 0.6365671641791044; 'f1-score': 0.6234687799445783; 'support': 469}; 'weighted avg': {'precision': 0.6981800137928713; 'recall': 0.6695095948827292; 'f1-score': 0.6798968519114584; 'support': 469}},{'0.0': {'precision': 0.4090909090909091; 'recall': 0.6; 'f1-score': 0.4864864864864865; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.6486486486486487; 'f1-score': 0.7164179104477612; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6045454545454546; 'recall': 0.6243243243243244; 'f1-score': 0.6014521984671238; 'support': 52}; 'weighted avg': {'precision': 0.6872377622377622; 'recall': 0.6346153846153846; 'f1-score': 0.6500915381512395; 'support': 52}}
5,2,CNF,4,469,52,29,[16; 17],14,0.642404,0.461538,7,[X2 >= 1.650000 OR X4 < 211.500000 OR X5 < 61.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.39416058394160586; 'recall': 0.40298507462686567; 'f1-score': 0.39852398523985244; 'support': 134}; '1.0': {'precision': 0.7590361445783133; 'recall': 0.7522388059701492; 'f1-score': 0.7556221889055472; 'support': 335}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.5765983642599596; 'recall': 0.5776119402985075; 'f1-score': 0.5770730870726999; 'support': 469}; 'weighted avg': {'precision': 0.6547859843963969; 'recall': 0.652452025586354; 'f1-score': 0.6535941307153488; 'support': 469}},{'0.0': {'precision': 0.21739130434782608; 'recall': 0.3333333333333333; 'f1-score': 0.26315789473684204; 'support': 15}; '1.0': {'precision': 0.6551724137931034; 'recall': 0.5135135135135135; 'f1-score': 0.5757575757575758; 'support': 37}; 'accuracy': 0.46153846153846156; 'macro avg': {'precision': 0.43628185907046474; 'recall': 0.42342342342342343; 'f1-score': 0.4194577352472089; 'support': 52}; 'weighted avg': {'precision': 0.5288894014531196; 'recall': 0.46153846153846156; 'f1-score': 0.48558459084774874; 'support': 52}}
5,2,CNF,5,469,52,29,[16; 17],14,0.661133,0.634615,8,[X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X4 < 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.2835820895522388; 'recall': 0.1417910447761194; 'f1-score': 0.18905472636815918; 'support': 134}; '1.0': {'precision': 0.7139303482587065; 'recall': 0.8567164179104477; 'f1-score': 0.7788331071913162; 'support': 335}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.4987562189054726; 'recall': 0.49925373134328355; 'f1-score': 0.4839439167797377; 'support': 469}; 'weighted avg': {'precision': 0.5909737029140014; 'recall': 0.652452025586354; 'f1-score': 0.6103249983846999; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
5,2,CNF,6,469,52,29,[16; 17],14,0.648066,0.519231,5,[(NOT X1) OR X2 >= 1.650000] AND [X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.3878504672897196; 'recall': 0.6194029850746269; 'f1-score': 0.47701149425287365; 'support': 134}; '1.0': {'precision': 0.8; 'recall': 0.608955223880597; 'f1-score': 0.6915254237288136; 'support': 335}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.5939252336448598; 'recall': 0.6141791044776119; 'f1-score': 0.5842684589908437; 'support': 469}; 'weighted avg': {'precision': 0.6822429906542057; 'recall': 0.6119402985074627; 'f1-score': 0.6302357295928308; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.5333333333333333; 'f1-score': 0.3902439024390244; 'support': 15}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.5135135135135135; 'f1-score': 0.6031746031746031; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.5192307692307692; 'recall': 0.5234234234234234; 'f1-score': 0.4967092528068138; 'support': 52}; 'weighted avg': {'precision': 0.6087278106508875; 'recall': 0.5192307692307693; 'f1-score': 0.5417522856547247; 'support': 52}}
5,2,CNF,7,469,52,29,[16; 17],14,0.651667,0.692308,7,[X2 >= 1.650000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X5 >= 61.500000 OR X6 >= 59.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4606741573033708; 'recall': 0.6119402985074627; 'f1-score': 0.5256410256410257; 'support': 134}; '1.0': {'precision': 0.8213058419243986; 'recall': 0.7134328358208956; 'f1-score': 0.7635782747603835; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6409899996138847; 'recall': 0.6626865671641791; 'f1-score': 0.6446096502007046; 'support': 469}; 'weighted avg': {'precision': 0.718268217746962; 'recall': 0.6844349680170576; 'f1-score': 0.6955962035834242; 'support': 469}},{'0.0': {'precision': 0.47619047619047616; 'recall': 0.6666666666666666; 'f1-score': 0.5555555555555556; 'support': 15}; '1.0': {'precision': 0.8387096774193549; 'recall': 0.7027027027027027; 'f1-score': 0.7647058823529411; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6574500768049155; 'recall': 0.6846846846846847; 'f1-score': 0.6601307189542484; 'support': 52}; 'weighted avg': {'precision': 0.7341368309110246; 'recall': 0.6923076923076923; 'f1-score': 0.7043740573152337; 'support': 52}}
5,2,CNF,8,469,52,29,[16; 17],14,0.639764,0.769231,9,[X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [X3 >= 1.250000 OR X3 < 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.47619047619047616; 'recall': 0.22388059701492538; 'f1-score': 0.30456852791878175; 'support': 134}; '1.0': {'precision': 0.7438423645320197; 'recall': 0.9014925373134328; 'f1-score': 0.8151147098515519; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6100164203612479; 'recall': 0.5626865671641791; 'f1-score': 0.5598416188851668; 'support': 469}; 'weighted avg': {'precision': 0.6673703964344359; 'recall': 0.7078891257995735; 'f1-score': 0.6692443721564748; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.4; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7906976744186046; 'recall': 0.918918918918919; 'f1-score': 0.85; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7286821705426356; 'recall': 0.6594594594594595; 'f1-score': 0.675; 'support': 52}; 'weighted avg': {'precision': 0.7549194991055456; 'recall': 0.7692307692307693; 'f1-score': 0.7490384615384615; 'support': 52}}
5,2,CNF,9,469,52,29,[16; 17],14,0.649234,0.634615,9,[X2 < 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.36486486486486486; 'recall': 0.20149253731343283; 'f1-score': 0.25961538461538464; 'support': 134}; '1.0': {'precision': 0.7291139240506329; 'recall': 0.8597014925373134; 'f1-score': 0.789041095890411; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.5469893944577489; 'recall': 0.5305970149253731; 'f1-score': 0.5243282402528978; 'support': 469}; 'weighted avg': {'precision': 0.6250427642832705; 'recall': 0.6716417910447762; 'f1-score': 0.6377766069546893; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.2; 'f1-score': 0.24; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.8108108108108109; 'f1-score': 0.759493670886076; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5071428571428571; 'recall': 0.5054054054054055; 'f1-score': 0.499746835443038; 'support': 52}; 'weighted avg': {'precision': 0.5947802197802198; 'recall': 0.6346153846153846; 'f1-score': 0.6096397273612464; 'support': 52}}
5,2,CNF,0,468,53,14,[33; 34],14,0.365052,0.811321,8,[X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4012738853503185; 'recall': 0.4701492537313433; 'f1-score': 0.4329896907216495; 'support': 134}; '1.0': {'precision': 0.7717041800643086; 'recall': 0.718562874251497; 'f1-score': 0.7441860465116279; 'support': 334}; 'accuracy': 0.6474358974358975; 'macro avg': {'precision': 0.5864890327073136; 'recall': 0.5943560639914202; 'f1-score': 0.5885878686166387; 'support': 468}; 'weighted avg': {'precision': 0.6656408050820978; 'recall': 0.6474358974358975; 'f1-score': 0.6550828164350101; 'support': 468}},{'0.0': {'precision': 0.631578947368421; 'recall': 0.8; 'f1-score': 0.7058823529411765; 'support': 15}; '1.0': {'precision': 0.9117647058823529; 'recall': 0.8157894736842105; 'f1-score': 0.861111111111111; 'support': 38}; 'accuracy': 0.8113207547169812; 'macro avg': {'precision': 0.771671826625387; 'recall': 0.8078947368421052; 'f1-score': 0.7834967320261438; 'support': 53}; 'weighted avg': {'precision': 0.8324668496991647; 'recall': 0.8113207547169812; 'f1-score': 0.8171784437045257; 'support': 53}}
5,2,CNF,1,469,52,14,[33; 34],14,0.340330,0.596154,7,[X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3157894736842105; 'recall': 0.3111111111111111; 'f1-score': 0.31343283582089554; 'support': 135}; '1.0': {'precision': 0.7232142857142857; 'recall': 0.7275449101796407; 'f1-score': 0.7253731343283581; 'support': 334}; 'accuracy': 0.6076759061833689; 'macro avg': {'precision': 0.5195018796992481; 'recall': 0.5193280106453759; 'f1-score': 0.5194029850746269; 'support': 469}; 'weighted avg': {'precision': 0.6059384869423025; 'recall': 0.6076759061833689; 'f1-score': 0.6067975686598988; 'support': 469}},{'0.0': {'precision': 0.3157894736842105; 'recall': 0.42857142857142855; 'f1-score': 0.36363636363636365; 'support': 14}; '1.0': {'precision': 0.7575757575757576; 'recall': 0.6578947368421053; 'f1-score': 0.704225352112676; 'support': 38}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.536682615629984; 'recall': 0.543233082706767; 'f1-score': 0.5339308578745199; 'support': 52}; 'weighted avg': {'precision': 0.6386332965280334; 'recall': 0.5961538461538461; 'f1-score': 0.6125283167536688; 'support': 52}}
5,2,CNF,2,469,52,14,[33; 34],14,0.336150,0.711538,11,[X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.4888888888888889; 'recall': 0.3283582089552239; 'f1-score': 0.3928571428571429; 'support': 134}; '1.0': {'precision': 0.762532981530343; 'recall': 0.8626865671641791; 'f1-score': 0.8095238095238095; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.625710935209616; 'recall': 0.5955223880597015; 'f1-score': 0.6011904761904763; 'support': 469}; 'weighted avg': {'precision': 0.6843489550613562; 'recall': 0.7100213219616205; 'f1-score': 0.6904761904761906; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
5,2,CNF,3,469,52,14,[33; 34],14,0.329561,0.653846,10,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 < 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.45185185185185184; 'recall': 0.4552238805970149; 'f1-score': 0.45353159851301117; 'support': 134}; '1.0': {'precision': 0.781437125748503; 'recall': 0.7791044776119403; 'f1-score': 0.7802690582959642; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6166444888001774; 'recall': 0.6171641791044776; 'f1-score': 0.6169003284044876; 'support': 469}; 'weighted avg': {'precision': 0.687269904635174; 'recall': 0.6865671641791045; 'f1-score': 0.6869154983579776; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.4; 'f1-score': 0.4000000000000001; 'support': 15}; '1.0': {'precision': 0.7567567567567568; 'recall': 0.7567567567567568; 'f1-score': 0.7567567567567567; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5783783783783785; 'recall': 0.5783783783783785; 'f1-score': 0.5783783783783784; 'support': 52}; 'weighted avg': {'precision': 0.6538461538461539; 'recall': 0.6538461538461539; 'f1-score': 0.6538461538461539; 'support': 52}}
5,2,CNF,4,469,52,14,[33; 34],14,0.336043,0.711538,8,[X1 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.4625; 'recall': 0.27611940298507465; 'f1-score': 0.34579439252336447; 'support': 134}; '1.0': {'precision': 0.7506426735218509; 'recall': 0.8716417910447761; 'f1-score': 0.8066298342541436; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6065713367609255; 'recall': 0.5738805970149254; 'f1-score': 0.576212113388754; 'support': 469}; 'weighted avg': {'precision': 0.6683161953727507; 'recall': 0.7014925373134329; 'f1-score': 0.6749625651882067; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.26666666666666666; 'f1-score': 0.3478260869565218; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8918918918918919; 'f1-score': 0.8148148148148148; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.625; 'recall': 0.5792792792792792; 'f1-score': 0.5813204508856683; 'support': 52}; 'weighted avg': {'precision': 0.6778846153846154; 'recall': 0.7115384615384616; 'f1-score': 0.6801065279326148; 'support': 52}}
5,2,CNF,5,469,52,14,[33; 34],14,0.344723,0.730769,8,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [X5 < 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3275862068965517; 'recall': 0.1417910447761194; 'f1-score': 0.19791666666666669; 'support': 134}; '1.0': {'precision': 0.7201946472019465; 'recall': 0.8835820895522388; 'f1-score': 0.7935656836461126; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.523890427049249; 'recall': 0.5126865671641792; 'f1-score': 0.4957411751563896; 'support': 469}; 'weighted avg': {'precision': 0.6080208071146908; 'recall': 0.6716417910447762; 'f1-score': 0.6233802502234137; 'support': 469}},{'0.0': {'precision': 0.6; 'recall': 0.2; 'f1-score': 0.3; 'support': 15}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.9459459459459459; 'f1-score': 0.8333333333333334; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6723404255319149; 'recall': 0.572972972972973; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.7029459901800327; 'recall': 0.7307692307692307; 'f1-score': 0.6794871794871795; 'support': 52}}
5,2,CNF,6,469,52,14,[33; 34],14,0.328114,0.730769,10,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4; 'recall': 0.19402985074626866; 'f1-score': 0.2613065326633166; 'support': 134}; '1.0': {'precision': 0.7326732673267327; 'recall': 0.8835820895522388; 'f1-score': 0.8010825439783491; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5663366336633664; 'recall': 0.5388059701492538; 'f1-score': 0.5311945383208329; 'support': 469}; 'weighted avg': {'precision': 0.6376237623762376; 'recall': 0.6865671641791045; 'f1-score': 0.6468608264597684; 'support': 469}},{'0.0': {'precision': 0.6; 'recall': 0.2; 'f1-score': 0.3; 'support': 15}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.9459459459459459; 'f1-score': 0.8333333333333334; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6723404255319149; 'recall': 0.572972972972973; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.7029459901800327; 'recall': 0.7307692307692307; 'f1-score': 0.6794871794871795; 'support': 52}}
5,2,CNF,7,469,52,14,[33; 34],14,0.339267,0.750000,8,[(NOT X1) OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5; 'recall': 0.30597014925373134; 'f1-score': 0.37962962962962965; 'support': 134}; '1.0': {'precision': 0.7596899224806202; 'recall': 0.8776119402985074; 'f1-score': 0.814404432132964; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6298449612403101; 'recall': 0.5917910447761194; 'f1-score': 0.5970170308812968; 'support': 469}; 'weighted avg': {'precision': 0.6854928017718716; 'recall': 0.7142857142857143; 'f1-score': 0.6901830599891542; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.26666666666666666; 'f1-score': 0.3809523809523809; 'support': 15}; '1.0': {'precision': 0.7608695652173914; 'recall': 0.9459459459459459; 'f1-score': 0.8433734939759038; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.713768115942029; 'recall': 0.6063063063063063; 'f1-score': 0.6121629374641423; 'support': 52}; 'weighted avg': {'precision': 0.7336956521739132; 'recall': 0.75; 'f1-score': 0.7099827882960413; 'support': 52}}
5,2,CNF,8,469,52,14,[33; 34],14,0.343666,0.788462,8,[(NOT X1) OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4392523364485981; 'recall': 0.35074626865671643; 'f1-score': 0.3900414937759336; 'support': 134}; '1.0': {'precision': 0.7596685082872928; 'recall': 0.8208955223880597; 'f1-score': 0.7890961262553802; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5994604223679455; 'recall': 0.585820895522388; 'f1-score': 0.5895688100156569; 'support': 469}; 'weighted avg': {'precision': 0.6681210306190943; 'recall': 0.6865671641791045; 'f1-score': 0.6750805169755383; 'support': 469}},{'0.0': {'precision': 0.6428571428571429; 'recall': 0.6; 'f1-score': 0.6206896551724138; 'support': 15}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8648648648648649; 'f1-score': 0.8533333333333334; 'support': 37}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.7424812030075187; 'recall': 0.7324324324324325; 'f1-score': 0.7370114942528736; 'support': 52}; 'weighted avg': {'precision': 0.7846298438403702; 'recall': 0.7884615384615384; 'f1-score': 0.7862245800176836; 'support': 52}}
5,2,CNF,9,469,52,14,[33; 34],14,0.342043,0.634615,8,[X3 >= 1.250000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3263157894736842; 'recall': 0.23134328358208955; 'f1-score': 0.2707423580786026; 'support': 134}; '1.0': {'precision': 0.7245989304812834; 'recall': 0.808955223880597; 'f1-score': 0.764456981664316; 'support': 335}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5254573599774839; 'recall': 0.5201492537313432; 'f1-score': 0.5175996698714593; 'support': 469}; 'weighted avg': {'precision': 0.6108037473362551; 'recall': 0.6439232409381663; 'f1-score': 0.6233956606398264; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.2; 'f1-score': 0.24; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.8108108108108109; 'f1-score': 0.759493670886076; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5071428571428571; 'recall': 0.5054054054054055; 'f1-score': 0.499746835443038; 'support': 52}; 'weighted avg': {'precision': 0.5947802197802198; 'recall': 0.6346153846153846; 'f1-score': 0.6096397273612464; 'support': 52}}
5,2,CNF,0,468,53,7,[66; 67],14,0.252522,0.716981,10,[(NOT X1) OR X4 >= 211.500000 OR X5 < 61.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.14285714285714285; 'recall': 0.014925373134328358; 'f1-score': 0.02702702702702703; 'support': 134}; '1.0': {'precision': 0.7092511013215859; 'recall': 0.9640718562874252; 'f1-score': 0.817258883248731; 'support': 334}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.42605412208936433; 'recall': 0.4894986147108768; 'f1-score': 0.42214295513787903; 'support': 468}; 'weighted avg': {'precision': 0.5470784721886044; 'recall': 0.6923076923076923; 'f1-score': 0.5909959158690122; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
