lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.322943,0.641509,3,[(NOT X1) OR X2 >= 1.650000 OR X9 < 0.895000],{'0.0': {'precision': 0.4342105263157895; 'recall': 0.49624060150375937; 'f1-score': 0.4631578947368421; 'support': 133}; '1.0': {'precision': 0.7879746835443038; 'recall': 0.7432835820895523; 'f1-score': 0.7649769585253455; 'support': 335}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6110926049300467; 'recall': 0.6197620917966558; 'f1-score': 0.6140674266310938; 'support': 468}; 'weighted avg': {'precision': 0.6874391431353457; 'recall': 0.6730769230769231; 'f1-score': 0.6792035921068179; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.7894736842105263; 'f1-score': 0.7594936708860759; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.532520325203252; 'recall': 0.5280701754385965; 'f1-score': 0.5278949835911861; 'support': 53}; 'weighted avg': {'precision': 0.6189599631845375; 'recall': 0.6415094339622641; 'f1-score': 0.6284000743040628; 'support': 53}}
5,2,CNF,2,469,52,7,[67; 67],14,0.249217,0.653846,9,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X9 >= 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.5428571428571428; 'recall': 0.1417910447761194; 'f1-score': 0.22485207100591714; 'support': 134}; '1.0': {'precision': 0.7350230414746544; 'recall': 0.9522388059701492; 'f1-score': 0.8296488946684005; 'support': 335}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6389400921658985; 'recall': 0.5470149253731343; 'f1-score': 0.5272504828371588; 'support': 469}; 'weighted avg': {'precision': 0.6801184990125082; 'recall': 0.720682302771855; 'f1-score': 0.6568498021934053; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.8947368421052632; 'f1-score': 0.7906976744186046; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.3541666666666667; 'recall': 0.4473684210526316; 'f1-score': 0.3953488372093023; 'support': 52}; 'weighted avg': {'precision': 0.5176282051282052; 'recall': 0.6538461538461539; 'f1-score': 0.5778175313059034; 'support': 52}}
5,2,CNF,3,469,52,7,[67; 67],14,0.225538,0.596154,9,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.39316239316239315; 'recall': 0.3458646616541353; 'f1-score': 0.368; 'support': 133}; '1.0': {'precision': 0.7528409090909091; 'recall': 0.7886904761904762; 'f1-score': 0.7703488372093024; 'support': 336}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.5730016511266511; 'recall': 0.5672775689223057; 'f1-score': 0.5691744186046512; 'support': 469}; 'weighted avg': {'precision': 0.6508425239768523; 'recall': 0.6631130063965884; 'f1-score': 0.6562499132245749; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6739130434782609; 'recall': 0.8378378378378378; 'f1-score': 0.746987951807229; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.33695652173913043; 'recall': 0.4189189189189189; 'f1-score': 0.3734939759036145; 'support': 52}; 'weighted avg': {'precision': 0.47951505016722407; 'recall': 0.5961538461538461; 'f1-score': 0.5315106580166822; 'support': 52}}
5,2,CNF,4,469,52,7,[67; 67],14,0.235024,0.634615,9,[X2 >= 1.650000 OR X2 < 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4528301886792453; 'recall': 0.5413533834586466; 'f1-score': 0.4931506849315068; 'support': 133}; '1.0': {'precision': 0.8032258064516129; 'recall': 0.7410714285714286; 'f1-score': 0.7708978328173375; 'support': 336}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.628027997565429; 'recall': 0.6412124060150376; 'f1-score': 0.6320242588744222; 'support': 469}; 'weighted avg': {'precision': 0.7038598849937774; 'recall': 0.6844349680170576; 'f1-score': 0.6921337162526989; 'support': 469}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.4666666666666667; 'f1-score': 0.42424242424242425; 'support': 15}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.7027027027027027; 'f1-score': 0.7323943661971832; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.576797385620915; 'recall': 0.5846846846846847; 'f1-score': 0.5783183952198038; 'support': 52}; 'weighted avg': {'precision': 0.6562971342383107; 'recall': 0.6346153846153846; 'f1-score': 0.6435043829410028; 'support': 52}}
5,2,CNF,5,469,52,7,[67; 67],14,0.304640,0.653846,9,[(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000],{'0.0': {'precision': 0.45365853658536587; 'recall': 0.6992481203007519; 'f1-score': 0.5502958579881657; 'support': 133}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.6666666666666666; 'f1-score': 0.7466666666666666; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6510716925351072; 'recall': 0.6829573934837092; 'f1-score': 0.6484812623274161; 'support': 469}; 'weighted avg': {'precision': 0.7365191779461893; 'recall': 0.67590618336887; 'f1-score': 0.6909794224145545; 'support': 469}},{'0.0': {'precision': 0.42105263157894735; 'recall': 0.5333333333333333; 'f1-score': 0.47058823529411764; 'support': 15}; '1.0': {'precision': 0.7878787878787878; 'recall': 0.7027027027027027; 'f1-score': 0.7428571428571429; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6044657097288676; 'recall': 0.618018018018018; 'f1-score': 0.6067226890756303; 'support': 52}; 'weighted avg': {'precision': 0.6820635504846031; 'recall': 0.6538461538461539; 'f1-score': 0.6643180349062702; 'support': 52}}
5,2,CNF,6,469,52,7,[67; 67],14,0.217998,0.653846,9,[X2 < 1.650000 OR X3 < 1.250000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.38636363636363635; 'recall': 0.12781954887218044; 'f1-score': 0.192090395480226; 'support': 133}; '1.0': {'precision': 0.7270588235294118; 'recall': 0.9196428571428571; 'f1-score': 0.812089356110381; 'support': 336}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.556711229946524; 'recall': 0.5237312030075187; 'f1-score': 0.5020898757953035; 'support': 469}; 'weighted avg': {'precision': 0.6304437704525501; 'recall': 0.6950959488272921; 'f1-score': 0.6362687553346654; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.06666666666666667; 'f1-score': 0.1; 'support': 15}; '1.0': {'precision': 0.7021276595744681; 'recall': 0.8918918918918919; 'f1-score': 0.7857142857142857; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.451063829787234; 'recall': 0.47927927927927927; 'f1-score': 0.44285714285714284; 'support': 52}; 'weighted avg': {'precision': 0.5572831423895254; 'recall': 0.6538461538461539; 'f1-score': 0.5879120879120878; 'support': 52}}
5,2,CNF,7,469,52,7,[67; 67],14,0.238184,0.673077,8,[(NOT X1) OR X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000] AND [X3 >= 1.250000 OR X4 < 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.2903225806451613; 'recall': 0.13533834586466165; 'f1-score': 0.1846153846153846; 'support': 133}; '1.0': {'precision': 0.7174447174447175; 'recall': 0.8690476190476191; 'f1-score': 0.7860026917900406; 'support': 336}; 'accuracy': 0.6609808102345416; 'macro avg': {'precision': 0.5038836490449394; 'recall': 0.5021929824561404; 'f1-score': 0.4853090382027126; 'support': 469}; 'weighted avg': {'precision': 0.5963205293970821; 'recall': 0.6609808102345416; 'f1-score': 0.6154600225912575; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
5,2,CNF,8,469,52,7,[67; 67],14,0.219815,0.634615,8,[X1 OR X4 >= 211.500000 OR X5 >= 61.500000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4077669902912621; 'recall': 0.3157894736842105; 'f1-score': 0.3559322033898305; 'support': 133}; '1.0': {'precision': 0.7513661202185792; 'recall': 0.8184523809523809; 'f1-score': 0.7834757834757835; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.5795665552549206; 'recall': 0.5671209273182958; 'f1-score': 0.569703993432807; 'support': 469}; 'weighted avg': {'precision': 0.6539275609854595; 'recall': 0.67590618336887; 'f1-score': 0.6622320816603641; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7297297297297297; 'f1-score': 0.7397260273972601; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5625; 'recall': 0.5648648648648649; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6418269230769231; 'recall': 0.6346153846153846; 'f1-score': 0.6380060505115741; 'support': 52}}
5,2,CNF,9,469,52,7,[67; 67],14,0.313019,0.615385,10,[X2 < 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4431137724550898; 'recall': 0.556390977443609; 'f1-score': 0.4933333333333333; 'support': 133}; '1.0': {'precision': 0.804635761589404; 'recall': 0.7232142857142857; 'f1-score': 0.7617554858934169; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6238747670222469; 'recall': 0.6398026315789473; 'f1-score': 0.6275444096133751; 'support': 469}; 'weighted avg': {'precision': 0.7021146004916133; 'recall': 0.67590618336887; 'f1-score': 0.6856357709883185; 'support': 469}},{'0.0': {'precision': 0.35294117647058826; 'recall': 0.4; 'f1-score': 0.37500000000000006; 'support': 15}; '1.0': {'precision': 0.7428571428571429; 'recall': 0.7027027027027027; 'f1-score': 0.7222222222222223; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5478991596638656; 'recall': 0.5513513513513514; 'f1-score': 0.5486111111111112; 'support': 52}; 'weighted avg': {'precision': 0.6303813833225599; 'recall': 0.6153846153846154; 'f1-score': 0.6220619658119659; 'support': 52}}
5,2,CNF,0,468,53,3,[156; 156],14,1.383927,0.679245,10,[X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.43478260869565216; 'recall': 0.15037593984962405; 'f1-score': 0.22346368715083798; 'support': 133}; '1.0': {'precision': 0.7322274881516587; 'recall': 0.9223880597014925; 'f1-score': 0.8163804491413473; 'support': 335}; 'accuracy': 0.7029914529914529; 'macro avg': {'precision': 0.5835050484236555; 'recall': 0.5363819997755583; 'f1-score': 0.5199220681460927; 'support': 468}; 'weighted avg': {'precision': 0.6476972125797594; 'recall': 0.7029914529914529; 'f1-score': 0.64788060011413; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.8947368421052632; 'f1-score': 0.8; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5283687943262412; 'recall': 0.5140350877192983; 'f1-score': 0.49523809523809526; 'support': 53}; 'weighted avg': {'precision': 0.6130068245684465; 'recall': 0.6792452830188679; 'f1-score': 0.6274932614555256; 'support': 53}}
5,2,CNF,1,469,52,3,[156; 157],14,1.265296,0.730769,10,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 < 61.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.6153846153846154; 'recall': 0.05970149253731343; 'f1-score': 0.108843537414966; 'support': 134}; '1.0': {'precision': 0.7236842105263158; 'recall': 0.9850746268656716; 'f1-score': 0.8343868520859672; 'support': 335}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6695344129554657; 'recall': 0.5223880597014925; 'f1-score': 0.4716151947504666; 'support': 469}; 'weighted avg': {'precision': 0.6927414690572586; 'recall': 0.720682302771855; 'f1-score': 0.6270887621799668; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
5,2,CNF,2,469,52,3,[156; 157],14,0.723721,0.653846,9,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5267857142857143; 'recall': 0.44029850746268656; 'f1-score': 0.4796747967479675; 'support': 134}; '1.0': {'precision': 0.7899159663865546; 'recall': 0.8417910447761194; 'f1-score': 0.8150289017341041; 'support': 335}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6583508403361344; 'recall': 0.641044776119403; 'f1-score': 0.6473518492410358; 'support': 469}; 'weighted avg': {'precision': 0.714735894357743; 'recall': 0.7270788912579957; 'f1-score': 0.7192134431666365; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2857142857142857; 'f1-score': 0.30769230769230765; 'support': 14}; '1.0': {'precision': 0.75; 'recall': 0.7894736842105263; 'f1-score': 0.7692307692307692; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5416666666666666; 'recall': 0.5375939849624061; 'f1-score': 0.5384615384615384; 'support': 52}; 'weighted avg': {'precision': 0.6378205128205128; 'recall': 0.6538461538461539; 'f1-score': 0.6449704142011833; 'support': 52}}
5,2,CNF,3,469,52,3,[156; 157],14,0.711150,0.807692,12,[(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.48226950354609927; 'recall': 0.5112781954887218; 'f1-score': 0.4963503649635036; 'support': 133}; '1.0': {'precision': 0.801829268292683; 'recall': 0.7827380952380952; 'f1-score': 0.7921686746987951; 'support': 336}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6420493859193911; 'recall': 0.6470081453634084; 'f1-score': 0.6442595198311494; 'support': 469}; 'weighted avg': {'precision': 0.7112078424690249; 'recall': 0.7057569296375267; 'f1-score': 0.7082799002962498; 'support': 469}},{'0.0': {'precision': 0.6923076923076923; 'recall': 0.6; 'f1-score': 0.6428571428571429; 'support': 15}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.8918918918918919; 'f1-score': 0.868421052631579; 'support': 37}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.7692307692307692; 'recall': 0.7459459459459459; 'f1-score': 0.755639097744361; 'support': 52}; 'weighted avg': {'precision': 0.8017751479289941; 'recall': 0.8076923076923077; 'f1-score': 0.8033545401966455; 'support': 52}}
5,2,CNF,4,469,52,3,[156; 157],14,0.734560,0.673077,10,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X1 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.5149253731343284; 'recall': 0.518796992481203; 'f1-score': 0.5168539325842697; 'support': 133}; '1.0': {'precision': 0.808955223880597; 'recall': 0.8065476190476191; 'f1-score': 0.8077496274217586; 'support': 336}; 'accuracy': 0.7249466950959488; 'macro avg': {'precision': 0.6619402985074627; 'recall': 0.662672305764411; 'f1-score': 0.6623017800030142; 'support': 469}; 'weighted avg': {'precision': 0.7255736244152373; 'recall': 0.7249466950959488; 'f1-score': 0.7252568184379932; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
5,2,CNF,5,469,52,3,[156; 157],14,1.211901,0.711538,10,[X1 OR X2 < 1.650000 OR X3 >= 1.250000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4895833333333333; 'recall': 0.3533834586466165; 'f1-score': 0.4104803493449782; 'support': 133}; '1.0': {'precision': 0.7694369973190348; 'recall': 0.8541666666666666; 'f1-score': 0.8095909732016926; 'support': 336}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6295101653261841; 'recall': 0.6037750626566416; 'f1-score': 0.6100356612733354; 'support': 469}; 'weighted avg': {'precision': 0.6900755105171195; 'recall': 0.7121535181236673; 'f1-score': 0.6964103485259079; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.26666666666666666; 'f1-score': 0.3478260869565218; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8918918918918919; 'f1-score': 0.8148148148148148; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.625; 'recall': 0.5792792792792792; 'f1-score': 0.5813204508856683; 'support': 52}; 'weighted avg': {'precision': 0.6778846153846154; 'recall': 0.7115384615384616; 'f1-score': 0.6801065279326148; 'support': 52}}
5,2,CNF,6,469,52,3,[156; 157],14,2.153829,0.730769,11,[(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4605263157894737; 'recall': 0.2631578947368421; 'f1-score': 0.3349282296650718; 'support': 133}; '1.0': {'precision': 0.7506361323155216; 'recall': 0.8779761904761905; 'f1-score': 0.8093278463648834; 'support': 336}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6055812240524976; 'recall': 0.5705670426065163; 'f1-score': 0.5721280380149776; 'support': 469}; 'weighted avg': {'precision': 0.6683661843454483; 'recall': 0.7036247334754797; 'f1-score': 0.6747966117783697; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
5,2,CNF,7,469,52,3,[156; 157],14,1.282028,0.673077,11,[X3 < 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5185185185185185; 'recall': 0.21052631578947367; 'f1-score': 0.2994652406417112; 'support': 133}; '1.0': {'precision': 0.7469879518072289; 'recall': 0.9226190476190477; 'f1-score': 0.8255659121171771; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6327532351628737; 'recall': 0.5665726817042607; 'f1-score': 0.5625155763794442; 'support': 469}; 'weighted avg': {'precision': 0.6821981125164005; 'recall': 0.720682302771855; 'f1-score': 0.6763731843853286; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
5,2,CNF,8,469,52,3,[156; 157],14,1.016948,0.711538,11,[(NOT X1) OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 < 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5238095238095238; 'recall': 0.08270676691729323; 'f1-score': 0.14285714285714282; 'support': 133}; '1.0': {'precision': 0.7276785714285714; 'recall': 0.9702380952380952; 'f1-score': 0.8316326530612246; 'support': 336}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6257440476190477; 'recall': 0.5264724310776943; 'f1-score': 0.4872448979591837; 'support': 469}; 'weighted avg': {'precision': 0.669864960909737; 'recall': 0.7185501066098081; 'f1-score': 0.6363082546451416; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.06666666666666667; 'f1-score': 0.11764705882352941; 'support': 15}; '1.0': {'precision': 0.72; 'recall': 0.972972972972973; 'f1-score': 0.8275862068965518; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.61; 'recall': 0.5198198198198198; 'f1-score': 0.47261663286004063; 'support': 52}; 'weighted avg': {'precision': 0.6565384615384615; 'recall': 0.7115384615384616; 'f1-score': 0.6227960680293337; 'support': 52}}
5,2,CNF,9,469,52,3,[156; 157],14,0.753006,0.692308,10,[(NOT X1) OR X3 >= 1.250000 OR X5 < 61.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4895833333333333; 'recall': 0.3533834586466165; 'f1-score': 0.4104803493449782; 'support': 133}; '1.0': {'precision': 0.7694369973190348; 'recall': 0.8541666666666666; 'f1-score': 0.8095909732016926; 'support': 336}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6295101653261841; 'recall': 0.6037750626566416; 'f1-score': 0.6100356612733354; 'support': 469}; 'weighted avg': {'precision': 0.6900755105171195; 'recall': 0.7121535181236673; 'f1-score': 0.6964103485259079; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
5,2,DNF,0,468,53,58,[8; 9],14,1.218781,0.509434,6,[(NOT X1) AND X2 < 1.650000 AND X3 >= 1.250000 AND X9 >= 0.895000] OR [X1 AND X2 >= 1.650000],{'0.0': {'precision': 0.3769968051118211; 'recall': 0.8872180451127819; 'f1-score': 0.5291479820627802; 'support': 133}; '1.0': {'precision': 0.9032258064516129; 'recall': 0.417910447761194; 'f1-score': 0.5714285714285714; 'support': 335}; 'accuracy': 0.5512820512820513; 'macro avg': {'precision': 0.6401113057817169; 'recall': 0.652564246436988; 'f1-score': 0.5502882767456758; 'support': 468}; 'weighted avg': {'precision': 0.7536778210281251; 'recall': 0.5512820512820513; 'f1-score': 0.5594129338523958; 'support': 468}},{'0.0': {'precision': 0.35135135135135137; 'recall': 0.8666666666666667; 'f1-score': 0.5000000000000001; 'support': 15}; '1.0': {'precision': 0.875; 'recall': 0.3684210526315789; 'f1-score': 0.5185185185185185; 'support': 38}; 'accuracy': 0.5094339622641509; 'macro avg': {'precision': 0.6131756756756757; 'recall': 0.6175438596491228; 'f1-score': 0.5092592592592593; 'support': 53}; 'weighted avg': {'precision': 0.7267975522692505; 'recall': 0.5094339622641509; 'f1-score': 0.5132774283717679; 'support': 53}}
5,2,DNF,1,469,52,58,[8; 9],14,1.210940,0.634615,4,[X2 >= 1.650000] OR [X2 < 1.650000 AND X4 >= 211.500000 AND X9 < 0.895000],{'0.0': {'precision': 0.432; 'recall': 0.8059701492537313; 'f1-score': 0.5624999999999999; 'support': 134}; '1.0': {'precision': 0.8812785388127854; 'recall': 0.5761194029850746; 'f1-score': 0.6967509025270758; 'support': 335}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.6566392694063927; 'recall': 0.691044776119403; 'f1-score': 0.6296254512635379; 'support': 469}; 'weighted avg': {'precision': 0.7529132420091323; 'recall': 0.6417910447761194; 'f1-score': 0.6583935018050541; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.7142857142857143; 'f1-score': 0.5128205128205129; 'support': 14}; '1.0': {'precision': 0.8518518518518519; 'recall': 0.6052631578947368; 'f1-score': 0.7076923076923076; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.625925925925926; 'recall': 0.6597744360902256; 'f1-score': 0.6102564102564103; 'support': 52}; 'weighted avg': {'precision': 0.7301994301994303; 'recall': 0.6346153846153846; 'f1-score': 0.6552268244575937; 'support': 52}}
