l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1014.759483,0.783692,4,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14],{'0': {'precision': 0.8024033749520604; 'recall': 0.940418518703491; 'f1-score': 0.8659461945274776; 'support': 20023}; '1': {'precision': 0.5896112831097351; 'recall': 0.26987875925051175; 'f1-score': 0.3702743573125945; 'support': 6351}; 'accuracy': 0.778948964889664; 'macro avg': {'precision': 0.6960073290308977; 'recall': 0.6051486389770013; 'f1-score': 0.6181102759200361; 'support': 26374}; 'weighted avg': {'precision': 0.7511619032264744; 'recall': 0.778948964889664; 'f1-score': 0.7465857699369064; 'support': 26374}},{'0': {'precision': 0.8084528887165569; 'recall': 0.9370786516853933; 'f1-score': 0.8680266444629475; 'support': 2225}; '1': {'precision': 0.6022727272727273; 'recall': 0.3002832861189802; 'f1-score': 0.4007561436672969; 'support': 706}; 'accuracy': 0.7836915728420334; 'macro avg': {'precision': 0.7053628079946421; 'recall': 0.6186809689021867; 'f1-score': 0.6343913940651222; 'support': 2931}; 'weighted avg': {'precision': 0.7587895676727685; 'recall': 0.7836915728420334; 'f1-score': 0.7554735999178334; 'support': 2931}}
l: 5,3,DNF,5,26375,2930,1,[26375; 26375],262,1014.517377,0.768942,139,[X0 < 33.000000 AND X0 >= 30.000000 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 6 AND X13 != 8 AND X13 != 11 AND X13 != 21 AND X13 != 22 AND X13 != 26 AND X13 != 33 AND X13 != 41] OR [X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 7 AND X2 < 329054.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 41] OR [X0 >= 26.000000 AND X1 != 1 AND X1 != 7 AND X1 != 8 AND X2 < 219632.000000 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 26 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8476900149031297; 'recall': 0.85221994706088; 'f1-score': 0.8499489452842877; 'support': 20023}; '1': {'precision': 0.5261809447558047; 'recall': 0.5173173803526449; 'f1-score': 0.5217115186155434; 'support': 6352}; 'accuracy': 0.771563981042654; 'macro avg': {'precision': 0.6869354798294671; 'recall': 0.6847686637067625; 'f1-score': 0.6858302319499155; 'support': 26375}; 'weighted avg': {'precision': 0.7702596598860374; 'recall': 0.771563981042654; 'f1-score': 0.7708981724236295; 'support': 26375}},{'0': {'precision': 0.8473967684021544; 'recall': 0.8485393258426966; 'f1-score': 0.8479676622501683; 'support': 2225}; '1': {'precision': 0.51994301994302; 'recall': 0.5177304964539007; 'f1-score': 0.5188343994314144; 'support': 705}; 'accuracy': 0.7689419795221843; 'macro avg': {'precision': 0.6836698941725872; 'recall': 0.6831349111482987; 'f1-score': 0.6834010308407914; 'support': 2930}; 'weighted avg': {'precision': 0.7686067026466289; 'recall': 0.7689419795221843; 'f1-score': 0.7687734812647684; 'support': 2930}}
l: 5,3,DNF,6,26375,2930,1,[26375; 26375],262,1016.117399,0.776109,142,[X0 >= 45.000000 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 21 AND X13 != 22 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 37 AND X13 != 40 AND X13 != 41] OR [X0 >= 26.000000 AND X1 != 0 AND X1 != 1 AND X1 != 6 AND X2 < 219632.000000 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X5 != 1 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40] OR [X0 >= 41.000000 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 10 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 12 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8408100732513046; 'recall': 0.8770913449533037; 'f1-score': 0.8585675873869469; 'support': 20023}; '1': {'precision': 0.551567055393586; 'recall': 0.4765428211586902; 'f1-score': 0.5113175675675675; 'support': 6352}; 'accuracy': 0.7806255924170616; 'macro avg': {'precision': 0.6961885643224452; 'recall': 0.676817083055997; 'f1-score': 0.6849425774772573; 'support': 26375}; 'weighted avg': {'precision': 0.7711504846472391; 'recall': 0.7806255924170616; 'f1-score': 0.7749379333246647; 'support': 26375}},{'0': {'precision': 0.8371293510958315; 'recall': 0.8755056179775281; 'f1-score': 0.8558875219683655; 'support': 2225}; '1': {'precision': 0.5406301824212272; 'recall': 0.4624113475177305; 'f1-score': 0.4984709480122324; 'support': 705}; 'accuracy': 0.7761092150170649; 'macro avg': {'precision': 0.6888797667585294; 'recall': 0.6689584827476294; 'f1-score': 0.677179234990299; 'support': 2930}; 'weighted avg': {'precision': 0.7657874009539898; 'recall': 0.7761092150170649; 'f1-score': 0.7698879708970093; 'support': 2930}}
l: 5,3,DNF,7,26375,2930,1,[26375; 26375],262,1015.601387,0.774061,137,[X0 >= 26.000000 AND X1 != 0 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 40 AND X13 != 41] OR [X0 >= 30.000000 AND X1 != 1 AND X1 != 3 AND X2 >= 130856.000000 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 33 AND X13 != 37 AND X13 != 38 AND X13 != 41] OR [X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 0 AND X1 != 3 AND X3 != 12 AND X4 >= 9.000000 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8717684622515192; 'recall': 0.84542775807821; 'f1-score': 0.8583960852919551; 'support': 20023}; '1': {'precision': 0.5551243352019548; 'recall': 0.6079974811083123; 'f1-score': 0.5803591554587121; 'support': 6352}; 'accuracy': 0.7882464454976303; 'macro avg': {'precision': 0.713446398726737; 'recall': 0.7267126195932612; 'f1-score': 0.7193776203753336; 'support': 26375}; 'weighted avg': {'precision': 0.7955097515399046; 'recall': 0.7882464454976303; 'f1-score': 0.7914353050720212; 'support': 26375}},{'0': {'precision': 0.8670737435415689; 'recall': 0.8296629213483147; 'f1-score': 0.847955902618282; 'support': 2225}; '1': {'precision': 0.5268414481897628; 'recall': 0.5985815602836879; 'f1-score': 0.5604249667994687; 'support': 705}; 'accuracy': 0.774061433447099; 'macro avg': {'precision': 0.6969575958656657; 'recall': 0.7141222408160013; 'f1-score': 0.7041904347088754; 'support': 2930}; 'weighted avg': {'precision': 0.7852089762299568; 'recall': 0.774061433447099; 'f1-score': 0.7787718378564173; 'support': 2930}}
l: 5,3,DNF,8,26375,2930,1,[26375; 26375],262,1014.551504,0.765870,160,[X0 >= 26.000000 AND X1 != 0 AND X1 != 3 AND X1 != 5 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 12 AND X3 != 13 AND X3 != 14 AND X6 != 1 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 1 AND X1 != 5 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 41] OR [X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X2 >= 65716.000000 AND X3 != 8 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 1 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 17 AND X13 != 18 AND X13 != 19 AND X13 != 26 AND X13 != 27 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8528534600414497; 'recall': 0.8425888933280063; 'f1-score': 0.8476901047554449; 'support': 20024}; '1': {'precision': 0.5218446601941747; 'recall': 0.5416469847268147; 'f1-score': 0.53156146179402; 'support': 6351}; 'accuracy': 0.7701232227488152; 'macro avg': {'precision': 0.6873490601178123; 'recall': 0.6921179390274106; 'f1-score': 0.6896257832747325; 'support': 26375}; 'weighted avg': {'precision': 0.7731477960478935; 'recall': 0.7701232227488152; 'f1-score': 0.771567526122345; 'support': 26375}},{'0': {'precision': 0.8501821493624773; 'recall': 0.8394784172661871; 'f1-score': 0.8447963800904977; 'support': 2224}; '1': {'precision': 0.5136239782016349; 'recall': 0.5339943342776204; 'f1-score': 0.5236111111111111; 'support': 706}; 'accuracy': 0.7658703071672355; 'macro avg': {'precision': 0.681903063782056; 'recall': 0.6867363757719038; 'f1-score': 0.6842037456008044; 'support': 2930}; 'weighted avg': {'precision': 0.769086562727817; 'recall': 0.7658703071672357; 'f1-score': 0.7674049808074102; 'support': 2930}}
l: 5,3,DNF,9,26375,2930,1,[26375; 26375],262,1015.111296,0.774061,138,[X0 < 50.000000 AND X0 >= 30.000000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X3 != 9 AND X3 != 11 AND X3 != 14 AND X4 >= 9.000000 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 16 AND X13 != 21 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 38] OR [X0 >= 26.000000 AND X1 != 3 AND X1 != 8 AND X3 != 8 AND X4 >= 9.000000 AND X5 != 1 AND X6 != 1 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40] OR [X0 >= 26.000000 AND X1 != 2 AND X3 != 1 AND X3 != 2 AND X3 != 7 AND X3 != 8 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40],{'0': {'precision': 0.881268517502469; 'recall': 0.8021374350779065; 'f1-score': 0.839843137254902; 'support': 20024}; '1': {'precision': 0.5138053748926249; 'recall': 0.6592662572823177; 'f1-score': 0.5775172413793104; 'support': 6351}; 'accuracy': 0.7677345971563981; 'macro avg': {'precision': 0.6975369461975469; 'recall': 0.730701846180112; 'f1-score': 0.7086801893171062; 'support': 26375}; 'weighted avg': {'precision': 0.7927847859872039; 'recall': 0.7677345971563981; 'f1-score': 0.7766760561286127; 'support': 26375}},{'0': {'precision': 0.8824681684622919; 'recall': 0.810251798561151; 'f1-score': 0.8448195030473512; 'support': 2224}; '1': {'precision': 0.5247747747747747; 'recall': 0.660056657223796; 'f1-score': 0.5846925972396487; 'support': 706}; 'accuracy': 0.774061433447099; 'macro avg': {'precision': 0.7036214716185334; 'recall': 0.7351542278924735; 'f1-score': 0.7147560501435; 'support': 2930}; 'weighted avg': {'precision': 0.7962799309389517; 'recall': 0.774061433447099; 'f1-score': 0.7821404602145055; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.775430 (+- 0.010984), (mean training time) 1015.006032 (+- 0.473196)
l: 10,1,CNF,0,26374,2931,1,[26374; 26374],262,1011.519439,0.783009,6,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 10],{'0': {'precision': 0.8027315407597098; 'recall': 0.939319782250412; 'f1-score': 0.8656709548247531; 'support': 20023}; '1': {'precision': 0.587296195652174; 'recall': 0.27224059203275075; 'f1-score': 0.37202797202797205; 'support': 6351}; 'accuracy': 0.7786835519830135; 'macro avg': {'precision': 0.6950138682059419; 'recall': 0.6057801871415813; 'f1-score': 0.6188494634263626; 'support': 26374}; 'weighted avg': {'precision': 0.7508535595366127; 'recall': 0.7786835519830135; 'f1-score': 0.746799089209285; 'support': 26374}},{'0': {'precision': 0.8085436893203883; 'recall': 0.9357303370786517; 'f1-score': 0.8674999999999999; 'support': 2225}; '1': {'precision': 0.598314606741573; 'recall': 0.301699716713881; 'f1-score': 0.4011299435028248; 'support': 706}; 'accuracy': 0.7830092118730808; 'macro avg': {'precision': 0.7034291480309807; 'recall': 0.6187150268962663; 'f1-score': 0.6343149717514124; 'support': 2931}; 'weighted avg': {'precision': 0.7579050907872448; 'recall': 0.7830092118730808; 'f1-score': 0.7551638485544163; 'support': 2931}}
l: 10,1,CNF,1,26374,2931,1,[26374; 26374],262,1011.594636,0.776868,6,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 10],{'0': {'precision': 0.8035821150722408; 'recall': 0.9388702991559706; 'f1-score': 0.8659741575880416; 'support': 20023}; '1': {'precision': 0.5892617449664429; 'recall': 0.276491891040781; 'f1-score': 0.3763798092380238; 'support': 6351}; 'accuracy': 0.7793660423144005; 'macro avg': {'precision': 0.6964219300193418; 'recall': 0.6076810950983758; 'f1-score': 0.6211769834130327; 'support': 26374}; 'weighted avg': {'precision': 0.7519726257819579; 'recall': 0.7793660423144005; 'f1-score': 0.7480772247613577; 'support': 26374}},{'0': {'precision': 0.8008425890463424; 'recall': 0.9397752808988764; 'f1-score': 0.8647642679900744; 'support': 2225}; '1': {'precision': 0.58125; 'recall': 0.26345609065155806; 'f1-score': 0.36257309941520466; 'support': 706}; 'accuracy': 0.7768679631525077; 'macro avg': {'precision': 0.6910462945231712; 'recall': 0.6016156857752173; 'f1-score': 0.6136686837026395; 'support': 2931}; 'weighted avg': {'precision': 0.7479485706680695; 'recall': 0.7768679631525077; 'f1-score': 0.7437997626970488; 'support': 2931}}
l: 10,1,CNF,2,26374,2931,1,[26374; 26374],262,1012.180086,0.773456,6,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 1 OR X13 == 34],{'0': {'precision': 0.8033549598770702; 'recall': 0.9399690356090495; 'f1-score': 0.8663091758532601; 'support': 20023}; '1': {'precision': 0.5919891378139851; 'recall': 0.27460242481498975; 'f1-score': 0.37517478756588146; 'support': 6351}; 'accuracy': 0.7797452036096155; 'macro avg': {'precision': 0.6976720488455277; 'recall': 0.6072857302120196; 'f1-score': 0.6207419817095707; 'support': 26374}; 'weighted avg': {'precision': 0.7524569415285961; 'recall': 0.7797452036096155; 'f1-score': 0.7480413931880161; 'support': 26374}},{'0': {'precision': 0.8012350443844075; 'recall': 0.9330337078651686; 'f1-score': 0.862126245847176; 'support': 2225}; '1': {'precision': 0.5617647058823529; 'recall': 0.2705382436260623; 'f1-score': 0.3652007648183556; 'support': 706}; 'accuracy': 0.7734561583077448; 'macro avg': {'precision': 0.6814998751333803; 'recall': 0.6017859757456154; 'f1-score': 0.6136635053327658; 'support': 2931}; 'weighted avg': {'precision': 0.7435530044722783; 'recall': 0.7734561583077448; 'f1-score': 0.742430104732762; 'support': 2931}}
l: 10,1,CNF,3,26374,2931,1,[26374; 26374],262,1011.904180,0.777550,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.7938972384382892; 'recall': 0.957648703990411; 'f1-score': 0.868118435349511; 'support': 20023}; '1': {'precision': 0.6181900045024764; 'recall': 0.21618642733427806; 'f1-score': 0.32034531031264585; 'support': 6351}; 'accuracy': 0.77910062940775; 'macro avg': {'precision': 0.7060436214703828; 'recall': 0.5869175656623445; 'f1-score': 0.5942318728310785; 'support': 26374}; 'weighted avg': {'precision': 0.7515859984774813; 'recall': 0.77910062940775; 'f1-score': 0.7362117425039385; 'support': 26374}},{'0': {'precision': 0.7931420052180395; 'recall': 0.9564044943820225; 'f1-score': 0.8671556642216789; 'support': 2225}; '1': {'precision': 0.6088709677419355; 'recall': 0.21388101983002833; 'f1-score': 0.3165618448637317; 'support': 706}; 'accuracy': 0.7775503241214603; 'macro avg': {'precision': 0.7010064864799874; 'recall': 0.5851427571060254; 'f1-score': 0.5918587545427053; 'support': 2931}; 'weighted avg': {'precision': 0.7487560098382615; 'recall': 0.7775503241214603; 'f1-score': 0.7345322467987138; 'support': 2931}}
l: 10,1,CNF,4,26374,2931,1,[26374; 26374],262,1012.608798,0.779256,6,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 34],{'0': {'precision': 0.8028926148726482; 'recall': 0.9398691504769515; 'f1-score': 0.8659978832083198; 'support': 20023}; '1': {'precision': 0.589778534923339; 'recall': 0.2725555030703826; 'f1-score': 0.37281929786775786; 'support': 6351}; 'accuracy': 0.7791764616667931; 'macro avg': {'precision': 0.6963355748979936; 'recall': 0.6062123267736671; 'f1-score': 0.6194085905380389; 'support': 26374}; 'weighted avg': {'precision': 0.7515736066919375; 'recall': 0.7791764616667931; 'f1-score': 0.7472378469795373; 'support': 26374}},{'0': {'precision': 0.8065268065268065; 'recall': 0.9330337078651686; 'f1-score': 0.8651802458845593; 'support': 2225}; '1': {'precision': 0.5826330532212886; 'recall': 0.29461756373937675; 'f1-score': 0.39134524929444964; 'support': 706}; 'accuracy': 0.7792562265438417; 'macro avg': {'precision': 0.6945799298740476; 'recall': 0.6138256358022727; 'f1-score': 0.6282627475895045; 'support': 2931}; 'weighted avg': {'precision': 0.7525967519946688; 'recall': 0.7792562265438417; 'f1-score': 0.7510459887734651; 'support': 2931}}
