l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1016.138349,0.774480,9,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 1 OR X13 == 10 OR X13 == 21 OR X13 == 24 OR X13 == 34],{'0': {'precision': 0.803837587801953; 'recall': 0.9373220796084503; 'f1-score': 0.8654630974614373; 'support': 20023}; '1': {'precision': 0.585261070720423; 'recall': 0.27885372382302; 'f1-score': 0.3777327503465927; 'support': 6351}; 'accuracy': 0.7787593842420566; 'macro avg': {'precision': 0.694549329261188; 'recall': 0.6080879017157351; 'f1-score': 0.621597923904015; 'support': 26374}; 'weighted avg': {'precision': 0.7512031955980857; 'recall': 0.7787593842420566; 'f1-score': 0.7480150260833233; 'support': 26374}},{'0': {'precision': 0.7989296636085627; 'recall': 0.9393258426966292; 'f1-score': 0.8634579632307374; 'support': 2225}; '1': {'precision': 0.5714285714285714; 'recall': 0.254957507082153; 'f1-score': 0.35259549461312434; 'support': 706}; 'accuracy': 0.7744796997611737; 'macro avg': {'precision': 0.6851791175185671; 'recall': 0.5971416748893911; 'f1-score': 0.6080267289219309; 'support': 2931}; 'weighted avg': {'precision': 0.7441306970172716; 'recall': 0.7744796997611737; 'f1-score': 0.7404047722228785; 'support': 2931}}
l: 10,1,DNF,9,26375,2930,1,[26375; 26375],262,1008.507979,0.778498,26,[X0 >= 33.000000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X2 < 329054.000000 AND X2 >= 106648.000000 AND X3 != 7 AND X3 != 8 AND X4 >= 11.000000 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 == 4 AND X12 >= 40.000000 AND X13 == 39],{'0': {'precision': 0.7792838674292878; 'recall': 0.9934079105073911; 'f1-score': 0.8734138309549945; 'support': 20024}; '1': {'precision': 0.8445229681978799; 'recall': 0.11289560699102504; 'f1-score': 0.19916666666666666; 'support': 6351}; 'accuracy': 0.7813838862559241; 'macro avg': {'precision': 0.8119034178135838; 'recall': 0.5531517587492081; 'f1-score': 0.5362902488108305; 'support': 26375}; 'weighted avg': {'precision': 0.7949931955423238; 'recall': 0.7813838862559241; 'f1-score': 0.711057670181718; 'support': 26375}},{'0': {'precision': 0.7775819527670074; 'recall': 0.9919064748201439; 'f1-score': 0.8717644734242244; 'support': 2224}; '1': {'precision': 0.8064516129032258; 'recall': 0.10623229461756374; 'f1-score': 0.18773466833541927; 'support': 706}; 'accuracy': 0.7784982935153584; 'macro avg': {'precision': 0.7920167828351166; 'recall': 0.5490693847188538; 'f1-score': 0.5297495708798218; 'support': 2930}; 'weighted avg': {'precision': 0.7845382599534135; 'recall': 0.7784982935153584; 'f1-score': 0.7069436398430994; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.790889 (+- 0.010204), (mean training time) 1008.836280 (+- 0.376556)
l: 10,2,CNF,0,26374,2931,1,[26374; 26374],262,1016.536289,0.682361,39,[X0 >= 50.000000 OR X1 == 1 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 7 OR X13 == 14 OR X13 == 21 OR X13 == 23 OR X13 == 24 OR X13 == 34] AND [X1 == 0 OR X1 == 2 OR X1 == 5 OR X2 >= 329054.000000 OR X2 < 65716.000000 OR X3 == 10 OR X3 == 11 OR X5 == 1 OR X5 == 5 OR X6 == 11 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 5 OR X13 == 7 OR X13 == 11 OR X13 == 14 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 24 OR X13 == 35 OR X13 == 41],{'0': {'precision': 0.7970627503337784; 'recall': 0.8050242221445338; 'f1-score': 0.8010237042190529; 'support': 20023}; '1': {'precision': 0.36530645423508373; 'recall': 0.3538025507794048; 'f1-score': 0.3594624860022396; 'support': 6351}; 'accuracy': 0.6963676347918405; 'macro avg': {'precision': 0.581184602284431; 'recall': 0.5794133864619693; 'f1-score': 0.5802430951106463; 'support': 26374}; 'weighted avg': {'precision': 0.6930935292629203; 'recall': 0.6963676347918405; 'f1-score': 0.6946934055576826; 'support': 26374}},{'0': {'precision': 0.7878113879003559; 'recall': 0.7959550561797752; 'f1-score': 0.7918622848200313; 'support': 2225}; '1': {'precision': 0.33528550512445093; 'recall': 0.3243626062322946; 'f1-score': 0.32973362131029516; 'support': 706}; 'accuracy': 0.6823609689525759; 'macro avg': {'precision': 0.5615484465124034; 'recall': 0.5601588312060349; 'f1-score': 0.5607979530651632; 'support': 2931}; 'weighted avg': {'precision': 0.6788099299543344; 'recall': 0.6823609689525759; 'f1-score': 0.6805477722175496; 'support': 2931}}
l: 10,2,CNF,1,26374,2931,1,[26374; 26374],262,1018.011338,0.708632,38,[X1 == 5 OR X1 == 6 OR X1 == 7 OR X2 >= 329054.000000 OR X3 == 2 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X5 == 6 OR X6 == 4 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 2 OR X13 == 7 OR X13 == 10 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 41] AND [X0 >= 58.000000 OR X1 == 5 OR X3 == 2 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 10 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31],{'0': {'precision': 0.8279823571648374; 'recall': 0.8062727862957598; 'f1-score': 0.8169833759267224; 'support': 20023}; '1': {'precision': 0.43586387434554974; 'recall': 0.4718941898913557; 'f1-score': 0.45316398276253117; 'support': 6351}; 'accuracy': 0.7257526351710017; 'macro avg': {'precision': 0.6319231157551936; 'recall': 0.6390834880935577; 'f1-score': 0.6350736793446268; 'support': 26374}; 'weighted avg': {'precision': 0.7335581331417351; 'recall': 0.7257526351710017; 'f1-score': 0.7293737237698338; 'support': 26374}},{'0': {'precision': 0.8189855746859004; 'recall': 0.7910112359550562; 'f1-score': 0.8047553726566072; 'support': 2225}; '1': {'precision': 0.4053708439897698; 'recall': 0.4490084985835694; 'f1-score': 0.42607526881720426; 'support': 706}; 'accuracy': 0.70863186625725; 'macro avg': {'precision': 0.6121782093378351; 'recall': 0.6200098672693128; 'f1-score': 0.6154153207369057; 'support': 2931}; 'weighted avg': {'precision': 0.7193567790968632; 'recall': 0.70863186625725; 'f1-score': 0.7135414001862495; 'support': 2931}}
l: 10,2,CNF,2,26374,2931,1,[26374; 26374],262,1017.670453,0.692596,36,[X1 == 5 OR X2 >= 329054.000000 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 6 OR X6 == 10 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 3 OR X13 == 10 OR X13 == 24 OR X13 == 31 OR X13 == 34 OR X13 == 41] AND [X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 6 OR X6 == 10 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 2 OR X13 == 3 OR X13 == 10 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 31 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8086961060653513; 'recall': 0.7737601757978325; 'f1-score': 0.7908425001914193; 'support': 20023}; '1': {'precision': 0.37222838137472286; 'recall': 0.42292552353960006; 'f1-score': 0.3959607872042456; 'support': 6351}; 'accuracy': 0.6892773185713202; 'macro avg': {'precision': 0.5904622437200371; 'recall': 0.5983428496687163; 'f1-score': 0.5934016436978324; 'support': 26374}; 'weighted avg': {'precision': 0.7035923478371652; 'recall': 0.6892773185713202; 'f1-score': 0.6957528755921345; 'support': 26374}},{'0': {'precision': 0.8128544423440454; 'recall': 0.7730337078651686; 'f1-score': 0.792444137295554; 'support': 2225}; '1': {'precision': 0.3803680981595092; 'recall': 0.43909348441926344; 'f1-score': 0.4076265614727153; 'support': 706}; 'accuracy': 0.6925963834868646; 'macro avg': {'precision': 0.5966112702517773; 'recall': 0.606063596142216; 'f1-score': 0.6000353493841346; 'support': 2931}; 'weighted avg': {'precision': 0.7086799766346347; 'recall': 0.6925963834868646; 'f1-score': 0.6997518109458698; 'support': 2931}}
l: 10,2,CNF,3,26374,2931,1,[26374; 26374],262,1017.305330,0.705561,41,[X1 == 1 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 3 OR X5 == 5 OR X6 == 11 OR X7 == 1 OR X8 == 2 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 24 OR X13 == 27] AND [X1 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X6 == 4 OR X6 == 11 OR X6 == 14 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 5 OR X13 == 10 OR X13 == 13 OR X13 == 14 OR X13 == 19 OR X13 == 20 OR X13 == 23 OR X13 == 27 OR X13 == 41],{'0': {'precision': 0.7807268272764394; 'recall': 0.8594116765719423; 'f1-score': 0.8181818181818183; 'support': 20023}; '1': {'precision': 0.35033464112624046; 'recall': 0.23901747756258857; 'f1-score': 0.2841632347435417; 'support': 6351}; 'accuracy': 0.7100174414195799; 'macro avg': {'precision': 0.5655307342013399; 'recall': 0.5492145770672654; 'f1-score': 0.55117252646268; 'support': 26374}; 'weighted avg': {'precision': 0.6770860911636042; 'recall': 0.7100174414195799; 'f1-score': 0.6895872923830584; 'support': 26374}},{'0': {'precision': 0.7804777594728172; 'recall': 0.851685393258427; 'f1-score': 0.814528261336772; 'support': 2225}; '1': {'precision': 0.34393638170974156; 'recall': 0.24504249291784702; 'f1-score': 0.2861869313482217; 'support': 706}; 'accuracy': 0.7055612418969635; 'macro avg': {'precision': 0.5622070705912794; 'recall': 0.548363943088137; 'f1-score': 0.5503575963424969; 'support': 2931}; 'weighted avg': {'precision': 0.6753265439488556; 'recall': 0.7055612418969635; 'f1-score': 0.687264877177128; 'support': 2931}}
l: 10,2,CNF,4,26374,2931,1,[26374; 26374],262,1017.210864,0.646196,40,[X1 == 7 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 6 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 < 35.000000 OR X13 == 1 OR X13 == 11 OR X13 == 12 OR X13 == 18 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 34 OR X13 == 36] AND [X1 == 6 OR X1 == 7 OR X3 == 7 OR X3 == 14 OR X6 == 3 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 12 OR X13 == 18 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.7820767541566455; 'recall': 0.7470409029615942; 'f1-score': 0.7641574497432885; 'support': 20023}; '1': {'precision': 0.30118653421633557; 'recall': 0.343725397575185; 'f1-score': 0.3210530186043091; 'support': 6351}; 'accuracy': 0.6499203761280049; 'macro avg': {'precision': 0.5416316441864906; 'recall': 0.5453831502683896; 'f1-score': 0.5426052341737988; 'support': 26374}; 'weighted avg': {'precision': 0.6662758219188011; 'recall': 0.6499203761280049; 'f1-score': 0.6574555371716779; 'support': 26374}},{'0': {'precision': 0.7773109243697479; 'recall': 0.748314606741573; 'f1-score': 0.7625372108999313; 'support': 2225}; '1': {'precision': 0.2902408111533587; 'recall': 0.3243626062322946; 'f1-score': 0.3063545150501672; 'support': 706}; 'accuracy': 0.6461958375980894; 'macro avg': {'precision': 0.5337758677615533; 'recall': 0.5363386064869338; 'f1-score': 0.5344458629750493; 'support': 2931}; 'weighted avg': {'precision': 0.6599886794257798; 'recall': 0.6461958375980894; 'f1-score': 0.6526549238750479; 'support': 2931}}
l: 10,2,CNF,5,26375,2930,1,[26375; 26375],262,1017.267387,0.651536,46,[X2 < 65716.000000 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 7 OR X6 == 14 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 12 OR X13 == 15 OR X13 == 17 OR X13 == 24 OR X13 == 29 OR X13 == 30 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X3 == 7 OR X3 == 8 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 5 OR X6 == 7 OR X6 == 14 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 2 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 15 OR X13 == 29 OR X13 == 30 OR X13 == 34 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.7619935249681153; 'recall': 0.7758078210058433; 'f1-score': 0.768838625058774; 'support': 20023}; '1': {'precision': 0.2504591751544498; 'recall': 0.23614609571788414; 'f1-score': 0.24309213191799695; 'support': 6352}; 'accuracy': 0.6458388625592417; 'macro avg': {'precision': 0.5062263500612826; 'recall': 0.5059769583618637; 'f1-score': 0.5059653784883855; 'support': 26375}; 'weighted avg': {'precision': 0.6387985983324224; 'recall': 0.6458388625592417; 'f1-score': 0.64222092934578; 'support': 26375}},{'0': {'precision': 0.7673179396092362; 'recall': 0.7766292134831461; 'f1-score': 0.7719454992182265; 'support': 2225}; '1': {'precision': 0.2669616519174041; 'recall': 0.25673758865248225; 'f1-score': 0.26174981923355023; 'support': 705}; 'accuracy': 0.6515358361774743; 'macro avg': {'precision': 0.5171397957633201; 'recall': 0.5166834010678142; 'f1-score': 0.5168476592258884; 'support': 2930}; 'weighted avg': {'precision': 0.6469250444478909; 'recall': 0.6515358361774743; 'f1-score': 0.6491851052287396; 'support': 2930}}
l: 10,2,CNF,6,26375,2930,1,[26375; 26375],262,1017.207967,0.755973,30,[X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 48.000000 OR X13 == 3 OR X13 == 10 OR X13 == 17 OR X13 == 24 OR X13 == 30 OR X13 == 31] AND [X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 5 OR X6 == 6 OR X6 == 12 OR X8 == 1 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 10 OR X13 == 14 OR X13 == 19 OR X13 == 24 OR X13 == 31 OR X13 == 36 OR X13 == 37],{'0': {'precision': 0.7911946997221628; 'recall': 0.924436897567797; 'f1-score': 0.8526417614814132; 'support': 20023}; '1': {'precision': 0.49228187919463084; 'recall': 0.23095088161209068; 'f1-score': 0.3144020574367767; 'support': 6352}; 'accuracy': 0.7574218009478673; 'macro avg': {'precision': 0.6417382894583968; 'recall': 0.5776938895899438; 'f1-score': 0.583521909459095; 'support': 26375}; 'weighted avg': {'precision': 0.7192062926703757; 'recall': 0.7574218009478673; 'f1-score': 0.7230152742741514; 'support': 26375}},{'0': {'precision': 0.7872907153729072; 'recall': 0.9298876404494382; 'f1-score': 0.852668452503606; 'support': 2225}; '1': {'precision': 0.48344370860927155; 'recall': 0.20709219858156028; 'f1-score': 0.2899702085402185; 'support': 705}; 'accuracy': 0.7559726962457338; 'macro avg': {'precision': 0.6353672119910894; 'recall': 0.5684899195154992; 'f1-score': 0.5713193305219122; 'support': 2930}; 'weighted avg': {'precision': 0.7141807700594726; 'recall': 0.7559726962457338; 'f1-score': 0.7172751890243609; 'support': 2930}}
l: 10,2,CNF,7,26375,2930,1,[26375; 26375],262,1017.321360,0.731741,28,[X1 == 1 OR X1 == 7 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 3 OR X13 == 10 OR X13 == 12 OR X13 == 19 OR X13 == 20 OR X13 == 31 OR X13 == 34 OR X13 == 36] AND [X1 == 1 OR X3 == 9 OR X3 == 10 OR X6 == 4 OR X6 == 10 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 12 OR X13 == 19 OR X13 == 24 OR X13 == 25 OR X13 == 31],{'0': {'precision': 0.8488147206719345; 'recall': 0.7671677570793587; 'f1-score': 0.8059286463798531; 'support': 20023}; '1': {'precision': 0.43682048804058954; 'recall': 0.5692695214105793; 'f1-score': 0.4943267259056733; 'support': 6352}; 'accuracy': 0.7195071090047394; 'macro avg': {'precision': 0.642817604356262; 'recall': 0.6682186392449689; 'f1-score': 0.6501276861427632; 'support': 26375}; 'weighted avg': {'precision': 0.7495924508833354; 'recall': 0.7195071090047392; 'f1-score': 0.7308842710679292; 'support': 26375}},{'0': {'precision': 0.8477525374577091; 'recall': 0.788314606741573; 'f1-score': 0.816953889147648; 'support': 2225}; '1': {'precision': 0.4529616724738676; 'recall': 0.5531914893617021; 'f1-score': 0.49808429118773956; 'support': 705}; 'accuracy': 0.731740614334471; 'macro avg': {'precision': 0.6503571049657884; 'recall': 0.6707530480516376; 'f1-score': 0.6575190901676937; 'support': 2930}; 'weighted avg': {'precision': 0.7527601962243957; 'recall': 0.731740614334471; 'f1-score': 0.7402292930514925; 'support': 2930}}
l: 10,2,CNF,8,26375,2930,1,[26375; 26375],262,1017.536546,0.681229,43,[X1 == 1 OR X3 == 0 OR X3 == 7 OR X3 == 12 OR X3 == 14 OR X3 == 15 OR X5 == 1 OR X6 == 14 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 5 OR X13 == 7 OR X13 == 11 OR X13 == 12 OR X13 == 19 OR X13 == 23 OR X13 == 24 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X0 >= 58.000000 OR X1 == 5 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 1 OR X6 == 4 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 7 OR X13 == 19 OR X13 == 23 OR X13 == 24 OR X13 == 27 OR X13 == 41],{'0': {'precision': 0.7940210903302826; 'recall': 0.7971933679584499; 'f1-score': 0.795604066985646; 'support': 20024}; '1': {'precision': 0.3524158826343486; 'recall': 0.34797669658321523; 'f1-score': 0.35018222151798445; 'support': 6351}; 'accuracy': 0.6890236966824644; 'macro avg': {'precision': 0.5732184864823155; 'recall': 0.5725850322708326; 'f1-score': 0.5728931442518153; 'support': 26375}; 'weighted avg': {'precision': 0.6876842306496427; 'recall': 0.6890236966824644; 'f1-score': 0.6883481754002386; 'support': 26375}},{'0': {'precision': 0.782399299474606; 'recall': 0.8035071942446043; 'f1-score': 0.7928127772848269; 'support': 2224}; '1': {'precision': 0.3235294117647059; 'recall': 0.29603399433427763; 'f1-score': 0.3091715976331361; 'support': 706}; 'accuracy': 0.6812286689419795; 'macro avg': {'precision': 0.552964355619656; 'recall': 0.549770594289441; 'f1-score': 0.5509921874589815; 'support': 2930}; 'weighted avg': {'precision': 0.6718320159513331; 'recall': 0.6812286689419794; 'f1-score': 0.676276711471143; 'support': 2930}}
l: 10,2,CNF,9,26375,2930,1,[26375; 26375],262,1017.220366,0.702389,53,[X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 10 OR X6 == 11 OR X7 == 2 OR X7 == 5 OR X8 == 2 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 12 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 25 OR X13 == 33 OR X13 == 40] AND [X1 == 0 OR X1 == 2 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 2 OR X6 == 11 OR X7 == 2 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 6 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 33 OR X13 == 36 OR X13 == 38 OR X13 == 40],{'0': {'precision': 0.7754139220224319; 'recall': 0.8700559328805434; 'f1-score': 0.820013178951332; 'support': 20024}; '1': {'precision': 0.334015868953161; 'recall': 0.2054794520547945; 'f1-score': 0.2544355624878144; 'support': 6351}; 'accuracy': 0.7100284360189574; 'macro avg': {'precision': 0.5547148954877964; 'recall': 0.537767692467669; 'f1-score': 0.5372243707195732; 'support': 26375}; 'weighted avg': {'precision': 0.669126944390472; 'recall': 0.7100284360189574; 'f1-score': 0.6838242332770268; 'support': 26375}},{'0': {'precision': 0.7706164931945556; 'recall': 0.8655575539568345; 'f1-score': 0.8153324862346463; 'support': 2224}; '1': {'precision': 0.30787037037037035; 'recall': 0.18838526912181303; 'f1-score': 0.23374340949033393; 'support': 706}; 'accuracy': 0.7023890784982935; 'macro avg': {'precision': 0.539243431782463; 'recall': 0.5269714115393238; 'f1-score': 0.5245379478624901; 'support': 2930}; 'weighted avg': {'precision': 0.659115208991868; 'recall': 0.7023890784982935; 'f1-score': 0.6751953230327744; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.695821 (+- 0.031684), (mean training time) 1017.328790 (+- 0.360342)
l: 10,2,DNF,0,26374,2931,1,[26374; 26374],262,1011.841654,0.790174,48,[X0 < 50.000000 AND X0 >= 37.000000 AND X2 < 329054.000000 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 11 AND X3 != 15 AND X4 >= 7.000000 AND X5 == 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 == 39] OR [X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 0 AND X2 < 329054.000000 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 == 0 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 >= 35.000000 AND X13 != 2],{'0': {'precision': 0.7981877755754218; 'recall': 0.9854667132797283; 'f1-score': 0.8819953513320223; 'support': 20023}; '1': {'precision': 0.8239564428312159; 'recall': 0.21445441662730277; 'f1-score': 0.3403298350824588; 'support': 6351}; 'accuracy': 0.7998028361264882; 'macro avg': {'precision': 0.8110721092033188; 'recall': 0.5999605649535156; 'f1-score': 0.6111625932072405; 'support': 26374}; 'weighted avg': {'precision': 0.8043930082189931; 'recall': 0.7998028361264882; 'f1-score': 0.7515594032884576; 'support': 26374}},{'0': {'precision': 0.7897768178545717; 'recall': 0.9860674157303371; 'f1-score': 0.8770737557465521; 'support': 2225}; '1': {'precision': 0.7973856209150327; 'recall': 0.17280453257790368; 'f1-score': 0.2840512223515716; 'support': 706}; 'accuracy': 0.7901740020470829; 'macro avg': {'precision': 0.7935812193848022; 'recall': 0.5794359741541204; 'f1-score': 0.5805624890490618; 'support': 2931}; 'weighted avg': {'precision': 0.7916095762853753; 'recall': 0.7901740020470829; 'f1-score': 0.7342303887807192; 'support': 2931}}
l: 10,2,DNF,1,26374,2931,1,[26374; 26374],262,1013.956058,0.807915,55,[X0 < 58.000000 AND X0 >= 37.000000 AND X1 != 6 AND X3 != 8 AND X3 != 10 AND X3 != 15 AND X4 >= 10.000000 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 19 AND X13 != 20] OR [X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 2 AND X1 != 6 AND X2 < 329054.000000 AND X2 >= 106648.000000 AND X4 >= 10.000000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 == 4 AND X12 < 55.000000 AND X12 >= 35.000000 AND X13 != 10 AND X13 != 23 AND X13 != 26 AND X13 != 33],{'0': {'precision': 0.7967752364018427; 'recall': 0.9847175747889927; 'f1-score': 0.8808327190689985; 'support': 20023}; '1': {'precision': 0.812039312039312; 'recall': 0.2081561958746654; 'f1-score': 0.331369845845344; 'support': 6351}; 'accuracy': 0.7977174490028058; 'macro avg': {'precision': 0.8044072742205773; 'recall': 0.596436885331829; 'f1-score': 0.6061012824571712; 'support': 26374}; 'weighted avg': {'precision': 0.8004509073040026; 'recall': 0.7977174490028058; 'f1-score': 0.7485191258391725; 'support': 26374}},{'0': {'precision': 0.8043956043956044; 'recall': 0.9869662921348314; 'f1-score': 0.8863773965691221; 'support': 2225}; '1': {'precision': 0.8557213930348259; 'recall': 0.24362606232294617; 'f1-score': 0.37927232635060637; 'support': 706}; 'accuracy': 0.8079153872398499; 'macro avg': {'precision': 0.8300584987152151; 'recall': 0.6152961772288889; 'f1-score': 0.6328248614598642; 'support': 2931}; 'weighted avg': {'precision': 0.8167586227440486; 'recall': 0.8079153872398499; 'f1-score': 0.7642292629716222; 'support': 2931}}
