l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1013.726703,0.783692,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.7937888198757764; 'recall': 0.9573989911601658; 'f1-score': 0.8679510107984516; 'support': 20023}; '1': {'precision': 0.6164568345323741; 'recall': 0.2158715162966462; 'f1-score': 0.3197667638483965; 'support': 6351}; 'accuracy': 0.7788352165010995; 'macro avg': {'precision': 0.7051228272040753; 'recall': 0.586635253728406; 'f1-score': 0.5938588873234241; 'support': 26374}; 'weighted avg': {'precision': 0.7510863311021377; 'recall': 0.7788352165010995; 'f1-score': 0.735945317601371; 'support': 26374}},{'0': {'precision': 0.7956150130063173; 'recall': 0.9622471910112359; 'f1-score': 0.8710333604556549; 'support': 2225}; '1': {'precision': 0.65; 'recall': 0.22096317280453256; 'f1-score': 0.32980972515856233; 'support': 706}; 'accuracy': 0.7836915728420334; 'macro avg': {'precision': 0.7228075065031587; 'recall': 0.5916051819078842; 'f1-score': 0.6004215428071087; 'support': 2931}; 'weighted avg': {'precision': 0.7605402265230488; 'recall': 0.7836915728420334; 'f1-score': 0.740666971332575; 'support': 2931}}
l: 5,3,DNF,4,26374,2931,1,[26374; 26374],262,1013.879406,0.786080,103,[X0 < 50.000000 AND X0 >= 33.000000 AND X1 != 2 AND X1 != 5 AND X2 < 329054.000000 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 3 AND X5 != 4 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X12 >= 35.000000 AND X13 != 4 AND X13 != 10 AND X13 != 17 AND X13 != 19 AND X13 != 24 AND X13 != 26 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41] OR [X0 < 50.000000 AND X0 >= 26.000000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 8 AND X3 != 13 AND X6 != 6 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 == 0] OR [X0 >= 30.000000 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 12 AND X4 >= 13.000000 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 11 AND X7 != 1 AND X7 != 2 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X13 != 2 AND X13 != 3 AND X13 != 5 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 23 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7977680777466645; 'recall': 0.9675373320681216; 'f1-score': 0.8744893583406684; 'support': 20023}; '1': {'precision': 0.6889952153110048; 'recall': 0.22673594709494568; 'f1-score': 0.3411918019192039; 'support': 6351}; 'accuracy': 0.7891484037309472; 'macro avg': {'precision': 0.7433816465288346; 'recall': 0.5971366395815336; 'f1-score': 0.6078405801299361; 'support': 26374}; 'weighted avg': {'precision': 0.7715749917783292; 'recall': 0.7891484037309472; 'f1-score': 0.7460684596968253; 'support': 26374}},{'0': {'precision': 0.7948339483394834; 'recall': 0.9680898876404495; 'f1-score': 0.8729483282674773; 'support': 2225}; '1': {'precision': 0.6787330316742082; 'recall': 0.21246458923512748; 'f1-score': 0.3236245954692557; 'support': 706}; 'accuracy': 0.7860798362333674; 'macro avg': {'precision': 0.7367834900068457; 'recall': 0.5902772384377885; 'f1-score': 0.5982864618683665; 'support': 2931}; 'weighted avg': {'precision': 0.7668683232403075; 'recall': 0.7860798362333674; 'f1-score': 0.7406308409404406; 'support': 2931}}
l: 5,3,DNF,5,26375,2930,1,[26375; 26375],262,1014.374208,0.781911,120,[X0 >= 26.000000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X2 >= 219632.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X5 == 2 AND X6 != 5 AND X6 != 6 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 8 AND X13 != 11 AND X13 != 13 AND X13 != 14 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 38 AND X13 != 41] OR [X0 >= 33.000000 AND X1 != 0 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X3 != 14 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 12 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 3 AND X13 != 5 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 37 AND X13 != 40 AND X13 != 41] OR [X0 >= 37.000000 AND X1 != 6 AND X2 < 196338.000000 AND X3 != 11 AND X3 != 14 AND X4 >= 9.000000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 4 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 23 AND X13 != 33 AND X13 != 34],{'0': {'precision': 0.8392617604884592; 'recall': 0.9061579183938471; 'f1-score': 0.8714278853081023; 'support': 20023}; '1': {'precision': 0.6049201009251471; 'recall': 0.4529282115869018; 'f1-score': 0.5180050414115952; 'support': 6352}; 'accuracy': 0.7970047393364929; 'macro avg': {'precision': 0.7220909307068032; 'recall': 0.6795430649903744; 'f1-score': 0.6947164633598488; 'support': 26375}; 'weighted avg': {'precision': 0.7828242923729651; 'recall': 0.7970047393364929; 'f1-score': 0.7863116045713966; 'support': 26375}},{'0': {'precision': 0.8287728026533997; 'recall': 0.8984269662921348; 'f1-score': 0.8621953849471641; 'support': 2225}; '1': {'precision': 0.5637065637065637; 'recall': 0.41418439716312055; 'f1-score': 0.47751430907604253; 'support': 705}; 'accuracy': 0.7819112627986348; 'macro avg': {'precision': 0.6962396831799817; 'recall': 0.6563056817276277; 'f1-score': 0.6698548470116032; 'support': 2930}; 'weighted avg': {'precision': 0.7649940659784783; 'recall': 0.7819112627986348; 'f1-score': 0.7696356038928499; 'support': 2930}}
l: 5,3,DNF,6,26375,2930,1,[26375; 26375],262,1014.479069,0.756655,152,[X0 >= 33.000000 AND X1 != 0 AND X1 != 2 AND X2 < 106648.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 9 AND X13 != 12 AND X13 != 20 AND X13 != 22 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 32 AND X13 != 34 AND X13 != 40] OR [X0 >= 33.000000 AND X1 != 6 AND X2 < 219632.000000 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 18 AND X13 != 20 AND X13 != 22 AND X13 != 24 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 26.000000 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X4 >= 7.000000 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 10 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 17 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8501057082452431; 'recall': 0.8032762323328173; 'f1-score': 0.8260277841974168; 'support': 20023}; '1': {'precision': 0.4716297786720322; 'recall': 0.5535264483627204; 'f1-score': 0.509306873325125; 'support': 6352}; 'accuracy': 0.7431279620853081; 'macro avg': {'precision': 0.6608677434586376; 'recall': 0.6784013403477689; 'f1-score': 0.6676673287612709; 'support': 26375}; 'weighted avg': {'precision': 0.758955789585564; 'recall': 0.7431279620853081; 'f1-score': 0.7497505813211781; 'support': 26375}},{'0': {'precision': 0.8542642924086223; 'recall': 0.8193258426966292; 'f1-score': 0.8364303739389768; 'support': 2225}; '1': {'precision': 0.4949748743718593; 'recall': 0.5588652482269504; 'f1-score': 0.524983344437042; 'support': 705}; 'accuracy': 0.7566552901023891; 'macro avg': {'precision': 0.6746195833902409; 'recall': 0.6890955454617897; 'f1-score': 0.6807068591880094; 'support': 2930}; 'weighted avg': {'precision': 0.7678141082052374; 'recall': 0.7566552901023891; 'f1-score': 0.761491754212402; 'support': 2930}}
l: 5,3,DNF,7,26375,2930,1,[26375; 26375],262,1015.142271,0.764505,156,[X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 7 AND X2 >= 178356.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 20 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35] OR [X0 >= 26.000000 AND X1 != 3 AND X1 != 7 AND X2 >= 158662.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 25 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36] OR [X0 < 50.000000 AND X0 >= 26.000000 AND X1 != 1 AND X1 != 3 AND X1 != 5 AND X2 >= 130856.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 12 AND X3 != 14 AND X3 != 15 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 4 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X12 >= 35.000000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34],{'0': {'precision': 0.8105140501053197; 'recall': 0.9032113069969535; 'f1-score': 0.8543556311413455; 'support': 20023}; '1': {'precision': 0.5228951255539144; 'recall': 0.3343828715365239; 'f1-score': 0.40791242558094876; 'support': 6352}; 'accuracy': 0.766218009478673; 'macro avg': {'precision': 0.6667045878296171; 'recall': 0.6187970892667387; 'f1-score': 0.6311340283611471; 'support': 26375}; 'weighted avg': {'precision': 0.7412455985887121; 'recall': 0.766218009478673; 'f1-score': 0.746836873161454; 'support': 26375}},{'0': {'precision': 0.8063872255489022; 'recall': 0.9078651685393259; 'f1-score': 0.8541226215644822; 'support': 2225}; '1': {'precision': 0.5176470588235295; 'recall': 0.3120567375886525; 'f1-score': 0.3893805309734514; 'support': 705}; 'accuracy': 0.764505119453925; 'macro avg': {'precision': 0.6620171421862158; 'recall': 0.6099609530639891; 'f1-score': 0.6217515762689667; 'support': 2930}; 'weighted avg': {'precision': 0.736912202497234; 'recall': 0.764505119453925; 'f1-score': 0.7422990127362648; 'support': 2930}}
l: 5,3,DNF,8,26375,2930,1,[26375; 26375],262,1014.520366,0.773720,166,[X0 >= 30.000000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 12 AND X3 != 13 AND X3 != 15 AND X5 != 1 AND X6 != 4 AND X6 != 6 AND X6 != 8 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 41] OR [X0 >= 26.000000 AND X1 != 1 AND X1 != 6 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 9 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 48.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 21 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35] OR [X0 < 58.000000 AND X0 >= 22.000000 AND X1 != 5 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X3 != 14 AND X5 != 0 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 12 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 16 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 34 AND X13 != 35],{'0': {'precision': 0.8216473169393912; 'recall': 0.8977227327207351; 'f1-score': 0.8580020046775809; 'support': 20024}; '1': {'precision': 0.5445852790749388; 'recall': 0.3856085655802236; 'f1-score': 0.4515117994100295; 'support': 6351}; 'accuracy': 0.7744075829383886; 'macro avg': {'precision': 0.683116298007165; 'recall': 0.6416656491504793; 'f1-score': 0.6547569020438052; 'support': 26375}; 'weighted avg': {'precision': 0.7549318286938126; 'recall': 0.7744075829383886; 'f1-score': 0.7601207044442457; 'support': 26375}},{'0': {'precision': 0.8205338809034908; 'recall': 0.8983812949640287; 'f1-score': 0.8576947842884739; 'support': 2224}; '1': {'precision': 0.5434343434343434; 'recall': 0.3810198300283286; 'f1-score': 0.44796003330557865; 'support': 706}; 'accuracy': 0.7737201365187714; 'macro avg': {'precision': 0.6819841121689171; 'recall': 0.6397005624961787; 'f1-score': 0.6528274087970263; 'support': 2930}; 'weighted avg': {'precision': 0.7537651868921534; 'recall': 0.7737201365187714; 'f1-score': 0.7589668886591483; 'support': 2930}}
l: 5,3,DNF,9,26375,2930,1,[26375; 26375],262,1013.692862,0.784983,108,[X0 >= 30.000000 AND X1 != 0 AND X1 != 7 AND X2 < 219632.000000 AND X2 >= 130856.000000 AND X3 != 8 AND X3 != 12 AND X3 != 15 AND X4 >= 10.000000 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 11 AND X13 != 14 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40] OR [X0 >= 50.000000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 7 AND X2 < 219632.000000 AND X3 != 8 AND X4 < 13.000000 AND X4 >= 9.000000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 4 AND X13 != 11 AND X13 != 12 AND X13 != 31 AND X13 != 34] OR [X0 >= 33.000000 AND X2 < 219632.000000 AND X2 >= 65716.000000 AND X4 >= 13.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 5 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 23 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40],{'0': {'precision': 0.8027097793109181; 'recall': 0.9645425489412705; 'f1-score': 0.8762164001361008; 'support': 20024}; '1': {'precision': 0.693171996542783; 'recall': 0.25255865218075896; 'f1-score': 0.37022504327755346; 'support': 6351}; 'accuracy': 0.7930995260663507; 'macro avg': {'precision': 0.7479408879268505; 'recall': 0.6085506005610147; 'f1-score': 0.6232207217068271; 'support': 26375}; 'weighted avg': {'precision': 0.7763334965294801; 'recall': 0.7930995260663507; 'f1-score': 0.7543755998552047; 'support': 26375}},{'0': {'precision': 0.7996240601503759; 'recall': 0.9563848920863309; 'f1-score': 0.871007371007371; 'support': 2224}; '1': {'precision': 0.6407407407407407; 'recall': 0.24504249291784702; 'f1-score': 0.35450819672131145; 'support': 706}; 'accuracy': 0.7849829351535836; 'macro avg': {'precision': 0.7201824004455584; 'recall': 0.600713692502089; 'f1-score': 0.6127577838643412; 'support': 2930}; 'weighted avg': {'precision': 0.7613402296032078; 'recall': 0.7849829351535836; 'f1-score': 0.7465539863500474; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.776795 (+- 0.013705), (mean training time) 1014.260481 (+- 0.408949)
l: 10,1,CNF,0,26374,2931,1,[26374; 26374],262,1011.549216,0.780280,7,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 10 OR X13 == 34],{'0': {'precision': 0.8034553540882655; 'recall': 0.9383209309294311; 'f1-score': 0.8656668279309788; 'support': 20023}; '1': {'precision': 0.5869565217391305; 'recall': 0.27633443552196507; 'f1-score': 0.3757627662991115; 'support': 6351}; 'accuracy': 0.7789110487601426; 'macro avg': {'precision': 0.695205937913698; 'recall': 0.6073276832256981; 'f1-score': 0.6207147971150452; 'support': 26374}; 'weighted avg': {'precision': 0.751321279459868; 'recall': 0.7789110487601426; 'f1-score': 0.7476953144925929; 'support': 26374}},{'0': {'precision': 0.8046242774566474; 'recall': 0.9384269662921348; 'f1-score': 0.866390041493776; 'support': 2225}; '1': {'precision': 0.5922619047619048; 'recall': 0.2818696883852691; 'f1-score': 0.381957773512476; 'support': 706}; 'accuracy': 0.7802797679972705; 'macro avg': {'precision': 0.698443091109276; 'recall': 0.610148327338702; 'f1-score': 0.624173907503126; 'support': 2931}; 'weighted avg': {'precision': 0.7534718260330758; 'recall': 0.7802797679972705; 'f1-score': 0.7497031833583964; 'support': 2931}}
l: 10,1,CNF,1,26374,2931,1,[26374; 26374],262,1011.942204,0.783692,7,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 1 OR X13 == 10 OR X13 == 41],{'0': {'precision': 0.7942164875741609; 'recall': 0.9560505418768417; 'f1-score': 0.8676517246068077; 'support': 20023}; '1': {'precision': 0.6125055041831792; 'recall': 0.21902062667296487; 'f1-score': 0.3226629552308049; 'support': 6351}; 'accuracy': 0.778569803594449; 'macro avg': {'precision': 0.70336099587867; 'recall': 0.5875355842749033; 'f1-score': 0.5951573399188064; 'support': 26374}; 'weighted avg': {'precision': 0.7504595126929853; 'recall': 0.778569803594449; 'f1-score': 0.7364155194689069; 'support': 26374}},{'0': {'precision': 0.7953954697363536; 'recall': 0.9626966292134832; 'f1-score': 0.871085807238715; 'support': 2225}; '1': {'precision': 0.6512605042016807; 'recall': 0.21954674220963172; 'f1-score': 0.3283898305084746; 'support': 706}; 'accuracy': 0.7836915728420334; 'macro avg': {'precision': 0.7233279869690171; 'recall': 0.5911216857115574; 'f1-score': 0.5997378188735948; 'support': 2931}; 'weighted avg': {'precision': 0.760677187352362; 'recall': 0.7836915728420334; 'f1-score': 0.740364770196221; 'support': 2931}}
l: 10,1,CNF,2,26374,2931,1,[26374; 26374],262,1013.799333,0.773115,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 10 OR X13 == 41],{'0': {'precision': 0.7940860215053763; 'recall': 0.9589472107076862; 'f1-score': 0.8687645634911658; 'support': 20023}; '1': {'precision': 0.6253418413855971; 'recall': 0.21602897181546213; 'f1-score': 0.3211234640140433; 'support': 6351}; 'accuracy': 0.7800485326457876; 'macro avg': {'precision': 0.7097139314454868; 'recall': 0.5874880912615742; 'f1-score': 0.5949440137526045; 'support': 26374}; 'weighted avg': {'precision': 0.753451522076366; 'recall': 0.7800485326457876; 'f1-score': 0.7368896631052098; 'support': 26374}},{'0': {'precision': 0.793896006028636; 'recall': 0.9469662921348314; 'f1-score': 0.8637015781922525; 'support': 2225}; '1': {'precision': 0.5740072202166066; 'recall': 0.22521246458923513; 'f1-score': 0.32349949135300105; 'support': 706}; 'accuracy': 0.7731149778232685; 'macro avg': {'precision': 0.6839516131226213; 'recall': 0.5860893783620332; 'f1-score': 0.5936005347726268; 'support': 2931}; 'weighted avg': {'precision': 0.7409306417218149; 'recall': 0.7731149778232685; 'f1-score': 0.7335812529419927; 'support': 2931}}
