lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],540,33.060095,0.942308,4,[X12 >= 5.123200 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.95578231292517; 'recall': 0.972318339100346; 'f1-score': 0.9639794168096055; 'support': 289}; '1.0': {'precision': 0.9518072289156626; 'recall': 0.9239766081871345; 'f1-score': 0.9376854599406528; 'support': 171}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9537947709204163; 'recall': 0.9481474736437403; 'f1-score': 0.9508324383751292; 'support': 460}; 'weighted avg': {'precision': 0.9543046186520706; 'recall': 0.9543478260869566; 'f1-score': 0.9542049241474514; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,2,CNF,1,460,52,1,[460; 460],540,1000.768057,0.980769,7,[X1 >= 19.968000 OR X21 >= 26.724000 OR X22 >= 115.900000 OR X27 >= 0.177540] AND [X7 >= 0.048318 OR X17 >= 0.018688 OR X23 >= 926.960000],{'0.0': {'precision': 0.9692832764505119; 'recall': 0.9826989619377162; 'f1-score': 0.9759450171821306; 'support': 289}; '1.0': {'precision': 0.9700598802395209; 'recall': 0.9473684210526315; 'f1-score': 0.9585798816568046; 'support': 171}; 'accuracy': 0.9695652173913043; 'macro avg': {'precision': 0.9696715783450165; 'recall': 0.9650336914951738; 'f1-score': 0.9672624494194676; 'support': 460}; 'weighted avg': {'precision': 0.9695719704677305; 'recall': 0.9695652173913043; 'f1-score': 0.9694897168020639; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.9696969696969697; 'f1-score': 0.9846153846153847; 'support': 33}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.975; 'recall': 0.9848484848484849; 'f1-score': 0.9794871794871796; 'support': 52}; 'weighted avg': {'precision': 0.9817307692307692; 'recall': 0.9807692307692307; 'f1-score': 0.9808678500986192; 'support': 52}}
5,2,CNF,2,461,51,1,[461; 461],540,1000.645905,0.921569,10,[X1 >= 22.440000 OR X5 < 0.059638 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X7 >= 0.048318 OR X13 >= 38.430000 OR X20 >= 17.386000],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.993103448275862; 'f1-score': 0.9863013698630136; 'support': 290}; '1.0': {'precision': 0.9880239520958084; 'recall': 0.9649122807017544; 'f1-score': 0.9763313609467456; 'support': 171}; 'accuracy': 0.982646420824295; 'macro avg': {'precision': 0.9838078944152511; 'recall': 0.9790078644888083; 'f1-score': 0.9813163654048795; 'support': 461}; 'weighted avg': {'precision': 0.9827195845150638; 'recall': 0.982646420824295; 'f1-score': 0.9826031669895172; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,CNF,3,461,51,1,[461; 461],540,1001.019918,0.901961,8,[X3 >= 700.660000 OR X13 >= 38.430000 OR X27 >= 0.121800] AND [X1 >= 22.440000 OR X20 >= 17.386000 OR X21 >= 28.460000 OR X24 >= 0.161480 OR X28 >= 0.360080],{'0.0': {'precision': 0.9827586206896551; 'recall': 0.9827586206896551; 'f1-score': 0.9827586206896551; 'support': 290}; '1.0': {'precision': 0.9707602339181286; 'recall': 0.9707602339181286; 'f1-score': 0.9707602339181286; 'support': 171}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9767594273038919; 'recall': 0.9767594273038919; 'f1-score': 0.9767594273038919; 'support': 461}; 'weighted avg': {'precision': 0.9783080260303688; 'recall': 0.9783080260303688; 'f1-score': 0.9783080260303688; 'support': 461}},{'0.0': {'precision': 0.9655172413793104; 'recall': 0.875; 'f1-score': 0.9180327868852458; 'support': 32}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8918495297805643; 'recall': 0.9111842105263157; 'f1-score': 0.8980407836865254; 'support': 51}; 'weighted avg': {'precision': 0.9106275739135781; 'recall': 0.9019607843137255; 'f1-score': 0.9031367845018854; 'support': 51}}
5,2,CNF,4,461,51,1,[461; 461],540,1001.406503,0.960784,9,[X7 >= 0.048318 OR X13 >= 54.088000 OR X23 >= 926.960000 OR X25 >= 0.447840] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X24 >= 0.161480 OR X27 >= 0.177540 OR X28 >= 0.360080],{'0.0': {'precision': 0.9727891156462585; 'recall': 0.9862068965517241; 'f1-score': 0.9794520547945206; 'support': 290}; '1.0': {'precision': 0.9760479041916168; 'recall': 0.9532163742690059; 'f1-score': 0.9644970414201184; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9744185099189376; 'recall': 0.969711635410365; 'f1-score': 0.9719745481073194; 'support': 461}; 'weighted avg': {'precision': 0.9739979070589618; 'recall': 0.9739696312364425; 'f1-score': 0.9739047504842759; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,2,CNF,5,461,51,1,[461; 461],540,1000.652230,0.941176,9,[X3 >= 700.660000 OR X7 >= 0.048318 OR X17 >= 0.018688 OR X22 >= 115.900000] AND [X15 < 0.011800 OR X21 >= 25.410000 OR X22 >= 115.900000 OR X25 >= 0.447840 OR X27 >= 0.177540],{'0.0': {'precision': 0.976027397260274; 'recall': 0.9827586206896551; 'f1-score': 0.9793814432989691; 'support': 290}; '1.0': {'precision': 0.9704142011834319; 'recall': 0.9590643274853801; 'f1-score': 0.9647058823529411; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9732207992218529; 'recall': 0.9709114740875175; 'f1-score': 0.9720436628259551; 'support': 461}; 'weighted avg': {'precision': 0.9739452789758054; 'recall': 0.9739696312364425; 'f1-score': 0.9739377970478393; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,2,CNF,6,461,51,1,[461; 461],540,1000.745454,0.960784,8,[X7 >= 0.048318 OR X13 >= 54.088000 OR X23 >= 926.960000 OR X25 >= 0.447840] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X28 >= 0.360080],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9896551724137931; 'f1-score': 0.9811965811965813; 'support': 290}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9532163742690059; 'f1-score': 0.9673590504451038; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9774045333877884; 'recall': 0.9714357733413994; 'f1-score': 0.9742778158208425; 'support': 461}; 'weighted avg': {'precision': 0.9762369452810322; 'recall': 0.9761388286334056; 'f1-score': 0.9760637877941895; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,2,CNF,7,461,51,1,[461; 461],540,1002.816137,0.921569,8,[X9 < 0.055338 OR X23 >= 781.180000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X14 >= 0.007773 OR X17 >= 0.018688 OR X23 >= 926.960000 OR X24 >= 0.137680],{'0.0': {'precision': 0.979381443298969; 'recall': 0.9827586206896551; 'f1-score': 0.9810671256454389; 'support': 290}; '1.0': {'precision': 0.9705882352941176; 'recall': 0.9649122807017544; 'f1-score': 0.967741935483871; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9749848392965433; 'recall': 0.9738354506957048; 'f1-score': 0.9744045305646549; 'support': 461}; 'weighted avg': {'precision': 0.9761197544294906; 'recall': 0.9761388286334056; 'f1-score': 0.9761243761494993; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,2,CNF,8,461,51,1,[461; 461],540,1002.440233,0.921569,9,[X5 >= 0.175460 OR X20 >= 16.004000 OR X22 >= 115.900000 OR X24 >= 0.161480 OR X27 >= 0.177540] AND [X20 >= 17.386000 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9896551724137931; 'f1-score': 0.9811965811965813; 'support': 290}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9532163742690059; 'f1-score': 0.9673590504451038; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9774045333877884; 'recall': 0.9714357733413994; 'f1-score': 0.9742778158208425; 'support': 461}; 'weighted avg': {'precision': 0.9762369452810322; 'recall': 0.9761388286334056; 'f1-score': 0.9760637877941895; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,2,CNF,9,461,51,1,[461; 461],540,1000.718367,0.941176,8,[X7 >= 0.048318 OR X10 >= 0.748880 OR X23 >= 781.180000 OR X25 >= 0.447840] AND [X1 >= 21.272000 OR X20 >= 17.386000 OR X27 >= 0.150800 OR X28 >= 0.360080],{'0.0': {'precision': 0.9894366197183099; 'recall': 0.9689655172413794; 'f1-score': 0.9790940766550522; 'support': 290}; '1.0': {'precision': 0.9491525423728814; 'recall': 0.9824561403508771; 'f1-score': 0.9655172413793103; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9692945810455956; 'recall': 0.9757108287961282; 'f1-score': 0.9723056590171812; 'support': 461}; 'weighted avg': {'precision': 0.9744939359307432; 'recall': 0.9739696312364425; 'f1-score': 0.9740579837436599; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,2,DNF,0,460,52,1,[460; 460],540,1000.829135,0.903846,12,[X1 >= 14.078000 AND X13 >= 21.078000 AND X23 >= 926.960000] OR [X6 >= 0.086212 AND X8 >= 0.165080 AND X12 >= 1.280200 AND X13 >= 13.160000 AND X15 >= 0.017020 AND X23 >= 475.980000 AND X24 >= 0.120740 AND X26 >= 0.226700 AND X27 >= 0.121800],{'0.0': {'precision': 0.972972972972973; 'recall': 0.9965397923875432; 'f1-score': 0.9846153846153847; 'support': 289}; '1.0': {'precision': 0.9939024390243902; 'recall': 0.9532163742690059; 'f1-score': 0.973134328358209; 'support': 171}; 'accuracy': 0.9804347826086957; 'macro avg': {'precision': 0.9834377059986816; 'recall': 0.9748780833282745; 'f1-score': 0.9788748564867968; 'support': 460}; 'weighted avg': {'precision': 0.9807532744833911; 'recall': 0.9804347826086957; 'f1-score': 0.9803474267458694; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.9393939393939394; 'f1-score': 0.9253731343283583; 'support': 33}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9003267973856208; 'recall': 0.8907496012759171; 'f1-score': 0.8951189995966116; 'support': 52}; 'weighted avg': {'precision': 0.9034062342885872; 'recall': 0.9038461538461539; 'f1-score': 0.9032643435628511; 'support': 52}}
5,2,DNF,1,460,52,1,[460; 460],540,1001.218212,1.000000,8,[X11 < 1.909400 AND X20 >= 17.386000 AND X23 >= 926.960000] OR [X4 >= 0.091828 AND X12 >= 1.516600 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X26 >= 0.226700],{'0.0': {'precision': 0.959866220735786; 'recall': 0.9930795847750865; 'f1-score': 0.9761904761904763; 'support': 289}; '1.0': {'precision': 0.9875776397515528; 'recall': 0.9298245614035088; 'f1-score': 0.9578313253012049; 'support': 171}; 'accuracy': 0.9695652173913043; 'macro avg': {'precision': 0.9737219302436694; 'recall': 0.9614520730892977; 'f1-score': 0.9670109007458405; 'support': 460}; 'weighted avg': {'precision': 0.9701676395438211; 'recall': 0.9695652173913043; 'f1-score': 0.9693656614033775; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}}
5,2,DNF,2,461,51,1,[461; 461],540,1001.861521,0.960784,9,[X8 >= 0.149580 AND X12 >= 1.280200 AND X23 >= 926.960000] OR [X7 >= 0.048318 AND X13 >= 13.160000 AND X21 >= 20.176000 AND X23 >= 475.980000 AND X24 >= 0.102960 AND X26 >= 0.226700],{'0.0': {'precision': 0.9761092150170648; 'recall': 0.9862068965517241; 'f1-score': 0.9811320754716981; 'support': 290}; '1.0': {'precision': 0.9761904761904762; 'recall': 0.9590643274853801; 'f1-score': 0.967551622418879; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9761498456037705; 'recall': 0.9726356120185521; 'f1-score': 0.9743418489452886; 'support': 461}; 'weighted avg': {'precision': 0.9761393574479831; 'recall': 0.9761388286334056; 'f1-score': 0.976094640608288; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9375; 'f1-score': 0.967741935483871; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.96875; 'f1-score': 0.9588709677419356; 'support': 51}; 'weighted avg': {'precision': 0.9645191409897292; 'recall': 0.9607843137254902; 'f1-score': 0.9611321948134092; 'support': 51}}
5,2,DNF,3,461,51,1,[461; 461],540,1001.586691,0.941176,6,[X7 >= 0.048318 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X26 >= 0.226700] OR [X8 >= 0.149580 AND X23 >= 926.960000],{'0.0': {'precision': 0.9696969696969697; 'recall': 0.993103448275862; 'f1-score': 0.9812606473594548; 'support': 290}; '1.0': {'precision': 0.9878048780487805; 'recall': 0.9473684210526315; 'f1-score': 0.9671641791044776; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9787509238728751; 'recall': 0.9702359346642468; 'f1-score': 0.9742124132319663; 'support': 461}; 'weighted avg': {'precision': 0.976413786027034; 'recall': 0.9761388286334056; 'f1-score': 0.9760318055555478; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,2,DNF,4,461,51,1,[461; 461],540,1001.134000,1.000000,8,[X7 >= 0.048318 AND X13 >= 13.160000 AND X21 >= 21.988000 AND X24 >= 0.102960 AND X27 >= 0.121800] OR [X10 >= 0.219280 AND X11 < 1.909400 AND X23 >= 926.960000],{'0.0': {'precision': 0.9662162162162162; 'recall': 0.9862068965517241; 'f1-score': 0.9761092150170648; 'support': 290}; '1.0': {'precision': 0.9757575757575757; 'recall': 0.9415204678362573; 'f1-score': 0.9583333333333334; 'support': 171}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9709868959868959; 'recall': 0.9638636821939908; 'f1-score': 0.9672212741751991; 'support': 461}; 'weighted avg': {'precision': 0.9697554189962; 'recall': 0.9696312364425163; 'f1-score': 0.9695155582536851; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,2,DNF,5,461,51,1,[461; 461],540,1001.114625,0.960784,11,[X8 >= 0.149580 AND X11 < 1.909400 AND X13 >= 21.078000 AND X23 >= 926.960000] OR [X6 >= 0.061540 AND X7 >= 0.048318 AND X12 >= 1.516600 AND X15 >= 0.014240 AND X21 >= 21.988000 AND X23 >= 475.980000 AND X24 >= 0.102960],{'0.0': {'precision': 0.9696969696969697; 'recall': 0.993103448275862; 'f1-score': 0.9812606473594548; 'support': 290}; '1.0': {'precision': 0.9878048780487805; 'recall': 0.9473684210526315; 'f1-score': 0.9671641791044776; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9787509238728751; 'recall': 0.9702359346642468; 'f1-score': 0.9742124132319663; 'support': 461}; 'weighted avg': {'precision': 0.976413786027034; 'recall': 0.9761388286334056; 'f1-score': 0.9760318055555478; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,2,DNF,6,461,51,1,[461; 461],540,1003.153589,0.901961,7,[X1 >= 14.078000 AND X7 >= 0.048318 AND X23 >= 686.500000 AND X26 >= 0.226700] OR [X8 >= 0.149580 AND X11 < 1.909400 AND X23 >= 926.960000],{'0.0': {'precision': 0.972972972972973; 'recall': 0.993103448275862; 'f1-score': 0.9829351535836178; 'support': 290}; '1.0': {'precision': 0.9878787878787879; 'recall': 0.9532163742690059; 'f1-score': 0.9702380952380953; 'support': 171}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9804258804258805; 'recall': 0.973159911272434; 'f1-score': 0.9765866244108565; 'support': 461}; 'weighted avg': {'precision': 0.9785020279597287; 'recall': 0.9783080260303688; 'f1-score': 0.9782253987526324; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,2,DNF,7,461,51,1,[461; 461],540,1042.692669,0.941176,7,[X7 >= 0.048318 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X28 >= 0.243620] OR [X4 >= 0.079654 AND X12 >= 1.740800 AND X23 >= 926.960000],{'0.0': {'precision': 0.9602649006622517; 'recall': 1.0; 'f1-score': 0.9797297297297297; 'support': 290}; '1.0': {'precision': 1.0; 'recall': 0.9298245614035088; 'f1-score': 0.9636363636363636; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9801324503311258; 'recall': 0.9649122807017544; 'f1-score': 0.9716830466830466; 'support': 461}; 'weighted avg': {'precision': 0.9750039505250606; 'recall': 0.9739696312364425; 'f1-score': 0.973760173109414; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,2,DNF,8,461,51,1,[461; 461],540,1003.947906,0.901961,9,[X4 >= 0.091828 AND X13 >= 13.160000 AND X23 >= 475.980000 AND X26 >= 0.286600 AND X27 >= 0.121800 AND X28 >= 0.269400] OR [X1 >= 14.078000 AND X12 >= 1.516600 AND X23 >= 926.960000],{'0.0': {'precision': 0.972972972972973; 'recall': 0.993103448275862; 'f1-score': 0.9829351535836178; 'support': 290}; '1.0': {'precision': 0.9878787878787879; 'recall': 0.9532163742690059; 'f1-score': 0.9702380952380953; 'support': 171}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9804258804258805; 'recall': 0.973159911272434; 'f1-score': 0.9765866244108565; 'support': 461}; 'weighted avg': {'precision': 0.9785020279597287; 'recall': 0.9783080260303688; 'f1-score': 0.9782253987526324; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,2,DNF,9,461,51,1,[461; 461],540,1048.927516,0.941176,9,[X1 >= 14.078000 AND X7 >= 0.027982 AND X20 >= 17.386000] OR [X6 >= 0.045070 AND X20 >= 12.498000 AND X21 >= 20.176000 AND X22 >= 86.328000 AND X24 >= 0.137680 AND X27 >= 0.121800],{'0.0': {'precision': 0.9630872483221476; 'recall': 0.9896551724137931; 'f1-score': 0.9761904761904762; 'support': 290}; '1.0': {'precision': 0.9815950920245399; 'recall': 0.935672514619883; 'f1-score': 0.9580838323353292; 'support': 171}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9723411701733438; 'recall': 0.962663843516838; 'f1-score': 0.9671371542629027; 'support': 461}; 'weighted avg': {'precision': 0.9699524137735773; 'recall': 0.9696312364425163; 'f1-score': 0.9694741289036428; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,CNF,0,460,52,1,[460; 460],540,1057.497286,0.903846,14,[X13 >= 29.322000 OR X18 < 0.014540 OR X23 >= 781.180000 OR X28 >= 0.360080] AND [X7 >= 0.048318 OR X13 >= 38.430000 OR X22 >= 115.900000 OR X24 >= 0.161480 OR X28 >= 0.325380] AND [X1 >= 22.440000 OR X5 < 0.059638 OR X23 >= 926.960000 OR X24 >= 0.161480 OR X25 >= 0.303960],{'0.0': {'precision': 0.9895104895104895; 'recall': 0.9792387543252595; 'f1-score': 0.9843478260869565; 'support': 289}; '1.0': {'precision': 0.9655172413793104; 'recall': 0.9824561403508771; 'f1-score': 0.9739130434782608; 'support': 171}; 'accuracy': 0.9804347826086957; 'macro avg': {'precision': 0.9775138654448999; 'recall': 0.9808474473380684; 'f1-score': 0.9791304347826086; 'support': 460}; 'weighted avg': {'precision': 0.9805912603138989; 'recall': 0.9804347826086957; 'f1-score': 0.980468809073724; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9090909090909091; 'f1-score': 0.923076923076923; 'support': 33}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.89375; 'recall': 0.9019138755980861; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9055288461538461; 'recall': 0.9038461538461539; 'f1-score': 0.9043392504930966; 'support': 52}}
