lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],540,39.199297,0.923077,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.9688581314878892; 'f1-score': 0.9671848013816927; 'support': 289}; '1.0': {'precision': 0.9470588235294117; 'recall': 0.9415204678362573; 'f1-score': 0.9442815249266863; 'support': 171}; 'accuracy': 0.9586956521739131; 'macro avg': {'precision': 0.956288032454361; 'recall': 0.9551892996620732; 'f1-score': 0.9557331631541894; 'support': 460}; 'weighted avg': {'precision': 0.9586555251785872; 'recall': 0.9586956521739131; 'f1-score': 0.9586707573082013; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9281045751633987; 'recall': 0.909375; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.924333836098542; 'recall': 0.9230769230769231; 'f1-score': 0.9222181327444485; 'support': 52}}
5,2,CNF,1,460,52,1,[460; 460],540,1001.051731,0.942308,9,[X1 >= 22.440000 OR X20 >= 17.386000 OR X21 >= 28.460000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X7 >= 0.048318 OR X13 >= 54.088000 OR X23 >= 926.960000 OR X25 >= 0.447840],{'0.0': {'precision': 0.9826388888888888; 'recall': 0.9826388888888888; 'f1-score': 0.9826388888888888; 'support': 288}; '1.0': {'precision': 0.9709302325581395; 'recall': 0.9709302325581395; 'f1-score': 0.9709302325581395; 'support': 172}; 'accuracy': 0.9782608695652174; 'macro avg': {'precision': 0.9767845607235142; 'recall': 0.9767845607235142; 'f1-score': 0.9767845607235142; 'support': 460}; 'weighted avg': {'precision': 0.9782608695652174; 'recall': 0.9782608695652174; 'f1-score': 0.9782608695652174; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,2,CNF,2,461,51,1,[461; 461],540,1000.770858,0.941176,9,[X20 >= 17.386000 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X27 >= 0.150800 OR X29 < 0.069654] AND [X6 >= 0.086212 OR X13 >= 54.088000 OR X23 >= 926.960000 OR X26 >= 0.349920],{'0.0': {'precision': 0.9825783972125436; 'recall': 0.9757785467128027; 'f1-score': 0.9791666666666666; 'support': 289}; '1.0': {'precision': 0.9597701149425287; 'recall': 0.9709302325581395; 'f1-score': 0.9653179190751445; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9711742560775362; 'recall': 0.973354389635471; 'f1-score': 0.9722422928709056; 'support': 461}; 'weighted avg': {'precision': 0.9740685825695011; 'recall': 0.9739696312364425; 'f1-score': 0.9739996719036692; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
5,2,CNF,3,461,51,1,[461; 461],540,1001.007303,0.941176,8,[X7 >= 0.048318 OR X20 >= 17.386000] AND [X1 >= 21.272000 OR X13 >= 54.088000 OR X15 < 0.011800 OR X18 < 0.013012 OR X27 >= 0.150800 OR X28 >= 0.360080],{'0.0': {'precision': 0.9792387543252595; 'recall': 0.9792387543252595; 'f1-score': 0.9792387543252595; 'support': 289}; '1.0': {'precision': 0.9651162790697675; 'recall': 0.9651162790697675; 'f1-score': 0.9651162790697675; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9721775166975135; 'recall': 0.9721775166975135; 'f1-score': 0.9721775166975135; 'support': 461}; 'weighted avg': {'precision': 0.9739696312364425; 'recall': 0.9739696312364425; 'f1-score': 0.9739696312364425; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,2,CNF,4,461,51,1,[461; 461],540,1001.578810,0.980392,10,[X7 >= 0.048318 OR X13 >= 38.430000 OR X20 >= 17.386000 OR X25 >= 0.447840] AND [X5 < 0.059638 OR X13 >= 54.088000 OR X18 < 0.013012 OR X21 >= 28.460000 OR X27 >= 0.150800 OR X28 >= 0.360080],{'0.0': {'precision': 0.9758620689655172; 'recall': 0.9792387543252595; 'f1-score': 0.9775474956822108; 'support': 289}; '1.0': {'precision': 0.9649122807017544; 'recall': 0.9593023255813954; 'f1-score': 0.9620991253644315; 'support': 172}; 'accuracy': 0.9718004338394793; 'macro avg': {'precision': 0.9703871748336358; 'recall': 0.9692705399533275; 'f1-score': 0.9698233105233212; 'support': 461}; 'weighted avg': {'precision': 0.9717766815872804; 'recall': 0.9718004338394793; 'f1-score': 0.9717836785571392; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,2,CNF,5,461,51,1,[461; 461],540,1000.690238,0.980392,7,[X1 >= 21.272000 OR X23 >= 926.960000 OR X24 >= 0.137680] AND [X13 >= 54.088000 OR X23 >= 781.180000 OR X25 >= 0.447840 OR X27 >= 0.150800],{'0.0': {'precision': 0.9893238434163701; 'recall': 0.9619377162629758; 'f1-score': 0.9754385964912281; 'support': 289}; '1.0': {'precision': 0.9388888888888889; 'recall': 0.9825581395348837; 'f1-score': 0.9602272727272727; 'support': 172}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9641063661526295; 'recall': 0.9722479278989298; 'f1-score': 0.9678329346092505; 'support': 461}; 'weighted avg': {'precision': 0.970506463419132; 'recall': 0.9696312364425163; 'f1-score': 0.9697632218981689; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,2,CNF,6,461,51,1,[461; 461],540,1000.803159,0.882353,6,[X7 >= 0.048318 OR X13 >= 91.314000 OR X23 >= 926.960000] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9861111111111112; 'recall': 0.9826989619377162; 'f1-score': 0.9844020797227037; 'support': 289}; '1.0': {'precision': 0.9710982658959537; 'recall': 0.9767441860465116; 'f1-score': 0.9739130434782609; 'support': 172}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9786046885035324; 'recall': 0.9797215739921139; 'f1-score': 0.9791575616004823; 'support': 461}; 'weighted avg': {'precision': 0.9805097892520938; 'recall': 0.9804772234273319; 'f1-score': 0.980488599822391; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
5,2,CNF,7,461,51,1,[461; 461],540,1001.402164,0.941176,10,[X9 < 0.055338 OR X14 < 0.004224 OR X23 >= 781.180000 OR X25 >= 0.447840 OR X27 >= 0.177540] AND [X13 >= 54.088000 OR X14 >= 0.007773 OR X20 >= 17.386000 OR X21 >= 33.646000 OR X24 >= 0.137680],{'0.0': {'precision': 0.9894736842105263; 'recall': 0.9757785467128027; 'f1-score': 0.9825783972125436; 'support': 289}; '1.0': {'precision': 0.9602272727272727; 'recall': 0.9825581395348837; 'f1-score': 0.9712643678160919; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9748504784688995; 'recall': 0.9791683431238432; 'f1-score': 0.9769213825143177; 'support': 461}; 'weighted avg': {'precision': 0.9785617909890088; 'recall': 0.9783080260303688; 'f1-score': 0.9783571107566006; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,2,CNF,8,461,51,1,[461; 461],540,1002.478858,0.980392,9,[X1 >= 21.272000 OR X21 >= 28.460000 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X7 >= 0.048318 OR X13 >= 54.088000 OR X23 >= 926.960000 OR X25 >= 0.447840],{'0.0': {'precision': 0.9726962457337884; 'recall': 0.986159169550173; 'f1-score': 0.9793814432989691; 'support': 289}; '1.0': {'precision': 0.9761904761904762; 'recall': 0.9534883720930233; 'f1-score': 0.9647058823529412; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9744433609621324; 'recall': 0.9698237708215982; 'f1-score': 0.9720436628259552; 'support': 461}; 'weighted avg': {'precision': 0.9739999499388866; 'recall': 0.9739696312364425; 'f1-score': 0.9739059628592364; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,2,CNF,9,461,51,1,[461; 461],540,1000.659598,0.921569,7,[X10 >= 0.748880 OR X23 >= 781.180000 OR X26 >= 0.419540 OR X27 >= 0.150800] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X24 >= 0.142600],{'0.0': {'precision': 0.9894366197183099; 'recall': 0.972318339100346; 'f1-score': 0.9808027923211169; 'support': 289}; '1.0': {'precision': 0.9548022598870056; 'recall': 0.9825581395348837; 'f1-score': 0.9684813753581661; 'support': 172}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9721194398026578; 'recall': 0.9774382393176149; 'f1-score': 0.9746420838396415; 'support': 461}; 'weighted avg': {'precision': 0.9765144724493634; 'recall': 0.9761388286334056; 'f1-score': 0.9762056475974129; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,DNF,0,460,52,1,[460; 460],540,1000.764207,0.942308,8,[X1 >= 18.840000 AND X15 < 0.017020 AND X20 >= 16.004000] OR [X7 >= 0.048318 AND X12 >= 1.516600 AND X20 >= 14.008000 AND X22 >= 97.660000 AND X26 >= 0.226700],{'0.0': {'precision': 0.9761092150170648; 'recall': 0.9896193771626297; 'f1-score': 0.9828178694158075; 'support': 289}; '1.0': {'precision': 0.9820359281437125; 'recall': 0.9590643274853801; 'f1-score': 0.9704142011834319; 'support': 171}; 'accuracy': 0.9782608695652174; 'macro avg': {'precision': 0.9790725715803887; 'recall': 0.9743418523240048; 'f1-score': 0.9766160352996197; 'support': 460}; 'weighted avg': {'precision': 0.9783124062011014; 'recall': 0.9782608695652174; 'f1-score': 0.9782069405729028; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9362519201228878; 'recall': 0.94375; 'f1-score': 0.9396051103368176; 'support': 52}; 'weighted avg': {'precision': 0.9435188467446533; 'recall': 0.9423076923076923; 'f1-score': 0.9425533815777718; 'support': 52}}
5,2,DNF,1,460,52,1,[460; 460],540,1001.547768,0.942308,9,[X8 >= 0.149580 AND X11 < 1.909400 AND X12 >= 1.740800 AND X23 >= 926.960000] OR [X6 >= 0.045070 AND X21 >= 21.988000 AND X22 >= 97.660000 AND X24 >= 0.120740 AND X26 >= 0.226700],{'0.0': {'precision': 0.9761904761904762; 'recall': 0.9965277777777778; 'f1-score': 0.9862542955326461; 'support': 288}; '1.0': {'precision': 0.9939759036144579; 'recall': 0.9593023255813954; 'f1-score': 0.9763313609467456; 'support': 172}; 'accuracy': 0.9826086956521739; 'macro avg': {'precision': 0.985083189902467; 'recall': 0.9779150516795866; 'f1-score': 0.9812928282396958; 'support': 460}; 'weighted avg': {'precision': 0.9828406794881388; 'recall': 0.9826086956521739; 'f1-score': 0.9825439808613963; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,2,DNF,2,461,51,1,[461; 461],540,1001.677938,0.960784,8,[X21 >= 20.176000 AND X22 >= 97.660000 AND X24 >= 0.120740 AND X26 >= 0.226700 AND X27 >= 0.121800] OR [X8 >= 0.149580 AND X10 >= 0.246040 AND X23 >= 926.960000],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9930795847750865; 'f1-score': 0.9828767123287672; 'support': 289}; '1.0': {'precision': 0.9879518072289156; 'recall': 0.9534883720930233; 'f1-score': 0.9704142011834319; 'support': 172}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9804165815805594; 'recall': 0.9732839784340549; 'f1-score': 0.9766454567560996; 'support': 461}; 'weighted avg': {'precision': 0.978504170732712; 'recall': 0.9783080260303688; 'f1-score': 0.9782269250901605; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,2,DNF,3,461,51,1,[461; 461],540,1000.893885,0.901961,8,[X21 >= 20.176000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.226700] OR [X3 >= 700.660000 AND X7 >= 0.027982 AND X8 >= 0.149580 AND X12 >= 2.039400],{'0.0': {'precision': 0.9828767123287672; 'recall': 0.9930795847750865; 'f1-score': 0.9879518072289157; 'support': 289}; '1.0': {'precision': 0.9881656804733728; 'recall': 0.9709302325581395; 'f1-score': 0.9794721407624634; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9855211964010699; 'recall': 0.9820049086666129; 'f1-score': 0.9837119739956895; 'support': 461}; 'weighted avg': {'precision': 0.9848500366690538; 'recall': 0.9848156182212582; 'f1-score': 0.984788027115619; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
5,2,DNF,4,461,51,1,[461; 461],540,1001.149169,0.980392,9,[X3 >= 700.660000 AND X8 >= 0.149580 AND X13 >= 29.322000] OR [X6 >= 0.045070 AND X21 >= 20.176000 AND X22 >= 97.660000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.177180],{'0.0': {'precision': 0.9726962457337884; 'recall': 0.986159169550173; 'f1-score': 0.9793814432989691; 'support': 289}; '1.0': {'precision': 0.9761904761904762; 'recall': 0.9534883720930233; 'f1-score': 0.9647058823529412; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9744433609621324; 'recall': 0.9698237708215982; 'f1-score': 0.9720436628259552; 'support': 461}; 'weighted avg': {'precision': 0.9739999499388866; 'recall': 0.9739696312364425; 'f1-score': 0.9739059628592364; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,2,DNF,5,461,51,1,[461; 461],540,1001.481983,1.000000,8,[X13 >= 16.640000 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.226700] OR [X8 >= 0.149580 AND X12 >= 1.740800 AND X23 >= 926.960000],{'0.0': {'precision': 0.9694915254237289; 'recall': 0.9896193771626297; 'f1-score': 0.9794520547945207; 'support': 289}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9476744186046512; 'f1-score': 0.9644970414201183; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9757096181335512; 'recall': 0.9686468978836404; 'f1-score': 0.9719745481073194; 'support': 461}; 'weighted avg': {'precision': 0.9741314904826852; 'recall': 0.9739696312364425; 'f1-score': 0.9738723101081925; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,2,DNF,6,461,51,1,[461; 461],540,1002.330612,0.921569,8,[X7 >= 0.048318 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X24 >= 0.102960 AND X26 >= 0.177180] OR [X8 >= 0.149580 AND X11 < 1.909400 AND X23 >= 926.960000],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.9965397923875432; 'f1-score': 0.9879931389365352; 'support': 289}; '1.0': {'precision': 0.9940119760479041; 'recall': 0.9651162790697675; 'f1-score': 0.9793510324483776; 'support': 172}; 'accuracy': 0.9848156182212582; 'macro avg': {'precision': 0.9868019063912989; 'recall': 0.9808280357286554; 'f1-score': 0.9836720856924563; 'support': 461}; 'weighted avg': {'precision': 0.9849720188645684; 'recall': 0.9848156182212582; 'f1-score': 0.9847687521340122; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,2,DNF,7,461,51,1,[461; 461],540,1005.991454,0.901961,8,[X12 >= 1.516600 AND X21 >= 20.176000 AND X22 >= 97.660000 AND X24 >= 0.120740 AND X26 >= 0.226700] OR [X3 >= 700.660000 AND X4 >= 0.079654 AND X12 >= 1.740800],{'0.0': {'precision': 0.9727891156462585; 'recall': 0.9896193771626297; 'f1-score': 0.981132075471698; 'support': 289}; '1.0': {'precision': 0.9820359281437125; 'recall': 0.9534883720930233; 'f1-score': 0.9675516224188789; 'support': 172}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9774125218949855; 'recall': 0.9715538746278265; 'f1-score': 0.9743418489452884; 'support': 461}; 'weighted avg': {'precision': 0.976239119441404; 'recall': 0.9761388286334056; 'f1-score': 0.9760651819248762; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,2,DNF,8,461,51,1,[461; 461],540,1038.907710,0.941176,9,[X3 >= 700.660000 AND X8 >= 0.149580 AND X10 >= 0.246040 AND X11 < 1.909400] OR [X16 >= 0.016980 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X24 >= 0.120740 AND X26 >= 0.226700],{'0.0': {'precision': 0.9794520547945206; 'recall': 0.9896193771626297; 'f1-score': 0.9845094664371773; 'support': 289}; '1.0': {'precision': 0.9822485207100592; 'recall': 0.9651162790697675; 'f1-score': 0.9736070381231672; 'support': 172}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9808502877522899; 'recall': 0.9773678281161986; 'f1-score': 0.9790582522801723; 'support': 461}; 'weighted avg': {'precision': 0.980495421687086; 'recall': 0.9804772234273319; 'f1-score': 0.9804417491486529; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,2,DNF,9,461,51,1,[461; 461],540,1033.363600,0.941176,8,[X6 >= 0.045070 AND X21 >= 20.176000 AND X22 >= 97.660000 AND X24 >= 0.120740 AND X27 >= 0.121800] OR [X1 >= 14.078000 AND X3 >= 700.660000 AND X10 >= 0.246040],{'0.0': {'precision': 0.9694915254237289; 'recall': 0.9896193771626297; 'f1-score': 0.9794520547945207; 'support': 289}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9476744186046512; 'f1-score': 0.9644970414201183; 'support': 172}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9757096181335512; 'recall': 0.9686468978836404; 'f1-score': 0.9719745481073194; 'support': 461}; 'weighted avg': {'precision': 0.9741314904826852; 'recall': 0.9739696312364425; 'f1-score': 0.9738723101081925; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,CNF,0,460,52,1,[460; 460],540,1070.873300,0.923077,14,[X1 >= 18.840000 OR X4 >= 0.107500 OR X13 >= 54.088000 OR X22 >= 133.500000 OR X27 >= 0.177540 OR X29 >= 0.095934] AND [X5 < 0.059638 OR X9 < 0.056864 OR X23 >= 781.180000 OR X27 >= 0.150800] AND [X0 >= 15.056000 OR X7 >= 0.048318 OR X13 >= 38.430000 OR X24 >= 0.137680],{'0.0': {'precision': 0.9965277777777778; 'recall': 0.9930795847750865; 'f1-score': 0.9948006932409013; 'support': 289}; '1.0': {'precision': 0.9883720930232558; 'recall': 0.9941520467836257; 'f1-score': 0.9912536443148688; 'support': 171}; 'accuracy': 0.9934782608695653; 'macro avg': {'precision': 0.9924499354005167; 'recall': 0.9936158157793561; 'f1-score': 0.9930271687778851; 'support': 460}; 'weighted avg': {'precision': 0.9934959906190316; 'recall': 0.9934782608695653; 'f1-score': 0.9934821163575284; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.91875; 'recall': 0.91875; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
