l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,57,[8; 9],540,1.651708,0.903846,2,[X0 >= 15.056000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9150326797385621; 'recall': 0.9688581314878892; 'f1-score': 0.9411764705882352; 'support': 289}; '1.0': {'precision': 0.9415584415584416; 'recall': 0.847953216374269; 'f1-score': 0.8923076923076924; 'support': 171}; 'accuracy': 0.9239130434782609; 'macro avg': {'precision': 0.9282955606485018; 'recall': 0.9084056739310791; 'f1-score': 0.9167420814479638; 'support': 460}; 'weighted avg': {'precision': 0.9248933433716042; 'recall': 0.9239130434782609; 'f1-score': 0.923010033444816; 'support': 460}},{'0.0': {'precision': 0.868421052631579; 'recall': 1.0; 'f1-score': 0.9295774647887324; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9342105263157895; 'recall': 0.868421052631579; 'f1-score': 0.8890311566367903; 'support': 52}; 'weighted avg': {'precision': 0.9164979757085021; 'recall': 0.9038461538461539; 'f1-score': 0.8999474703700054; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [65, 66], 'n_partitions': 7}, (mean val acc cv) 0.894532 (+- 0.052185), (mean training time) 1.192999 (+- 0.102383)
l: 5,2,CNF,0,460,52,3,[153; 154],540,4.280781,0.923077,10,[X4 >= 0.107500 OR X7 >= 0.048318 OR X13 >= 38.430000 OR X22 >= 115.900000 OR X27 >= 0.150800] AND [X14 < 0.005417 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.150800 OR X29 < 0.069654],{'0.0': {'precision': 0.9744525547445255; 'recall': 0.9238754325259516; 'f1-score': 0.9484902309058615; 'support': 289}; '1.0': {'precision': 0.8817204301075269; 'recall': 0.9590643274853801; 'f1-score': 0.9187675070028012; 'support': 171}; 'accuracy': 0.9369565217391305; 'macro avg': {'precision': 0.9280864924260261; 'recall': 0.9414698800056658; 'f1-score': 0.9336288689543313; 'support': 460}; 'weighted avg': {'precision': 0.9399803953685977; 'recall': 0.9369565217391305; 'f1-score': 0.9374411313679848; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
l: 5,2,CNF,1,460,52,3,[153; 154],540,3.305778,0.942308,10,[X3 >= 915.060000 OR X13 >= 38.430000 OR X23 >= 781.180000 OR X26 >= 0.349920] AND [X1 >= 19.968000 OR X13 >= 91.314000 OR X20 >= 17.386000 OR X20 < 14.008000 OR X22 >= 115.900000 OR X27 >= 0.177540],{'0.0': {'precision': 0.974169741697417; 'recall': 0.9134948096885813; 'f1-score': 0.942857142857143; 'support': 289}; '1.0': {'precision': 0.8677248677248677; 'recall': 0.9590643274853801; 'f1-score': 0.911111111111111; 'support': 171}; 'accuracy': 0.9304347826086956; 'macro avg': {'precision': 0.9209473047111423; 'recall': 0.9362795685869807; 'f1-score': 0.926984126984127; 'support': 460}; 'weighted avg': {'precision': 0.9346000168076216; 'recall': 0.9304347826086956; 'f1-score': 0.9310559006211181; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 33}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.9545454545454546; 'f1-score': 0.9396051103368176; 'support': 52}; 'weighted avg': {'precision': 0.9501748251748251; 'recall': 0.9423076923076923; 'f1-score': 0.9430447601179309; 'support': 52}}
l: 5,2,CNF,2,461,51,3,[153; 154],540,5.125705,0.941176,7,[X7 >= 0.048318 OR X10 >= 0.546140 OR X20 >= 17.386000] AND [X11 < 0.640400 OR X13 >= 54.088000 OR X21 >= 25.410000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9658703071672355; 'recall': 0.9758620689655172; 'f1-score': 0.9708404802744426; 'support': 290}; '1.0': {'precision': 0.9583333333333334; 'recall': 0.9415204678362573; 'f1-score': 0.9498525073746312; 'support': 171}; 'accuracy': 0.9631236442516269; 'macro avg': {'precision': 0.9621018202502845; 'recall': 0.9586912684008873; 'f1-score': 0.960346493824537; 'support': 461}; 'weighted avg': {'precision': 0.9630745966995625; 'recall': 0.9631236442516269; 'f1-score': 0.9630553536673542; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
l: 5,2,CNF,3,461,51,3,[153; 154],540,1.947295,0.882353,8,[X1 >= 22.440000 OR X13 >= 54.088000 OR X20 >= 17.386000 OR X21 >= 28.460000 OR X23 >= 781.180000 OR X24 >= 0.161480] AND [X23 >= 926.960000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9721254355400697; 'recall': 0.9620689655172414; 'f1-score': 0.9670710571923744; 'support': 290}; '1.0': {'precision': 0.9367816091954023; 'recall': 0.9532163742690059; 'f1-score': 0.9449275362318841; 'support': 171}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.954453522367736; 'recall': 0.9576426698931236; 'f1-score': 0.9559992967121292; 'support': 461}; 'weighted avg': {'precision': 0.9590152526660175; 'recall': 0.9587852494577006; 'f1-score': 0.9588572999597414; 'support': 461}},{'0.0': {'precision': 0.9642857142857143; 'recall': 0.84375; 'f1-score': 0.8999999999999999; 'support': 32}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9473684210526315; 'f1-score': 0.8571428571428571; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8734472049689441; 'recall': 0.8955592105263157; 'f1-score': 0.8785714285714286; 'support': 51}; 'weighted avg': {'precision': 0.896602119108513; 'recall': 0.8823529411764706; 'f1-score': 0.8840336134453781; 'support': 51}}
l: 5,2,CNF,4,461,51,3,[153; 154],540,5.870212,0.901961,11,[X2 >= 111.680000 OR X6 >= 0.086212 OR X13 >= 54.088000 OR X27 >= 0.150800 OR X28 >= 0.360080] AND [X0 >= 15.056000 OR X9 < 0.060204 OR X12 >= 5.123200 OR X23 >= 781.180000 OR X24 >= 0.161480 OR X28 >= 0.360080],{'0.0': {'precision': 0.952054794520548; 'recall': 0.9586206896551724; 'f1-score': 0.9553264604810997; 'support': 290}; '1.0': {'precision': 0.9289940828402367; 'recall': 0.9181286549707602; 'f1-score': 0.9235294117647059; 'support': 171}; 'accuracy': 0.9436008676789588; 'macro avg': {'precision': 0.9405244386803924; 'recall': 0.9383746723129663; 'f1-score': 0.9394279361229028; 'support': 461}; 'weighted avg': {'precision': 0.9435008212074607; 'recall': 0.9436008676789588; 'f1-score': 0.9435318936036521; 'support': 461}},{'0.0': {'precision': 0.9655172413793104; 'recall': 0.875; 'f1-score': 0.9180327868852458; 'support': 32}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8918495297805643; 'recall': 0.9111842105263157; 'f1-score': 0.8980407836865254; 'support': 51}; 'weighted avg': {'precision': 0.9106275739135781; 'recall': 0.9019607843137255; 'f1-score': 0.9031367845018854; 'support': 51}}
l: 5,2,CNF,5,461,51,3,[153; 154],540,2.141464,0.921569,7,[X20 >= 17.386000 OR X25 >= 0.303960] AND [X5 < 0.059638 OR X9 < 0.055338 OR X13 >= 24.530000 OR X23 >= 1269.000000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9523809523809523; 'recall': 0.9655172413793104; 'f1-score': 0.9589041095890412; 'support': 290}; '1.0': {'precision': 0.9401197604790419; 'recall': 0.9181286549707602; 'f1-score': 0.9289940828402367; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9462503564299971; 'recall': 0.9418229481750353; 'f1-score': 0.9439490962146388; 'support': 461}; 'weighted avg': {'precision': 0.9478328746906557; 'recall': 0.9479392624728851; 'f1-score': 0.9478095009685518; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,2,CNF,6,461,51,3,[153; 154],540,2.846802,0.843137,7,[X17 < 0.005493 OR X21 >= 20.176000 OR X28 >= 0.310220] AND [X3 >= 700.660000 OR X10 >= 0.546140 OR X25 >= 0.367060 OR X27 >= 0.177540],{'0.0': {'precision': 0.9518900343642611; 'recall': 0.9551724137931035; 'f1-score': 0.9535283993115319; 'support': 290}; '1.0': {'precision': 0.9235294117647059; 'recall': 0.9181286549707602; 'f1-score': 0.9208211143695014; 'support': 171}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9377097230644835; 'recall': 0.9366505343819318; 'f1-score': 0.9371747568405167; 'support': 461}; 'weighted avg': {'precision': 0.9413701504932764; 'recall': 0.9414316702819957; 'f1-score': 0.9413961960033167; 'support': 461}},{'0.0': {'precision': 0.9; 'recall': 0.84375; 'f1-score': 0.870967741935484; 'support': 32}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8421052631578947; 'f1-score': 0.8; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8309523809523809; 'recall': 0.8429276315789473; 'f1-score': 0.835483870967742; 'support': 51}; 'weighted avg': {'precision': 0.8485527544351075; 'recall': 0.8431372549019608; 'f1-score': 0.8445287792536371; 'support': 51}}
l: 5,2,CNF,7,461,51,3,[153; 154],540,3.413007,0.921569,7,[X17 < 0.006893 OR X18 < 0.013012 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X24 >= 0.161480] AND [X13 >= 38.430000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9501661129568106; 'recall': 0.9862068965517241; 'f1-score': 0.9678510998307953; 'support': 290}; '1.0': {'precision': 0.975; 'recall': 0.9122807017543859; 'f1-score': 0.9425981873111782; 'support': 171}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9625830564784053; 'recall': 0.949243799153055; 'f1-score': 0.9552246435709868; 'support': 461}; 'weighted avg': {'precision': 0.9593778150921368; 'recall': 0.9587852494577006; 'f1-score': 0.9584839674211325; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
l: 5,2,CNF,8,461,51,3,[153; 154],540,109.588161,0.921569,9,[X4 >= 0.114820 OR X7 >= 0.048318 OR X11 < 1.005200 OR X18 < 0.013012 OR X24 >= 0.161480] AND [X1 >= 21.272000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X28 >= 0.360080],{'0.0': {'precision': 0.9559322033898305; 'recall': 0.9724137931034482; 'f1-score': 0.9641025641025641; 'support': 290}; '1.0': {'precision': 0.9518072289156626; 'recall': 0.9239766081871345; 'f1-score': 0.9376854599406528; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9538697161527465; 'recall': 0.9481952006452914; 'f1-score': 0.9508940120216085; 'support': 461}; 'weighted avg': {'precision': 0.954402115244315; 'recall': 0.9544468546637744; 'f1-score': 0.9543035948798161; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,2,CNF,9,461,51,3,[153; 154],540,9.192876,0.921569,12,[X9 < 0.055338 OR X14 < 0.004871 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X24 >= 0.150080 OR X26 >= 0.419540] AND [X7 >= 0.064496 OR X10 >= 0.546140 OR X13 >= 29.322000 OR X23 >= 926.960000 OR X27 >= 0.208940 OR X28 >= 0.325380],{'0.0': {'precision': 0.9709090909090909; 'recall': 0.9206896551724137; 'f1-score': 0.9451327433628318; 'support': 290}; '1.0': {'precision': 0.8763440860215054; 'recall': 0.9532163742690059; 'f1-score': 0.9131652661064426; 'support': 171}; 'accuracy': 0.9327548806941431; 'macro avg': {'precision': 0.9236265884652981; 'recall': 0.9369530147207098; 'f1-score': 0.9291490047346371; 'support': 461}; 'weighted avg': {'precision': 0.9358318331308324; 'recall': 0.9327548806941431; 'f1-score': 0.9332749589575333; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [153, 154], 'n_partitions': 3}, (mean val acc cv) 0.912029 (+- 0.028250), (mean training time) 14.771208 (+- 31.670656)
l: 5,2,DNF,0,460,52,57,[8; 9],540,3.447070,0.826923,5,[X0 >= 11.366000 AND X7 >= 0.027982] OR [X0 < 10.260000 AND X0 >= 10.260000 AND X24 >= 0.142600],{'0.0': {'precision': 0.9754901960784313; 'recall': 0.6885813148788927; 'f1-score': 0.8073022312373225; 'support': 289}; '1.0': {'precision': 0.6484375; 'recall': 0.9707602339181286; 'f1-score': 0.7775175644028103; 'support': 171}; 'accuracy': 0.7934782608695652; 'macro avg': {'precision': 0.8119638480392157; 'recall': 0.8296707743985107; 'f1-score': 0.7924098978200664; 'support': 460}; 'weighted avg': {'precision': 0.8539119112318841; 'recall': 0.7934782608695652; 'f1-score': 0.7962301050879712; 'support': 460}},{'0.0': {'precision': 0.9615384615384616; 'recall': 0.7575757575757576; 'f1-score': 0.8474576271186441; 'support': 33}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.9473684210526315; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8269230769230769; 'recall': 0.8524720893141946; 'f1-score': 0.823728813559322; 'support': 52}; 'weighted avg': {'precision': 0.8631656804733728; 'recall': 0.8269230769230769; 'f1-score': 0.8301173402868318; 'support': 52}}
l: 5,2,DNF,1,460,52,57,[8; 9],540,3.580830,0.980769,5,[X0 >= 14.058000] OR [X0 < 10.260000 AND X0 >= 10.260000 AND X1 >= 16.840000 AND X21 >= 30.908000],{'0.0': {'precision': 0.8985507246376812; 'recall': 0.8581314878892734; 'f1-score': 0.8778761061946903; 'support': 289}; '1.0': {'precision': 0.7771739130434783; 'recall': 0.8362573099415205; 'f1-score': 0.8056338028169014; 'support': 171}; 'accuracy': 0.85; 'macro avg': {'precision': 0.8378623188405797; 'recall': 0.8471943989153969; 'f1-score': 0.8417549545057958; 'support': 460}; 'weighted avg': {'precision': 0.8534302142407058; 'recall': 0.85; 'f1-score': 0.8510208151564252; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.9696969696969697; 'f1-score': 0.9846153846153847; 'support': 33}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.975; 'recall': 0.9848484848484849; 'f1-score': 0.9794871794871796; 'support': 52}; 'weighted avg': {'precision': 0.9817307692307692; 'recall': 0.9807692307692307; 'f1-score': 0.9808678500986192; 'support': 52}}
l: 5,2,DNF,2,461,51,57,[8; 9],540,3.557684,0.862745,4,[X0 >= 14.058000 AND X1 >= 14.078000] OR [X0 < 10.260000 AND X4 >= 0.103260],{'0.0': {'precision': 0.8989169675090253; 'recall': 0.8586206896551725; 'f1-score': 0.8783068783068783; 'support': 290}; '1.0': {'precision': 0.7771739130434783; 'recall': 0.8362573099415205; 'f1-score': 0.8056338028169014; 'support': 171}; 'accuracy': 0.8503253796095445; 'macro avg': {'precision': 0.8380454402762518; 'recall': 0.8474389997983465; 'f1-score': 0.8419703405618899; 'support': 461}; 'weighted avg': {'precision': 0.8537584809285296; 'recall': 0.8503253796095445; 'f1-score': 0.8513500542097286; 'support': 461}},{'0.0': {'precision': 0.9310344827586207; 'recall': 0.84375; 'f1-score': 0.8852459016393444; 'support': 32}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8947368421052632; 'f1-score': 0.8292682926829269; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8518808777429467; 'recall': 0.8692434210526316; 'f1-score': 0.8572570971611356; 'support': 51}; 'weighted avg': {'precision': 0.8720572868645892; 'recall': 0.8627450980392157; 'f1-score': 0.8643914983026398; 'support': 51}}
l: 5,2,DNF,3,461,51,57,[8; 9],540,3.388681,0.941176,3,[X0 >= 17.068000] OR [X0 >= 12.726000 AND X24 >= 0.137680],{'0.0': {'precision': 0.919732441471572; 'recall': 0.9482758620689655; 'f1-score': 0.933786078098472; 'support': 290}; '1.0': {'precision': 0.9074074074074074; 'recall': 0.8596491228070176; 'f1-score': 0.8828828828828829; 'support': 171}; 'accuracy': 0.9154013015184381; 'macro avg': {'precision': 0.9135699244394897; 'recall': 0.9039624924379915; 'f1-score': 0.9083344804906774; 'support': 461}; 'weighted avg': {'precision': 0.9151606826321531; 'recall': 0.9154013015184381; 'f1-score': 0.9149044156649238; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
l: 5,2,DNF,4,461,51,57,[8; 9],540,3.108977,0.803922,4,[X0 >= 17.068000] OR [X0 < 10.260000 AND X0 >= 10.260000 AND X21 >= 30.908000],{'0.0': {'precision': 0.7874659400544959; 'recall': 0.996551724137931; 'f1-score': 0.8797564687975648; 'support': 290}; '1.0': {'precision': 0.9893617021276596; 'recall': 0.543859649122807; 'f1-score': 0.7018867924528303; 'support': 171}; 'accuracy': 0.8286334056399133; 'macro avg': {'precision': 0.8884138210910777; 'recall': 0.770205686630369; 'f1-score': 0.7908216306251975; 'support': 461}; 'weighted avg': {'precision': 0.8623556912790317; 'recall': 0.8286334056399133; 'f1-score': 0.8137787797412749; 'support': 461}},{'0.0': {'precision': 0.7619047619047619; 'recall': 1.0; 'f1-score': 0.8648648648648648; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.47368421052631576; 'f1-score': 0.6428571428571429; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8809523809523809; 'recall': 0.7368421052631579; 'f1-score': 0.7538610038610039; 'support': 51}; 'weighted avg': {'precision': 0.8506069094304388; 'recall': 0.803921568627451; 'f1-score': 0.7821561056855174; 'support': 51}}
l: 5,2,DNF,5,461,51,57,[8; 9],540,3.221161,0.784314,5,[X25 >= 0.251400] OR [X0 < 10.260000 AND X2 >= 77.360000 AND X4 >= 0.087914 AND X6 >= 0.086212],{'0.0': {'precision': 0.8447653429602888; 'recall': 0.8068965517241379; 'f1-score': 0.8253968253968254; 'support': 290}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.7485380116959064; 'f1-score': 0.7211267605633802; 'support': 171}; 'accuracy': 0.7852494577006508; 'macro avg': {'precision': 0.7702087584366661; 'recall': 0.7777172817100222; 'f1-score': 0.7732617929801028; 'support': 461}; 'weighted avg': {'precision': 0.7894543843766035; 'recall': 0.7852494577006508; 'f1-score': 0.7867196429965669; 'support': 461}},{'0.0': {'precision': 0.8387096774193549; 'recall': 0.8125; 'f1-score': 0.8253968253968254; 'support': 32}; '1.0': {'precision': 0.7; 'recall': 0.7368421052631579; 'f1-score': 0.717948717948718; 'support': 19}; 'accuracy': 0.7843137254901961; 'macro avg': {'precision': 0.7693548387096774; 'recall': 0.774671052631579; 'f1-score': 0.7716727716727716; 'support': 51}; 'weighted avg': {'precision': 0.7870335230866541; 'recall': 0.7843137254901961; 'f1-score': 0.7853671383083147; 'support': 51}}
l: 5,2,DNF,6,461,51,57,[8; 9],540,3.081223,0.901961,5,[X0 >= 11.366000 AND X1 >= 17.912000 AND X4 >= 0.087914] OR [X0 < 10.260000 AND X0 >= 15.056000],{'0.0': {'precision': 0.8422818791946308; 'recall': 0.8655172413793103; 'f1-score': 0.8537414965986394; 'support': 290}; '1.0': {'precision': 0.7607361963190185; 'recall': 0.7251461988304093; 'f1-score': 0.7425149700598803; 'support': 171}; 'accuracy': 0.8134490238611713; 'macro avg': {'precision': 0.8015090377568246; 'recall': 0.7953317201048598; 'f1-score': 0.7981282333292599; 'support': 461}; 'weighted avg': {'precision': 0.8120339143969525; 'recall': 0.8134490238611713; 'f1-score': 0.8124839346938069; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
l: 5,2,DNF,7,461,51,57,[8; 9],540,3.208321,0.803922,5,[X0 >= 11.366000 AND X1 >= 14.078000 AND X5 >= 0.092630] OR [X0 >= 10.260000 AND X13 >= 38.430000],{'0.0': {'precision': 0.9581589958158996; 'recall': 0.7896551724137931; 'f1-score': 0.8657844990548204; 'support': 290}; '1.0': {'precision': 0.7252252252252253; 'recall': 0.9415204678362573; 'f1-score': 0.8193384223918575; 'support': 171}; 'accuracy': 0.8459869848156182; 'macro avg': {'precision': 0.8416921105205624; 'recall': 0.8655878201250252; 'f1-score': 0.8425614607233389; 'support': 461}; 'weighted avg': {'precision': 0.8717562305859532; 'recall': 0.8459869848156182; 'f1-score': 0.8485561278848276; 'support': 461}},{'0.0': {'precision': 0.9583333333333334; 'recall': 0.71875; 'f1-score': 0.8214285714285714; 'support': 32}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.9473684210526315; 'f1-score': 0.782608695652174; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8125; 'recall': 0.8330592105263157; 'f1-score': 0.8020186335403727; 'support': 51}; 'weighted avg': {'precision': 0.8496732026143792; 'recall': 0.803921568627451; 'f1-score': 0.8069662647667762; 'support': 51}}
l: 5,2,DNF,8,461,51,57,[8; 9],540,3.497346,0.921569,6,[X0 >= 10.260000 AND X1 >= 15.656000 AND X7 >= 0.048318 AND X27 >= 0.099930] OR [X0 >= 15.056000 AND X1 >= 14.078000],{'0.0': {'precision': 0.965034965034965; 'recall': 0.9517241379310345; 'f1-score': 0.9583333333333333; 'support': 290}; '1.0': {'precision': 0.92; 'recall': 0.9415204678362573; 'f1-score': 0.930635838150289; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9425174825174825; 'recall': 0.9466223028836459; 'f1-score': 0.9444845857418112; 'support': 461}; 'weighted avg': {'precision': 0.9483300213885897; 'recall': 0.9479392624728851; 'f1-score': 0.9480594251417919; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
l: 5,2,DNF,9,461,51,57,[8; 9],540,3.387365,0.705882,3,[X20 >= 14.008000] OR [X0 >= 12.726000 AND X1 >= 21.272000],{'0.0': {'precision': 0.9838709677419355; 'recall': 0.6310344827586207; 'f1-score': 0.7689075630252101; 'support': 290}; '1.0': {'precision': 0.610909090909091; 'recall': 0.9824561403508771; 'f1-score': 0.7533632286995516; 'support': 171}; 'accuracy': 0.7613882863340564; 'macro avg': {'precision': 0.7973900293255132; 'recall': 0.8067453115547489; 'f1-score': 0.7611353958623809; 'support': 461}; 'weighted avg': {'precision': 0.8455271913028543; 'recall': 0.7613882863340564; 'f1-score': 0.763141660271007; 'support': 461}},{'0.0': {'precision': 0.9473684210526315; 'recall': 0.5625; 'f1-score': 0.7058823529411765; 'support': 32}; '1.0': {'precision': 0.5625; 'recall': 0.9473684210526315; 'f1-score': 0.7058823529411765; 'support': 19}; 'accuracy': 0.7058823529411765; 'macro avg': {'precision': 0.7549342105263157; 'recall': 0.7549342105263157; 'f1-score': 0.7058823529411765; 'support': 51}; 'weighted avg': {'precision': 0.803986068111455; 'recall': 0.7058823529411765; 'f1-score': 0.7058823529411765; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 57}, (mean val acc cv) 0.853318 (+- 0.079468), (mean training time) 3.347866 (+- 0.172453)
