lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],222,1.279611,0.718750,1,[X3 >= -0.609635],{'0.0': {'precision': 0.96; 'recall': 0.23529411764705882; 'f1-score': 0.37795275590551175; 'support': 102}; '1.0': {'precision': 0.6988416988416989; 'recall': 0.9945054945054945; 'f1-score': 0.8208616780045351; 'support': 182}; 'accuracy': 0.721830985915493; 'macro avg': {'precision': 0.8294208494208495; 'recall': 0.6148998060762767; 'f1-score': 0.5994072169550234; 'support': 284}; 'weighted avg': {'precision': 0.7926379901027788; 'recall': 0.721830985915493; 'f1-score': 0.6617887552788295; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.7; 'recall': 1.0; 'f1-score': 0.8235294117647058; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.85; 'recall': 0.5909090909090909; 'f1-score': 0.5656108597285068; 'support': 32}; 'weighted avg': {'precision': 0.803125; 'recall': 0.71875; 'f1-score': 0.6462104072398189; 'support': 32}}
5,2,DNF,2,284,32,35,[8; 9],222,0.783273,0.937500,9,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X7 >= -0.983575] OR [(NOT X0) AND X0 AND X4 >= 0.418075 AND X13 >= 0.975650],{'0.0': {'precision': 0.9886363636363636; 'recall': 0.8529411764705882; 'f1-score': 0.9157894736842106; 'support': 102}; '1.0': {'precision': 0.923469387755102; 'recall': 0.9945054945054945; 'f1-score': 0.9576719576719577; 'support': 182}; 'accuracy': 0.9436619718309859; 'macro avg': {'precision': 0.9560528756957328; 'recall': 0.9237233354880414; 'f1-score': 0.9367307156780842; 'support': 284}; 'weighted avg': {'precision': 0.946874428388513; 'recall': 0.9436619718309859; 'f1-score': 0.9426296570848091; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9130434782608695; 'recall': 1.0; 'f1-score': 0.9545454545454545; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9565217391304348; 'recall': 0.9090909090909092; 'f1-score': 0.9272727272727272; 'support': 32}; 'weighted avg': {'precision': 0.9429347826086956; 'recall': 0.9375; 'f1-score': 0.9357954545454545; 'support': 32}}
5,2,DNF,3,284,32,35,[8; 9],222,0.786301,0.937500,9,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X9 >= -0.572990] OR [(NOT X0) AND X0 AND X2 < 0.998505 AND X21 < 0.000375],{'0.0': {'precision': 1.0; 'recall': 0.8415841584158416; 'f1-score': 0.913978494623656; 'support': 101}; '1.0': {'precision': 0.9195979899497487; 'recall': 1.0; 'f1-score': 0.9581151832460733; 'support': 183}; 'accuracy': 0.9436619718309859; 'macro avg': {'precision': 0.9597989949748744; 'recall': 0.9207920792079207; 'f1-score': 0.9360468389348646; 'support': 284}; 'weighted avg': {'precision': 0.9481916625380422; 'recall': 0.9436619718309859; 'f1-score': 0.9424186848275375; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.8333333333333334; 'f1-score': 0.9090909090909091; 'support': 12}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9166666666666667; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9431818181818181; 'recall': 0.9375; 'f1-score': 0.9361471861471862; 'support': 32}}
5,2,DNF,4,284,32,35,[8; 9],222,0.792666,0.781250,9,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X6 < 0.999995 AND X9 >= -0.572990 AND X13 >= -0.554585] OR [(NOT X0) AND X0 AND X30 < -0.167100],{'0.0': {'precision': 0.7479674796747967; 'recall': 0.9108910891089109; 'f1-score': 0.8214285714285714; 'support': 101}; '1.0': {'precision': 0.9440993788819876; 'recall': 0.8306010928961749; 'f1-score': 0.8837209302325582; 'support': 183}; 'accuracy': 0.8591549295774648; 'macro avg': {'precision': 0.8460334292783922; 'recall': 0.8707460910025429; 'f1-score': 0.8525747508305648; 'support': 284}; 'weighted avg': {'precision': 0.8743482457132331; 'recall': 0.8591549295774648; 'f1-score': 0.8615676617846615; 'support': 284}},{'0.0': {'precision': 0.6923076923076923; 'recall': 0.75; 'f1-score': 0.7199999999999999; 'support': 12}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8; 'f1-score': 0.8205128205128205; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7672064777327935; 'recall': 0.775; 'f1-score': 0.7702564102564102; 'support': 32}; 'weighted avg': {'precision': 0.7859311740890688; 'recall': 0.78125; 'f1-score': 0.7828205128205128; 'support': 32}}
5,2,DNF,5,284,32,35,[8; 9],222,0.812306,0.750000,8,[X0 AND X2 < 0.998505 AND X3 < 0.746850 AND X4 >= 0.041440 AND X9 >= -0.572990] OR [(NOT X0) AND X0 AND X4 >= 0.995175],{'0.0': {'precision': 0.6230769230769231; 'recall': 0.801980198019802; 'f1-score': 0.7012987012987013; 'support': 101}; '1.0': {'precision': 0.8701298701298701; 'recall': 0.73224043715847; 'f1-score': 0.7952522255192878; 'support': 183}; 'accuracy': 0.7570422535211268; 'macro avg': {'precision': 0.7466033966033966; 'recall': 0.7671103175891361; 'f1-score': 0.7482754634089945; 'support': 284}; 'weighted avg': {'precision': 0.7822694910723079; 'recall': 0.7570422535211268; 'f1-score': 0.7618391764126707; 'support': 284}},{'0.0': {'precision': 0.625; 'recall': 0.8333333333333334; 'f1-score': 0.7142857142857143; 'support': 12}; '1.0': {'precision': 0.875; 'recall': 0.7; 'f1-score': 0.7777777777777777; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.75; 'recall': 0.7666666666666666; 'f1-score': 0.746031746031746; 'support': 32}; 'weighted avg': {'precision': 0.78125; 'recall': 0.75; 'f1-score': 0.753968253968254; 'support': 32}}
5,2,DNF,6,285,31,35,[8; 9],222,0.790977,0.903226,9,[X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X30 >= -0.848480] OR [(NOT X0) AND X0 AND X2 >= 0.998505 AND X5 >= -0.217515],{'0.0': {'precision': 0.9770114942528736; 'recall': 0.8333333333333334; 'f1-score': 0.8994708994708996; 'support': 102}; '1.0': {'precision': 0.9141414141414141; 'recall': 0.9890710382513661; 'f1-score': 0.9501312335958005; 'support': 183}; 'accuracy': 0.9333333333333333; 'macro avg': {'precision': 0.9455764541971439; 'recall': 0.9112021857923498; 'f1-score': 0.9248010665333501; 'support': 285}; 'weighted avg': {'precision': 0.9366422849181469; 'recall': 0.9333333333333333; 'f1-score': 0.9320001666458361; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9090909090909091; 'f1-score': 0.8695652173913043; 'support': 11}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.8903508771929824; 'recall': 0.9045454545454545; 'f1-score': 0.8963210702341138; 'support': 31}; 'weighted avg': {'precision': 0.9069043576683644; 'recall': 0.9032258064516129; 'f1-score': 0.9040888984788004; 'support': 31}}
5,2,DNF,7,285,31,35,[8; 9],222,0.778013,0.967742,10,[X2 >= 0.190280 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X15 < 0.968410] OR [(NOT X0) AND X0 AND X2 >= 0.739470 AND X3 < 0.007075 AND X3 >= -0.609635 AND X4 >= 0.418075],{'0.0': {'precision': 0.9764705882352941; 'recall': 0.8137254901960784; 'f1-score': 0.8877005347593584; 'support': 102}; '1.0': {'precision': 0.905; 'recall': 0.9890710382513661; 'f1-score': 0.9451697127937337; 'support': 183}; 'accuracy': 0.9263157894736842; 'macro avg': {'precision': 0.940735294117647; 'recall': 0.9013982642237223; 'f1-score': 0.916435123776546; 'support': 285}; 'weighted avg': {'precision': 0.9305789473684212; 'recall': 0.9263157894736842; 'f1-score': 0.9246017964445888; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,2,DNF,8,285,31,35,[8; 9],222,0.783148,0.967742,12,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X13 >= -0.554585] OR [(NOT X0) AND X3 >= -0.609635 AND X4 >= 0.418075 AND X16 >= 0.292070 AND X18 >= 0.467840 AND X20 < 0.998880],{'0.0': {'precision': 0.978021978021978; 'recall': 0.8725490196078431; 'f1-score': 0.9222797927461139; 'support': 102}; '1.0': {'precision': 0.9329896907216495; 'recall': 0.9890710382513661; 'f1-score': 0.960212201591512; 'support': 183}; 'accuracy': 0.9473684210526315; 'macro avg': {'precision': 0.9555058343718137; 'recall': 0.9308100289296046; 'f1-score': 0.941245997168813; 'support': 285}; 'weighted avg': {'precision': 0.9491065093343986; 'recall': 0.9473684210526315; 'f1-score': 0.9466363921100011; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,2,DNF,9,285,31,35,[8; 9],222,0.763867,0.645161,13,[X0 AND X2 >= 0.190280 AND X7 >= -0.000375 AND X13 >= -0.554585] OR [(NOT X0) AND X0 AND X2 >= 0.739470 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X5 >= -0.795310 AND X32 < 0.994855 AND X33 < 0.950980],{'0.0': {'precision': 0.6083916083916084; 'recall': 0.8529411764705882; 'f1-score': 0.710204081632653; 'support': 102}; '1.0': {'precision': 0.8943661971830986; 'recall': 0.6939890710382514; 'f1-score': 0.7815384615384615; 'support': 183}; 'accuracy': 0.7508771929824561; 'macro avg': {'precision': 0.7513789027873535; 'recall': 0.7734651237544198; 'f1-score': 0.7458712715855573; 'support': 285}; 'weighted avg': {'precision': 0.792017396984039; 'recall': 0.7508771929824561; 'f1-score': 0.7560082624142774; 'support': 285}},{'0.0': {'precision': 0.5; 'recall': 0.9090909090909091; 'f1-score': 0.6451612903225806; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 0.5; 'f1-score': 0.6451612903225806; 'support': 20}; 'accuracy': 0.6451612903225806; 'macro avg': {'precision': 0.7045454545454546; 'recall': 0.7045454545454546; 'f1-score': 0.6451612903225806; 'support': 31}; 'weighted avg': {'precision': 0.7639296187683284; 'recall': 0.6451612903225806; 'f1-score': 0.6451612903225806; 'support': 31}}
5,2,DNF,0,284,32,17,[16; 17],222,0.469728,0.656250,10,[X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= 0.001010 AND X13 >= -0.554585] OR [(NOT X0) AND X0 AND X3 < 0.746850 AND X5 < -0.000715 AND X15 >= -0.905170 AND X30 >= 0.132415],{'0.0': {'precision': 0.6206896551724138; 'recall': 0.8823529411764706; 'f1-score': 0.728744939271255; 'support': 102}; '1.0': {'precision': 0.9136690647482014; 'recall': 0.6978021978021978; 'f1-score': 0.7912772585669783; 'support': 182}; 'accuracy': 0.7640845070422535; 'macro avg': {'precision': 0.7671793599603076; 'recall': 0.7900775694893342; 'f1-score': 0.7600110989191167; 'support': 284}; 'weighted avg': {'precision': 0.8084440655343623; 'recall': 0.7640845070422535; 'f1-score': 0.7688184678340073; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.8181818181818182; 'f1-score': 0.6206896551724137; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.5714285714285714; 'f1-score': 0.6857142857142857; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6785714285714286; 'recall': 0.6948051948051948; 'f1-score': 0.6532019704433497; 'support': 32}; 'weighted avg': {'precision': 0.734375; 'recall': 0.65625; 'f1-score': 0.6633620689655172; 'support': 32}}
5,2,DNF,1,284,32,17,[16; 17],222,0.457141,0.906250,10,[X3 < 0.746850 AND X4 >= 0.041440 AND X26 < 0.999945] OR [(NOT X0) AND X2 >= 0.739470 AND X3 < 0.746850 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X15 < 0.968410],{'0.0': {'precision': 0.8865979381443299; 'recall': 0.8431372549019608; 'f1-score': 0.864321608040201; 'support': 102}; '1.0': {'precision': 0.9144385026737968; 'recall': 0.9395604395604396; 'f1-score': 0.926829268292683; 'support': 182}; 'accuracy': 0.9049295774647887; 'macro avg': {'precision': 0.9005182204090634; 'recall': 0.8913488472312001; 'f1-score': 0.895575438166442; 'support': 284}; 'weighted avg': {'precision': 0.9044394266808192; 'recall': 0.9049295774647887; 'f1-score': 0.9043793339766507; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 0.9523809523809523; 'f1-score': 0.9302325581395349; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9045454545454545; 'recall': 0.8852813852813852; 'f1-score': 0.893687707641196; 'support': 32}; 'weighted avg': {'precision': 0.9059659090909091; 'recall': 0.90625; 'f1-score': 0.905107973421927; 'support': 32}}
5,2,DNF,2,284,32,17,[16; 17],222,0.461905,0.906250,14,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X5 >= -0.795310 AND X9 >= -0.572990 AND X28 >= -0.000090] OR [(NOT X0) AND X2 >= 0.190280 AND X4 >= 0.041440 AND X12 < 0.998725 AND X18 < 0.467840 AND X23 >= -0.987455 AND X28 < 0.997000 AND X29 >= -0.914280],{'0.0': {'precision': 0.7022900763358778; 'recall': 0.9019607843137255; 'f1-score': 0.7896995708154506; 'support': 102}; '1.0': {'precision': 0.934640522875817; 'recall': 0.7857142857142857; 'f1-score': 0.853731343283582; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.8184652996058475; 'recall': 0.8438375350140056; 'f1-score': 0.8217154570495163; 'support': 284}; 'weighted avg': {'precision': 0.8511907146114727; 'recall': 0.8274647887323944; 'f1-score': 0.8307340165520699; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9090909090909091; 'f1-score': 0.8695652173913043; 'support': 11}; '1.0': {'precision': 0.95; 'recall': 0.9047619047619048; 'f1-score': 0.9268292682926829; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.8916666666666666; 'recall': 0.9069264069264069; 'f1-score': 0.8981972428419935; 'support': 32}; 'weighted avg': {'precision': 0.9098958333333333; 'recall': 0.90625; 'f1-score': 0.907144750795334; 'support': 32}}
5,2,DNF,3,284,32,17,[16; 17],222,0.462972,0.906250,12,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X9 >= -0.572990 AND X15 < 0.968410 AND X28 >= -0.000090] OR [X0 AND X2 >= 0.739470 AND X7 >= 0.000985 AND X11 >= 0.001845],{'0.0': {'precision': 0.9183673469387755; 'recall': 0.8910891089108911; 'f1-score': 0.9045226130653267; 'support': 101}; '1.0': {'precision': 0.9408602150537635; 'recall': 0.9562841530054644; 'f1-score': 0.9485094850948509; 'support': 183}; 'accuracy': 0.9330985915492958; 'macro avg': {'precision': 0.9296137809962695; 'recall': 0.9236866309581777; 'f1-score': 0.9265160490800888; 'support': 284}; 'weighted avg': {'precision': 0.9328609908297713; 'recall': 0.9330985915492958; 'f1-score': 0.9328662665209708; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.8333333333333334; 'f1-score': 0.8695652173913043; 'support': 12}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9069264069264069; 'recall': 0.8916666666666666; 'f1-score': 0.8981972428419935; 'support': 32}; 'weighted avg': {'precision': 0.9063852813852813; 'recall': 0.90625; 'f1-score': 0.9053552492046659; 'support': 32}}
5,2,DNF,4,284,32,17,[16; 17],222,0.458841,0.906250,12,[X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.000170 AND X12 >= 0.354740 AND X15 < -0.001970 AND X16 >= 0.292070 AND X27 >= -0.936175] OR [X0 AND X2 >= 0.190280 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X33 < 0.950980],{'0.0': {'precision': 0.9418604651162791; 'recall': 0.801980198019802; 'f1-score': 0.8663101604278075; 'support': 101}; '1.0': {'precision': 0.898989898989899; 'recall': 0.9726775956284153; 'f1-score': 0.9343832020997376; 'support': 183}; 'accuracy': 0.9119718309859155; 'macro avg': {'precision': 0.9204251820530891; 'recall': 0.8873288968241086; 'f1-score': 0.9003466812637726; 'support': 284}; 'weighted avg': {'precision': 0.9142361214503371; 'recall': 0.9119718309859155; 'f1-score': 0.9101741274206356; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 12}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.875; 'f1-score': 0.893687707641196; 'support': 32}; 'weighted avg': {'precision': 0.9184782608695652; 'recall': 0.90625; 'f1-score': 0.9028239202657807; 'support': 32}}
5,2,DNF,5,284,32,17,[16; 17],222,0.476322,0.937500,11,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.041440 AND X5 >= -0.217515] OR [(NOT X0) AND X2 < 0.190280 AND X5 >= 0.001010 AND X8 >= 0.055610 AND X13 >= -0.554585 AND X33 < 0.950980],{'0.0': {'precision': 0.9148936170212766; 'recall': 0.8514851485148515; 'f1-score': 0.8820512820512821; 'support': 101}; '1.0': {'precision': 0.9210526315789473; 'recall': 0.9562841530054644; 'f1-score': 0.938337801608579; 'support': 183}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9179731243001119; 'recall': 0.9038846507601579; 'f1-score': 0.9101945418299306; 'support': 284}; 'weighted avg': {'precision': 0.9188622778101981; 'recall': 0.9190140845070423; 'f1-score': 0.9183204126110897; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.8333333333333334; 'f1-score': 0.9090909090909091; 'support': 12}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9166666666666667; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9431818181818181; 'recall': 0.9375; 'f1-score': 0.9361471861471862; 'support': 32}}
5,2,DNF,6,285,31,17,[16; 17],222,0.458376,0.806452,11,[X0 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X6 < 0.999995 AND X30 < 0.995560] OR [X4 >= 0.041440 AND X6 >= 0.029375 AND X7 < 0.994515 AND X15 >= -0.905170 AND X33 < 0.950980],{'0.0': {'precision': 0.9545454545454546; 'recall': 0.8235294117647058; 'f1-score': 0.8842105263157896; 'support': 102}; '1.0': {'precision': 0.9086294416243654; 'recall': 0.9781420765027322; 'f1-score': 0.9421052631578947; 'support': 183}; 'accuracy': 0.9228070175438596; 'macro avg': {'precision': 0.93158744808491; 'recall': 0.900835744133719; 'f1-score': 0.9131578947368422; 'support': 285}; 'weighted avg': {'precision': 0.9250625409855973; 'recall': 0.9228070175438596; 'f1-score': 0.9213850415512465; 'support': 285}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8244047619047619; 'recall': 0.7477272727272727; 'f1-score': 0.765151515151515; 'support': 31}; 'weighted avg': {'precision': 0.8149001536098309; 'recall': 0.8064516129032258; 'f1-score': 0.7937438905180839; 'support': 31}}
5,2,DNF,7,285,31,17,[16; 17],222,0.459809,0.967742,11,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X15 >= -0.905170] OR [(NOT X0) AND X4 >= 0.418075 AND X5 < -0.000715 AND X14 < 0.999140 AND X14 >= 0.239955],{'0.0': {'precision': 0.956989247311828; 'recall': 0.8725490196078431; 'f1-score': 0.9128205128205128; 'support': 102}; '1.0': {'precision': 0.9322916666666666; 'recall': 0.9781420765027322; 'f1-score': 0.9546666666666667; 'support': 183}; 'accuracy': 0.9403508771929825; 'macro avg': {'precision': 0.9446404569892473; 'recall': 0.9253455480552877; 'f1-score': 0.9337435897435897; 'support': 285}; 'weighted avg': {'precision': 0.9411308007923034; 'recall': 0.9403508771929825; 'f1-score': 0.9396901484480431; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,2,DNF,8,285,31,17,[16; 17],222,0.445812,0.967742,10,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575] OR [(NOT X0) AND X3 < 0.746850 AND X5 < -0.000715 AND X9 >= -0.572990 AND X32 >= 0.000200],{'0.0': {'precision': 0.9887640449438202; 'recall': 0.8627450980392157; 'f1-score': 0.9214659685863874; 'support': 102}; '1.0': {'precision': 0.9285714285714286; 'recall': 0.994535519125683; 'f1-score': 0.9604221635883905; 'support': 183}; 'accuracy': 0.9473684210526315; 'macro avg': {'precision': 0.9586677367576244; 'recall': 0.9286403085824494; 'f1-score': 0.9409440660873889; 'support': 285}; 'weighted avg': {'precision': 0.9501140491678636; 'recall': 0.9473684210526315; 'f1-score': 0.9464799464297788; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,2,DNF,9,285,31,17,[16; 17],222,0.450424,1.000000,13,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X9 >= 0.591395 AND X18 < 0.467840] OR [X0 AND X3 < 0.746850 AND X3 >= -0.609635 AND X7 >= -0.983575 AND X12 >= 0.354740 AND X13 >= -0.554585 AND X15 >= -0.905170 AND X16 >= 0.292070],{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9313725490196079; 'f1-score': 0.8796296296296297; 'support': 102}; '1.0': {'precision': 0.9590643274853801; 'recall': 0.8961748633879781; 'f1-score': 0.9265536723163842; 'support': 183}; 'accuracy': 0.9087719298245615; 'macro avg': {'precision': 0.8961988304093567; 'recall': 0.913773706203793; 'f1-score': 0.9030916509730069; 'support': 285}; 'weighted avg': {'precision': 0.914065866420437; 'recall': 0.9087719298245615; 'f1-score': 0.9097598044074404; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 20}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}}
5,2,DNF,0,284,32,8,[35; 36],222,0.308792,0.937500,12,[X2 >= 0.190280 AND X4 >= 0.041440 AND X9 >= -0.572990 AND X26 < 0.999945 AND X28 >= -0.911830] OR [X2 >= 0.998505 AND X3 < 0.746850 AND X7 < 0.994515 AND X19 >= -0.912755 AND X20 >= 0.072060 AND X23 >= -0.987455 AND X25 >= -0.981480],{'0.0': {'precision': 0.9479166666666666; 'recall': 0.8921568627450981; 'f1-score': 0.9191919191919192; 'support': 102}; '1.0': {'precision': 0.9414893617021277; 'recall': 0.9725274725274725; 'f1-score': 0.9567567567567568; 'support': 182}; 'accuracy': 0.9436619718309859; 'macro avg': {'precision': 0.9447030141843972; 'recall': 0.9323421676362853; 'f1-score': 0.9379743379743379; 'support': 284}; 'weighted avg': {'precision': 0.9437977599640395; 'recall': 0.9436619718309859; 'f1-score': 0.9432651601665686; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.9523809523809523; 'f1-score': 0.9523809523809523; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9307359307359306; 'recall': 0.9307359307359306; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,2,DNF,1,284,32,8,[35; 36],222,0.318156,0.906250,12,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X28 >= -0.000090 AND X32 < 0.994855] OR [X2 >= 0.190280 AND X3 >= 0.007075 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X12 < 0.998725 AND X18 < 0.467840],{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9313725490196079; 'f1-score': 0.8796296296296297; 'support': 102}; '1.0': {'precision': 0.9588235294117647; 'recall': 0.8956043956043956; 'f1-score': 0.9261363636363636; 'support': 182}; 'accuracy': 0.9084507042253521; 'macro avg': {'precision': 0.8960784313725491; 'recall': 0.9134884723120018; 'f1-score': 0.9028829966329966; 'support': 284}; 'weighted avg': {'precision': 0.9137531068765534; 'recall': 0.9084507042253521; 'f1-score': 0.9094332408592972; 'support': 284}},{'0.0': {'precision': 0.7857142857142857; 'recall': 1.0; 'f1-score': 0.88; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.8571428571428571; 'f1-score': 0.923076923076923; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.8928571428571428; 'recall': 0.9285714285714286; 'f1-score': 0.9015384615384615; 'support': 32}; 'weighted avg': {'precision': 0.9263392857142857; 'recall': 0.90625; 'f1-score': 0.9082692307692307; 'support': 32}}
