lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],222,0.867565,0.750000,1,[X23 >= -0.987455],{'0.0': {'precision': 0.9090909090909091; 'recall': 0.1941747572815534; 'f1-score': 0.31999999999999995; 'support': 103}; '1.0': {'precision': 0.683206106870229; 'recall': 0.988950276243094; 'f1-score': 0.8081264108352143; 'support': 181}; 'accuracy': 0.7007042253521126; 'macro avg': {'precision': 0.796148507980569; 'recall': 0.5915625167623236; 'f1-score': 0.5640632054176071; 'support': 284}; 'weighted avg': {'precision': 0.7651291161263207; 'recall': 0.7007042253521126; 'f1-score': 0.6310946491590625; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7241379310344828; 'recall': 1.0; 'f1-score': 0.8400000000000001; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8620689655172413; 'recall': 0.6363636363636364; 'f1-score': 0.6342857142857143; 'support': 32}; 'weighted avg': {'precision': 0.8189655172413793; 'recall': 0.75; 'f1-score': 0.6985714285714286; 'support': 32}}
5,2,DNF,6,285,31,17,[16; 17],222,0.453634,0.935484,9,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515] OR [(NOT X0) AND X0 AND X8 >= 0.055610 AND X22 < 0.999665 AND X26 < 0.999945],{'0.0': {'precision': 0.9555555555555556; 'recall': 0.8349514563106796; 'f1-score': 0.8911917098445595; 'support': 103}; '1.0': {'precision': 0.9128205128205128; 'recall': 0.978021978021978; 'f1-score': 0.9442970822281166; 'support': 182}; 'accuracy': 0.9263157894736842; 'macro avg': {'precision': 0.9341880341880342; 'recall': 0.9064867171663288; 'f1-score': 0.9177443960363381; 'support': 285}; 'weighted avg': {'precision': 0.9282651072124756; 'recall': 0.9263157894736842; 'f1-score': 0.9251046143140592; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
5,2,DNF,7,285,31,17,[16; 17],222,0.455851,0.870968,12,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X13 >= -0.554585 AND X22 >= -0.009200] OR [X0 AND X2 < 0.998505 AND X2 >= 0.739470 AND X4 >= 0.418075 AND X5 >= -0.795310],{'0.0': {'precision': 0.8867924528301887; 'recall': 0.912621359223301; 'f1-score': 0.8995215311004785; 'support': 103}; '1.0': {'precision': 0.9497206703910615; 'recall': 0.9340659340659341; 'f1-score': 0.9418282548476454; 'support': 182}; 'accuracy': 0.9263157894736842; 'macro avg': {'precision': 0.9182565616106251; 'recall': 0.9233436466446175; 'f1-score': 0.920674892974062; 'support': 285}; 'weighted avg': {'precision': 0.9269781917637987; 'recall': 0.9263157894736842; 'f1-score': 0.9265384564407746; 'support': 285}},{'0.0': {'precision': 0.7692307692307693; 'recall': 0.9090909090909091; 'f1-score': 0.8333333333333333; 'support': 11}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8568376068376069; 'recall': 0.8795454545454545; 'f1-score': 0.8640350877192982; 'support': 31}; 'weighted avg': {'precision': 0.8822718500137856; 'recall': 0.8709677419354839; 'f1-score': 0.8729485002829656; 'support': 31}}
5,2,DNF,8,285,31,17,[16; 17],222,0.443397,0.838710,11,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X28 >= -0.911830] OR [(NOT X0) AND X2 >= 0.739470 AND X3 < -0.000170 AND X4 >= 0.418075 AND X6 < 0.999995],{'0.0': {'precision': 0.9591836734693877; 'recall': 0.912621359223301; 'f1-score': 0.9353233830845772; 'support': 103}; '1.0': {'precision': 0.9518716577540107; 'recall': 0.978021978021978; 'f1-score': 0.964769647696477; 'support': 182}; 'accuracy': 0.9543859649122807; 'macro avg': {'precision': 0.9555276656116992; 'recall': 0.9453216686226396; 'f1-score': 0.9500465153905271; 'support': 285}; 'weighted avg': {'precision': 0.9545142458897434; 'recall': 0.9543859649122807; 'f1-score': 0.9541276643455097; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
5,2,DNF,9,285,31,17,[16; 17],222,0.445228,0.806452,11,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X15 < 0.968410 AND X21 < -0.001400 AND X28 >= -0.911830] OR [X0 AND X2 >= 0.739470],{'0.0': {'precision': 0.7788461538461539; 'recall': 0.7864077669902912; 'f1-score': 0.782608695652174; 'support': 103}; '1.0': {'precision': 0.8784530386740331; 'recall': 0.8736263736263736; 'f1-score': 0.8760330578512395; 'support': 182}; 'accuracy': 0.8421052631578947; 'macro avg': {'precision': 0.8286495962600935; 'recall': 0.8300170703083325; 'f1-score': 0.8293208767517067; 'support': 285}; 'weighted avg': {'precision': 0.8424547609993961; 'recall': 0.8421052631578947; 'f1-score': 0.8422691655477176; 'support': 285}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.7886363636363636; 'recall': 0.7886363636363636; 'f1-score': 0.7886363636363636; 'support': 31}; 'weighted avg': {'precision': 0.8064516129032258; 'recall': 0.8064516129032258; 'f1-score': 0.8064516129032258; 'support': 31}}
5,2,DNF,0,284,32,8,[35; 36],222,0.327982,0.937500,10,[X5 < 0.825090 AND X5 >= -0.217515 AND X7 < 0.994515 AND X9 >= -0.572990 AND X14 >= 0.239955 AND X16 >= 0.292070] OR [X3 >= -0.000170 AND X4 >= 0.041440 AND X5 >= 0.001010 AND X10 >= -0.915760],{'0.0': {'precision': 0.9175257731958762; 'recall': 0.8640776699029126; 'f1-score': 0.89; 'support': 103}; '1.0': {'precision': 0.9251336898395722; 'recall': 0.9558011049723757; 'f1-score': 0.9402173913043479; 'support': 181}; 'accuracy': 0.9225352112676056; 'macro avg': {'precision': 0.9213297315177242; 'recall': 0.9099393874376441; 'f1-score': 0.9151086956521739; 'support': 284}; 'weighted avg': {'precision': 0.9223744806342881; 'recall': 0.9225352112676056; 'f1-score': 0.9220047458665034; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.9523809523809523; 'f1-score': 0.9523809523809523; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9307359307359306; 'recall': 0.9307359307359306; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,2,DNF,1,284,32,8,[35; 36],222,0.301653,0.937500,13,[X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X22 < 0.999665 AND X25 < 0.802450 AND X26 < 0.999945] OR [X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X5 >= -0.795310 AND X15 < 0.968410],{'0.0': {'precision': 1.0; 'recall': 0.883495145631068; 'f1-score': 0.9381443298969072; 'support': 103}; '1.0': {'precision': 0.9378238341968912; 'recall': 1.0; 'f1-score': 0.9679144385026738; 'support': 181}; 'accuracy': 0.9577464788732394; 'macro avg': {'precision': 0.9689119170984456; 'recall': 0.941747572815534; 'f1-score': 0.9530293841997906; 'support': 284}; 'weighted avg': {'precision': 0.9603736408085821; 'recall': 0.9577464788732394; 'f1-score': 0.9571175329167795; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9130434782608695; 'recall': 1.0; 'f1-score': 0.9545454545454545; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9565217391304348; 'recall': 0.9090909090909092; 'f1-score': 0.9272727272727272; 'support': 32}; 'weighted avg': {'precision': 0.9429347826086956; 'recall': 0.9375; 'f1-score': 0.9357954545454545; 'support': 32}}
5,2,DNF,2,284,32,8,[35; 36],222,0.329609,0.968750,14,[X2 >= 0.190280 AND X4 >= 0.418075 AND X7 >= 0.000985 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410 AND X26 >= 0.528120 AND X30 >= 0.132415 AND X31 >= -0.969765] OR [X2 >= 0.190280 AND X5 >= -0.217515 AND X6 >= 0.029375 AND X24 < 0.999495 AND X26 < 0.999945],{'0.0': {'precision': 0.8846153846153846; 'recall': 0.9019607843137255; 'f1-score': 0.8932038834951457; 'support': 102}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.9340659340659341; 'f1-score': 0.9392265193370165; 'support': 182}; 'accuracy': 0.9225352112676056; 'macro avg': {'precision': 0.9145299145299145; 'recall': 0.9180133591898298; 'f1-score': 0.9162152014160811; 'support': 284}; 'weighted avg': {'precision': 0.9229565426748524; 'recall': 0.9225352112676056; 'f1-score': 0.9226972628022599; 'support': 284}},{'0.0': {'precision': 0.9230769230769231; 'recall': 1.0; 'f1-score': 0.9600000000000001; 'support': 12}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9615384615384616; 'recall': 0.975; 'f1-score': 0.9671794871794872; 'support': 32}; 'weighted avg': {'precision': 0.9711538461538461; 'recall': 0.96875; 'f1-score': 0.9689743589743589; 'support': 32}}
5,2,DNF,3,284,32,8,[35; 36],222,0.309397,0.812500,10,[X3 < 0.746850 AND X4 < 0.995175 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X33 < 0.950980] OR [X0 AND X3 >= -0.609635 AND X4 >= 0.995175],{'0.0': {'precision': 0.883495145631068; 'recall': 0.8921568627450981; 'f1-score': 0.8878048780487806; 'support': 102}; '1.0': {'precision': 0.9392265193370166; 'recall': 0.9340659340659341; 'f1-score': 0.9366391184573004; 'support': 182}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9113608324840423; 'recall': 0.9131113984055161; 'f1-score': 0.9122219982530405; 'support': 284}; 'weighted avg': {'precision': 0.9192103217384012; 'recall': 0.9190140845070423; 'f1-score': 0.9191000602824095; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.6666666666666666; 'f1-score': 0.7272727272727272; 'support': 12}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9; 'f1-score': 0.8571428571428572; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8090909090909091; 'recall': 0.7833333333333333; 'f1-score': 0.7922077922077921; 'support': 32}; 'weighted avg': {'precision': 0.8113636363636364; 'recall': 0.8125; 'f1-score': 0.8084415584415585; 'support': 32}}
5,2,DNF,4,284,32,8,[35; 36],222,0.293634,0.812500,16,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X9 >= -0.572990 AND X13 < 0.975650 AND X15 < 0.968410 AND X22 >= 0.186570 AND X26 < 0.999945 AND X28 >= -0.911830] OR [X0 AND X3 >= 0.007075 AND X4 >= 0.041440 AND X12 < -0.076515],{'0.0': {'precision': 0.751937984496124; 'recall': 0.9509803921568627; 'f1-score': 0.8398268398268398; 'support': 102}; '1.0': {'precision': 0.967741935483871; 'recall': 0.8241758241758241; 'f1-score': 0.8902077151335311; 'support': 182}; 'accuracy': 0.8697183098591549; 'macro avg': {'precision': 0.8598399599899975; 'recall': 0.8875781081663434; 'f1-score': 0.8650172774801854; 'support': 284}; 'weighted avg': {'precision': 0.890234882664328; 'recall': 0.8697183098591549; 'f1-score': 0.8721131754107054; 'support': 284}},{'0.0': {'precision': 0.6875; 'recall': 0.9166666666666666; 'f1-score': 0.7857142857142857; 'support': 12}; '1.0': {'precision': 0.9375; 'recall': 0.75; 'f1-score': 0.8333333333333334; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8125; 'recall': 0.8333333333333333; 'f1-score': 0.8095238095238095; 'support': 32}; 'weighted avg': {'precision': 0.84375; 'recall': 0.8125; 'f1-score': 0.8154761904761905; 'support': 32}}
5,2,DNF,5,284,32,8,[35; 36],222,0.309715,0.906250,11,[X2 >= 0.190280 AND X4 >= 0.418075 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410 AND X20 >= 0.072060 AND X31 >= -0.969765] OR [X4 >= 0.041440 AND X15 >= -0.905170 AND X26 < 0.999945 AND X28 >= -0.911830],{'0.0': {'precision': 0.9777777777777777; 'recall': 0.8627450980392157; 'f1-score': 0.9166666666666665; 'support': 102}; '1.0': {'precision': 0.9278350515463918; 'recall': 0.989010989010989; 'f1-score': 0.9574468085106383; 'support': 182}; 'accuracy': 0.9436619718309859; 'macro avg': {'precision': 0.9528064146620847; 'recall': 0.9258780435251024; 'f1-score': 0.9370567375886525; 'support': 284}; 'weighted avg': {'precision': 0.9457722278689319; 'recall': 0.9436619718309859; 'f1-score': 0.9428004195385077; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 12}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.875; 'f1-score': 0.893687707641196; 'support': 32}; 'weighted avg': {'precision': 0.9184782608695652; 'recall': 0.90625; 'f1-score': 0.9028239202657807; 'support': 32}}
5,2,DNF,6,285,31,8,[35; 36],222,0.382285,0.870968,12,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X13 >= -0.554585] OR [X4 < 0.995175 AND X4 >= 0.418075 AND X5 >= 0.001010 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X26 < 0.999945 AND X30 < 0.995560],{'0.0': {'precision': 0.9893617021276596; 'recall': 0.9029126213592233; 'f1-score': 0.9441624365482233; 'support': 103}; '1.0': {'precision': 0.9476439790575916; 'recall': 0.9945054945054945; 'f1-score': 0.9705093833780161; 'support': 182}; 'accuracy': 0.9614035087719298; 'macro avg': {'precision': 0.9685028405926256; 'recall': 0.9487090579323589; 'f1-score': 0.9573359099631197; 'support': 285}; 'weighted avg': {'precision': 0.9627209105530897; 'recall': 0.9614035087719298; 'f1-score': 0.9609875043483016; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
5,2,DNF,7,285,31,8,[35; 36],222,0.289254,0.903226,14,[X2 >= 0.190280 AND X3 >= -0.609635 AND X7 >= -0.000375 AND X13 >= -0.554585] OR [X4 >= 0.418075 AND X5 >= -0.795310 AND X7 < 0.994515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X10 >= 0.087130 AND X11 >= -0.562930 AND X16 >= 0.292070 AND X18 >= 0.467840 AND X22 >= 0.186570],{'0.0': {'precision': 0.9230769230769231; 'recall': 0.8155339805825242; 'f1-score': 0.865979381443299; 'support': 103}; '1.0': {'precision': 0.9020618556701031; 'recall': 0.9615384615384616; 'f1-score': 0.9308510638297872; 'support': 182}; 'accuracy': 0.9087719298245615; 'macro avg': {'precision': 0.9125693893735132; 'recall': 0.8885362210604929; 'f1-score': 0.8984152226365432; 'support': 285}; 'weighted avg': {'precision': 0.9096567747680065; 'recall': 0.9087719298245615; 'f1-score': 0.9074062101953723; 'support': 285}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9023809523809524; 'recall': 0.884090909090909; 'f1-score': 0.89198606271777; 'support': 31}; 'weighted avg': {'precision': 0.9030721966205837; 'recall': 0.9032258064516129; 'f1-score': 0.9021018320782285; 'support': 31}}
5,2,DNF,8,285,31,8,[35; 36],222,0.287956,0.870968,8,[X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X15 >= -0.905170 AND X26 < 0.999945] OR [X0 AND X2 >= 0.190280 AND X21 < 0.000375],{'0.0': {'precision': 0.963855421686747; 'recall': 0.7766990291262136; 'f1-score': 0.8602150537634409; 'support': 103}; '1.0': {'precision': 0.8861386138613861; 'recall': 0.9835164835164835; 'f1-score': 0.9322916666666666; 'support': 182}; 'accuracy': 0.9087719298245615; 'macro avg': {'precision': 0.9249970177740665; 'recall': 0.8801077563213485; 'f1-score': 0.8962533602150538; 'support': 285}; 'weighted avg': {'precision': 0.9142257409000252; 'recall': 0.9087719298245615; 'f1-score': 0.9062429258630447; 'support': 285}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8762626262626263; 'recall': 0.8386363636363636; 'f1-score': 0.8523809523809524; 'support': 31}; 'weighted avg': {'precision': 0.8725969371130662; 'recall': 0.8709677419354839; 'f1-score': 0.8675883256528417; 'support': 31}}
5,2,DNF,9,285,31,8,[35; 36],222,0.302976,0.806452,14,[X2 < 0.998505 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X5 < 0.825090 AND X6 < 0.999995 AND X9 >= -0.572990 AND X22 < 0.999665 AND X28 >= -0.911830 AND X33 >= -0.974115] OR [X0 AND X2 >= 0.739470 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X16 >= 0.292070],{'0.0': {'precision': 0.9142857142857143; 'recall': 0.9320388349514563; 'f1-score': 0.9230769230769231; 'support': 103}; '1.0': {'precision': 0.9611111111111111; 'recall': 0.9505494505494505; 'f1-score': 0.9558011049723757; 'support': 182}; 'accuracy': 0.9438596491228071; 'macro avg': {'precision': 0.9376984126984127; 'recall': 0.9412941427504534; 'f1-score': 0.9394390140246494; 'support': 285}; 'weighted avg': {'precision': 0.9441882483987747; 'recall': 0.9438596491228071; 'f1-score': 0.9439744708136683; 'support': 285}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.7886363636363636; 'recall': 0.7886363636363636; 'f1-score': 0.7886363636363636; 'support': 31}; 'weighted avg': {'precision': 0.8064516129032258; 'recall': 0.8064516129032258; 'f1-score': 0.8064516129032258; 'support': 31}}
5,2,DNF,0,284,32,4,[71; 71],222,0.350176,0.875000,11,[X2 >= 0.190280 AND X6 < 0.999995 AND X6 >= 0.029375 AND X7 >= -0.000375 AND X13 >= -0.554585] OR [X3 < 0.746850 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X23 >= -0.987455],{'0.0': {'precision': 0.9787234042553191; 'recall': 0.8932038834951457; 'f1-score': 0.934010152284264; 'support': 103}; '1.0': {'precision': 0.9421052631578948; 'recall': 0.988950276243094; 'f1-score': 0.9649595687331537; 'support': 181}; 'accuracy': 0.954225352112676; 'macro avg': {'precision': 0.9604143337066069; 'recall': 0.9410770798691198; 'f1-score': 0.9494848605087088; 'support': 284}; 'weighted avg': {'precision': 0.9553857861615381; 'recall': 0.954225352112676; 'f1-score': 0.9537349564295071; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.9047619047619048; 'f1-score': 0.9047619047619048; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8614718614718615; 'recall': 0.8614718614718615; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
5,2,DNF,1,284,32,4,[71; 71],222,1.078759,1.000000,12,[X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.041440 AND X13 >= -0.554585 AND X25 < 0.802450 AND X26 < 0.999945 AND X28 >= -0.911830] OR [X6 >= 0.029375 AND X7 >= -0.983575 AND X14 < 0.999140 AND X19 >= -0.912755 AND X30 >= 0.995560],{'0.0': {'precision': 0.8773584905660378; 'recall': 0.9029126213592233; 'f1-score': 0.8899521531100479; 'support': 103}; '1.0': {'precision': 0.9438202247191011; 'recall': 0.9281767955801105; 'f1-score': 0.935933147632312; 'support': 181}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9105893576425694; 'recall': 0.9155447084696668; 'f1-score': 0.9129426503711799; 'support': 284}; 'weighted avg': {'precision': 0.9197161450790815; 'recall': 0.9190140845070423; 'f1-score': 0.9192569418724766; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 21}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}}
5,2,DNF,2,284,32,4,[71; 71],222,0.397123,0.968750,10,[X2 >= 0.190280 AND X15 >= -0.905170 AND X33 < -0.000030] OR [X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X28 >= -0.911830 AND X33 < 0.950980],{'0.0': {'precision': 0.900990099009901; 'recall': 0.8921568627450981; 'f1-score': 0.8965517241379312; 'support': 102}; '1.0': {'precision': 0.9398907103825137; 'recall': 0.945054945054945; 'f1-score': 0.9424657534246575; 'support': 182}; 'accuracy': 0.926056338028169; 'macro avg': {'precision': 0.9204404046962074; 'recall': 0.9186059039000216; 'f1-score': 0.9195087387812944; 'support': 284}; 'weighted avg': {'precision': 0.9259193640444627; 'recall': 0.926056338028169; 'f1-score': 0.9259755034695657; 'support': 284}},{'0.0': {'precision': 0.9230769230769231; 'recall': 1.0; 'f1-score': 0.9600000000000001; 'support': 12}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9615384615384616; 'recall': 0.975; 'f1-score': 0.9671794871794872; 'support': 32}; 'weighted avg': {'precision': 0.9711538461538461; 'recall': 0.96875; 'f1-score': 0.9689743589743589; 'support': 32}}
5,2,DNF,3,284,32,4,[71; 71],222,0.489258,0.875000,15,[X4 >= 0.418075 AND X5 >= -0.795310 AND X7 < 0.994515 AND X13 >= -0.554585 AND X19 >= -0.912755 AND X22 >= 0.999665 AND X23 >= -0.987455 AND X26 >= 0.528120] OR [X2 >= 0.190280 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X22 < 0.999665 AND X23 >= -0.987455 AND X31 >= -0.969765],{'0.0': {'precision': 0.9690721649484536; 'recall': 0.9215686274509803; 'f1-score': 0.9447236180904522; 'support': 102}; '1.0': {'precision': 0.9572192513368984; 'recall': 0.9835164835164835; 'f1-score': 0.970189701897019; 'support': 182}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.963145708142676; 'recall': 0.9525425554837319; 'f1-score': 0.9574566599937356; 'support': 284}; 'weighted avg': {'precision': 0.9614762836903442; 'recall': 0.9612676056338029; 'f1-score': 0.9610434323608575; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.75; 'f1-score': 0.8181818181818182; 'support': 12}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8818181818181818; 'recall': 0.85; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.8772727272727273; 'recall': 0.875; 'f1-score': 0.8722943722943723; 'support': 32}}
5,2,DNF,4,284,32,4,[71; 71],222,0.298550,0.906250,11,[X2 >= 0.190280 AND X3 >= -0.000170 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X6 < 0.999995] OR [X5 < 0.825090 AND X6 >= 0.029375 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X15 < 0.968410 AND X16 >= 0.292070],{'0.0': {'precision': 0.9680851063829787; 'recall': 0.8921568627450981; 'f1-score': 0.9285714285714286; 'support': 102}; '1.0': {'precision': 0.9421052631578948; 'recall': 0.9835164835164835; 'f1-score': 0.9623655913978494; 'support': 182}; 'accuracy': 0.9507042253521126; 'macro avg': {'precision': 0.9550951847704368; 'recall': 0.9378366731307908; 'f1-score': 0.9454685099846389; 'support': 284}; 'weighted avg': {'precision': 0.9514360519218334; 'recall': 0.9507042253521126; 'f1-score': 0.9502282512277969; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.8333333333333334; 'f1-score': 0.8695652173913043; 'support': 12}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9069264069264069; 'recall': 0.8916666666666666; 'f1-score': 0.8981972428419935; 'support': 32}; 'weighted avg': {'precision': 0.9063852813852813; 'recall': 0.90625; 'f1-score': 0.9053552492046659; 'support': 32}}
