lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],122,2.026481,0.923077,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9750889679715302; 'recall': 0.9480968858131488; 'f1-score': 0.9614035087719298; 'support': 289}; '1.0': {'precision': 0.9162011173184358; 'recall': 0.9590643274853801; 'f1-score': 0.9371428571428572; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.945645042644983; 'recall': 0.9535806066492645; 'f1-score': 0.9492731829573935; 'support': 460}; 'weighted avg': {'precision': 0.9531980495765755; 'recall': 0.9521739130434783; 'f1-score': 0.9523848752315571; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
5,2,CNF,2,461,51,1,[461; 461],122,36.681100,0.921569,7,[X3 >= 696.250000 OR X20 >= 16.795000 OR X27 >= 0.142350] AND [X0 >= 17.880000 OR X7 >= 0.079005 OR X21 >= 23.350000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9795221843003413; 'recall': 0.9896551724137931; 'f1-score': 0.9845626072041166; 'support': 290}; '1.0': {'precision': 0.9821428571428571; 'recall': 0.9649122807017544; 'f1-score': 0.9734513274336283; 'support': 171}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9808325207215992; 'recall': 0.9772837265577737; 'f1-score': 0.9790069673188724; 'support': 461}; 'weighted avg': {'precision': 0.9804942776974567; 'recall': 0.9804772234273319; 'f1-score': 0.9804410695885992; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,CNF,3,461,51,1,[461; 461],122,116.222558,0.941176,10,[X3 >= 696.250000 OR X20 >= 16.795000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X2 >= 98.755000 OR X7 >= 0.051420 OR X13 >= 31.285000 OR X22 >= 117.450000],{'0.0': {'precision': 0.979381443298969; 'recall': 0.9827586206896551; 'f1-score': 0.9810671256454389; 'support': 290}; '1.0': {'precision': 0.9705882352941176; 'recall': 0.9649122807017544; 'f1-score': 0.967741935483871; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9749848392965433; 'recall': 0.9738354506957048; 'f1-score': 0.9744045305646549; 'support': 461}; 'weighted avg': {'precision': 0.9761197544294906; 'recall': 0.9761388286334056; 'f1-score': 0.9761243761494993; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
5,2,CNF,4,461,51,1,[461; 461],122,131.308512,0.980392,6,[X7 >= 0.079005 OR X21 >= 23.350000 OR X22 >= 117.450000] AND [X7 >= 0.051420 OR X13 >= 53.780000 OR X20 >= 16.795000],{'0.0': {'precision': 0.9793103448275862; 'recall': 0.9793103448275862; 'f1-score': 0.9793103448275862; 'support': 290}; '1.0': {'precision': 0.9649122807017544; 'recall': 0.9649122807017544; 'f1-score': 0.9649122807017544; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9721113127646703; 'recall': 0.9721113127646703; 'f1-score': 0.9721113127646703; 'support': 461}; 'weighted avg': {'precision': 0.9739696312364425; 'recall': 0.9739696312364425; 'f1-score': 0.9739696312364425; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,2,CNF,5,461,51,1,[461; 461],122,107.095912,1.000000,6,[X21 >= 23.350000 OR X22 >= 117.450000 OR X27 >= 0.175750] AND [X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 16.795000],{'0.0': {'precision': 0.9826388888888888; 'recall': 0.9758620689655172; 'f1-score': 0.9792387543252595; 'support': 290}; '1.0': {'precision': 0.9595375722543352; 'recall': 0.9707602339181286; 'f1-score': 0.9651162790697674; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.971088230571612; 'recall': 0.9733111514418229; 'f1-score': 0.9721775166975135; 'support': 461}; 'weighted avg': {'precision': 0.9740698538682627; 'recall': 0.9739696312364425; 'f1-score': 0.9740002656730053; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,2,CNF,6,461,51,1,[461; 461],122,58.274150,0.960784,6,[X21 >= 23.350000 OR X22 >= 117.450000 OR X27 >= 0.175750] AND [X7 >= 0.051420 OR X13 >= 53.780000 OR X20 >= 16.795000],{'0.0': {'precision': 0.9827586206896551; 'recall': 0.9827586206896551; 'f1-score': 0.9827586206896551; 'support': 290}; '1.0': {'precision': 0.9707602339181286; 'recall': 0.9707602339181286; 'f1-score': 0.9707602339181286; 'support': 171}; 'accuracy': 0.9783080260303688; 'macro avg': {'precision': 0.9767594273038919; 'recall': 0.9767594273038919; 'f1-score': 0.9767594273038919; 'support': 461}; 'weighted avg': {'precision': 0.9783080260303688; 'recall': 0.9783080260303688; 'f1-score': 0.9783080260303688; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,2,CNF,7,461,51,1,[461; 461],122,22.551499,0.941176,6,[X3 >= 696.250000 OR X7 >= 0.051420 OR X20 >= 16.795000] AND [X21 >= 23.350000 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9828178694158075; 'recall': 0.9862068965517241; 'f1-score': 0.9845094664371772; 'support': 290}; '1.0': {'precision': 0.9764705882352941; 'recall': 0.9707602339181286; 'f1-score': 0.9736070381231672; 'support': 171}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9796442288255508; 'recall': 0.9784835652349264; 'f1-score': 0.9790582522801722; 'support': 461}; 'weighted avg': {'precision': 0.9804634549215173; 'recall': 0.9804772234273319; 'f1-score': 0.9804653986677723; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,2,CNF,8,461,51,1,[461; 461],122,34.521627,0.941176,4,[X21 >= 23.350000 OR X22 >= 117.450000] AND [X7 >= 0.051420 OR X20 >= 16.795000],{'0.0': {'precision': 0.9826989619377162; 'recall': 0.9793103448275862; 'f1-score': 0.9810017271157168; 'support': 290}; '1.0': {'precision': 0.9651162790697675; 'recall': 0.9707602339181286; 'f1-score': 0.967930029154519; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9739076205037418; 'recall': 0.9750352893728573; 'f1-score': 0.9744658781351179; 'support': 461}; 'weighted avg': {'precision': 0.9761769689433145; 'recall': 0.9761388286334056; 'f1-score': 0.9761530061800014; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,2,CNF,9,461,51,1,[461; 461],122,57.541502,0.980392,6,[X7 >= 0.051420 OR X12 >= 5.131000 OR X20 >= 16.795000] AND [X21 >= 23.350000 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9826989619377162; 'recall': 0.9793103448275862; 'f1-score': 0.9810017271157168; 'support': 290}; '1.0': {'precision': 0.9651162790697675; 'recall': 0.9707602339181286; 'f1-score': 0.967930029154519; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9739076205037418; 'recall': 0.9750352893728573; 'f1-score': 0.9744658781351179; 'support': 461}; 'weighted avg': {'precision': 0.9761769689433145; 'recall': 0.9761388286334056; 'f1-score': 0.9761530061800014; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,2,DNF,0,460,52,1,[460; 460],122,54.234049,0.903846,9,[X13 >= 18.515000 AND X20 >= 14.905000 AND X24 >= 0.136150 AND X25 >= 0.179250 AND X26 >= 0.216400 AND X27 >= 0.109550] OR [X3 >= 696.250000 AND X12 >= 1.751000 AND X15 >= 0.008401],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9930795847750865; 'f1-score': 0.9828767123287672; 'support': 289}; '1.0': {'precision': 0.9878787878787879; 'recall': 0.9532163742690059; 'f1-score': 0.9702380952380953; 'support': 171}; 'accuracy': 0.9782608695652174; 'macro avg': {'precision': 0.9803800719054956; 'recall': 0.9731479795220461; 'f1-score': 0.9765574037834313; 'support': 460}; 'weighted avg': {'precision': 0.9784564882427815; 'recall': 0.9782608695652174; 'f1-score': 0.9781784438015826; 'support': 460}},{'0.0': {'precision': 0.868421052631579; 'recall': 1.0; 'f1-score': 0.9295774647887324; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9342105263157895; 'recall': 0.868421052631579; 'f1-score': 0.8890311566367903; 'support': 52}; 'weighted avg': {'precision': 0.9164979757085021; 'recall': 0.9038461538461539; 'f1-score': 0.8999474703700054; 'support': 52}}
5,2,DNF,1,460,52,1,[460; 460],122,740.520977,1.000000,5,[X6 >= 0.089420 AND X13 >= 18.515000 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.959731543624161; 'recall': 0.9896193771626297; 'f1-score': 0.9744463373083475; 'support': 289}; '1.0': {'precision': 0.9814814814814815; 'recall': 0.9298245614035088; 'f1-score': 0.954954954954955; 'support': 171}; 'accuracy': 0.967391304347826; 'macro avg': {'precision': 0.9706065125528213; 'recall': 0.9597219692830692; 'f1-score': 0.9647006461316512; 'support': 460}; 'weighted avg': {'precision': 0.9678168466102519; 'recall': 0.967391304347826; 'f1-score': 0.9672006277813254; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}}
5,2,DNF,2,461,51,1,[461; 461],122,119.877911,0.941176,5,[X20 >= 16.795000 AND X21 >= 23.350000] OR [X6 >= 0.089420 AND X13 >= 18.515000 AND X27 >= 0.142350],{'0.0': {'precision': 0.9664429530201343; 'recall': 0.993103448275862; 'f1-score': 0.9795918367346937; 'support': 290}; '1.0': {'precision': 0.9877300613496932; 'recall': 0.9415204678362573; 'f1-score': 0.9640718562874252; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9770865071849137; 'recall': 0.9673119580560596; 'f1-score': 0.9718318465110595; 'support': 461}; 'weighted avg': {'precision': 0.9743390387562614; 'recall': 0.9739696312364425; 'f1-score': 0.973834967631694; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,2,DNF,3,461,51,1,[461; 461],122,58.853225,0.921569,6,[X0 < 15.045000 AND X22 >= 101.650000 AND X24 >= 0.136150] OR [X3 >= 696.250000 AND X13 >= 18.515000 AND X15 >= 0.008401],{'0.0': {'precision': 0.9695945945945946; 'recall': 0.9896551724137931; 'f1-score': 0.9795221843003413; 'support': 290}; '1.0': {'precision': 0.9818181818181818; 'recall': 0.9473684210526315; 'f1-score': 0.9642857142857142; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9757063882063882; 'recall': 0.9685117967332123; 'f1-score': 0.9719039492930277; 'support': 461}; 'weighted avg': {'precision': 0.9741287234779643; 'recall': 0.9739696312364425; 'f1-score': 0.9738704785031587; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,DNF,4,461,51,1,[461; 461],122,297.721165,0.980392,5,[X20 >= 16.795000 AND X21 >= 23.350000] OR [X6 >= 0.089420 AND X13 >= 18.515000 AND X27 >= 0.142350],{'0.0': {'precision': 0.9630872483221476; 'recall': 0.9896551724137931; 'f1-score': 0.9761904761904762; 'support': 290}; '1.0': {'precision': 0.9815950920245399; 'recall': 0.935672514619883; 'f1-score': 0.9580838323353292; 'support': 171}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9723411701733438; 'recall': 0.962663843516838; 'f1-score': 0.9671371542629027; 'support': 461}; 'weighted avg': {'precision': 0.9699524137735773; 'recall': 0.9696312364425163; 'f1-score': 0.9694741289036428; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,2,DNF,5,461,51,1,[461; 461],122,704.437802,0.980392,6,[X6 >= 0.089420 AND X7 >= 0.051420 AND X10 >= 0.193650 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9630872483221476; 'recall': 0.9896551724137931; 'f1-score': 0.9761904761904762; 'support': 290}; '1.0': {'precision': 0.9815950920245399; 'recall': 0.935672514619883; 'f1-score': 0.9580838323353292; 'support': 171}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9723411701733438; 'recall': 0.962663843516838; 'f1-score': 0.9671371542629027; 'support': 461}; 'weighted avg': {'precision': 0.9699524137735773; 'recall': 0.9696312364425163; 'f1-score': 0.9694741289036428; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
5,2,DNF,6,461,51,1,[461; 461],122,240.963581,0.921569,5,[X13 >= 18.515000 AND X20 >= 14.905000 AND X27 >= 0.142350] OR [X20 >= 16.795000 AND X21 >= 23.350000],{'0.0': {'precision': 0.9633333333333334; 'recall': 0.996551724137931; 'f1-score': 0.9796610169491525; 'support': 290}; '1.0': {'precision': 0.9937888198757764; 'recall': 0.935672514619883; 'f1-score': 0.963855421686747; 'support': 171}; 'accuracy': 0.9739696312364425; 'macro avg': {'precision': 0.9785610766045549; 'recall': 0.9661121193789071; 'f1-score': 0.9717582193179497; 'support': 461}; 'weighted avg': {'precision': 0.9746302708577537; 'recall': 0.9739696312364425; 'f1-score': 0.9737982039559393; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,2,DNF,7,461,51,1,[461; 461],122,300.517564,0.921569,5,[X22 >= 101.650000 AND X24 >= 0.136150 AND X26 >= 0.216400] OR [X3 >= 696.250000 AND X13 >= 18.515000],{'0.0': {'precision': 0.9662162162162162; 'recall': 0.9862068965517241; 'f1-score': 0.9761092150170648; 'support': 290}; '1.0': {'precision': 0.9757575757575757; 'recall': 0.9415204678362573; 'f1-score': 0.9583333333333334; 'support': 171}; 'accuracy': 0.9696312364425163; 'macro avg': {'precision': 0.9709868959868959; 'recall': 0.9638636821939908; 'f1-score': 0.9672212741751991; 'support': 461}; 'weighted avg': {'precision': 0.9697554189962; 'recall': 0.9696312364425163; 'f1-score': 0.9695155582536851; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,2,DNF,8,461,51,1,[461; 461],122,44.825588,0.901961,7,[X12 >= 1.751000 AND X15 >= 0.008401 AND X20 >= 16.795000] OR [X4 >= 0.089465 AND X6 >= 0.089420 AND X21 >= 23.350000 AND X27 >= 0.142350],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9896551724137931; 'f1-score': 0.9811965811965813; 'support': 290}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9532163742690059; 'f1-score': 0.9673590504451038; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9774045333877884; 'recall': 0.9714357733413994; 'f1-score': 0.9742778158208425; 'support': 461}; 'weighted avg': {'precision': 0.9762369452810322; 'recall': 0.9761388286334056; 'f1-score': 0.9760637877941895; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
5,2,DNF,9,461,51,1,[461; 461],122,162.822766,0.960784,5,[X20 >= 16.795000 AND X21 >= 23.350000] OR [X6 >= 0.089420 AND X13 >= 18.515000 AND X27 >= 0.142350],{'0.0': {'precision': 0.9632107023411371; 'recall': 0.993103448275862; 'f1-score': 0.9779286926994907; 'support': 290}; '1.0': {'precision': 0.9876543209876543; 'recall': 0.935672514619883; 'f1-score': 0.9609609609609608; 'support': 171}; 'accuracy': 0.9718004338394793; 'macro avg': {'precision': 0.9754325116643957; 'recall': 0.9643879814478725; 'f1-score': 0.9694448268302258; 'support': 461}; 'weighted avg': {'precision': 0.9722776411449428; 'recall': 0.9718004338394793; 'f1-score': 0.9716348052216413; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,3,CNF,0,460,52,1,[460; 460],122,1000.219245,0.923077,11,[X21 >= 23.350000 OR X22 >= 117.450000 OR X27 >= 0.175750] AND [X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 16.795000] AND [X0 >= 17.880000 OR X10 >= 0.547850 OR X12 < 2.762000 OR X21 >= 29.295000 OR X28 >= 0.280650],{'0.0': {'precision': 0.9863481228668942; 'recall': 1.0; 'f1-score': 0.993127147766323; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.9766081871345029; 'f1-score': 0.9881656804733728; 'support': 171}; 'accuracy': 0.991304347826087; 'macro avg': {'precision': 0.9931740614334471; 'recall': 0.9883040935672515; 'f1-score': 0.9906464141198479; 'support': 460}; 'weighted avg': {'precision': 0.9914230598011575; 'recall': 0.991304347826087; 'f1-score': 0.9912827762291611; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9090909090909091; 'f1-score': 0.9374999999999999; 'support': 33}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9124423963133641; 'recall': 0.9282296650717703; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9273307337823467; 'recall': 0.9230769230769231; 'f1-score': 0.9237980769230768; 'support': 52}}
5,3,CNF,1,460,52,1,[460; 460],122,1000.189954,0.980769,12,[X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 16.795000] AND [X2 >= 98.755000 OR X12 >= 5.131000 OR X21 >= 29.295000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X10 >= 0.547850 OR X21 >= 23.350000 OR X28 >= 0.280650],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.9965397923875432; 'f1-score': 0.9879931389365352; 'support': 289}; '1.0': {'precision': 0.9939759036144579; 'recall': 0.9649122807017544; 'f1-score': 0.9792284866468842; 'support': 171}; 'accuracy': 0.9847826086956522; 'macro avg': {'precision': 0.9867838701745759; 'recall': 0.9807260365446488; 'f1-score': 0.9836108127917097; 'support': 460}; 'weighted avg': {'precision': 0.984938957248693; 'recall': 0.9847826086956522; 'f1-score': 0.9847349747158171; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.9696969696969697; 'f1-score': 0.9846153846153847; 'support': 33}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.975; 'recall': 0.9848484848484849; 'f1-score': 0.9794871794871796; 'support': 52}; 'weighted avg': {'precision': 0.9817307692307692; 'recall': 0.9807692307692307; 'f1-score': 0.9808678500986192; 'support': 52}}
5,3,CNF,2,461,51,1,[461; 461],122,1000.192107,0.901961,14,[X2 >= 98.755000 OR X15 < 0.018380 OR X20 >= 16.795000 OR X21 >= 29.295000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 16.795000 OR X27 >= 0.142350] AND [X10 >= 0.547850 OR X21 >= 23.350000 OR X23 >= 1214.000000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9897260273972602; 'recall': 0.996551724137931; 'f1-score': 0.9931271477663229; 'support': 290}; '1.0': {'precision': 0.9940828402366864; 'recall': 0.9824561403508771; 'f1-score': 0.988235294117647; 'support': 171}; 'accuracy': 0.9913232104121475; 'macro avg': {'precision': 0.9919044338169734; 'recall': 0.9895039322444041; 'f1-score': 0.990681220941985; 'support': 461}; 'weighted avg': {'precision': 0.9913421119862882; 'recall': 0.9913232104121475; 'f1-score': 0.9913125990159464; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
