lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,1,[284; 284],222,14.700062,0.812500,1,[X26 < 0.999945],{'0.0': {'precision': 0.8714285714285714; 'recall': 0.5980392156862745; 'f1-score': 0.7093023255813954; 'support': 102}; '1.0': {'precision': 0.8084112149532711; 'recall': 0.9505494505494505; 'f1-score': 0.8737373737373737; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8399198931909213; 'recall': 0.7742943331178624; 'f1-score': 0.7915198496593845; 'support': 284}; 'weighted avg': {'precision': 0.8310442091803156; 'recall': 0.823943661971831; 'f1-score': 0.8146797155968463; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
5,2,CNF,2,284,32,1,[284; 284],222,1000.149500,0.812500,4,[X12 < -0.076515 OR X14 >= 0.239955 OR X33 < -0.000030] AND [X26 < 0.999945],{'0.0': {'precision': 0.8829787234042553; 'recall': 0.8137254901960784; 'f1-score': 0.846938775510204; 'support': 102}; '1.0': {'precision': 0.9; 'recall': 0.9395604395604396; 'f1-score': 0.9193548387096774; 'support': 182}; 'accuracy': 0.8943661971830986; 'macro avg': {'precision': 0.8914893617021277; 'recall': 0.876642964878259; 'f1-score': 0.8831468071099406; 'support': 284}; 'weighted avg': {'precision': 0.8938867246029368; 'recall': 0.8943661971830986; 'f1-score': 0.8933462526309933; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
5,2,CNF,3,284,32,1,[284; 284],222,1000.206125,0.906250,3,[X11 >= 0.001845 OR X12 >= 0.354740] AND [X26 < 0.999945],{'0.0': {'precision': 0.8736842105263158; 'recall': 0.8217821782178217; 'f1-score': 0.8469387755102041; 'support': 101}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.9344262295081968; 'f1-score': 0.9193548387096775; 'support': 183}; 'accuracy': 0.8943661971830986; 'macro avg': {'precision': 0.8892230576441102; 'recall': 0.8781042038630092; 'f1-score': 0.8831468071099409; 'support': 284}; 'weighted avg': {'precision': 0.8937096261781214; 'recall': 0.8943661971830986; 'f1-score': 0.8936012387690196; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.8333333333333334; 'f1-score': 0.8695652173913043; 'support': 12}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9069264069264069; 'recall': 0.8916666666666666; 'f1-score': 0.8981972428419935; 'support': 32}; 'weighted avg': {'precision': 0.9063852813852813; 'recall': 0.90625; 'f1-score': 0.9053552492046659; 'support': 32}}
5,2,CNF,4,284,32,1,[284; 284],222,1000.143508,0.843750,3,[X4 >= 0.418075 OR X22 >= 0.186570] AND [X26 < 0.999945],{'0.0': {'precision': 0.89; 'recall': 0.8811881188118812; 'f1-score': 0.8855721393034827; 'support': 101}; '1.0': {'precision': 0.9347826086956522; 'recall': 0.9398907103825137; 'f1-score': 0.9373297002724795; 'support': 183}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9123913043478261; 'recall': 0.9105394145971974; 'f1-score': 0.9114509197879811; 'support': 284}; 'weighted avg': {'precision': 0.9188563992651562; 'recall': 0.9190140845070423; 'f1-score': 0.9189229620405476; 'support': 284}},{'0.0': {'precision': 0.7692307692307693; 'recall': 0.8333333333333334; 'f1-score': 0.8; 'support': 12}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.85; 'f1-score': 0.8717948717948718; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8319838056680162; 'recall': 0.8416666666666667; 'f1-score': 0.8358974358974359; 'support': 32}; 'weighted avg': {'precision': 0.8476720647773279; 'recall': 0.84375; 'f1-score': 0.844871794871795; 'support': 32}}
5,2,CNF,5,284,32,1,[284; 284],222,1000.145491,0.718750,4,[X26 < 0.999945] AND [X12 >= 0.354740 OR X16 < -0.054150 OR X22 >= 0.186570],{'0.0': {'precision': 0.89; 'recall': 0.8811881188118812; 'f1-score': 0.8855721393034827; 'support': 101}; '1.0': {'precision': 0.9347826086956522; 'recall': 0.9398907103825137; 'f1-score': 0.9373297002724795; 'support': 183}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9123913043478261; 'recall': 0.9105394145971974; 'f1-score': 0.9114509197879811; 'support': 284}; 'weighted avg': {'precision': 0.9188563992651562; 'recall': 0.9190140845070423; 'f1-score': 0.9189229620405476; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.5; 'f1-score': 0.5714285714285715; 'support': 12}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.85; 'f1-score': 0.7906976744186046; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7028985507246377; 'recall': 0.675; 'f1-score': 0.6810631229235881; 'support': 32}; 'weighted avg': {'precision': 0.7119565217391304; 'recall': 0.71875; 'f1-score': 0.7084717607973422; 'support': 32}}
5,2,CNF,6,285,31,1,[285; 285],222,1000.170766,0.838710,2,[X26 < 0.999945] AND [X4 >= 0.041440],{'0.0': {'precision': 0.9148936170212766; 'recall': 0.8431372549019608; 'f1-score': 0.8775510204081632; 'support': 102}; '1.0': {'precision': 0.9162303664921466; 'recall': 0.9562841530054644; 'f1-score': 0.9358288770053477; 'support': 183}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.9155619917567116; 'recall': 0.8997107039537127; 'f1-score': 0.9066899487067555; 'support': 285}; 'weighted avg': {'precision': 0.9157519508920456; 'recall': 0.9157894736842105; 'f1-score': 0.9149715388547763; 'support': 285}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.8136363636363637; 'f1-score': 0.8199767711962833; 'support': 31}; 'weighted avg': {'precision': 0.8368663594470046; 'recall': 0.8387096774193549; 'f1-score': 0.8368363867970477; 'support': 31}}
5,2,CNF,7,285,31,1,[285; 285],222,1000.141329,0.967742,4,[X21 < -0.001400 OR X26 < 0.999945] AND [X4 >= 0.418075 OR X22 >= 0.186570],{'0.0': {'precision': 0.9080459770114943; 'recall': 0.7745098039215687; 'f1-score': 0.835978835978836; 'support': 102}; '1.0': {'precision': 0.8838383838383839; 'recall': 0.9562841530054644; 'f1-score': 0.9186351706036745; 'support': 183}; 'accuracy': 0.8912280701754386; 'macro avg': {'precision': 0.895942180424939; 'recall': 0.8653969784635165; 'f1-score': 0.8773070032912553; 'support': 285}; 'weighted avg': {'precision': 0.892502154026655; 'recall': 0.8912280701754386; 'f1-score': 0.889052903474785; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,2,CNF,8,285,31,1,[285; 285],222,1000.149538,0.903226,2,[X4 >= 0.041440] AND [X26 < 0.999945],{'0.0': {'precision': 0.9042553191489362; 'recall': 0.8333333333333334; 'f1-score': 0.8673469387755102; 'support': 102}; '1.0': {'precision': 0.9109947643979057; 'recall': 0.9508196721311475; 'f1-score': 0.9304812834224598; 'support': 183}; 'accuracy': 0.9087719298245615; 'macro avg': {'precision': 0.907625041773421; 'recall': 0.8920765027322404; 'f1-score': 0.898914111098985; 'support': 285}; 'weighted avg': {'precision': 0.908582752414064; 'recall': 0.9087719298245615; 'f1-score': 0.907885833759341; 'support': 285}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9023809523809524; 'recall': 0.884090909090909; 'f1-score': 0.89198606271777; 'support': 31}; 'weighted avg': {'precision': 0.9030721966205837; 'recall': 0.9032258064516129; 'f1-score': 0.9021018320782285; 'support': 31}}
5,2,CNF,9,285,31,1,[285; 285],222,1000.194975,0.935484,3,[X26 < 0.999945] AND [X4 >= 0.418075 OR X22 >= 0.186570],{'0.0': {'precision': 0.8725490196078431; 'recall': 0.8725490196078431; 'f1-score': 0.8725490196078431; 'support': 102}; '1.0': {'precision': 0.9289617486338798; 'recall': 0.9289617486338798; 'f1-score': 0.9289617486338798; 'support': 183}; 'accuracy': 0.9087719298245615; 'macro avg': {'precision': 0.9007553841208615; 'recall': 0.9007553841208615; 'f1-score': 0.9007553841208615; 'support': 285}; 'weighted avg': {'precision': 0.9087719298245615; 'recall': 0.9087719298245615; 'f1-score': 0.9087719298245615; 'support': 285}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9295454545454545; 'recall': 0.9295454545454545; 'f1-score': 0.9295454545454546; 'support': 31}; 'weighted avg': {'precision': 0.9354838709677419; 'recall': 0.9354838709677419; 'f1-score': 0.9354838709677419; 'support': 31}}
5,2,DNF,0,284,32,1,[284; 284],222,79.756490,0.968750,13,[X2 >= 0.739470 AND X4 >= 0.418075 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X19 >= -0.912755] OR [X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X29 >= -0.914280 AND X32 < 0.994855],{'0.0': {'precision': 1.0; 'recall': 0.9509803921568627; 'f1-score': 0.9748743718592965; 'support': 102}; '1.0': {'precision': 0.9732620320855615; 'recall': 1.0; 'f1-score': 0.986449864498645; 'support': 182}; 'accuracy': 0.9823943661971831; 'macro avg': {'precision': 0.9866310160427807; 'recall': 0.9754901960784313; 'f1-score': 0.9806621181789708; 'support': 284}; 'weighted avg': {'precision': 0.9828651050689161; 'recall': 0.9823943661971831; 'f1-score': 0.9822924692549353; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9545454545454546; 'recall': 1.0; 'f1-score': 0.9767441860465117; 'support': 21}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9772727272727273; 'recall': 0.9545454545454546; 'f1-score': 0.9645625692137321; 'support': 32}; 'weighted avg': {'precision': 0.9701704545454546; 'recall': 0.96875; 'f1-score': 0.9683693244739757; 'support': 32}}
5,2,DNF,1,284,32,1,[284; 284],222,66.546633,0.812500,12,[X4 >= 0.418075 AND X8 >= 0.055610 AND X11 < 0.001845 AND X15 < 0.968410 AND X15 >= -0.905170 AND X16 >= 0.292070] OR [X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X11 >= 0.001845 AND X13 >= -0.554585 AND X17 >= -0.805795],{'0.0': {'precision': 1.0; 'recall': 0.9607843137254902; 'f1-score': 0.98; 'support': 102}; '1.0': {'precision': 0.978494623655914; 'recall': 1.0; 'f1-score': 0.9891304347826088; 'support': 182}; 'accuracy': 0.9859154929577465; 'macro avg': {'precision': 0.989247311827957; 'recall': 0.9803921568627452; 'f1-score': 0.9845652173913044; 'support': 284}; 'weighted avg': {'precision': 0.9862183855823112; 'recall': 0.9859154929577465; 'f1-score': 0.9858511941212492; 'support': 284}},{'0.0': {'precision': 0.6923076923076923; 'recall': 0.8181818181818182; 'f1-score': 0.7500000000000001; 'support': 11}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8095238095238095; 'f1-score': 0.8500000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7935222672064777; 'recall': 0.8138528138528138; 'f1-score': 0.8; 'support': 32}; 'weighted avg': {'precision': 0.8251518218623481; 'recall': 0.8125; 'f1-score': 0.815625; 'support': 32}}
5,2,DNF,2,284,32,1,[284; 284],222,124.205823,0.937500,14,[X2 >= 0.998505 AND X5 >= -0.795310 AND X6 >= 0.029375 AND X7 >= -0.983575 AND X15 >= -0.905170 AND X33 < 0.950980] OR [X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X23 >= -0.987455 AND X29 >= -0.914280],{'0.0': {'precision': 1.0; 'recall': 0.9509803921568627; 'f1-score': 0.9748743718592965; 'support': 102}; '1.0': {'precision': 0.9732620320855615; 'recall': 1.0; 'f1-score': 0.986449864498645; 'support': 182}; 'accuracy': 0.9823943661971831; 'macro avg': {'precision': 0.9866310160427807; 'recall': 0.9754901960784313; 'f1-score': 0.9806621181789708; 'support': 284}; 'weighted avg': {'precision': 0.9828651050689161; 'recall': 0.9823943661971831; 'f1-score': 0.9822924692549353; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.9523809523809523; 'f1-score': 0.9523809523809523; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9307359307359306; 'recall': 0.9307359307359306; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,2,DNF,3,284,32,1,[284; 284],222,113.851318,0.906250,13,[X2 >= 0.190280 AND X3 < 0.746850 AND X5 >= -0.795310 AND X7 < 0.994515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X12 >= 0.015670 AND X15 >= -0.905170 AND X17 >= -0.805795 AND X23 >= -0.987455] OR [X2 >= 0.190280 AND X7 >= 0.000985 AND X16 < -0.054150],{'0.0': {'precision': 0.9897959183673469; 'recall': 0.9603960396039604; 'f1-score': 0.9748743718592964; 'support': 101}; '1.0': {'precision': 0.978494623655914; 'recall': 0.994535519125683; 'f1-score': 0.986449864498645; 'support': 183}; 'accuracy': 0.9823943661971831; 'macro avg': {'precision': 0.9841452710116305; 'recall': 0.9774657793648217; 'f1-score': 0.9806621181789708; 'support': 284}; 'weighted avg': {'precision': 0.9825137460708955; 'recall': 0.9823943661971831; 'f1-score': 0.9823332280318344; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.8333333333333334; 'f1-score': 0.8695652173913043; 'support': 12}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9069264069264069; 'recall': 0.8916666666666666; 'f1-score': 0.8981972428419935; 'support': 32}; 'weighted avg': {'precision': 0.9063852813852813; 'recall': 0.90625; 'f1-score': 0.9053552492046659; 'support': 32}}
5,2,DNF,4,284,32,1,[284; 284],222,56.784577,0.875000,12,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410 AND X28 >= -0.911830] OR [X4 >= 0.418075 AND X26 < 0.999945 AND X33 < -0.000030],{'0.0': {'precision': 1.0; 'recall': 0.9702970297029703; 'f1-score': 0.9849246231155778; 'support': 101}; '1.0': {'precision': 0.9838709677419355; 'recall': 1.0; 'f1-score': 0.991869918699187; 'support': 183}; 'accuracy': 0.9894366197183099; 'macro avg': {'precision': 0.9919354838709677; 'recall': 0.9851485148514851; 'f1-score': 0.9883972709073824; 'support': 284}; 'weighted avg': {'precision': 0.9896069968196275; 'recall': 0.9894366197183099; 'f1-score': 0.9893999368191005; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.75; 'f1-score': 0.8181818181818182; 'support': 12}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8818181818181818; 'recall': 0.85; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.8772727272727273; 'recall': 0.875; 'f1-score': 0.8722943722943723; 'support': 32}}
5,2,DNF,5,284,32,1,[284; 284],222,64.844553,0.906250,13,[X2 >= 0.190280 AND X5 >= 0.001010 AND X16 < -0.054150] OR [X2 >= 0.190280 AND X3 < 0.746850 AND X5 >= -0.795310 AND X7 < 0.994515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X12 >= 0.015670 AND X13 >= -0.554585 AND X15 >= -0.905170 AND X17 >= -0.805795],{'0.0': {'precision': 0.9897959183673469; 'recall': 0.9603960396039604; 'f1-score': 0.9748743718592964; 'support': 101}; '1.0': {'precision': 0.978494623655914; 'recall': 0.994535519125683; 'f1-score': 0.986449864498645; 'support': 183}; 'accuracy': 0.9823943661971831; 'macro avg': {'precision': 0.9841452710116305; 'recall': 0.9774657793648217; 'f1-score': 0.9806621181789708; 'support': 284}; 'weighted avg': {'precision': 0.9825137460708955; 'recall': 0.9823943661971831; 'f1-score': 0.9823332280318344; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.8333333333333334; 'f1-score': 0.8695652173913043; 'support': 12}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9069264069264069; 'recall': 0.8916666666666666; 'f1-score': 0.8981972428419935; 'support': 32}; 'weighted avg': {'precision': 0.9063852813852813; 'recall': 0.90625; 'f1-score': 0.9053552492046659; 'support': 32}}
5,2,DNF,6,285,31,1,[285; 285],222,170.784905,0.870968,16,[X2 >= 0.190280 AND X3 >= -0.609635 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410 AND X16 >= 0.292070 AND X20 >= 0.072060] OR [X2 >= 0.190280 AND X4 >= 0.041440 AND X6 < 0.999995 AND X9 >= -0.572990 AND X10 < 0.999100 AND X13 >= -0.554585 AND X21 < 0.923655 AND X22 < 0.999665],{'0.0': {'precision': 0.99; 'recall': 0.9705882352941176; 'f1-score': 0.9801980198019802; 'support': 102}; '1.0': {'precision': 0.9837837837837838; 'recall': 0.994535519125683; 'f1-score': 0.9891304347826088; 'support': 183}; 'accuracy': 0.9859649122807017; 'macro avg': {'precision': 0.9868918918918919; 'recall': 0.9825618772099003; 'f1-score': 0.9846642272922945; 'support': 285}; 'weighted avg': {'precision': 0.9860085348506401; 'recall': 0.9859649122807017; 'f1-score': 0.9859335704737522; 'support': 285}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8590909090909091; 'recall': 0.8590909090909091; 'f1-score': 0.8590909090909091; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8709677419354839; 'f1-score': 0.8709677419354839; 'support': 31}}
5,2,DNF,7,285,31,1,[285; 285],222,71.368674,0.935484,13,[X2 >= 0.190280 AND X4 >= 0.041440 AND X6 < 0.999995 AND X9 >= -0.572990 AND X10 < 0.999100 AND X13 >= -0.554585 AND X24 < 0.999495] OR [X2 >= 0.739470 AND X7 < 0.994515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X19 >= -0.912755 AND X20 >= 0.072060],{'0.0': {'precision': 1.0; 'recall': 0.9607843137254902; 'f1-score': 0.98; 'support': 102}; '1.0': {'precision': 0.9786096256684492; 'recall': 1.0; 'f1-score': 0.9891891891891893; 'support': 183}; 'accuracy': 0.9859649122807017; 'macro avg': {'precision': 0.9893048128342246; 'recall': 0.9803921568627452; 'f1-score': 0.9845945945945946; 'support': 285}; 'weighted avg': {'precision': 0.9862651280607938; 'recall': 0.9859649122807017; 'f1-score': 0.985900426742532; 'support': 285}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9295454545454545; 'recall': 0.9295454545454545; 'f1-score': 0.9295454545454546; 'support': 31}; 'weighted avg': {'precision': 0.9354838709677419; 'recall': 0.9354838709677419; 'f1-score': 0.9354838709677419; 'support': 31}}
5,2,DNF,8,285,31,1,[285; 285],222,162.208812,0.967742,15,[X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410 AND X17 >= -0.805795 AND X28 >= -0.911830] OR [X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X5 >= -0.795310 AND X6 >= 0.029375 AND X33 < -0.000030],{'0.0': {'precision': 1.0; 'recall': 0.9607843137254902; 'f1-score': 0.98; 'support': 102}; '1.0': {'precision': 0.9786096256684492; 'recall': 1.0; 'f1-score': 0.9891891891891893; 'support': 183}; 'accuracy': 0.9859649122807017; 'macro avg': {'precision': 0.9893048128342246; 'recall': 0.9803921568627452; 'f1-score': 0.9845945945945946; 'support': 285}; 'weighted avg': {'precision': 0.9862651280607938; 'recall': 0.9859649122807017; 'f1-score': 0.985900426742532; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,2,DNF,9,285,31,1,[285; 285],222,120.067137,1.000000,15,[X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410 AND X17 >= -0.805795 AND X28 >= -0.911830] OR [X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X5 >= -0.795310 AND X15 >= -0.905170 AND X33 < -0.000030],{'0.0': {'precision': 1.0; 'recall': 0.9509803921568627; 'f1-score': 0.9748743718592965; 'support': 102}; '1.0': {'precision': 0.973404255319149; 'recall': 1.0; 'f1-score': 0.986522911051213; 'support': 183}; 'accuracy': 0.9824561403508771; 'macro avg': {'precision': 0.9867021276595744; 'recall': 0.9754901960784313; 'f1-score': 0.9806986414552548; 'support': 285}; 'weighted avg': {'precision': 0.9829227323628218; 'recall': 0.9824561403508771; 'f1-score': 0.9823539601825272; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 20}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}}
5,3,CNF,0,284,32,1,[284; 284],222,1000.212878,0.968750,5,[X7 >= 0.000985 OR X20 >= 0.072060] AND [X4 >= 0.418075 OR X22 >= 0.186570] AND [X26 < 0.999945],{'0.0': {'precision': 0.8691588785046729; 'recall': 0.9117647058823529; 'f1-score': 0.8899521531100477; 'support': 102}; '1.0': {'precision': 0.9491525423728814; 'recall': 0.9230769230769231; 'f1-score': 0.9359331476323121; 'support': 182}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9091557104387771; 'recall': 0.9174208144796381; 'f1-score': 0.9129426503711799; 'support': 284}; 'weighted avg': {'precision': 0.9204224236596515; 'recall': 0.9190140845070423; 'f1-score': 0.9194188467827665; 'support': 284}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.9523809523809523; 'f1-score': 0.975609756097561; 'support': 21}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.9761904761904762; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9713541666666666; 'recall': 0.96875; 'f1-score': 0.9690482502651114; 'support': 32}}
5,3,CNF,1,284,32,1,[284; 284],222,1000.236362,0.875000,6,[X11 >= 0.001845 OR X16 >= 0.292070] AND [X7 >= 0.000985 OR X26 < 0.999945] AND [X4 >= 0.418075 OR X22 >= 0.186570],{'0.0': {'precision': 0.9263157894736842; 'recall': 0.8627450980392157; 'f1-score': 0.8934010152284264; 'support': 102}; '1.0': {'precision': 0.9259259259259259; 'recall': 0.9615384615384616; 'f1-score': 0.9433962264150944; 'support': 182}; 'accuracy': 0.926056338028169; 'macro avg': {'precision': 0.926120857699805; 'recall': 0.9121417797888387; 'f1-score': 0.9183986208217604; 'support': 284}; 'weighted avg': {'precision': 0.9260659473409659; 'recall': 0.926056338028169; 'f1-score': 0.9254401998621361; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.9047619047619048; 'f1-score': 0.9047619047619048; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8614718614718615; 'recall': 0.8614718614718615; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
