l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.172090,0.716981,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5; 'recall': 0.6343283582089553; 'f1-score': 0.5592105263157895; 'support': 134}; '1.0': {'precision': 0.8355704697986577; 'recall': 0.7455089820359282; 'f1-score': 0.7879746835443038; 'support': 334}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.6677852348993288; 'recall': 0.6899186701224418; 'f1-score': 0.6735926049300467; 'support': 468}; 'weighted avg': {'precision': 0.7394883267366489; 'recall': 0.7136752136752138; 'f1-score': 0.7224738351070796; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6666666666666666; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7368421052631579; 'f1-score': 0.7887323943661972; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6742424242424243; 'recall': 0.7017543859649122; 'f1-score': 0.6800804828973843; 'support': 53}; 'weighted avg': {'precision': 0.7498570611778159; 'recall': 0.7169811320754716; 'f1-score': 0.7272313124027183; 'support': 53}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [67, 67], 'n_partitions': 7}, (mean val acc cv) 0.702395 (+- 0.029656), (mean training time) 0.238151 (+- 0.042820)
l: 5,2,CNF,0,468,53,3,[156; 156],14,0.692892,0.754717,11,[(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4968944099378882; 'recall': 0.5970149253731343; 'f1-score': 0.5423728813559322; 'support': 134}; '1.0': {'precision': 0.8241042345276873; 'recall': 0.7574850299401198; 'f1-score': 0.7893915756630265; 'support': 334}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6604993222327877; 'recall': 0.677249977656627; 'f1-score': 0.6658822285094794; 'support': 468}; 'weighted avg': {'precision': 0.7304159514186422; 'recall': 0.7115384615384616; 'f1-score': 0.71866400079732; 'support': 468}},{'0.0': {'precision': 0.5625; 'recall': 0.6; 'f1-score': 0.5806451612903225; 'support': 15}; '1.0': {'precision': 0.8378378378378378; 'recall': 0.8157894736842105; 'f1-score': 0.8266666666666665; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.7001689189189189; 'recall': 0.7078947368421052; 'f1-score': 0.7036559139784946; 'support': 53}; 'weighted avg': {'precision': 0.7599120346761856; 'recall': 0.7547169811320755; 'f1-score': 0.7570379387299654; 'support': 53}}
l: 5,2,CNF,1,469,52,3,[156; 157],14,0.673549,0.653846,11,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5555555555555556; 'recall': 0.14814814814814814; 'f1-score': 0.23391812865497075; 'support': 135}; '1.0': {'precision': 0.7344110854503464; 'recall': 0.9520958083832335; 'f1-score': 0.8292046936114733; 'support': 334}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6449833205029509; 'recall': 0.5501219782656908; 'f1-score': 0.5315614111332221; 'support': 469}; 'weighted avg': {'precision': 0.6829281504060035; 'recall': 0.720682302771855; 'f1-score': 0.6578535501804971; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.8947368421052632; 'f1-score': 0.7906976744186046; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.3541666666666667; 'recall': 0.4473684210526316; 'f1-score': 0.3953488372093023; 'support': 52}; 'weighted avg': {'precision': 0.5176282051282052; 'recall': 0.6538461538461539; 'f1-score': 0.5778175313059034; 'support': 52}}
l: 5,2,CNF,2,469,52,3,[156; 157],14,1.322480,0.692308,8,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.484375; 'recall': 0.4626865671641791; 'f1-score': 0.4732824427480916; 'support': 134}; '1.0': {'precision': 0.7888563049853372; 'recall': 0.8029850746268656; 'f1-score': 0.7958579881656804; 'support': 335}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6366156524926686; 'recall': 0.6328358208955224; 'f1-score': 0.634570215456886; 'support': 469}; 'weighted avg': {'precision': 0.701861646418098; 'recall': 0.7057569296375267; 'f1-score': 0.7036935466177979; 'support': 469}},{'0.0': {'precision': 0.47058823529411764; 'recall': 0.5333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.7567567567567568; 'f1-score': 0.7777777777777778; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6352941176470588; 'recall': 0.6450450450450451; 'f1-score': 0.6388888888888888; 'support': 52}; 'weighted avg': {'precision': 0.7049773755656108; 'recall': 0.6923076923076923; 'f1-score': 0.6976495726495726; 'support': 52}}
l: 5,2,CNF,3,469,52,3,[156; 157],14,0.697711,0.750000,10,[(NOT X1) OR X3 >= 1.250000 OR X5 < 61.500000 OR X6 >= 59.500000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4930555555555556; 'recall': 0.5298507462686567; 'f1-score': 0.5107913669064749; 'support': 134}; '1.0': {'precision': 0.8061538461538461; 'recall': 0.7820895522388059; 'f1-score': 0.793939393939394; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6496047008547008; 'recall': 0.6559701492537313; 'f1-score': 0.6523653804229343; 'support': 469}; 'weighted avg': {'precision': 0.7166971916971916; 'recall': 0.7100213219616205; 'f1-score': 0.7130399576442743; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5517241379310344; 'support': 15}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.8378378378378378; 'f1-score': 0.8266666666666665; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6936090225563909; 'recall': 0.6855855855855856; 'f1-score': 0.6891954022988505; 'support': 52}; 'weighted avg': {'precision': 0.7453007518796991; 'recall': 0.75; 'f1-score': 0.7473563218390804; 'support': 52}}
l: 5,2,CNF,4,469,52,3,[156; 157],14,0.859152,0.750000,11,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5042735042735043; 'recall': 0.44029850746268656; 'f1-score': 0.47011952191235057; 'support': 134}; '1.0': {'precision': 0.7869318181818182; 'recall': 0.826865671641791; 'f1-score': 0.8064046579330423; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6456026612276613; 'recall': 0.6335820895522388; 'f1-score': 0.6382620899226964; 'support': 469}; 'weighted avg': {'precision': 0.7061722999222999; 'recall': 0.7164179104477612; 'f1-score': 0.710323190498559; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5517241379310344; 'support': 15}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.8378378378378378; 'f1-score': 0.8266666666666665; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6936090225563909; 'recall': 0.6855855855855856; 'f1-score': 0.6891954022988505; 'support': 52}; 'weighted avg': {'precision': 0.7453007518796991; 'recall': 0.75; 'f1-score': 0.7473563218390804; 'support': 52}}
l: 5,2,CNF,5,469,52,3,[156; 157],14,0.467968,0.653846,8,[X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [X2 < 1.650000 OR X3 < 1.250000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.45588235294117646; 'recall': 0.23134328358208955; 'f1-score': 0.30693069306930687; 'support': 134}; '1.0': {'precision': 0.743142144638404; 'recall': 0.8895522388059701; 'f1-score': 0.8097826086956521; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.5995122487897903; 'recall': 0.5604477611940298; 'f1-score': 0.5583566508824795; 'support': 469}; 'weighted avg': {'precision': 0.6610679184391961; 'recall': 0.7014925373134329; 'f1-score': 0.6661106328024106; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.26666666666666666; 'f1-score': 0.30769230769230765; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.8108108108108109; 'f1-score': 0.7692307692307694; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5476718403547671; 'recall': 0.5387387387387388; 'f1-score': 0.5384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.6255330035817841; 'recall': 0.6538461538461539; 'f1-score': 0.636094674556213; 'support': 52}}
l: 5,2,CNF,6,469,52,3,[156; 157],14,1.483702,0.692308,9,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X3 >= 1.250000 OR X4 >= 211.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.4406779661016949; 'recall': 0.19402985074626866; 'f1-score': 0.2694300518134715; 'support': 134}; '1.0': {'precision': 0.7365853658536585; 'recall': 0.9014925373134328; 'f1-score': 0.810738255033557; 'support': 335}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.5886316659776767; 'recall': 0.5477611940298508; 'f1-score': 0.5400841534235142; 'support': 469}; 'weighted avg': {'precision': 0.6520403944959546; 'recall': 0.6993603411513859; 'f1-score': 0.6560787683992468; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,2,CNF,7,469,52,3,[156; 157],14,0.703348,0.576923,9,[(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.47115384615384615; 'recall': 0.3656716417910448; 'f1-score': 0.4117647058823529; 'support': 134}; '1.0': {'precision': 0.7671232876712328; 'recall': 0.835820895522388; 'f1-score': 0.8; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6191385669125395; 'recall': 0.6007462686567164; 'f1-score': 0.6058823529411765; 'support': 469}; 'weighted avg': {'precision': 0.6825605900948366; 'recall': 0.7014925373134329; 'f1-score': 0.6890756302521008; 'support': 469}},{'0.0': {'precision': 0.34782608695652173; 'recall': 0.5333333333333333; 'f1-score': 0.4210526315789474; 'support': 15}; '1.0': {'precision': 0.7586206896551724; 'recall': 0.5945945945945946; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.553223388305847; 'recall': 0.563963963963964; 'f1-score': 0.543859649122807; 'support': 52}; 'weighted avg': {'precision': 0.6401222465690231; 'recall': 0.5769230769230769; 'f1-score': 0.5958164642375169; 'support': 52}}
l: 5,2,CNF,8,469,52,3,[156; 157],14,1.373654,0.711538,11,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5252525252525253; 'recall': 0.3880597014925373; 'f1-score': 0.44635193133047213; 'support': 134}; '1.0': {'precision': 0.7783783783783784; 'recall': 0.8597014925373134; 'f1-score': 0.8170212765957446; 'support': 335}; 'accuracy': 0.7249466950959488; 'macro avg': {'precision': 0.6518154518154519; 'recall': 0.6238805970149254; 'f1-score': 0.6316866039631084; 'support': 469}; 'weighted avg': {'precision': 0.7060567060567061; 'recall': 0.7249466950959488; 'f1-score': 0.7111157493770953; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
l: 5,2,CNF,9,469,52,3,[156; 157],14,0.825331,0.750000,10,[(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.47959183673469385; 'recall': 0.35074626865671643; 'f1-score': 0.4051724137931035; 'support': 134}; '1.0': {'precision': 0.7654986522911051; 'recall': 0.8477611940298507; 'f1-score': 0.8045325779036828; 'support': 335}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6225452445128995; 'recall': 0.5992537313432835; 'f1-score': 0.6048524958483932; 'support': 469}; 'weighted avg': {'precision': 0.6838109907035591; 'recall': 0.7057569296375267; 'f1-score': 0.6904296738720888; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.698549 (+- 0.054893), (mean training time) 0.909979 (+- 0.333198)
l: 5,2,DNF,0,468,53,58,[8; 9],14,1.193395,0.679245,4,[X1 AND X4 >= 211.500000] OR [(NOT X1) AND X5 < 61.500000],{'0.0': {'precision': 0.35602094240837695; 'recall': 0.5074626865671642; 'f1-score': 0.4184615384615384; 'support': 134}; '1.0': {'precision': 0.7617328519855595; 'recall': 0.6317365269461078; 'f1-score': 0.6906710310965629; 'support': 334}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5588768971969682; 'recall': 0.569599606756636; 'f1-score': 0.5545662847790507; 'support': 468}; 'weighted avg': {'precision': 0.6455674761664517; 'recall': 0.5961538461538461; 'f1-score': 0.612730706282261; 'support': 468}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7631578947368421; 'f1-score': 0.7733333333333334; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.6106418918918919; 'recall': 0.6149122807017544; 'f1-score': 0.61247311827957; 'support': 53}; 'weighted avg': {'precision': 0.6857789393166751; 'recall': 0.6792452830188679; 'f1-score': 0.6822803814161088; 'support': 53}}
l: 5,2,DNF,1,469,52,58,[8; 9],14,1.166820,0.634615,2,[X3 >= 1.250000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.4541284403669725; 'recall': 0.7333333333333333; 'f1-score': 0.5609065155807366; 'support': 135}; '1.0': {'precision': 0.8565737051792829; 'recall': 0.6437125748502994; 'f1-score': 0.7350427350427352; 'support': 334}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.6553510727731277; 'recall': 0.6885229540918163; 'f1-score': 0.6479746253117359; 'support': 469}; 'weighted avg': {'precision': 0.7407312515552703; 'recall': 0.6695095948827292; 'f1-score': 0.6849182369033538; 'support': 469}},{'0.0': {'precision': 0.38095238095238093; 'recall': 0.5714285714285714; 'f1-score': 0.4571428571428571; 'support': 14}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6578947368421053; 'f1-score': 0.7246376811594202; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5937019969278033; 'recall': 0.6146616541353384; 'f1-score': 0.5908902691511386; 'support': 52}; 'weighted avg': {'precision': 0.6918941273779983; 'recall': 0.6346153846153846; 'f1-score': 0.6526198439241916; 'support': 52}}
l: 5,2,DNF,2,469,52,58,[8; 9],14,1.222457,0.576923,4,[X6 >= 59.500000 AND X9 < 0.895000] OR [X1 AND X9 >= 0.895000],{'0.0': {'precision': 0.3546511627906977; 'recall': 0.4552238805970149; 'f1-score': 0.3986928104575163; 'support': 134}; '1.0': {'precision': 0.7542087542087542; 'recall': 0.6686567164179105; 'f1-score': 0.708860759493671; 'support': 335}; 'accuracy': 0.6076759061833689; 'macro avg': {'precision': 0.554429958499726; 'recall': 0.5619402985074626; 'f1-score': 0.5537767849755937; 'support': 469}; 'weighted avg': {'precision': 0.6400494423750238; 'recall': 0.6076759061833689; 'f1-score': 0.6202413454833411; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.3333333333333333; 'f1-score': 0.3125; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.6756756756756757; 'f1-score': 0.6944444444444444; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5042016806722689; 'recall': 0.5045045045045045; 'f1-score': 0.5034722222222222; 'support': 52}; 'weighted avg': {'precision': 0.5930833872010344; 'recall': 0.5769230769230769; 'f1-score': 0.5842681623931624; 'support': 52}}
l: 5,2,DNF,3,469,52,58,[8; 9],14,1.243259,0.596154,5,[X1 AND X6 >= 59.500000 AND X9 >= 0.895000] OR [X1 AND X4 >= 211.500000],{'0.0': {'precision': 0.38076923076923075; 'recall': 0.7388059701492538; 'f1-score': 0.5025380710659899; 'support': 134}; '1.0': {'precision': 0.8325358851674641; 'recall': 0.5194029850746269; 'f1-score': 0.6397058823529412; 'support': 335}; 'accuracy': 0.582089552238806; 'macro avg': {'precision': 0.6066525579683475; 'recall': 0.6291044776119403; 'f1-score': 0.5711219767094655; 'support': 469}; 'weighted avg': {'precision': 0.7034596981965404; 'recall': 0.582089552238806; 'f1-score': 0.600515079128098; 'support': 469}},{'0.0': {'precision': 0.39285714285714285; 'recall': 0.7333333333333333; 'f1-score': 0.5116279069767441; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.5405405405405406; 'f1-score': 0.6557377049180328; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.6130952380952381; 'recall': 0.6369369369369369; 'f1-score': 0.5836828059473884; 'support': 52}; 'weighted avg': {'precision': 0.7062728937728939; 'recall': 0.5961538461538461; 'f1-score': 0.6141675708965073; 'support': 52}}
l: 5,2,DNF,4,469,52,58,[8; 9],14,1.241870,0.673077,3,[X4 >= 211.500000] OR [X2 >= 1.650000 AND X4 < 211.500000],{'0.0': {'precision': 0.4816753926701571; 'recall': 0.6865671641791045; 'f1-score': 0.5661538461538461; 'support': 134}; '1.0': {'precision': 0.8489208633093526; 'recall': 0.7044776119402985; 'f1-score': 0.7699836867862969; 'support': 335}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.6652981279897549; 'recall': 0.6955223880597015; 'f1-score': 0.6680687664700715; 'support': 469}; 'weighted avg': {'precision': 0.7439935859838682; 'recall': 0.6993603411513859; 'f1-score': 0.7117465894627395; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.6666666666666666; 'f1-score': 0.5405405405405405; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.6756756756756757; 'f1-score': 0.746268656716418; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6439393939393939; 'recall': 0.6711711711711712; 'f1-score': 0.6434045986284792; 'support': 52}; 'weighted avg': {'precision': 0.7240675990675991; 'recall': 0.6730769230769231; 'f1-score': 0.6869240078195301; 'support': 52}}
l: 5,2,DNF,5,469,52,58,[8; 9],14,1.258129,0.596154,2,[X5 >= 61.500000] OR [X9 >= 0.895000],{'0.0': {'precision': 0.23846153846153847; 'recall': 0.23134328358208955; 'f1-score': 0.23484848484848486; 'support': 134}; '1.0': {'precision': 0.696165191740413; 'recall': 0.7044776119402985; 'f1-score': 0.7002967359050445; 'support': 335}; 'accuracy': 0.5692963752665245; 'macro avg': {'precision': 0.46731336510097576; 'recall': 0.467910447761194; 'f1-score': 0.4675726103767647; 'support': 469}; 'weighted avg': {'precision': 0.5653927193750203; 'recall': 0.5692963752665245; 'f1-score': 0.567311521317456; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.2; 'f1-score': 0.22222222222222224; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.7567567567567568; 'f1-score': 0.7272727272727273; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.475; 'recall': 0.4783783783783784; 'f1-score': 0.47474747474747475; 'support': 52}; 'weighted avg': {'precision': 0.5701923076923077; 'recall': 0.5961538461538461; 'f1-score': 0.5815850815850816; 'support': 52}}
l: 5,2,DNF,6,469,52,58,[8; 9],14,1.246860,0.673077,4,[X3 < 1.250000] OR [X1 AND X2 >= 1.650000 AND X6 >= 59.500000],{'0.0': {'precision': 0.07142857142857142; 'recall': 0.022388059701492536; 'f1-score': 0.03409090909090909; 'support': 134}; '1.0': {'precision': 0.6932084309133489; 'recall': 0.8835820895522388; 'f1-score': 0.7769028871391076; 'support': 335}; 'accuracy': 0.6375266524520256; 'macro avg': {'precision': 0.38231850117096017; 'recall': 0.45298507462686566; 'f1-score': 0.40549689811500833; 'support': 469}; 'weighted avg': {'precision': 0.5155570424891268; 'recall': 0.6375266524520256; 'f1-score': 0.5646708934110509; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
l: 5,2,DNF,7,469,52,58,[8; 9],14,1.254243,0.673077,3,[X4 >= 211.500000] OR [X1 AND X3 < 1.250000],{'0.0': {'precision': 0.3655913978494624; 'recall': 0.2537313432835821; 'f1-score': 0.2995594713656388; 'support': 134}; '1.0': {'precision': 0.7340425531914894; 'recall': 0.8238805970149253; 'f1-score': 0.7763713080168777; 'support': 335}; 'accuracy': 0.6609808102345416; 'macro avg': {'precision': 0.5498169755204758; 'recall': 0.5388059701492537; 'f1-score': 0.5379653896912583; 'support': 469}; 'weighted avg': {'precision': 0.6287707945223389; 'recall': 0.6609808102345416; 'f1-score': 0.6401393546879522; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
l: 5,2,DNF,8,469,52,58,[8; 9],14,1.262901,0.634615,2,[X3 >= 1.250000] OR [X6 >= 59.500000],{'0.0': {'precision': 0.4124087591240876; 'recall': 0.8432835820895522; 'f1-score': 0.553921568627451; 'support': 134}; '1.0': {'precision': 0.8923076923076924; 'recall': 0.5194029850746269; 'f1-score': 0.6566037735849056; 'support': 335}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.65235822571589; 'recall': 0.6813432835820896; 'f1-score': 0.6052626711061784; 'support': 469}; 'weighted avg': {'precision': 0.7551937113980911; 'recall': 0.6119402985074627; 'f1-score': 0.6272660007399187; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.9333333333333333; 'f1-score': 0.5957446808510638; 'support': 15}; '1.0': {'precision': 0.95; 'recall': 0.5135135135135135; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.69375; 'recall': 0.7234234234234234; 'f1-score': 0.6312056737588653; 'support': 52}; 'weighted avg': {'precision': 0.8021634615384615; 'recall': 0.6346153846153846; 'f1-score': 0.6462084015275504; 'support': 52}}
l: 5,2,DNF,9,469,52,58,[8; 9],14,1.248655,0.615385,4,[X9 < 0.895000] OR [X1 AND X6 >= 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.39908256880733944; 'recall': 0.6492537313432836; 'f1-score': 0.4943181818181818; 'support': 134}; '1.0': {'precision': 0.8127490039840638; 'recall': 0.608955223880597; 'f1-score': 0.6962457337883958; 'support': 335}; 'accuracy': 0.6204690831556503; 'macro avg': {'precision': 0.6059157863957016; 'recall': 0.6291044776119403; 'f1-score': 0.5952819578032889; 'support': 469}; 'weighted avg': {'precision': 0.6945585939335711; 'recall': 0.6204690831556503; 'f1-score': 0.6385521475111918; 'support': 469}},{'0.0': {'precision': 0.4074074074074074; 'recall': 0.7333333333333333; 'f1-score': 0.5238095238095238; 'support': 15}; '1.0': {'precision': 0.84; 'recall': 0.5675675675675675; 'f1-score': 0.6774193548387097; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6237037037037036; 'recall': 0.6504504504504505; 'f1-score': 0.6006144393241168; 'support': 52}; 'weighted avg': {'precision': 0.7152136752136753; 'recall': 0.6153846153846154; 'f1-score': 0.6331088266572138; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.635232 (+- 0.036170), (mean training time) 1.233859 (+- 0.029411)
