l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.100890,0.754717,5,[X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4624277456647399; 'recall': 0.6015037593984962; 'f1-score': 0.5228758169934641; 'support': 133}; '1.0': {'precision': 0.8203389830508474; 'recall': 0.7223880597014926; 'f1-score': 0.7682539682539682; 'support': 335}; 'accuracy': 0.688034188034188; 'macro avg': {'precision': 0.6413833643577936; 'recall': 0.6619459095499944; 'f1-score': 0.6455648926237161; 'support': 468}; 'weighted avg': {'precision': 0.7186248920842827; 'recall': 0.688034188034188; 'f1-score': 0.6985204338145513; 'support': 468}},{'0.0': {'precision': 0.5625; 'recall': 0.6; 'f1-score': 0.5806451612903225; 'support': 15}; '1.0': {'precision': 0.8378378378378378; 'recall': 0.8157894736842105; 'f1-score': 0.8266666666666665; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.7001689189189189; 'recall': 0.7078947368421052; 'f1-score': 0.7036559139784946; 'support': 53}; 'weighted avg': {'precision': 0.7599120346761856; 'recall': 0.7547169811320755; 'f1-score': 0.7570379387299654; 'support': 53}}
l: 5,1,DNF,1,469,52,58,[8; 9],14,1.270301,0.653846,1,[X9 < 0.895000],{'0.0': {'precision': 0.3475177304964539; 'recall': 0.7313432835820896; 'f1-score': 0.4711538461538461; 'support': 134}; '1.0': {'precision': 0.8074866310160428; 'recall': 0.4507462686567164; 'f1-score': 0.578544061302682; 'support': 335}; 'accuracy': 0.5309168443496801; 'macro avg': {'precision': 0.5775021807562484; 'recall': 0.591044776119403; 'f1-score': 0.524848953728264; 'support': 469}; 'weighted avg': {'precision': 0.6760669451533031; 'recall': 0.5309168443496801; 'f1-score': 0.5478611426887289; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.8571428571428571; 'f1-score': 0.5714285714285714; 'support': 14}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.5789473684210527; 'f1-score': 0.7096774193548387; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6726190476190476; 'recall': 0.7180451127819549; 'f1-score': 0.6405529953917051; 'support': 52}; 'weighted avg': {'precision': 0.7852564102564101; 'recall': 0.6538461538461539; 'f1-score': 0.6724565756823822; 'support': 52}}
l: 5,1,DNF,2,469,52,58,[8; 9],14,1.197799,0.442308,2,[X5 < 61.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.10555555555555556; 'recall': 0.1417910447761194; 'f1-score': 0.12101910828025478; 'support': 134}; '1.0': {'precision': 0.6020761245674741; 'recall': 0.5194029850746269; 'f1-score': 0.5576923076923077; 'support': 335}; 'accuracy': 0.4115138592750533; 'macro avg': {'precision': 0.3538158400615148; 'recall': 0.33059701492537313; 'f1-score': 0.33935570798628123; 'support': 469}; 'weighted avg': {'precision': 0.46021310484978306; 'recall': 0.4115138592750533; 'f1-score': 0.4329285364317212; 'support': 469}},{'0.0': {'precision': 0.14285714285714285; 'recall': 0.21428571428571427; 'f1-score': 0.17142857142857143; 'support': 14}; '1.0': {'precision': 0.6451612903225806; 'recall': 0.5263157894736842; 'f1-score': 0.5797101449275363; 'support': 38}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.39400921658986177; 'recall': 0.37030075187969924; 'f1-score': 0.3755693581780538; 'support': 52}; 'weighted avg': {'precision': 0.5099255583126551; 'recall': 0.4423076923076923; 'f1-score': 0.4697881828316611; 'support': 52}}
l: 5,1,DNF,3,469,52,58,[8; 9],14,1.269621,0.634615,1,[X1],{'0.0': {'precision': 0.3504273504273504; 'recall': 0.3082706766917293; 'f1-score': 0.328; 'support': 133}; '1.0': {'precision': 0.7386363636363636; 'recall': 0.7738095238095238; 'f1-score': 0.7558139534883721; 'support': 336}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.544531857031857; 'recall': 0.5410401002506265; 'f1-score': 0.5419069767441861; 'support': 469}; 'weighted avg': {'precision': 0.628547240487539; 'recall': 0.6417910447761194; 'f1-score': 0.6344935786185353; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
l: 5,1,DNF,4,469,52,58,[8; 9],14,1.250528,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,5,469,52,58,[8; 9],14,1.215799,0.480769,1,[X2 >= 1.650000],{'0.0': {'precision': 0.40273037542662116; 'recall': 0.8872180451127819; 'f1-score': 0.5539906103286384; 'support': 133}; '1.0': {'precision': 0.9147727272727273; 'recall': 0.4791666666666667; 'f1-score': 0.62890625; 'support': 336}; 'accuracy': 0.5948827292110874; 'macro avg': {'precision': 0.6587515513496742; 'recall': 0.6831923558897243; 'f1-score': 0.5914484301643192; 'support': 469}; 'weighted avg': {'precision': 0.7695666871969659; 'recall': 0.5948827292110874; 'f1-score': 0.6076615163618527; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.8; 'f1-score': 0.47058823529411764; 'support': 15}; '1.0': {'precision': 0.8125; 'recall': 0.35135135135135137; 'f1-score': 0.49056603773584906; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.5729166666666666; 'recall': 0.5756756756756757; 'f1-score': 0.48057713651498335; 'support': 52}; 'weighted avg': {'precision': 0.6742788461538461; 'recall': 0.4807692307692308; 'f1-score': 0.4848032101084266; 'support': 52}}
l: 5,1,DNF,6,469,52,58,[8; 9],14,1.244864,0.461538,1,[X9 < 0.895000],{'0.0': {'precision': 0.358974358974359; 'recall': 0.7368421052631579; 'f1-score': 0.4827586206896552; 'support': 133}; '1.0': {'precision': 0.8214285714285714; 'recall': 0.4791666666666667; 'f1-score': 0.6052631578947368; 'support': 336}; 'accuracy': 0.5522388059701493; 'macro avg': {'precision': 0.5902014652014652; 'recall': 0.6080043859649122; 'f1-score': 0.544010889292196; 'support': 469}; 'weighted avg': {'precision': 0.6902848395385709; 'recall': 0.5522388059701493; 'f1-score': 0.5705230652544898; 'support': 469}},{'0.0': {'precision': 0.32432432432432434; 'recall': 0.8; 'f1-score': 0.46153846153846156; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.32432432432432434; 'f1-score': 0.46153846153846156; 'support': 37}; 'accuracy': 0.46153846153846156; 'macro avg': {'precision': 0.5621621621621622; 'recall': 0.5621621621621622; 'f1-score': 0.46153846153846156; 'support': 52}; 'weighted avg': {'precision': 0.6627858627858628; 'recall': 0.46153846153846156; 'f1-score': 0.46153846153846156; 'support': 52}}
l: 5,1,DNF,7,469,52,58,[8; 9],14,1.275560,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,8,469,52,58,[8; 9],14,1.236843,0.653846,1,[X4 >= 211.500000],{'0.0': {'precision': 0.42735042735042733; 'recall': 0.7518796992481203; 'f1-score': 0.544959128065395; 'support': 133}; '1.0': {'precision': 0.8595744680851064; 'recall': 0.6011904761904762; 'f1-score': 0.7075306479859894; 'support': 336}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.6434624477177668; 'recall': 0.6765350877192982; 'f1-score': 0.6262448880256922; 'support': 469}; 'weighted avg': {'precision': 0.7370034714588541; 'recall': 0.6439232409381663; 'f1-score': 0.6614282766652239; 'support': 469}},{'0.0': {'precision': 0.44; 'recall': 0.7333333333333333; 'f1-score': 0.5499999999999999; 'support': 15}; '1.0': {'precision': 0.8518518518518519; 'recall': 0.6216216216216216; 'f1-score': 0.7187499999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6459259259259259; 'recall': 0.6774774774774774; 'f1-score': 0.6343749999999999; 'support': 52}; 'weighted avg': {'precision': 0.733048433048433; 'recall': 0.6538461538461539; 'f1-score': 0.6700721153846152; 'support': 52}}
l: 5,1,DNF,9,469,52,58,[8; 9],14,1.248786,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.612192 (+- 0.102339), (mean training time) 1.242659 (+- 0.024760)
l: 5,1,DNF,0,468,53,29,[16; 17],14,0.624417,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,DNF,1,469,52,29,[16; 17],14,0.638760,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,1,DNF,2,469,52,29,[16; 17],14,0.647437,0.730769,1,[X1],{'0.0': {'precision': 0.33884297520661155; 'recall': 0.30597014925373134; 'f1-score': 0.32156862745098036; 'support': 134}; '1.0': {'precision': 0.7327586206896551; 'recall': 0.7611940298507462; 'f1-score': 0.746705710102489; 'support': 335}; 'accuracy': 0.6311300639658849; 'macro avg': {'precision': 0.5358007979481334; 'recall': 0.5335820895522387; 'f1-score': 0.5341371687767347; 'support': 469}; 'weighted avg': {'precision': 0.6202112934087856; 'recall': 0.6311300639658849; 'f1-score': 0.6252379722020579; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.35714285714285715; 'f1-score': 0.41666666666666663; 'support': 14}; '1.0': {'precision': 0.7857142857142857; 'recall': 0.868421052631579; 'f1-score': 0.825; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6428571428571428; 'recall': 0.6127819548872181; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7087912087912088; 'recall': 0.7307692307692307; 'f1-score': 0.7150641025641025; 'support': 52}}
l: 5,1,DNF,3,469,52,29,[16; 17],14,0.650308,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,4,469,52,29,[16; 17],14,0.631755,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,5,469,52,29,[16; 17],14,0.616493,0.557692,1,[X1],{'0.0': {'precision': 0.3697478991596639; 'recall': 0.3308270676691729; 'f1-score': 0.3492063492063492; 'support': 133}; '1.0': {'precision': 0.7457142857142857; 'recall': 0.7767857142857143; 'f1-score': 0.7609329446064139; 'support': 336}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.5577310924369747; 'recall': 0.5538063909774436; 'f1-score': 0.5550696469063816; 'support': 469}; 'weighted avg': {'precision': 0.6390969522137212; 'recall': 0.650319829424307; 'f1-score': 0.6441746563586344; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.13333333333333333; 'f1-score': 0.14814814814814814; 'support': 15}; '1.0': {'precision': 0.675; 'recall': 0.7297297297297297; 'f1-score': 0.7012987012987014; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.42083333333333334; 'recall': 0.4315315315315315; 'f1-score': 0.4247234247234248; 'support': 52}; 'weighted avg': {'precision': 0.5283653846153846; 'recall': 0.5576923076923077; 'f1-score': 0.5417360417360417; 'support': 52}}
l: 5,1,DNF,6,469,52,29,[16; 17],14,0.650338,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,7,469,52,29,[16; 17],14,0.635863,0.730769,1,[X4 >= 211.500000],{'0.0': {'precision': 0.41810344827586204; 'recall': 0.7293233082706767; 'f1-score': 0.5315068493150685; 'support': 133}; '1.0': {'precision': 0.8481012658227848; 'recall': 0.5982142857142857; 'f1-score': 0.7015706806282722; 'support': 336}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.6331023570493234; 'recall': 0.6637687969924813; 'f1-score': 0.6165387649716704; 'support': 469}; 'weighted avg': {'precision': 0.7261615862199261; 'recall': 0.6353944562899787; 'f1-score': 0.6533436239872145; 'support': 469}},{'0.0': {'precision': 0.5185185185185185; 'recall': 0.9333333333333333; 'f1-score': 0.6666666666666667; 'support': 15}; '1.0': {'precision': 0.96; 'recall': 0.6486486486486487; 'f1-score': 0.7741935483870968; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.7392592592592593; 'recall': 0.790990990990991; 'f1-score': 0.7204301075268817; 'support': 52}; 'weighted avg': {'precision': 0.8326495726495726; 'recall': 0.7307692307692307; 'f1-score': 0.7431761786600497; 'support': 52}}
l: 5,1,DNF,8,469,52,29,[16; 17],14,0.622274,0.596154,1,[X1],{'0.0': {'precision': 0.358974358974359; 'recall': 0.3157894736842105; 'f1-score': 0.336; 'support': 133}; '1.0': {'precision': 0.7414772727272727; 'recall': 0.7767857142857143; 'f1-score': 0.7587209302325583; 'support': 336}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.5502258158508159; 'recall': 0.5462875939849624; 'f1-score': 0.5473604651162791; 'support': 469}; 'weighted avg': {'precision': 0.6330062971854016; 'recall': 0.6460554371002132; 'f1-score': 0.6388448455397433; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.26666666666666666; 'f1-score': 0.2758620689655172; 'support': 15}; '1.0': {'precision': 0.7105263157894737; 'recall': 0.7297297297297297; 'f1-score': 0.7200000000000001; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4981203007518797; 'recall': 0.4981981981981982; 'f1-score': 0.49793103448275866; 'support': 52}; 'weighted avg': {'precision': 0.5879843840370156; 'recall': 0.5961538461538461; 'f1-score': 0.5918832891246685; 'support': 52}}
l: 5,1,DNF,9,469,52,29,[16; 17],14,0.612575,0.576923,1,[X9 < 0.895000],{'0.0': {'precision': 0.35231316725978645; 'recall': 0.7443609022556391; 'f1-score': 0.4782608695652174; 'support': 133}; '1.0': {'precision': 0.8191489361702128; 'recall': 0.4583333333333333; 'f1-score': 0.5877862595419847; 'support': 336}; 'accuracy': 0.5394456289978679; 'macro avg': {'precision': 0.5857310517149996; 'recall': 0.6013471177944862; 'f1-score': 0.533023564553601; 'support': 469}; 'weighted avg': {'precision': 0.6867626733448681; 'recall': 0.5394456289978679; 'f1-score': 0.5567268205933493; 'support': 469}},{'0.0': {'precision': 0.3793103448275862; 'recall': 0.7333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.5135135135135135; 'f1-score': 0.6333333333333333; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6026986506746627; 'recall': 0.6234234234234234; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6972090877638103; 'recall': 0.5769230769230769; 'f1-score': 0.5948717948717949; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.677467 (+- 0.066809), (mean training time) 0.633022 (+- 0.013153)
l: 5,1,DNF,0,468,53,14,[33; 34],14,0.301450,0.641509,1,[X1],{'0.0': {'precision': 0.34782608695652173; 'recall': 0.3007518796992481; 'f1-score': 0.3225806451612903; 'support': 133}; '1.0': {'precision': 0.7365439093484419; 'recall': 0.7761194029850746; 'f1-score': 0.7558139534883721; 'support': 335}; 'accuracy': 0.6410256410256411; 'macro avg': {'precision': 0.5421849981524818; 'recall': 0.5384356413421614; 'f1-score': 0.5391972993248312; 'support': 468}; 'weighted avg': {'precision': 0.6260749555490288; 'recall': 0.6410256410256411; 'f1-score': 0.6326942312501201; 'support': 468}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.7567567567567568; 'recall': 0.7368421052631579; 'f1-score': 0.7466666666666667; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.5658783783783784; 'recall': 0.5684210526315789; 'f1-score': 0.5668817204301075; 'support': 53}; 'weighted avg': {'precision': 0.64871239163692; 'recall': 0.6415094339622641; 'f1-score': 0.6449016027591804; 'support': 53}}
l: 5,1,DNF,1,469,52,14,[33; 34],14,0.309367,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,1,DNF,2,469,52,14,[33; 34],14,0.319590,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,1,DNF,3,469,52,14,[33; 34],14,0.292035,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,4,469,52,14,[33; 34],14,0.295865,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
