l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,0.936521,0.679245,1,[(NOT X1)],{'0.0': {'precision': 0.735632183908046; 'recall': 0.7664670658682635; 'f1-score': 0.750733137829912; 'support': 334}; '1.0': {'precision': 0.35; 'recall': 0.31343283582089554; 'f1-score': 0.3307086614173228; 'support': 134}; 'accuracy': 0.6367521367521367; 'macro avg': {'precision': 0.542816091954023; 'recall': 0.5399499508445795; 'f1-score': 0.5407208996236175; 'support': 468}; 'weighted avg': {'precision': 0.625216131250614; 'recall': 0.6367521367521367; 'f1-score': 0.6304697193698972; 'support': 468}},{'0.0': {'precision': 0.723404255319149; 'recall': 0.8947368421052632; 'f1-score': 0.8; 'support': 38}; '1.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5283687943262412; 'recall': 0.5140350877192983; 'f1-score': 0.49523809523809526; 'support': 53}; 'weighted avg': {'precision': 0.6130068245684465; 'recall': 0.6792452830188679; 'f1-score': 0.6274932614555256; 'support': 53}}
l: 5,1,DNF,1,469,52,29,[16; 17],14,0.471498,0.692308,2,[X2 < 1.650000 AND X5 < 61.500000],{'0.0': {'precision': 0.9004739336492891; 'recall': 0.5688622754491018; 'f1-score': 0.6972477064220185; 'support': 334}; '1.0': {'precision': 0.4418604651162791; 'recall': 0.8444444444444444; 'f1-score': 0.5801526717557252; 'support': 135}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.6711671993827841; 'recall': 0.7066533599467731; 'f1-score': 0.6387001890888718; 'support': 469}; 'weighted avg': {'precision': 0.76846366019096; 'recall': 0.6481876332622601; 'f1-score': 0.6635423126481387; 'support': 469}},{'0.0': {'precision': 0.9230769230769231; 'recall': 0.631578947368421; 'f1-score': 0.7499999999999999; 'support': 38}; '1.0': {'precision': 0.46153846153846156; 'recall': 0.8571428571428571; 'f1-score': 0.6; 'support': 14}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6923076923076923; 'recall': 0.744360902255639; 'f1-score': 0.6749999999999999; 'support': 52}; 'weighted avg': {'precision': 0.7988165680473374; 'recall': 0.6923076923076923; 'f1-score': 0.7096153846153845; 'support': 52}}
l: 5,1,DNF,2,469,52,29,[16; 17],14,0.452687,0.730769,3,[X2 < 1.650000 AND X4 < 211.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.815625; 'recall': 0.7791044776119403; 'f1-score': 0.7969465648854963; 'support': 335}; '1.0': {'precision': 0.5033557046979866; 'recall': 0.5597014925373134; 'f1-score': 0.5300353356890459; 'support': 134}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6594903523489933; 'recall': 0.6694029850746268; 'f1-score': 0.6634909502872711; 'support': 469}; 'weighted avg': {'precision': 0.7264052013422819; 'recall': 0.7164179104477612; 'f1-score': 0.7206862136865104; 'support': 469}},{'0.0': {'precision': 0.8285714285714286; 'recall': 0.7837837837837838; 'f1-score': 0.8055555555555555; 'support': 37}; '1.0': {'precision': 0.5294117647058824; 'recall': 0.6; 'f1-score': 0.5625; 'support': 15}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6789915966386555; 'recall': 0.6918918918918919; 'f1-score': 0.6840277777777777; 'support': 52}; 'weighted avg': {'precision': 0.7422753716871363; 'recall': 0.7307692307692307; 'f1-score': 0.7354433760683761; 'support': 52}}
l: 5,1,DNF,3,469,52,29,[16; 17],14,0.488667,0.673077,2,[X2 < 1.650000 AND X5 < 61.500000],{'0.0': {'precision': 0.8976744186046511; 'recall': 0.5761194029850746; 'f1-score': 0.7018181818181818; 'support': 335}; '1.0': {'precision': 0.4409448818897638; 'recall': 0.835820895522388; 'f1-score': 0.577319587628866; 'support': 134}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.6693096502472075; 'recall': 0.7059701492537314; 'f1-score': 0.6395688847235239; 'support': 469}; 'weighted avg': {'precision': 0.7671802652575405; 'recall': 0.650319829424307; 'f1-score': 0.6662471549069487; 'support': 469}},{'0.0': {'precision': 0.9545454545454546; 'recall': 0.5675675675675675; 'f1-score': 0.711864406779661; 'support': 37}; '1.0': {'precision': 0.4666666666666667; 'recall': 0.9333333333333333; 'f1-score': 0.6222222222222223; 'support': 15}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.7106060606060607; 'recall': 0.7504504504504504; 'f1-score': 0.6670433145009417; 'support': 52}; 'weighted avg': {'precision': 0.8138111888111889; 'recall': 0.6730769230769231; 'f1-score': 0.686006084311169; 'support': 52}}
l: 5,1,DNF,4,469,52,29,[16; 17],14,0.459062,0.692308,5,[X2 < 1.650000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.8023255813953488; 'recall': 0.8238805970149253; 'f1-score': 0.812960235640648; 'support': 335}; '1.0': {'precision': 0.528; 'recall': 0.4925373134328358; 'f1-score': 0.5096525096525097; 'support': 134}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6651627906976745; 'recall': 0.6582089552238806; 'f1-score': 0.6613063726465789; 'support': 469}; 'weighted avg': {'precision': 0.7239468438538206; 'recall': 0.7292110874200426; 'f1-score': 0.7263008853583228; 'support': 469}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.7297297297297297; 'f1-score': 0.7714285714285715; 'support': 37}; '1.0': {'precision': 0.47368421052631576; 'recall': 0.6; 'f1-score': 0.5294117647058824; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.645933014354067; 'recall': 0.6648648648648648; 'f1-score': 0.6504201680672269; 'support': 52}; 'weighted avg': {'precision': 0.7188075082811924; 'recall': 0.6923076923076923; 'f1-score': 0.7016160310277957; 'support': 52}}
l: 5,1,DNF,5,469,52,29,[16; 17],14,0.450296,0.711538,5,[X2 < 1.650000 AND X3 < 1.250000 AND X5 < 61.500000 AND X6 >= 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.7218543046357616; 'recall': 0.9761194029850746; 'f1-score': 0.8299492385786802; 'support': 335}; '1.0': {'precision': 0.5; 'recall': 0.05970149253731343; 'f1-score': 0.10666666666666667; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6109271523178808; 'recall': 0.517910447761194; 'f1-score': 0.46830795262267344; 'support': 469}; 'weighted avg': {'precision': 0.6584673604541154; 'recall': 0.7142857142857143; 'f1-score': 0.6232970751752478; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,6,469,52,29,[16; 17],14,0.501053,0.596154,3,[X1 AND X4 < 211.500000 AND X5 < 61.500000],{'0.0': {'precision': 0.7943037974683544; 'recall': 0.7492537313432835; 'f1-score': 0.7711213517665132; 'support': 335}; '1.0': {'precision': 0.45098039215686275; 'recall': 0.5149253731343284; 'f1-score': 0.48083623693379796; 'support': 134}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.6226420948126086; 'recall': 0.6320895522388059; 'f1-score': 0.6259787943501556; 'support': 469}; 'weighted avg': {'precision': 0.6962113959507854; 'recall': 0.6823027718550106; 'f1-score': 0.6881827475285945; 'support': 469}},{'0.0': {'precision': 0.75; 'recall': 0.6486486486486487; 'f1-score': 0.6956521739130435; 'support': 37}; '1.0': {'precision': 0.35; 'recall': 0.4666666666666667; 'f1-score': 0.4; 'support': 15}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.55; 'recall': 0.5576576576576577; 'f1-score': 0.5478260869565217; 'support': 52}; 'weighted avg': {'precision': 0.6346153846153846; 'recall': 0.5961538461538461; 'f1-score': 0.6103678929765887; 'support': 52}}
l: 5,1,DNF,7,469,52,29,[16; 17],14,0.508506,0.730769,3,[X3 < 1.250000 AND X4 < 211.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.8375451263537906; 'recall': 0.6925373134328359; 'f1-score': 0.758169934640523; 'support': 335}; '1.0': {'precision': 0.4635416666666667; 'recall': 0.664179104477612; 'f1-score': 0.5460122699386503; 'support': 134}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6505433965102286; 'recall': 0.6783582089552239; 'f1-score': 0.6520911022895866; 'support': 469}; 'weighted avg': {'precision': 0.7306869950146123; 'recall': 0.6844349680170576; 'f1-score': 0.6975534590114164; 'support': 469}},{'0.0': {'precision': 0.8709677419354839; 'recall': 0.7297297297297297; 'f1-score': 0.7941176470588235; 'support': 37}; '1.0': {'precision': 0.5238095238095238; 'recall': 0.7333333333333333; 'f1-score': 0.611111111111111; 'support': 15}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6973886328725039; 'recall': 0.7315315315315315; 'f1-score': 0.7026143790849673; 'support': 52}; 'weighted avg': {'precision': 0.770825948245303; 'recall': 0.7307692307692307; 'f1-score': 0.7413273001508295; 'support': 52}}
l: 5,1,DNF,8,469,52,29,[16; 17],14,0.508631,0.692308,5,[(NOT X1) AND X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000],{'0.0': {'precision': 0.7439024390243902; 'recall': 0.9104477611940298; 'f1-score': 0.8187919463087248; 'support': 335}; '1.0': {'precision': 0.4915254237288136; 'recall': 0.21641791044776118; 'f1-score': 0.3005181347150259; 'support': 134}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6177139313766019; 'recall': 0.5634328358208955; 'f1-score': 0.5596550405118753; 'support': 469}; 'weighted avg': {'precision': 0.6717947203685113; 'recall': 0.7121535181236673; 'f1-score': 0.6707137144248108; 'support': 469}},{'0.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; '1.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,1,DNF,9,469,52,29,[16; 17],14,0.531542,0.711538,3,[X2 < 1.650000 AND X3 < 1.250000 AND X5 < 61.500000],{'0.0': {'precision': 0.8967136150234741; 'recall': 0.5701492537313433; 'f1-score': 0.697080291970803; 'support': 335}; '1.0': {'precision': 0.4375; 'recall': 0.835820895522388; 'f1-score': 0.5743589743589744; 'support': 134}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.667106807511737; 'recall': 0.7029850746268657; 'f1-score': 0.6357196331648887; 'support': 469}; 'weighted avg': {'precision': 0.7655097250167672; 'recall': 0.6460554371002132; 'f1-score': 0.6620170583674234; 'support': 469}},{'0.0': {'precision': 0.9583333333333334; 'recall': 0.6216216216216216; 'f1-score': 0.7540983606557377; 'support': 37}; '1.0': {'precision': 0.5; 'recall': 0.9333333333333333; 'f1-score': 0.6511627906976745; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.7291666666666667; 'recall': 0.7774774774774775; 'f1-score': 0.7026305756767061; 'support': 52}; 'weighted avg': {'precision': 0.8261217948717949; 'recall': 0.7115384615384616; 'f1-score': 0.7244054077832195; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.692888 (+- 0.036529), (mean training time) 0.482056 (+- 0.028087)
l: 5,1,DNF,0,468,53,14,[33; 34],14,0.317975,0.679245,4,[X1 AND X2 < 1.650000 AND X4 < 211.500000 AND X5 < 61.500000],{'0.0': {'precision': 0.792507204610951; 'recall': 0.8233532934131736; 'f1-score': 0.8076358296622614; 'support': 334}; '1.0': {'precision': 0.512396694214876; 'recall': 0.4626865671641791; 'f1-score': 0.4862745098039215; 'support': 134}; 'accuracy': 0.7200854700854701; 'macro avg': {'precision': 0.6524519494129135; 'recall': 0.6430199302886763; 'f1-score': 0.6469551697330915; 'support': 468}; 'weighted avg': {'precision': 0.712304622574468; 'recall': 0.7200854700854701; 'f1-score': 0.7156221184207708; 'support': 468}},{'0.0': {'precision': 0.7560975609756098; 'recall': 0.8157894736842105; 'f1-score': 0.7848101265822786; 'support': 38}; '1.0': {'precision': 0.4166666666666667; 'recall': 0.3333333333333333; 'f1-score': 0.3703703703703704; 'support': 15}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5863821138211383; 'recall': 0.5745614035087719; 'f1-score': 0.5775902484763245; 'support': 53}; 'weighted avg': {'precision': 0.6600322135296826; 'recall': 0.6792452830188679; 'f1-score': 0.6675158559562668; 'support': 53}}
l: 5,1,DNF,1,469,52,14,[33; 34],14,0.259874,0.653846,3,[X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.8351648351648352; 'recall': 0.6826347305389222; 'f1-score': 0.7512355848434926; 'support': 334}; '1.0': {'precision': 0.45918367346938777; 'recall': 0.6666666666666666; 'f1-score': 0.5438066465256798; 'support': 135}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.6471742543171115; 'recall': 0.6746506986027945; 'f1-score': 0.6475211156845861; 'support': 469}; 'weighted avg': {'precision': 0.7269399805190241; 'recall': 0.6780383795309168; 'f1-score': 0.6915278947093674; 'support': 469}},{'0.0': {'precision': 0.8125; 'recall': 0.6842105263157895; 'f1-score': 0.742857142857143; 'support': 38}; '1.0': {'precision': 0.4; 'recall': 0.5714285714285714; 'f1-score': 0.47058823529411764; 'support': 14}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.60625; 'recall': 0.6278195488721805; 'f1-score': 0.6067226890756303; 'support': 52}; 'weighted avg': {'precision': 0.7014423076923078; 'recall': 0.6538461538461539; 'f1-score': 0.6695539754363284; 'support': 52}}
l: 5,1,DNF,2,469,52,14,[33; 34],14,0.266206,0.692308,4,[(NOT X1) AND X2 < 1.650000 AND X5 < 61.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.7474747474747475; 'recall': 0.8835820895522388; 'f1-score': 0.8098495212038304; 'support': 335}; '1.0': {'precision': 0.4657534246575342; 'recall': 0.2537313432835821; 'f1-score': 0.3285024154589372; 'support': 134}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6066140860661409; 'recall': 0.5686567164179105; 'f1-score': 0.5691759683313837; 'support': 469}; 'weighted avg': {'precision': 0.6669829409555437; 'recall': 0.7036247334754797; 'f1-score': 0.6723217767052895; 'support': 469}},{'0.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; '1.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,1,DNF,3,469,52,14,[33; 34],14,0.249389,0.692308,4,[X1 AND X2 < 1.650000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.7807017543859649; 'recall': 0.7970149253731343; 'f1-score': 0.7887740029542096; 'support': 335}; '1.0': {'precision': 0.4645669291338583; 'recall': 0.44029850746268656; 'f1-score': 0.45210727969348663; 'support': 134}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.6226343417599116; 'recall': 0.6186567164179104; 'f1-score': 0.6204406413238481; 'support': 469}; 'weighted avg': {'precision': 0.6903775185996487; 'recall': 0.6950959488272921; 'f1-score': 0.692583510594003; 'support': 469}},{'0.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; '1.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,1,DNF,4,469,52,14,[33; 34],14,0.242465,0.750000,6,[X1 AND X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.7622739018087855; 'recall': 0.8805970149253731; 'f1-score': 0.8171745152354571; 'support': 335}; '1.0': {'precision': 0.5121951219512195; 'recall': 0.31343283582089554; 'f1-score': 0.3888888888888889; 'support': 134}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6372345118800025; 'recall': 0.5970149253731343; 'f1-score': 0.603031702062173; 'support': 469}; 'weighted avg': {'precision': 0.690822821849481; 'recall': 0.7185501066098081; 'f1-score': 0.6948071934221518; 'support': 469}},{'0.0': {'precision': 0.8157894736842105; 'recall': 0.8378378378378378; 'f1-score': 0.8266666666666665; 'support': 37}; '1.0': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5517241379310344; 'support': 15}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6936090225563909; 'recall': 0.6855855855855856; 'f1-score': 0.6891954022988505; 'support': 52}; 'weighted avg': {'precision': 0.7453007518796991; 'recall': 0.75; 'f1-score': 0.7473563218390804; 'support': 52}}
l: 5,1,DNF,5,469,52,14,[33; 34],14,0.239115,0.692308,4,[X3 < 1.250000 AND X4 >= 211.500000 AND X5 < 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.7111597374179431; 'recall': 0.9701492537313433; 'f1-score': 0.8207070707070707; 'support': 335}; '1.0': {'precision': 0.16666666666666666; 'recall': 0.014925373134328358; 'f1-score': 0.027397260273972605; 'support': 134}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.4389132020423049; 'recall': 0.49253731343283585; 'f1-score': 0.42405216549052166; 'support': 469}; 'weighted avg': {'precision': 0.5555902886318641; 'recall': 0.697228144989339; 'f1-score': 0.5940471248690428; 'support': 469}},{'0.0': {'precision': 0.7058823529411765; 'recall': 0.972972972972973; 'f1-score': 0.8181818181818183; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.35294117647058826; 'recall': 0.4864864864864865; 'f1-score': 0.40909090909090917; 'support': 52}; 'weighted avg': {'precision': 0.5022624434389141; 'recall': 0.6923076923076923; 'f1-score': 0.5821678321678323; 'support': 52}}
l: 5,1,DNF,6,469,52,14,[33; 34],14,0.296585,0.730769,5,[X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X5 >= 61.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.7170626349892009; 'recall': 0.991044776119403; 'f1-score': 0.8320802005012532; 'support': 335}; '1.0': {'precision': 0.5; 'recall': 0.022388059701492536; 'f1-score': 0.04285714285714286; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6085313174946004; 'recall': 0.5067164179104477; 'f1-score': 0.437468671679198; 'support': 469}; 'weighted avg': {'precision': 0.6550447392780006; 'recall': 0.7142857142857143; 'f1-score': 0.6065878983172217; 'support': 469}},{'0.0': {'precision': 0.7254901960784313; 'recall': 1.0; 'f1-score': 0.8409090909090908; 'support': 37}; '1.0': {'precision': 1.0; 'recall': 0.06666666666666667; 'f1-score': 0.125; 'support': 15}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.8627450980392157; 'recall': 0.5333333333333333; 'f1-score': 0.4829545454545454; 'support': 52}; 'weighted avg': {'precision': 0.8046757164404224; 'recall': 0.7307692307692307; 'f1-score': 0.6343968531468531; 'support': 52}}
l: 5,1,DNF,7,469,52,14,[33; 34],14,0.247872,0.653846,4,[X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000 AND X9 < 0.895000],{'0.0': {'precision': 0.7292161520190024; 'recall': 0.9164179104477612; 'f1-score': 0.8121693121693121; 'support': 335}; '1.0': {'precision': 0.4166666666666667; 'recall': 0.14925373134328357; 'f1-score': 0.21978021978021975; 'support': 134}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.5729414093428346; 'recall': 0.5328358208955224; 'f1-score': 0.5159747659747659; 'support': 469}; 'weighted avg': {'precision': 0.6399162990611922; 'recall': 0.697228144989339; 'f1-score': 0.6429152857724285; 'support': 469}},{'0.0': {'precision': 0.6938775510204082; 'recall': 0.918918918918919; 'f1-score': 0.7906976744186046; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.3469387755102041; 'recall': 0.4594594594594595; 'f1-score': 0.3953488372093023; 'support': 52}; 'weighted avg': {'precision': 0.4937205651491366; 'recall': 0.6538461538461539; 'f1-score': 0.5626118067978533; 'support': 52}}
l: 5,1,DNF,8,469,52,14,[33; 34],14,0.305788,0.730769,4,[X1 AND X2 < 1.650000 AND X4 < 211.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.7744565217391305; 'recall': 0.8507462686567164; 'f1-score': 0.810810810810811; 'support': 335}; '1.0': {'precision': 0.504950495049505; 'recall': 0.3805970149253731; 'f1-score': 0.4340425531914894; 'support': 134}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6397035083943177; 'recall': 0.6156716417910448; 'f1-score': 0.6224266820011501; 'support': 469}; 'weighted avg': {'precision': 0.6974547998278089; 'recall': 0.7164179104477612; 'f1-score': 0.7031627372052904; 'support': 469}},{'0.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; '1.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
l: 5,1,DNF,9,469,52,14,[33; 34],14,0.249538,0.750000,6,[(NOT X1) AND X2 < 1.650000 AND X3 < 1.250000 AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.7355769230769231; 'recall': 0.9134328358208955; 'f1-score': 0.81491344873502; 'support': 335}; '1.0': {'precision': 0.4528301886792453; 'recall': 0.1791044776119403; 'f1-score': 0.25668449197860965; 'support': 134}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.5942035558780843; 'recall': 0.5462686567164179; 'f1-score': 0.5357989703568149; 'support': 469}; 'weighted avg': {'precision': 0.6547921418204439; 'recall': 0.7036247334754797; 'f1-score': 0.6554194610903312; 'support': 469}},{'0.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; '1.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.702540 (+- 0.034202), (mean training time) 0.267481 (+- 0.027181)
l: 5,1,DNF,0,468,53,7,[66; 67],14,0.130977,0.622642,3,[X2 < 1.650000 AND X4 < 211.500000 AND X5 < 61.500000],{'0.0': {'precision': 0.8591549295774648; 'recall': 0.7305389221556886; 'f1-score': 0.7896440129449838; 'support': 334}; '1.0': {'precision': 0.5108695652173914; 'recall': 0.7014925373134329; 'f1-score': 0.5911949685534592; 'support': 134}; 'accuracy': 0.7222222222222222; 'macro avg': {'precision': 0.685012247397428; 'recall': 0.7160157297345607; 'f1-score': 0.6904194907492215; 'support': 468}; 'weighted avg': {'precision': 0.7594321970470164; 'recall': 0.7222222222222222; 'f1-score': 0.7328231327132224; 'support': 468}},{'0.0': {'precision': 0.75; 'recall': 0.7105263157894737; 'f1-score': 0.7297297297297298; 'support': 38}; '1.0': {'precision': 0.35294117647058826; 'recall': 0.4; 'f1-score': 0.37500000000000006; 'support': 15}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.5514705882352942; 'recall': 0.5552631578947369; 'f1-score': 0.5523648648648649; 'support': 53}; 'weighted avg': {'precision': 0.6376248612652609; 'recall': 0.6226415094339622; 'f1-score': 0.6293345232024478; 'support': 53}}
l: 5,1,DNF,1,469,52,7,[67; 67],14,0.129352,0.711538,4,[X2 < 1.650000 AND X3 < 1.250000 AND X5 < 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.7165178571428571; 'recall': 0.9610778443113772; 'f1-score': 0.8209718670076724; 'support': 334}; '1.0': {'precision': 0.38095238095238093; 'recall': 0.05925925925925926; 'f1-score': 0.10256410256410256; 'support': 135}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.5487351190476191; 'recall': 0.5101685517853183; 'f1-score': 0.4617679847858875; 'support': 469}; 'weighted avg': {'precision': 0.6199265153822723; 'recall': 0.7014925373134329; 'f1-score': 0.6141807194599498; 'support': 469}},{'0.0': {'precision': 0.7346938775510204; 'recall': 0.9473684210526315; 'f1-score': 0.8275862068965517; 'support': 38}; '1.0': {'precision': 0.3333333333333333; 'recall': 0.07142857142857142; 'f1-score': 0.11764705882352941; 'support': 14}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5340136054421769; 'recall': 0.5093984962406015; 'f1-score': 0.4726166328600406; 'support': 52}; 'weighted avg': {'precision': 0.6266352694924124; 'recall': 0.7115384615384616; 'f1-score': 0.6364487439538149; 'support': 52}}
