l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.112307,0.698113,3,[X2 >= 1.650000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.3898305084745763; 'recall': 0.17164179104477612; 'f1-score': 0.23834196891191708; 'support': 134}; '1.0': {'precision': 0.7286063569682152; 'recall': 0.8922155688622755; 'f1-score': 0.8021534320323015; 'support': 334}; 'accuracy': 0.6858974358974359; 'macro avg': {'precision': 0.5592184327213957; 'recall': 0.5319286799535258; 'f1-score': 0.5202477004721093; 'support': 468}; 'weighted avg': {'precision': 0.631606434536276; 'recall': 0.6858974358974359; 'f1-score': 0.6407202353268923; 'support': 468}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.868421052631579; 'f1-score': 0.8048780487804879; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.5972222222222222; 'recall': 0.5675438596491228; 'f1-score': 0.5691056910569106; 'support': 53}; 'weighted avg': {'precision': 0.6635220125786163; 'recall': 0.6981132075471698; 'f1-score': 0.6714219972388403; 'support': 53}}
l: 5,2,CNF,7,469,52,29,[16; 17],14,0.586901,0.711538,7,[X3 >= 1.250000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X9 < 0.895000],{'0.0': {'precision': 0.42790697674418604; 'recall': 0.6865671641791045; 'f1-score': 0.5272206303724928; 'support': 134}; '1.0': {'precision': 0.8346456692913385; 'recall': 0.6328358208955224; 'f1-score': 0.7198641765704584; 'support': 335}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.6312763230177623; 'recall': 0.6597014925373135; 'f1-score': 0.6235424034714756; 'support': 469}; 'weighted avg': {'precision': 0.7184346142778664; 'recall': 0.6481876332622601; 'f1-score': 0.6648231633710397; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.8; 'f1-score': 0.6153846153846154; 'support': 15}; '1.0': {'precision': 0.8928571428571429; 'recall': 0.6756756756756757; 'f1-score': 0.7692307692307693; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6964285714285714; 'recall': 0.7378378378378379; 'f1-score': 0.6923076923076923; 'support': 52}; 'weighted avg': {'precision': 0.779532967032967; 'recall': 0.7115384615384616; 'f1-score': 0.7248520710059172; 'support': 52}}
l: 5,2,CNF,8,469,52,29,[16; 17],14,0.610456,0.557692,8,[X2 >= 1.650000 OR X4 < 211.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.4010989010989011; 'recall': 0.5447761194029851; 'f1-score': 0.4620253164556962; 'support': 134}; '1.0': {'precision': 0.7874564459930313; 'recall': 0.6746268656716418; 'f1-score': 0.7266881028938906; 'support': 335}; 'accuracy': 0.6375266524520256; 'macro avg': {'precision': 0.5942776735459663; 'recall': 0.6097014925373134; 'f1-score': 0.5943567096747935; 'support': 469}; 'weighted avg': {'precision': 0.6770685760232797; 'recall': 0.6375266524520256; 'f1-score': 0.6510701639115494; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.5333333333333333; 'f1-score': 0.4102564102564102; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.5675675675675675; 'f1-score': 0.6461538461538462; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5416666666666666; 'recall': 0.5504504504504504; 'f1-score': 0.5282051282051282; 'support': 52}; 'weighted avg': {'precision': 0.6298076923076923; 'recall': 0.5576923076923077; 'f1-score': 0.5781065088757397; 'support': 52}}
l: 5,2,CNF,9,469,52,29,[16; 17],14,0.609349,0.692308,9,[(NOT X1) OR X4 >= 211.500000 OR X9 < 0.895000] AND [X1 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.4338235294117647; 'recall': 0.44029850746268656; 'f1-score': 0.437037037037037; 'support': 134}; '1.0': {'precision': 0.7747747747747747; 'recall': 0.7701492537313432; 'f1-score': 0.7724550898203593; 'support': 335}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.6042991520932697; 'recall': 0.6052238805970149; 'f1-score': 0.6047460634286981; 'support': 469}; 'weighted avg': {'precision': 0.6773601332424862; 'recall': 0.67590618336887; 'f1-score': 0.6766213604536958; 'support': 469}},{'0.0': {'precision': 0.47058823529411764; 'recall': 0.5333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.7567567567567568; 'f1-score': 0.7777777777777778; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6352941176470588; 'recall': 0.6450450450450451; 'f1-score': 0.6388888888888888; 'support': 52}; 'weighted avg': {'precision': 0.7049773755656108; 'recall': 0.6923076923076923; 'f1-score': 0.6976495726495726; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.643106 (+- 0.056961), (mean training time) 0.624603 (+- 0.020765)
l: 5,2,CNF,0,468,53,14,[33; 34],14,0.309360,0.547170,8,[(NOT X1) OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X3 >= 1.250000 OR X4 >= 211.500000],{'0.0': {'precision': 0.5512820512820513; 'recall': 0.3208955223880597; 'f1-score': 0.4056603773584906; 'support': 134}; '1.0': {'precision': 0.7666666666666667; 'recall': 0.8952095808383234; 'f1-score': 0.8259668508287293; 'support': 334}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6589743589743591; 'recall': 0.6080525516131915; 'f1-score': 0.6158136140936099; 'support': 468}; 'weighted avg': {'precision': 0.7049967126890203; 'recall': 0.7307692307692307; 'f1-score': 0.7056226896214388; 'support': 468}},{'0.0': {'precision': 0.15384615384615385; 'recall': 0.13333333333333333; 'f1-score': 0.14285714285714288; 'support': 15}; '1.0': {'precision': 0.675; 'recall': 0.7105263157894737; 'f1-score': 0.6923076923076923; 'support': 38}; 'accuracy': 0.5471698113207547; 'macro avg': {'precision': 0.41442307692307695; 'recall': 0.4219298245614035; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5275036284470247; 'recall': 0.5471698113207547; 'f1-score': 0.5368028198216878; 'support': 53}}
l: 5,2,CNF,1,469,52,14,[33; 34],14,0.310251,0.653846,6,[X3 >= 1.250000 OR X4 >= 211.500000 OR X6 < 59.500000] AND [X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.4642857142857143; 'recall': 0.674074074074074; 'f1-score': 0.5498489425981872; 'support': 135}; '1.0': {'precision': 0.8388278388278388; 'recall': 0.6856287425149701; 'f1-score': 0.7545304777594729; 'support': 334}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.6515567765567766; 'recall': 0.6798514082945221; 'f1-score': 0.6521897101788301; 'support': 469}; 'weighted avg': {'precision': 0.7310172059639011; 'recall': 0.6823027718550106; 'f1-score': 0.6956136179582499; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.5714285714285714; 'f1-score': 0.47058823529411764; 'support': 14}; '1.0': {'precision': 0.8125; 'recall': 0.6842105263157895; 'f1-score': 0.742857142857143; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.60625; 'recall': 0.6278195488721805; 'f1-score': 0.6067226890756303; 'support': 52}; 'weighted avg': {'precision': 0.7014423076923078; 'recall': 0.6538461538461539; 'f1-score': 0.6695539754363284; 'support': 52}}
l: 5,2,CNF,2,469,52,14,[33; 34],14,0.309130,0.673077,9,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5294117647058824; 'recall': 0.26865671641791045; 'f1-score': 0.3564356435643564; 'support': 134}; '1.0': {'precision': 0.7556109725685786; 'recall': 0.9044776119402985; 'f1-score': 0.8233695652173912; 'support': 335}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6425113686372305; 'recall': 0.5865671641791045; 'f1-score': 0.5899026043908738; 'support': 469}; 'weighted avg': {'precision': 0.6909826274649511; 'recall': 0.7228144989339019; 'f1-score': 0.6899598733165241; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
l: 5,2,CNF,3,469,52,14,[33; 34],14,0.306775,0.538462,8,[X2 >= 1.650000 OR X3 >= 1.250000 OR X9 < 0.895000] AND [(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.4331983805668016; 'recall': 0.7985074626865671; 'f1-score': 0.5616797900262467; 'support': 134}; '1.0': {'precision': 0.8783783783783784; 'recall': 0.582089552238806; 'f1-score': 0.7001795332136446; 'support': 335}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.65578837947259; 'recall': 0.6902985074626866; 'f1-score': 0.6309296616199456; 'support': 469}; 'weighted avg': {'precision': 0.7511840932893564; 'recall': 0.6439232409381663; 'f1-score': 0.6606081780172451; 'support': 469}},{'0.0': {'precision': 0.32; 'recall': 0.5333333333333333; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.5405405405405406; 'f1-score': 0.625; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5303703703703704; 'recall': 0.536936936936937; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.6193732193732193; 'recall': 0.5384615384615384; 'f1-score': 0.5600961538461539; 'support': 52}}
l: 5,2,CNF,4,469,52,14,[33; 34],14,0.323737,0.673077,11,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X4 < 211.500000 OR X6 >= 59.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5161290322580645; 'recall': 0.47761194029850745; 'f1-score': 0.49612403100775193; 'support': 134}; '1.0': {'precision': 0.7971014492753623; 'recall': 0.8208955223880597; 'f1-score': 0.8088235294117647; 'support': 335}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6566152407667134; 'recall': 0.6492537313432836; 'f1-score': 0.6524737802097583; 'support': 469}; 'weighted avg': {'precision': 0.7168236158418486; 'recall': 0.7228144989339019; 'f1-score': 0.7194808155820468; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.6666666666666666; 'f1-score': 0.5405405405405405; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.6756756756756757; 'f1-score': 0.746268656716418; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6439393939393939; 'recall': 0.6711711711711712; 'f1-score': 0.6434045986284792; 'support': 52}; 'weighted avg': {'precision': 0.7240675990675991; 'recall': 0.6730769230769231; 'f1-score': 0.6869240078195301; 'support': 52}}
l: 5,2,CNF,5,469,52,14,[33; 34],14,0.318815,0.615385,9,[X2 >= 1.650000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4966887417218543; 'recall': 0.5597014925373134; 'f1-score': 0.5263157894736842; 'support': 134}; '1.0': {'precision': 0.8144654088050315; 'recall': 0.7731343283582089; 'f1-score': 0.7932618683001531; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6555770752634429; 'recall': 0.6664179104477612; 'f1-score': 0.6597888288869187; 'support': 469}; 'weighted avg': {'precision': 0.7236720753526952; 'recall': 0.7121535181236673; 'f1-score': 0.7169915600640192; 'support': 469}},{'0.0': {'precision': 0.35294117647058826; 'recall': 0.4; 'f1-score': 0.37500000000000006; 'support': 15}; '1.0': {'precision': 0.7428571428571429; 'recall': 0.7027027027027027; 'f1-score': 0.7222222222222223; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5478991596638656; 'recall': 0.5513513513513514; 'f1-score': 0.5486111111111112; 'support': 52}; 'weighted avg': {'precision': 0.6303813833225599; 'recall': 0.6153846153846154; 'f1-score': 0.6220619658119659; 'support': 52}}
l: 5,2,CNF,6,469,52,14,[33; 34],14,0.326623,0.634615,9,[(NOT X1) OR X3 >= 1.250000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.3484848484848485; 'recall': 0.17164179104477612; 'f1-score': 0.22999999999999998; 'support': 134}; '1.0': {'precision': 0.7245657568238213; 'recall': 0.8716417910447761; 'f1-score': 0.7913279132791329; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.5365253026543348; 'recall': 0.5216417910447761; 'f1-score': 0.5106639566395664; 'support': 469}; 'weighted avg': {'precision': 0.6171140687269719; 'recall': 0.6716417910447762; 'f1-score': 0.630948509485095; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.13333333333333333; 'f1-score': 0.1739130434782609; 'support': 15}; '1.0': {'precision': 0.7045454545454546; 'recall': 0.8378378378378378; 'f1-score': 0.7654320987654323; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.4772727272727273; 'recall': 0.48558558558558557; 'f1-score': 0.46967257112184657; 'support': 52}; 'weighted avg': {'precision': 0.5734265734265734; 'recall': 0.6346153846153846; 'f1-score': 0.594801602047979; 'support': 52}}
l: 5,2,CNF,7,469,52,14,[33; 34],14,0.309536,0.615385,8,[X2 < 1.650000 OR X4 >= 211.500000 OR X6 < 59.500000] AND [(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.2898550724637681; 'recall': 0.14925373134328357; 'f1-score': 0.19704433497536944; 'support': 134}; '1.0': {'precision': 0.715; 'recall': 0.8537313432835821; 'f1-score': 0.7782312925170067; 'support': 335}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.5024275362318841; 'recall': 0.5014925373134329; 'f1-score': 0.4876378137461881; 'support': 469}; 'weighted avg': {'precision': 0.5935300207039337; 'recall': 0.652452025586354; 'f1-score': 0.6121778760765388; 'support': 469}},{'0.0': {'precision': 0.14285714285714285; 'recall': 0.06666666666666667; 'f1-score': 0.09090909090909091; 'support': 15}; '1.0': {'precision': 0.6888888888888889; 'recall': 0.8378378378378378; 'f1-score': 0.7560975609756098; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.41587301587301584; 'recall': 0.45225225225225224; 'f1-score': 0.42350332594235035; 'support': 52}; 'weighted avg': {'precision': 0.5313797313797314; 'recall': 0.6153846153846154; 'f1-score': 0.5642162715333447; 'support': 52}}
l: 5,2,CNF,8,469,52,14,[33; 34],14,0.337253,0.769231,7,[X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3967391304347826; 'recall': 0.5447761194029851; 'f1-score': 0.4591194968553459; 'support': 134}; '1.0': {'precision': 0.7859649122807018; 'recall': 0.6686567164179105; 'f1-score': 0.7225806451612903; 'support': 335}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.5913520213577421; 'recall': 0.6067164179104478; 'f1-score': 0.5908500710083181; 'support': 469}; 'weighted avg': {'precision': 0.6747575460390105; 'recall': 0.6332622601279317; 'f1-score': 0.6473060313595919; 'support': 469}},{'0.0': {'precision': 0.5789473684210527; 'recall': 0.7333333333333333; 'f1-score': 0.6470588235294117; 'support': 15}; '1.0': {'precision': 0.8787878787878788; 'recall': 0.7837837837837838; 'f1-score': 0.8285714285714285; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7288676236044658; 'recall': 0.7585585585585586; 'f1-score': 0.7378151260504201; 'support': 52}; 'weighted avg': {'precision': 0.7922954238743712; 'recall': 0.7692307692307693; 'f1-score': 0.7762120232708468; 'support': 52}}
l: 5,2,CNF,9,469,52,14,[33; 34],14,0.333422,0.576923,9,[X2 >= 1.650000 OR X4 >= 211.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.40298507462686567; 'recall': 0.20149253731343283; 'f1-score': 0.26865671641791045; 'support': 134}; '1.0': {'precision': 0.7338308457711443; 'recall': 0.8805970149253731; 'f1-score': 0.8005427408412483; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.568407960199005; 'recall': 0.5410447761194029; 'f1-score': 0.5345997286295794; 'support': 469}; 'weighted avg': {'precision': 0.6393034825870647; 'recall': 0.6865671641791045; 'f1-score': 0.6485753052917232; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.8108108108108109; 'f1-score': 0.7317073170731707; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.3333333333333333; 'recall': 0.40540540540540543; 'f1-score': 0.36585365853658536; 'support': 52}; 'weighted avg': {'precision': 0.47435897435897434; 'recall': 0.5769230769230769; 'f1-score': 0.5206378986866792; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.629717 (+- 0.064939), (mean training time) 0.318490 (+- 0.010607)
l: 5,2,CNF,0,468,53,7,[66; 67],14,0.240755,0.566038,9,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5136612021857924; 'recall': 0.7014925373134329; 'f1-score': 0.5930599369085173; 'support': 134}; '1.0': {'precision': 0.8596491228070176; 'recall': 0.7335329341317365; 'f1-score': 0.7915993537964459; 'support': 334}; 'accuracy': 0.7243589743589743; 'macro avg': {'precision': 0.686655162496405; 'recall': 0.7175127357225847; 'f1-score': 0.6923296453524816; 'support': 468}; 'weighted avg': {'precision': 0.7605842053641881; 'recall': 0.7243589743589743; 'f1-score': 0.7347525976789622; 'support': 468}},{'0.0': {'precision': 0.3; 'recall': 0.4; 'f1-score': 0.34285714285714286; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.631578947368421; 'f1-score': 0.676056338028169; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.5136363636363637; 'recall': 0.5157894736842106; 'f1-score': 0.509456740442656; 'support': 53}; 'weighted avg': {'precision': 0.6063464837049743; 'recall': 0.5660377358490566; 'f1-score': 0.5817546790175012; 'support': 53}}
l: 5,2,CNF,1,469,52,7,[67; 67],14,0.191435,0.692308,10,[X2 >= 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 < 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4953271028037383; 'recall': 0.3925925925925926; 'f1-score': 0.4380165289256198; 'support': 135}; '1.0': {'precision': 0.7734806629834254; 'recall': 0.8383233532934131; 'f1-score': 0.8045977011494253; 'support': 334}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6344038828935818; 'recall': 0.6154579729430029; 'f1-score': 0.6213071150375226; 'support': 469}; 'weighted avg': {'precision': 0.6934151392643257; 'recall': 0.7100213219616205; 'f1-score': 0.6990786004027009; 'support': 469}},{'0.0': {'precision': 0.4166666666666667; 'recall': 0.35714285714285715; 'f1-score': 0.3846153846153846; 'support': 14}; '1.0': {'precision': 0.775; 'recall': 0.8157894736842105; 'f1-score': 0.7948717948717949; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5958333333333333; 'recall': 0.5864661654135338; 'f1-score': 0.5897435897435898; 'support': 52}; 'weighted avg': {'precision': 0.678525641025641; 'recall': 0.6923076923076923; 'f1-score': 0.6844181459566075; 'support': 52}}
l: 5,2,CNF,2,469,52,7,[67; 67],14,0.235366,0.673077,10,[X1 OR X3 >= 1.250000 OR X4 < 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X1 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5081967213114754; 'recall': 0.23134328358208955; 'f1-score': 0.31794871794871793; 'support': 134}; '1.0': {'precision': 0.7475490196078431; 'recall': 0.9104477611940298; 'f1-score': 0.8209959623149394; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6278728704596592; 'recall': 0.5708955223880596; 'f1-score': 0.5694723401318287; 'support': 469}; 'weighted avg': {'precision': 0.6791626486660238; 'recall': 0.7164179104477612; 'f1-score': 0.6772681782103047; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
l: 5,2,CNF,3,469,52,7,[67; 67],14,0.204770,0.769231,10,[X1 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X1 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3333333333333333; 'recall': 0.05223880597014925; 'f1-score': 0.09032258064516129; 'support': 134}; '1.0': {'precision': 0.7165178571428571; 'recall': 0.9582089552238806; 'f1-score': 0.8199233716475096; 'support': 335}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.5249255952380952; 'recall': 0.505223880597015; 'f1-score': 0.45512297614633546; 'support': 469}; 'weighted avg': {'precision': 0.6070365646258503; 'recall': 0.6993603411513859; 'f1-score': 0.6114660027896959; 'support': 469}},{'0.0': {'precision': 1.0; 'recall': 0.2; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7551020408163265; 'recall': 1.0; 'f1-score': 0.8604651162790697; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.8775510204081632; 'recall': 0.6; 'f1-score': 0.5968992248062015; 'support': 52}; 'weighted avg': {'precision': 0.82574568288854; 'recall': 0.7692307692307693; 'f1-score': 0.7084078711985689; 'support': 52}}
l: 5,2,CNF,4,469,52,7,[67; 67],14,0.335394,0.673077,8,[X2 < 1.650000 OR X3 >= 1.250000 OR X9 >= 0.895000] AND [X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.46258503401360546; 'recall': 0.5074626865671642; 'f1-score': 0.48398576512455516; 'support': 134}; '1.0': {'precision': 0.7950310559006211; 'recall': 0.764179104477612; 'f1-score': 0.7792998477929984; 'support': 335}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.6288080449571133; 'recall': 0.6358208955223881; 'f1-score': 0.6316428064587768; 'support': 469}; 'weighted avg': {'precision': 0.7000464782186167; 'recall': 0.6908315565031983; 'f1-score': 0.6949243956020146; 'support': 469}},{'0.0': {'precision': 0.4583333333333333; 'recall': 0.7333333333333333; 'f1-score': 0.5641025641025641; 'support': 15}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.6486486486486487; 'f1-score': 0.7384615384615384; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6577380952380952; 'recall': 0.690990990990991; 'f1-score': 0.6512820512820512; 'support': 52}; 'weighted avg': {'precision': 0.7421016483516483; 'recall': 0.6730769230769231; 'f1-score': 0.6881656804733728; 'support': 52}}
l: 5,2,CNF,5,469,52,7,[67; 67],14,0.201090,0.596154,9,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000] AND [X1 OR X3 >= 1.250000 OR X4 < 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.48175182481751827; 'recall': 0.4925373134328358; 'f1-score': 0.48708487084870855; 'support': 134}; '1.0': {'precision': 0.7951807228915663; 'recall': 0.7880597014925373; 'f1-score': 0.7916041979010494; 'support': 335}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6384662738545422; 'recall': 0.6402985074626866; 'f1-score': 0.6393445343748789; 'support': 469}; 'weighted avg': {'precision': 0.7056296091561239; 'recall': 0.7036247334754797; 'f1-score': 0.7045986758860949; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.26666666666666666; 'f1-score': 0.2758620689655172; 'support': 15}; '1.0': {'precision': 0.7105263157894737; 'recall': 0.7297297297297297; 'f1-score': 0.7200000000000001; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4981203007518797; 'recall': 0.4981981981981982; 'f1-score': 0.49793103448275866; 'support': 52}; 'weighted avg': {'precision': 0.5879843840370156; 'recall': 0.5961538461538461; 'f1-score': 0.5918832891246685; 'support': 52}}
