l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.187240,0.622642,3,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000],{'0.0': {'precision': 0.21153846153846154; 'recall': 0.16541353383458646; 'f1-score': 0.18565400843881855; 'support': 133}; '1.0': {'precision': 0.695054945054945; 'recall': 0.755223880597015; 'f1-score': 0.7238912732474962; 'support': 335}; 'accuracy': 0.5876068376068376; 'macro avg': {'precision': 0.4532967032967033; 'recall': 0.4603187072158007; 'f1-score': 0.4547726408431574; 'support': 468}; 'weighted avg': {'precision': 0.5576453461068845; 'recall': 0.5876068376068376; 'f1-score': 0.5709306830347738; 'support': 468}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.7894736842105263; 'f1-score': 0.7500000000000001; 'support': 38}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.4935064935064935; 'recall': 0.49473684210526314; 'f1-score': 0.4903846153846154; 'support': 53}; 'weighted avg': {'precision': 0.5893163440333251; 'recall': 0.6226415094339622; 'f1-score': 0.6030478955007257; 'support': 53}}
l: 5,2,DNF,9,469,52,7,[67; 67],14,0.413512,0.730769,3,[X3 < 1.250000 AND X6 >= 59.500000] OR [X2 >= 1.650000],{'0.0': {'precision': 0.4349593495934959; 'recall': 0.8045112781954887; 'f1-score': 0.5646437994722955; 'support': 133}; '1.0': {'precision': 0.8834080717488789; 'recall': 0.5863095238095238; 'f1-score': 0.7048300536672629; 'support': 336}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.6591837106711874; 'recall': 0.6954104010025063; 'f1-score': 0.6347369265697792; 'support': 469}; 'weighted avg': {'precision': 0.7562360460630242; 'recall': 0.6481876332622601; 'f1-score': 0.6650757427761527; 'support': 469}},{'0.0': {'precision': 0.52; 'recall': 0.8666666666666667; 'f1-score': 0.65; 'support': 15}; '1.0': {'precision': 0.9259259259259259; 'recall': 0.6756756756756757; 'f1-score': 0.7812500000000001; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.722962962962963; 'recall': 0.7711711711711712; 'f1-score': 0.7156250000000001; 'support': 52}; 'weighted avg': {'precision': 0.8088319088319089; 'recall': 0.7307692307692307; 'f1-score': 0.7433894230769231; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [67, 67], 'n_partitions': 7}, (mean val acc cv) 0.685196 (+- 0.047389), (mean training time) 0.363226 (+- 0.042157)
l: 5,2,DNF,0,468,53,3,[156; 156],14,1.346789,0.716981,1,[] OR [X2 >= 1.650000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,2,DNF,1,469,52,3,[156; 157],14,1.582416,0.769231,2,[X4 >= 211.500000] OR [X2 >= 1.650000],{'0.0': {'precision': 0.48947368421052634; 'recall': 0.6940298507462687; 'f1-score': 0.5740740740740741; 'support': 134}; '1.0': {'precision': 0.8530465949820788; 'recall': 0.7104477611940299; 'f1-score': 0.7752442996742671; 'support': 335}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6712601395963026; 'recall': 0.7022388059701492; 'f1-score': 0.6746591868741706; 'support': 469}; 'weighted avg': {'precision': 0.7491686204759209; 'recall': 0.7057569296375267; 'f1-score': 0.7177670923599263; 'support': 469}},{'0.0': {'precision': 0.5625; 'recall': 0.6428571428571429; 'f1-score': 0.6000000000000001; 'support': 14}; '1.0': {'precision': 0.8611111111111112; 'recall': 0.8157894736842105; 'f1-score': 0.8378378378378377; 'support': 38}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7118055555555556; 'recall': 0.7293233082706767; 'f1-score': 0.7189189189189189; 'support': 52}; 'weighted avg': {'precision': 0.780715811965812; 'recall': 0.7692307692307693; 'f1-score': 0.7738045738045737; 'support': 52}}
l: 5,2,DNF,2,469,52,3,[156; 157],14,1.905461,0.711538,2,[X4 >= 211.500000] OR [X1],{'0.0': {'precision': 0.4861111111111111; 'recall': 0.26119402985074625; 'f1-score': 0.3398058252427184; 'support': 134}; '1.0': {'precision': 0.7506297229219143; 'recall': 0.8895522388059701; 'f1-score': 0.8142076502732238; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6183704170165127; 'recall': 0.5753731343283581; 'f1-score': 0.5770067377579711; 'support': 469}; 'weighted avg': {'precision': 0.6750529766902562; 'recall': 0.7100213219616205; 'f1-score': 0.6786642716930795; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.07142857142857142; 'f1-score': 0.11764705882352941; 'support': 14}; '1.0': {'precision': 0.7346938775510204; 'recall': 0.9473684210526315; 'f1-score': 0.8275862068965517; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5340136054421769; 'recall': 0.5093984962406015; 'f1-score': 0.4726166328600406; 'support': 52}; 'weighted avg': {'precision': 0.6266352694924124; 'recall': 0.7115384615384616; 'f1-score': 0.6364487439538149; 'support': 52}}
l: 5,2,DNF,3,469,52,3,[156; 157],14,1.611488,0.634615,2,[X9 < 0.895000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.4742857142857143; 'recall': 0.6240601503759399; 'f1-score': 0.538961038961039; 'support': 133}; '1.0': {'precision': 0.8299319727891157; 'recall': 0.7261904761904762; 'f1-score': 0.7746031746031745; 'support': 336}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6521088435374149; 'recall': 0.675125313283208; 'f1-score': 0.6567821067821067; 'support': 469}; 'weighted avg': {'precision': 0.7290770636612854; 'recall': 0.697228144989339; 'f1-score': 0.7077792853912257; 'support': 469}},{'0.0': {'precision': 0.4090909090909091; 'recall': 0.6; 'f1-score': 0.4864864864864865; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.6486486486486487; 'f1-score': 0.7164179104477612; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6045454545454546; 'recall': 0.6243243243243244; 'f1-score': 0.6014521984671238; 'support': 52}; 'weighted avg': {'precision': 0.6872377622377622; 'recall': 0.6346153846153846; 'f1-score': 0.6500915381512395; 'support': 52}}
l: 5,2,DNF,4,469,52,3,[156; 157],14,1.269130,0.711538,1,[X4 >= 211.500000] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,5,469,52,3,[156; 157],14,1.620243,0.711538,1,[X4 >= 211.500000] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,6,469,52,3,[156; 157],14,1.127030,0.634615,2,[X9 < 0.895000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.47513812154696133; 'recall': 0.6466165413533834; 'f1-score': 0.5477707006369427; 'support': 133}; '1.0': {'precision': 0.8368055555555556; 'recall': 0.7172619047619048; 'f1-score': 0.7724358974358975; 'support': 336}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6559718385512585; 'recall': 0.6819392230576441; 'f1-score': 0.6601032990364201; 'support': 469}; 'weighted avg': {'precision': 0.7342431488964021; 'recall': 0.697228144989339; 'f1-score': 0.7087248714779849; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7297297297297297; 'f1-score': 0.7397260273972601; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5625; 'recall': 0.5648648648648649; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6418269230769231; 'recall': 0.6346153846153846; 'f1-score': 0.6380060505115741; 'support': 52}}
l: 5,2,DNF,7,469,52,3,[156; 157],14,1.080974,0.596154,2,[X1] OR [X4 >= 211.500000],{'0.0': {'precision': 0.5223880597014925; 'recall': 0.2631578947368421; 'f1-score': 0.35000000000000003; 'support': 133}; '1.0': {'precision': 0.7562189054726368; 'recall': 0.9047619047619048; 'f1-score': 0.8238482384823849; 'support': 336}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6393034825870647; 'recall': 0.5839598997493735; 'f1-score': 0.5869241192411925; 'support': 469}; 'weighted avg': {'precision': 0.6899086656270884; 'recall': 0.7228144989339019; 'f1-score': 0.6894733648829026; 'support': 469}},{'0.0': {'precision': 0.125; 'recall': 0.06666666666666667; 'f1-score': 0.08695652173913045; 'support': 15}; '1.0': {'precision': 0.6818181818181818; 'recall': 0.8108108108108109; 'f1-score': 0.7407407407407407; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4034090909090909; 'recall': 0.43873873873873875; 'f1-score': 0.4138486312399356; 'support': 52}; 'weighted avg': {'precision': 0.5211975524475524; 'recall': 0.5961538461538461; 'f1-score': 0.5521491391056608; 'support': 52}}
l: 5,2,DNF,8,469,52,3,[156; 157],14,1.861465,0.730769,2,[X1] OR [X2 >= 1.650000],{'0.0': {'precision': 0.41304347826086957; 'recall': 0.2857142857142857; 'f1-score': 0.3377777777777778; 'support': 133}; '1.0': {'precision': 0.7480106100795756; 'recall': 0.8392857142857143; 'f1-score': 0.791023842917251; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.5805270441702226; 'recall': 0.5625; 'f1-score': 0.5644008103475144; 'support': 469}; 'weighted avg': {'precision': 0.6530199309071067; 'recall': 0.6823027718550106; 'f1-score': 0.6624913766836692; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
l: 5,2,DNF,9,469,52,3,[156; 157],14,2.429842,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.692852 (+- 0.050382), (mean training time) 1.583484 (+- 0.389244)
l: 5,3,CNF,0,468,53,58,[8; 9],14,1.237994,0.641509,13,[(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000],{'0.0': {'precision': 0.38823529411764707; 'recall': 0.24812030075187969; 'f1-score': 0.3027522935779816; 'support': 133}; '1.0': {'precision': 0.7389033942558747; 'recall': 0.844776119402985; 'f1-score': 0.7883008356545962; 'support': 335}; 'accuracy': 0.6752136752136753; 'macro avg': {'precision': 0.5635693441867609; 'recall': 0.5464482100774324; 'f1-score': 0.5455265646162889; 'support': 468}; 'weighted avg': {'precision': 0.639247716225139; 'recall': 0.6752136752136753; 'f1-score': 0.6503137499789771; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.7894736842105263; 'f1-score': 0.7594936708860759; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.532520325203252; 'recall': 0.5280701754385965; 'f1-score': 0.5278949835911861; 'support': 53}; 'weighted avg': {'precision': 0.6189599631845375; 'recall': 0.6415094339622641; 'f1-score': 0.6284000743040628; 'support': 53}}
l: 5,3,CNF,1,469,52,58,[8; 9],14,1.249198,0.692308,11,[X1 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 < 211.500000 OR X9 >= 0.895000] AND [X1 OR (NOT X1) OR X5 < 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.36363636363636365; 'recall': 0.29850746268656714; 'f1-score': 0.32786885245901637; 'support': 134}; '1.0': {'precision': 0.7381615598885793; 'recall': 0.7910447761194029; 'f1-score': 0.7636887608069164; 'support': 335}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.5508989617624716; 'recall': 0.544776119402985; 'f1-score': 0.5457788066329664; 'support': 469}; 'weighted avg': {'precision': 0.6311543609593748; 'recall': 0.650319829424307; 'f1-score': 0.6391687869932307; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.5; 'f1-score': 0.4666666666666667; 'support': 14}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7631578947368421; 'f1-score': 0.7837837837837838; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6215277777777778; 'recall': 0.631578947368421; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.7064636752136753; 'recall': 0.6923076923076923; 'f1-score': 0.6984060984060984; 'support': 52}}
l: 5,3,CNF,2,469,52,58,[8; 9],14,1.242129,0.557692,11,[X3 >= 1.250000 OR X5 >= 61.500000] AND [X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X4 < 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4217687074829932; 'recall': 0.9253731343283582; 'f1-score': 0.5794392523364486; 'support': 134}; '1.0': {'precision': 0.9428571428571428; 'recall': 0.4925373134328358; 'f1-score': 0.6470588235294117; 'support': 335}; 'accuracy': 0.6162046908315565; 'macro avg': {'precision': 0.682312925170068; 'recall': 0.708955223880597; 'f1-score': 0.6132490379329301; 'support': 469}; 'weighted avg': {'precision': 0.7939747327502429; 'recall': 0.6162046908315565; 'f1-score': 0.627738946045708; 'support': 469}},{'0.0': {'precision': 0.3448275862068966; 'recall': 0.7142857142857143; 'f1-score': 0.46511627906976755; 'support': 14}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.5; 'f1-score': 0.6229508196721311; 'support': 38}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5854572713643178; 'recall': 0.6071428571428572; 'f1-score': 0.5440335493709493; 'support': 52}; 'weighted avg': {'precision': 0.6965171260523584; 'recall': 0.5576923076923077; 'f1-score': 0.5804569048945717; 'support': 52}}
l: 5,3,CNF,3,469,52,58,[8; 9],14,1.263294,0.557692,12,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X1 OR X4 >= 211.500000] AND [X1 OR (NOT X1) OR X3 < 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.44642857142857145; 'recall': 0.37593984962406013; 'f1-score': 0.40816326530612246; 'support': 133}; '1.0': {'precision': 0.7675070028011205; 'recall': 0.8154761904761905; 'f1-score': 0.7907647907647908; 'support': 336}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.606967787114846; 'recall': 0.5957080200501252; 'f1-score': 0.5994640280354566; 'support': 469}; 'weighted avg': {'precision': 0.6764549103223378; 'recall': 0.6908315565031983; 'f1-score': 0.6822658507093474; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.13333333333333333; 'f1-score': 0.14814814814814814; 'support': 15}; '1.0': {'precision': 0.675; 'recall': 0.7297297297297297; 'f1-score': 0.7012987012987014; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.42083333333333334; 'recall': 0.4315315315315315; 'f1-score': 0.4247234247234248; 'support': 52}; 'weighted avg': {'precision': 0.5283653846153846; 'recall': 0.5576923076923077; 'f1-score': 0.5417360417360417; 'support': 52}}
l: 5,3,CNF,4,469,52,58,[8; 9],14,1.266268,0.519231,12,[(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000] AND [X2 >= 1.650000 OR X4 < 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.3836477987421384; 'recall': 0.45864661654135336; 'f1-score': 0.4178082191780822; 'support': 133}; '1.0': {'precision': 0.7677419354838709; 'recall': 0.7083333333333334; 'f1-score': 0.7368421052631579; 'support': 336}; 'accuracy': 0.6375266524520256; 'macro avg': {'precision': 0.5756948671130047; 'recall': 0.5834899749373433; 'f1-score': 0.57732516222062; 'support': 469}; 'weighted avg': {'precision': 0.6588197176018871; 'recall': 0.6375266524520256; 'f1-score': 0.6463698092091812; 'support': 469}},{'0.0': {'precision': 0.1875; 'recall': 0.2; 'f1-score': 0.19354838709677422; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.6486486486486487; 'f1-score': 0.6575342465753425; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.4270833333333333; 'recall': 0.4243243243243243; 'f1-score': 0.4255413168360584; 'support': 52}; 'weighted avg': {'precision': 0.5284455128205128; 'recall': 0.5192307692307693; 'f1-score': 0.5236921717257554; 'support': 52}}
l: 5,3,CNF,5,469,52,58,[8; 9],14,1.257376,0.634615,10,[X3 >= 1.250000 OR X4 >= 211.500000 OR X4 < 211.500000] AND [X1 OR X2 >= 1.650000 OR X4 < 211.500000 OR X5 >= 61.500000] AND [X2 < 1.650000 OR X5 < 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.2916666666666667; 'recall': 0.05263157894736842; 'f1-score': 0.089171974522293; 'support': 133}; '1.0': {'precision': 0.7168539325842697; 'recall': 0.9494047619047619; 'f1-score': 0.8169014084507041; 'support': 336}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.5042602996254681; 'recall': 0.5010181704260651; 'f1-score': 0.45303669148649856; 'support': 469}; 'weighted avg': {'precision': 0.5962784392643524; 'recall': 0.6950959488272921; 'f1-score': 0.6105303749486175; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6875; 'recall': 0.8918918918918919; 'f1-score': 0.7764705882352941; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.34375; 'recall': 0.44594594594594594; 'f1-score': 0.38823529411764707; 'support': 52}; 'weighted avg': {'precision': 0.4891826923076923; 'recall': 0.6346153846153846; 'f1-score': 0.5524886877828055; 'support': 52}}
l: 5,3,CNF,6,469,52,58,[8; 9],14,1.236211,0.692308,13,[X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [X1 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.44954128440366975; 'recall': 0.3684210526315789; 'f1-score': 0.4049586776859504; 'support': 133}; '1.0': {'precision': 0.7666666666666667; 'recall': 0.8214285714285714; 'f1-score': 0.793103448275862; 'support': 336}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.6081039755351683; 'recall': 0.5949248120300752; 'f1-score': 0.5990310629809061; 'support': 469}; 'weighted avg': {'precision': 0.6767355881144735; 'recall': 0.6929637526652452; 'f1-score': 0.6830325431832005; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,3,CNF,7,469,52,58,[8; 9],14,1.194498,0.634615,13,[X2 >= 1.650000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X2 < 1.650000 OR X4 >= 211.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.33663366336633666; 'recall': 0.2556390977443609; 'f1-score': 0.2905982905982906; 'support': 133}; '1.0': {'precision': 0.7309782608695652; 'recall': 0.8005952380952381; 'f1-score': 0.7642045454545454; 'support': 336}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.533805962117951; 'recall': 0.5281171679197996; 'f1-score': 0.527401418026418; 'support': 469}; 'weighted avg': {'precision': 0.6191491959059631; 'recall': 0.6460554371002132; 'f1-score': 0.6298982940773985; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 5,3,CNF,8,469,52,58,[8; 9],14,1.222975,0.692308,13,[(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X1 OR X2 >= 1.650000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X1 OR (NOT X1) OR X4 < 211.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.4840764331210191; 'recall': 0.5714285714285714; 'f1-score': 0.5241379310344827; 'support': 133}; '1.0': {'precision': 0.8173076923076923; 'recall': 0.7589285714285714; 'f1-score': 0.7870370370370371; 'support': 336}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6506920627143558; 'recall': 0.6651785714285714; 'f1-score': 0.6555874840357598; 'support': 469}; 'weighted avg': {'precision': 0.7228092755234117; 'recall': 0.7057569296375267; 'f1-score': 0.7124835592154172; 'support': 469}},{'0.0': {'precision': 0.47058823529411764; 'recall': 0.5333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.7567567567567568; 'f1-score': 0.7777777777777778; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6352941176470588; 'recall': 0.6450450450450451; 'f1-score': 0.6388888888888888; 'support': 52}; 'weighted avg': {'precision': 0.7049773755656108; 'recall': 0.6923076923076923; 'f1-score': 0.6976495726495726; 'support': 52}}
