l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],296,580.051583,0.675196,5,[X3 == 6 OR X3 == 8 OR X6 == 12 OR X7 == 5 OR X13 == 21],{'0': {'precision': 0.7736779133764058; 'recall': 0.8073715227488388; 'f1-score': 0.7901656972481549; 'support': 20023}; '1': {'precision': 0.29603942325241833; 'recall': 0.25539285151944574; 'f1-score': 0.274218089602705; 'support': 6351}; 'accuracy': 0.6744521119284144; 'macro avg': {'precision': 0.5348586683144121; 'recall': 0.5313821871341423; 'f1-score': 0.5321918934254299; 'support': 26374}; 'weighted avg': {'precision': 0.6586600150379875; 'recall': 0.6744521119284144; 'f1-score': 0.6659227588938571; 'support': 26374}},{'0': {'precision': 0.7766188613646241; 'recall': 0.8031460674157304; 'f1-score': 0.7896597437030491; 'support': 2225}; '1': {'precision': 0.3047619047619048; 'recall': 0.2719546742209632; 'f1-score': 0.28742514970059885; 'support': 706}; 'accuracy': 0.6751961787785739; 'macro avg': {'precision': 0.5406903830632644; 'recall': 0.5375503708183468; 'f1-score': 0.538542446701824; 'support': 2931}; 'weighted avg': {'precision': 0.662961061514225; 'recall': 0.6751961787785739; 'f1-score': 0.6686847783786787; 'support': 2931}}
l: 5,1,DNF,5,26375,2930,3296,[8; 9],296,127.554687,0.792833,5,[X3 != 2 AND X3 != 5 AND X3 != 13 AND X5 != 0 AND X10 >= 3048.000000],{'0': {'precision': 0.7935463026533662; 'recall': 0.9813214802976576; 'f1-score': 0.8775008931761342; 'support': 20023}; '1': {'precision': 0.7682775712515489; 'recall': 0.1952141057934509; 'f1-score': 0.3113231232739141; 'support': 6352}; 'accuracy': 0.792; 'macro avg': {'precision': 0.7809119369524575; 'recall': 0.5882677930455542; 'f1-score': 0.5944120082250242; 'support': 26375}; 'weighted avg': {'precision': 0.7874607298812585; 'recall': 0.792; 'f1-score': 0.7411459663735218; 'support': 26375}},{'0': {'precision': 0.7943959243085881; 'recall': 0.981123595505618; 'f1-score': 0.8779408807560829; 'support': 2225}; '1': {'precision': 0.7692307692307693; 'recall': 0.19858156028368795; 'f1-score': 0.3156708004509583; 'support': 705}; 'accuracy': 0.7928327645051194; 'macro avg': {'precision': 0.7818133467696786; 'recall': 0.589852577894653; 'f1-score': 0.5968058406035206; 'support': 2930}; 'weighted avg': {'precision': 0.7883408272676794; 'recall': 0.7928327645051194; 'f1-score': 0.7426506395905155; 'support': 2930}}
l: 5,1,DNF,6,26375,2930,3296,[8; 9],296,133.813699,0.639249,3,[X0 < 54.500000 AND X0 >= 35.500000 AND X3 != 13],{'0': {'precision': 0.845813026140895; 'recall': 0.6673825101133696; 'f1-score': 0.7460778292669309; 'support': 20023}; '1': {'precision': 0.37027231467473526; 'recall': 0.6164987405541562; 'f1-score': 0.46266540642722115; 'support': 6352}; 'accuracy': 0.6551279620853081; 'macro avg': {'precision': 0.6080426704078151; 'recall': 0.641940625333763; 'f1-score': 0.604371617847076; 'support': 26375}; 'weighted avg': {'precision': 0.7312865958382203; 'recall': 0.6551279620853081; 'f1-score': 0.6778224469018944; 'support': 26375}},{'0': {'precision': 0.84192037470726; 'recall': 0.6462921348314606; 'f1-score': 0.7312484108822781; 'support': 2225}; '1': {'precision': 0.35597381342062195; 'recall': 0.6170212765957447; 'f1-score': 0.45147898287493515; 'support': 705}; 'accuracy': 0.6392491467576792; 'macro avg': {'precision': 0.598947094063941; 'recall': 0.6316567057136027; 'f1-score': 0.5913636968786067; 'support': 2930}; 'weighted avg': {'precision': 0.7249946662748096; 'recall': 0.6392491467576792; 'f1-score': 0.6639318761569618; 'support': 2930}}
l: 5,1,DNF,7,26375,2930,3296,[8; 9],296,130.890552,0.746416,11,[X0 < 54.500000 AND X1 != 0 AND X1 != 7 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 == 7 AND X7 != 3 AND X13 != 24],{'0': {'precision': 0.7603543398865491; 'recall': 0.9773760175797832; 'f1-score': 0.8553134765411594; 'support': 20023}; '1': {'precision': 0.28885400313971743; 'recall': 0.028967254408060455; 'f1-score': 0.05265417083989126; 'support': 6352}; 'accuracy': 0.7489668246445498; 'macro avg': {'precision': 0.5246041715131333; 'recall': 0.5031716359939218; 'f1-score': 0.4539838236905253; 'support': 26375}; 'weighted avg': {'precision': 0.6468009696868952; 'recall': 0.7489668246445498; 'f1-score': 0.6620057264060142; 'support': 26375}},{'0': {'precision': 0.760548523206751; 'recall': 0.9721348314606741; 'f1-score': 0.8534227658315249; 'support': 2225}; '1': {'precision': 0.27906976744186046; 'recall': 0.03404255319148936; 'f1-score': 0.060682680151706705; 'support': 705}; 'accuracy': 0.7464163822525597; 'macro avg': {'precision': 0.5198091453243058; 'recall': 0.5030886923260818; 'f1-score': 0.4570527229916158; 'support': 2930}; 'weighted avg': {'precision': 0.6446978328264616; 'recall': 0.7464163822525597; 'f1-score': 0.6626781377072; 'support': 2930}}
l: 5,1,DNF,8,26375,2930,3296,[8; 9],296,200.963724,0.721843,5,[X1 != 8 AND X3 != 4 AND X3 != 5 AND X3 != 13 AND X3 == 9],{'0': {'precision': 0.7936112369732669; 'recall': 0.8747003595685178; 'f1-score': 0.8321851095167958; 'support': 20024}; '1': {'precision': 0.41718931475029036; 'recall': 0.28279011179341834; 'f1-score': 0.33708708708708707; 'support': 6351}; 'accuracy': 0.7321706161137441; 'macro avg': {'precision': 0.6054002758617786; 'recall': 0.578745235680968; 'f1-score': 0.5846360983019414; 'support': 26375}; 'weighted avg': {'precision': 0.7029702652940963; 'recall': 0.7321706161137441; 'f1-score': 0.712967382864622; 'support': 26375}},{'0': {'precision': 0.7876684360963658; 'recall': 0.8673561151079137; 'f1-score': 0.8255938369355874; 'support': 2224}; '1': {'precision': 0.3866943866943867; 'recall': 0.26345609065155806; 'f1-score': 0.3133951137320977; 'support': 706}; 'accuracy': 0.7218430034129693; 'macro avg': {'precision': 0.5871814113953763; 'recall': 0.5654061028797359; 'f1-score': 0.5694944753338426; 'support': 2930}; 'weighted avg': {'precision': 0.6910514808479709; 'recall': 0.7218430034129693; 'f1-score': 0.7021766701841664; 'support': 2930}}
l: 5,1,DNF,9,26375,2930,3296,[8; 9],296,370.062582,0.769625,6,[X1 == 5 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 13 AND X7 == 0],{'0': {'precision': 0.7700198158293508; 'recall': 0.9897123451857771; 'f1-score': 0.8661524005157231; 'support': 20024}; '1': {'precision': 0.677115987460815; 'recall': 0.0680207841284837; 'f1-score': 0.12362283588496208; 'support': 6351}; 'accuracy': 0.7677725118483413; 'macro avg': {'precision': 0.7235679016450829; 'recall': 0.5288665646571304; 'f1-score': 0.49488761820034255; 'support': 26375}; 'weighted avg': {'precision': 0.7476489262002105; 'recall': 0.7677725118483413; 'f1-score': 0.687354096630606; 'support': 26375}},{'0': {'precision': 0.7695788374521406; 'recall': 0.9941546762589928; 'f1-score': 0.8675691583284285; 'support': 2224}; '1': {'precision': 0.7719298245614035; 'recall': 0.06232294617563739; 'f1-score': 0.11533420707732635; 'support': 706}; 'accuracy': 0.7696245733788396; 'macro avg': {'precision': 0.770754331006772; 'recall': 0.5282388112173151; 'f1-score': 0.4914516827028774; 'support': 2930}; 'weighted avg': {'precision': 0.7701453210354647; 'recall': 0.7696245733788396; 'f1-score': 0.6863139106890844; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 3296}, (mean val acc cv) 0.744683 (+- 0.041088), (mean training time) 157.978130 (+- 75.037878)
l: 5,1,DNF,0,26374,2931,1648,[16; 17],296,170.682020,0.766974,16,[X0 >= 35.500000 AND X1 != 5 AND X3 != 3 AND X3 != 5 AND X3 != 7 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 == 2 AND X6 != 2 AND X6 != 6 AND X6 != 9 AND X12 >= 39.500000 AND X13 != 27 AND X13 != 33],{'0': {'precision': 0.8297147126114769; 'recall': 0.8874793986915047; 'f1-score': 0.8576254826254827; 'support': 20023}; '1': {'precision': 0.5454912245309663; 'recall': 0.4257597228782869; 'f1-score': 0.4782454899186417; 'support': 6351}; 'accuracy': 0.7762948358231592; 'macro avg': {'precision': 0.6876029685712216; 'recall': 0.6566195607848958; 'f1-score': 0.6679354862720621; 'support': 26374}; 'weighted avg': {'precision': 0.7612721793287242; 'recall': 0.7762948358231592; 'f1-score': 0.7662687550270468; 'support': 26374}},{'0': {'precision': 0.8225941422594142; 'recall': 0.8835955056179775; 'f1-score': 0.8520043336944745; 'support': 2225}; '1': {'precision': 0.5212569316081331; 'recall': 0.39943342776203966; 'f1-score': 0.4522854851643946; 'support': 706}; 'accuracy': 0.7669737291026953; 'macro avg': {'precision': 0.6719255369337737; 'recall': 0.6415144666900086; 'f1-score': 0.6521449094294345; 'support': 2931}; 'weighted avg': {'precision': 0.7500100171417736; 'recall': 0.7669737291026953; 'f1-score': 0.755722686795042; 'support': 2931}}
l: 5,1,DNF,1,26374,2931,1648,[16; 17],296,164.928492,0.758444,16,[X0 < 43.500000 AND X1 != 1 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X5 == 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9],{'0': {'precision': 0.8126452812645282; 'recall': 0.8729960545372821; 'f1-score': 0.8417403028916765; 'support': 20023}; '1': {'precision': 0.4771792763157895; 'recall': 0.365454259171784; 'f1-score': 0.4139099420419082; 'support': 6351}; 'accuracy': 0.7507772806551907; 'macro avg': {'precision': 0.6449122787901589; 'recall': 0.619225156854533; 'f1-score': 0.6278251224667923; 'support': 26374}; 'weighted avg': {'precision': 0.7318632763570647; 'recall': 0.7507772806551907; 'f1-score': 0.7387164679877226; 'support': 26374}},{'0': {'precision': 0.8161734055856606; 'recall': 0.88; 'f1-score': 0.8468858131487889; 'support': 2225}; '1': {'precision': 0.4981203007518797; 'recall': 0.37535410764872523; 'f1-score': 0.4281098546042003; 'support': 706}; 'accuracy': 0.7584442169907881; 'macro avg': {'precision': 0.6571468531687702; 'recall': 0.6276770538243626; 'f1-score': 0.6374978338764946; 'support': 2931}; 'weighted avg': {'precision': 0.7395628658338186; 'recall': 0.7584442169907881; 'f1-score': 0.7460138149459641; 'support': 2931}}
l: 5,1,DNF,2,26374,2931,1648,[16; 17],296,174.777270,0.802798,18,[X0 < 61.500000 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X5 != 6 AND X5 == 2 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X13 != 6 AND X13 != 7 AND X13 != 31],{'0': {'precision': 0.8539380167287144; 'recall': 0.882085601558208; 'f1-score': 0.8677836191224881; 'support': 20023}; '1': {'precision': 0.5851344227727991; 'recall': 0.5243268776570619; 'f1-score': 0.5530642750373692; 'support': 6351}; 'accuracy': 0.7959353909152954; 'macro avg': {'precision': 0.7195362197507568; 'recall': 0.703206239607635; 'f1-score': 0.7104239470799287; 'support': 26374}; 'weighted avg': {'precision': 0.7892086762716727; 'recall': 0.7959353909152954; 'f1-score': 0.7919975209089221; 'support': 26374}},{'0': {'precision': 0.8635761589403973; 'recall': 0.8791011235955056; 'f1-score': 0.8712694877505567; 'support': 2225}; '1': {'precision': 0.5960960960960962; 'recall': 0.5623229461756374; 'f1-score': 0.5787172011661808; 'support': 706}; 'accuracy': 0.8027976799727056; 'macro avg': {'precision': 0.7298361275182468; 'recall': 0.7207120348855716; 'f1-score': 0.7249933444583687; 'support': 2931}; 'weighted avg': {'precision': 0.799147320875547; 'recall': 0.8027976799727056; 'f1-score': 0.8008014173552753; 'support': 2931}}
l: 5,1,DNF,3,26374,2931,1648,[16; 17],296,205.997424,0.738656,18,[X0 >= 35.500000 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 9 AND X3 != 13 AND X5 != 0 AND X6 != 3 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X8 != 2 AND X13 != 4 AND X13 != 20 AND X13 != 27 AND X13 != 33],{'0': {'precision': 0.8018471484645578; 'recall': 0.867202716875593; 'f1-score': 0.8332453572628244; 'support': 20023}; '1': {'precision': 0.4365331638058911; 'recall': 0.3243583687608251; 'f1-score': 0.3721770551038844; 'support': 6351}; 'accuracy': 0.7364828998255858; 'macro avg': {'precision': 0.6191901561352244; 'recall': 0.595780542818209; 'f1-score': 0.6027112061833544; 'support': 26374}; 'weighted avg': {'precision': 0.7138775906967868; 'recall': 0.7364828998255858; 'f1-score': 0.7222176486478465; 'support': 26374}},{'0': {'precision': 0.8063838723225536; 'recall': 0.8629213483146068; 'f1-score': 0.8336951801997395; 'support': 2225}; '1': {'precision': 0.44545454545454544; 'recall': 0.34702549575070823; 'f1-score': 0.3901273885350318; 'support': 706}; 'accuracy': 0.7386557488911635; 'macro avg': {'precision': 0.6259192088885495; 'recall': 0.6049734220326575; 'f1-score': 0.6119112843673857; 'support': 2931}; 'weighted avg': {'precision': 0.7194455902451693; 'recall': 0.7386557488911635; 'f1-score': 0.7268514883146205; 'support': 2931}}
l: 5,1,DNF,4,26374,2931,1648,[16; 17],296,226.424969,0.737632,14,[X1 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X4 >= 9.500000 AND X6 != 5 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X8 != 0 AND X9 AND X13 != 40],{'0': {'precision': 0.8406587803385682; 'recall': 0.8234030864505818; 'f1-score': 0.8319414658761196; 'support': 20023}; '1': {'precision': 0.47707778763679387; 'recall': 0.5079515037002047; 'f1-score': 0.4920308091207199; 'support': 6351}; 'accuracy': 0.7474406612572988; 'macro avg': {'precision': 0.658868283987681; 'recall': 0.6656772950753933; 'f1-score': 0.6619861374984197; 'support': 26374}; 'weighted avg': {'precision': 0.7531065362857523; 'recall': 0.7474406612572988; 'f1-score': 0.750089165085434; 'support': 26374}},{'0': {'precision': 0.8339449541284404; 'recall': 0.8170786516853933; 'f1-score': 0.8254256526674234; 'support': 2225}; '1': {'precision': 0.4580559254327563; 'recall': 0.48725212464589235; 'f1-score': 0.4722031571722718; 'support': 706}; 'accuracy': 0.7376322074377346; 'macro avg': {'precision': 0.6460004397805983; 'recall': 0.6521653881656428; 'f1-score': 0.6488144049198477; 'support': 2931}; 'weighted avg': {'precision': 0.7434032774791217; 'recall': 0.7376322074377346; 'f1-score': 0.7403437414359062; 'support': 2931}}
l: 5,1,DNF,5,26375,2930,1648,[16; 17],296,210.150145,0.727304,14,[X0 < 54.500000 AND X1 != 1 AND X3 != 1 AND X3 != 2 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 1 AND X5 != 4 AND X6 != 11 AND X6 != 14 AND X13 != 14 AND X13 != 29],{'0': {'precision': 0.838796658559797; 'recall': 0.7923388103680767; 'f1-score': 0.8149061304158; 'support': 20023}; '1': {'precision': 0.4427020506634499; 'recall': 0.5199937027707808; 'f1-score': 0.47824513139795843; 'support': 6352}; 'accuracy': 0.7267488151658767; 'macro avg': {'precision': 0.6407493546116234; 'recall': 0.6561662565694288; 'f1-score': 0.6465756309068792; 'support': 26375}; 'weighted avg': {'precision': 0.7434035609538218; 'recall': 0.7267488151658767; 'f1-score': 0.7338266738940433; 'support': 26375}},{'0': {'precision': 0.8424591738712777; 'recall': 0.788314606741573; 'f1-score': 0.8144880427211515; 'support': 2225}; '1': {'precision': 0.44457547169811323; 'recall': 0.5347517730496454; 'f1-score': 0.4855119124275596; 'support': 705}; 'accuracy': 0.7273037542662116; 'macro avg': {'precision': 0.6435173227846954; 'recall': 0.6615331898956092; 'f1-score': 0.6499999775743556; 'support': 2930}; 'weighted avg': {'precision': 0.7467226516760282; 'recall': 0.7273037542662116; 'f1-score': 0.7353316700737172; 'support': 2930}}
l: 5,1,DNF,6,26375,2930,1648,[16; 17],296,195.391625,0.765870,12,[X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 == 2 AND X6 != 3 AND X6 != 9 AND X8 != 3],{'0': {'precision': 0.8599321326024537; 'recall': 0.8226539479598461; 'f1-score': 0.8408800857624177; 'support': 20023}; '1': {'precision': 0.5081717451523545; 'recall': 0.5776133501259446; 'f1-score': 0.5406719717064544; 'support': 6352}; 'accuracy': 0.7636398104265403; 'macro avg': {'precision': 0.6840519388774041; 'recall': 0.7001336490428953; 'f1-score': 0.690776028734436; 'support': 26375}; 'weighted avg': {'precision': 0.7752162281064148; 'recall': 0.7636398104265403; 'f1-score': 0.7685797278293948; 'support': 26375}},{'0': {'precision': 0.8587412587412587; 'recall': 0.8278651685393258; 'f1-score': 0.843020594965675; 'support': 2225}; '1': {'precision': 0.5121019108280255; 'recall': 0.5702127659574469; 'f1-score': 0.5395973154362416; 'support': 705}; 'accuracy': 0.7658703071672355; 'macro avg': {'precision': 0.6854215847846421; 'recall': 0.6990389672483863; 'f1-score': 0.6913089552009584; 'support': 2930}; 'weighted avg': {'precision': 0.7753348627416582; 'recall': 0.7658703071672355; 'f1-score': 0.7700126044986954; 'support': 2930}}
l: 5,1,DNF,7,26375,2930,1648,[16; 17],296,199.271180,0.749488,16,[X0 >= 23.500000 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X5 != 1 AND X6 != 12 AND X6 != 13 AND X7 != 3 AND X7 == 0 AND X8 != 3 AND X13 != 27],{'0': {'precision': 0.8639514731369151; 'recall': 0.7966838136143435; 'f1-score': 0.8289552316366565; 'support': 20023}; '1': {'precision': 0.4854000758437618; 'recall': 0.6045340050377834; 'f1-score': 0.5384561452709808; 'support': 6352}; 'accuracy': 0.7504075829383886; 'macro avg': {'precision': 0.6746757744903384; 'recall': 0.7006089093260635; 'f1-score': 0.6837056884538186; 'support': 26375}; 'weighted avg': {'precision': 0.7727833792750721; 'recall': 0.7504075829383886; 'f1-score': 0.7589931388747695; 'support': 26375}},{'0': {'precision': 0.863481228668942; 'recall': 0.7959550561797752; 'f1-score': 0.8283442469597755; 'support': 2225}; '1': {'precision': 0.48350398179749715; 'recall': 0.6028368794326241; 'f1-score': 0.5366161616161615; 'support': 705}; 'accuracy': 0.7494880546075086; 'macro avg': {'precision': 0.6734926052332195; 'recall': 0.6993959678061996; 'f1-score': 0.6824802042879685; 'support': 2930}; 'weighted avg': {'precision': 0.7720532562988504; 'recall': 0.7494880546075086; 'f1-score': 0.7581502878583257; 'support': 2930}}
l: 5,1,DNF,8,26375,2930,1648,[16; 17],296,200.552043,0.718430,17,[X0 < 43.500000 AND X1 != 2 AND X1 != 5 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 7 AND X3 != 13 AND X3 == 9 AND X5 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 5 AND X10 < 57.000000 AND X13 != 9],{'0': {'precision': 0.7646600827767078; 'recall': 0.9318817419097084; 'f1-score': 0.8400297116618273; 'support': 20024}; '1': {'precision': 0.30831643002028397; 'recall': 0.09573295544008817; 'f1-score': 0.14610116544515198; 'support': 6351}; 'accuracy': 0.7305402843601896; 'macro avg': {'precision': 0.5364882563984958; 'recall': 0.5138073486748983; 'f1-score': 0.4930654385534896; 'support': 26375}; 'weighted avg': {'precision': 0.6547742614058624; 'recall': 0.7305402843601896; 'f1-score': 0.6729343487415579; 'support': 26375}},{'0': {'precision': 0.7593622543566926; 'recall': 0.920863309352518; 'f1-score': 0.8323511481406218; 'support': 2224}; '1': {'precision': 0.2446351931330472; 'recall': 0.08073654390934844; 'f1-score': 0.12140575079872205; 'support': 706}; 'accuracy': 0.7184300341296929; 'macro avg': {'precision': 0.5019987237448699; 'recall': 0.5007999266309332; 'f1-score': 0.47687844946967195; 'support': 2930}; 'weighted avg': {'precision': 0.6353358703212341; 'recall': 0.7184300341296929; 'f1-score': 0.6610448510336657; 'support': 2930}}
l: 5,1,DNF,9,26375,2930,1648,[16; 17],296,186.970817,0.777474,17,[X0 >= 35.500000 AND X1 != 2 AND X1 != 6 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 9 AND X13 != 6 AND X13 != 13 AND X13 != 20 AND X13 != 29],{'0': {'precision': 0.8554428600120506; 'recall': 0.8508290051937675; 'f1-score': 0.8531296945418126; 'support': 20024}; '1': {'precision': 0.5375445115342933; 'recall': 0.5466855613289245; 'f1-score': 0.5420765027322404; 'support': 6351}; 'accuracy': 0.7775924170616114; 'macro avg': {'precision': 0.6964936857731719; 'recall': 0.698757283261346; 'f1-score': 0.6976030986370265; 'support': 26375}; 'weighted avg': {'precision': 0.7788941430004019; 'recall': 0.7775924170616114; 'f1-score': 0.7782292653026622; 'support': 26375}},{'0': {'precision': 0.8546931407942239; 'recall': 0.8516187050359713; 'f1-score': 0.8531531531531531; 'support': 2224}; '1': {'precision': 0.5378151260504201; 'recall': 0.5439093484419264; 'f1-score': 0.5408450704225352; 'support': 706}; 'accuracy': 0.7774744027303754; 'macro avg': {'precision': 0.696254133422322; 'recall': 0.6977640267389489; 'f1-score': 0.6969991117878441; 'support': 2930}; 'weighted avg': {'precision': 0.7783395986750684; 'recall': 0.7774744027303754; 'f1-score': 0.7779007618876869; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.754307 (+- 0.024004), (mean training time) 193.514598 (+- 18.259909)
l: 5,1,DNF,0,26374,2931,824,[32; 33],296,76.632068,0.792903,20,[X0 >= 29.500000 AND X1 != 5 AND X1 != 6 AND X3 != 1 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 7 AND X6 != 12 AND X7 == 0 AND X9 AND X13 != 8 AND X13 != 32 AND X13 != 33],{'0': {'precision': 0.8141428138396917; 'recall': 0.9389701842880687; 'f1-score': 0.8721124408572224; 'support': 20023}; '1': {'precision': 0.6275525754343189; 'recall': 0.3242009132420091; 'f1-score': 0.4275332225913621; 'support': 6351}; 'accuracy': 0.7909304618184576; 'macro avg': {'precision': 0.7208476946370053; 'recall': 0.6315855487650389; 'f1-score': 0.6498228317242922; 'support': 26374}; 'weighted avg': {'precision': 0.7692108883027037; 'recall': 0.7909304618184576; 'f1-score': 0.7650553916721735; 'support': 26374}},{'0': {'precision': 0.8123552123552124; 'recall': 0.9456179775280898; 'f1-score': 0.8739356178608515; 'support': 2225}; '1': {'precision': 0.6451612903225806; 'recall': 0.311614730878187; 'f1-score': 0.4202483285577841; 'support': 706}; 'accuracy': 0.7929034459228932; 'macro avg': {'precision': 0.7287582513388965; 'recall': 0.6286163542031384; 'f1-score': 0.6470919732093178; 'support': 2931}; 'weighted avg': {'precision': 0.7720826402108799; 'recall': 0.7929034459228932; 'f1-score': 0.7646544079502524; 'support': 2931}}
l: 5,1,DNF,1,26374,2931,824,[32; 33],296,74.759500,0.741044,19,[X0 < 54.500000 AND X0 >= 29.500000 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X4 >= 8.500000 AND X5 != 5 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 11 AND X6 != 12 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X13 != 6 AND X13 != 26 AND X13 != 33],{'0': {'precision': 0.8299412717699474; 'recall': 0.8187084852419717; 'f1-score': 0.8242866121935889; 'support': 20023}; '1': {'precision': 0.45182724252491696; 'recall': 0.471106912297276; 'f1-score': 0.4612657056964465; 'support': 6351}; 'accuracy': 0.7350041707742474; 'macro avg': {'precision': 0.6408842571474321; 'recall': 0.6449076987696238; 'f1-score': 0.6427761589450177; 'support': 26374}; 'weighted avg': {'precision': 0.7388893949315767; 'recall': 0.7350041707742474; 'f1-score': 0.7368692398889195; 'support': 26374}},{'0': {'precision': 0.8371665133394665; 'recall': 0.8179775280898877; 'f1-score': 0.827460786542396; 'support': 2225}; '1': {'precision': 0.46499339498018494; 'recall': 0.4985835694050991; 'f1-score': 0.48120300751879697; 'support': 706}; 'accuracy': 0.7410440122824974; 'macro avg': {'precision': 0.6510799541598257; 'recall': 0.6582805487474934; 'f1-score': 0.6543318970305965; 'support': 2931}; 'weighted avg': {'precision': 0.7475199007288719; 'recall': 0.7410440122824974; 'f1-score': 0.7440564904009217; 'support': 2931}}
l: 5,1,DNF,2,26374,2931,824,[32; 33],296,92.784420,0.778233,24,[X0 >= 43.500000 AND X1 != 1 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 5 AND X3 != 6 AND X5 != 6 AND X6 != 0 AND X6 != 2 AND X6 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X13 != 4 AND X13 != 12 AND X13 != 13 AND X13 != 20 AND X13 != 26 AND X13 != 28 AND X13 != 35],{'0': {'precision': 0.8067114093959732; 'recall': 0.9004644658642561; 'f1-score': 0.851013617161872; 'support': 20023}; '1': {'precision': 0.5047216699801192; 'recall': 0.319792158715163; 'f1-score': 0.39151807228915664; 'support': 6351}; 'accuracy': 0.7606354743307803; 'macro avg': {'precision': 0.6557165396880462; 'recall': 0.6101283122897095; 'f1-score': 0.6212658447255143; 'support': 26374}; 'weighted avg': {'precision': 0.7339906679449195; 'recall': 0.7606354743307803; 'f1-score': 0.7403646368977249; 'support': 26374}},{'0': {'precision': 0.8143712574850299; 'recall': 0.9168539325842696; 'f1-score': 0.8625792811839323; 'support': 2225}; '1': {'precision': 0.5657276995305164; 'recall': 0.3413597733711048; 'f1-score': 0.42579505300353354; 'support': 706}; 'accuracy': 0.7782326850904129; 'macro avg': {'precision': 0.6900494785077731; 'recall': 0.6291068529776872; 'f1-score': 0.6441871670937329; 'support': 2931}; 'weighted avg': {'precision': 0.7544796328122607; 'recall': 0.7782326850904129; 'f1-score': 0.7573695694489062; 'support': 2931}}
