l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,35,[8; 9],564,1.137126,0.781250,1,[X26 < 1.000000],{'0.0': {'precision': 0.8648648648648649; 'recall': 0.6274509803921569; 'f1-score': 0.7272727272727273; 'support': 102}; '1.0': {'precision': 0.819047619047619; 'recall': 0.945054945054945; 'f1-score': 0.8775510204081632; 'support': 182}; 'accuracy': 0.8309859154929577; 'macro avg': {'precision': 0.841956241956242; 'recall': 0.7862529627235509; 'f1-score': 0.8024118738404453; 'support': 284}; 'weighted avg': {'precision': 0.8355031087425454; 'recall': 0.8309859154929577; 'f1-score': 0.8235778306200842; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.9523809523809523; 'f1-score': 0.8510638297872339; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8012820512820513; 'recall': 0.7034632034632035; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.7912660256410257; 'recall': 0.78125; 'f1-score': 0.7607165206508135; 'support': 32}}
l: 5,2,CNF,4,284,32,35,[8; 9],564,1.304246,0.562500,3,[X3 >= -0.027360] AND [X26 < 0.708240 OR X27 < 0.258350],{'0.0': {'precision': 0.5612244897959183; 'recall': 0.5445544554455446; 'f1-score': 0.5527638190954774; 'support': 101}; '1.0': {'precision': 0.7526881720430108; 'recall': 0.7650273224043715; 'f1-score': 0.7588075880758808; 'support': 183}; 'accuracy': 0.6866197183098591; 'macro avg': {'precision': 0.6569563309194646; 'recall': 0.6547908889249581; 'f1-score': 0.6557857035856791; 'support': 284}; 'weighted avg': {'precision': 0.6845972146241505; 'recall': 0.6866197183098591; 'f1-score': 0.6855314589666529; 'support': 284}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.5; 'f1-score': 0.4615384615384615; 'support': 12}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.6; 'f1-score': 0.631578947368421; 'support': 20}; 'accuracy': 0.5625; 'macro avg': {'precision': 0.5476190476190476; 'recall': 0.55; 'f1-score': 0.5465587044534412; 'support': 32}; 'weighted avg': {'precision': 0.5773809523809523; 'recall': 0.5625; 'f1-score': 0.5678137651821862; 'support': 32}}
l: 5,2,CNF,5,284,32,35,[8; 9],564,1.342539,0.781250,4,[X2 >= 0.328340] AND [X0 OR X2 < 0.979050 OR X25 >= 0.083330],{'0.0': {'precision': 0.9402985074626866; 'recall': 0.6237623762376238; 'f1-score': 0.7500000000000001; 'support': 101}; '1.0': {'precision': 0.8248847926267281; 'recall': 0.9781420765027322; 'f1-score': 0.8949999999999999; 'support': 183}; 'accuracy': 0.852112676056338; 'macro avg': {'precision': 0.8825916500447073; 'recall': 0.800952226370178; 'f1-score': 0.8225; 'support': 284}; 'weighted avg': {'precision': 0.8659298109310655; 'recall': 0.852112676056338; 'f1-score': 0.8434330985915494; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
l: 5,2,CNF,6,285,31,35,[8; 9],564,1.313024,0.806452,3,[X3 >= -0.105260] AND [X0 OR X11 < 0.947490],{'0.0': {'precision': 0.6290322580645161; 'recall': 0.38235294117647056; 'f1-score': 0.47560975609756095; 'support': 102}; '1.0': {'precision': 0.7174887892376681; 'recall': 0.8743169398907104; 'f1-score': 0.7881773399014778; 'support': 183}; 'accuracy': 0.6982456140350877; 'macro avg': {'precision': 0.6732605236510921; 'recall': 0.6283349405335905; 'f1-score': 0.6318935479995194; 'support': 285}; 'weighted avg': {'precision': 0.6858306622914875; 'recall': 0.6982456140350877; 'f1-score': 0.6763110467506022; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.7272727272727273; 'f1-score': 0.7472826086956522; 'support': 31}; 'weighted avg': {'precision': 0.8511166253101737; 'recall': 0.8064516129032258; 'f1-score': 0.7827840112201965; 'support': 31}}
l: 5,2,CNF,7,285,31,35,[8; 9],564,1.343279,0.741935,5,[X2 >= 0.749160 OR X5 >= 0.022800] AND [X2 >= 0.000000 OR X21 < -0.021790 OR X23 >= 0.000000],{'0.0': {'precision': 0.6567164179104478; 'recall': 0.43137254901960786; 'f1-score': 0.5207100591715977; 'support': 102}; '1.0': {'precision': 0.7339449541284404; 'recall': 0.8743169398907104; 'f1-score': 0.798004987531172; 'support': 183}; 'accuracy': 0.7157894736842105; 'macro avg': {'precision': 0.6953306860194441; 'recall': 0.652844744455159; 'f1-score': 0.6593575233513849; 'support': 285}; 'weighted avg': {'precision': 0.706305267482001; 'recall': 0.7157894736842105; 'f1-score': 0.6987625921182717; 'support': 285}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.5454545454545454; 'f1-score': 0.6; 'support': 11}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.85; 'f1-score': 0.8095238095238095; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7196969696969697; 'recall': 0.6977272727272728; 'f1-score': 0.7047619047619047; 'support': 31}; 'weighted avg': {'precision': 0.7350928641251221; 'recall': 0.7419354838709677; 'f1-score': 0.7351766513056835; 'support': 31}}
l: 5,2,CNF,8,285,31,35,[8; 9],564,1.349689,0.838710,3,[X2 >= 0.328340] AND [X0 OR X3 < 0.291670],{'0.0': {'precision': 0.9193548387096774; 'recall': 0.5588235294117647; 'f1-score': 0.6951219512195123; 'support': 102}; '1.0': {'precision': 0.7982062780269058; 'recall': 0.9726775956284153; 'f1-score': 0.876847290640394; 'support': 183}; 'accuracy': 0.8245614035087719; 'macro avg': {'precision': 0.8587805583682916; 'recall': 0.76575056252009; 'f1-score': 0.7859846209299531; 'support': 285}; 'weighted avg': {'precision': 0.8415647102712661; 'recall': 0.8245614035087719; 'f1-score': 0.8118087481108153; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
l: 5,2,CNF,9,285,31,35,[8; 9],564,1.305973,0.838710,4,[X4 >= 0.067040 OR X9 < -0.234040] AND [X0 OR X2 >= 0.749160],{'0.0': {'precision': 0.9636363636363636; 'recall': 0.5196078431372549; 'f1-score': 0.6751592356687898; 'support': 102}; '1.0': {'precision': 0.7869565217391304; 'recall': 0.9890710382513661; 'f1-score': 0.8765133171912832; 'support': 183}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.875296442687747; 'recall': 0.7543394406943105; 'f1-score': 0.7758362764300365; 'support': 285}; 'weighted avg': {'precision': 0.8501893072602454; 'recall': 0.8210526315789474; 'f1-score': 0.8044497511727067; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [8, 9], 'n_partitions': 35}, (mean val acc cv) 0.725706 (+- 0.102889), (mean training time) 1.438396 (+- 0.145643)
l: 5,2,CNF,0,284,32,17,[16; 17],564,0.879031,0.875000,2,[X4 >= 0.067040] AND [X5 >= -0.227030],{'0.0': {'precision': 0.922077922077922; 'recall': 0.696078431372549; 'f1-score': 0.7932960893854749; 'support': 102}; '1.0': {'precision': 0.8502415458937198; 'recall': 0.967032967032967; 'f1-score': 0.9048843187660668; 'support': 182}; 'accuracy': 0.8697183098591549; 'macro avg': {'precision': 0.8861597339858209; 'recall': 0.831555699202758; 'f1-score': 0.8490902040757708; 'support': 284}; 'weighted avg': {'precision': 0.8760419345232572; 'recall': 0.8697183098591549; 'f1-score': 0.8648068561012064; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.9523809523809523; 'f1-score': 0.909090909090909; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8792270531400965; 'recall': 0.8398268398268398; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.876207729468599; 'recall': 0.875; 'f1-score': 0.8715909090909089; 'support': 32}}
l: 5,2,CNF,1,284,32,17,[16; 17],564,0.918456,0.812500,3,[X26 < 1.000000] AND [X2 >= 0.600000 OR X16 >= 0.372540],{'0.0': {'precision': 0.8431372549019608; 'recall': 0.8431372549019608; 'f1-score': 0.8431372549019607; 'support': 102}; '1.0': {'precision': 0.9120879120879121; 'recall': 0.9120879120879121; 'f1-score': 0.9120879120879121; 'support': 182}; 'accuracy': 0.8873239436619719; 'macro avg': {'precision': 0.8776125834949364; 'recall': 0.8776125834949364; 'f1-score': 0.8776125834949364; 'support': 284}; 'weighted avg': {'precision': 0.8873239436619719; 'recall': 0.8873239436619719; 'f1-score': 0.8873239436619719; 'support': 284}},{'0.0': {'precision': 0.6923076923076923; 'recall': 0.8181818181818182; 'f1-score': 0.7500000000000001; 'support': 11}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8095238095238095; 'f1-score': 0.8500000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7935222672064777; 'recall': 0.8138528138528138; 'f1-score': 0.8; 'support': 32}; 'weighted avg': {'precision': 0.8251518218623481; 'recall': 0.8125; 'f1-score': 0.815625; 'support': 32}}
l: 5,2,CNF,2,284,32,17,[16; 17],564,0.883387,0.812500,4,[X3 >= 0.136450 OR X28 < 1.000000] AND [X11 >= 0.111470 OR X14 >= 0.601940],{'0.0': {'precision': 0.7386363636363636; 'recall': 0.6372549019607843; 'f1-score': 0.6842105263157894; 'support': 102}; '1.0': {'precision': 0.8112244897959183; 'recall': 0.8736263736263736; 'f1-score': 0.8412698412698413; 'support': 182}; 'accuracy': 0.7887323943661971; 'macro avg': {'precision': 0.774930426716141; 'recall': 0.755440637793579; 'f1-score': 0.7627401837928154; 'support': 284}; 'weighted avg': {'precision': 0.7851541064569234; 'recall': 0.7887323943661971; 'f1-score': 0.7848612140680339; 'support': 284}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.8571428571428571; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7922077922077921; 'recall': 0.7922077922077921; 'f1-score': 0.7922077922077921; 'support': 32}; 'weighted avg': {'precision': 0.8125; 'recall': 0.8125; 'f1-score': 0.8125; 'support': 32}}
l: 5,2,CNF,3,284,32,17,[16; 17],564,0.898193,0.781250,3,[X30 < 1.000000] AND [X6 >= 0.348160 OR X21 < -0.021790],{'0.0': {'precision': 0.7411764705882353; 'recall': 0.6237623762376238; 'f1-score': 0.6774193548387096; 'support': 101}; '1.0': {'precision': 0.8090452261306532; 'recall': 0.8797814207650273; 'f1-score': 0.8429319371727748; 'support': 183}; 'accuracy': 0.7887323943661971; 'macro avg': {'precision': 0.7751108483594442; 'recall': 0.7517718985013255; 'f1-score': 0.7601756460057423; 'support': 284}; 'weighted avg': {'precision': 0.7849088025046526; 'recall': 0.7887323943661971; 'f1-score': 0.7840700681032657; 'support': 284}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.5833333333333334; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9; 'f1-score': 0.8372093023255814; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7801932367149759; 'recall': 0.7416666666666667; 'f1-score': 0.751937984496124; 'support': 32}; 'weighted avg': {'precision': 0.7807971014492754; 'recall': 0.78125; 'f1-score': 0.7732558139534884; 'support': 32}}
l: 5,2,CNF,4,284,32,17,[16; 17],564,0.902066,0.812500,4,[X4 >= 0.540400 OR X5 >= 0.222800] AND [X2 >= 0.871110 OR X26 < 1.000000],{'0.0': {'precision': 0.8452380952380952; 'recall': 0.7029702970297029; 'f1-score': 0.7675675675675676; 'support': 101}; '1.0': {'precision': 0.85; 'recall': 0.9289617486338798; 'f1-score': 0.8877284595300261; 'support': 183}; 'accuracy': 0.8485915492957746; 'macro avg': {'precision': 0.8476190476190476; 'recall': 0.8159660228317913; 'f1-score': 0.8276480135487969; 'support': 284}; 'weighted avg': {'precision': 0.8483065057008718; 'recall': 0.8485915492957746; 'f1-score': 0.8449951845715461; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.75; 'support': 12}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8; 'recall': 0.8; 'f1-score': 0.8; 'support': 32}; 'weighted avg': {'precision': 0.8125; 'recall': 0.8125; 'f1-score': 0.8125; 'support': 32}}
l: 5,2,CNF,5,284,32,17,[16; 17],564,0.860320,0.750000,4,[X10 >= 0.212120 OR X11 >= 0.351470 OR X20 >= 0.684590] AND [X2 >= 0.328340],{'0.0': {'precision': 0.9104477611940298; 'recall': 0.6039603960396039; 'f1-score': 0.7261904761904763; 'support': 101}; '1.0': {'precision': 0.815668202764977; 'recall': 0.9672131147540983; 'f1-score': 0.885; 'support': 183}; 'accuracy': 0.8380281690140845; 'macro avg': {'precision': 0.8630579819795035; 'recall': 0.7855867553968512; 'f1-score': 0.8055952380952381; 'support': 284}; 'weighted avg': {'precision': 0.8493750175584077; 'recall': 0.8380281690140845; 'f1-score': 0.8285219651240778; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.4166666666666667; 'f1-score': 0.5555555555555556; 'support': 12}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.95; 'f1-score': 0.8260869565217392; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.782051282051282; 'recall': 0.6833333333333333; 'f1-score': 0.6908212560386474; 'support': 32}; 'weighted avg': {'precision': 0.7692307692307692; 'recall': 0.75; 'f1-score': 0.7246376811594204; 'support': 32}}
l: 5,2,CNF,6,285,31,17,[16; 17],564,0.979472,0.806452,2,[X26 < 0.940430] AND [X2 >= 0.000000],{'0.0': {'precision': 0.7395833333333334; 'recall': 0.696078431372549; 'f1-score': 0.7171717171717172; 'support': 102}; '1.0': {'precision': 0.8359788359788359; 'recall': 0.8633879781420765; 'f1-score': 0.8494623655913978; 'support': 183}; 'accuracy': 0.8035087719298246; 'macro avg': {'precision': 0.7877810846560847; 'recall': 0.7797332047573127; 'f1-score': 0.7833170413815576; 'support': 285}; 'weighted avg': {'precision': 0.8014793929267614; 'recall': 0.8035087719298246; 'f1-score': 0.8021162387885648; 'support': 285}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8244047619047619; 'recall': 0.7477272727272727; 'f1-score': 0.765151515151515; 'support': 31}; 'weighted avg': {'precision': 0.8149001536098309; 'recall': 0.8064516129032258; 'f1-score': 0.7937438905180839; 'support': 31}}
l: 5,2,CNF,7,285,31,17,[16; 17],564,0.908636,0.870968,4,[X26 < 1.000000] AND [X0 OR X2 >= 0.871110 OR X8 >= 0.684210],{'0.0': {'precision': 0.8513513513513513; 'recall': 0.6176470588235294; 'f1-score': 0.7159090909090908; 'support': 102}; '1.0': {'precision': 0.8151658767772512; 'recall': 0.9398907103825137; 'f1-score': 0.8730964467005076; 'support': 183}; 'accuracy': 0.8245614035087719; 'macro avg': {'precision': 0.8332586140643012; 'recall': 0.7787688846030216; 'f1-score': 0.7945027688047992; 'support': 285}; 'weighted avg': {'precision': 0.8281164676774554; 'recall': 0.8245614035087719; 'f1-score': 0.8168399193646321; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
l: 5,2,CNF,8,285,31,17,[16; 17],564,0.915914,0.774194,3,[X2 < 1.000000 OR X7 >= 0.014710] AND [X4 >= 0.067040],{'0.0': {'precision': 0.7526881720430108; 'recall': 0.6862745098039216; 'f1-score': 0.717948717948718; 'support': 102}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.8743169398907104; 'f1-score': 0.8533333333333333; 'support': 183}; 'accuracy': 0.8070175438596491; 'macro avg': {'precision': 0.793010752688172; 'recall': 0.7802957248473159; 'f1-score': 0.7856410256410256; 'support': 285}; 'weighted avg': {'precision': 0.8044708545557442; 'recall': 0.8070175438596491; 'f1-score': 0.8048798920377868; 'support': 285}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.7272727272727273; 'f1-score': 0.6956521739130435; 'support': 11}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8; 'f1-score': 0.8205128205128205; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7543859649122806; 'recall': 0.7636363636363637; 'f1-score': 0.758082497212932; 'support': 31}; 'weighted avg': {'precision': 0.7798528579513299; 'recall': 0.7741935483870968; 'f1-score': 0.7762074297838673; 'support': 31}}
l: 5,2,CNF,9,285,31,17,[16; 17],564,0.957193,0.612903,3,[X13 >= -0.496390] AND [X6 < 0.348160 OR X17 >= -0.143290],{'0.0': {'precision': 0.5454545454545454; 'recall': 0.35294117647058826; 'f1-score': 0.42857142857142855; 'support': 102}; '1.0': {'precision': 0.6986301369863014; 'recall': 0.8360655737704918; 'f1-score': 0.7611940298507464; 'support': 183}; 'accuracy': 0.6631578947368421; 'macro avg': {'precision': 0.6220423412204235; 'recall': 0.5945033751205401; 'f1-score': 0.5948827292110874; 'support': 285}; 'weighted avg': {'precision': 0.6438093989644098; 'recall': 0.6631578947368421; 'f1-score': 0.6421501514981485; 'support': 285}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.5454545454545454; 'f1-score': 0.4999999999999999; 'support': 11}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.65; 'f1-score': 0.6842105263157895; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.5918803418803419; 'recall': 0.5977272727272727; 'f1-score': 0.5921052631578947; 'support': 31}; 'weighted avg': {'precision': 0.6297215329473395; 'recall': 0.6129032258064516; 'f1-score': 0.6188455008488963; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 17}, (mean val acc cv) 0.790827 (+- 0.069895), (mean training time) 0.910267 (+- 0.033910)
l: 5,2,CNF,0,284,32,8,[35; 36],564,1.218549,0.656250,4,[X8 >= 0.238100 OR X23 < 0.000000] AND [X3 >= -0.027360 OR X23 >= -0.060120],{'0.0': {'precision': 0.691358024691358; 'recall': 0.5490196078431373; 'f1-score': 0.6120218579234973; 'support': 102}; '1.0': {'precision': 0.7733990147783252; 'recall': 0.8626373626373627; 'f1-score': 0.8155844155844156; 'support': 182}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7323785197348416; 'recall': 0.70582848524025; 'f1-score': 0.7138031367539565; 'support': 284}; 'weighted avg': {'precision': 0.743933588761175; 'recall': 0.75; 'f1-score': 0.7424739195230998; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.2727272727272727; 'f1-score': 0.3529411764705882; 'support': 11}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.8571428571428571; 'f1-score': 0.7659574468085107; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.5961538461538461; 'recall': 0.5649350649350648; 'f1-score': 0.5594493116395495; 'support': 32}; 'weighted avg': {'precision': 0.6262019230769231; 'recall': 0.65625; 'f1-score': 0.6239831038798499; 'support': 32}}
l: 5,2,CNF,1,284,32,8,[35; 36],564,0.942477,0.656250,7,[X6 >= 0.728730 OR X7 >= -0.018220 OR X13 >= 0.525170 OR X21 >= 0.113550 OR X23 >= 0.000000] AND [X26 < 0.410780 OR X30 >= 0.251640],{'0.0': {'precision': 0.8208955223880597; 'recall': 0.5392156862745098; 'f1-score': 0.650887573964497; 'support': 102}; '1.0': {'precision': 0.783410138248848; 'recall': 0.9340659340659341; 'f1-score': 0.8521303258145363; 'support': 182}; 'accuracy': 0.7922535211267606; 'macro avg': {'precision': 0.8021528303184539; 'recall': 0.736640810170222; 'f1-score': 0.7515089498895167; 'support': 284}; 'weighted avg': {'precision': 0.7968731987495509; 'recall': 0.7922535211267606; 'f1-score': 0.7798529994458603; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.18181818181818182; 'f1-score': 0.26666666666666666; 'support': 11}; '1.0': {'precision': 0.6785714285714286; 'recall': 0.9047619047619048; 'f1-score': 0.7755102040816326; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.5892857142857143; 'recall': 0.5432900432900433; 'f1-score': 0.5210884353741496; 'support': 32}; 'weighted avg': {'precision': 0.6171875; 'recall': 0.65625; 'f1-score': 0.6005952380952381; 'support': 32}}
l: 5,2,CNF,2,284,32,8,[35; 36],564,0.740365,0.781250,4,[X2 >= 0.749160 OR X7 >= -0.018220] AND [X4 >= 0.067040 OR X20 >= 0.162450],{'0.0': {'precision': 0.8769230769230769; 'recall': 0.5588235294117647; 'f1-score': 0.6826347305389222; 'support': 102}; '1.0': {'precision': 0.7945205479452054; 'recall': 0.9560439560439561; 'f1-score': 0.8678304239401496; 'support': 182}; 'accuracy': 0.8133802816901409; 'macro avg': {'precision': 0.8357218124341412; 'recall': 0.7574337427278603; 'f1-score': 0.7752325772395359; 'support': 284}; 'weighted avg': {'precision': 0.8241158224372578; 'recall': 0.8133802816901409; 'f1-score': 0.801316477718582; 'support': 284}},{'0.0': {'precision': 0.7; 'recall': 0.6363636363636364; 'f1-score': 0.6666666666666666; 'support': 11}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.8571428571428571; 'f1-score': 0.8372093023255814; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.759090909090909; 'recall': 0.7467532467532467; 'f1-score': 0.751937984496124; 'support': 32}; 'weighted avg': {'precision': 0.7775568181818182; 'recall': 0.78125; 'f1-score': 0.7785852713178294; 'support': 32}}
l: 5,2,CNF,3,284,32,8,[35; 36],564,1.292331,0.625000,4,[X15 >= 0.162280 OR X26 >= 0.565880 OR X33 < -0.085710] AND [X24 < 1.000000],{'0.0': {'precision': 0.5974025974025974; 'recall': 0.45544554455445546; 'f1-score': 0.5168539325842697; 'support': 101}; '1.0': {'precision': 0.7342995169082126; 'recall': 0.8306010928961749; 'f1-score': 0.7794871794871794; 'support': 183}; 'accuracy': 0.6971830985915493; 'macro avg': {'precision': 0.665851057155405; 'recall': 0.6430233187253152; 'f1-score': 0.6481705560357245; 'support': 284}; 'weighted avg': {'precision': 0.6856143448305114; 'recall': 0.6971830985915493; 'f1-score': 0.6860859191449473; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.3333333333333333; 'f1-score': 0.4; 'support': 12}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.8; 'f1-score': 0.7272727272727272; 'support': 20}; 'accuracy': 0.625; 'macro avg': {'precision': 0.5833333333333333; 'recall': 0.5666666666666667; 'f1-score': 0.5636363636363636; 'support': 32}; 'weighted avg': {'precision': 0.6041666666666666; 'recall': 0.625; 'f1-score': 0.6045454545454545; 'support': 32}}
l: 5,2,CNF,4,284,32,8,[35; 36],564,0.891502,0.843750,4,[X18 < -0.128080 OR X20 >= 0.162450] AND [X2 >= 0.328340 OR X7 >= 0.014710],{'0.0': {'precision': 0.813953488372093; 'recall': 0.693069306930693; 'f1-score': 0.7486631016042781; 'support': 101}; '1.0': {'precision': 0.8434343434343434; 'recall': 0.912568306010929; 'f1-score': 0.8766404199475065; 'support': 183}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.8286939159032183; 'recall': 0.802818806470811; 'f1-score': 0.8126517607758923; 'support': 284}; 'weighted avg': {'precision': 0.8329499548382613; 'recall': 0.8345070422535211; 'f1-score': 0.8311273595507949; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5833333333333334; 'f1-score': 0.7368421052631579; 'support': 12}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9; 'recall': 0.7916666666666667; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.84375; 'f1-score': 0.8318713450292398; 'support': 32}}
l: 5,2,CNF,5,284,32,8,[35; 36],564,0.953876,0.718750,4,[X7 >= 0.090910 OR X8 >= 0.809790 OR X26 < 0.838990] AND [X26 < 1.000000],{'0.0': {'precision': 0.8552631578947368; 'recall': 0.6435643564356436; 'f1-score': 0.7344632768361582; 'support': 101}; '1.0': {'precision': 0.8269230769230769; 'recall': 0.9398907103825137; 'f1-score': 0.8797953964194374; 'support': 183}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.8410931174089069; 'recall': 0.7917275334090786; 'f1-score': 0.8071293366277978; 'support': 284}; 'weighted avg': {'precision': 0.8370017676911672; 'recall': 0.8345070422535211; 'f1-score': 0.8281103820605952; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.4166666666666667; 'f1-score': 0.5263157894736842; 'support': 12}; '1.0': {'precision': 0.72; 'recall': 0.9; 'f1-score': 0.7999999999999999; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7171428571428571; 'recall': 0.6583333333333333; 'f1-score': 0.6631578947368421; 'support': 32}; 'weighted avg': {'precision': 0.7178571428571427; 'recall': 0.71875; 'f1-score': 0.6973684210526315; 'support': 32}}
