lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],158,1.352684,0.698113,3,[(NOT X1) OR X5 >= 35.000000 OR X6 >= 71.600000],{'0.0': {'precision': 0.4206896551724138; 'recall': 0.45864661654135336; 'f1-score': 0.43884892086330934; 'support': 133}; '1.0': {'precision': 0.7770897832817337; 'recall': 0.7492537313432835; 'f1-score': 0.7629179331306991; 'support': 335}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.5988897192270738; 'recall': 0.6039501739423184; 'f1-score': 0.6008834269970043; 'support': 468}; 'weighted avg': {'precision': 0.6758051314899826; 'recall': 0.6666666666666666; 'f1-score': 0.6708213975931716; 'support': 468}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.6280701754385964; 'recall': 0.6280701754385964; 'f1-score': 0.6280701754385964; 'support': 53}; 'weighted avg': {'precision': 0.6981132075471698; 'recall': 0.6981132075471698; 'f1-score': 0.6981132075471698; 'support': 53}}
5,1,DNF,4,469,52,14,[33; 34],158,0.550989,0.519231,3,[X8 < 3.900000 AND X9 < 1.308000 AND X9 >= 0.546000],{'0.0': {'precision': 0.3248407643312102; 'recall': 0.38345864661654133; 'f1-score': 0.35172413793103446; 'support': 133}; '1.0': {'precision': 0.7371794871794872; 'recall': 0.6845238095238095; 'f1-score': 0.7098765432098765; 'support': 336}; 'accuracy': 0.5991471215351812; 'macro avg': {'precision': 0.5310101257553487; 'recall': 0.5339912280701754; 'f1-score': 0.5308003405704554; 'support': 469}; 'weighted avg': {'precision': 0.6202476105508714; 'recall': 0.5991471215351812; 'f1-score': 0.6083109357427422; 'support': 469}},{'0.0': {'precision': 0.14285714285714285; 'recall': 0.13333333333333333; 'f1-score': 0.1379310344827586; 'support': 15}; '1.0': {'precision': 0.6578947368421053; 'recall': 0.6756756756756757; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.40037593984962405; 'recall': 0.4045045045045045; 'f1-score': 0.40229885057471265; 'support': 52}; 'weighted avg': {'precision': 0.5093262001156739; 'recall': 0.5192307692307693; 'f1-score': 0.5141467727674625; 'support': 52}}
5,1,DNF,5,469,52,14,[33; 34],158,0.569487,0.692308,2,[X0 >= 23.000000 AND X2 >= 0.700000],{'0.0': {'precision': 0.4186046511627907; 'recall': 0.2706766917293233; 'f1-score': 0.3287671232876712; 'support': 133}; '1.0': {'precision': 0.7467362924281984; 'recall': 0.8511904761904762; 'f1-score': 0.795549374130737; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5826704717954946; 'recall': 0.5609335839598997; 'f1-score': 0.5621582487092041; 'support': 469}; 'weighted avg': {'precision': 0.6536840359499485; 'recall': 0.6865671641791045; 'f1-score': 0.6631782880707631; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.13333333333333333; 'f1-score': 0.2; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.918918918918919; 'f1-score': 0.8095238095238095; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5617021276595745; 'recall': 0.5261261261261262; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.6301145662847791; 'recall': 0.6923076923076923; 'f1-score': 0.6336996336996337; 'support': 52}}
5,1,DNF,6,469,52,14,[33; 34],158,0.589298,0.557692,3,[X2 >= 0.700000 AND X4 >= 150.000000 AND X7 < 7.300000],{'0.0': {'precision': 0.37341772151898733; 'recall': 0.44360902255639095; 'f1-score': 0.40549828178694164; 'support': 133}; '1.0': {'precision': 0.7620578778135049; 'recall': 0.7053571428571429; 'f1-score': 0.7326120556414221; 'support': 336}; 'accuracy': 0.6311300639658849; 'macro avg': {'precision': 0.567737799666246; 'recall': 0.574483082706767; 'f1-score': 0.5690551687141818; 'support': 469}; 'weighted avg': {'precision': 0.6518464902075969; 'recall': 0.6311300639658849; 'f1-score': 0.63984844813045; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.3333333333333333; 'f1-score': 0.303030303030303; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.6486486486486487; 'f1-score': 0.676056338028169; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.49183006535947715; 'recall': 0.49099099099099097; 'f1-score': 0.489543320529236; 'support': 52}; 'weighted avg': {'precision': 0.5823906485671192; 'recall': 0.5576923076923077; 'f1-score': 0.5684526740864768; 'support': 52}}
5,1,DNF,7,469,52,14,[33; 34],158,0.564965,0.557692,1,[X6 >= 34.000000],{'0.0': {'precision': 0.43243243243243246; 'recall': 0.6015037593984962; 'f1-score': 0.5031446540880503; 'support': 133}; '1.0': {'precision': 0.8133802816901409; 'recall': 0.6875; 'f1-score': 0.7451612903225806; 'support': 336}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.6229063570612867; 'recall': 0.6445018796992481; 'f1-score': 0.6241529722053154; 'support': 469}; 'weighted avg': {'precision': 0.7053502945872088; 'recall': 0.6631130063965884; 'f1-score': 0.6765297069127885; 'support': 469}},{'0.0': {'precision': 0.34615384615384615; 'recall': 0.6; 'f1-score': 0.43902439024390244; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.5405405405405406; 'f1-score': 0.6349206349206349; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5576923076923077; 'recall': 0.5702702702702702; 'f1-score': 0.5369725125822686; 'support': 52}; 'weighted avg': {'precision': 0.647189349112426; 'recall': 0.5576923076923077; 'f1-score': 0.5784121028023467; 'support': 52}}
5,1,DNF,8,469,52,14,[33; 34],158,0.566119,0.692308,3,[X6 >= 19.000000 AND X8 < 4.100000 AND X9 < 1.308000],{'0.0': {'precision': 0.4375; 'recall': 0.3684210526315789; 'f1-score': 0.39999999999999997; 'support': 133}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.8125; 'f1-score': 0.787878787878788; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6011029411764706; 'recall': 0.5904605263157895; 'f1-score': 0.593939393939394; 'support': 469}; 'weighted avg': {'precision': 0.6719161545215101; 'recall': 0.6865671641791045; 'f1-score': 0.6778833107191317; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
5,1,DNF,9,469,52,14,[33; 34],158,0.639353,0.634615,2,[X5 >= 30.000000 AND X9 < 1.308000],{'0.0': {'precision': 0.4095238095238095; 'recall': 0.6466165413533834; 'f1-score': 0.5014577259475218; 'support': 133}; '1.0': {'precision': 0.8185328185328186; 'recall': 0.6309523809523809; 'f1-score': 0.7126050420168066; 'support': 336}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.614028314028314; 'recall': 0.6387844611528821; 'f1-score': 0.6070313839821642; 'support': 469}; 'weighted avg': {'precision': 0.7025451891123532; 'recall': 0.6353944562899787; 'f1-score': 0.6527274449225319; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.8; 'f1-score': 0.5581395348837209; 'support': 15}; '1.0': {'precision': 0.875; 'recall': 0.5675675675675675; 'f1-score': 0.6885245901639344; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6517857142857143; 'recall': 0.6837837837837838; 'f1-score': 0.6233320625238277; 'support': 52}; 'weighted avg': {'precision': 0.7462225274725275; 'recall': 0.6346153846153846; 'f1-score': 0.6509135165254113; 'support': 52}}
5,1,DNF,0,468,53,7,[66; 67],158,0.702343,0.716981,1,[X8 < 4.100000],{'0.0': {'precision': 0.5; 'recall': 0.22556390977443608; 'f1-score': 0.31088082901554404; 'support': 133}; '1.0': {'precision': 0.7475490196078431; 'recall': 0.9104477611940298; 'f1-score': 0.8209959623149394; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.6237745098039216; 'recall': 0.568005835484233; 'f1-score': 0.5659383956652417; 'support': 468}; 'weighted avg': {'precision': 0.6771985503603151; 'recall': 0.7158119658119658; 'f1-score': 0.6760273453730172; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.13333333333333333; 'f1-score': 0.2105263157894737; 'support': 15}; '1.0': {'precision': 0.7346938775510204; 'recall': 0.9473684210526315; 'f1-score': 0.8275862068965517; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6173469387755102; 'recall': 0.5403508771929825; 'f1-score': 0.5190562613430127; 'support': 53}; 'weighted avg': {'precision': 0.6682710820177128; 'recall': 0.7169811320754716; 'f1-score': 0.6529466150737938; 'support': 53}}
5,1,DNF,1,469,52,7,[67; 67],158,0.875832,0.692308,1,[X2 >= 0.700000],{'0.0': {'precision': 0.3902439024390244; 'recall': 0.11940298507462686; 'f1-score': 0.18285714285714283; 'support': 134}; '1.0': {'precision': 0.7242990654205608; 'recall': 0.9253731343283582; 'f1-score': 0.8125819134993447; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.5572714839297925; 'recall': 0.5223880597014925; 'f1-score': 0.4977195281782438; 'support': 469}; 'weighted avg': {'precision': 0.6288547331401219; 'recall': 0.6950959488272921; 'f1-score': 0.6326605504587155; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.07142857142857142; 'f1-score': 0.11111111111111112; 'support': 14}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9210526315789473; 'f1-score': 0.8139534883720931; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.4895833333333333; 'recall': 0.49624060150375937; 'f1-score': 0.46253229974160215; 'support': 52}; 'weighted avg': {'precision': 0.6001602564102564; 'recall': 0.6923076923076923; 'f1-score': 0.6247266944941364; 'support': 52}}
5,1,DNF,2,469,52,7,[67; 67],158,0.817510,0.730769,3,[X5 >= 21.000000 AND X8 < 4.100000 AND X9 < 1.308000],{'0.0': {'precision': 0.44516129032258067; 'recall': 0.5149253731343284; 'f1-score': 0.47750865051903113; 'support': 134}; '1.0': {'precision': 0.7929936305732485; 'recall': 0.7432835820895523; 'f1-score': 0.7673343605546996; 'support': 335}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.6190774604479146; 'recall': 0.6291044776119403; 'f1-score': 0.6224215055368654; 'support': 469}; 'weighted avg': {'precision': 0.6936129619302005; 'recall': 0.6780383795309168; 'f1-score': 0.6845270148302229; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.42857142857142855; 'f1-score': 0.4615384615384615; 'support': 14}; '1.0': {'precision': 0.8; 'recall': 0.8421052631578947; 'f1-score': 0.8205128205128205; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.65; 'recall': 0.6353383458646616; 'f1-score': 0.641025641025641; 'support': 52}; 'weighted avg': {'precision': 0.7192307692307693; 'recall': 0.7307692307692307; 'f1-score': 0.7238658777120316; 'support': 52}}
5,1,DNF,3,469,52,7,[67; 67],158,0.649045,0.692308,1,[X2 >= 0.800000],{'0.0': {'precision': 0.43137254901960786; 'recall': 0.3308270676691729; 'f1-score': 0.37446808510638296; 'support': 133}; '1.0': {'precision': 0.7574931880108992; 'recall': 0.8273809523809523; 'f1-score': 0.7908961593172118; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5944328685152536; 'recall': 0.5791040100250626; 'f1-score': 0.5826821222117974; 'support': 469}; 'weighted avg': {'precision': 0.6650112157596374; 'recall': 0.6865671641791045; 'f1-score': 0.6728046158842902; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
5,1,DNF,4,469,52,7,[67; 67],158,0.845931,0.653846,2,[X6 >= 23.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.4666666666666667; 'recall': 0.47368421052631576; 'f1-score': 0.47014925373134325; 'support': 133}; '1.0': {'precision': 0.7904191616766467; 'recall': 0.7857142857142857; 'f1-score': 0.7880597014925373; 'support': 336}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6285429141716568; 'recall': 0.6296992481203008; 'f1-score': 0.6291044776119403; 'support': 469}; 'weighted avg': {'precision': 0.6986087526439658; 'recall': 0.697228144989339; 'f1-score': 0.6979059924259301; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.7111111111111111; 'recall': 0.8648648648648649; 'f1-score': 0.7804878048780488; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.4984126984126984; 'recall': 0.4990990990990991; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5884004884004884; 'recall': 0.6538461538461539; 'f1-score': 0.6077946443800102; 'support': 52}}
5,1,DNF,5,469,52,7,[67; 67],158,0.880510,0.538462,1,[X2 >= 1.000000],{'0.0': {'precision': 0.4107142857142857; 'recall': 0.6917293233082706; 'f1-score': 0.5154061624649859; 'support': 133}; '1.0': {'precision': 0.8326530612244898; 'recall': 0.6071428571428571; 'f1-score': 0.70223752151463; 'support': 336}; 'accuracy': 0.6311300639658849; 'macro avg': {'precision': 0.6216836734693878; 'recall': 0.6494360902255638; 'f1-score': 0.6088218419898079; 'support': 469}; 'weighted avg': {'precision': 0.7129987816021931; 'recall': 0.6311300639658849; 'f1-score': 0.6492554943214475; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.4; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7096774193548387; 'recall': 0.5945945945945946; 'f1-score': 0.6470588235294118; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.4976958525345622; 'recall': 0.4972972972972973; 'f1-score': 0.4901960784313726; 'support': 52}; 'weighted avg': {'precision': 0.5873803615739099; 'recall': 0.5384615384615384; 'f1-score': 0.5565610859728507; 'support': 52}}
5,1,DNF,6,469,52,7,[67; 67],158,0.869305,0.673077,2,[X3 >= 0.200000 AND X6 >= 23.000000],{'0.0': {'precision': 0.4126984126984127; 'recall': 0.39097744360902253; 'f1-score': 0.4015444015444015; 'support': 133}; '1.0': {'precision': 0.7638483965014577; 'recall': 0.7797619047619048; 'f1-score': 0.7717231222385862; 'support': 336}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.5882734045999352; 'recall': 0.5853696741854637; 'f1-score': 0.5866337618914939; 'support': 469}; 'weighted avg': {'precision': 0.6642685503483554; 'recall': 0.6695095948827292; 'f1-score': 0.6667470671163547; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7567567567567568; 'f1-score': 0.7671232876712328; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6076388888888888; 'recall': 0.6117117117117117; 'f1-score': 0.6093680954485197; 'support': 52}; 'weighted avg': {'precision': 0.6796207264957265; 'recall': 0.6730769230769231; 'f1-score': 0.6761106767735138; 'support': 52}}
5,1,DNF,7,469,52,7,[67; 67],158,0.532809,0.596154,1,[X4 >= 167.600000],{'0.0': {'precision': 0.4888888888888889; 'recall': 0.3308270676691729; 'f1-score': 0.39461883408071746; 'support': 133}; '1.0': {'precision': 0.7651715039577837; 'recall': 0.8630952380952381; 'f1-score': 0.8111888111888113; 'support': 336}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6270301964233362; 'recall': 0.5969611528822055; 'f1-score': 0.6029038226347644; 'support': 469}; 'weighted avg': {'precision': 0.6868227026695896; 'recall': 0.7121535181236673; 'f1-score': 0.6930570266357697; 'support': 469}},{'0.0': {'precision': 0.3125; 'recall': 0.3333333333333333; 'f1-score': 0.3225806451612903; 'support': 15}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.7027027027027027; 'f1-score': 0.7123287671232876; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5173611111111112; 'recall': 0.5180180180180181; 'f1-score': 0.517454706142289; 'support': 52}; 'weighted avg': {'precision': 0.6040331196581197; 'recall': 0.5961538461538461; 'f1-score': 0.5999014242496346; 'support': 52}}
5,1,DNF,8,469,52,7,[67; 67],158,0.718763,0.692308,3,[X5 >= 18.000000 AND X6 >= 19.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.452991452991453; 'recall': 0.39849624060150374; 'f1-score': 0.424; 'support': 133}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8095238095238095; 'f1-score': 0.7906976744186046; 'support': 336}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.6128593628593628; 'recall': 0.6040100250626567; 'f1-score': 0.6073488372093023; 'support': 469}; 'weighted avg': {'precision': 0.682055920861891; 'recall': 0.6929637526652452; 'f1-score': 0.6867087816730301; 'support': 469}},{'0.0': {'precision': 0.47058823529411764; 'recall': 0.5333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.7567567567567568; 'f1-score': 0.7777777777777778; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6352941176470588; 'recall': 0.6450450450450451; 'f1-score': 0.6388888888888888; 'support': 52}; 'weighted avg': {'precision': 0.7049773755656108; 'recall': 0.6923076923076923; 'f1-score': 0.6976495726495726; 'support': 52}}
5,1,DNF,9,469,52,7,[67; 67],158,0.936449,0.750000,2,[X3 >= 0.200000 AND X6 >= 28.000000],{'0.0': {'precision': 0.4011627906976744; 'recall': 0.518796992481203; 'f1-score': 0.4524590163934426; 'support': 133}; '1.0': {'precision': 0.7845117845117845; 'recall': 0.6934523809523809; 'f1-score': 0.7361769352290679; 'support': 336}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5928372876047294; 'recall': 0.606124686716792; 'f1-score': 0.5943179758112552; 'support': 469}; 'weighted avg': {'precision': 0.6758008758182308; 'recall': 0.6439232409381663; 'f1-score': 0.6557196149622487; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.6666666666666666; 'f1-score': 0.606060606060606; 'support': 15}; '1.0': {'precision': 0.8529411764705882; 'recall': 0.7837837837837838; 'f1-score': 0.8169014084507041; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7042483660130718; 'recall': 0.7252252252252251; 'f1-score': 0.711481007255655; 'support': 52}; 'weighted avg': {'precision': 0.767156862745098; 'recall': 0.75; 'f1-score': 0.7560819462227912; 'support': 52}}
5,1,DNF,0,468,53,3,[156; 156],158,3.872520,0.716981,2,[X4 >= 167.600000 AND X9 < 1.308000],{'0.0': {'precision': 0.42857142857142855; 'recall': 0.40601503759398494; 'f1-score': 0.416988416988417; 'support': 133}; '1.0': {'precision': 0.7690058479532164; 'recall': 0.7850746268656716; 'f1-score': 0.776957163958641; 'support': 335}; 'accuracy': 0.6773504273504274; 'macro avg': {'precision': 0.5987886382623224; 'recall': 0.5955448322298282; 'f1-score': 0.596972790473529; 'support': 468}; 'weighted avg': {'precision': 0.6722584595391613; 'recall': 0.6773504273504274; 'f1-score': 0.6746583533880433; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.5333333333333333; 'f1-score': 0.5161290322580646; 'support': 15}; '1.0': {'precision': 0.8108108108108109; 'recall': 0.7894736842105263; 'f1-score': 0.8; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6554054054054055; 'recall': 0.6614035087719299; 'f1-score': 0.6580645161290324; 'support': 53}; 'weighted avg': {'precision': 0.7228454869964305; 'recall': 0.7169811320754716; 'f1-score': 0.7196591600730372; 'support': 53}}
5,1,DNF,1,469,52,3,[156; 157],158,5.200553,0.769231,2,[X2 >= 0.700000 AND X8 < 4.100000],{'0.0': {'precision': 0.41935483870967744; 'recall': 0.291044776119403; 'f1-score': 0.3436123348017621; 'support': 134}; '1.0': {'precision': 0.7473404255319149; 'recall': 0.8388059701492537; 'f1-score': 0.7904360056258791; 'support': 335}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.5833476321207962; 'recall': 0.5649253731343283; 'f1-score': 0.5670241702138206; 'support': 469}; 'weighted avg': {'precision': 0.6536302578684184; 'recall': 0.6823027718550106; 'f1-score': 0.6627720996761314; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.5; 'f1-score': 0.5384615384615384; 'support': 14}; '1.0': {'precision': 0.825; 'recall': 0.868421052631579; 'f1-score': 0.8461538461538461; 'support': 38}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7041666666666666; 'recall': 0.6842105263157895; 'f1-score': 0.6923076923076923; 'support': 52}; 'weighted avg': {'precision': 0.7599358974358974; 'recall': 0.7692307692307693; 'f1-score': 0.7633136094674556; 'support': 52}}
5,1,DNF,2,469,52,3,[156; 157],158,4.994946,0.711538,2,[X4 >= 167.600000 AND X6 >= 19.000000],{'0.0': {'precision': 0.43846153846153846; 'recall': 0.4253731343283582; 'f1-score': 0.4318181818181818; 'support': 134}; '1.0': {'precision': 0.7728613569321534; 'recall': 0.7820895522388059; 'f1-score': 0.7774480712166173; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.6056614476968459; 'recall': 0.603731343283582; 'f1-score': 0.6046331265173995; 'support': 469}; 'weighted avg': {'precision': 0.6773185516548348; 'recall': 0.6801705756929638; 'f1-score': 0.6786966742456357; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.2857142857142857; 'f1-score': 0.34782608695652173; 'support': 14}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.868421052631579; 'f1-score': 0.8148148148148148; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6059431524547804; 'recall': 0.5770676691729324; 'f1-score': 0.5813204508856682; 'support': 52}; 'weighted avg': {'precision': 0.68048101769032; 'recall': 0.7115384615384616; 'f1-score': 0.6890870803914282; 'support': 52}}
5,1,DNF,3,469,52,3,[156; 157],158,3.236152,0.557692,1,[X6 >= 23.000000],{'0.0': {'precision': 0.4772727272727273; 'recall': 0.3157894736842105; 'f1-score': 0.3800904977375566; 'support': 133}; '1.0': {'precision': 0.7611548556430446; 'recall': 0.8630952380952381; 'f1-score': 0.8089260808926081; 'support': 336}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6192137914578859; 'recall': 0.5894423558897244; 'f1-score': 0.5945082893150824; 'support': 469}; 'weighted avg': {'precision': 0.6806509684932531; 'recall': 0.7078891257995735; 'f1-score': 0.6873159901471457; 'support': 469}},{'0.0': {'precision': 0.1; 'recall': 0.06666666666666667; 'f1-score': 0.08; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.7567567567567568; 'f1-score': 0.7088607594936708; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.3833333333333333; 'recall': 0.4117117117117117; 'f1-score': 0.39443037974683537; 'support': 52}; 'weighted avg': {'precision': 0.5032051282051282; 'recall': 0.5576923076923077; 'f1-score': 0.527458617332035; 'support': 52}}
5,1,DNF,4,469,52,3,[156; 157],158,6.019228,0.692308,1,[X2 >= 0.800000],{'0.0': {'precision': 0.4326923076923077; 'recall': 0.3383458646616541; 'f1-score': 0.3797468354430379; 'support': 133}; '1.0': {'precision': 0.7589041095890411; 'recall': 0.8244047619047619; 'f1-score': 0.7902995720399428; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5957982086406743; 'recall': 0.581375313283208; 'f1-score': 0.5850232037414904; 'support': 469}; 'weighted avg': {'precision': 0.6663962851705645; 'recall': 0.6865671641791045; 'f1-score': 0.6738741691244027; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
5,1,DNF,5,469,52,3,[156; 157],158,5.657039,0.653846,2,[X0 >= 31.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.4251968503937008; 'recall': 0.40601503759398494; 'f1-score': 0.4153846153846154; 'support': 133}; '1.0': {'precision': 0.7690058479532164; 'recall': 0.7827380952380952; 'f1-score': 0.775811209439528; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.5971013491734586; 'recall': 0.5943765664160401; 'f1-score': 0.5955979124120717; 'support': 469}; 'weighted avg': {'precision': 0.6715077740184283; 'recall': 0.67590618336887; 'f1-score': 0.6736006827672393; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7837837837837838; 'f1-score': 0.7631578947368421; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5641025641025641; 'recall': 0.5585585585585585; 'f1-score': 0.5601503759398496; 'support': 52}; 'weighted avg': {'precision': 0.6400394477317555; 'recall': 0.6538461538461539; 'f1-score': 0.6460381723539619; 'support': 52}}
5,1,DNF,6,469,52,3,[156; 157],158,3.702605,0.750000,1,[X0 >= 23.000000],{'0.0': {'precision': 0.44680851063829785; 'recall': 0.15789473684210525; 'f1-score': 0.23333333333333334; 'support': 133}; '1.0': {'precision': 0.7345971563981043; 'recall': 0.9226190476190477; 'f1-score': 0.8179419525065963; 'support': 336}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.5907028335182011; 'recall': 0.5402568922305765; 'f1-score': 0.5256376429199648; 'support': 469}; 'weighted avg': {'precision': 0.6529854508841293; 'recall': 0.7057569296375267; 'f1-score': 0.6521574187111934; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.26666666666666666; 'f1-score': 0.3809523809523809; 'support': 15}; '1.0': {'precision': 0.7608695652173914; 'recall': 0.9459459459459459; 'f1-score': 0.8433734939759038; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.713768115942029; 'recall': 0.6063063063063063; 'f1-score': 0.6121629374641423; 'support': 52}; 'weighted avg': {'precision': 0.7336956521739132; 'recall': 0.75; 'f1-score': 0.7099827882960413; 'support': 52}}
