lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,147.272694,0.711361,2,[X3 == 14 OR X6 == 12],{'0': {'precision': 0.7724980436483784; 'recall': 0.8874294561254558; 'f1-score': 0.8259848925043579; 'support': 20023}; '1': {'precision': 0.33155397390272834; 'recall': 0.17603527003621477; 'f1-score': 0.22997017381466625; 'support': 6351}; 'accuracy': 0.7161219382725411; 'macro avg': {'precision': 0.5520260087755533; 'recall': 0.5317323630808353; 'f1-score': 0.5279775331595121; 'support': 26374}; 'weighted avg': {'precision': 0.6663163576335673; 'recall': 0.7161219382725411; 'f1-score': 0.6824613663650453; 'support': 26374}},{'0': {'precision': 0.7726374060893634; 'recall': 0.8782022471910113; 'f1-score': 0.8220445940260833; 'support': 2225}; '1': {'precision': 0.32587064676616917; 'recall': 0.18555240793201133; 'f1-score': 0.2364620938628159; 'support': 706}; 'accuracy': 0.7113613101330604; 'macro avg': {'precision': 0.5492540264277663; 'recall': 0.5318773275615113; 'f1-score': 0.5292533439444496; 'support': 2931}; 'weighted avg': {'precision': 0.6650231679173486; 'recall': 0.7113613101330604; 'f1-score': 0.6809933333248664; 'support': 2931}}
5,2,DNF,4,26374,2931,206,[128; 129],262,1010.716097,0.754009,64,[X0 >= 37.000000 AND X1 != 7 AND X3 != 0 AND X3 != 2 AND X3 != 5 AND X3 != 7 AND X3 != 10 AND X3 != 11 AND X3 != 14 AND X5 != 3 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 9 AND X13 != 14 AND X13 != 26] OR [X0 < 58.000000 AND X1 != 2 AND X1 != 7 AND X3 != 0 AND X3 != 5 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X9 AND X12 < 48.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 2 AND X13 != 9 AND X13 != 10 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 36 AND X13 != 37 AND X13 != 40],{'0': {'precision': 0.8282598387861546; 'recall': 0.8723967437446936; 'f1-score': 0.8497555517719456; 'support': 20023}; '1': {'precision': 0.5164647993943982; 'recall': 0.42969611084868525; 'f1-score': 0.4691018478727975; 'support': 6351}; 'accuracy': 0.7657920679457041; 'macro avg': {'precision': 0.6723623190902763; 'recall': 0.6510464272966894; 'f1-score': 0.6594286998223715; 'support': 26374}; 'weighted avg': {'precision': 0.7531779287544171; 'recall': 0.7657920679457041; 'f1-score': 0.7580921077185792; 'support': 26374}},{'0': {'precision': 0.8249783923941227; 'recall': 0.8579775280898876; 'f1-score': 0.8411544393038114; 'support': 2225}; '1': {'precision': 0.4878444084278768; 'recall': 0.4263456090651558; 'f1-score': 0.455026455026455; 'support': 706}; 'accuracy': 0.7540088706925964; 'macro avg': {'precision': 0.6564114004109998; 'recall': 0.6421615685775217; 'f1-score': 0.6480904471651332; 'support': 2931}; 'weighted avg': {'precision': 0.7437717759901071; 'recall': 0.7540088706925964; 'f1-score': 0.7481464703854172; 'support': 2931}}
5,2,DNF,5,26375,2930,206,[128; 129],262,1025.231358,0.782935,62,[X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 0 AND X1 != 1 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 3 AND X5 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X12 >= 24.000000 AND X13 != 24 AND X13 != 26] OR [X0 >= 41.000000 AND X1 != 2 AND X1 != 7 AND X2 < 196338.000000 AND X3 != 7 AND X3 != 8 AND X3 != 9 AND X4 >= 9.000000 AND X5 != 3 AND X6 != 0 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X12 < 55.000000 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 22 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 34 AND X13 != 40],{'0': {'precision': 0.8414241039210969; 'recall': 0.8734455376317235; 'f1-score': 0.8571358557145657; 'support': 20023}; '1': {'precision': 0.546690518783542; 'recall': 0.4811083123425693; 'f1-score': 0.5118070674928823; 'support': 6352}; 'accuracy': 0.778957345971564; 'macro avg': {'precision': 0.6940573113523194; 'recall': 0.6772769249871464; 'f1-score': 0.684471461603724; 'support': 26375}; 'weighted avg': {'precision': 0.7704421993601965; 'recall': 0.778957345971564; 'f1-score': 0.7739688997796224; 'support': 26375}},{'0': {'precision': 0.8461873638344226; 'recall': 0.8728089887640449; 'f1-score': 0.8592920353982301; 'support': 2225}; '1': {'precision': 0.5543307086614173; 'recall': 0.49929078014184397; 'f1-score': 0.5253731343283582; 'support': 705}; 'accuracy': 0.7829351535836178; 'macro avg': {'precision': 0.70025903624792; 'recall': 0.6860498844529445; 'f1-score': 0.6923325848632942; 'support': 2930}; 'weighted avg': {'precision': 0.7759624689890408; 'recall': 0.7829351535836178; 'f1-score': 0.7789463612500185; 'support': 2930}}
5,2,DNF,6,26375,2930,206,[128; 129],262,973.533086,0.778157,63,[X0 >= 22.000000 AND X1 != 0 AND X2 < 219632.000000 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 12 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X13 != 23 AND X13 != 26] OR [X1 != 0 AND X1 != 1 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 2 AND X3 != 11 AND X4 >= 7.000000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X13 != 0 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 11 AND X13 != 23 AND X13 != 26 AND X13 != 28 AND X13 != 30 AND X13 != 34 AND X13 != 37 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8554113860390263; 'recall': 0.8494731059281826; 'f1-score': 0.8524319041772119; 'support': 20023}; '1': {'precision': 0.5356647665999076; 'recall': 0.5473866498740554; 'f1-score': 0.5414622751693529; 'support': 6352}; 'accuracy': 0.7767203791469194; 'macro avg': {'precision': 0.695538076319467; 'recall': 0.698429877901119; 'f1-score': 0.6969470896732823; 'support': 26375}; 'weighted avg': {'precision': 0.7784054892929684; 'recall': 0.7767203791469194; 'f1-score': 0.7775398062262008; 'support': 26375}},{'0': {'precision': 0.8517195176418044; 'recall': 0.8570786516853932; 'f1-score': 0.8543906810035843; 'support': 2225}; '1': {'precision': 0.5397973950795948; 'recall': 0.5290780141843971; 'f1-score': 0.5343839541547278; 'support': 705}; 'accuracy': 0.7781569965870307; 'macro avg': {'precision': 0.6957584563606996; 'recall': 0.6930783329348952; 'f1-score': 0.6943873175791561; 'support': 2930}; 'weighted avg': {'precision': 0.7766665837147199; 'recall': 0.7781569965870307; 'f1-score': 0.7773924753966068; 'support': 2930}}
5,2,DNF,7,26375,2930,206,[128; 129],262,1024.696008,0.782253,62,[X1 != 7 AND X2 >= 158662.000000 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X13 != 19 AND X13 != 28] OR [X0 >= 33.000000 AND X1 != 6 AND X1 != 7 AND X2 < 259873.000000 AND X4 >= 9.000000 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X13 != 1 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 17 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 27 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.819771081105249; 'recall': 0.9156969485092145; 'f1-score': 0.8650829224562977; 'support': 20023}; '1': {'precision': 0.5789473684210527; 'recall': 0.36539672544080604; 'f1-score': 0.4480262522922498; 'support': 6352}; 'accuracy': 0.7831658767772511; 'macro avg': {'precision': 0.6993592247631508; 'recall': 0.6405468369750102; 'f1-score': 0.6565545873742737; 'support': 26375}; 'weighted avg': {'precision': 0.7617725134097034; 'recall': 0.7831658767772511; 'f1-score': 0.76464144496314; 'support': 26375}},{'0': {'precision': 0.8219066937119676; 'recall': 0.910561797752809; 'f1-score': 0.8639658848614072; 'support': 2225}; '1': {'precision': 0.5720430107526882; 'recall': 0.3773049645390071; 'f1-score': 0.45470085470085464; 'support': 705}; 'accuracy': 0.7822525597269625; 'macro avg': {'precision': 0.6969748522323278; 'recall': 0.643933381145908; 'f1-score': 0.659333369781131; 'support': 2930}; 'weighted avg': {'precision': 0.7617859099282502; 'recall': 0.7822525597269625; 'f1-score': 0.7654908520070762; 'support': 2930}}
5,2,DNF,8,26375,2930,206,[128; 129],262,1000.648051,0.763823,63,[X2 < 158662.000000 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X9 AND X12 < 55.000000 AND X13 != 4 AND X13 != 6 AND X13 != 22 AND X13 != 26] OR [X0 >= 41.000000 AND X1 != 0 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 5 AND X3 != 8 AND X3 != 10 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 10 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X12 >= 35.000000 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8149957038845927; 'recall': 0.9000199760287655; 'f1-score': 0.8554002420675415; 'support': 20024}; '1': {'precision': 0.5302674800563116; 'recall': 0.35584947252401194; 'f1-score': 0.42589277301422784; 'support': 6351}; 'accuracy': 0.7689857819905214; 'macro avg': {'precision': 0.6726315919704522; 'recall': 0.6279347242763887; 'f1-score': 0.6406465075408847; 'support': 26375}; 'weighted avg': {'precision': 0.746434227125032; 'recall': 0.7689857819905214; 'f1-score': 0.7519764719838412; 'support': 26375}},{'0': {'precision': 0.8108766233766234; 'recall': 0.8983812949640287; 'f1-score': 0.8523890784982936; 'support': 2224}; '1': {'precision': 0.5150214592274678; 'recall': 0.33994334277620397; 'f1-score': 0.40955631399317405; 'support': 706}; 'accuracy': 0.7638225255972696; 'macro avg': {'precision': 0.6629490413020456; 'recall': 0.6191623188701163; 'f1-score': 0.6309726962457338; 'support': 2930}; 'weighted avg': {'precision': 0.7395886554963149; 'recall': 0.7638225255972696; 'f1-score': 0.7456860301226573; 'support': 2930}}
5,2,DNF,9,26375,2930,206,[128; 129],262,1011.157515,0.781911,61,[X0 >= 26.000000 AND X1 != 6 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X4 >= 10.000000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 2 AND X13 != 5 AND X13 != 10 AND X13 != 22] OR [X0 >= 41.000000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X12 < 55.000000 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 14 AND X13 != 17 AND X13 != 18 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 38],{'0': {'precision': 0.8473917059652876; 'recall': 0.870455453455853; 'f1-score': 0.8587687532333159; 'support': 20024}; '1': {'precision': 0.5532208060626937; 'recall': 0.5057471264367817; 'f1-score': 0.5284198404211565; 'support': 6351}; 'accuracy': 0.7826350710900474; 'macro avg': {'precision': 0.7003062560139907; 'recall': 0.6881012899463173; 'f1-score': 0.6935942968272362; 'support': 26375}; 'weighted avg': {'precision': 0.7765564686086478; 'recall': 0.7826350710900474; 'f1-score': 0.7792219875358742; 'support': 26375}},{'0': {'precision': 0.8489652135623074; 'recall': 0.8669064748201439; 'f1-score': 0.8578420467185762; 'support': 2224}; '1': {'precision': 0.5508345978755691; 'recall': 0.5141643059490085; 'f1-score': 0.531868131868132; 'support': 706}; 'accuracy': 0.7819112627986348; 'macro avg': {'precision': 0.6998999057189382; 'recall': 0.6905353903845762; 'f1-score': 0.694855089293354; 'support': 2930}; 'weighted avg': {'precision': 0.7771289628200421; 'recall': 0.7819112627986348; 'f1-score': 0.7792967962460801; 'support': 2930}}
5,3,CNF,0,26374,2931,3296,[8; 9],262,192.633748,0.716479,24,[X1 == 6 OR X3 == 9 OR X3 == 10 OR X7 == 5 OR X8 == 1] AND [X1 == 5 OR X1 != 6 OR X2 >= 259873.000000 OR X3 == 14 OR X6 == 7 OR X6 == 12 OR X7 == 5 OR X13 == 0 OR X13 == 5 OR X13 == 11] AND [X0 >= 22.000000 OR X1 == 0 OR X1 == 5 OR X2 < 106648.000000 OR X3 == 4 OR X3 == 6 OR X3 == 9 OR X6 == 1 OR X6 == 10],{'0': {'precision': 0.8150402414486921; 'recall': 0.8092193976926535; 'f1-score': 0.8121193895195851; 'support': 20023}; '1': {'precision': 0.4117647058823529; 'recall': 0.42103605731380883; 'f1-score': 0.4163487738419618; 'support': 6351}; 'accuracy': 0.7157427769773261; 'macro avg': {'precision': 0.6134024736655226; 'recall': 0.6151277275032312; 'f1-score': 0.6142340816807734; 'support': 26374}; 'weighted avg': {'precision': 0.7179293395611582; 'recall': 0.7157427769773261; 'f1-score': 0.716815712406952; 'support': 26374}},{'0': {'precision': 0.8194317140238313; 'recall': 0.8035955056179775; 'f1-score': 0.8114363512593602; 'support': 2225}; '1': {'precision': 0.4165554072096128; 'recall': 0.44192634560906513; 'f1-score': 0.4288659793814433; 'support': 706}; 'accuracy': 0.7164790174002047; 'macro avg': {'precision': 0.6179935606167221; 'recall': 0.6227609256135214; 'f1-score': 0.6201511653204017; 'support': 2931}; 'weighted avg': {'precision': 0.7223895193425489; 'recall': 0.7164790174002047; 'f1-score': 0.7192853166139118; 'support': 2931}}
5,3,CNF,1,26374,2931,3296,[8; 9],262,329.397496,0.692938,23,[X2 < 106648.000000 OR X3 == 12 OR X5 == 1 OR X13 == 22] AND [X0 >= 33.000000 OR X1 == 5 OR X5 == 0 OR X5 == 1 OR X6 == 6 OR X6 == 13 OR X13 == 10 OR X13 == 27] AND [X0 >= 22.000000 OR X1 == 0 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 15 OR X5 == 1 OR X5 == 5 OR X6 == 14 OR X13 == 30 OR X13 == 41],{'0': {'precision': 0.7855562724675085; 'recall': 0.8512710383059482; 'f1-score': 0.8170945087605763; 'support': 20023}; '1': {'precision': 0.36313088109495295; 'recall': 0.2673594709494568; 'f1-score': 0.3079713430670173; 'support': 6351}; 'accuracy': 0.7106620156214454; 'macro avg': {'precision': 0.5743435767812307; 'recall': 0.5593152546277025; 'f1-score': 0.5625329259137968; 'support': 26374}; 'weighted avg': {'precision': 0.6838339830685891; 'recall': 0.7106620156214454; 'f1-score': 0.6944949324611984; 'support': 26374}},{'0': {'precision': 0.7806014400677679; 'recall': 0.828314606741573; 'f1-score': 0.8037505451373747; 'support': 2225}; '1': {'precision': 0.3298245614035088; 'recall': 0.26628895184135976; 'f1-score': 0.29467084639498436; 'support': 706}; 'accuracy': 0.6929375639713409; 'macro avg': {'precision': 0.5552130007356384; 'recall': 0.5473017792914664; 'f1-score': 0.5492106957661795; 'support': 2931}; 'weighted avg': {'precision': 0.672021270727281; 'recall': 0.6929375639713408; 'f1-score': 0.6811267760100708; 'support': 2931}}
5,3,CNF,2,26374,2931,3296,[8; 9],262,173.294434,0.722620,14,[X0 >= 45.000000 OR X2 < 106648.000000 OR X3 == 6] AND [X0 >= 22.000000 OR X0 < 33.000000 OR X2 < 130856.000000 OR X3 == 7 OR X6 == 4] AND [X3 == 7 OR X3 == 9 OR X3 == 14 OR X5 == 2 OR X7 == 5 OR X13 == 5],{'0': {'precision': 0.835044417256237; 'recall': 0.7839984018378864; 'f1-score': 0.8087167070217917; 'support': 20023}; '1': {'precision': 0.429042904290429; 'recall': 0.5117304361517871; 'f1-score': 0.4667528364210829; 'support': 6351}; 'accuracy': 0.7184348221733525; 'macro avg': {'precision': 0.6320436607733331; 'recall': 0.6478644189948368; 'f1-score': 0.6377347717214372; 'support': 26374}; 'weighted avg': {'precision': 0.7372770854580325; 'recall': 0.7184348221733525; 'f1-score': 0.7263699813758866; 'support': 26374}},{'0': {'precision': 0.837799043062201; 'recall': 0.7869662921348315; 'f1-score': 0.8115874855156432; 'support': 2225}; '1': {'precision': 0.43638525564803804; 'recall': 0.5198300283286119; 'f1-score': 0.4744667097608274; 'support': 706}; 'accuracy': 0.7226202661207779; 'macro avg': {'precision': 0.6370921493551195; 'recall': 0.6533981602317217; 'f1-score': 0.6430270976382353; 'support': 2931}; 'weighted avg': {'precision': 0.7411091304336103; 'recall': 0.7226202661207779; 'f1-score': 0.7303840506187138; 'support': 2931}}
5,3,CNF,3,26374,2931,3296,[8; 9],262,197.362451,0.775162,14,[X3 == 10 OR X5 == 1 OR X6 == 4 OR X13 == 20] AND [X0 >= 22.000000 OR X1 == 6 OR X6 == 3] AND [X0 >= 22.000000 OR X1 == 1 OR X2 < 158662.000000 OR X3 == 1 OR X3 == 10 OR X6 == 4 OR X13 == 3],{'0': {'precision': 0.7998859499056894; 'recall': 0.9107026919043101; 'f1-score': 0.851704810836058; 'support': 20023}; '1': {'precision': 0.5001397819401733; 'recall': 0.2816879231617068; 'f1-score': 0.36039484286865436; 'support': 6351}; 'accuracy': 0.7592325775384848; 'macro avg': {'precision': 0.6500128659229314; 'recall': 0.5961953075330084; 'f1-score': 0.6060498268523562; 'support': 26374}; 'weighted avg': {'precision': 0.7277054724373875; 'recall': 0.7592325775384848; 'f1-score': 0.7333947476465161; 'support': 26374}},{'0': {'precision': 0.8104678826328311; 'recall': 0.9186516853932585; 'f1-score': 0.8611754792500527; 'support': 2225}; '1': {'precision': 0.5574572127139364; 'recall': 0.32294617563739375; 'f1-score': 0.40896860986547084; 'support': 706}; 'accuracy': 0.7751620607301263; 'macro avg': {'precision': 0.6839625476733837; 'recall': 0.6207989305153261; 'f1-score': 0.6350720445577618; 'support': 2931}; 'weighted avg': {'precision': 0.7495243367567684; 'recall': 0.7751620607301263; 'f1-score': 0.752250863151276; 'support': 2931}}
5,3,CNF,4,26374,2931,3296,[8; 9],262,143.621676,0.765950,16,[X1 == 5 OR X3 == 10 OR X5 == 1 OR X6 == 4 OR X13 == 1] AND [X0 >= 33.000000 OR X1 == 6 OR X1 == 7 OR X3 == 1 OR X6 == 7] AND [X0 >= 22.000000 OR X1 == 5 OR X3 == 12 OR X6 == 1 OR X6 == 12 OR X7 == 4],{'0': {'precision': 0.8065104958929115; 'recall': 0.9267841981721021; 'f1-score': 0.8624744376278118; 'support': 20023}; '1': {'precision': 0.5643387815750371; 'recall': 0.2990080302314596; 'f1-score': 0.39090160559901194; 'support': 6351}; 'accuracy': 0.7756123454917722; 'macro avg': {'precision': 0.6854246387339743; 'recall': 0.6128961142017808; 'f1-score': 0.6266880216134119; 'support': 26374}; 'weighted avg': {'precision': 0.7481942542294239; 'recall': 0.7756123454917722; 'f1-score': 0.7489171821407826; 'support': 26374}},{'0': {'precision': 0.8007033997655334; 'recall': 0.9208988764044944; 'f1-score': 0.8566053511705686; 'support': 2225}; '1': {'precision': 0.5268817204301075; 'recall': 0.2776203966005666; 'f1-score': 0.36363636363636365; 'support': 706}; 'accuracy': 0.7659501876492665; 'macro avg': {'precision': 0.6637925600978205; 'recall': 0.5992596365025304; 'f1-score': 0.6101208574034661; 'support': 2931}; 'weighted avg': {'precision': 0.7347470348351988; 'recall': 0.7659501876492665; 'f1-score': 0.7378622241834827; 'support': 2931}}
5,3,CNF,5,26375,2930,3296,[8; 9],262,154.767784,0.780205,14,[X0 < 50.000000 OR X3 == 12 OR X6 == 3 OR X7 == 0 OR X13 == 11] AND [X0 >= 33.000000 OR X1 == 5 OR X1 == 7 OR X3 == 14 OR X5 == 3] AND [X1 == 1 OR X3 == 10 OR X3 == 14 OR X6 == 4],{'0': {'precision': 0.8108355091383812; 'recall': 0.9305798331918294; 'f1-score': 0.8665907029742111; 'support': 20023}; '1': {'precision': 0.5905743740795287; 'recall': 0.3156486146095718; 'f1-score': 0.41140863855545295; 'support': 6352}; 'accuracy': 0.7824834123222749; 'macro avg': {'precision': 0.700704941608955; 'recall': 0.6231142239007006; 'f1-score': 0.638999670764832; 'support': 26375}; 'weighted avg': {'precision': 0.757789111796435; 'recall': 0.7824834123222749; 'f1-score': 0.7569673295831988; 'support': 26375}},{'0': {'precision': 0.8110979929161747; 'recall': 0.9262921348314607; 'f1-score': 0.8648762064624422; 'support': 2225}; '1': {'precision': 0.5784061696658098; 'recall': 0.3191489361702128; 'f1-score': 0.4113345521023766; 'support': 705}; 'accuracy': 0.7802047781569966; 'macro avg': {'precision': 0.6947520812909922; 'recall': 0.6227205355008367; 'f1-score': 0.6381053792824094; 'support': 2930}; 'weighted avg': {'precision': 0.755109004727947; 'recall': 0.7802047781569966; 'f1-score': 0.7557475831437233; 'support': 2930}}
5,3,CNF,6,26375,2930,3296,[8; 9],262,166.280514,0.746758,11,[X1 == 1 OR X2 >= 329054.000000] AND [X1 == 6 OR X2 < 158662.000000 OR X5 == 2 OR X6 == 7 OR X13 == 37] AND [X0 >= 22.000000 OR X2 < 219632.000000 OR X12 >= 48.000000 OR X13 == 8],{'0': {'precision': 0.7744180367898421; 'recall': 0.9503570893472507; 'f1-score': 0.853414059872183; 'support': 20023}; '1': {'precision': 0.44869661674986133; 'recall': 0.12736146095717885; 'f1-score': 0.198405885959534; 'support': 6352}; 'accuracy': 0.7521516587677725; 'macro avg': {'precision': 0.6115573267698518; 'recall': 0.5388592751522148; 'f1-score': 0.5259099729158585; 'support': 26375}; 'weighted avg': {'precision': 0.6959732041796446; 'recall': 0.7521516587677725; 'f1-score': 0.6956657406041964; 'support': 26375}},{'0': {'precision': 0.7689517591585057; 'recall': 0.952808988764045; 'f1-score': 0.8510638297872339; 'support': 2225}; '1': {'precision': 0.3930635838150289; 'recall': 0.09645390070921986; 'f1-score': 0.1548974943052392; 'support': 705}; 'accuracy': 0.7467576791808874; 'macro avg': {'precision': 0.5810076714867674; 'recall': 0.5246314447366324; 'f1-score': 0.5029806620462366; 'support': 2930}; 'weighted avg': {'precision': 0.6785076760127203; 'recall': 0.7467576791808874; 'f1-score': 0.683556230294126; 'support': 2930}}
5,3,CNF,7,26375,2930,3296,[8; 9],262,178.218159,0.747782,23,[X3 == 10 OR X6 == 3 OR X6 == 14 OR X13 == 41] AND [X1 == 7 OR X3 == 1 OR X3 == 8 OR X3 == 14] AND [X0 >= 22.000000 OR X0 < 26.000000 OR X1 == 1 OR X1 == 2 OR X1 == 5 OR X1 == 6 OR X1 == 7 OR X2 >= 329054.000000 OR X3 == 2 OR X3 == 6 OR X3 == 12 OR X3 == 15 OR X5 == 3 OR X6 == 11 OR X6 == 12],{'0': {'precision': 0.7601148221420536; 'recall': 0.9786245817310093; 'f1-score': 0.8556394917252521; 'support': 20023}; '1': {'precision': 0.28187919463087246; 'recall': 0.02644836272040302; 'f1-score': 0.04835924006908463; 'support': 6352}; 'accuracy': 0.7493080568720379; 'macro avg': {'precision': 0.520997008386463; 'recall': 0.5025364722257062; 'f1-score': 0.4519993658971684; 'support': 26375}; 'weighted avg': {'precision': 0.6449393640965173; 'recall': 0.7493080568720379; 'f1-score': 0.661218860122599; 'support': 26375}},{'0': {'precision': 0.7603363700070077; 'recall': 0.9752808988764045; 'f1-score': 0.8544989171096673; 'support': 2225}; '1': {'precision': 0.27631578947368424; 'recall': 0.029787234042553193; 'f1-score': 0.053777208706786185; 'support': 705}; 'accuracy': 0.7477815699658703; 'macro avg': {'precision': 0.518326079740346; 'recall': 0.5025340664594788; 'f1-score': 0.4541380629082267; 'support': 2930}; 'weighted avg': {'precision': 0.64387408015172; 'recall': 0.7477815699658703; 'f1-score': 0.6618337961458342; 'support': 2930}}
