lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26373,2931,3296,[8; 9],262,124.897881,0.758444,4,[X1 == 5 OR X3 == 7 OR X3 == 14 OR X13 == 7],{'0': {'precision': 0.7787380086007277; 'recall': 0.9405683464016381; 'f1-score': 0.8520370077137106; 'support': 20023}; '1': {'precision': 0.4563727729556875; 'recall': 0.1573228346456693; 'f1-score': 0.23398524417379085; 'support': 6350}; 'accuracy': 0.7519811928866644; 'macro avg': {'precision': 0.6175553907782076; 'recall': 0.5489455905236537; 'f1-score': 0.5430111259437507; 'support': 26373}; 'weighted avg': {'precision': 0.701120018749516; 'recall': 0.7519811928866644; 'f1-score': 0.7032246352692223; 'support': 26373}},{'0': {'precision': 0.7797860568056068; 'recall': 0.9501123595505618; 'f1-score': 0.8565640194489466; 'support': 2225}; '1': {'precision': 0.4954545454545455; 'recall': 0.15439093484419264; 'f1-score': 0.23542116630669546; 'support': 706}; 'accuracy': 0.7584442169907881; 'macro avg': {'precision': 0.6376203011300761; 'recall': 0.5522516471973773; 'f1-score': 0.545992592877821; 'support': 2931}; 'weighted avg': {'precision': 0.7112981526725979; 'recall': 0.7584442169907881; 'f1-score': 0.7069472148367224; 'support': 2931}}
5,2,CNF,7,26374,2930,412,[64; 65],262,694.643977,0.703754,23,[X0 >= 58.000000 OR X1 == 5 OR X3 == 10 OR X7 == 5 OR X8 == 2 OR X12 >= 48.000000 OR X13 == 5] AND [X1 == 0 OR X1 == 5 OR X3 == 1 OR X3 == 6 OR X3 == 7 OR X6 == 4 OR X6 == 7 OR X6 == 10 OR X6 == 13 OR X7 == 4 OR X13 == 1 OR X13 == 2 OR X13 == 23 OR X13 == 30 OR X13 == 32 OR X13 == 36],{'0': {'precision': 0.8090636285031281; 'recall': 0.7944363981421365; 'f1-score': 0.8016832980546317; 'support': 20023}; '1': {'precision': 0.38686131386861317; 'recall': 0.4089119823649819; 'f1-score': 0.39758113900796077; 'support': 6351}; 'accuracy': 0.7016000606658073; 'macro avg': {'precision': 0.5979624711858706; 'recall': 0.6016741902535592; 'f1-score': 0.5996322185312962; 'support': 26374}; 'weighted avg': {'precision': 0.7073950571736444; 'recall': 0.7016000606658073; 'f1-score': 0.7043733408200292; 'support': 26374}},{'0': {'precision': 0.8128169663439373; 'recall': 0.7923595505617977; 'f1-score': 0.8024578971324533; 'support': 2225}; '1': {'precision': 0.392904073587385; 'recall': 0.42411347517730497; 'f1-score': 0.407912687585266; 'support': 705}; 'accuracy': 0.7037542662116041; 'macro avg': {'precision': 0.6028605199656611; 'recall': 0.6082365128695514; 'f1-score': 0.6051852923588597; 'support': 2930}; 'weighted avg': {'precision': 0.7117799051175313; 'recall': 0.7037542662116041; 'f1-score': 0.7075246641185396; 'support': 2930}}
5,2,CNF,8,26374,2930,412,[64; 65],262,638.579472,0.710239,20,[X1 == 5 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X5 == 1 OR X6 == 14 OR X7 == 5 OR X12 >= 48.000000 OR X13 == 1] AND [X1 == 5 OR X1 == 6 OR X3 == 5 OR X3 == 6 OR X3 == 11 OR X6 == 4 OR X6 == 10 OR X6 == 13 OR X13 == 12 OR X13 == 19 OR X13 == 31],{'0': {'precision': 0.8341450216450217; 'recall': 0.7698262085497403; 'f1-score': 0.8006960315811344; 'support': 20024}; '1': {'precision': 0.4161388396250317; 'recall': 0.5173228346456693; 'f1-score': 0.4612468407750632; 'support': 6350}; 'accuracy': 0.709031622052021; 'macro avg': {'precision': 0.6251419306350267; 'recall': 0.6435745215977048; 'f1-score': 0.6309714361780988; 'support': 26374}; 'weighted avg': {'precision': 0.7335027506270898; 'recall': 0.709031622052021; 'f1-score': 0.7189677248541096; 'support': 26374}},{'0': {'precision': 0.8355295265983407; 'recall': 0.7697841726618705; 'f1-score': 0.8013105546454482; 'support': 2224}; '1': {'precision': 0.4188422247446084; 'recall': 0.5226628895184136; 'f1-score': 0.46502835538752363; 'support': 706}; 'accuracy': 0.7102389078498293; 'macro avg': {'precision': 0.6271858756714745; 'recall': 0.6462235310901421; 'f1-score': 0.6331694550164859; 'support': 2930}; 'weighted avg': {'precision': 0.7351263746840967; 'recall': 0.7102389078498293; 'f1-score': 0.720281464994904; 'support': 2930}}
5,2,CNF,9,26374,2930,412,[64; 65],262,710.190700,0.736177,24,[X1 == 5 OR X1 == 6 OR X3 == 10 OR X6 == 3 OR X6 == 11 OR X6 == 12 OR X7 == 5 OR X13 == 7 OR X13 == 11 OR X13 == 22] AND [X1 == 1 OR X2 >= 329054.000000 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X6 == 7 OR X6 == 10 OR X6 == 11 OR X13 == 3 OR X13 == 19 OR X13 == 22 OR X13 == 30 OR X13 == 41],{'0': {'precision': 0.7936369198496634; 'recall': 0.9069117059528565; 'f1-score': 0.8465016547802172; 'support': 20024}; '1': {'precision': 0.4662084765177549; 'recall': 0.2563779527559055; 'f1-score': 0.33082706766917297; 'support': 6350}; 'accuracy': 0.7502843709714112; 'macro avg': {'precision': 0.6299226981837092; 'recall': 0.581644829354381; 'f1-score': 0.5886643612246951; 'support': 26374}; 'weighted avg': {'precision': 0.7148028175080535; 'recall': 0.7502843709714112; 'f1-score': 0.722344013612585; 'support': 26374}},{'0': {'precision': 0.7837309346890887; 'recall': 0.9010791366906474; 'f1-score': 0.8383183434427944; 'support': 2224}; '1': {'precision': 0.4101876675603217; 'recall': 0.21671388101983002; 'f1-score': 0.283595922150139; 'support': 706}; 'accuracy': 0.7361774744027304; 'macro avg': {'precision': 0.5969593011247052; 'recall': 0.5588965088552387; 'f1-score': 0.5609571327964668; 'support': 2930}; 'weighted avg': {'precision': 0.6937235809031127; 'recall': 0.7361774744027304; 'f1-score': 0.7046548521688645; 'support': 2930}}
5,2,CNF,0,26373,2931,206,[128; 129],262,1063.816529,0.379052,15,[X0 < 37.000000 OR X1 == 1 OR X2 >= 196338.000000 OR X5 == 6 OR X12 >= 48.000000 OR X13 != 39] AND [X0 >= 45.000000 OR X1 == 5 OR X3 == 8 OR X3 == 9 OR X4 < 10.000000 OR X6 == 13 OR X12 < 40.000000 OR X13 == 17 OR X13 == 23],{'0': {'precision': 0.7107871055928922; 'recall': 0.3116416121460321; 'f1-score': 0.4333032428303591; 'support': 20023}; '1': {'precision': 0.2166079345231329; 'recall': 0.6001574803149606; 'f1-score': 0.3183260942198463; 'support': 6350}; 'accuracy': 0.38110946801653206; 'macro avg': {'precision': 0.4636975200580125; 'recall': 0.45589954623049633; 'f1-score': 0.3758146685251027; 'support': 26373}; 'weighted avg': {'precision': 0.591800348822977; 'recall': 0.38110946801653206; 'f1-score': 0.40561944145483275; 'support': 26373}},{'0': {'precision': 0.7035175879396985; 'recall': 0.3146067415730337; 'f1-score': 0.43478260869565216; 'support': 2225}; '1': {'precision': 0.21229338842975207; 'recall': 0.5821529745042493; 'f1-score': 0.3111279333838001; 'support': 706}; 'accuracy': 0.3790515182531559; 'macro avg': {'precision': 0.4579054881847253; 'recall': 0.4483798580386415; 'f1-score': 0.37295527103972614; 'support': 2931}; 'weighted avg': {'precision': 0.5851947340147506; 'recall': 0.3790515182531559; 'f1-score': 0.4049974839020092; 'support': 2931}}
5,2,CNF,1,26373,2931,206,[128; 129],262,1100.476432,0.500171,14,[X1 == 1 OR X2 < 65716.000000 OR X3 == 14 OR X5 != 6 OR X6 == 11 OR X7 == 5] AND [X0 >= 58.000000 OR X3 == 11 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X8 == 1 OR X13 == 33 OR X13 == 34],{'0': {'precision': 0.7453230405452396; 'recall': 0.5352344803476002; 'f1-score': 0.6230451717923375; 'support': 20023}; '1': {'precision': 0.224112056028014; 'recall': 0.4233070866141732; 'f1-score': 0.2930658525948539; 'support': 6350}; 'accuracy': 0.508284988435142; 'macro avg': {'precision': 0.4847175482866268; 'recall': 0.4792707834808867; 'f1-score': 0.45805551219359575; 'support': 26373}; 'weighted avg': {'precision': 0.6198276569451796; 'recall': 0.508284988435142; 'f1-score': 0.5435938891584309; 'support': 26373}},{'0': {'precision': 0.7423469387755102; 'recall': 0.5231460674157303; 'f1-score': 0.6137621935143686; 'support': 2225}; '1': {'precision': 0.2215700660308144; 'recall': 0.42776203966005666; 'f1-score': 0.291928467858869; 'support': 706}; 'accuracy': 0.5001705902422381; 'macro avg': {'precision': 0.4819585024031623; 'recall': 0.4754540535378935; 'f1-score': 0.4528453306866188; 'support': 2931}; 'weighted avg': {'precision': 0.6169056313180706; 'recall': 0.5001705902422381; 'f1-score': 0.5362410026877623; 'support': 2931}}
5,2,CNF,2,26373,2931,206,[128; 129],262,1119.043554,0.519618,9,[X3 == 11 OR X6 == 12 OR X6 == 14] AND [X0 >= 26.000000 OR X2 >= 219632.000000 OR X6 == 4 OR X6 != 12 OR X13 == 2 OR X13 == 35],{'0': {'precision': 0.7290372173467426; 'recall': 0.5683963442041652; 'f1-score': 0.6387719593646517; 'support': 20023}; '1': {'precision': 0.19698940717338784; 'recall': 0.33385826771653543; 'f1-score': 0.2477793361383824; 'support': 6350}; 'accuracy': 0.5119250748871952; 'macro avg': {'precision': 0.46301331226006526; 'recall': 0.45112730596035033; 'f1-score': 0.44327564775151707; 'support': 26373}; 'weighted avg': {'precision': 0.6009325802329973; 'recall': 0.5119250748871952; 'f1-score': 0.5446301037742065; 'support': 26373}},{'0': {'precision': 0.7301408450704225; 'recall': 0.5824719101123595; 'f1-score': 0.6479999999999999; 'support': 2225}; '1': {'precision': 0.19636678200692043; 'recall': 0.32152974504249293; 'f1-score': 0.24382384532760473; 'support': 706}; 'accuracy': 0.5196178778573866; 'macro avg': {'precision': 0.46325381353867146; 'recall': 0.4520008275774262; 'f1-score': 0.4459119226638023; 'support': 2931}; 'weighted avg': {'precision': 0.6015688599039836; 'recall': 0.5196178778573866; 'f1-score': 0.5506447065169869; 'support': 2931}}
5,2,CNF,3,26373,2931,206,[128; 129],262,1067.262538,0.692596,16,[X2 >= 178356.000000 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X13 == 26] AND [X0 >= 58.000000 OR X2 < 196338.000000 OR X3 == 8 OR X3 == 12 OR X5 == 6 OR X8 == 1 OR X13 == 1 OR X13 == 17 OR X13 == 21],{'0': {'precision': 0.8098337726612512; 'recall': 0.7518353893023023; 'f1-score': 0.7797575883145136; 'support': 20023}; '1': {'precision': 0.36163926002055496; 'recall': 0.44330708661417323; 'f1-score': 0.3983302674402151; 'support': 6350}; 'accuracy': 0.6775490084556175; 'macro avg': {'precision': 0.5857365163409031; 'recall': 0.5975712379582377; 'f1-score': 0.5890439278773644; 'support': 26373}; 'weighted avg': {'precision': 0.7019190433825032; 'recall': 0.6775490084556175; 'f1-score': 0.687918833241075; 'support': 26373}},{'0': {'precision': 0.8125590179414542; 'recall': 0.7734831460674157; 'f1-score': 0.792539719088188; 'support': 2225}; '1': {'precision': 0.3800738007380074; 'recall': 0.4376770538243626; 'f1-score': 0.40684660961158664; 'support': 706}; 'accuracy': 0.6925963834868646; 'macro avg': {'precision': 0.5963164093397308; 'recall': 0.6055800999458891; 'f1-score': 0.5996931643498873; 'support': 2931}; 'weighted avg': {'precision': 0.7083848236918352; 'recall': 0.6925963834868646; 'f1-score': 0.6996364999512106; 'support': 2931}}
5,2,CNF,4,26374,2930,206,[128; 129],262,1061.571483,0.719454,13,[X0 < 37.000000 OR X6 == 1 OR X6 == 4 OR X6 == 12 OR X7 != 1 OR X13 == 24] AND [X0 >= 50.000000 OR X3 == 10 OR X3 == 14 OR X13 == 1 OR X13 == 3 OR X13 == 24 OR X13 == 31],{'0': {'precision': 0.8013652854687798; 'recall': 0.8383858562652949; 'f1-score': 0.8194576651778088; 'support': 20023}; '1': {'precision': 0.403612237375599; 'recall': 0.3448275862068966; 'f1-score': 0.37191135263649483; 'support': 6351}; 'accuracy': 0.719534389929476; 'macro avg': {'precision': 0.6024887614221894; 'recall': 0.5916067212360958; 'f1-score': 0.5956845089071519; 'support': 26374}; 'weighted avg': {'precision': 0.7055842280470845; 'recall': 0.719534389929476; 'f1-score': 0.7116861238511278; 'support': 26374}},{'0': {'precision': 0.8012022327179047; 'recall': 0.8386516853932584; 'f1-score': 0.8194993412384716; 'support': 2225}; '1': {'precision': 0.40266222961730447; 'recall': 0.3432624113475177; 'f1-score': 0.37059724349157736; 'support': 705}; 'accuracy': 0.7194539249146757; 'macro avg': {'precision': 0.6019322311676045; 'recall': 0.5909570483703881; 'f1-score': 0.5950482923650244; 'support': 2930}; 'weighted avg': {'precision': 0.7053077951117876; 'recall': 0.7194539249146757; 'f1-score': 0.7114870617464715; 'support': 2930}}
5,2,CNF,5,26374,2930,206,[128; 129],262,1075.951313,0.712628,11,[X1 == 1 OR X3 == 14 OR X5 != 0 OR X6 == 4 OR X6 == 12 OR X6 == 14] AND [X4 >= 13.000000 OR X6 == 12 OR X13 == 7 OR X13 == 19 OR X13 == 36],{'0': {'precision': 0.8423278068320909; 'recall': 0.7561304499825201; 'f1-score': 0.7969050188172752; 'support': 20023}; '1': {'precision': 0.41869047619047617; 'recall': 0.5537710596756417; 'f1-score': 0.47684902718459765; 'support': 6351}; 'accuracy': 0.7074012284825965; 'macro avg': {'precision': 0.6305091415112836; 'recall': 0.6549507548290809; 'f1-score': 0.6368770230009364; 'support': 26374}; 'weighted avg': {'precision': 0.7403136759871338; 'recall': 0.7074012284825965; 'f1-score': 0.7198338273840783; 'support': 26374}},{'0': {'precision': 0.8424962852897474; 'recall': 0.7644943820224719; 'f1-score': 0.801602262016965; 'support': 2225}; '1': {'precision': 0.424807903402854; 'recall': 0.548936170212766; 'f1-score': 0.478960396039604; 'support': 705}; 'accuracy': 0.7126279863481229; 'macro avg': {'precision': 0.6336520943463007; 'recall': 0.6567152761176189; 'f1-score': 0.6402813290282845; 'support': 2930}; 'weighted avg': {'precision': 0.741994473265768; 'recall': 0.7126279863481229; 'f1-score': 0.723970004162344; 'support': 2930}}
5,2,CNF,6,26374,2930,206,[128; 129],262,1102.794387,0.515700,14,[X0 >= 58.000000 OR X1 == 2 OR X3 == 10 OR X3 == 15 OR X6 == 4 OR X7 == 4 OR X13 == 24] AND [X0 >= 41.000000 OR X1 == 1 OR X6 == 4 OR X6 != 13 OR X13 == 17 OR X13 == 19 OR X13 == 22],{'0': {'precision': 0.7809863971426401; 'recall': 0.5132597512860211; 'f1-score': 0.6194322222891929; 'support': 20023}; '1': {'precision': 0.2625047294740825; 'recall': 0.5462131947724768; 'f1-score': 0.35459470510068486; 'support': 6351}; 'accuracy': 0.5211951164025176; 'macro avg': {'precision': 0.5217455633083613; 'recall': 0.5297364730292489; 'f1-score': 0.4870134636949389; 'support': 26374}; 'weighted avg': {'precision': 0.6561332436064677; 'recall': 0.5211951164025176; 'f1-score': 0.5556579342910047; 'support': 26374}},{'0': {'precision': 0.7764060356652949; 'recall': 0.5087640449438202; 'f1-score': 0.6147162639152864; 'support': 2225}; '1': {'precision': 0.25747282608695654; 'recall': 0.5375886524822695; 'f1-score': 0.3481855764813964; 'support': 705}; 'accuracy': 0.5156996587030717; 'macro avg': {'precision': 0.5169394308761257; 'recall': 0.5231763487130449; 'f1-score': 0.48145092019834146; 'support': 2930}; 'weighted avg': {'precision': 0.6515432668077082; 'recall': 0.5156996587030717; 'f1-score': 0.5505851599422855; 'support': 2930}}
5,2,CNF,7,26374,2930,206,[128; 129],262,1057.161353,0.746075,18,[X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X6 == 6 OR X6 == 11 OR X6 == 12 OR X12 >= 48.000000] AND [X1 == 0 OR X1 == 1 OR X1 == 7 OR X3 == 2 OR X5 == 3 OR X6 == 11 OR X7 == 0 OR X13 == 11],{'0': {'precision': 0.8639925475368513; 'recall': 0.7874444388952705; 'f1-score': 0.8239443979933111; 'support': 20023}; '1': {'precision': 0.4761846153846154; 'recall': 0.6091954022988506; 'f1-score': 0.5345399281569494; 'support': 6351}; 'accuracy': 0.7445211192841434; 'macro avg': {'precision': 0.6700885814607334; 'recall': 0.6983199205970605; 'f1-score': 0.6792421630751302; 'support': 26374}; 'weighted avg': {'precision': 0.7706063271266422; 'recall': 0.7445211192841434; 'f1-score': 0.7542542566446065; 'support': 26374}},{'0': {'precision': 0.8708062093139709; 'recall': 0.7815730337078651; 'f1-score': 0.8237801989578398; 'support': 2225}; '1': {'precision': 0.4790996784565916; 'recall': 0.6340425531914894; 'f1-score': 0.5457875457875457; 'support': 705}; 'accuracy': 0.7460750853242321; 'macro avg': {'precision': 0.6749529438852813; 'recall': 0.7078077934496773; 'f1-score': 0.6847838723726928; 'support': 2930}; 'weighted avg': {'precision': 0.7765560030837824; 'recall': 0.7460750853242321; 'f1-score': 0.7568911817274447; 'support': 2930}}
5,2,CNF,8,26374,2930,206,[128; 129],262,1078.683626,0.679863,14,[X0 >= 58.000000 OR X3 == 12 OR X6 == 3 OR X6 == 11] AND [X0 < 41.000000 OR X1 == 5 OR X1 == 6 OR X2 >= 259873.000000 OR X6 == 0 OR X6 == 11 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 7 OR X13 == 24],{'0': {'precision': 0.769584820589893; 'recall': 0.8183180183779465; 'f1-score': 0.7932036015103108; 'support': 20024}; '1': {'precision': 0.2841401023219205; 'recall': 0.2274015748031496; 'f1-score': 0.2526242127361792; 'support': 6350}; 'accuracy': 0.6760445893683172; 'macro avg': {'precision': 0.5268624614559068; 'recall': 0.522859796590548; 'f1-score': 0.5229139071232449; 'support': 26374}; 'weighted avg': {'precision': 0.6527055470249569; 'recall': 0.6760445893683172; 'f1-score': 0.6630496954393419; 'support': 26374}},{'0': {'precision': 0.7679166666666667; 'recall': 0.8286870503597122; 'f1-score': 0.7971453287197232; 'support': 2224}; '1': {'precision': 0.2811320754716981; 'recall': 0.21104815864022664; 'f1-score': 0.24110032362459546; 'support': 706}; 'accuracy': 0.6798634812286689; 'macro avg': {'precision': 0.5245243710691824; 'recall': 0.5198676044999695; 'f1-score': 0.5191228261721593; 'support': 2930}; 'weighted avg': {'precision': 0.6506231781398244; 'recall': 0.6798634812286689; 'f1-score': 0.6631631534305901; 'support': 2930}}
5,2,CNF,9,26374,2930,206,[128; 129],262,1087.766617,0.651877,15,[X0 >= 45.000000 OR X1 == 7 OR X3 == 14 OR X3 != 12 OR X6 != 3 OR X12 >= 48.000000] AND [X0 >= 50.000000 OR X1 == 5 OR X3 == 14 OR X6 == 12 OR X13 == 2 OR X13 == 9 OR X13 == 17 OR X13 == 33 OR X13 == 36],{'0': {'precision': 0.8045342079521262; 'recall': 0.6982620854974031; 'f1-score': 0.7476405635911558; 'support': 20024}; '1': {'precision': 0.3282934963868816; 'recall': 0.46503937007874013; 'f1-score': 0.3848810687520365; 'support': 6350}; 'accuracy': 0.6421096534465762; 'macro avg': {'precision': 0.5664138521695039; 'recall': 0.5816507277880716; 'f1-score': 0.5662608161715962; 'support': 26374}; 'weighted avg': {'precision': 0.6898709593573243; 'recall': 0.6421096534465762; 'f1-score': 0.6602998950452998; 'support': 26374}},{'0': {'precision': 0.8071428571428572; 'recall': 0.7113309352517986; 'f1-score': 0.7562141491395793; 'support': 2224}; '1': {'precision': 0.33814432989690724; 'recall': 0.46458923512747874; 'f1-score': 0.3914081145584725; 'support': 706}; 'accuracy': 0.6518771331058021; 'macro avg': {'precision': 0.5726435935198821; 'recall': 0.5879600851896387; 'f1-score': 0.5738111318490259; 'support': 2930}; 'weighted avg': {'precision': 0.6941350208849594; 'recall': 0.6518771331058021; 'f1-score': 0.6683120807388075; 'support': 2930}}
5,2,DNF,0,26373,2931,3296,[8; 9],262,149.949304,0.705561,13,[X0 >= 30.000000 AND X3 != 6 AND X3 == 7 AND X13 != 4 AND X13 != 41] OR [X0 < 26.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X6 != 5 AND X7 != 3 AND X12 >= 40.000000 AND X13 != 33],{'0': {'precision': 0.7501027538018906; 'recall': 0.9114518303950457; 'f1-score': 0.8229432056456158; 'support': 20023}; '1': {'precision': 0.13215859030837004; 'recall': 0.04251968503937008; 'f1-score': 0.06433933039437628; 'support': 6350}; 'accuracy': 0.7022333447086035; 'macro avg': {'precision': 0.44113067205513035; 'recall': 0.4769857577172079; 'f1-score': 0.44364126801999604; 'support': 26373}; 'weighted avg': {'precision': 0.6013162889255452; 'recall': 0.7022333447086035; 'f1-score': 0.6402891803983792; 'support': 26373}},{'0': {'precision': 0.7520355292376018; 'recall': 0.9132584269662921; 'f1-score': 0.8248427034706718; 'support': 2225}; '1': {'precision': 0.1572052401746725; 'recall': 0.05099150141643059; 'f1-score': 0.07700534759358289; 'support': 706}; 'accuracy': 0.7055612418969635; 'macro avg': {'precision': 0.45462038470613714; 'recall': 0.48212496419136136; 'f1-score': 0.45092402553212735; 'support': 2931}; 'weighted avg': {'precision': 0.6087567219778174; 'recall': 0.7055612418969635; 'f1-score': 0.6447085604310181; 'support': 2931}}
5,2,DNF,1,26373,2931,3296,[8; 9],262,294.314581,0.663255,13,[X0 >= 37.000000 AND X3 != 6 AND X3 != 13 AND X5 != 4 AND X5 != 5] OR [X0 < 22.000000 AND X0 >= 26.000000 AND X3 != 2 AND X3 != 4 AND X5 != 3 AND X6 != 6 AND X6 == 10 AND X13 != 23],{'0': {'precision': 0.8770822138635143; 'recall': 0.6521500274684113; 'f1-score': 0.7480736730543383; 'support': 20023}; '1': {'precision': 0.3935568132346539; 'recall': 0.7118110236220473; 'f1-score': 0.5068685169610316; 'support': 6350}; 'accuracy': 0.6665149963978311; 'macro avg': {'precision': 0.6353195135490841; 'recall': 0.6819805255452294; 'f1-score': 0.6274710950076849; 'support': 26373}; 'weighted avg': {'precision': 0.7606606352037766; 'recall': 0.6665149963978311; 'f1-score': 0.6899971272994944; 'support': 26373}},{'0': {'precision': 0.873341375150784; 'recall': 0.6507865168539326; 'f1-score': 0.7458150914241566; 'support': 2225}; '1': {'precision': 0.389630793401414; 'recall': 0.7025495750708215; 'f1-score': 0.5012632642748863; 'support': 706}; 'accuracy': 0.6632548618219037; 'macro avg': {'precision': 0.631486084276099; 'recall': 0.6766680459623771; 'f1-score': 0.6235391778495214; 'support': 2931}; 'weighted avg': {'precision': 0.7568283520477287; 'recall': 0.6632548618219037; 'f1-score': 0.6869090559525138; 'support': 2931}}
5,2,DNF,2,26373,2931,3296,[8; 9],262,142.758319,0.731491,12,[X3 != 4 AND X3 != 13 AND X3 == 9] OR [X0 < 22.000000 AND X0 >= 26.000000 AND X1 != 2 AND X1 != 7 AND X2 >= 259873.000000 AND X6 != 6 AND X13 != 6 AND X13 != 26 AND X13 != 33],{'0': {'precision': 0.7937005726752113; 'recall': 0.8721470309144483; 'f1-score': 0.831076740035693; 'support': 20023}; '1': {'precision': 0.41432166552276367; 'recall': 0.2851968503937008; 'f1-score': 0.33784161925193545; 'support': 6350}; 'accuracy': 0.7308231903841049; 'macro avg': {'precision': 0.6040111190989875; 'recall': 0.5786719406540746; 'f1-score': 0.5844591796438142; 'support': 26373}; 'weighted avg': {'precision': 0.7023550275943315; 'recall': 0.7308231903841049; 'f1-score': 0.712317288438345; 'support': 26373}},{'0': {'precision': 0.7932300163132137; 'recall': 0.8741573033707866; 'f1-score': 0.8317297412871498; 'support': 2225}; '1': {'precision': 0.4154488517745303; 'recall': 0.2818696883852691; 'f1-score': 0.3358649789029535; 'support': 706}; 'accuracy': 0.7314909587171614; 'macro avg': {'precision': 0.6043394340438719; 'recall': 0.5780134958780279; 'f1-score': 0.5837973600950517; 'support': 2931}; 'weighted avg': {'precision': 0.7022325744284267; 'recall': 0.7314909587171614; 'f1-score': 0.7122890991024885; 'support': 2931}}
5,2,DNF,3,26373,2931,3296,[8; 9],262,147.934796,0.738315,12,[X0 < 22.000000 AND X1 != 0 AND X3 != 0 AND X3 != 11 AND X3 == 12] OR [X0 >= 26.000000 AND X2 >= 329054.000000 AND X3 != 1 AND X12 >= 35.000000 AND X13 != 13 AND X13 != 24 AND X13 != 30],{'0': {'precision': 0.7660671511509886; 'recall': 0.9423662787794037; 'f1-score': 0.8451202579836072; 'support': 20023}; '1': {'precision': 0.3375430539609644; 'recall': 0.0925984251968504; 'f1-score': 0.14532871972318337; 'support': 6350}; 'accuracy': 0.7377621051833314; 'macro avg': {'precision': 0.5518051025559765; 'recall': 0.5174823519881271; 'f1-score': 0.4952244888533953; 'support': 26373}; 'weighted avg': {'precision': 0.6628885966764634; 'recall': 0.7377621051833314; 'f1-score': 0.676626864438933; 'support': 26373}},{'0': {'precision': 0.7664473684210527; 'recall': 0.9424719101123595; 'f1-score': 0.8453940737754485; 'support': 2225}; '1': {'precision': 0.3435897435897436; 'recall': 0.09490084985835694; 'f1-score': 0.14872364039955605; 'support': 706}; 'accuracy': 0.7383145684066872; 'macro avg': {'precision': 0.5550185560053982; 'recall': 0.5186863799853583; 'f1-score': 0.4970588570875023; 'support': 2931}; 'weighted avg': {'precision': 0.6645922052921192; 'recall': 0.7383145684066872; 'f1-score': 0.6775846824539268; 'support': 2931}}
5,2,DNF,4,26374,2930,3296,[8; 9],262,126.487777,0.756655,16,[X0 >= 45.000000 AND X3 != 6 AND X3 != 13 AND X5 != 5 AND X5 == 2] OR [X0 < 22.000000 AND X0 >= 26.000000 AND X1 != 1 AND X1 != 4 AND X1 == 6 AND X3 != 3 AND X3 != 4 AND X3 != 12 AND X6 != 14 AND X13 != 0 AND X13 != 40],{'0': {'precision': 0.8220323065364388; 'recall': 0.8742945612545573; 'f1-score': 0.8473583581403229; 'support': 20023}; '1': {'precision': 0.5043324143363529; 'recall': 0.40324358368760826; 'f1-score': 0.4481581940677225; 'support': 6351}; 'accuracy': 0.7608629711079093; 'macro avg': {'precision': 0.6631823604363958; 'recall': 0.6387690724710828; 'f1-score': 0.6477582761040227; 'support': 26374}; 'weighted avg': {'precision': 0.7455284764248613; 'recall': 0.7608629711079093; 'f1-score': 0.751228827465223; 'support': 26374}},{'0': {'precision': 0.8184498736310025; 'recall': 0.8732584269662922; 'f1-score': 0.8449662970210916; 'support': 2225}; '1': {'precision': 0.49280575539568344; 'recall': 0.38865248226950355; 'f1-score': 0.4345757335448057; 'support': 705}; 'accuracy': 0.7566552901023891; 'macro avg': {'precision': 0.655627814513343; 'recall': 0.6309554546178979; 'f1-score': 0.6397710152829487; 'support': 2930}; 'weighted avg': {'precision': 0.7400952308474189; 'recall': 0.7566552901023891; 'f1-score': 0.7462204447170706; 'support': 2930}}
