lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,116.220046,0.743773,3,[X3 == 9 OR X3 == 10 OR X3 == 14],{'0': {'precision': 0.8123412661085505; 'recall': 0.8626080007990811; 'f1-score': 0.8367203584837107; 'support': 20023}; '1': {'precision': 0.4618544600938967; 'recall': 0.37175247992442134; 'f1-score': 0.4119340486783564; 'support': 6351}; 'accuracy': 0.744407370895579; 'macro avg': {'precision': 0.6370978631012236; 'recall': 0.6171802403617512; 'f1-score': 0.6243272035810336; 'support': 26374}; 'weighted avg': {'precision': 0.7279421721145007; 'recall': 0.744407370895579; 'f1-score': 0.7344295473221953; 'support': 26374}},{'0': {'precision': 0.814151747655584; 'recall': 0.8584269662921349; 'f1-score': 0.8357033471887989; 'support': 2225}; '1': {'precision': 0.46153846153846156; 'recall': 0.38243626062322944; 'f1-score': 0.418280402788536; 'support': 706}; 'accuracy': 0.7437734561583077; 'macro avg': {'precision': 0.6378451045970228; 'recall': 0.6204316134576822; 'f1-score': 0.6269918749886675; 'support': 2931}; 'weighted avg': {'precision': 0.7292165787716915; 'recall': 0.7437734561583077; 'f1-score': 0.7351572541329867; 'support': 2931}}
5,1,CNF,9,26375,2930,206,[128; 129],262,61.224174,0.729693,12,[X1 == 5 OR X1 == 7 OR X3 == 6 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X8 == 3 OR X13 == 1 OR X13 == 6 OR X13 == 12 OR X13 == 20 OR X13 == 34],{'0': {'precision': 0.799561283246504; 'recall': 0.8737514982021574; 'f1-score': 0.8350116928363479; 'support': 20024}; '1': {'precision': 0.4373469841976408; 'recall': 0.3094000944733113; 'f1-score': 0.3624123939505718; 'support': 6351}; 'accuracy': 0.7378578199052133; 'macro avg': {'precision': 0.6184541337220724; 'recall': 0.5915757963377344; 'f1-score': 0.5987120433934598; 'support': 26375}; 'weighted avg': {'precision': 0.7123414533598943; 'recall': 0.7378578199052133; 'f1-score': 0.721211573510336; 'support': 26375}},{'0': {'precision': 0.7961124896608768; 'recall': 0.8655575539568345; 'f1-score': 0.8293838862559243; 'support': 2224}; '1': {'precision': 0.416015625; 'recall': 0.301699716713881; 'f1-score': 0.34975369458128075; 'support': 706}; 'accuracy': 0.7296928327645051; 'macro avg': {'precision': 0.6060640573304383; 'recall': 0.5836286353353578; 'f1-score': 0.5895687904186026; 'support': 2930}; 'weighted avg': {'precision': 0.7045260096436142; 'recall': 0.7296928327645051; 'f1-score': 0.7138142905827849; 'support': 2930}}
5,1,DNF,0,26374,2931,3296,[8; 9],262,103.977355,0.685432,5,[X0 < 58.000000 AND X0 >= 41.000000 AND X3 != 6 AND X13 != 1 AND X13 != 32],{'0': {'precision': 0.8230794448694132; 'recall': 0.7523348149627928; 'f1-score': 0.7861187214611872; 'support': 20023}; '1': {'precision': 0.3856541129831516; 'recall': 0.4901590300740041; 'f1-score': 0.43167163558205646; 'support': 6351}; 'accuracy': 0.6892014863122773; 'macro avg': {'precision': 0.6043667789262824; 'recall': 0.6212469225183984; 'f1-score': 0.6088951785216219; 'support': 26374}; 'weighted avg': {'precision': 0.7177450897162454; 'recall': 0.6892014863122773; 'f1-score': 0.7007659709334568; 'support': 26374}},{'0': {'precision': 0.8195193722412948; 'recall': 0.7510112359550561; 'f1-score': 0.7837711069418387; 'support': 2225}; '1': {'precision': 0.3789237668161435; 'recall': 0.47875354107648727; 'f1-score': 0.42302878598247806; 'support': 706}; 'accuracy': 0.6854315933128625; 'macro avg': {'precision': 0.5992215695287191; 'recall': 0.6148823885157717; 'f1-score': 0.6033999464621584; 'support': 2931}; 'weighted avg': {'precision': 0.7133916010266387; 'recall': 0.6854315933128625; 'f1-score': 0.696877869617612; 'support': 2931}}
5,1,DNF,1,26374,2931,3296,[8; 9],262,102.982503,0.729103,2,[X0 >= 22.000000 AND X5 == 5],{'0': {'precision': 0.7534632542850435; 'recall': 0.9615941667082855; 'f1-score': 0.844899839831494; 'support': 20023}; '1': {'precision': 0.06219512195121951; 'recall': 0.00803023145961266; 'f1-score': 0.014223957607028308; 'support': 6351}; 'accuracy': 0.7319708804125274; 'macro avg': {'precision': 0.4078291881181315; 'recall': 0.48481219908394907; 'f1-score': 0.42956189871926115; 'support': 26374}; 'weighted avg': {'precision': 0.5870021976212034; 'recall': 0.7319708804125274; 'f1-score': 0.6448686527530234; 'support': 26374}},{'0': {'precision': 0.753095153873364; 'recall': 0.9568539325842697; 'f1-score': 0.8428345209817893; 'support': 2225}; '1': {'precision': 0.07692307692307693; 'recall': 0.0113314447592068; 'f1-score': 0.019753086419753086; 'support': 706}; 'accuracy': 0.7291026953258274; 'macro avg': {'precision': 0.4150091153982205; 'recall': 0.4840926886717382; 'f1-score': 0.4312938037007712; 'support': 2931}; 'weighted avg': {'precision': 0.5902232718102789; 'recall': 0.7291026953258274; 'f1-score': 0.6445760792210259; 'support': 2931}}
5,1,DNF,2,26374,2931,3296,[8; 9],262,110.191975,0.744797,4,[X1 != 8 AND X3 != 6 AND X3 != 13 AND X8 == 1],{'0': {'precision': 0.7601127775384736; 'recall': 0.9694351495779853; 'f1-score': 0.8521071115013169; 'support': 20023}; '1': {'precision': 0.26881720430107525; 'recall': 0.03542749173358526; 'f1-score': 0.06260434056761267; 'support': 6351}; 'accuracy': 0.7445211192841434; 'macro avg': {'precision': 0.5144649909197745; 'recall': 0.5024313206557852; 'f1-score': 0.4573557260344648; 'support': 26374}; 'weighted avg': {'precision': 0.6418061806767645; 'recall': 0.7445211192841434; 'f1-score': 0.6619906294280646; 'support': 26374}},{'0': {'precision': 0.7601268052131032; 'recall': 0.9698876404494382; 'f1-score': 0.8522906793048973; 'support': 2225}; '1': {'precision': 0.2717391304347826; 'recall': 0.03541076487252125; 'f1-score': 0.06265664160401002; 'support': 706}; 'accuracy': 0.7447969976117366; 'macro avg': {'precision': 0.5159329678239428; 'recall': 0.5026492026609797; 'f1-score': 0.4574736604544537; 'support': 2931}; 'weighted avg': {'precision': 0.6424871947069638; 'recall': 0.7447969976117366; 'f1-score': 0.6620888264844175; 'support': 2931}}
5,1,DNF,3,26374,2931,3296,[8; 9],262,108.480292,0.717503,6,[X0 < 41.000000 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 13 AND X5 == 2],{'0': {'precision': 0.7965328900498694; 'recall': 0.8375867752085102; 'f1-score': 0.8165441355470081; 'support': 20023}; '1': {'precision': 0.38860688099266777; 'recall': 0.3254605573925366; 'f1-score': 0.3542416452442159; 'support': 6351}; 'accuracy': 0.7142640479259877; 'macro avg': {'precision': 0.5925698855212685; 'recall': 0.5815236663005234; 'f1-score': 0.585392890395612; 'support': 26374}; 'weighted avg': {'precision': 0.6983021293187597; 'recall': 0.7142640479259877; 'f1-score': 0.7052192278381648; 'support': 26374}},{'0': {'precision': 0.8006887645286268; 'recall': 0.8359550561797753; 'f1-score': 0.8179419525065964; 'support': 2225}; '1': {'precision': 0.3996710526315789; 'recall': 0.34419263456090654; 'f1-score': 0.3698630136986301; 'support': 706}; 'accuracy': 0.7175025588536336; 'macro avg': {'precision': 0.6001799085801028; 'recall': 0.5900738453703409; 'f1-score': 0.5939024831026133; 'support': 2931}; 'weighted avg': {'precision': 0.7040942559652301; 'recall': 0.7175025588536336; 'f1-score': 0.7100116451717535; 'support': 2931}}
5,1,DNF,4,26374,2931,3296,[8; 9],262,116.435321,0.743773,3,[X1 != 0 AND X1 == 7 AND X3 != 13],{'0': {'precision': 0.7600189521064477; 'recall': 0.9613444538780402; 'f1-score': 0.8489084895259095; 'support': 20023}; '1': {'precision': 0.2607449856733524; 'recall': 0.04298535663675012; 'f1-score': 0.07380373073803731; 'support': 6351}; 'accuracy': 0.7401986805186926; 'macro avg': {'precision': 0.5103819688899001; 'recall': 0.5021649052573952; 'f1-score': 0.4613561101319734; 'support': 26374}; 'weighted avg': {'precision': 0.6397911155698364; 'recall': 0.7401986805186926; 'f1-score': 0.6622591256424721; 'support': 26374}},{'0': {'precision': 0.7632142857142857; 'recall': 0.9604494382022472; 'f1-score': 0.8505472636815921; 'support': 2225}; '1': {'precision': 0.3282442748091603; 'recall': 0.060906515580736544; 'f1-score': 0.1027479091995221; 'support': 706}; 'accuracy': 0.7437734561583077; 'macro avg': {'precision': 0.5457292802617231; 'recall': 0.5106779768914919; 'f1-score': 0.4766475864405571; 'support': 2931}; 'weighted avg': {'precision': 0.6584415707026793; 'recall': 0.7437734561583077; 'f1-score': 0.6704222741679989; 'support': 2931}}
5,1,DNF,5,26375,2930,3296,[8; 9],262,105.536713,0.689420,6,[X1 != 3 AND X1 != 4 AND X2 >= 130856.000000 AND X3 != 2 AND X3 != 4 AND X6 != 9],{'0': {'precision': 0.7732699167657551; 'recall': 0.8119662388253508; 'f1-score': 0.7921457805496005; 'support': 20023}; '1': {'precision': 0.29626168224299065; 'recall': 0.24952770780856423; 'f1-score': 0.2708938642967014; 'support': 6352}; 'accuracy': 0.6765118483412322; 'macro avg': {'precision': 0.5347657995043729; 'recall': 0.5307469733169575; 'f1-score': 0.531519822423151; 'support': 26375}; 'weighted avg': {'precision': 0.6583900568344336; 'recall': 0.6765118483412322; 'f1-score': 0.6666105323206558; 'support': 26375}},{'0': {'precision': 0.7759127150650441; 'recall': 0.8310112359550562; 'f1-score': 0.802517361111111; 'support': 2225}; '1': {'precision': 0.3126142595978062; 'recall': 0.2425531914893617; 'f1-score': 0.2731629392971246; 'support': 705}; 'accuracy': 0.689419795221843; 'macro avg': {'precision': 0.5442634873314252; 'recall': 0.5367822137222089; 'f1-score': 0.5378401502041178; 'support': 2930}; 'weighted avg': {'precision': 0.6644364655413573; 'recall': 0.689419795221843; 'f1-score': 0.6751470992070632; 'support': 2930}}
5,1,DNF,6,26375,2930,3296,[8; 9],262,118.333534,0.460068,2,[X0 < 33.000000 AND X3 != 3],{'0': {'precision': 0.6660794557161949; 'recall': 0.547620236727763; 'f1-score': 0.6010689324379883; 'support': 20023}; '1': {'precision': 0.08625037829113286; 'recall': 0.13460327455919396; 'f1-score': 0.10513372271749154; 'support': 6352}; 'accuracy': 0.4481516587677725; 'macro avg': {'precision': 0.37616491700366383; 'recall': 0.3411117556434785; 'f1-score': 0.35310132757773993; 'support': 26375}; 'weighted avg': {'precision': 0.5264368282354747; 'recall': 0.4481516587677725; 'f1-score': 0.4816308110296624; 'support': 26375}},{'0': {'precision': 0.6703762586115527; 'recall': 0.5685393258426966; 'f1-score': 0.615272373540856; 'support': 2225}; '1': {'precision': 0.07957813998082454; 'recall': 0.11773049645390071; 'f1-score': 0.09496567505720825; 'support': 705}; 'accuracy': 0.46006825938566553; 'macro avg': {'precision': 0.3749771992961886; 'recall': 0.34313491114829864; 'f1-score': 0.3551190242990321; 'support': 2930}; 'weighted avg': {'precision': 0.5282217624905072; 'recall': 0.46006825938566553; 'f1-score': 0.4900791235644152; 'support': 2930}}
5,1,DNF,7,26375,2930,3296,[8; 9],262,115.299512,0.502048,1,[X2 < 178356.000000],{'0': {'precision': 0.7671128688773958; 'recall': 0.5037207211706537; 'f1-score': 0.6081215519580355; 'support': 20023}; '1': {'precision': 0.24873365086565358; 'recall': 0.5179471032745592; 'f1-score': 0.3360743653914909; 'support': 6352}; 'accuracy': 0.5071469194312797; 'macro avg': {'precision': 0.5079232598715246; 'recall': 0.5108339122226064; 'f1-score': 0.47209795867476323; 'support': 26375}; 'weighted avg': {'precision': 0.6422694644106437; 'recall': 0.5071469194312795; 'f1-score': 0.5426033063060662; 'support': 26375}},{'0': {'precision': 0.7560160427807486; 'recall': 0.508314606741573; 'f1-score': 0.6079011018543402; 'support': 2225}; '1': {'precision': 0.23709902370990238; 'recall': 0.48226950354609927; 'f1-score': 0.3179055633473586; 'support': 705}; 'accuracy': 0.5020477815699659; 'macro avg': {'precision': 0.4965575332453255; 'recall': 0.4952920551438361; 'f1-score': 0.46290333260084937; 'support': 2930}; 'weighted avg': {'precision': 0.631157169591347; 'recall': 0.5020477815699659; 'f1-score': 0.5381240183569265; 'support': 2930}}
5,1,DNF,8,26375,2930,3296,[8; 9],262,125.015355,0.759044,4,[X0 >= 33.000000 AND X1 == 1 AND X3 != 13 AND X5 != 3],{'0': {'precision': 0.7640737148399612; 'recall': 0.9835197762684779; 'f1-score': 0.8600187777025701; 'support': 20024}; '1': {'precision': 0.45; 'recall': 0.042512990080302314; 'f1-score': 0.07768666378938283; 'support': 6351}; 'accuracy': 0.7569289099526066; 'macro avg': {'precision': 0.6070368574199806; 'recall': 0.5130163831743901; 'f1-score': 0.46885272074597645; 'support': 26375}; 'weighted avg': {'precision': 0.6884459551073131; 'recall': 0.7569289099526066; 'f1-score': 0.6716361708603842; 'support': 26375}},{'0': {'precision': 0.7655703289013296; 'recall': 0.9838129496402878; 'f1-score': 0.8610783156237701; 'support': 2224}; '1': {'precision': 0.5; 'recall': 0.05099150141643059; 'f1-score': 0.09254498714652956; 'support': 706}; 'accuracy': 0.7590443686006826; 'macro avg': {'precision': 0.6327851644506648; 'recall': 0.5174022255283591; 'f1-score': 0.47681165138514986; 'support': 2930}; 'weighted avg': {'precision': 0.7015796626199853; 'recall': 0.7590443686006826; 'f1-score': 0.6758958822091177; 'support': 2930}}
5,1,DNF,9,26375,2930,3296,[8; 9],262,112.587119,0.758703,4,[X1 != 4 AND X3 != 13 AND X3 == 12 AND X6 != 9],{'0': {'precision': 0.7665265124970801; 'recall': 0.9832700759089094; 'f1-score': 0.8614745132356159; 'support': 20024}; '1': {'precision': 0.5137880986937591; 'recall': 0.055739253660840815; 'f1-score': 0.10056818181818183; 'support': 6351}; 'accuracy': 0.7599241706161137; 'macro avg': {'precision': 0.6401573055954196; 'recall': 0.5195046647848751; 'f1-score': 0.48102134752689885; 'support': 26375}; 'weighted avg': {'precision': 0.7056680607031507; 'recall': 0.7599241706161137; 'f1-score': 0.6782511535832131; 'support': 26375}},{'0': {'precision': 0.7662337662337663; 'recall': 0.9815647482014388; 'f1-score': 0.8606347328996649; 'support': 2224}; '1': {'precision': 0.49382716049382713; 'recall': 0.056657223796033995; 'f1-score': 0.10165184243964423; 'support': 706}; 'accuracy': 0.758703071672355; 'macro avg': {'precision': 0.6300304633637968; 'recall': 0.5191109859987364; 'f1-score': 0.48114328766965453; 'support': 2930}; 'weighted avg': {'precision': 0.7005958605503544; 'recall': 0.758703071672355; 'f1-score': 0.6777535313075916; 'support': 2930}}
5,1,DNF,0,26374,2931,1648,[16; 17],262,60.174371,0.718526,14,[X0 < 58.000000 AND X0 >= 37.000000 AND X1 != 1 AND X2 < 219632.000000 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 12 AND X3 != 13 AND X5 != 4 AND X6 != 7 AND X6 != 9 AND X6 != 13],{'0': {'precision': 0.7958913813459269; 'recall': 0.8416820656245317; 'f1-score': 0.8181465119666003; 'support': 20023}; '1': {'precision': 0.3902673591075207; 'recall': 0.3194772476775311; 'f1-score': 0.35134199134199134; 'support': 6351}; 'accuracy': 0.7159323576249337; 'macro avg': {'precision': 0.5930793702267237; 'recall': 0.5805796566510314; 'f1-score': 0.5847442516542958; 'support': 26374}; 'weighted avg': {'precision': 0.6982149513301493; 'recall': 0.7159323576249337; 'f1-score': 0.7057374913217648; 'support': 26374}},{'0': {'precision': 0.7961082910321489; 'recall': 0.8458426966292135; 'f1-score': 0.8202222706471998; 'support': 2225}; '1': {'precision': 0.3950617283950617; 'recall': 0.31728045325779036; 'f1-score': 0.35192458758837386; 'support': 706}; 'accuracy': 0.7185261003070624; 'macro avg': {'precision': 0.5955850097136053; 'recall': 0.5815615749435019; 'f1-score': 0.5860734291177868; 'support': 2931}; 'weighted avg': {'precision': 0.6995068330922705; 'recall': 0.7185261003070624; 'f1-score': 0.7074218051952956; 'support': 2931}}
5,1,DNF,1,26374,2931,1648,[16; 17],262,62.653307,0.712726,17,[X1 != 0 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 9 AND X3 != 13 AND X4 >= 10.000000 AND X5 != 3 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 9 AND X6 != 13 AND X8 != 2 AND X13 != 23],{'0': {'precision': 0.7945376737029379; 'recall': 0.8252509613943965; 'f1-score': 0.8096031357177853; 'support': 20023}; '1': {'precision': 0.37260175721714184; 'recall': 0.32719256809951186; 'f1-score': 0.3484238765928907; 'support': 6351}; 'accuracy': 0.7053158413589141; 'macro avg': {'precision': 0.5835697154600399; 'recall': 0.5762217647469542; 'f1-score': 0.579013506155338; 'support': 26374}; 'weighted avg': {'precision': 0.6929332524698565; 'recall': 0.7053158413589141; 'f1-score': 0.6985487080730516; 'support': 26374}},{'0': {'precision': 0.7941301573798384; 'recall': 0.8391011235955056; 'f1-score': 0.8159965034965035; 'support': 2225}; '1': {'precision': 0.38275862068965516; 'recall': 0.31444759206798867; 'f1-score': 0.3452566096423017; 'support': 706}; 'accuracy': 0.7127260320709655; 'macro avg': {'precision': 0.5884443890347468; 'recall': 0.5767743578317471; 'f1-score': 0.5806265565694027; 'support': 2931}; 'weighted avg': {'precision': 0.6950416876073139; 'recall': 0.7127260320709655; 'f1-score': 0.7026077743729736; 'support': 2931}}
5,1,DNF,2,26374,2931,1648,[16; 17],262,60.420528,0.648584,9,[X0 < 50.000000 AND X0 >= 30.000000 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 4 AND X3 != 5 AND X5 != 5 AND X6 != 5 AND X7 != 3],{'0': {'precision': 0.8321361743224482; 'recall': 0.688508215552115; 'f1-score': 0.7535392183656737; 'support': 20023}; '1': {'precision': 0.3640256959314775; 'recall': 0.5621162021728862; 'f1-score': 0.44188637207575193; 'support': 6351}; 'accuracy': 0.658072343975127; 'macro avg': {'precision': 0.5980809351269629; 'recall': 0.6253122088625006; 'f1-score': 0.5977127952207129; 'support': 26374}; 'weighted avg': {'precision': 0.7194126720754984; 'recall': 0.658072343975127; 'f1-score': 0.6784915491919689; 'support': 26374}},{'0': {'precision': 0.8217555196553581; 'recall': 0.6858426966292135; 'f1-score': 0.7476727094561489; 'support': 2225}; '1': {'precision': 0.34916201117318435; 'recall': 0.5311614730878187; 'f1-score': 0.42134831460674155; 'support': 706}; 'accuracy': 0.6485841009894234; 'macro avg': {'precision': 0.5854587654142712; 'recall': 0.6085020848585161; 'f1-score': 0.5845105120314452; 'support': 2931}; 'weighted avg': {'precision': 0.7079203040332447; 'recall': 0.6485841009894234; 'f1-score': 0.6690698357735554; 'support': 2931}}
5,1,DNF,3,26374,2931,1648,[16; 17],262,63.243996,0.721597,11,[X1 != 0 AND X1 != 4 AND X1 != 8 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 3],{'0': {'precision': 0.78556801994302; 'recall': 0.8813364630674724; 'f1-score': 0.8307011556476098; 'support': 20023}; '1': {'precision': 0.39232736572890026; 'recall': 0.24153676586364353; 'f1-score': 0.2989961992008576; 'support': 6351}; 'accuracy': 0.7272692803518617; 'macro avg': {'precision': 0.58894769283596; 'recall': 0.5614366144655579; 'f1-score': 0.5648486774242337; 'support': 26374}; 'weighted avg': {'precision': 0.6908735710572281; 'recall': 0.7272692803518617; 'f1-score': 0.7026637635799173; 'support': 26374}},{'0': {'precision': 0.7819127651060425; 'recall': 0.8782022471910113; 'f1-score': 0.8272650296359019; 'support': 2225}; '1': {'precision': 0.3726851851851852; 'recall': 0.22804532577903683; 'f1-score': 0.28295254833040423; 'support': 706}; 'accuracy': 0.721596724667349; 'macro avg': {'precision': 0.5772989751456138; 'recall': 0.553123786485024; 'f1-score': 0.5551087889831531; 'support': 2931}; 'weighted avg': {'precision': 0.6833407175372518; 'recall': 0.721596724667349; 'f1-score': 0.696154619604622; 'support': 2931}}
5,1,DNF,4,26374,2931,1648,[16; 17],262,66.949994,0.682702,11,[X1 != 0 AND X1 != 1 AND X1 != 2 AND X1 != 6 AND X3 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 9 AND X8 != 3 AND X8 == 4],{'0': {'precision': 0.8356045230501594; 'recall': 0.7196723767667182; 'f1-score': 0.7733175914994097; 'support': 20023}; '1': {'precision': 0.38514623726585606; 'recall': 0.5536136041568257; 'f1-score': 0.4542635658914729; 'support': 6351}; 'accuracy': 0.6796845378023811; 'macro avg': {'precision': 0.6103753801580077; 'recall': 0.636642990461772; 'f1-score': 0.6137905786954413; 'support': 26374}; 'weighted avg': {'precision': 0.7271317630207323; 'recall': 0.6796845378023811; 'f1-score': 0.6964876788340572; 'support': 26374}},{'0': {'precision': 0.841688654353562; 'recall': 0.7168539325842697; 'f1-score': 0.7742718446601942; 'support': 2225}; '1': {'precision': 0.3918918918918919; 'recall': 0.5750708215297451; 'f1-score': 0.46613088404133185; 'support': 706}; 'accuracy': 0.6827021494370522; 'macro avg': {'precision': 0.6167902731227269; 'recall': 0.6459623770570073; 'f1-score': 0.620201364350763; 'support': 2931}; 'weighted avg': {'precision': 0.7333445689567899; 'recall': 0.6827021494370522; 'f1-score': 0.7000488770051561; 'support': 2931}}
5,1,DNF,5,26375,2930,1648,[16; 17],262,81.453611,0.674403,17,[X0 < 58.000000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 == 4 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X3 != 14 AND X6 != 9 AND X7 != 3 AND X13 != 27],{'0': {'precision': 0.7976221112769571; 'recall': 0.7739599460620287; 'f1-score': 0.7856128966845788; 'support': 20023}; '1': {'precision': 0.34840195796141665; 'recall': 0.3809823677581864; 'f1-score': 0.363964505940743; 'support': 6352}; 'accuracy': 0.6793175355450237; 'macro avg': {'precision': 0.5730120346191869; 'recall': 0.5774711569101075; 'f1-score': 0.5747887013126609; 'support': 26375}; 'weighted avg': {'precision': 0.6894345695192202; 'recall': 0.6793175355450237; 'f1-score': 0.6840655761915041; 'support': 26375}},{'0': {'precision': 0.7951695308871343; 'recall': 0.7694382022471911; 'f1-score': 0.7820922795797167; 'support': 2225}; '1': {'precision': 0.33976833976833976; 'recall': 0.37446808510638296; 'f1-score': 0.3562753036437247; 'support': 705}; 'accuracy': 0.6744027303754266; 'macro avg': {'precision': 0.567468935327737; 'recall': 0.5719531436767871; 'f1-score': 0.5691837916117207; 'support': 2930}; 'weighted avg': {'precision': 0.6855934763687895; 'recall': 0.6744027303754266; 'f1-score': 0.6796346113084285; 'support': 2930}}
5,1,DNF,6,26375,2930,1648,[16; 17],262,79.469228,0.713993,13,[X0 < 41.000000 AND X0 >= 30.000000 AND X1 != 0 AND X1 != 8 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 9 AND X3 != 11 AND X3 != 13 AND X6 != 5 AND X13 != 4 AND X13 != 41],{'0': {'precision': 0.767210419280862; 'recall': 0.885531638615592; 'f1-score': 0.822135670236936; 'support': 20023}; '1': {'precision': 0.2977941176470588; 'recall': 0.1530226700251889; 'f1-score': 0.20216306156405986; 'support': 6352}; 'accuracy': 0.7091184834123223; 'macro avg': {'precision': 0.5325022684639604; 'recall': 0.5192771543203905; 'f1-score': 0.512149365900498; 'support': 26375}; 'weighted avg': {'precision': 0.6541589558504195; 'recall': 0.7091184834123223; 'f1-score': 0.6728251106050835; 'support': 26375}},{'0': {'precision': 0.7680711248550445; 'recall': 0.8930337078651686; 'f1-score': 0.8258520365752285; 'support': 2225}; '1': {'precision': 0.30612244897959184; 'recall': 0.14893617021276595; 'f1-score': 0.20038167938931298; 'support': 705}; 'accuracy': 0.7139931740614335; 'macro avg': {'precision': 0.5370967869173182; 'recall': 0.5209849390389673; 'f1-score': 0.5131168579822708; 'support': 2930}; 'weighted avg': {'precision': 0.6569196516495175; 'recall': 0.7139931740614335; 'f1-score': 0.6753549028496072; 'support': 2930}}
5,1,DNF,7,26375,2930,1648,[16; 17],262,65.535850,0.713652,12,[X0 >= 33.000000 AND X1 != 0 AND X1 != 8 AND X2 >= 178356.000000 AND X3 != 3 AND X3 != 5 AND X3 != 8 AND X3 != 13 AND X6 != 8 AND X8 != 2 AND X13 != 4 AND X13 != 27],{'0': {'precision': 0.8022587962739515; 'recall': 0.8301453328672027; 'f1-score': 0.8159638702076482; 'support': 20023}; '1': {'precision': 0.3986916548797737; 'recall': 0.35500629722921917; 'f1-score': 0.37558294470353104; 'support': 6352}; 'accuracy': 0.7157156398104265; 'macro avg': {'precision': 0.6004752255768626; 'recall': 0.592575815048211; 'f1-score': 0.5957734074555896; 'support': 26375}; 'weighted avg': {'precision': 0.7050660576147736; 'recall': 0.7157156398104265; 'f1-score': 0.7099051161298414; 'support': 26375}},{'0': {'precision': 0.8058252427184466; 'recall': 0.8206741573033708; 'f1-score': 0.8131819193943443; 'support': 2225}; '1': {'precision': 0.3990963855421687; 'recall': 0.375886524822695; 'f1-score': 0.3871439006574141; 'support': 705}; 'accuracy': 0.7136518771331058; 'macro avg': {'precision': 0.6024608141303076; 'recall': 0.5982803410630329; 'f1-score': 0.6001629100258792; 'support': 2930}; 'weighted avg': {'precision': 0.7079604494388302; 'recall': 0.7136518771331058; 'f1-score': 0.7106710650566188; 'support': 2930}}
5,1,DNF,8,26375,2930,1648,[16; 17],262,85.362238,0.726962,13,[X0 < 58.000000 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X4 >= 11.000000 AND X5 != 6 AND X6 != 5 AND X6 != 8 AND X13 != 0 AND X13 != 8 AND X13 != 35],{'0': {'precision': 0.8327284040236441; 'recall': 0.8020375549340791; 'f1-score': 0.8170948867972526; 'support': 20024}; '1': {'precision': 0.4408238115390041; 'recall': 0.4920484962997953; 'f1-score': 0.46502976190476186; 'support': 6351}; 'accuracy': 0.7273933649289099; 'macro avg': {'precision': 0.6367761077813241; 'recall': 0.6470430256169373; 'f1-score': 0.6410623243510072; 'support': 26375}; 'weighted avg': {'precision': 0.7383592640475324; 'recall': 0.7273933649289099; 'f1-score': 0.7323189395672163; 'support': 26375}},{'0': {'precision': 0.8311627906976744; 'recall': 0.8035071942446043; 'f1-score': 0.8171010516689529; 'support': 2224}; '1': {'precision': 0.43974358974358974; 'recall': 0.48583569405099153; 'f1-score': 0.46164199192462985; 'support': 706}; 'accuracy': 0.726962457337884; 'macro avg': {'precision': 0.6354531902206321; 'recall': 0.6446714441477979; 'f1-score': 0.6393715217967914; 'support': 2930}; 'weighted avg': {'precision': 0.7368481299899666; 'recall': 0.726962457337884; 'f1-score': 0.7314511894916518; 'support': 2930}}
