lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,1,[468; 468],158,1000.481194,0.716981,9,[X0 >= 45.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 < 5.600000 OR X9 >= 1.060000],{'0.0': {'precision': 0.9047619047619048; 'recall': 0.1417910447761194; 'f1-score': 0.24516129032258063; 'support': 134}; '1.0': {'precision': 0.7427293064876958; 'recall': 0.9940119760479041; 'f1-score': 0.8501920614596671; 'support': 334}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8237456056248003; 'recall': 0.5679015104120118; 'f1-score': 0.5476766758911239; 'support': 468}; 'weighted avg': {'precision': 0.7891232555662085; 'recall': 0.75; 'f1-score': 0.6769567551939201; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.06666666666666667; 'f1-score': 0.11764705882352941; 'support': 15}; '1.0': {'precision': 0.7254901960784313; 'recall': 0.9736842105263158; 'f1-score': 0.8314606741573034; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6127450980392157; 'recall': 0.5201754385964913; 'f1-score': 0.4745538664904164; 'support': 53}; 'weighted avg': {'precision': 0.6616722160562337; 'recall': 0.7169811320754716; 'f1-score': 0.629437952836424; 'support': 53}}
5,2,CNF,1,469,52,1,[469; 469],158,1000.155365,0.692308,18,[X0 >= 66.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X6 >= 54.000000 OR X6 < 19.000000 OR X9 >= 1.308000] AND [X0 >= 45.000000 OR X0 < 23.000000 OR X2 >= 1.400000 OR X2 < 0.800000 OR X4 >= 236.800000 OR X5 < 21.000000 OR X7 >= 7.900000 OR X8 < 3.600000],{'0.0': {'precision': 0.7384615384615385; 'recall': 0.35555555555555557; 'f1-score': 0.4799999999999999; 'support': 135}; '1.0': {'precision': 0.7846534653465347; 'recall': 0.9491017964071856; 'f1-score': 0.8590785907859079; 'support': 334}; 'accuracy': 0.7782515991471215; 'macro avg': {'precision': 0.7615575019040366; 'recall': 0.6523286759813706; 'f1-score': 0.6695392953929539; 'support': 469}; 'weighted avg': {'precision': 0.7713572817015997; 'recall': 0.7782515991471215; 'f1-score': 0.7499621520735464; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.07142857142857142; 'f1-score': 0.11111111111111112; 'support': 14}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9210526315789473; 'f1-score': 0.8139534883720931; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.4895833333333333; 'recall': 0.49624060150375937; 'f1-score': 0.46253229974160215; 'support': 52}; 'weighted avg': {'precision': 0.6001602564102564; 'recall': 0.6923076923076923; 'f1-score': 0.6247266944941364; 'support': 52}}
5,2,CNF,2,469,52,1,[469; 469],158,1000.175990,0.788462,15,[X0 >= 45.000000 OR (NOT X1) OR X2 < 0.800000 OR X4 >= 328.000000 OR X5 >= 35.000000 OR X6 >= 42.000000 OR X7 < 6.000000] AND [X2 >= 0.800000 OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 328.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 >= 7.900000 OR X9 >= 1.308000],{'0.0': {'precision': 0.9; 'recall': 0.26865671641791045; 'f1-score': 0.41379310344827586; 'support': 134}; '1.0': {'precision': 0.7715617715617715; 'recall': 0.9880597014925373; 'f1-score': 0.8664921465968587; 'support': 335}; 'accuracy': 0.7825159914712153; 'macro avg': {'precision': 0.8357808857808857; 'recall': 0.6283582089552239; 'f1-score': 0.6401426250225672; 'support': 469}; 'weighted avg': {'precision': 0.8082584082584083; 'recall': 0.7825159914712153; 'f1-score': 0.7371495628401207; 'support': 469}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.3333333333333333; 'f1-score': 0.47619047619047616; 'support': 15}; '1.0': {'precision': 0.782608695652174; 'recall': 0.972972972972973; 'f1-score': 0.8674698795180723; 'support': 37}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.8079710144927537; 'recall': 0.6531531531531531; 'f1-score': 0.6718301778542742; 'support': 52}; 'weighted avg': {'precision': 0.7972408026755853; 'recall': 0.7884615384615384; 'f1-score': 0.7546008208658811; 'support': 52}}
5,2,CNF,3,469,52,1,[469; 469],158,1000.379817,0.673077,17,[X0 >= 45.000000 OR X5 >= 43.000000 OR X6 >= 42.000000 OR X6 < 19.000000 OR X8 < 3.600000 OR X9 < 1.200000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 >= 1.400000 OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X6 >= 54.000000 OR X7 < 5.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.8301886792452831; 'recall': 0.3283582089552239; 'f1-score': 0.47058823529411764; 'support': 134}; '1.0': {'precision': 0.7836538461538461; 'recall': 0.9731343283582089; 'f1-score': 0.8681757656458057; 'support': 335}; 'accuracy': 0.7889125799573561; 'macro avg': {'precision': 0.8069212626995645; 'recall': 0.6507462686567164; 'f1-score': 0.6693820004699617; 'support': 469}; 'weighted avg': {'precision': 0.7969495127513995; 'recall': 0.7889125799573561; 'f1-score': 0.7545793284024663; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
5,2,CNF,4,469,52,1,[469; 469],158,1000.292115,0.692308,18,[X0 >= 60.000000 OR X2 >= 1.400000 OR X4 >= 195.000000 OR X4 < 150.000000 OR X5 < 21.000000 OR X6 >= 71.600000 OR X6 < 28.000000 OR X9 >= 1.308000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 30.000000 OR X7 < 5.100000 OR X9 >= 1.308000 OR X9 < 0.700000],{'0.0': {'precision': 0.7719298245614035; 'recall': 0.3283582089552239; 'f1-score': 0.46073298429319365; 'support': 134}; '1.0': {'precision': 0.7815533980582524; 'recall': 0.9611940298507463; 'f1-score': 0.8621151271753681; 'support': 335}; 'accuracy': 0.7803837953091685; 'macro avg': {'precision': 0.776741611309828; 'recall': 0.6447761194029851; 'f1-score': 0.6614240557342809; 'support': 469}; 'weighted avg': {'precision': 0.7788038056305812; 'recall': 0.7803837953091685; 'f1-score': 0.7474345149233182; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
5,2,CNF,5,469,52,1,[469; 469],158,1000.277318,0.615385,19,[X0 >= 66.000000 OR X2 >= 1.400000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 150.000000 OR X5 >= 53.600000 OR X5 < 18.000000 OR X6 >= 54.000000 OR X7 >= 7.100000 OR X9 >= 1.308000 OR X9 < 0.800000] AND [X0 >= 49.000000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 < 5.600000 OR X9 >= 1.308000],{'0.0': {'precision': 0.7894736842105263; 'recall': 0.3358208955223881; 'f1-score': 0.4712041884816755; 'support': 134}; '1.0': {'precision': 0.7839805825242718; 'recall': 0.9641791044776119; 'f1-score': 0.8647925033467202; 'support': 335}; 'accuracy': 0.7846481876332623; 'macro avg': {'precision': 0.7867271333673991; 'recall': 0.65; 'f1-score': 0.6679983459141978; 'support': 469}; 'weighted avg': {'precision': 0.7855500401489159; 'recall': 0.7846481876332623; 'f1-score': 0.7523386990995646; 'support': 469}},{'0.0': {'precision': 0.14285714285714285; 'recall': 0.06666666666666667; 'f1-score': 0.09090909090909091; 'support': 15}; '1.0': {'precision': 0.6888888888888889; 'recall': 0.8378378378378378; 'f1-score': 0.7560975609756098; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.41587301587301584; 'recall': 0.45225225225225224; 'f1-score': 0.42350332594235035; 'support': 52}; 'weighted avg': {'precision': 0.5313797313797314; 'recall': 0.6153846153846154; 'f1-score': 0.5642162715333447; 'support': 52}}
5,2,CNF,6,469,52,1,[469; 469],158,1000.246953,0.769231,19,[X0 >= 66.000000 OR X0 < 35.000000 OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 167.600000 OR X5 >= 43.000000 OR X5 < 18.000000 OR X9 >= 1.308000 OR X9 < 0.800000] AND [X0 >= 40.000000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 43.000000 OR X6 < 19.000000 OR X7 >= 7.900000 OR X7 < 6.000000],{'0.0': {'precision': 0.7924528301886793; 'recall': 0.31343283582089554; 'f1-score': 0.44919786096256686; 'support': 134}; '1.0': {'precision': 0.7788461538461539; 'recall': 0.9671641791044776; 'f1-score': 0.8628495339547271; 'support': 335}; 'accuracy': 0.7803837953091685; 'macro avg': {'precision': 0.7856494920174166; 'recall': 0.6402985074626866; 'f1-score': 0.656023697458647; 'support': 469}; 'weighted avg': {'precision': 0.782733775658304; 'recall': 0.7803837953091685; 'f1-score': 0.7446633416712527; 'support': 469}},{'0.0': {'precision': 0.8; 'recall': 0.26666666666666666; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7659574468085106; 'recall': 0.972972972972973; 'f1-score': 0.8571428571428571; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7829787234042553; 'recall': 0.6198198198198198; 'f1-score': 0.6285714285714286; 'support': 52}; 'weighted avg': {'precision': 0.7757774140752863; 'recall': 0.7692307692307693; 'f1-score': 0.7252747252747251; 'support': 52}}
5,2,CNF,7,469,52,1,[469; 469],158,1000.256756,0.769231,16,[X0 >= 45.000000 OR X4 < 150.000000 OR X5 >= 35.000000 OR X6 >= 42.000000 OR X6 < 28.000000 OR X9 < 0.900000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X6 >= 54.000000 OR X7 < 5.100000 OR X9 >= 1.308000 OR X9 < 0.700000],{'0.0': {'precision': 0.7755102040816326; 'recall': 0.2835820895522388; 'f1-score': 0.41530054644808745; 'support': 134}; '1.0': {'precision': 0.7714285714285715; 'recall': 0.9671641791044776; 'f1-score': 0.8582781456953642; 'support': 335}; 'accuracy': 0.7718550106609808; 'macro avg': {'precision': 0.773469387755102; 'recall': 0.6253731343283582; 'f1-score': 0.6367893460717258; 'support': 469}; 'weighted avg': {'precision': 0.772594752186589; 'recall': 0.7718550106609808; 'f1-score': 0.7317131173389995; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.4; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7906976744186046; 'recall': 0.918918918918919; 'f1-score': 0.85; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7286821705426356; 'recall': 0.6594594594594595; 'f1-score': 0.675; 'support': 52}; 'weighted avg': {'precision': 0.7549194991055456; 'recall': 0.7692307692307693; 'f1-score': 0.7490384615384615; 'support': 52}}
5,2,CNF,8,469,52,1,[469; 469],158,1000.313416,0.750000,13,[X0 >= 49.000000 OR (NOT X1) OR X4 >= 195.000000 OR X4 < 150.000000 OR X6 >= 34.000000 OR X8 < 2.700000 OR X9 >= 1.308000] AND [X2 >= 0.800000 OR X2 < 0.700000 OR X3 < 0.200000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.9117647058823529; 'recall': 0.23134328358208955; 'f1-score': 0.369047619047619; 'support': 134}; '1.0': {'precision': 0.7632183908045977; 'recall': 0.991044776119403; 'f1-score': 0.8623376623376624; 'support': 335}; 'accuracy': 0.7739872068230277; 'macro avg': {'precision': 0.8374915483434753; 'recall': 0.6111940298507463; 'f1-score': 0.6156926406926407; 'support': 469}; 'weighted avg': {'precision': 0.8056601951125278; 'recall': 0.7739872068230277; 'f1-score': 0.7213976499690785; 'support': 469}},{'0.0': {'precision': 0.75; 'recall': 0.2; 'f1-score': 0.31578947368421056; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.972972972972973; 'f1-score': 0.8470588235294119; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.75; 'recall': 0.5864864864864865; 'f1-score': 0.5814241486068112; 'support': 52}; 'weighted avg': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.6938080495356037; 'support': 52}}
5,2,CNF,9,469,52,1,[469; 469],158,1000.340274,0.750000,16,[X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 512.600000 OR X4 < 167.600000 OR X5 < 21.000000 OR X6 >= 42.000000 OR X6 < 34.000000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 >= 1.400000 OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 282.000000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.7301587301587301; 'recall': 0.34328358208955223; 'f1-score': 0.467005076142132; 'support': 134}; '1.0': {'precision': 0.7832512315270936; 'recall': 0.9492537313432836; 'f1-score': 0.8582995951417004; 'support': 335}; 'accuracy': 0.7761194029850746; 'macro avg': {'precision': 0.7567049808429118; 'recall': 0.646268656716418; 'f1-score': 0.6626523356419162; 'support': 469}; 'weighted avg': {'precision': 0.7680819454218469; 'recall': 0.7761194029850746; 'f1-score': 0.7465011611418237; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.26666666666666666; 'f1-score': 0.3809523809523809; 'support': 15}; '1.0': {'precision': 0.7608695652173914; 'recall': 0.9459459459459459; 'f1-score': 0.8433734939759038; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.713768115942029; 'recall': 0.6063063063063063; 'f1-score': 0.6121629374641423; 'support': 52}; 'weighted avg': {'precision': 0.7336956521739132; 'recall': 0.75; 'f1-score': 0.7099827882960413; 'support': 52}}
5,2,DNF,0,468,53,1,[468; 468],158,1000.296792,0.566038,7,[X4 >= 150.000000 AND X5 >= 18.000000 AND X8 < 4.100000] OR [X1 AND X4 < 512.600000 AND X5 >= 21.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.5444444444444444; 'recall': 0.3656716417910448; 'f1-score': 0.4375; 'support': 134}; '1.0': {'precision': 0.7751322751322751; 'recall': 0.8772455089820359; 'f1-score': 0.8230337078651685; 'support': 334}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6597883597883598; 'recall': 0.6214585753865404; 'f1-score': 0.6302668539325842; 'support': 468}; 'weighted avg': {'precision': 0.7090806313028536; 'recall': 0.7307692307692307; 'f1-score': 0.7126458513396715; 'support': 468}},{'0.0': {'precision': 0.1; 'recall': 0.06666666666666667; 'f1-score': 0.08; 'support': 15}; '1.0': {'precision': 0.6744186046511628; 'recall': 0.7631578947368421; 'f1-score': 0.7160493827160495; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.3872093023255814; 'recall': 0.4149122807017544; 'f1-score': 0.3980246913580247; 'support': 53}; 'weighted avg': {'precision': 0.5118473014480035; 'recall': 0.5660377358490566; 'f1-score': 0.5360354064756581; 'support': 53}}
5,2,DNF,1,469,52,1,[469; 469],158,1000.237324,0.730769,6,[X4 >= 167.600000 AND X5 >= 18.000000 AND X8 < 4.100000] OR [X0 >= 23.000000 AND X2 >= 0.800000 AND X4 >= 150.000000],{'0.0': {'precision': 0.5487804878048781; 'recall': 0.3333333333333333; 'f1-score': 0.4147465437788018; 'support': 135}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8892215568862275; 'f1-score': 0.8238557558945909; 'support': 334}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6581111741349972; 'recall': 0.6112774451097804; 'f1-score': 0.6193011498366964; 'support': 469}; 'weighted avg': {'precision': 0.7045009536226169; 'recall': 0.7292110874200426; 'f1-score': 0.7060951084838627; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5; 'f1-score': 0.5; 'support': 14}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.8157894736842105; 'f1-score': 0.8157894736842104; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6578947368421053; 'recall': 0.6578947368421053; 'f1-score': 0.6578947368421052; 'support': 52}; 'weighted avg': {'precision': 0.7307692307692307; 'recall': 0.7307692307692307; 'f1-score': 0.7307692307692307; 'support': 52}}
5,2,DNF,2,469,52,1,[469; 469],158,1000.202038,0.711538,7,[X2 >= 0.800000 AND X4 >= 150.000000] OR [X0 >= 23.000000 AND X1 AND X4 < 328.000000 AND X5 >= 18.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.55; 'recall': 0.3283582089552239; 'f1-score': 0.411214953271028; 'support': 134}; '1.0': {'precision': 0.7686375321336761; 'recall': 0.8925373134328358; 'f1-score': 0.8259668508287293; 'support': 335}; 'accuracy': 0.7313432835820896; 'macro avg': {'precision': 0.659318766066838; 'recall': 0.6104477611940299; 'f1-score': 0.6185909020498787; 'support': 469}; 'weighted avg': {'precision': 0.7061696658097686; 'recall': 0.7313432835820896; 'f1-score': 0.707466308669386; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
5,2,DNF,3,469,52,1,[469; 469],158,1000.224641,0.730769,7,[X0 < 60.000000 AND X5 >= 21.000000 AND X8 < 4.100000 AND X8 >= 2.500000] OR [X0 >= 23.000000 AND X2 >= 0.800000 AND X4 >= 150.000000],{'0.0': {'precision': 0.5517241379310345; 'recall': 0.3582089552238806; 'f1-score': 0.4343891402714932; 'support': 134}; '1.0': {'precision': 0.774869109947644; 'recall': 0.8835820895522388; 'f1-score': 0.8256624825662483; 'support': 335}; 'accuracy': 0.7334754797441365; 'macro avg': {'precision': 0.6632966239393392; 'recall': 0.6208955223880597; 'f1-score': 0.6300258114188708; 'support': 469}; 'weighted avg': {'precision': 0.7111134036571841; 'recall': 0.7334754797441365; 'f1-score': 0.7138700990534611; 'support': 469}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8648648648648649; 'f1-score': 0.8205128205128206; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6629711751662971; 'recall': 0.6324324324324324; 'f1-score': 0.6410256410256411; 'support': 52}; 'weighted avg': {'precision': 0.7126897492751152; 'recall': 0.7307692307692307; 'f1-score': 0.7169625246548323; 'support': 52}}
5,2,DNF,4,469,52,1,[469; 469],158,1000.341931,0.673077,5,[X2 >= 0.800000 AND X4 >= 150.000000 AND X6 >= 19.000000] OR [X5 >= 21.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5522388059701493; 'recall': 0.27611940298507465; 'f1-score': 0.36815920398009955; 'support': 134}; '1.0': {'precision': 0.7587064676616916; 'recall': 0.9104477611940298; 'f1-score': 0.8276797829036636; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6554726368159205; 'recall': 0.5932835820895522; 'f1-score': 0.5979194934418816; 'support': 469}; 'weighted avg': {'precision': 0.6997157071783938; 'recall': 0.7292110874200426; 'f1-score': 0.6963881889255024; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
5,2,DNF,5,469,52,1,[469; 469],158,1000.321211,0.711538,6,[X0 >= 31.000000 AND X1 AND X5 >= 18.000000] OR [X2 >= 0.700000 AND X4 >= 167.600000 AND X8 < 4.100000],{'0.0': {'precision': 0.5531914893617021; 'recall': 0.3880597014925373; 'f1-score': 0.456140350877193; 'support': 134}; '1.0': {'precision': 0.7813333333333333; 'recall': 0.8746268656716418; 'f1-score': 0.8253521126760563; 'support': 335}; 'accuracy': 0.7356076759061834; 'macro avg': {'precision': 0.6672624113475177; 'recall': 0.6313432835820896; 'f1-score': 0.6407462317766247; 'support': 469}; 'weighted avg': {'precision': 0.7161499493414387; 'recall': 0.7356076759061834; 'f1-score': 0.7198630378763811; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.26666666666666666; 'f1-score': 0.3478260869565218; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8918918918918919; 'f1-score': 0.8148148148148148; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.625; 'recall': 0.5792792792792792; 'f1-score': 0.5813204508856683; 'support': 52}; 'weighted avg': {'precision': 0.6778846153846154; 'recall': 0.7115384615384616; 'f1-score': 0.6801065279326148; 'support': 52}}
5,2,DNF,6,469,52,1,[469; 469],158,1000.230977,0.711538,7,[X2 >= 0.700000 AND X4 >= 167.600000 AND X8 < 4.100000] OR [X0 >= 23.000000 AND X5 >= 21.000000 AND X8 < 4.100000 AND X8 >= 2.500000],{'0.0': {'precision': 0.5263157894736842; 'recall': 0.44776119402985076; 'f1-score': 0.4838709677419355; 'support': 134}; '1.0': {'precision': 0.7915492957746478; 'recall': 0.8388059701492537; 'f1-score': 0.8144927536231884; 'support': 335}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.658932542624166; 'recall': 0.6432835820895523; 'f1-score': 0.6491818606825619; 'support': 469}; 'weighted avg': {'precision': 0.7157682939743725; 'recall': 0.7270788912579957; 'f1-score': 0.7200293862285448; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
5,2,DNF,7,469,52,1,[469; 469],158,1000.298298,0.730769,7,[X0 >= 23.000000 AND X2 >= 0.700000 AND X4 >= 182.000000] OR [X5 >= 21.000000 AND X8 < 4.100000 AND X8 >= 2.000000 AND X9 >= 0.546000],{'0.0': {'precision': 0.5714285714285714; 'recall': 0.3283582089552239; 'f1-score': 0.4170616113744075; 'support': 134}; '1.0': {'precision': 0.7704081632653061; 'recall': 0.9014925373134328; 'f1-score': 0.8308115543328748; 'support': 335}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.6709183673469388; 'recall': 0.6149253731343284; 'f1-score': 0.6239365828536412; 'support': 469}; 'weighted avg': {'precision': 0.7135568513119532; 'recall': 0.7377398720682303; 'f1-score': 0.7125972849161698; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
5,2,DNF,8,469,52,1,[469; 469],158,1000.331487,0.711538,6,[X0 >= 23.000000 AND X2 >= 0.700000 AND X4 >= 167.600000] OR [X5 >= 21.000000 AND X8 < 4.100000 AND X8 >= 2.000000],{'0.0': {'precision': 0.5909090909090909; 'recall': 0.291044776119403; 'f1-score': 0.39000000000000007; 'support': 134}; '1.0': {'precision': 0.7642679900744417; 'recall': 0.9194029850746268; 'f1-score': 0.8346883468834688; 'support': 335}; 'accuracy': 0.7398720682302772; 'macro avg': {'precision': 0.6775885404917663; 'recall': 0.6052238805970149; 'f1-score': 0.6123441734417344; 'support': 469}; 'weighted avg': {'precision': 0.7147368760271986; 'recall': 0.7398720682302772; 'f1-score': 0.7076345334881919; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
5,2,DNF,9,469,52,1,[469; 469],158,1000.267164,0.692308,6,[X5 >= 21.000000 AND X8 < 4.100000 AND X8 >= 2.000000] OR [X0 >= 23.000000 AND X2 >= 0.800000 AND X4 >= 167.600000],{'0.0': {'precision': 0.5679012345679012; 'recall': 0.34328358208955223; 'f1-score': 0.427906976744186; 'support': 134}; '1.0': {'precision': 0.7731958762886598; 'recall': 0.8955223880597015; 'f1-score': 0.8298755186721992; 'support': 335}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.6705485554282805; 'recall': 0.6194029850746269; 'f1-score': 0.6288912477081926; 'support': 469}; 'weighted avg': {'precision': 0.714540264368443; 'recall': 0.7377398720682303; 'f1-score': 0.715027363835624; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
