l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,1,[468; 468],14,0.303048,0.660377,5,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.532608695652174; 'recall': 0.3684210526315789; 'f1-score': 0.4355555555555556; 'support': 133}; '1.0': {'precision': 0.776595744680851; 'recall': 0.8716417910447761; 'f1-score': 0.8213783403656821; 'support': 335}; 'accuracy': 0.7286324786324786; 'macro avg': {'precision': 0.6546022201665125; 'recall': 0.6200314218381775; 'f1-score': 0.6284669479606189; 'support': 468}; 'weighted avg': {'precision': 0.7072575448500518; 'recall': 0.7286324786324786; 'f1-score': 0.7117321216055393; 'support': 468}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.26666666666666666; 'f1-score': 0.30769230769230765; 'support': 15}; '1.0': {'precision': 0.7380952380952381; 'recall': 0.8157894736842105; 'f1-score': 0.775; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.550865800865801; 'recall': 0.5412280701754386; 'f1-score': 0.5413461538461538; 'support': 53}; 'weighted avg': {'precision': 0.6321163113615944; 'recall': 0.660377358490566; 'f1-score': 0.6427431059506531; 'support': 53}}
l: 5,2,CNF,2,469,52,1,[469; 469],14,3.821311,0.615385,9,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5371900826446281; 'recall': 0.48507462686567165; 'f1-score': 0.5098039215686274; 'support': 134}; '1.0': {'precision': 0.8017241379310345; 'recall': 0.8328358208955224; 'f1-score': 0.8169838945827232; 'support': 335}; 'accuracy': 0.7334754797441365; 'macro avg': {'precision': 0.6694571102878313; 'recall': 0.658955223880597; 'f1-score': 0.6633939080756753; 'support': 469}; 'weighted avg': {'precision': 0.7261429792777755; 'recall': 0.7334754797441365; 'f1-score': 0.7292181880072672; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.2857142857142857; 'f1-score': 0.2857142857142857; 'support': 14}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7368421052631579; 'f1-score': 0.7368421052631579; 'support': 38}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5112781954887218; 'recall': 0.5112781954887218; 'f1-score': 0.5112781954887218; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
l: 5,2,CNF,3,469,52,1,[469; 469],14,6.858719,0.692308,11,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.7; 'recall': 0.05263157894736842; 'f1-score': 0.0979020979020979; 'support': 133}; '1.0': {'precision': 0.7254901960784313; 'recall': 0.9910714285714286; 'f1-score': 0.8377358490566038; 'support': 336}; 'accuracy': 0.7249466950959488; 'macro avg': {'precision': 0.7127450980392156; 'recall': 0.5218515037593985; 'f1-score': 0.46781897347935086; 'support': 469}; 'weighted avg': {'precision': 0.7182616330114135; 'recall': 0.7249466950959488; 'f1-score': 0.627932247982938; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.972972972972973; 'f1-score': 0.8181818181818183; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.35294117647058826; 'recall': 0.4864864864864865; 'f1-score': 0.40909090909090917; 'support': 52}; 'weighted avg': {'precision': 0.5022624434389141; 'recall': 0.6923076923076923; 'f1-score': 0.5821678321678323; 'support': 52}}
l: 5,2,CNF,4,469,52,1,[469; 469],14,6.881371,0.692308,11,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5306122448979592; 'recall': 0.39097744360902253; 'f1-score': 0.4502164502164502; 'support': 133}; '1.0': {'precision': 0.7816711590296496; 'recall': 0.8630952380952381; 'f1-score': 0.8203677510608204; 'support': 336}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6561417019638044; 'recall': 0.6270363408521303; 'f1-score': 0.6352921006386353; 'support': 469}; 'weighted avg': {'precision': 0.7104753475594687; 'recall': 0.7292110874200426; 'f1-score': 0.7153994717168946; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
l: 5,2,CNF,5,469,52,1,[469; 469],14,6.693621,0.692308,9,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 < 61.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5247524752475248; 'recall': 0.39849624060150374; 'f1-score': 0.45299145299145294; 'support': 133}; '1.0': {'precision': 0.782608695652174; 'recall': 0.8571428571428571; 'f1-score': 0.8181818181818182; 'support': 336}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6536805854498493; 'recall': 0.6278195488721804; 'f1-score': 0.6355866355866355; 'support': 469}; 'weighted avg': {'precision': 0.7094852898657809; 'recall': 0.7270788912579957; 'f1-score': 0.7146203713367892; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,2,CNF,6,469,52,1,[469; 469],14,6.906525,0.634615,11,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5463917525773195; 'recall': 0.39849624060150374; 'f1-score': 0.4608695652173913; 'support': 133}; '1.0': {'precision': 0.7849462365591398; 'recall': 0.8690476190476191; 'f1-score': 0.8248587570621468; 'support': 336}; 'accuracy': 0.7356076759061834; 'macro avg': {'precision': 0.6656689945682297; 'recall': 0.6337719298245614; 'f1-score': 0.6428641611397691; 'support': 469}; 'weighted avg': {'precision': 0.7172964575195192; 'recall': 0.7356076759061834; 'f1-score': 0.7216379414643803; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,2,CNF,7,469,52,1,[469; 469],14,2.492236,0.576923,11,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5379310344827586; 'recall': 0.5864661654135338; 'f1-score': 0.5611510791366906; 'support': 133}; '1.0': {'precision': 0.8302469135802469; 'recall': 0.8005952380952381; 'f1-score': 0.8151515151515152; 'support': 336}; 'accuracy': 0.7398720682302772; 'macro avg': {'precision': 0.6840889740315028; 'recall': 0.6935307017543859; 'f1-score': 0.6881512971441028; 'support': 469}; 'weighted avg': {'precision': 0.7473513657764816; 'recall': 0.7398720682302772; 'f1-score': 0.7431215407592514; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.3333333333333333; 'f1-score': 0.3125; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.6756756756756757; 'f1-score': 0.6944444444444444; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5042016806722689; 'recall': 0.5045045045045045; 'f1-score': 0.5034722222222222; 'support': 52}; 'weighted avg': {'precision': 0.5930833872010344; 'recall': 0.5769230769230769; 'f1-score': 0.5842681623931624; 'support': 52}}
l: 5,2,CNF,8,469,52,1,[469; 469],14,3.170873,0.692308,12,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.7777777777777778; 'recall': 0.05263157894736842; 'f1-score': 0.09859154929577464; 'support': 133}; '1.0': {'precision': 0.7260869565217392; 'recall': 0.9940476190476191; 'f1-score': 0.8391959798994976; 'support': 336}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.7519323671497584; 'recall': 0.5233395989974937; 'f1-score': 0.4688937645976361; 'support': 469}; 'weighted avg': {'precision': 0.7407455476241979; 'recall': 0.7270788912579957; 'f1-score': 0.6291738279372479; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.972972972972973; 'f1-score': 0.8181818181818183; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.35294117647058826; 'recall': 0.4864864864864865; 'f1-score': 0.40909090909090917; 'support': 52}; 'weighted avg': {'precision': 0.5022624434389141; 'recall': 0.6923076923076923; 'f1-score': 0.5821678321678323; 'support': 52}}
l: 5,2,CNF,9,469,52,1,[469; 469],14,8.604693,0.673077,9,[X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5178571428571429; 'recall': 0.43609022556390975; 'f1-score': 0.47346938775510206; 'support': 133}; '1.0': {'precision': 0.7899159663865546; 'recall': 0.8392857142857143; 'f1-score': 0.8138528138528138; 'support': 336}; 'accuracy': 0.7249466950959488; 'macro avg': {'precision': 0.6538865546218487; 'recall': 0.637687969924812; 'f1-score': 0.6436611008039579; 'support': 469}; 'weighted avg': {'precision': 0.7127649567289601; 'recall': 0.7249466950959488; 'f1-score': 0.7173261706310747; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [469, 469], 'n_partitions': 1}, (mean val acc cv) 0.662228 (+- 0.041026), (mean training time) 6.186949 (+- 2.125071)
l: 5,2,DNF,0,468,53,1,[468; 468],14,1.766488,0.716981,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7158119658119658; 'recall': 1.0; 'f1-score': 0.8343711083437111; 'support': 335}; 'accuracy': 0.7158119658119658; 'macro avg': {'precision': 0.3579059829059829; 'recall': 0.5; 'f1-score': 0.41718555417185554; 'support': 468}; 'weighted avg': {'precision': 0.5123867703995909; 'recall': 0.7158119658119658; 'f1-score': 0.5972528232802204; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,2,DNF,1,469,52,1,[469; 469],14,1.809329,0.730769,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,2,DNF,2,469,52,1,[469; 469],14,1.386632,0.730769,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,2,DNF,3,469,52,1,[469; 469],14,1.544395,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,4,469,52,1,[469; 469],14,1.319885,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,5,469,52,1,[469; 469],14,1.361845,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,6,469,52,1,[469; 469],14,2.256926,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,7,469,52,1,[469; 469],14,1.625561,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,8,469,52,1,[469; 469],14,1.690710,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,2,DNF,9,469,52,1,[469; 469],14,1.509341,0.711538,0,[] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [469, 469], 'n_partitions': 1}, (mean val acc cv) 0.715929 (+- 0.007593), (mean training time) 1.627111 (+- 0.263939)
l: 5,3,CNF,0,468,53,1,[468; 468],14,14.956635,0.641509,15,[(NOT X1) OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X4 >= 211.500000 OR X5 < 61.500000 OR X9 >= 0.895000] AND [(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.55; 'recall': 0.41353383458646614; 'f1-score': 0.47210300429184554; 'support': 133}; '1.0': {'precision': 0.7880434782608695; 'recall': 0.8656716417910447; 'f1-score': 0.8250355618776671; 'support': 335}; 'accuracy': 0.7371794871794872; 'macro avg': {'precision': 0.6690217391304347; 'recall': 0.6396027381887555; 'f1-score': 0.6485692830847564; 'support': 468}; 'weighted avg': {'precision': 0.7203943701226311; 'recall': 0.7371794871794872; 'f1-score': 0.7247363521363973; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.7894736842105263; 'f1-score': 0.7594936708860759; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.532520325203252; 'recall': 0.5280701754385965; 'f1-score': 0.5278949835911861; 'support': 53}; 'weighted avg': {'precision': 0.6189599631845375; 'recall': 0.6415094339622641; 'f1-score': 0.6284000743040628; 'support': 53}}
l: 5,3,CNF,1,469,52,1,[469; 469],14,70.396572,0.692308,13,[X2 >= 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X1 OR X2 < 1.650000 OR X3 >= 1.250000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000] AND [X2 >= 1.650000 OR X5 < 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.6; 'recall': 0.11194029850746269; 'f1-score': 0.18867924528301888; 'support': 134}; '1.0': {'precision': 0.7319819819819819; 'recall': 0.9701492537313433; 'f1-score': 0.8344030808729139; 'support': 335}; 'accuracy': 0.7249466950959488; 'macro avg': {'precision': 0.6659909909909909; 'recall': 0.541044776119403; 'f1-score': 0.5115411630779664; 'support': 469}; 'weighted avg': {'precision': 0.6942728442728443; 'recall': 0.7249466950959488; 'f1-score': 0.6499105564186581; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.07142857142857142; 'f1-score': 0.11111111111111112; 'support': 14}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9210526315789473; 'f1-score': 0.8139534883720931; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.4895833333333333; 'recall': 0.49624060150375937; 'f1-score': 0.46253229974160215; 'support': 52}; 'weighted avg': {'precision': 0.6001602564102564; 'recall': 0.6923076923076923; 'f1-score': 0.6247266944941364; 'support': 52}}
l: 5,3,CNF,2,469,52,1,[469; 469],14,21.876331,0.596154,15,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [(NOT X1) OR X2 < 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000],{'0.0': {'precision': 0.5447154471544715; 'recall': 0.5; 'f1-score': 0.5214007782101168; 'support': 134}; '1.0': {'precision': 0.8063583815028902; 'recall': 0.8328358208955224; 'f1-score': 0.8193832599118943; 'support': 335}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.6755369143286809; 'recall': 0.6664179104477612; 'f1-score': 0.6703920190610055; 'support': 469}; 'weighted avg': {'precision': 0.731603257403342; 'recall': 0.7377398720682303; 'f1-score': 0.7342454079971008; 'support': 469}},{'0.0': {'precision': 0.26666666666666666; 'recall': 0.2857142857142857; 'f1-score': 0.2758620689655172; 'support': 14}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7105263157894737; 'f1-score': 0.7200000000000001; 'support': 38}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4981981981981982; 'recall': 0.4981203007518797; 'f1-score': 0.49793103448275866; 'support': 52}; 'weighted avg': {'precision': 0.605058905058905; 'recall': 0.5961538461538461; 'f1-score': 0.6004244031830239; 'support': 52}}
