l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,469,53,1,[469; 469],158,1000.597467,0.716981,8,[X0 >= 60.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X5 >= 30.000000 OR X6 >= 28.000000 OR X9 < 0.700000],{'0.0': {'precision': 0.9130434782608695; 'recall': 0.15671641791044777; 'f1-score': 0.26751592356687903; 'support': 134}; '1.0': {'precision': 0.7466367713004485; 'recall': 0.9940298507462687; 'f1-score': 0.852752880921895; 'support': 335}; 'accuracy': 0.7547974413646056; 'macro avg': {'precision': 0.829840124780659; 'recall': 0.5753731343283582; 'f1-score': 0.560134402244387; 'support': 469}; 'weighted avg': {'precision': 0.7941815447177116; 'recall': 0.7547974413646056; 'f1-score': 0.6855423216776048; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.06666666666666667; 'f1-score': 0.11764705882352941; 'support': 15}; '1.0': {'precision': 0.7254901960784313; 'recall': 0.9736842105263158; 'f1-score': 0.8314606741573034; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6127450980392157; 'recall': 0.5201754385964913; 'f1-score': 0.4745538664904164; 'support': 53}; 'weighted avg': {'precision': 0.6616722160562337; 'recall': 0.7169811320754716; 'f1-score': 0.629437952836424; 'support': 53}}
l: 5,2,CNF,1,469,53,1,[469; 469],158,1000.268747,0.735849,17,[X0 >= 66.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X4 >= 282.000000 OR X6 >= 34.000000 OR X6 < 23.000000 OR X7 >= 7.100000 OR X9 >= 1.308000 OR X9 < 0.700000] AND [X0 >= 66.000000 OR (NOT X1) OR X3 >= 0.600000 OR X4 >= 236.800000 OR X4 < 150.000000 OR X5 >= 35.000000 OR X6 >= 42.000000 OR X7 < 6.000000],{'0.0': {'precision': 0.7704918032786885; 'recall': 0.35074626865671643; 'f1-score': 0.48205128205128206; 'support': 134}; '1.0': {'precision': 0.7867647058823529; 'recall': 0.9582089552238806; 'f1-score': 0.8640646029609691; 'support': 335}; 'accuracy': 0.7846481876332623; 'macro avg': {'precision': 0.7786282545805208; 'recall': 0.6544776119402985; 'f1-score': 0.6730579425061256; 'support': 469}; 'weighted avg': {'precision': 0.7821153051384488; 'recall': 0.7846481876332623; 'f1-score': 0.7549179398439156; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7608695652173914; 'recall': 0.9210526315789473; 'f1-score': 0.8333333333333333; 'support': 38}; 'accuracy': 0.7358490566037735; 'macro avg': {'precision': 0.6661490683229814; 'recall': 0.593859649122807; 'f1-score': 0.5984848484848484; 'support': 53}; 'weighted avg': {'precision': 0.707254189616782; 'recall': 0.7358490566037735; 'f1-score': 0.7004002287021154; 'support': 53}}
l: 5,2,CNF,2,470,52,1,[470; 470],158,1000.147269,0.730769,18,[X0 >= 45.000000 OR X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X6 >= 42.000000 OR X6 < 19.000000 OR X7 < 5.100000 OR X9 >= 1.308000] AND [(NOT X1) OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X4 < 150.000000 OR X5 >= 43.000000 OR X6 >= 28.000000 OR X9 >= 1.308000 OR X9 < 0.900000],{'0.0': {'precision': 0.8235294117647058; 'recall': 0.3111111111111111; 'f1-score': 0.45161290322580644; 'support': 135}; '1.0': {'precision': 0.7780429594272077; 'recall': 0.9731343283582089; 'f1-score': 0.8647214854111406; 'support': 335}; 'accuracy': 0.7829787234042553; 'macro avg': {'precision': 0.8007861855959568; 'recall': 0.64212271973466; 'f1-score': 0.6581671943184735; 'support': 470}; 'weighted avg': {'precision': 0.7911082170135104; 'recall': 0.7829787234042553; 'f1-score': 0.7460626373366296; 'support': 470}},{'0.0': {'precision': 0.5; 'recall': 0.14285714285714285; 'f1-score': 0.22222222222222224; 'support': 14}; '1.0': {'precision': 0.75; 'recall': 0.9473684210526315; 'f1-score': 0.8372093023255814; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.625; 'recall': 0.5451127819548872; 'f1-score': 0.5297157622739018; 'support': 52}; 'weighted avg': {'precision': 0.6826923076923077; 'recall': 0.7307692307692307; 'f1-score': 0.6716358576823693; 'support': 52}}
l: 5,2,CNF,3,470,52,1,[470; 470],158,1000.210258,0.750000,17,[X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X7 < 5.100000] AND [X0 >= 45.000000 OR X2 < 0.700000 OR X3 >= 0.300000 OR X4 < 150.000000 OR X5 >= 43.000000 OR X6 >= 71.600000 OR X6 < 28.000000 OR X9 >= 1.308000 OR X9 < 0.900000],{'0.0': {'precision': 0.7741935483870968; 'recall': 0.3582089552238806; 'f1-score': 0.4897959183673469; 'support': 134}; '1.0': {'precision': 0.7892156862745098; 'recall': 0.9583333333333334; 'f1-score': 0.8655913978494624; 'support': 336}; 'accuracy': 0.7872340425531915; 'macro avg': {'precision': 0.7817046173308033; 'recall': 0.658271144278607; 'f1-score': 0.6776936581084047; 'support': 470}; 'weighted avg': {'precision': 0.7849327788768219; 'recall': 0.7872340425531915; 'f1-score': 0.7584497079545613; 'support': 470}},{'0.0': {'precision': 0.625; 'recall': 0.3333333333333333; 'f1-score': 0.43478260869565216; 'support': 15}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.918918918918919; 'f1-score': 0.8395061728395061; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6988636363636364; 'recall': 0.6261261261261262; 'f1-score': 0.6371443907675791; 'support': 52}; 'weighted avg': {'precision': 0.7301136363636365; 'recall': 0.75; 'f1-score': 0.7227589908749329; 'support': 52}}
l: 5,2,CNF,4,470,52,1,[470; 470],158,1000.202180,0.673077,18,[X0 >= 66.000000 OR X0 < 31.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 1.000000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X6 >= 34.000000] AND [X0 >= 45.000000 OR X2 < 0.700000 OR X3 >= 4.100000 OR X3 < 0.200000 OR X4 >= 195.000000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X6 < 19.000000 OR X7 < 5.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.8148148148148148; 'recall': 0.3283582089552239; 'f1-score': 0.4680851063829788; 'support': 134}; '1.0': {'precision': 0.7836538461538461; 'recall': 0.9702380952380952; 'f1-score': 0.8670212765957447; 'support': 336}; 'accuracy': 0.7872340425531915; 'macro avg': {'precision': 0.7992343304843305; 'recall': 0.6492981520966595; 'f1-score': 0.6675531914893618; 'support': 470}; 'weighted avg': {'precision': 0.7925380372188883; 'recall': 0.7872340425531915; 'f1-score': 0.7532820280669987; 'support': 470}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
l: 5,2,CNF,5,470,52,1,[470; 470],158,1000.172940,0.730769,17,[X0 >= 45.000000 OR X2 >= 1.400000 OR X2 < 0.800000 OR X4 >= 195.000000 OR X4 < 150.000000 OR X5 < 25.000000 OR X6 < 19.000000 OR X9 < 0.900000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X7 < 5.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.8076923076923077; 'recall': 0.31343283582089554; 'f1-score': 0.4516129032258065; 'support': 134}; '1.0': {'precision': 0.7799043062200957; 'recall': 0.9702380952380952; 'f1-score': 0.8647214854111405; 'support': 336}; 'accuracy': 0.7829787234042553; 'macro avg': {'precision': 0.7937983069562017; 'recall': 0.6418354655294953; 'f1-score': 0.6581671943184735; 'support': 470}; 'weighted avg': {'precision': 0.7878268428100454; 'recall': 0.7829787234042553; 'f1-score': 0.7469415917668112; 'support': 470}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
l: 5,2,CNF,6,470,52,1,[470; 470],158,1000.249139,0.750000,16,[X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X7 >= 7.900000 OR X7 < 5.100000 OR X9 < 0.800000] AND [X0 >= 45.000000 OR X2 >= 1.400000 OR X5 >= 53.600000 OR X6 < 34.000000 OR X7 >= 7.900000 OR X7 < 6.600000 OR X9 < 1.000000],{'0.0': {'precision': 0.7924528301886793; 'recall': 0.31343283582089554; 'f1-score': 0.44919786096256686; 'support': 134}; '1.0': {'precision': 0.7793764988009593; 'recall': 0.9672619047619048; 'f1-score': 0.8632138114209827; 'support': 336}; 'accuracy': 0.7808510638297872; 'macro avg': {'precision': 0.7859146644948193; 'recall': 0.6403473702914002; 'f1-score': 0.6562058361917749; 'support': 470}; 'weighted avg': {'precision': 0.7831046443455433; 'recall': 0.7808510638297872; 'f1-score': 0.7451752212902855; 'support': 470}},{'0.0': {'precision': 0.75; 'recall': 0.2; 'f1-score': 0.31578947368421056; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.972972972972973; 'f1-score': 0.8470588235294119; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.75; 'recall': 0.5864864864864865; 'f1-score': 0.5814241486068112; 'support': 52}; 'weighted avg': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.6938080495356037; 'support': 52}}
l: 5,2,CNF,7,470,52,1,[470; 470],158,1000.178195,0.673077,16,[X2 >= 1.000000 OR X4 >= 512.600000 OR X4 < 150.000000 OR X5 >= 35.000000 OR X5 < 21.000000 OR X6 >= 54.000000 OR X6 < 28.000000 OR X7 < 6.000000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 >= 1.400000 OR X2 < 0.700000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X6 >= 28.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.8571428571428571; 'recall': 0.31343283582089554; 'f1-score': 0.459016393442623; 'support': 134}; '1.0': {'precision': 0.7814726840855107; 'recall': 0.9791666666666666; 'f1-score': 0.8692206076618231; 'support': 336}; 'accuracy': 0.7893617021276595; 'macro avg': {'precision': 0.8193077706141839; 'recall': 0.6462997512437811; 'f1-score': 0.664118500552223; 'support': 470}; 'weighted avg': {'precision': 0.8030467334252648; 'recall': 0.7893617021276595; 'f1-score': 0.7522687678631576; 'support': 470}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
l: 5,2,CNF,8,470,52,1,[470; 470],158,1000.247110,0.730769,16,[X0 >= 66.000000 OR X1 OR X2 < 0.700000 OR X3 >= 1.000000 OR X4 >= 236.800000 OR X5 >= 74.000000 OR X5 < 18.000000 OR X6 < 19.000000 OR X9 < 0.800000] AND [X0 >= 66.000000 OR (NOT X1) OR X2 < 0.700000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.7108433734939759; 'recall': 0.44029850746268656; 'f1-score': 0.543778801843318; 'support': 134}; '1.0': {'precision': 0.8062015503875969; 'recall': 0.9285714285714286; 'f1-score': 0.8630705394190872; 'support': 336}; 'accuracy': 0.7893617021276595; 'macro avg': {'precision': 0.7585224619407864; 'recall': 0.6844349680170576; 'f1-score': 0.7034246706312026; 'support': 470}; 'weighted avg': {'precision': 0.7790143254860112; 'recall': 0.7893617021276595; 'f1-score': 0.7720384270038678; 'support': 470}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
l: 5,2,CNF,9,470,52,1,[470; 470],158,1000.583206,0.711538,15,[X0 >= 45.000000 OR (NOT X1) OR X5 >= 35.000000 OR X6 >= 42.000000 OR X7 < 5.600000 OR X9 < 0.900000] AND [X0 >= 66.000000 OR X0 < 35.000000 OR X2 >= 1.400000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X6 < 19.000000 OR X7 >= 7.100000 OR X7 < 5.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.7619047619047619; 'recall': 0.3582089552238806; 'f1-score': 0.4873096446700508; 'support': 134}; '1.0': {'precision': 0.7886977886977887; 'recall': 0.9553571428571429; 'f1-score': 0.8640646029609691; 'support': 336}; 'accuracy': 0.7851063829787234; 'macro avg': {'precision': 0.7753012753012753; 'recall': 0.6567830490405118; 'f1-score': 0.67568712381551; 'support': 470}; 'weighted avg': {'precision': 0.7810589257397768; 'recall': 0.7851063829787234; 'f1-score': 0.7566493595333456; 'support': 470}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [470, 470], 'n_partitions': 1}, (mean val acc cv) 0.722170 (+- 0.026605), (mean training time) 1000.256120 (+- 0.118003)
l: 5,2,DNF,0,469,53,1,[469; 469],158,1000.266642,0.660377,7,[X0 < 55.000000 AND X0 >= 31.000000 AND X3 >= 0.200000 AND X9 < 1.308000] OR [X5 >= 21.000000 AND X6 >= 23.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.55; 'recall': 0.41044776119402987; 'f1-score': 0.4700854700854702; 'support': 134}; '1.0': {'precision': 0.7859078590785907; 'recall': 0.8656716417910447; 'f1-score': 0.8238636363636364; 'support': 335}; 'accuracy': 0.7356076759061834; 'macro avg': {'precision': 0.6679539295392953; 'recall': 0.6380597014925373; 'f1-score': 0.6469745532245532; 'support': 469}; 'weighted avg': {'precision': 0.7185056136275647; 'recall': 0.7356076759061834; 'f1-score': 0.7227841602841604; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7894736842105263; 'f1-score': 0.7692307692307692; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5673076923076923; 'recall': 0.5614035087719298; 'f1-score': 0.5631868131868132; 'support': 53}; 'weighted avg': {'precision': 0.6465892597968069; 'recall': 0.660377358490566; 'f1-score': 0.6526021148662656; 'support': 53}}
l: 5,2,DNF,1,469,53,1,[469; 469],158,1000.412836,0.698113,6,[X0 >= 35.000000 AND X2 >= 0.800000 AND X4 >= 150.000000] OR [X4 >= 167.600000 AND X5 >= 18.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5523809523809524; 'recall': 0.43283582089552236; 'f1-score': 0.48535564853556484; 'support': 134}; '1.0': {'precision': 0.7912087912087912; 'recall': 0.8597014925373134; 'f1-score': 0.8240343347639485; 'support': 335}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.6717948717948719; 'recall': 0.6462686567164179; 'f1-score': 0.6546949916497566; 'support': 469}; 'weighted avg': {'precision': 0.7229722658294087; 'recall': 0.7377398720682303; 'f1-score': 0.7272689958415532; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.6280701754385964; 'recall': 0.6280701754385964; 'f1-score': 0.6280701754385964; 'support': 53}; 'weighted avg': {'precision': 0.6981132075471698; 'recall': 0.6981132075471698; 'f1-score': 0.6981132075471698; 'support': 53}}
l: 5,2,DNF,2,470,52,1,[470; 470],158,1000.321438,0.692308,7,[X0 >= 23.000000 AND X1 AND X5 >= 21.000000 AND X8 < 4.100000] OR [X2 >= 0.800000 AND X4 >= 150.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.5210084033613446; 'recall': 0.45925925925925926; 'f1-score': 0.4881889763779528; 'support': 135}; '1.0': {'precision': 0.792022792022792; 'recall': 0.8298507462686567; 'f1-score': 0.8104956268221575; 'support': 335}; 'accuracy': 0.723404255319149; 'macro avg': {'precision': 0.6565155976920682; 'recall': 0.6445550027639579; 'f1-score': 0.6493423016000551; 'support': 470}; 'weighted avg': {'precision': 0.7141782335774826; 'recall': 0.723404255319149; 'f1-score': 0.7179181846732903; 'support': 470}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.42857142857142855; 'f1-score': 0.42857142857142855; 'support': 14}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6090225563909775; 'recall': 0.6090225563909775; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,2,DNF,3,470,52,1,[470; 470],158,1000.289261,0.692308,6,[X2 >= 0.800000 AND X4 >= 182.000000 AND X9 >= 0.546000] OR [X0 >= 31.000000 AND X8 < 3.900000 AND X9 < 1.200000],{'0.0': {'precision': 0.5454545454545454; 'recall': 0.40298507462686567; 'f1-score': 0.46351931330472096; 'support': 134}; '1.0': {'precision': 0.784366576819407; 'recall': 0.8660714285714286; 'f1-score': 0.8231966053748232; 'support': 336}; 'accuracy': 0.7340425531914894; 'macro avg': {'precision': 0.6649105611369762; 'recall': 0.6345282515991472; 'f1-score': 0.643357959339772; 'support': 470}; 'weighted avg': {'precision': 0.716251231706872; 'recall': 0.7340425531914894; 'f1-score': 0.7206503135931344; 'support': 470}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
l: 5,2,DNF,4,470,52,1,[470; 470],158,1000.345189,0.730769,6,[X0 >= 23.000000 AND X1 AND X5 >= 21.000000] OR [X2 >= 0.700000 AND X4 >= 167.600000 AND X8 < 4.100000],{'0.0': {'precision': 0.5434782608695652; 'recall': 0.373134328358209; 'f1-score': 0.4424778761061947; 'support': 134}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.875; 'f1-score': 0.823529411764706; 'support': 336}; 'accuracy': 0.7319148936170212; 'macro avg': {'precision': 0.6606280193236715; 'recall': 0.6240671641791045; 'f1-score': 0.6330036439354503; 'support': 470}; 'weighted avg': {'precision': 0.710977489978415; 'recall': 0.7319148936170212; 'f1-score': 0.7148891867046199; 'support': 470}},{'0.0': {'precision': 0.6; 'recall': 0.2; 'f1-score': 0.3; 'support': 15}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.9459459459459459; 'f1-score': 0.8333333333333334; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6723404255319149; 'recall': 0.572972972972973; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.7029459901800327; 'recall': 0.7307692307692307; 'f1-score': 0.6794871794871795; 'support': 52}}
l: 5,2,DNF,5,470,52,1,[470; 470],158,1000.271418,0.576923,7,[X0 >= 31.000000 AND X2 >= 0.700000 AND X7 >= 5.600000 AND X9 < 1.060000] OR [X4 >= 167.600000 AND X5 >= 18.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5363636363636364; 'recall': 0.44029850746268656; 'f1-score': 0.4836065573770491; 'support': 134}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.8482142857142857; 'f1-score': 0.8189655172413793; 'support': 336}; 'accuracy': 0.7319148936170212; 'macro avg': {'precision': 0.6640151515151516; 'recall': 0.6442563965884861; 'f1-score': 0.6512860373092142; 'support': 470}; 'weighted avg': {'precision': 0.7188781431334623; 'recall': 0.7319148936170212; 'f1-score': 0.7233525371949532; 'support': 470}},{'0.0': {'precision': 0.26666666666666666; 'recall': 0.26666666666666666; 'f1-score': 0.26666666666666666; 'support': 15}; '1.0': {'precision': 0.7027027027027027; 'recall': 0.7027027027027027; 'f1-score': 0.7027027027027027; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.48468468468468473; 'recall': 0.48468468468468473; 'f1-score': 0.48468468468468473; 'support': 52}; 'weighted avg': {'precision': 0.5769230769230769; 'recall': 0.5769230769230769; 'f1-score': 0.5769230769230769; 'support': 52}}
l: 5,2,DNF,6,470,52,1,[470; 470],158,1000.219027,0.634615,7,[X0 >= 31.000000 AND X2 >= 0.800000 AND X3 >= 0.200000 AND X7 < 7.900000 AND X9 < 1.200000] OR [X5 >= 21.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.5420560747663551; 'recall': 0.43283582089552236; 'f1-score': 0.4813278008298755; 'support': 134}; '1.0': {'precision': 0.790633608815427; 'recall': 0.8541666666666666; 'f1-score': 0.821173104434907; 'support': 336}; 'accuracy': 0.7340425531914894; 'macro avg': {'precision': 0.666344841790891; 'recall': 0.6435012437810945; 'f1-score': 0.6512504526323912; 'support': 470}; 'weighted avg': {'precision': 0.7197625671929258; 'recall': 0.7340425531914894; 'f1-score': 0.7242810391517704; 'support': 470}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,2,DNF,7,470,52,1,[470; 470],158,1000.212557,0.692308,6,[X5 >= 21.000000 AND X6 >= 23.000000 AND X8 < 4.100000] OR [X0 >= 23.000000 AND X2 >= 0.700000 AND X4 >= 150.000000],{'0.0': {'precision': 0.6363636363636364; 'recall': 0.208955223880597; 'f1-score': 0.3146067415730337; 'support': 134}; '1.0': {'precision': 0.7511737089201878; 'recall': 0.9523809523809523; 'f1-score': 0.8398950131233596; 'support': 336}; 'accuracy': 0.7404255319148936; 'macro avg': {'precision': 0.6937686726419121; 'recall': 0.5806680881307746; 'f1-score': 0.5772508773481966; 'support': 470}; 'weighted avg': {'precision': 0.7184406244040645; 'recall': 0.7404255319148936; 'f1-score': 0.6901319740005007; 'support': 470}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,2,DNF,8,470,52,1,[470; 470],158,1000.411537,0.673077,6,[X3 >= 0.200000 AND X6 >= 28.000000] OR [X0 >= 23.000000 AND X4 >= 167.600000 AND X7 < 7.900000 AND X8 < 4.100000],{'0.0': {'precision': 0.532608695652174; 'recall': 0.3656716417910448; 'f1-score': 0.4336283185840708; 'support': 134}; '1.0': {'precision': 0.7751322751322751; 'recall': 0.8720238095238095; 'f1-score': 0.8207282913165266; 'support': 336}; 'accuracy': 0.7276595744680852; 'macro avg': {'precision': 0.6538704853922246; 'recall': 0.6188477256574272; 'f1-score': 0.6271783049502987; 'support': 470}; 'weighted avg': {'precision': 0.7059872545996506; 'recall': 0.7276595744680852; 'f1-score': 0.7103636182396137; 'support': 470}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
