lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1061.563222,0.818151,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8234847205807868; 'recall': 0.9743794636168406; 'f1-score': 0.8925997941210111; 'support': 20023}; '1': {'precision': 0.8087248322147651; 'recall': 0.3415210203117619; 'f1-score': 0.4802391232148787; 'support': 6351}; 'accuracy': 0.8219837718965648; 'macro avg': {'precision': 0.816104776397776; 'recall': 0.6579502419643013; 'f1-score': 0.6864194586679448; 'support': 26374}; 'weighted avg': {'precision': 0.8199304606652411; 'recall': 0.8219837718965648; 'f1-score': 0.7933011431418328; 'support': 26374}},{'0': {'precision': 0.8192452830188679; 'recall': 0.9757303370786516; 'f1-score': 0.8906666666666667; 'support': 2225}; '1': {'precision': 0.8078291814946619; 'recall': 0.32152974504249293; 'f1-score': 0.4599797365754812; 'support': 706}; 'accuracy': 0.8181508017741386; 'macro avg': {'precision': 0.8135372322567649; 'recall': 0.6486300410605723; 'f1-score': 0.675323201621074; 'support': 2931}; 'weighted avg': {'precision': 0.8164954475783733; 'recall': 0.8181508017741386; 'f1-score': 0.7869256319875889; 'support': 2931}}
10,1,CNF,7,26375,2930,1,[26375; 26375],296,1030.788409,0.823208,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8227682710950013; 'recall': 0.9749288318433801; 'f1-score': 0.892408969347871; 'support': 20023}; '1': {'precision': 0.8104945262363156; 'recall': 0.3380037783375315; 'f1-score': 0.4770581046550383; 'support': 6352}; 'accuracy': 0.8215355450236966; 'macro avg': {'precision': 0.8166313986656584; 'recall': 0.6564663050904558; 'f1-score': 0.6847335370014547; 'support': 26375}; 'weighted avg': {'precision': 0.8198123345133; 'recall': 0.8215355450236966; 'f1-score': 0.792378308019762; 'support': 26375}},{'0': {'precision': 0.823908918406072; 'recall': 0.9757303370786516; 'f1-score': 0.8934156378600824; 'support': 2225}; '1': {'precision': 0.8169491525423729; 'recall': 0.34184397163120567; 'f1-score': 0.48200000000000004; 'support': 705}; 'accuracy': 0.8232081911262799; 'macro avg': {'precision': 0.8204290354742225; 'recall': 0.6587871543549286; 'f1-score': 0.6877078189300412; 'support': 2930}; 'weighted avg': {'precision': 0.8222342989747041; 'recall': 0.8232081911262799; 'f1-score': 0.794423137965421; 'support': 2930}}
10,1,CNF,8,26375,2930,1,[26375; 26375],296,1097.371517,0.812628,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8234971756175702; 'recall': 0.975579304834199; 'f1-score': 0.8931102272207745; 'support': 20024}; '1': {'precision': 0.8156803618545043; 'recall': 0.34073374271768225; 'f1-score': 0.4806752554420258; 'support': 6351}; 'accuracy': 0.8227109004739337; 'macro avg': {'precision': 0.8195887687360373; 'recall': 0.6581565237759406; 'f1-score': 0.6868927413314001; 'support': 26375}; 'weighted avg': {'precision': 0.8216149165006326; 'recall': 0.8227109004739337; 'f1-score': 0.7937974497509419; 'support': 26375}},{'0': {'precision': 0.8173550587343691; 'recall': 0.9698741007194245; 'f1-score': 0.8871067242442936; 'support': 2224}; '1': {'precision': 0.7697594501718213; 'recall': 0.31728045325779036; 'f1-score': 0.44934804413239726; 'support': 706}; 'accuracy': 0.8126279863481228; 'macro avg': {'precision': 0.7935572544530952; 'recall': 0.6435772769886074; 'f1-score': 0.6682273841883455; 'support': 2930}; 'weighted avg': {'precision': 0.8058866288213457; 'recall': 0.8126279863481228; 'f1-score': 0.7816263050773997; 'support': 2930}}
10,1,CNF,9,26375,2930,1,[26375; 26375],296,1028.277177,0.823549,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.821485589446265; 'recall': 0.9764782261286457; 'f1-score': 0.8923013736138367; 'support': 20024}; '1': {'precision': 0.8169452001554606; 'recall': 0.3309715005510943; 'f1-score': 0.4710891976692066; 'support': 6351}; 'accuracy': 0.821042654028436; 'macro avg': {'precision': 0.8192153948008628; 'recall': 0.65372486333987; 'f1-score': 0.6816952856415216; 'support': 26375}; 'weighted avg': {'precision': 0.8203922809197854; 'recall': 0.821042654028436; 'f1-score': 0.7908750786593591; 'support': 26375}},{'0': {'precision': 0.8226843100189036; 'recall': 0.9784172661870504; 'f1-score': 0.8938180324501951; 'support': 2224}; '1': {'precision': 0.8315789473684211; 'recall': 0.3356940509915014; 'f1-score': 0.4783047426841574; 'support': 706}; 'accuracy': 0.8235494880546075; 'macro avg': {'precision': 0.8271316286936623; 'recall': 0.657055658589276; 'f1-score': 0.6860613875671763; 'support': 2930}; 'weighted avg': {'precision': 0.8248275229775246; 'recall': 0.8235494880546075; 'f1-score': 0.7936977653598118; 'support': 2930}}
10,1,DNF,0,26374,2931,1,[26374; 26374],296,1015.442182,0.795974,52,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7985748410866836; 'recall': 0.9850671727513359; 'f1-score': 0.8820714637091365; 'support': 20023}; '1': {'precision': 0.8214925373134329; 'recall': 0.21665879389072587; 'f1-score': 0.34288562172937953; 'support': 6351}; 'accuracy': 0.8000303329036172; 'macro avg': {'precision': 0.8100336892000582; 'recall': 0.6008629833210309; 'f1-score': 0.6124785427192581; 'support': 26374}; 'weighted avg': {'precision': 0.8040935446862926; 'recall': 0.8000303329036172; 'f1-score': 0.7522326344677079; 'support': 26374}},{'0': {'precision': 0.7957106506724827; 'recall': 0.9838202247191011; 'f1-score': 0.8798231511254019; 'support': 2225}; '1': {'precision': 0.8; 'recall': 0.20396600566572237; 'f1-score': 0.32505643340857787; 'support': 706}; 'accuracy': 0.7959740702831798; 'macro avg': {'precision': 0.7978553253362414; 'recall': 0.5938931151924117; 'f1-score': 0.6024397922669898; 'support': 2931}; 'weighted avg': {'precision': 0.796743840923328; 'recall': 0.7959740702831798; 'f1-score': 0.7461945933949078; 'support': 2931}}
10,1,DNF,1,26374,2931,1,[26374; 26374],296,1028.969680,0.790856,43,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 1 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 14 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8044242721622505; 'recall': 0.9825201018828348; 'f1-score': 0.8845972256570517; 'support': 20023}; '1': {'precision': 0.8175182481751825; 'recall': 0.24689025350338528; 'f1-score': 0.379247792961664; 'support': 6351}; 'accuracy': 0.8053765071661485; 'macro avg': {'precision': 0.8109712601687165; 'recall': 0.6147051776931101; 'f1-score': 0.6319225093093579; 'support': 26374}; 'weighted avg': {'precision': 0.8075773714895474; 'recall': 0.8053765071661485; 'f1-score': 0.7629063844100505; 'support': 26374}},{'0': {'precision': 0.7945906432748538; 'recall': 0.9770786516853932; 'f1-score': 0.8764362023785527; 'support': 2225}; '1': {'precision': 0.7384615384615385; 'recall': 0.20396600566572237; 'f1-score': 0.3196448390677025; 'support': 706}; 'accuracy': 0.7908563630160355; 'macro avg': {'precision': 0.7665260908681961; 'recall': 0.5905223286755578; 'f1-score': 0.5980405207231276; 'support': 2931}; 'weighted avg': {'precision': 0.7810706337224141; 'recall': 0.7908563630160355; 'f1-score': 0.7423199613354069; 'support': 2931}}
10,1,DNF,2,26374,2931,1,[26374; 26374],296,1056.922759,0.798362,28,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 == 0 AND X8 == 4 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 20 AND X13 != 23 AND X13 != 41],{'0': {'precision': 0.796156790073722; 'recall': 0.9870149328272486; 'f1-score': 0.8813718057351826; 'support': 20023}; '1': {'precision': 0.8323662153449387; 'recall': 0.20327507479137144; 'f1-score': 0.32675272083016954; 'support': 6351}; 'accuracy': 0.7982861909456282; 'macro avg': {'precision': 0.8142615027093303; 'recall': 0.59514500380931; 'f1-score': 0.6040622632826761; 'support': 26374}; 'weighted avg': {'precision': 0.8048762129863442; 'recall': 0.7982861909456282; 'f1-score': 0.74781656920558; 'support': 26374}},{'0': {'precision': 0.7947330447330447; 'recall': 0.9901123595505618; 'f1-score': 0.8817290374224536; 'support': 2225}; '1': {'precision': 0.8616352201257862; 'recall': 0.19405099150141644; 'f1-score': 0.3167630057803469; 'support': 706}; 'accuracy': 0.7983623336745138; 'macro avg': {'precision': 0.8281841324294155; 'recall': 0.5920816755259891; 'f1-score': 0.5992460216014002; 'support': 2931}; 'weighted avg': {'precision': 0.8108480006618319; 'recall': 0.7983623336745138; 'f1-score': 0.745643736044314; 'support': 2931}}
10,1,DNF,3,26374,2931,1,[26374; 26374],296,1032.079301,0.799727,49,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8015198927134555; 'recall': 0.985017230185287; 'f1-score': 0.8838449473448353; 'support': 20023}; '1': {'precision': 0.830220713073005; 'recall': 0.2309872461029759; 'f1-score': 0.36141906873614194; 'support': 6351}; 'accuracy': 0.8034427845605521; 'macro avg': {'precision': 0.8158703028932303; 'recall': 0.6080022381441315; 'f1-score': 0.6226320080404886; 'support': 26374}; 'weighted avg': {'precision': 0.8084312034779774; 'recall': 0.8034427845605521; 'f1-score': 0.7580420067577491; 'support': 26374}},{'0': {'precision': 0.8008817046289493; 'recall': 0.9797752808988764; 'f1-score': 0.8813422276126947; 'support': 2225}; '1': {'precision': 0.784688995215311; 'recall': 0.23229461756373937; 'f1-score': 0.3584699453551913; 'support': 706}; 'accuracy': 0.799727055612419; 'macro avg': {'precision': 0.7927853499221301; 'recall': 0.606034949231308; 'f1-score': 0.619906086483943; 'support': 2931}; 'weighted avg': {'precision': 0.7969813113003826; 'recall': 0.799727055612419; 'f1-score': 0.7553961916953295; 'support': 2931}}
10,1,DNF,4,26374,2931,1,[26374; 26374],296,1116.835205,0.802456,42,[X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8052500306660669; 'recall': 0.9835688957698646; 'f1-score': 0.8855215827338129; 'support': 20023}; '1': {'precision': 0.828377673448096; 'recall': 0.250039363879704; 'f1-score': 0.38413159167876154; 'support': 6351}; 'accuracy': 0.80693106847653; 'macro avg': {'precision': 0.8168138520570815; 'recall': 0.6168041298247843; 'f1-score': 0.6348265872062873; 'support': 26374}; 'weighted avg': {'precision': 0.810819290517006; 'recall': 0.80693106847653; 'f1-score': 0.7647841961716444; 'support': 26374}},{'0': {'precision': 0.8039143279172821; 'recall': 0.9784269662921349; 'f1-score': 0.8826272045408474; 'support': 2225}; '1': {'precision': 0.7847533632286996; 'recall': 0.24787535410764872; 'f1-score': 0.3767491926803013; 'support': 706}; 'accuracy': 0.8024564994882293; 'macro avg': {'precision': 0.7943338455729909; 'recall': 0.6131511601998918; 'f1-score': 0.6296881986105743; 'support': 2931}; 'weighted avg': {'precision': 0.7992989607831507; 'recall': 0.8024564994882293; 'f1-score': 0.7607746366890747; 'support': 2931}}
10,1,DNF,5,26375,2930,1,[26375; 26375],296,1073.734914,0.804778,53,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7999350702053405; 'recall': 0.9844678619587475; 'f1-score': 0.8826598007388335; 'support': 20023}; '1': {'precision': 0.8205424120023082; 'recall': 0.22386649874055414; 'f1-score': 0.35176252319109463; 'support': 6352}; 'accuracy': 0.8012890995260663; 'macro avg': {'precision': 0.8102387411038243; 'recall': 0.6041671803496508; 'f1-score': 0.6172111619649641; 'support': 26375}; 'weighted avg': {'precision': 0.8048980212989647; 'recall': 0.8012890995260663; 'f1-score': 0.7548016203792794; 'support': 26375}},{'0': {'precision': 0.8028581898131184; 'recall': 0.9847191011235955; 'f1-score': 0.8845377472749293; 'support': 2225}; '1': {'precision': 0.8308457711442786; 'recall': 0.23687943262411348; 'f1-score': 0.368653421633554; 'support': 705}; 'accuracy': 0.8047781569965871; 'macro avg': {'precision': 0.8168519804786984; 'recall': 0.6107992668738544; 'f1-score': 0.6265955844542417; 'support': 2930}; 'weighted avg': {'precision': 0.8095924030685683; 'recall': 0.8047781569965871; 'f1-score': 0.7604085835967144; 'support': 2930}}
10,1,DNF,6,26375,2930,1,[26375; 26375],296,1047.322175,0.798294,45,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 3 AND X13 != 7 AND X13 != 12 AND X13 != 19 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.7994718667479179; 'recall': 0.982819757279129; 'f1-score': 0.88171513060621; 'support': 20023}; '1': {'precision': 0.8045454545454546; 'recall': 0.22292191435768263; 'f1-score': 0.34911242603550297; 'support': 6352}; 'accuracy': 0.7998104265402843; 'macro avg': {'precision': 0.8020086606466863; 'recall': 0.6028708358184058; 'f1-score': 0.6154137783208564; 'support': 26375}; 'weighted avg': {'precision': 0.8006937598167313; 'recall': 0.7998104265402843; 'f1-score': 0.7534462252248589; 'support': 26375}},{'0': {'precision': 0.7979576951130561; 'recall': 0.983370786516854; 'f1-score': 0.8810146970002013; 'support': 2225}; '1': {'precision': 0.8031914893617021; 'recall': 0.21418439716312057; 'f1-score': 0.33818589025755874; 'support': 705}; 'accuracy': 0.7982935153583618; 'macro avg': {'precision': 0.8005745922373791; 'recall': 0.5987775918399872; 'f1-score': 0.60960029362888; 'support': 2930}; 'weighted avg': {'precision': 0.7992170210329522; 'recall': 0.7982935153583618; 'f1-score': 0.7504023049341388; 'support': 2930}}
10,1,DNF,7,26375,2930,1,[26375; 26375],296,1017.452828,0.802048,2,[X0 >= 21.500000 AND X10 >= 7073.500000],{'0': {'precision': 0.7924520830033265; 'recall': 0.9994006892074114; 'f1-score': 0.8839757040309221; 'support': 20023}; '1': {'precision': 0.9893143365983972; 'recall': 0.17490554156171284; 'f1-score': 0.29725752508361203; 'support': 6352}; 'accuracy': 0.8008341232227488; 'macro avg': {'precision': 0.8908832098008619; 'recall': 0.5871531153845622; 'f1-score': 0.5906166145572671; 'support': 26375}; 'weighted avg': {'precision': 0.8398632312435498; 'recall': 0.8008341232227488; 'f1-score': 0.7426739458252989; 'support': 26375}},{'0': {'precision': 0.7938549481957842; 'recall': 0.9986516853932584; 'f1-score': 0.8845541401273886; 'support': 2225}; '1': {'precision': 0.9770992366412213; 'recall': 0.18156028368794327; 'f1-score': 0.30622009569377995; 'support': 705}; 'accuracy': 0.8020477815699659; 'macro avg': {'precision': 0.8854770924185027; 'recall': 0.5901059845406008; 'f1-score': 0.5953871179105843; 'support': 2930}; 'weighted avg': {'precision': 0.8379461507056931; 'recall': 0.8020477815699659; 'f1-score': 0.7453986789240801; 'support': 2930}}
10,1,DNF,8,26375,2930,1,[26375; 26375],296,1017.560527,0.799317,46,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8002758732605785; 'recall': 0.9851178585697163; 'f1-score': 0.8831285116289481; 'support': 20024}; '1': {'precision': 0.8273464658169177; 'recall': 0.22484648086915446; 'f1-score': 0.35359663241302464; 'support': 6351}; 'accuracy': 0.8020473933649289; 'macro avg': {'precision': 0.8138111695387481; 'recall': 0.6049821697194354; 'f1-score': 0.6183625720209864; 'support': 26375}; 'weighted avg': {'precision': 0.8067943693108273; 'recall': 0.8020473933649289; 'f1-score': 0.7556192428175613; 'support': 26375}},{'0': {'precision': 0.7974545454545454; 'recall': 0.9860611510791367; 'f1-score': 0.881785283474065; 'support': 2224}; '1': {'precision': 0.8277777777777777; 'recall': 0.21104815864022664; 'f1-score': 0.3363431151241535; 'support': 706}; 'accuracy': 0.7993174061433447; 'macro avg': {'precision': 0.8126161616161616; 'recall': 0.5985546548596816; 'f1-score': 0.6090641992991093; 'support': 2930}; 'weighted avg': {'precision': 0.804761099045058; 'recall': 0.7993174061433447; 'f1-score': 0.7503579214074992; 'support': 2930}}
10,1,DNF,9,26375,2930,1,[26375; 26375],296,1015.684032,0.801024,41,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 31 AND X13 != 33],{'0': {'precision': 0.7984031127143031; 'recall': 0.9837694766280464; 'f1-score': 0.881446182070385; 'support': 20024}; '1': {'precision': 0.809048178613396; 'recall': 0.2168162494095418; 'f1-score': 0.34198435365702223; 'support': 6351}; 'accuracy': 0.799090047393365; 'macro avg': {'precision': 0.8037256456638495; 'recall': 0.600292863018794; 'f1-score': 0.6117152678637037; 'support': 26375}; 'weighted avg': {'precision': 0.8009664042223652; 'recall': 0.799090047393365; 'f1-score': 0.7515458191413512; 'support': 26375}},{'0': {'precision': 0.7984721716987996; 'recall': 0.9869604316546763; 'f1-score': 0.8827669414840138; 'support': 2224}; '1': {'precision': 0.8397790055248618; 'recall': 0.21529745042492918; 'f1-score': 0.34272829763246904; 'support': 706}; 'accuracy': 0.8010238907849829; 'macro avg': {'precision': 0.8191255886118307; 'recall': 0.6011289410398027; 'f1-score': 0.6127476195582414; 'support': 2930}; 'weighted avg': {'precision': 0.8084252859244652; 'recall': 0.8010238907849829; 'f1-score': 0.7526415890747337; 'support': 2930}}
10,2,CNF,0,26374,2931,1,[26374; 26374],296,1024.949607,0.786762,27,[X1 == 1 OR X1 == 7 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 1 OR X6 == 12 OR X6 == 13 OR X8 == 1 OR X10 >= 4826.000000 OR X11 >= 1820.500000 OR X13 == 5 OR X13 == 9] AND [X1 == 1 OR X1 == 5 OR X5 == 1 OR X7 == 0 OR X8 == 0 OR X10 >= 4932.500000 OR X11 >= 1551.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 9 OR X13 == 10 OR X13 == 24 OR X13 == 30],{'0': {'precision': 0.8565444510151784; 'recall': 0.8680517404984268; 'f1-score': 0.862259704824507; 'support': 20023}; '1': {'precision': 0.5656034199276554; 'recall': 0.5416469847268147; 'f1-score': 0.5533660419850399; 'support': 6351}; 'accuracy': 0.7894517327671191; 'macro avg': {'precision': 0.7110739354714168; 'recall': 0.7048493626126208; 'f1-score': 0.7078128734047735; 'support': 26374}; 'weighted avg': {'precision': 0.7864842975141221; 'recall': 0.7894517327671191; 'f1-score': 0.7878764617558236; 'support': 26374}},{'0': {'precision': 0.852112676056338; 'recall': 0.8701123595505618; 'f1-score': 0.8610184567489436; 'support': 2225}; '1': {'precision': 0.5614567526555387; 'recall': 0.5240793201133145; 'f1-score': 0.5421245421245421; 'support': 706}; 'accuracy': 0.78676219720232; 'macro avg': {'precision': 0.7067847143559384; 'recall': 0.6970958398319381; 'f1-score': 0.7015714994367428; 'support': 2931}; 'weighted avg': {'precision': 0.782101389150516; 'recall': 0.78676219720232; 'f1-score': 0.7842053882655498; 'support': 2931}}
10,2,CNF,1,26374,2931,1,[26374; 26374],296,1024.728847,0.717161,28,[X1 == 1 OR X1 == 2 OR X1 == 5 OR X3 == 7 OR X3 == 10 OR X5 == 1 OR X6 == 3 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 19 OR X13 == 21] AND [X1 == 1 OR X1 == 5 OR X3 == 10 OR X5 == 1 OR X6 == 3 OR X6 == 11 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 19 OR X13 == 21],{'0': {'precision': 0.833386059263946; 'recall': 0.7893921989711832; 'f1-score': 0.810792787709354; 'support': 20023}; '1': {'precision': 0.43075053995680346; 'recall': 0.502440560541647; 'f1-score': 0.4638418489715822; 'support': 6351}; 'accuracy': 0.720292712519906; 'macro avg': {'precision': 0.6320682996103748; 'recall': 0.6459163797564151; 'f1-score': 0.6373173183404681; 'support': 26374}; 'weighted avg': {'precision': 0.7364292767084119; 'recall': 0.720292712519906; 'f1-score': 0.7272451494321269; 'support': 26374}},{'0': {'precision': 0.8362235067437379; 'recall': 0.7802247191011236; 'f1-score': 0.8072541269472214; 'support': 2225}; '1': {'precision': 0.4280701754385965; 'recall': 0.5184135977337111; 'f1-score': 0.46893017296604744; 'support': 706}; 'accuracy': 0.7171613783691573; 'macro avg': {'precision': 0.6321468410911673; 'recall': 0.6493191584174174; 'f1-score': 0.6380921499566344; 'support': 2931}; 'weighted avg': {'precision': 0.7379102171151367; 'recall': 0.7171613783691573; 'f1-score': 0.7257608783935848; 'support': 2931}}
