lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1068.119129,0.821563,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8228152270140382; 'recall': 0.974779004145233; 'f1-score': 0.8923738112655449; 'support': 20023}; '1': {'precision': 0.8096494534489257; 'recall': 0.3382144544166273; 'f1-score': 0.4771212794313638; 'support': 6351}; 'accuracy': 0.8214908622127853; 'macro avg': {'precision': 0.816232340231482; 'recall': 0.6564967292809302; 'f1-score': 0.6847475453484544; 'support': 26374}; 'weighted avg': {'precision': 0.8196448384528784; 'recall': 0.8214908622127853; 'f1-score': 0.7923787847364298; 'support': 26374}},{'0': {'precision': 0.8208898944193062; 'recall': 0.9784269662921349; 'f1-score': 0.892761943817921; 'support': 2225}; '1': {'precision': 0.8279569892473119; 'recall': 0.3271954674220963; 'f1-score': 0.4690355329949238; 'support': 706}; 'accuracy': 0.8215626066189013; 'macro avg': {'precision': 0.824423441833309; 'recall': 0.6528112168571156; 'f1-score': 0.6808987384064223; 'support': 2931}; 'weighted avg': {'precision': 0.822592169734411; 'recall': 0.8215626066189013; 'f1-score': 0.7906975132341488; 'support': 2931}}
5,3,DNF,9,26375,2930,1,[26375; 26375],296,1022.219569,0.772696,138,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 == 4 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 14 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 13 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 < 3120.000000 AND X12 < 65.500000 AND X12 >= 49.500000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 5 AND X13 != 20 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 41] OR [X0 >= 27.500000 AND X1 != 6 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X11 < 2450.500000 AND X12 < 65.500000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 40] OR [X0 >= 27.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 == 4 AND X11 < 2176.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 16 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34],{'0': {'precision': 0.8427275359521281; 'recall': 0.8721034758290052; 'f1-score': 0.8571638933883081; 'support': 20024}; '1': {'precision': 0.5469662126304617; 'recall': 0.48685246417886946; 'f1-score': 0.5151616127957348; 'support': 6351}; 'accuracy': 0.7793364928909953; 'macro avg': {'precision': 0.694846874291295; 'recall': 0.6794779700039373; 'f1-score': 0.6861627530920215; 'support': 26375}; 'weighted avg': {'precision': 0.7715093306662171; 'recall': 0.7793364928909953; 'f1-score': 0.7748110409127277; 'support': 26375}},{'0': {'precision': 0.8389904264577894; 'recall': 0.8669064748201439; 'f1-score': 0.8527200353825741; 'support': 2224}; '1': {'precision': 0.5316455696202531; 'recall': 0.47592067988668557; 'f1-score': 0.5022421524663677; 'support': 706}; 'accuracy': 0.7726962457337884; 'macro avg': {'precision': 0.6853179980390213; 'recall': 0.6714135773534148; 'f1-score': 0.6774810939244709; 'support': 2930}; 'weighted avg': {'precision': 0.764933952421168; 'recall': 0.7726962457337884; 'f1-score': 0.7682704158130035; 'support': 2930}}
10,1,CNF,0,26374,2931,1,[26374; 26374],296,1018.407909,0.820539,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8216132150813332; 'recall': 0.9762273385606552; 'f1-score': 0.892271876569133; 'support': 20023}; '1': {'precision': 0.8157181571815718; 'recall': 0.331758778145174; 'f1-score': 0.4716812178195658; 'support': 6351}; 'accuracy': 0.8210358686585273; 'macro avg': {'precision': 0.8186656861314525; 'recall': 0.6539930583529147; 'f1-score': 0.6819765471943494; 'support': 26374}; 'weighted avg': {'precision': 0.8201936536677673; 'recall': 0.8210358686585273; 'f1-score': 0.7909914005807163; 'support': 26374}},{'0': {'precision': 0.8190011265490049; 'recall': 0.9802247191011236; 'f1-score': 0.8923895253682488; 'support': 2225}; '1': {'precision': 0.835820895522388; 'recall': 0.31728045325779036; 'f1-score': 0.45995893223819295; 'support': 706}; 'accuracy': 0.8205390651654725; 'macro avg': {'precision': 0.8274110110356965; 'recall': 0.648752586179457; 'f1-score': 0.6761742288032209; 'support': 2931}; 'weighted avg': {'precision': 0.8230525618595502; 'recall': 0.8205390651654725; 'f1-score': 0.7882284886061132; 'support': 2931}}
10,1,CNF,1,26374,2931,1,[26374; 26374],296,1016.967781,0.820880,5,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8228622027323326; 'recall': 0.9746291764470858; 'f1-score': 0.892338645145065; 'support': 20023}; '1': {'precision': 0.8088788562829194; 'recall': 0.33852936545425916; 'f1-score': 0.4773004773004773; 'support': 6351}; 'accuracy': 0.8214529460832638; 'macro avg': {'precision': 0.8158705295076261; 'recall': 0.6565792709506725; 'f1-score': 0.6848195612227712; 'support': 26374}; 'weighted avg': {'precision': 0.8194949382559459; 'recall': 0.8214529460832638; 'f1-score': 0.7923952386090456; 'support': 26374}},{'0': {'precision': 0.8224582701062215; 'recall': 0.9743820224719101; 'f1-score': 0.8919975313721457; 'support': 2225}; '1': {'precision': 0.8067796610169492; 'recall': 0.3371104815864023; 'f1-score': 0.4755244755244755; 'support': 706}; 'accuracy': 0.8208802456499488; 'macro avg': {'precision': 0.8146189655615854; 'recall': 0.6557462520291562; 'f1-score': 0.6837610034483106; 'support': 2931}; 'weighted avg': {'precision': 0.8186817098820569; 'recall': 0.8208802456499488; 'f1-score': 0.7916802412225533; 'support': 2931}}
10,1,CNF,2,26374,2931,1,[26374; 26374],296,1059.259512,0.823951,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8210791517950872; 'recall': 0.9765769365229986; 'f1-score': 0.8921027419134087; 'support': 20023}; '1': {'precision': 0.8167252833137945; 'recall': 0.3290820343253031; 'f1-score': 0.4691358024691358; 'support': 6351}; 'accuracy': 0.8206567073633123; 'macro avg': {'precision': 0.8189022175544408; 'recall': 0.6528294854241509; 'f1-score': 0.6806192721912723; 'support': 26374}; 'weighted avg': {'precision': 0.8200307170212686; 'recall': 0.8206567073633123; 'f1-score': 0.7902500448477161; 'support': 26374}},{'0': {'precision': 0.82379689276241; 'recall': 0.9770786516853932; 'f1-score': 0.8939144736842104; 'support': 2225}; '1': {'precision': 0.8253424657534246; 'recall': 0.3413597733711048; 'f1-score': 0.48296593186372744; 'support': 706}; 'accuracy': 0.8239508700102354; 'macro avg': {'precision': 0.8245696792579174; 'recall': 0.659219212528249; 'f1-score': 0.6884402027739689; 'support': 2931}; 'weighted avg': {'precision': 0.8241691802177686; 'recall': 0.8239508700102354; 'f1-score': 0.794927892133456; 'support': 2931}}
10,1,CNF,3,26374,2931,1,[26374; 26374],296,1026.269587,0.816445,5,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8233135046196683; 'recall': 0.9746291764470858; 'f1-score': 0.8926039427343; 'support': 20023}; '1': {'precision': 0.8098090602770498; 'recall': 0.34057628719886635; 'f1-score': 0.47949456883174474; 'support': 6351}; 'accuracy': 0.8219458557670433; 'macro avg': {'precision': 0.816561282448359; 'recall': 0.657602731822976; 'f1-score': 0.6860492557830223; 'support': 26374}; 'weighted avg': {'precision': 0.8200615623272604; 'recall': 0.8219458557670433; 'f1-score': 0.7931250000765641; 'support': 26374}},{'0': {'precision': 0.8184220460551151; 'recall': 0.9743820224719101; 'f1-score': 0.8896183832581042; 'support': 2225}; '1': {'precision': 0.7978723404255319; 'recall': 0.31869688385269124; 'f1-score': 0.4554655870445344; 'support': 706}; 'accuracy': 0.8164448993517571; 'macro avg': {'precision': 0.8081471932403235; 'recall': 0.6465394531623007; 'f1-score': 0.6725419851513192; 'support': 2931}; 'weighted avg': {'precision': 0.8134721681381973; 'recall': 0.8164448993517571; 'f1-score': 0.7850425135457942; 'support': 2931}}
10,1,CNF,4,26374,2931,1,[26374; 26374],296,1042.251473,0.827021,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8209005376344086; 'recall': 0.9760775108625082; 'f1-score': 0.891788916520271; 'support': 20023}; '1': {'precision': 0.813328137178488; 'recall': 0.3286096677688553; 'f1-score': 0.4680946506672648; 'support': 6351}; 'accuracy': 0.8201637976795328; 'macro avg': {'precision': 0.8171143374064482; 'recall': 0.6523435893156817; 'f1-score': 0.6799417835937679; 'support': 26374}; 'weighted avg': {'precision': 0.8190770631786737; 'recall': 0.8201637976795328; 'f1-score': 0.7897610753724572; 'support': 26374}},{'0': {'precision': 0.8268645357686454; 'recall': 0.976629213483146; 'f1-score': 0.8955285390480116; 'support': 2225}; '1': {'precision': 0.8283828382838284; 'recall': 0.3555240793201133; 'f1-score': 0.4975222993062439; 'support': 706}; 'accuracy': 0.827021494370522; 'macro avg': {'precision': 0.8276236870262369; 'recall': 0.6660766464016297; 'f1-score': 0.6965254191771277; 'support': 2931}; 'weighted avg': {'precision': 0.8272302544911698; 'recall': 0.827021494370522; 'f1-score': 0.7996594140880362; 'support': 2931}}
10,1,CNF,5,26375,2930,1,[26375; 26375],296,1076.174673,0.821502,4,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8225677326928749; 'recall': 0.9749787744094291; 'f1-score': 0.8923119115092788; 'support': 20023}; '1': {'precision': 0.8103709311127933; 'recall': 0.33705919395465994; 'f1-score': 0.4760951745608183; 'support': 6352}; 'accuracy': 0.821345971563981; 'macro avg': {'precision': 0.8164693319028341; 'recall': 0.6560189841820445; 'f1-score': 0.6842035430350486; 'support': 26375}; 'weighted avg': {'precision': 0.8196303266782141; 'recall': 0.821345971563981; 'f1-score': 0.7920727185956629; 'support': 26375}},{'0': {'precision': 0.8245614035087719; 'recall': 0.971685393258427; 'f1-score': 0.8920982050753042; 'support': 2225}; '1': {'precision': 0.7954545454545454; 'recall': 0.3475177304964539; 'f1-score': 0.48371174728529126; 'support': 705}; 'accuracy': 0.8215017064846416; 'macro avg': {'precision': 0.8100079744816586; 'recall': 0.6596015618774405; 'f1-score': 0.6879049761802978; 'support': 2930}; 'weighted avg': {'precision': 0.8175578762295127; 'recall': 0.8215017064846416; 'f1-score': 0.7938345693271953; 'support': 2930}}
10,1,CNF,6,26375,2930,1,[26375; 26375],296,1052.864167,0.820819,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8229118353923346; 'recall': 0.9747290615791839; 'f1-score': 0.8924096936442615; 'support': 20023}; '1': {'precision': 0.8096313017306245; 'recall': 0.33879093198992444; 'f1-score': 0.47769145394006657; 'support': 6352}; 'accuracy': 0.8215734597156398; 'macro avg': {'precision': 0.8162715685614795; 'recall': 0.6567599967845542; 'f1-score': 0.685050573792164; 'support': 26375}; 'weighted avg': {'precision': 0.8197134297119864; 'recall': 0.8215734597156398; 'f1-score': 0.79253139000062; 'support': 26375}},{'0': {'precision': 0.8200301204819277; 'recall': 0.9788764044943821; 'f1-score': 0.892440073755378; 'support': 2225}; '1': {'precision': 0.8284671532846716; 'recall': 0.3219858156028369; 'f1-score': 0.46373850868232896; 'support': 705}; 'accuracy': 0.8208191126279863; 'macro avg': {'precision': 0.8242486368832996; 'recall': 0.6504311100486095; 'f1-score': 0.6780892912188535; 'support': 2930}; 'weighted avg': {'precision': 0.8220601915146698; 'recall': 0.8208191126279863; 'f1-score': 0.7892883319886546; 'support': 2930}}
10,1,CNF,7,26375,2930,1,[26375; 26375],296,1041.742244,0.823891,5,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8225228642474818; 'recall': 0.9746791190131349; 'f1-score': 0.89216; 'support': 20023}; '1': {'precision': 0.8085347432024169; 'recall': 0.33705919395465994; 'f1-score': 0.47577777777777774; 'support': 6352}; 'accuracy': 0.8211184834123223; 'macro avg': {'precision': 0.8155288037249493; 'recall': 0.6558691564838974; 'f1-score': 0.6839688888888888; 'support': 26375}; 'weighted avg': {'precision': 0.8191540473800598; 'recall': 0.8211184834123223; 'f1-score': 0.7918809525855713; 'support': 26375}},{'0': {'precision': 0.8255238095238095; 'recall': 0.9739325842696629; 'f1-score': 0.8936082474226804; 'support': 2225}; '1': {'precision': 0.8098360655737705; 'recall': 0.350354609929078; 'f1-score': 0.4891089108910891; 'support': 705}; 'accuracy': 0.8238907849829351; 'macro avg': {'precision': 0.81767993754879; 'recall': 0.6621435970993704; 'f1-score': 0.6913585791568848; 'support': 2930}; 'weighted avg': {'precision': 0.8217491134539197; 'recall': 0.8238907849829351; 'f1-score': 0.7962799087691746; 'support': 2930}}
10,1,CNF,8,26375,2930,1,[26375; 26375],296,1045.711434,0.820819,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8225385328055251; 'recall': 0.9754294846184578; 'f1-score': 0.8924834361434772; 'support': 20024}; '1': {'precision': 0.8128565994674781; 'recall': 0.336482443709652; 'f1-score': 0.47594654788418705; 'support': 6351}; 'accuracy': 0.8215734597156398; 'macro avg': {'precision': 0.8176975661365016; 'recall': 0.6559559641640549; 'f1-score': 0.6842149920138322; 'support': 26375}; 'weighted avg': {'precision': 0.8202071599664755; 'recall': 0.8215734597156398; 'f1-score': 0.7921829327374204; 'support': 26375}},{'0': {'precision': 0.823372668443091; 'recall': 0.9725719424460432; 'f1-score': 0.8917748917748918; 'support': 2224}; '1': {'precision': 0.7986798679867987; 'recall': 0.34277620396600567; 'f1-score': 0.47968285431119917; 'support': 706}; 'accuracy': 0.8208191126279863; 'macro avg': {'precision': 0.8110262682149448; 'recall': 0.6576740732060244; 'f1-score': 0.6857288730430455; 'support': 2930}; 'weighted avg': {'precision': 0.8174227991181278; 'recall': 0.8208191126279863; 'f1-score': 0.7924789946931966; 'support': 2930}}
10,1,CNF,9,26375,2930,1,[26375; 26375],296,1049.535744,0.813993,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8231229459846634; 'recall': 0.9756292449061127; 'f1-score': 0.8929110105580695; 'support': 20024}; '1': {'precision': 0.8152215070049224; 'recall': 0.339001732010707; 'f1-score': 0.47887010676156583; 'support': 6351}; 'accuracy': 0.8223317535545024; 'macro avg': {'precision': 0.8191722264947929; 'recall': 0.6573154884584098; 'f1-score': 0.6858905586598176; 'support': 26375}; 'weighted avg': {'precision': 0.8212203094364043; 'recall': 0.8223317535545024; 'f1-score': 0.7932115307472034; 'support': 26375}},{'0': {'precision': 0.8181129215611974; 'recall': 0.970773381294964; 'f1-score': 0.8879292617725684; 'support': 2224}; '1': {'precision': 0.7766323024054983; 'recall': 0.32011331444759206; 'f1-score': 0.45336008024072216; 'support': 706}; 'accuracy': 0.8139931740614335; 'macro avg': {'precision': 0.7973726119833479; 'recall': 0.645443347871278; 'f1-score': 0.6706446710066453; 'support': 2930}; 'weighted avg': {'precision': 0.8081179327817014; 'recall': 0.8139931740614335; 'f1-score': 0.7832173702498778; 'support': 2930}}
10,1,DNF,0,26374,2931,1,[26374; 26374],296,1050.703646,0.802115,38,[X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 13 AND X13 != 20 AND X13 != 25 AND X13 != 26 AND X13 != 31 AND X13 != 32 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8409574227410525; 'recall': 0.9282325325875244; 'f1-score': 0.882442313170639; 'support': 20023}; '1': {'precision': 0.6637023168733911; 'recall': 0.44654385136199026; 'f1-score': 0.5338855421686748; 'support': 6351}; 'accuracy': 0.8122393266095397; 'macro avg': {'precision': 0.7523298698072218; 'recall': 0.6873881919747573; 'f1-score': 0.708163927669657; 'support': 26374}; 'weighted avg': {'precision': 0.7982734469556003; 'recall': 0.8122393266095397; 'f1-score': 0.7985079819113127; 'support': 26374}},{'0': {'precision': 0.8383381324557795; 'recall': 0.9159550561797752; 'f1-score': 0.8754295532646047; 'support': 2225}; '1': {'precision': 0.626; 'recall': 0.443342776203966; 'f1-score': 0.5190713101160863; 'support': 706}; 'accuracy': 0.802115319003753; 'macro avg': {'precision': 0.7321690662278897; 'recall': 0.6796489161918706; 'f1-score': 0.6972504316903455; 'support': 2931}; 'weighted avg': {'precision': 0.7871915198615179; 'recall': 0.802115319003753; 'f1-score': 0.7895923237651663; 'support': 2931}}
10,1,DNF,1,26374,2931,1,[26374; 26374],296,1044.745364,0.799045,43,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X8 != 2 AND X8 != 3 AND X9 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 10 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7974331032812689; 'recall': 0.9867652199970034; 'f1-score': 0.8820535714285714; 'support': 20023}; '1': {'precision': 0.8340638697557922; 'recall': 0.20973075106282474; 'f1-score': 0.3351786612984399; 'support': 6351}; 'accuracy': 0.7996511716084023; 'macro avg': {'precision': 0.8157484865185305; 'recall': 0.5982479855299141; 'f1-score': 0.6086161163635057; 'support': 26374}; 'weighted avg': {'precision': 0.8062539874050156; 'recall': 0.7996511716084023; 'f1-score': 0.7503631735277424; 'support': 26374}},{'0': {'precision': 0.7959479015918958; 'recall': 0.9887640449438202; 'f1-score': 0.8819402685909; 'support': 2225}; '1': {'precision': 0.8502994011976048; 'recall': 0.20113314447592068; 'f1-score': 0.3253150057273768; 'support': 706}; 'accuracy': 0.7990446946434664; 'macro avg': {'precision': 0.8231236513947503; 'recall': 0.5949485947098705; 'f1-score': 0.6036276371591385; 'support': 2931}; 'weighted avg': {'precision': 0.8090397332949427; 'recall': 0.7990446946434664; 'f1-score': 0.7478640367309044; 'support': 2931}}
10,1,DNF,2,26374,2931,1,[26374; 26374],296,1014.837240,0.800068,40,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.7996271378779282; 'recall': 0.9853668281476302; 'f1-score': 0.882833299774034; 'support': 20023}; '1': {'precision': 0.8276470588235294; 'recall': 0.22153991497401984; 'f1-score': 0.34952179853434356; 'support': 6351}; 'accuracy': 0.8014332296959127; 'macro avg': {'precision': 0.8136370983507288; 'recall': 0.603453371560825; 'f1-score': 0.6161775491541888; 'support': 26374}; 'weighted avg': {'precision': 0.8063744844285278; 'recall': 0.8014332296959127; 'f1-score': 0.7544090431435163; 'support': 26374}},{'0': {'precision': 0.7994154183412495; 'recall': 0.983370786516854; 'f1-score': 0.8819024586860137; 'support': 2225}; '1': {'precision': 0.8092783505154639; 'recall': 0.22237960339943344; 'f1-score': 0.3488888888888889; 'support': 706}; 'accuracy': 0.8000682360968953; 'macro avg': {'precision': 0.8043468844283568; 'recall': 0.6028751949581437; 'f1-score': 0.6153956737874513; 'support': 2931}; 'weighted avg': {'precision': 0.8017911365654036; 'recall': 0.8000682360968953; 'f1-score': 0.7535136561350856; 'support': 2931}}
10,1,DNF,3,26374,2931,1,[26374; 26374],296,1063.676129,0.801092,47,[X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8032125239512414; 'recall': 0.983968436298257; 'f1-score': 0.8844496318908243; 'support': 20023}; '1': {'precision': 0.8260162601626017; 'recall': 0.23996221067548418; 'f1-score': 0.37188872620790636; 'support': 6351}; 'accuracy': 0.804807765223326; 'macro avg': {'precision': 0.8146143920569215; 'recall': 0.6119653234868706; 'f1-score': 0.6281691790493653; 'support': 26374}; 'weighted avg': {'precision': 0.8087037853707587; 'recall': 0.804807765223326; 'f1-score': 0.7610222294493207; 'support': 26374}},{'0': {'precision': 0.8013950073421439; 'recall': 0.981123595505618; 'f1-score': 0.882198423924025; 'support': 2225}; '1': {'precision': 0.7971014492753623; 'recall': 0.23371104815864022; 'f1-score': 0.3614457831325301; 'support': 706}; 'accuracy': 0.8010917775503241; 'macro avg': {'precision': 0.7992482283087531; 'recall': 0.6074173218321292; 'f1-score': 0.6218221035282776; 'support': 2931}; 'weighted avg': {'precision': 0.8003608033178696; 'recall': 0.8010917775503241; 'f1-score': 0.7567629533000758; 'support': 2931}}
10,1,DNF,4,26374,2931,1,[26374; 26374],296,1044.745979,0.806551,48,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 3 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8073887350716972; 'recall': 0.9757778554662139; 'f1-score': 0.8836325810682466; 'support': 20023}; '1': {'precision': 0.7770114942528735; 'recall': 0.2660998267989293; 'f1-score': 0.39643443584330285; 'support': 6351}; 'accuracy': 0.804883597482369; 'macro avg': {'precision': 0.7922001146622853; 'recall': 0.6209388411325716; 'f1-score': 0.6400335084557747; 'support': 26374}; 'weighted avg': {'precision': 0.800073733310859; 'recall': 0.804883597482369; 'f1-score': 0.766312666746429; 'support': 26374}},{'0': {'precision': 0.80817843866171; 'recall': 0.9770786516853932; 'f1-score': 0.8846388606307223; 'support': 2225}; '1': {'precision': 0.7883817427385892; 'recall': 0.26912181303116145; 'f1-score': 0.40126715945089747; 'support': 706}; 'accuracy': 0.8065506653019447; 'macro avg': {'precision': 0.7982800907001496; 'recall': 0.6231002323582773; 'f1-score': 0.6429530100408098; 'support': 2931}; 'weighted avg': {'precision': 0.8034099407696175; 'recall': 0.8065506653019447; 'f1-score': 0.7682074648501163; 'support': 2931}}
