lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1049.288651,0.818833,5,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.8232389313299286; 'recall': 0.9741297507865954; 'f1-score': 0.8923506267728063; 'support': 20023}; '1': {'precision': 0.8067885117493473; 'recall': 0.34057628719886635; 'f1-score': 0.4789636846767051; 'support': 6351}; 'accuracy': 0.8215666944718283; 'macro avg': {'precision': 0.815013721539638; 'recall': 0.6573530189927308; 'f1-score': 0.6856571557247557; 'support': 26374}; 'weighted avg': {'precision': 0.8192775824728622; 'recall': 0.8215666944718283; 'f1-score': 0.7928048442122414; 'support': 26374}},{'0': {'precision': 0.8203479576399395; 'recall': 0.9748314606741573; 'f1-score': 0.8909426987060999; 'support': 2225}; '1': {'precision': 0.8048780487804879; 'recall': 0.3271954674220963; 'f1-score': 0.4652567975830816; 'support': 706}; 'accuracy': 0.8188331627430911; 'macro avg': {'precision': 0.8126130032102137; 'recall': 0.6510134640481268; 'f1-score': 0.6780997481445907; 'support': 2931}; 'weighted avg': {'precision': 0.8166216677543126; 'recall': 0.8188331627430911; 'f1-score': 0.7884062789883071; 'support': 2931}}
10,1,CNF,3,26374,2931,1,[26374; 26374],296,1035.051775,0.825998,5,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8222531176272329; 'recall': 0.9747290615791839; 'f1-score': 0.8920222125734134; 'support': 20023}; '1': {'precision': 0.8081880212282032; 'recall': 0.3356951661155724; 'f1-score': 0.474357548114362; 'support': 6351}; 'accuracy': 0.8208462880109199; 'macro avg': {'precision': 0.815220569427718; 'recall': 0.6552121138473781; 'f1-score': 0.6831898803438877; 'support': 26374}; 'weighted avg': {'precision': 0.8188661673265489; 'recall': 0.8208462880109199; 'f1-score': 0.7914463316308399; 'support': 26374}},{'0': {'precision': 0.828922132719601; 'recall': 0.9712359550561798; 'f1-score': 0.8944536423841059; 'support': 2225}; '1': {'precision': 0.8024691358024691; 'recall': 0.36827195467422097; 'f1-score': 0.5048543689320388; 'support': 706}; 'accuracy': 0.8259979529170931; 'macro avg': {'precision': 0.8156956342610351; 'recall': 0.6697539548652004; 'f1-score': 0.6996540056580723; 'support': 2931}; 'weighted avg': {'precision': 0.822550308828951; 'recall': 0.8259979529170931; 'f1-score': 0.8006095321633077; 'support': 2931}}
10,1,CNF,4,26374,2931,1,[26374; 26374],296,1024.528379,0.822927,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8211706415854887; 'recall': 0.9767267642211457; 'f1-score': 0.8922192568261137; 'support': 20023}; '1': {'precision': 0.8178264268960125; 'recall': 0.32939694536293496; 'f1-score': 0.4696374452800538; 'support': 6351}; 'accuracy': 0.8208462880109199; 'macro avg': {'precision': 0.8194985342407506; 'recall': 0.6530618547920404; 'f1-score': 0.6809283510530837; 'support': 26374}; 'weighted avg': {'precision': 0.8203653368348683; 'recall': 0.8208462880109199; 'f1-score': 0.7904593006143511; 'support': 26374}},{'0': {'precision': 0.8235963581183612; 'recall': 0.9757303370786516; 'f1-score': 0.8932318452993212; 'support': 2225}; '1': {'precision': 0.8169491525423729; 'recall': 0.3413597733711048; 'f1-score': 0.4815184815184814; 'support': 706}; 'accuracy': 0.8229273285568065; 'macro avg': {'precision': 0.820272755330367; 'recall': 0.6585450552248782; 'f1-score': 0.6873751634089014; 'support': 2931}; 'weighted avg': {'precision': 0.8219952229642677; 'recall': 0.8229273285568065; 'f1-score': 0.7940610384657242; 'support': 2931}}
10,1,CNF,5,26375,2930,1,[26375; 26375],296,1066.558830,0.820478,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8213580817200689; 'recall': 0.9768266493532438; 'f1-score': 0.892371566748791; 'support': 20023}; '1': {'precision': 0.8188914910226386; 'recall': 0.3302896725440806; 'f1-score': 0.47072021539151887; 'support': 6352}; 'accuracy': 0.8211184834123223; 'macro avg': {'precision': 0.8201247863713537; 'recall': 0.6535581609486623; 'f1-score': 0.681545891070155; 'support': 26375}; 'weighted avg': {'precision': 0.8207640425121039; 'recall': 0.8211184834123223; 'f1-score': 0.7908235332389753; 'support': 26375}},{'0': {'precision': 0.8219022356953392; 'recall': 0.9748314606741573; 'f1-score': 0.891858552631579; 'support': 2225}; '1': {'precision': 0.8075601374570447; 'recall': 0.3333333333333333; 'f1-score': 0.4718875502008032; 'support': 705}; 'accuracy': 0.8204778156996587; 'macro avg': {'precision': 0.8147311865761919; 'recall': 0.6540823970037453; 'f1-score': 0.681873051416191; 'support': 2930}; 'weighted avg': {'precision': 0.8184513212728144; 'recall': 0.8204778156996587; 'f1-score': 0.7908075093845836; 'support': 2930}}
10,1,CNF,6,26375,2930,1,[26375; 26375],296,1017.012619,0.818771,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8215575905233975; 'recall': 0.9767767067871947; 'f1-score': 0.892468456957722; 'support': 20023}; '1': {'precision': 0.8189957181782795; 'recall': 0.33123425692695213; 'f1-score': 0.4716959982064792; 'support': 6352}; 'accuracy': 0.8213080568720379; 'macro avg': {'precision': 0.8202766543508385; 'recall': 0.6540054818570734; 'f1-score': 0.6820822275821006; 'support': 26375}; 'weighted avg': {'precision': 0.8209406042433525; 'recall': 0.8213080568720379; 'f1-score': 0.7911320907780863; 'support': 26375}},{'0': {'precision': 0.8201058201058201; 'recall': 0.9752808988764045; 'f1-score': 0.8909874769041265; 'support': 2225}; '1': {'precision': 0.8063380281690141; 'recall': 0.324822695035461; 'f1-score': 0.46309403437815977; 'support': 705}; 'accuracy': 0.8187713310580205; 'macro avg': {'precision': 0.8132219241374171; 'recall': 0.6500517969559327; 'f1-score': 0.6770407556411431; 'support': 2930}; 'weighted avg': {'precision': 0.8167930920118105; 'recall': 0.8187713310580205; 'f1-score': 0.7880301810062403; 'support': 2930}}
10,1,CNF,7,26375,2930,1,[26375; 26375],296,1039.291735,0.823549,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8214766229397914; 'recall': 0.9757778554662139; 'f1-score': 0.8920035610747141; 'support': 20023}; '1': {'precision': 0.8128135854882285; 'recall': 0.33154911838790935; 'f1-score': 0.4709828916470983; 'support': 6352}; 'accuracy': 0.8206255924170616; 'macro avg': {'precision': 0.8171451042140099; 'recall': 0.6536634869270617; 'f1-score': 0.6814932263609061; 'support': 26375}; 'weighted avg': {'precision': 0.8193902679106985; 'recall': 0.8206255924170616; 'f1-score': 0.7906074172944595; 'support': 26375}},{'0': {'precision': 0.8227513227513228; 'recall': 0.9784269662921349; 'f1-score': 0.8938616300554301; 'support': 2225}; '1': {'precision': 0.8309859154929577; 'recall': 0.3347517730496454; 'f1-score': 0.4772497472194135; 'support': 705}; 'accuracy': 0.8235494880546075; 'macro avg': {'precision': 0.8268686191221403; 'recall': 0.6565893696708901; 'f1-score': 0.6855556886374218; 'support': 2930}; 'weighted avg': {'precision': 0.8247326838034909; 'recall': 0.8235494880546075; 'f1-score': 0.793618839134136; 'support': 2930}}
10,1,CNF,8,26375,2930,1,[26375; 26375],296,1039.578257,0.819795,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8231126107127794; 'recall': 0.9746304434678386; 'f1-score': 0.8924863950244661; 'support': 20024}; '1': {'precision': 0.8093808630393996; 'recall': 0.33963155408597073; 'f1-score': 0.4784826974267968; 'support': 6351}; 'accuracy': 0.8217251184834123; 'macro avg': {'precision': 0.8162467368760895; 'recall': 0.6571309987769046; 'f1-score': 0.6854845462256315; 'support': 26375}; 'weighted avg': {'precision': 0.8198060579365278; 'recall': 0.8217251184834123; 'f1-score': 0.7927958743252131; 'support': 26375}},{'0': {'precision': 0.8192771084337349; 'recall': 0.9784172661870504; 'f1-score': 0.8918032786885246; 'support': 2224}; '1': {'precision': 0.8248175182481752; 'recall': 0.32011331444759206; 'f1-score': 0.46122448979591835; 'support': 706}; 'accuracy': 0.8197952218430035; 'macro avg': {'precision': 0.822047313340955; 'recall': 0.6492652903173213; 'f1-score': 0.6765138842422215; 'support': 2930}; 'weighted avg': {'precision': 0.8206121013787844; 'recall': 0.8197952218430035; 'f1-score': 0.7880528947437533; 'support': 2930}}
10,1,CNF,9,26375,2930,1,[26375; 26375],296,1019.011421,0.822526,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8226989211058665; 'recall': 0.9748801438274071; 'f1-score': 0.8923477783872736; 'support': 20024}; '1': {'precision': 0.8099735549678881; 'recall': 0.33758463234136354; 'f1-score': 0.47655034452100464; 'support': 6351}; 'accuracy': 0.8214218009478673; 'macro avg': {'precision': 0.8163362380368773; 'recall': 0.6562323880843853; 'f1-score': 0.6844490614541392; 'support': 26375}; 'weighted avg': {'precision': 0.8196347011876749; 'recall': 0.8214218009478673; 'f1-score': 0.7922253327954376; 'support': 26375}},{'0': {'precision': 0.8229719484457922; 'recall': 0.9761690647482014; 'f1-score': 0.893048128342246; 'support': 2224}; '1': {'precision': 0.8184931506849316; 'recall': 0.3385269121813031; 'f1-score': 0.47895791583166336; 'support': 706}; 'accuracy': 0.8225255972696246; 'macro avg': {'precision': 0.8207325495653619; 'recall': 0.6573479884647523; 'f1-score': 0.6860030220869546; 'support': 2930}; 'weighted avg': {'precision': 0.8218927569034141; 'recall': 0.8225255972696246; 'f1-score': 0.793270759730481; 'support': 2930}}
10,1,DNF,0,26374,2931,1,[26374; 26374],296,1041.011677,0.797680,37,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8002109020116808; 'recall': 0.9853668281476302; 'f1-score': 0.8831889702097182; 'support': 20023}; '1': {'precision': 0.829452852153667; 'recall': 0.22437411431270665; 'f1-score': 0.35320361878795387; 'support': 6351}; 'accuracy': 0.8021157200272996; 'macro avg': {'precision': 0.8148318770826739; 'recall': 0.6048704712301685; 'f1-score': 0.6181962944988361; 'support': 26374}; 'weighted avg': {'precision': 0.807252519716684; 'recall': 0.8021157200272996; 'f1-score': 0.7555656682123107; 'support': 26374}},{'0': {'precision': 0.7975929978118161; 'recall': 0.9829213483146068; 'f1-score': 0.880612039460439; 'support': 2225}; '1': {'precision': 0.798941798941799; 'recall': 0.21388101983002833; 'f1-score': 0.33743016759776534; 'support': 706}; 'accuracy': 0.7976799727055612; 'macro avg': {'precision': 0.7982673983768076; 'recall': 0.5984011840723176; 'f1-score': 0.6090211035291022; 'support': 2931}; 'weighted avg': {'precision': 0.7979178881556468; 'recall': 0.7976799727055612; 'f1-score': 0.7497739631946432; 'support': 2931}}
10,1,DNF,1,26374,2931,1,[26374; 26374],296,1047.897975,0.798704,37,[X0 >= 29.500000 AND X4 >= 12.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8033288459184922; 'recall': 0.9834690106377666; 'f1-score': 0.884318304293156; 'support': 20023}; '1': {'precision': 0.8221386351423966; 'recall': 0.2409069437883798; 'f1-score': 0.37262542620555283; 'support': 6351}; 'accuracy': 0.80465610070524; 'macro avg': {'precision': 0.8127337405304444; 'recall': 0.6121879772130732; 'f1-score': 0.6284718652493544; 'support': 26374}; 'weighted avg': {'precision': 0.8078583435813806; 'recall': 0.80465610070524; 'f1-score': 0.7610999275306488; 'support': 26374}},{'0': {'precision': 0.7986846912678115; 'recall': 0.9824719101123596; 'f1-score': 0.8810963321241435; 'support': 2225}; '1': {'precision': 0.7989690721649485; 'recall': 0.21954674220963172; 'f1-score': 0.34444444444444444; 'support': 706}; 'accuracy': 0.7987035141589901; 'macro avg': {'precision': 0.7988268817163799; 'recall': 0.6010093261609957; 'f1-score': 0.612770388284294; 'support': 2931}; 'weighted avg': {'precision': 0.7987531910676678; 'recall': 0.7987035141589901; 'f1-score': 0.7518311554943695; 'support': 2931}}
10,1,DNF,2,26374,2931,1,[26374; 26374],296,1040.774951,0.811327,46,[X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.7995865255989298; 'recall': 0.985117115317385; 'f1-score': 0.8827083146871924; 'support': 20023}; '1': {'precision': 0.8252199413489736; 'recall': 0.22153991497401984; 'f1-score': 0.349304865938431; 'support': 6351}; 'accuracy': 0.8012436490483051; 'macro avg': {'precision': 0.8124032334739517; 'recall': 0.6033285151457024; 'f1-score': 0.6160065903128117; 'support': 26374}; 'weighted avg': {'precision': 0.8057591889578639; 'recall': 0.8012436490483051; 'f1-score': 0.7542619166056203; 'support': 26374}},{'0': {'precision': 0.8073529411764706; 'recall': 0.9869662921348314; 'f1-score': 0.8881698685540951; 'support': 2225}; '1': {'precision': 0.8625592417061612; 'recall': 0.2577903682719547; 'f1-score': 0.3969465648854962; 'support': 706}; 'accuracy': 0.8113271920846128; 'macro avg': {'precision': 0.8349560914413159; 'recall': 0.6223783302033931; 'f1-score': 0.6425582167197956; 'support': 2931}; 'weighted avg': {'precision': 0.8206506717032401; 'recall': 0.8113271920846128; 'f1-score': 0.7698472304135182; 'support': 2931}}
10,1,DNF,3,26374,2931,1,[26374; 26374],296,1014.432709,0.804504,48,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8032077704770845; 'recall': 0.9829196424112271; 'f1-score': 0.8840228181287338; 'support': 20023}; '1': {'precision': 0.8172100481026189; 'recall': 0.24074948826956385; 'f1-score': 0.37192897105327166; 'support': 6351}; 'accuracy': 0.804201107150982; 'macro avg': {'precision': 0.8102089092898517; 'recall': 0.6118345653403955; 'f1-score': 0.6279758945910028; 'support': 26374}; 'weighted avg': {'precision': 0.806579593681747; 'recall': 0.804201107150982; 'f1-score': 0.7607078858933407; 'support': 26374}},{'0': {'precision': 0.8043478260869565; 'recall': 0.981123595505618; 'f1-score': 0.8839846122696903; 'support': 2225}; '1': {'precision': 0.8064516129032258; 'recall': 0.24787535410764872; 'f1-score': 0.3791982665222101; 'support': 706}; 'accuracy': 0.804503582395087; 'macro avg': {'precision': 0.8053997194950911; 'recall': 0.6144994748066334; 'f1-score': 0.6315914393959502; 'support': 2931}; 'weighted avg': {'precision': 0.8048545724166345; 'recall': 0.804503582395087; 'f1-score': 0.7623949977702973; 'support': 2931}}
10,1,DNF,4,26374,2931,1,[26374; 26374],296,1073.798748,0.802115,39,[X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40],{'0': {'precision': 0.8065799729252985; 'recall': 0.9819707336562953; 'f1-score': 0.8856756756756757; 'support': 20023}; '1': {'precision': 0.8192288432648973; 'recall': 0.25759722878286884; 'f1-score': 0.3919501677048395; 'support': 6351}; 'accuracy': 0.8075377265488739; 'macro avg': {'precision': 0.8129044080950979; 'recall': 0.619783981219582; 'f1-score': 0.6388129216902576; 'support': 26374}; 'weighted avg': {'precision': 0.8096258884302197; 'recall': 0.8075377265488739; 'f1-score': 0.7667839375577269; 'support': 26374}},{'0': {'precision': 0.800072966070777; 'recall': 0.9856179775280899; 'f1-score': 0.883205799436166; 'support': 2225}; '1': {'precision': 0.8315789473684211; 'recall': 0.2237960339943343; 'f1-score': 0.35267857142857145; 'support': 706}; 'accuracy': 0.802115319003753; 'macro avg': {'precision': 0.8158259567195991; 'recall': 0.6047070057612121; 'f1-score': 0.6179421854323687; 'support': 2931}; 'weighted avg': {'precision': 0.8076619196006769; 'recall': 0.802115319003753; 'f1-score': 0.7554158905404438; 'support': 2931}}
10,1,DNF,5,26375,2930,1,[26375; 26375],296,1017.187548,0.796246,51,[X0 < 61.500000 AND X0 >= 35.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7986734611340289; 'recall': 0.986265794336513; 'f1-score': 0.8826119019419428; 'support': 20023}; '1': {'precision': 0.8332322619769558; 'recall': 0.21630982367758186; 'f1-score': 0.34345706786651664; 'support': 6352}; 'accuracy': 0.8008341232227488; 'macro avg': {'precision': 0.8159528615554923; 'recall': 0.6012878090070474; 'f1-score': 0.6130344849042297; 'support': 26375}; 'weighted avg': {'precision': 0.8069963996346647; 'recall': 0.8008341232227488; 'f1-score': 0.7527650201960809; 'support': 26375}},{'0': {'precision': 0.7968636032093362; 'recall': 0.9820224719101124; 'f1-score': 0.879806724380914; 'support': 2225}; '1': {'precision': 0.7872340425531915; 'recall': 0.2099290780141844; 'f1-score': 0.3314669652855543; 'support': 705}; 'accuracy': 0.7962457337883959; 'macro avg': {'precision': 0.7920488228812639; 'recall': 0.5959757749621484; 'f1-score': 0.6056368448332341; 'support': 2930}; 'weighted avg': {'precision': 0.79454659288081; 'recall': 0.7962457337883959; 'f1-score': 0.7478683181822011; 'support': 2930}}
10,1,DNF,6,26375,2930,1,[26375; 26375],296,1027.649087,0.798976,52,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8031136650772303; 'recall': 0.9841682065624532; 'f1-score': 0.8844703770197486; 'support': 20023}; '1': {'precision': 0.8275299238302503; 'recall': 0.2394521410579345; 'f1-score': 0.37142857142857144; 'support': 6352}; 'accuracy': 0.8048151658767773; 'macro avg': {'precision': 0.8153217944537403; 'recall': 0.6118101738101939; 'f1-score': 0.62794947422416; 'support': 26375}; 'weighted avg': {'precision': 0.8089939333463937; 'recall': 0.8048151658767773; 'f1-score': 0.7609124035935815; 'support': 26375}},{'0': {'precision': 0.8022912047302291; 'recall': 0.9757303370786516; 'f1-score': 0.8805516122490367; 'support': 2225}; '1': {'precision': 0.7589285714285714; 'recall': 0.24113475177304963; 'f1-score': 0.3659849300322928; 'support': 705}; 'accuracy': 0.798976109215017; 'macro avg': {'precision': 0.7806098880794002; 'recall': 0.6084325444258506; 'f1-score': 0.6232682711406647; 'support': 2930}; 'weighted avg': {'precision': 0.791857533577441; 'recall': 0.798976109215017; 'f1-score': 0.7567394924665095; 'support': 2930}}
10,1,DNF,7,26375,2930,1,[26375; 26375],296,1015.133905,0.806826,49,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8083167660702452; 'recall': 0.9746791190131349; 'f1-score': 0.8837367265152716; 'support': 20023}; '1': {'precision': 0.7727476467951592; 'recall': 0.27141057934508817; 'f1-score': 0.40172433880927416; 'support': 6352}; 'accuracy': 0.8053080568720379; 'macro avg': {'precision': 0.7905322064327022; 'recall': 0.6230448491791115; 'f1-score': 0.6427305326622729; 'support': 26375}; 'weighted avg': {'precision': 0.7997505084158245; 'recall': 0.8053080568720379; 'f1-score': 0.767651695739594; 'support': 26375}},{'0': {'precision': 0.809168840849795; 'recall': 0.9757303370786516; 'f1-score': 0.884678076609617; 'support': 2225}; '1': {'precision': 0.7813765182186235; 'recall': 0.27375886524822696; 'f1-score': 0.40546218487394964; 'support': 705}; 'accuracy': 0.8068259385665529; 'macro avg': {'precision': 0.7952726795342093; 'recall': 0.6247446011634393; 'f1-score': 0.6450701307417833; 'support': 2930}; 'weighted avg': {'precision': 0.8024816096364926; 'recall': 0.8068259385665529; 'f1-score': 0.7693718637517175; 'support': 2930}}
10,1,DNF,8,26375,2930,1,[26375; 26375],296,1013.017360,0.801365,44,[X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8015366478312127; 'recall': 0.984668397922493; 'f1-score': 0.8837146762880129; 'support': 20024}; '1': {'precision': 0.8271396396396397; 'recall': 0.23130215714060778; 'f1-score': 0.36151101267380337; 'support': 6351}; 'accuracy': 0.803260663507109; 'macro avg': {'precision': 0.8143381437354262; 'recall': 0.6079852775315504; 'f1-score': 0.6226128444809081; 'support': 26375}; 'weighted avg': {'precision': 0.8077017511857273; 'recall': 0.803260663507109; 'f1-score': 0.757970014008815; 'support': 26375}},{'0': {'precision': 0.8000730994152047; 'recall': 0.9842625899280576; 'f1-score': 0.8826612903225807; 'support': 2224}; '1': {'precision': 0.8195876288659794; 'recall': 0.22521246458923513; 'f1-score': 0.3533333333333334; 'support': 706}; 'accuracy': 0.8013651877133106; 'macro avg': {'precision': 0.809830364140592; 'recall': 0.6047375272586464; 'f1-score': 0.617997311827957; 'support': 2930}; 'weighted avg': {'precision': 0.8047752351804767; 'recall': 0.8013651877133106; 'f1-score': 0.7551167382289259; 'support': 2930}}
