lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1058.750540,0.825316,5,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 10],{'0': {'precision': 0.8211628200277462; 'recall': 0.9755281426359687; 'f1-score': 0.8917142204976032; 'support': 20023}; '1': {'precision': 0.8105914186316197; 'recall': 0.33018422295701466; 'f1-score': 0.4692324904900425; 'support': 6351}; 'accuracy': 0.8201258815500114; 'macro avg': {'precision': 0.815877119329683; 'recall': 0.6528561827964916; 'f1-score': 0.6804733554938228; 'support': 26374}; 'weighted avg': {'precision': 0.8186171701351702; 'recall': 0.8201258815500114; 'f1-score': 0.7899783644546057; 'support': 26374}},{'0': {'precision': 0.8262857142857143; 'recall': 0.9748314606741573; 'f1-score': 0.8944329896907217; 'support': 2225}; '1': {'precision': 0.8169934640522876; 'recall': 0.35410764872521244; 'f1-score': 0.4940711462450593; 'support': 706}; 'accuracy': 0.8253155919481405; 'macro avg': {'precision': 0.8216395891690009; 'recall': 0.6644695546996848; 'f1-score': 0.6942520679678905; 'support': 2931}; 'weighted avg': {'precision': 0.8240474581735343; 'recall': 0.8253155919481405; 'f1-score': 0.7979964624056184; 'support': 2931}}
10,2,DNF,7,26375,2930,1,[26375; 26375],296,1016.326670,0.744027,100,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 6 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X6 != 1 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X13 != 3 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 27.500000 AND X1 != 2 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 19 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 34],{'0': {'precision': 0.8411493073370959; 'recall': 0.8187584278080208; 'f1-score': 0.829802849695037; 'support': 20023}; '1': {'precision': 0.4729121278140886; 'recall': 0.5125944584382871; 'f1-score': 0.4919543703256024; 'support': 6352}; 'accuracy': 0.7450236966824645; 'macro avg': {'precision': 0.6570307175755923; 'recall': 0.6656764431231539; 'f1-score': 0.6608786100103197; 'support': 26375}; 'weighted avg': {'precision': 0.7524652290686545; 'recall': 0.7450236966824645; 'f1-score': 0.7484374073839604; 'support': 26375}},{'0': {'precision': 0.8447872837774661; 'recall': 0.8121348314606741; 'f1-score': 0.8281393217231897; 'support': 2225}; '1': {'precision': 0.4715549936788875; 'recall': 0.5290780141843971; 'f1-score': 0.4986631016042781; 'support': 705}; 'accuracy': 0.7440273037542662; 'macro avg': {'precision': 0.6581711387281768; 'recall': 0.6706064228225357; 'f1-score': 0.6634012116637339; 'support': 2930}; 'weighted avg': {'precision': 0.7549822446923133; 'recall': 0.7440273037542662; 'f1-score': 0.7488626202952605; 'support': 2930}}
10,2,DNF,8,26375,2930,1,[26375; 26375],296,1014.535905,0.803754,54,[X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X8 != 3 AND X12 >= 39.500000 AND X13 == 39] OR [X0 < 54.500000 AND X0 >= 35.500000 AND X1 != 5 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 == 0 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X10 < 3120.000000 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 26 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8190757543785608; 'recall': 0.9692369157011587; 'f1-score': 0.8878519636771197; 'support': 20024}; '1': {'precision': 0.7701492537313432; 'recall': 0.3249881908360888; 'f1-score': 0.45709223784741454; 'support': 6351}; 'accuracy': 0.8141042654028436; 'macro avg': {'precision': 0.7946125040549521; 'recall': 0.6471125532686237; 'f1-score': 0.6724721007622672; 'support': 26375}; 'weighted avg': {'precision': 0.8072944385260309; 'recall': 0.8141042654028436; 'f1-score': 0.7841266549095574; 'support': 26375}},{'0': {'precision': 0.815055406954528; 'recall': 0.9590827338129496; 'f1-score': 0.8812228878330922; 'support': 2224}; '1': {'precision': 0.7092651757188498; 'recall': 0.31444759206798867; 'f1-score': 0.43572129538763493; 'support': 706}; 'accuracy': 0.8037542662116041; 'macro avg': {'precision': 0.7621602913366889; 'recall': 0.6367651629404691; 'f1-score': 0.6584720916103636; 'support': 2930}; 'weighted avg': {'precision': 0.7895646549912554; 'recall': 0.8037542662116041; 'f1-score': 0.7738767703359957; 'support': 2930}}
10,2,DNF,9,26375,2930,1,[26375; 26375],296,1017.318525,0.770648,82,[X0 >= 35.500000 AND X1 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 20 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 32 AND X13 != 33 AND X13 != 38 AND X13 != 41] OR [X0 < 54.500000 AND X0 >= 27.500000 AND X1 != 0 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X4 < 12.500000 AND X5 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 1 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 4 AND X13 != 7 AND X13 != 8 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 41],{'0': {'precision': 0.835288046537812; 'recall': 0.8891829804234919; 'f1-score': 0.8613933236574747; 'support': 20024}; '1': {'precision': 0.5613757659616525; 'recall': 0.44717367343725395; 'f1-score': 0.49780893952673094; 'support': 6351}; 'accuracy': 0.7827488151658768; 'macro avg': {'precision': 0.6983319062497322; 'recall': 0.6681783269303729; 'f1-score': 0.6796011315921028; 'support': 26375}; 'weighted avg': {'precision': 0.7693310079050465; 'recall': 0.7827488151658768; 'f1-score': 0.7738435824777836; 'support': 26375}},{'0': {'precision': 0.8327615780445969; 'recall': 0.8732014388489209; 'f1-score': 0.8525021949078139; 'support': 2224}; '1': {'precision': 0.5284280936454849; 'recall': 0.4475920679886686; 'f1-score': 0.48466257668711654; 'support': 706}; 'accuracy': 0.7706484641638225; 'macro avg': {'precision': 0.6805948358450409; 'recall': 0.6603967534187947; 'f1-score': 0.6685823857974652; 'support': 2930}; 'weighted avg': {'precision': 0.7594307111552546; 'recall': 0.7706484641638225; 'f1-score': 0.7638691674457618; 'support': 2930}}
10,3,CNF,0,26374,2931,1,[26374; 26374],296,1030.159552,0.773797,50,[X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 10 OR X6 == 14 OR X7 == 5 OR X8 == 0 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 20 OR X13 == 23 OR X13 == 30] AND [X0 >= 61.500000 OR X1 == 1 OR X1 == 5 OR X3 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X8 == 0 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 2 OR X13 == 20 OR X13 == 23 OR X13 == 30] AND [X0 >= 61.500000 OR X1 == 7 OR X3 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 14 OR X6 == 3 OR X7 == 5 OR X8 == 0 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 23 OR X13 == 30 OR X13 == 36],{'0': {'precision': 0.8218978765970991; 'recall': 0.9027618239025121; 'f1-score': 0.8604341203351105; 'support': 20023}; '1': {'precision': 0.5555809175987217; 'recall': 0.38324673279798455; 'f1-score': 0.45359672008945207; 'support': 6351}; 'accuracy': 0.7776598164859331; 'macro avg': {'precision': 0.6887393970979104; 'recall': 0.6430042783502483; 'f1-score': 0.6570154202122813; 'support': 26374}; 'weighted avg': {'precision': 0.7577673311129596; 'recall': 0.7776598164859331; 'f1-score': 0.7624655024174576; 'support': 26374}},{'0': {'precision': 0.8200819672131148; 'recall': 0.8993258426966292; 'f1-score': 0.8578778135048231; 'support': 2225}; '1': {'precision': 0.5437881873727087; 'recall': 0.3781869688385269; 'f1-score': 0.44611528822055135; 'support': 706}; 'accuracy': 0.7737973387922211; 'macro avg': {'precision': 0.6819350772929118; 'recall': 0.6387564057675781; 'f1-score': 0.6519965508626873; 'support': 2931}; 'weighted avg': {'precision': 0.7535301389745181; 'recall': 0.7737973387922211; 'f1-score': 0.7586951649716617; 'support': 2931}}
10,3,CNF,1,26374,2931,1,[26374; 26374],296,1030.462838,0.796998,56,[X1 == 1 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 12 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 35] AND [X1 == 1 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 6618.500000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 11 OR X13 == 22 OR X13 == 31 OR X13 == 41] AND [X1 == 1 OR X3 == 10 OR X3 == 11 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 22 OR X13 == 24 OR X13 == 31 OR X13 == 41],{'0': {'precision': 0.8296579347175544; 'recall': 0.9000149827698147; 'f1-score': 0.8634055193560752; 'support': 20023}; '1': {'precision': 0.5697399527186762; 'recall': 0.41741458038104234; 'f1-score': 0.4818247909850964; 'support': 6351}; 'accuracy': 0.7838022294684158; 'macro avg': {'precision': 0.6996989437181154; 'recall': 0.6587147815754285; 'f1-score': 0.6726151551705858; 'support': 26374}; 'weighted avg': {'precision': 0.7670682970564155; 'recall': 0.7838022294684158; 'f1-score': 0.7715188428608872; 'support': 26374}},{'0': {'precision': 0.8433024431339511; 'recall': 0.8997752808988764; 'f1-score': 0.8706240487062404; 'support': 2225}; '1': {'precision': 0.599640933572711; 'recall': 0.4730878186968839; 'f1-score': 0.5288994457640539; 'support': 706}; 'accuracy': 0.7969976117366087; 'macro avg': {'precision': 0.721471688353331; 'recall': 0.6864315497978801; 'f1-score': 0.6997617472351472; 'support': 2931}; 'weighted avg': {'precision': 0.7846108615064399; 'recall': 0.7969976117366087; 'f1-score': 0.7883116742002071; 'support': 2931}}
10,3,CNF,2,26374,2931,1,[26374; 26374],296,1026.829952,0.788809,41,[X1 == 1 OR X3 == 0 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 2 OR X13 == 9 OR X13 == 19 OR X13 == 22 OR X13 == 30 OR X13 == 41] AND [X3 == 0 OR X3 == 7 OR X3 == 8 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X10 >= 5505.500000 OR X11 >= 1862.000000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 30] AND [X0 >= 54.500000 OR X1 == 6 OR X3 == 8 OR X4 >= 13.500000 OR X6 == 13 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 9 OR X13 == 24 OR X13 == 30],{'0': {'precision': 0.8327990474445869; 'recall': 0.9082055636018579; 'f1-score': 0.868869299314365; 'support': 20023}; '1': {'precision': 0.5949757602468048; 'recall': 0.42512990080302315; 'f1-score': 0.4959133070070715; 'support': 6351}; 'accuracy': 0.791878365056495; 'macro avg': {'precision': 0.7138874038456958; 'recall': 0.6666677322024406; 'f1-score': 0.6823913031607183; 'support': 26374}; 'weighted avg': {'precision': 0.7755299302460916; 'recall': 0.791878365056495; 'f1-score': 0.7790595053072512; 'support': 26374}},{'0': {'precision': 0.8277551020408164; 'recall': 0.9114606741573034; 'f1-score': 0.8675935828877006; 'support': 2225}; '1': {'precision': 0.5904365904365905; 'recall': 0.40226628895184136; 'f1-score': 0.47851727042965464; 'support': 706}; 'accuracy': 0.7888092801091777; 'macro avg': {'precision': 0.7090958462387034; 'recall': 0.6568634815545724; 'f1-score': 0.6730554266586777; 'support': 2931}; 'weighted avg': {'precision': 0.7705913800372054; 'recall': 0.7888092801091777; 'f1-score': 0.773875440071126; 'support': 2931}}
10,3,CNF,3,26374,2931,1,[26374; 26374],296,1030.457097,0.748891,51,[X3 == 15 OR X4 >= 14.500000 OR X6 == 4 OR X7 == 0 OR X10 >= 7073.500000 OR X13 == 2 OR X13 == 9 OR X13 == 12 OR X13 == 15 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 35 OR X13 == 41] AND [X0 >= 35.500000 OR X3 == 14 OR X6 == 3 OR X6 == 10 OR X10 >= 7073.500000 OR X11 >= 1975.500000 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 15] AND [X1 == 1 OR X1 == 5 OR X3 == 6 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X3 == 15 OR X5 == 5 OR X6 == 6 OR X6 == 10 OR X6 == 11 OR X8 == 2 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 15 OR X13 == 22 OR X13 == 24 OR X13 == 35 OR X13 == 40],{'0': {'precision': 0.8688059375682166; 'recall': 0.7950856515007741; 'f1-score': 0.830312671134639; 'support': 20023}; '1': {'precision': 0.4903105590062112; 'recall': 0.6214769327664935; 'f1-score': 0.5481563780293035; 'support': 6351}; 'accuracy': 0.7532797452036096; 'macro avg': {'precision': 0.6795582482872139; 'recall': 0.7082812921336339; 'f1-score': 0.6892345245819713; 'support': 26374}; 'weighted avg': {'precision': 0.7776622297784502; 'recall': 0.7532797452036096; 'f1-score': 0.762367929437817; 'support': 26374}},{'0': {'precision': 0.8728092138207311; 'recall': 0.7833707865168539; 'f1-score': 0.8256750355281857; 'support': 2225}; '1': {'precision': 0.48394004282655245; 'recall': 0.6402266288951841; 'f1-score': 0.5512195121951219; 'support': 706}; 'accuracy': 0.748891163425452; 'macro avg': {'precision': 0.6783746283236418; 'recall': 0.711798707706019; 'f1-score': 0.6884472738616538; 'support': 2931}; 'weighted avg': {'precision': 0.7791409658774046; 'recall': 0.748891163425452; 'f1-score': 0.7595659944251003; 'support': 2931}}
10,3,CNF,4,26374,2931,1,[26374; 26374],296,1028.046455,0.763903,45,[X1 == 5 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 2 OR X13 == 18 OR X13 == 22 OR X13 == 24 OR X13 == 32] AND [X1 == 1 OR X1 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 4243.500000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 7 OR X13 == 11 OR X13 == 21 OR X13 == 23 OR X13 == 30 OR X13 == 32 OR X13 == 36] AND [X1 == 5 OR X4 >= 10.500000 OR X5 == 1 OR X10 >= 4243.500000 OR X12 >= 65.500000 OR X13 == 7 OR X13 == 10 OR X13 == 11 OR X13 == 21 OR X13 == 23 OR X13 == 30 OR X13 == 32],{'0': {'precision': 0.843760957771878; 'recall': 0.8412325825300904; 'f1-score': 0.842494873205622; 'support': 20023}; '1': {'precision': 0.5041335205116206; 'recall': 0.5088962368131003; 'f1-score': 0.5065036828083372; 'support': 6351}; 'accuracy': 0.7612042162736028; 'macro avg': {'precision': 0.6739472391417494; 'recall': 0.6750644096715953; 'f1-score': 0.6744992780069796; 'support': 26374}; 'weighted avg': {'precision': 0.7619768577476156; 'recall': 0.7612042162736028; 'f1-score': 0.7615864008383986; 'support': 26374}},{'0': {'precision': 0.8438761776581427; 'recall': 0.8453932584269663; 'f1-score': 0.8446340368208353; 'support': 2225}; '1': {'precision': 0.50997150997151; 'recall': 0.5070821529745042; 'f1-score': 0.5085227272727272; 'support': 706}; 'accuracy': 0.7639031047424087; 'macro avg': {'precision': 0.6769238438148264; 'recall': 0.6762377057007353; 'f1-score': 0.6765783820467812; 'support': 2931}; 'weighted avg': {'precision': 0.7634474177172479; 'recall': 0.7639031047424087; 'f1-score': 0.7636737555035495; 'support': 2931}}
10,3,CNF,5,26375,2930,1,[26375; 26375],296,1029.247586,0.774061,45,[X1 == 1 OR X1 == 2 OR X4 >= 14.500000 OR X5 == 1 OR X6 == 12 OR X6 == 13 OR X8 == 1 OR X10 >= 7073.500000 OR X11 >= 1923.000000 OR X13 == 5 OR X13 == 10 OR X13 == 18 OR X13 == 19 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 34 OR X13 == 37 OR X13 == 41] AND [X1 == 1 OR X3 == 10 OR X3 == 14 OR X6 == 13 OR X8 == 1 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 22 OR X13 == 24 OR X13 == 41] AND [X1 == 1 OR X1 == 6 OR X3 == 8 OR X3 == 10 OR X6 == 4 OR X6 == 10 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X12 >= 49.500000 OR X13 == 22 OR X13 == 24 OR X13 == 41],{'0': {'precision': 0.8298268478867995; 'recall': 0.8903760675223493; 'f1-score': 0.8590358252824825; 'support': 20023}; '1': {'precision': 0.5512165201390309; 'recall': 0.4244332493702771; 'f1-score': 0.4795872987636752; 'support': 6352}; 'accuracy': 0.7781611374407583; 'macro avg': {'precision': 0.6905216840129151; 'recall': 0.6574046584463132; 'f1-score': 0.6693115620230788; 'support': 26375}; 'weighted avg': {'precision': 0.762727973882863; 'recall': 0.7781611374407583; 'f1-score': 0.7676516720901615; 'support': 26375}},{'0': {'precision': 0.8293299620733249; 'recall': 0.8844943820224719; 'f1-score': 0.856024358416703; 'support': 2225}; '1': {'precision': 0.5385996409335727; 'recall': 0.425531914893617; 'f1-score': 0.4754358161648178; 'support': 705}; 'accuracy': 0.774061433447099; 'macro avg': {'precision': 0.6839648015034487; 'recall': 0.6550131484580445; 'f1-score': 0.6657300872907603; 'support': 2930}; 'weighted avg': {'precision': 0.7593760793417462; 'recall': 0.774061433447099; 'f1-score': 0.7644492996154815; 'support': 2930}}
10,3,CNF,6,26375,2930,1,[26375; 26375],296,1027.268778,0.738567,62,[X1 == 2 OR X1 == 7 OR X3 == 1 OR X3 == 10 OR X3 == 14 OR X5 == 5 OR X6 == 3 OR X6 == 5 OR X6 == 8 OR X8 == 1 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 11 OR X13 == 12 OR X13 == 14 OR X13 == 18 OR X13 == 22 OR X13 == 30 OR X13 == 32] AND [X1 == 2 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X5 == 5 OR X6 == 5 OR X6 == 11 OR X7 == 2 OR X10 >= 57.000000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 3 OR X13 == 11 OR X13 == 12 OR X13 == 14 OR X13 == 17 OR X13 == 22 OR X13 == 32 OR X13 == 40] AND [X1 == 1 OR X3 == 10 OR X5 == 1 OR X5 == 5 OR X6 == 5 OR X6 == 10 OR X6 == 11 OR X7 == 2 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 3 OR X13 == 11 OR X13 == 12 OR X13 == 14 OR X13 == 17 OR X13 == 22 OR X13 == 24 OR X13 == 27 OR X13 == 32 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8150826944404262; 'recall': 0.844229136493033; 'f1-score': 0.8293999313085718; 'support': 20023}; '1': {'precision': 0.4465933286018453; 'recall': 0.3962531486146096; 'f1-score': 0.41991991991991995; 'support': 6352}; 'accuracy': 0.7363412322274882; 'macro avg': {'precision': 0.6308380115211358; 'recall': 0.6202411425538212; 'f1-score': 0.6246599256142459; 'support': 26375}; 'weighted avg': {'precision': 0.7263378811017849; 'recall': 0.7363412322274882; 'f1-score': 0.7307831717885447; 'support': 26375}},{'0': {'precision': 0.8058700209643606; 'recall': 0.8638202247191011; 'f1-score': 0.8338394793926247; 'support': 2225}; '1': {'precision': 0.44403669724770645; 'recall': 0.3432624113475177; 'f1-score': 0.3872; 'support': 705}; 'accuracy': 0.7385665529010239; 'macro avg': {'precision': 0.6249533591060334; 'recall': 0.6035413180333095; 'f1-score': 0.6105197396963123; 'support': 2930}; 'weighted avg': {'precision': 0.7188077365888516; 'recall': 0.7385665529010239; 'f1-score': 0.7263716183100989; 'support': 2930}}
10,3,CNF,7,26375,2930,1,[26375; 26375],296,1033.054976,0.788396,62,[X1 == 2 OR X3 == 10 OR X6 == 5 OR X6 == 10 OR X6 == 12 OR X7 == 5 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 1 OR X13 == 3 OR X13 == 7 OR X13 == 9 OR X13 == 12 OR X13 == 18 OR X13 == 21 OR X13 == 34 OR X13 == 41] AND [X0 >= 54.500000 OR X1 == 1 OR X3 == 10 OR X3 == 12 OR X6 == 5 OR X7 == 5 OR X10 >= 4668.500000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 1 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 21 OR X13 == 22 OR X13 == 25 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X1 == 1 OR X1 == 2 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 8 OR X6 == 12 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 1 OR X13 == 3 OR X13 == 7 OR X13 == 9 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 25 OR X13 == 31 OR X13 == 34 OR X13 == 37],{'0': {'precision': 0.8266959626476242; 'recall': 0.9019627428457274; 'f1-score': 0.8626907736033821; 'support': 20023}; '1': {'precision': 0.5665709869728417; 'recall': 0.40396725440806047; 'f1-score': 0.4716478264865362; 'support': 6352}; 'accuracy': 0.7820284360189573; 'macro avg': {'precision': 0.696633474810233; 'recall': 0.6529649986268939; 'f1-score': 0.6671693000449591; 'support': 26375}; 'weighted avg': {'precision': 0.7640489922026492; 'recall': 0.7820284360189573; 'f1-score': 0.7685142882920568; 'support': 26375}},{'0': {'precision': 0.8287587054485867; 'recall': 0.9092134831460674; 'f1-score': 0.8671238748392627; 'support': 2225}; '1': {'precision': 0.5869120654396728; 'recall': 0.40709219858156026; 'f1-score': 0.4807370184254606; 'support': 705}; 'accuracy': 0.78839590443686; 'macro avg': {'precision': 0.7078353854441297; 'recall': 0.6581528408638139; 'f1-score': 0.6739304466323617; 'support': 2930}; 'weighted avg': {'precision': 0.7705669371187969; 'recall': 0.78839590443686; 'f1-score': 0.7741536585349179; 'support': 2930}}
