lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1048.742740,0.828386,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8215397559949517; 'recall': 0.9752784298057234; 'f1-score': 0.8918320279496723; 'support': 20023}; '1': {'precision': 0.8099078341013825; 'recall': 0.33207368918280583; 'f1-score': 0.47102177554438857; 'support': 6351}; 'accuracy': 0.8203912944566618; 'macro avg': {'precision': 0.815723795048167; 'recall': 0.6536760594942647; 'f1-score': 0.6814269017470305; 'support': 26374}; 'weighted avg': {'precision': 0.8187387271049062; 'recall': 0.8203912944566618; 'f1-score': 0.7904986726366384; 'support': 26374}},{'0': {'precision': 0.8278750952018279; 'recall': 0.9770786516853932; 'f1-score': 0.8963100391671819; 'support': 2225}; '1': {'precision': 0.8327868852459016; 'recall': 0.3597733711048159; 'f1-score': 0.5024727992087042; 'support': 706}; 'accuracy': 0.8283862163084271; 'macro avg': {'precision': 0.8303309902238647; 'recall': 0.6684260113951046; 'f1-score': 0.6993914191879431; 'support': 2931}; 'weighted avg': {'precision': 0.8290582148780872; 'recall': 0.8283862163084271; 'f1-score': 0.8014451154514926; 'support': 2931}}
5,3,DNF,9,26375,2930,1,[26375; 26375],296,1024.195553,0.763481,130,[X0 < 54.500000 AND X0 >= 23.500000 AND X1 != 0 AND X1 != 2 AND X1 != 4 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 9 AND X13 != 20 AND X13 != 26 AND X13 != 31 AND X13 != 33] OR [X0 < 35.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X3 != 14 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 1 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 16 AND X13 != 19 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 33 AND X13 != 38] OR [X0 >= 29.500000 AND X1 != 1 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 9 AND X3 != 11 AND X3 != 14 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 16 AND X13 != 21 AND X13 != 28 AND X13 != 29 AND X13 != 33],{'0': {'precision': 0.7916861677232694; 'recall': 0.9292349180982821; 'f1-score': 0.8549635858202954; 'support': 20024}; '1': {'precision': 0.5066155988857939; 'recall': 0.2290977798771847; 'f1-score': 0.31551555892876504; 'support': 6351}; 'accuracy': 0.7606445497630332; 'macro avg': {'precision': 0.6491508833045316; 'recall': 0.5791663489877333; 'f1-score': 0.5852395723745303; 'support': 26375}; 'weighted avg': {'precision': 0.7230422555834853; 'recall': 0.7606445497630332; 'f1-score': 0.7250665462453908; 'support': 26375}},{'0': {'precision': 0.7898523286633851; 'recall': 0.9379496402877698; 'f1-score': 0.8575539568345324; 'support': 2224}; '1': {'precision': 0.5224913494809689; 'recall': 0.21388101983002833; 'f1-score': 0.3035175879396985; 'support': 706}; 'accuracy': 0.763481228668942; 'macro avg': {'precision': 0.6561718390721769; 'recall': 0.575915330058899; 'f1-score': 0.5805357723871154; 'support': 2930}; 'weighted avg': {'precision': 0.7254301951129462; 'recall': 0.763481228668942; 'f1-score': 0.7240557737492926; 'support': 2930}}
10,1,CNF,0,26374,2931,1,[26374; 26374],296,1055.056675,0.828386,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8215397559949517; 'recall': 0.9752784298057234; 'f1-score': 0.8918320279496723; 'support': 20023}; '1': {'precision': 0.8099078341013825; 'recall': 0.33207368918280583; 'f1-score': 0.47102177554438857; 'support': 6351}; 'accuracy': 0.8203912944566618; 'macro avg': {'precision': 0.815723795048167; 'recall': 0.6536760594942647; 'f1-score': 0.6814269017470305; 'support': 26374}; 'weighted avg': {'precision': 0.8187387271049062; 'recall': 0.8203912944566618; 'f1-score': 0.7904986726366384; 'support': 26374}},{'0': {'precision': 0.8278750952018279; 'recall': 0.9770786516853932; 'f1-score': 0.8963100391671819; 'support': 2225}; '1': {'precision': 0.8327868852459016; 'recall': 0.3597733711048159; 'f1-score': 0.5024727992087042; 'support': 706}; 'accuracy': 0.8283862163084271; 'macro avg': {'precision': 0.8303309902238647; 'recall': 0.6684260113951046; 'f1-score': 0.6993914191879431; 'support': 2931}; 'weighted avg': {'precision': 0.8290582148780872; 'recall': 0.8283862163084271; 'f1-score': 0.8014451154514926; 'support': 2931}}
10,1,CNF,1,26374,2931,1,[26374; 26374],296,1056.361501,0.817468,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8223756208435054; 'recall': 0.9757778554662139; 'f1-score': 0.8925332906968777; 'support': 20023}; '1': {'precision': 0.8146024464831805; 'recall': 0.3355377105967564; 'f1-score': 0.47529831604773054; 'support': 6351}; 'accuracy': 0.8216046106013498; 'macro avg': {'precision': 0.8184890336633429; 'recall': 0.6556577830314851; 'f1-score': 0.6839158033723041; 'support': 26374}; 'weighted avg': {'precision': 0.8205037989597401; 'recall': 0.8216046106013498; 'f1-score': 0.7920608813544673; 'support': 26374}},{'0': {'precision': 0.8203184230477635; 'recall': 0.9725842696629213; 'f1-score': 0.8899856055932551; 'support': 2225}; '1': {'precision': 0.7918088737201365; 'recall': 0.3286118980169972; 'f1-score': 0.4644644644644645; 'support': 706}; 'accuracy': 0.817468440805186; 'macro avg': {'precision': 0.8060636483839501; 'recall': 0.6505980838399592; 'f1-score': 0.6772250350288598; 'support': 2931}; 'weighted avg': {'precision': 0.8134512303403925; 'recall': 0.817468440805186; 'f1-score': 0.7874888721790873; 'support': 2931}}
10,1,CNF,2,26374,2931,1,[26374; 26374],296,1021.721428,0.817468,4,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1],{'0': {'precision': 0.8224271517601482; 'recall': 0.9754282575038705; 'f1-score': 0.8924173539558155; 'support': 20023}; '1': {'precision': 0.8126428027418127; 'recall': 0.33601007715320425; 'f1-score': 0.4754372284727638; 'support': 6351}; 'accuracy': 0.8214529460832638; 'macro avg': {'precision': 0.8175349772509805; 'recall': 0.6557191673285374; 'f1-score': 0.6839272912142896; 'support': 26374}; 'weighted avg': {'precision': 0.820071028281895; 'recall': 0.8214529460832638; 'f1-score': 0.7920063136531362; 'support': 26374}},{'0': {'precision': 0.8210486322188449; 'recall': 0.9712359550561798; 'f1-score': 0.8898497014618076; 'support': 2225}; '1': {'precision': 0.7859531772575251; 'recall': 0.3328611898016997; 'f1-score': 0.4676616915422886; 'support': 706}; 'accuracy': 0.817468440805186; 'macro avg': {'precision': 0.803500904738185; 'recall': 0.6520485724289398; 'f1-score': 0.6787556965020481; 'support': 2931}; 'weighted avg': {'precision': 0.812595069884252; 'recall': 0.817468440805186; 'f1-score': 0.7881558307681262; 'support': 2931}}
10,1,CNF,3,26374,2931,1,[26374; 26374],296,1034.703849,0.819857,5,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.8211269381066432; 'recall': 0.97597762573041; 'f1-score': 0.89188079047054; 'support': 20023}; '1': {'precision': 0.8132038834951456; 'recall': 0.3297118564005668; 'f1-score': 0.4691911270445889; 'support': 6351}; 'accuracy': 0.8203533783271404; 'macro avg': {'precision': 0.8171654108008943; 'recall': 0.6528447410654884; 'f1-score': 0.6805359587575645; 'support': 26374}; 'weighted avg': {'precision': 0.8192190242582462; 'recall': 0.8203533783271404; 'f1-score': 0.7900948629503226; 'support': 26374}},{'0': {'precision': 0.8200678989060732; 'recall': 0.9770786516853932; 'f1-score': 0.8917145200984413; 'support': 2225}; '1': {'precision': 0.8178571428571428; 'recall': 0.3243626062322946; 'f1-score': 0.4645030425963489; 'support': 706}; 'accuracy': 0.81985670419652; 'macro avg': {'precision': 0.818962520881608; 'recall': 0.6507206289588439; 'f1-score': 0.6781087813473952; 'support': 2931}; 'weighted avg': {'precision': 0.8195353865312712; 'recall': 0.81985670419652; 'f1-score': 0.7888106295776371; 'support': 2931}}
10,1,CNF,4,26374,2931,1,[26374; 26374],296,1017.056659,0.819857,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8223232705991327; 'recall': 0.9754282575038705; 'f1-score': 0.8923561931740303; 'support': 20023}; '1': {'precision': 0.8124285169653069; 'recall': 0.3355377105967564; 'f1-score': 0.47492756853131274; 'support': 6351}; 'accuracy': 0.8213391976946993; 'macro avg': {'precision': 0.8173758937822198; 'recall': 0.6554829840503135; 'f1-score': 0.6836418808526715; 'support': 26374}; 'weighted avg': {'precision': 0.8199405611000644; 'recall': 0.8213391976946993; 'f1-score': 0.79183715187935; 'support': 26374}},{'0': {'precision': 0.8207939508506616; 'recall': 0.9757303370786516; 'f1-score': 0.8915811088295688; 'support': 2225}; '1': {'precision': 0.8111888111888111; 'recall': 0.3286118980169972; 'f1-score': 0.46774193548387094; 'support': 706}; 'accuracy': 0.81985670419652; 'macro avg': {'precision': 0.8159913810197363; 'recall': 0.6521711175478244; 'f1-score': 0.6796615221567198; 'support': 2931}; 'weighted avg': {'precision': 0.8184803279911371; 'recall': 0.81985670419652; 'f1-score': 0.7894895167510758; 'support': 2931}}
10,1,CNF,5,26375,2930,1,[26375; 26375],296,1087.611737,0.819113,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8220941483320012; 'recall': 0.97597762573041; 'f1-score': 0.8924510206877655; 'support': 20023}; '1': {'precision': 0.815284178187404; 'recall': 0.3342254408060453; 'f1-score': 0.4740955783832068; 'support': 6352}; 'accuracy': 0.8214218009478673; 'macro avg': {'precision': 0.8186891632597026; 'recall': 0.6551015332682277; 'f1-score': 0.6832732995354862; 'support': 26375}; 'weighted avg': {'precision': 0.820454075143054; 'recall': 0.8214218009478673; 'f1-score': 0.7916967545448818; 'support': 26375}},{'0': {'precision': 0.8228571428571428; 'recall': 0.9707865168539326; 'f1-score': 0.8907216494845361; 'support': 2225}; '1': {'precision': 0.7868852459016393; 'recall': 0.3404255319148936; 'f1-score': 0.4752475247524752; 'support': 705}; 'accuracy': 0.8191126279863481; 'macro avg': {'precision': 0.8048711943793911; 'recall': 0.6556060243844131; 'f1-score': 0.6829845871185056; 'support': 2930}; 'weighted avg': {'precision': 0.8142017888115354; 'recall': 0.8191126279863481; 'f1-score': 0.7907526194722144; 'support': 2930}}
10,1,CNF,6,26375,2930,1,[26375; 26375],296,1041.595874,0.811945,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.823147601787069; 'recall': 0.9753783149378215; 'f1-score': 0.8928204073235959; 'support': 20023}; '1': {'precision': 0.8138920347300869; 'recall': 0.3394206549118388; 'f1-score': 0.47905788245750475; 'support': 6352}; 'accuracy': 0.822218009478673; 'macro avg': {'precision': 0.818519818258578; 'recall': 0.6573994849248301; 'f1-score': 0.6859391448905503; 'support': 26375}; 'weighted avg': {'precision': 0.8209185454099713; 'recall': 0.822218009478673; 'f1-score': 0.79317227242504; 'support': 26375}},{'0': {'precision': 0.8134831460674158; 'recall': 0.9761797752808988; 'f1-score': 0.8874361593462717; 'support': 2225}; '1': {'precision': 0.7961538461538461; 'recall': 0.2936170212765957; 'f1-score': 0.42901554404145076; 'support': 705}; 'accuracy': 0.8119453924914676; 'macro avg': {'precision': 0.8048184961106309; 'recall': 0.6348983982787473; 'f1-score': 0.6582258516938613; 'support': 2930}; 'weighted avg': {'precision': 0.8093134681018641; 'recall': 0.8119453924914676; 'f1-score': 0.7771335880869207; 'support': 2930}}
10,1,CNF,7,26375,2930,1,[26375; 26375],296,1016.032775,0.824573,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8220827894049775; 'recall': 0.9749787744094291; 'f1-score': 0.8920265021704364; 'support': 20023}; '1': {'precision': 0.8093607305936074; 'recall': 0.3348551637279597; 'f1-score': 0.47371937639198225; 'support': 6352}; 'accuracy': 0.8208151658767773; 'macro avg': {'precision': 0.8157217599992924; 'recall': 0.6549169690686945; 'f1-score': 0.6828729392812094; 'support': 26375}; 'weighted avg': {'precision': 0.8190188835255529; 'recall': 0.8208151658767773; 'f1-score': 0.7912838722957544; 'support': 26375}},{'0': {'precision': 0.8229520573801434; 'recall': 0.9797752808988764; 'f1-score': 0.8945424702503078; 'support': 2225}; '1': {'precision': 0.8398576512455516; 'recall': 0.3347517730496454; 'f1-score': 0.47870182555780927; 'support': 705}; 'accuracy': 0.8245733788395905; 'macro avg': {'precision': 0.8314048543128475; 'recall': 0.6572635269742609; 'f1-score': 0.6866221479040585; 'support': 2930}; 'weighted avg': {'precision': 0.8270197855969054; 'recall': 0.8245733788395905; 'f1-score': 0.7944852502816349; 'support': 2930}}
10,1,CNF,8,26375,2930,1,[26375; 26375],296,1105.087040,0.831399,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8214796734281626; 'recall': 0.9748302037554935; 'f1-score': 0.8916091901521034; 'support': 20024}; '1': {'precision': 0.8071182548794489; 'recall': 0.33207368918280583; 'f1-score': 0.4705488621151272; 'support': 6351}; 'accuracy': 0.8200568720379147; 'macro avg': {'precision': 0.8142989641538058; 'recall': 0.6534519464691496; 'f1-score': 0.6810790261336153; 'support': 26375}; 'weighted avg': {'precision': 0.8180214982925083; 'recall': 0.8200568720379147; 'f1-score': 0.7902194595980623; 'support': 26375}},{'0': {'precision': 0.8283978739559605; 'recall': 0.9811151079136691; 'f1-score': 0.8983120625771922; 'support': 2224}; '1': {'precision': 0.8581081081081081; 'recall': 0.3597733711048159; 'f1-score': 0.5069860279441119; 'support': 706}; 'accuracy': 0.8313993174061434; 'macro avg': {'precision': 0.8432529910320343; 'recall': 0.6704442395092425; 'f1-score': 0.702649045260652; 'support': 2930}; 'weighted avg': {'precision': 0.8355567221851128; 'recall': 0.8313993174061434; 'f1-score': 0.8040198508191871; 'support': 2930}}
10,1,CNF,9,26375,2930,1,[26375; 26375],296,1039.619688,0.818430,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8223578947368421; 'recall': 0.9753795445465442; 'f1-score': 0.8923561931740303; 'support': 20024}; '1': {'precision': 0.8121904761904762; 'recall': 0.3356951661155724; 'f1-score': 0.47504456327985745; 'support': 6351}; 'accuracy': 0.821345971563981; 'macro avg': {'precision': 0.8172741854636592; 'recall': 0.6555373553310583; 'f1-score': 0.6837003782269439; 'support': 26375}; 'weighted avg': {'precision': 0.8199096189003314; 'recall': 0.821345971563981; 'f1-score': 0.7918691349197026; 'support': 26375}},{'0': {'precision': 0.8224085365853658; 'recall': 0.9703237410071942; 'f1-score': 0.8902640264026402; 'support': 2224}; '1': {'precision': 0.7843137254901961; 'recall': 0.33994334277620397; 'f1-score': 0.4743083003952569; 'support': 706}; 'accuracy': 0.8184300341296928; 'macro avg': {'precision': 0.803361131037781; 'recall': 0.655133541891699; 'f1-score': 0.6822861633989485; 'support': 2930}; 'weighted avg': {'precision': 0.8132293773248914; 'recall': 0.8184300341296928; 'f1-score': 0.7900371518083698; 'support': 2930}}
10,1,DNF,0,26374,2931,1,[26374; 26374],296,1060.598513,0.807233,48,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 30 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.804431836868936; 'recall': 0.9772261898816361; 'f1-score': 0.8824497711231876; 'support': 20023}; '1': {'precision': 0.7775609756097561; 'recall': 0.2509840969925996; 'f1-score': 0.3794786334960124; 'support': 6351}; 'accuracy': 0.8023432168044285; 'macro avg': {'precision': 0.7909964062393461; 'recall': 0.6141051434371179; 'f1-score': 0.6309642023096; 'support': 26374}; 'weighted avg': {'precision': 0.7979611900251865; 'recall': 0.8023432168044285; 'f1-score': 0.7613316360253568; 'support': 26374}},{'0': {'precision': 0.80763528539659; 'recall': 0.9793258426966293; 'f1-score': 0.8852325817590898; 'support': 2225}; '1': {'precision': 0.8025751072961373; 'recall': 0.26487252124645894; 'f1-score': 0.3982960596379127; 'support': 706}; 'accuracy': 0.8072330262708973; 'macro avg': {'precision': 0.8051051963463637; 'recall': 0.6220991819715441; 'f1-score': 0.6417643206985013; 'support': 2931}; 'weighted avg': {'precision': 0.8064164229814008; 'recall': 0.8072330262708973; 'f1-score': 0.7679425153593794; 'support': 2931}}
10,1,DNF,1,26374,2931,1,[26374; 26374],296,1134.439007,0.807574,50,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8018883281784145; 'recall': 0.984068321430355; 'f1-score': 0.8836865119408005; 'support': 20023}; '1': {'precision': 0.8229744728079911; 'recall': 0.23350653440403085; 'f1-score': 0.363792469029805; 'support': 6351}; 'accuracy': 0.8033290361719876; 'macro avg': {'precision': 0.8124314004932027; 'recall': 0.608787427917193; 'f1-score': 0.6237394904853027; 'support': 26374}; 'weighted avg': {'precision': 0.8069659843755193; 'recall': 0.8033290361719876; 'f1-score': 0.7584932509061554; 'support': 26374}},{'0': {'precision': 0.8045471213788046; 'recall': 0.9860674157303371; 'f1-score': 0.8861066235864297; 'support': 2225}; '1': {'precision': 0.8480392156862745; 'recall': 0.24504249291784702; 'f1-score': 0.3802197802197802; 'support': 706}; 'accuracy': 0.8075742067553736; 'macro avg': {'precision': 0.8262931685325395; 'recall': 0.615554954324092; 'f1-score': 0.6331632019031049; 'support': 2931}; 'weighted avg': {'precision': 0.8150232109663427; 'recall': 0.8075742067553736; 'f1-score': 0.7642519284595601; 'support': 2931}}
10,1,DNF,2,26374,2931,1,[26374; 26374],296,1086.296197,0.806209,47,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 3 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8047533338787531; 'recall': 0.9825201018828348; 'f1-score': 0.8847961501270548; 'support': 20023}; '1': {'precision': 0.8184647302904564; 'recall': 0.24846480869154464; 'f1-score': 0.38120545959656965; 'support': 6351}; 'accuracy': 0.8057556684613635; 'macro avg': {'precision': 0.8116090320846048; 'recall': 0.6154924552871897; 'f1-score': 0.6330008048618122; 'support': 26374}; 'weighted avg': {'precision': 0.8080551113342292; 'recall': 0.8057556684613635; 'f1-score': 0.7635288233825673; 'support': 26374}},{'0': {'precision': 0.8053814964983413; 'recall': 0.9820224719101124; 'f1-score': 0.8849736735520454; 'support': 2225}; '1': {'precision': 0.8165137614678899; 'recall': 0.2521246458923513; 'f1-score': 0.38528138528138534; 'support': 706}; 'accuracy': 0.8062094848174685; 'macro avg': {'precision': 0.8109476289831157; 'recall': 0.6170735589012318; 'f1-score': 0.6351275294167154; 'support': 2931}; 'weighted avg': {'precision': 0.8080629632566154; 'recall': 0.8062094848174685; 'f1-score': 0.7646110821091637; 'support': 2931}}
10,1,DNF,3,26374,2931,1,[26374; 26374],296,1013.445582,0.794951,38,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8043362867992324; 'recall': 0.9838186086001098; 'f1-score': 0.8850698656602417; 'support': 20023}; '1': {'precision': 0.8279341476367499; 'recall': 0.2454731538340419; 'f1-score': 0.3786737915958222; 'support': 6351}; 'accuracy': 0.806021081368014; 'macro avg': {'precision': 0.8161352172179912; 'recall': 0.6146458812170759; 'f1-score': 0.6318718286280319; 'support': 26374}; 'weighted avg': {'precision': 0.8100187776682349; 'recall': 0.806021081368014; 'f1-score': 0.7631269875839877; 'support': 26374}},{'0': {'precision': 0.7980910425844346; 'recall': 0.9770786516853932; 'f1-score': 0.8785613255203071; 'support': 2225}; '1': {'precision': 0.7536231884057971; 'recall': 0.22096317280453256; 'f1-score': 0.3417305585980284; 'support': 706}; 'accuracy': 0.7949505288297509; 'macro avg': {'precision': 0.7758571154951159; 'recall': 0.5990209122449629; 'f1-score': 0.6101459420591677; 'support': 2931}; 'weighted avg': {'precision': 0.787379918377639; 'recall': 0.7949505288297509; 'f1-score': 0.749253061635241; 'support': 2931}}
10,1,DNF,4,26374,2931,1,[26374; 26374],296,1013.269817,0.793586,48,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 23 AND X13 != 24 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7977319504419065; 'recall': 0.9872147030914449; 'f1-score': 0.8824159635730549; 'support': 20023}; '1': {'precision': 0.8394984326018808; 'recall': 0.2108329396945363; 'f1-score': 0.33702491819783537; 'support': 6351}; 'accuracy': 0.8002578296807462; 'macro avg': {'precision': 0.8186151915218937; 'recall': 0.5990238213929906; 'f1-score': 0.6097204408854451; 'support': 26374}; 'weighted avg': {'precision': 0.8077895423201956; 'recall': 0.8002578296807462; 'f1-score': 0.7510828882269558; 'support': 26374}},{'0': {'precision': 0.7932657494569153; 'recall': 0.9847191011235955; 'f1-score': 0.8786845799077602; 'support': 2225}; '1': {'precision': 0.7988165680473372; 'recall': 0.19121813031161472; 'f1-score': 0.30857142857142855; 'support': 706}; 'accuracy': 0.7935858068918458; 'macro avg': {'precision': 0.7960411587521263; 'recall': 0.5879686157176052; 'f1-score': 0.5936280042395944; 'support': 2931}; 'weighted avg': {'precision': 0.794602794125915; 'recall': 0.7935858068918458; 'f1-score': 0.7413594741952217; 'support': 2931}}
