l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26373,2931,1,[26373; 26373],296,1047.090985,0.827363,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.821164199192463; 'recall': 0.9750786595415273; 'f1-score': 0.8915272038174388; 'support': 20023}; '1': {'precision': 0.8078552175587216; 'recall': 0.3303937007874016; 'f1-score': 0.46898401698893494; 'support': 6350}; 'accuracy': 0.8198536381905737; 'macro avg': {'precision': 0.8145097083755923; 'recall': 0.6527361801644644; 'f1-score': 0.6802556104031868; 'support': 26373}; 'weighted avg': {'precision': 0.8179597084870348; 'recall': 0.8198536381905737; 'f1-score': 0.7897887123162444; 'support': 26373}},{'0': {'precision': 0.8274285714285714; 'recall': 0.9761797752808988; 'f1-score': 0.8956701030927835; 'support': 2225}; '1': {'precision': 0.826797385620915; 'recall': 0.358356940509915; 'f1-score': 0.5; 'support': 706}; 'accuracy': 0.8273626748549983; 'macro avg': {'precision': 0.8271129785247432; 'recall': 0.667268357895407; 'f1-score': 0.6978350515463918; 'support': 2931}; 'weighted avg': {'precision': 0.8272765355431381; 'recall': 0.8273626748549983; 'f1-score': 0.8003636913618025; 'support': 2931}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'DNF', 'real_partition_size': [26374, 26374], 'n_partitions': 1}, (mean val acc cv) 0.769722 (+- 0.024524), (mean training time) 1030.056882 (+- 13.700638)
l: 10,1,CNF,0,26373,2931,1,[26373; 26373],296,1028.158917,0.825998,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8198968683184505; 'recall': 0.9767267642211457; 'f1-score': 0.8914668611541618; 'support': 20023}; '1': {'precision': 0.8150793650793651; 'recall': 0.32346456692913383; 'f1-score': 0.4631341600901916; 'support': 6350}; 'accuracy': 0.8194365449512759; 'macro avg': {'precision': 0.8174881166989079; 'recall': 0.6500956655751398; 'f1-score': 0.6773005106221768; 'support': 26373}; 'weighted avg': {'precision': 0.8187369265003718; 'recall': 0.8194365449512759; 'f1-score': 0.7883343903788913; 'support': 26373}},{'0': {'precision': 0.825674135966578; 'recall': 0.9770786516853932; 'f1-score': 0.8950185261424455; 'support': 2225}; '1': {'precision': 0.8288590604026845; 'recall': 0.34985835694050993; 'f1-score': 0.49203187250996017; 'support': 706}; 'accuracy': 0.8259979529170931; 'macro avg': {'precision': 0.8272665981846312; 'recall': 0.6634685043129516; 'f1-score': 0.6935251993262028; 'support': 2931}; 'weighted avg': {'precision': 0.8264412996144425; 'recall': 0.8259979529170931; 'f1-score': 0.7979497518454362; 'support': 2931}}
l: 10,1,CNF,1,26373,2931,1,[26373; 26373],296,1046.477916,0.815080,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8223008253326596; 'recall': 0.9752784298057234; 'f1-score': 0.8922802768956615; 'support': 20023}; '1': {'precision': 0.8114285714285714; 'recall': 0.3354330708661417; 'f1-score': 0.47465181058495826; 'support': 6350}; 'accuracy': 0.8212186706100937; 'macro avg': {'precision': 0.8168646983806155; 'recall': 0.6553557503359326; 'f1-score': 0.6834660437403098; 'support': 26373}; 'weighted avg': {'precision': 0.8196830415275953; 'recall': 0.8212186706100937; 'f1-score': 0.791725134853688; 'support': 26373}},{'0': {'precision': 0.817188088955899; 'recall': 0.9743820224719101; 'f1-score': 0.8888888888888888; 'support': 2225}; '1': {'precision': 0.7949640287769785; 'recall': 0.3130311614730878; 'f1-score': 0.4491869918699187; 'support': 706}; 'accuracy': 0.815080177413852; 'macro avg': {'precision': 0.8060760588664387; 'recall': 0.6437065919724989; 'f1-score': 0.6690379403794038; 'support': 2931}; 'weighted avg': {'precision': 0.8118349035289737; 'recall': 0.815080177413852; 'f1-score': 0.7829763882763359; 'support': 2931}}
l: 10,1,CNF,2,26373,2931,1,[26373; 26373],296,1016.814481,0.819857,6,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 41],{'0': {'precision': 0.8205709487825357; 'recall': 0.9761773959946062; 'f1-score': 0.891636065050293; 'support': 20023}; '1': {'precision': 0.8131609870740305; 'recall': 0.3269291338582677; 'f1-score': 0.46635965404919694; 'support': 6350}; 'accuracy': 0.8198536381905737; 'macro avg': {'precision': 0.816865967928283; 'recall': 0.651553264926437; 'f1-score': 0.678997859549745; 'support': 26373}; 'weighted avg': {'precision': 0.8187868037535663; 'recall': 0.8198536381905737; 'f1-score': 0.7892394772575898; 'support': 26373}},{'0': {'precision': 0.822011385199241; 'recall': 0.9734831460674157; 'f1-score': 0.8913580246913582; 'support': 2225}; '1': {'precision': 0.8006756756756757; 'recall': 0.3356940509915014; 'f1-score': 0.47305389221556887; 'support': 706}; 'accuracy': 0.81985670419652; 'macro avg': {'precision': 0.8113435304374583; 'recall': 0.6545885985294586; 'f1-score': 0.6822059584534635; 'support': 2931}; 'weighted avg': {'precision': 0.8168721798346429; 'recall': 0.81985670419652; 'f1-score': 0.7905996768483329; 'support': 2931}}
l: 10,1,CNF,3,26373,2931,1,[26373; 26373],296,1025.861514,0.825657,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.821309889370294; 'recall': 0.9751286021075762; 'f1-score': 0.8916339391725272; 'support': 20023}; '1': {'precision': 0.8084615384615385; 'recall': 0.3310236220472441; 'f1-score': 0.46972067039106147; 'support': 6350}; 'accuracy': 0.8200432260266182; 'macro avg': {'precision': 0.8148857139159162; 'recall': 0.6530761120774102; 'f1-score': 0.6806773047817943; 'support': 26373}; 'weighted avg': {'precision': 0.8182163077424702; 'recall': 0.8200432260266182; 'f1-score': 0.7900471171666005; 'support': 26373}},{'0': {'precision': 0.826103500761035; 'recall': 0.9757303370786516; 'f1-score': 0.8947043066144652; 'support': 2225}; '1': {'precision': 0.8217821782178217; 'recall': 0.3526912181303116; 'f1-score': 0.49355797819623387; 'support': 706}; 'accuracy': 0.8256567724326168; 'macro avg': {'precision': 0.8239428394894284; 'recall': 0.6642107776044817; 'f1-score': 0.6941311424053496; 'support': 2931}; 'weighted avg': {'precision': 0.8250626090123114; 'recall': 0.8256567724326168; 'f1-score': 0.7980788177494801; 'support': 2931}}
l: 10,1,CNF,4,26374,2930,1,[26374; 26374],296,1070.226454,0.821843,5,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8218001095059596; 'recall': 0.9744793487489387; 'f1-score': 0.8916510533290682; 'support': 20023}; '1': {'precision': 0.8057772709996199; 'recall': 0.33380569988978115; 'f1-score': 0.47205522155421953; 'support': 6351}; 'accuracy': 0.8202017138090544; 'macro avg': {'precision': 0.8137886902527898; 'recall': 0.6541425243193599; 'f1-score': 0.6818531374416439; 'support': 26374}; 'weighted avg': {'precision': 0.8179417244542511; 'recall': 0.8202017138090544; 'f1-score': 0.7906101369871382; 'support': 26374}},{'0': {'precision': 0.8231499051233396; 'recall': 0.9748314606741573; 'f1-score': 0.8925925925925926; 'support': 2225}; '1': {'precision': 0.8101694915254237; 'recall': 0.33900709219858155; 'f1-score': 0.478; 'support': 705}; 'accuracy': 0.8218430034129692; 'macro avg': {'precision': 0.8166596983243817; 'recall': 0.6569192764363694; 'f1-score': 0.6852962962962963; 'support': 2930}; 'weighted avg': {'precision': 0.820026631544319; 'recall': 0.8218430034129692; 'f1-score': 0.7928356718493237; 'support': 2930}}
l: 10,1,CNF,5,26374,2930,1,[26374; 26374],296,1071.755021,0.821502,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8216163910976482; 'recall': 0.9753283723717725; 'f1-score': 0.8918980635732554; 'support': 20023}; '1': {'precision': 0.8103646833013436; 'recall': 0.3323886002204377; 'f1-score': 0.4714158106297454; 'support': 6351}; 'accuracy': 0.8205050428452264; 'macro avg': {'precision': 0.8159905371994959; 'recall': 0.6538584862961051; 'f1-score': 0.6816569371015004; 'support': 26374}; 'weighted avg': {'precision': 0.8189069197920317; 'recall': 0.8205050428452264; 'f1-score': 0.7906436922816716; 'support': 26374}},{'0': {'precision': 0.8233282674772037; 'recall': 0.9739325842696629; 'f1-score': 0.8923203623635989; 'support': 2225}; '1': {'precision': 0.8053691275167785; 'recall': 0.3404255319148936; 'f1-score': 0.47856430707876363; 'support': 705}; 'accuracy': 0.8215017064846416; 'macro avg': {'precision': 0.8143486974969911; 'recall': 0.6571790580922783; 'f1-score': 0.6854423347211813; 'support': 2930}; 'weighted avg': {'precision': 0.8190070409679546; 'recall': 0.8215017064846416; 'f1-score': 0.7927647244878961; 'support': 2930}}
l: 10,1,CNF,6,26374,2930,1,[26374; 26374],296,1105.534119,0.817747,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8223271102869906; 'recall': 0.9745292913149878; 'f1-score': 0.8919820808191625; 'support': 20023}; '1': {'precision': 0.8071833648393195; 'recall': 0.33616753267202015; 'f1-score': 0.47465540240106713; 'support': 6351}; 'accuracy': 0.8208083718813983; 'macro avg': {'precision': 0.814755237563155; 'recall': 0.655348411993504; 'f1-score': 0.6833187416101149; 'support': 26374}; 'weighted avg': {'precision': 0.8186804155369276; 'recall': 0.8208083718813983; 'f1-score': 0.7914875887196204; 'support': 26374}},{'0': {'precision': 0.8186958160572936; 'recall': 0.9761797752808988; 'f1-score': 0.8905289052890528; 'support': 2225}; '1': {'precision': 0.8086642599277978; 'recall': 0.3177304964539007; 'f1-score': 0.4562118126272912; 'support': 705}; 'accuracy': 0.8177474402730376; 'macro avg': {'precision': 0.8136800379925457; 'recall': 0.6469551358673997; 'f1-score': 0.673370358958172; 'support': 2930}; 'weighted avg': {'precision': 0.8162820798554865; 'recall': 0.8177474402730376; 'f1-score': 0.7860259870888678; 'support': 2930}}
l: 10,1,CNF,7,26374,2930,1,[26374; 26374],296,1021.114146,0.818430,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8221988205560236; 'recall': 0.9748289467112821; 'f1-score': 0.8920320818956652; 'support': 20023}; '1': {'precision': 0.8086560364464692; 'recall': 0.3353802550779405; 'f1-score': 0.47412353923205347; 'support': 6351}; 'accuracy': 0.8208462880109199; 'macro avg': {'precision': 0.8154274285012464; 'recall': 0.6551046008946113; 'f1-score': 0.6830778105638593; 'support': 26374}; 'weighted avg': {'precision': 0.8189376458430571; 'recall': 0.8208462880109199; 'f1-score': 0.7913974737794676; 'support': 26374}},{'0': {'precision': 0.8181134911687336; 'recall': 0.9784269662921349; 'f1-score': 0.8911174785100286; 'support': 2225}; '1': {'precision': 0.8215613382899628; 'recall': 0.31347517730496455; 'f1-score': 0.4537987679671458; 'support': 705}; 'accuracy': 0.8184300341296928; 'macro avg': {'precision': 0.8198374147293481; 'recall': 0.6459510717985497; 'f1-score': 0.6724581232385872; 'support': 2930}; 'weighted avg': {'precision': 0.8189430926091659; 'recall': 0.8184300341296928; 'f1-score': 0.7858923280210415; 'support': 2930}}
l: 10,1,CNF,8,26374,2930,1,[26374; 26374],296,1032.612635,0.820478,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8216193480546793; 'recall': 0.9755293647622852; 'f1-score': 0.89198383524738; 'support': 20024}; '1': {'precision': 0.8114659484417084; 'recall': 0.3321259842519685; 'f1-score': 0.47133757961783446; 'support': 6350}; 'accuracy': 0.8206187912337909; 'macro avg': {'precision': 0.8165426482481939; 'recall': 0.6538276745071269; 'f1-score': 0.6816607074326072; 'support': 26374}; 'weighted avg': {'precision': 0.8191747402006425; 'recall': 0.8206187912337909; 'f1-score': 0.7907059205113667; 'support': 26374}},{'0': {'precision': 0.8233054074638233; 'recall': 0.9721223021582733; 'f1-score': 0.8915463917525773; 'support': 2224}; '1': {'precision': 0.7960526315789473; 'recall': 0.34277620396600567; 'f1-score': 0.47920792079207924; 'support': 706}; 'accuracy': 0.8204778156996587; 'macro avg': {'precision': 0.8096790195213853; 'recall': 0.6574492530621395; 'f1-score': 0.6853771562723283; 'support': 2930}; 'weighted avg': {'precision': 0.8167386976430989; 'recall': 0.8204778156996587; 'f1-score': 0.7921911151320615; 'support': 2930}}
l: 10,1,CNF,9,26374,2930,1,[26374; 26374],296,1086.698955,0.815358,4,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.822414156309248; 'recall': 0.9748302037554935; 'f1-score': 0.8921593272241138; 'support': 20024}; '1': {'precision': 0.8090185676392573; 'recall': 0.3362204724409449; 'f1-score': 0.47502503059294693; 'support': 6350}; 'accuracy': 0.8210737847880488; 'macro avg': {'precision': 0.8157163619742527; 'recall': 0.6555253380982191; 'f1-score': 0.6835921789085304; 'support': 26374}; 'weighted avg': {'precision': 0.8191889349528196; 'recall': 0.8210737847880488; 'f1-score': 0.7917269778039309; 'support': 26374}},{'0': {'precision': 0.8179070646014356; 'recall': 0.9734712230215827; 'f1-score': 0.8889345103674811; 'support': 2224}; '1': {'precision': 0.7915194346289752; 'recall': 0.31728045325779036; 'f1-score': 0.4529828109201213; 'support': 706}; 'accuracy': 0.8153583617747441; 'macro avg': {'precision': 0.8047132496152054; 'recall': 0.6453758381396866; 'f1-score': 0.6709586606438012; 'support': 2930}; 'weighted avg': {'precision': 0.8115488165602899; 'recall': 0.8153583617747441; 'f1-score': 0.783889493367537; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26374, 26374], 'n_partitions': 1}, (mean val acc cv) 0.820195 (+- 0.003561), (mean training time) 1050.525416 (+- 29.360820)
l: 10,1,DNF,0,26373,2931,1,[26373; 26373],296,1039.093330,0.808939,44,[X0 >= 29.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 == 4 AND X9 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8024706457925636; 'recall': 0.9830195275433252; 'f1-score': 0.8836165293708335; 'support': 20023}; '1': {'precision': 0.8157181571815718; 'recall': 0.23700787401574802; 'f1-score': 0.3672971323978035; 'support': 6350}; 'accuracy': 0.8033974140219163; 'macro avg': {'precision': 0.8090944014870677; 'recall': 0.6100137007795366; 'f1-score': 0.6254568308843185; 'support': 26373}; 'weighted avg': {'precision': 0.8056603359044281; 'recall': 0.8033974140219163; 'f1-score': 0.7592989253523773; 'support': 26373}},{'0': {'precision': 0.8037212696096315; 'recall': 0.9901123595505618; 'f1-score': 0.887233185662505; 'support': 2225}; '1': {'precision': 0.8842105263157894; 'recall': 0.23796033994334279; 'f1-score': 0.375; 'support': 706}; 'accuracy': 0.8089389286932788; 'macro avg': {'precision': 0.8439658979627105; 'recall': 0.6140363497469523; 'f1-score': 0.6311165928312525; 'support': 2931}; 'weighted avg': {'precision': 0.8231089923099206; 'recall': 0.8089389286932788; 'f1-score': 0.7638498253493939; 'support': 2931}}
l: 10,1,DNF,1,26373,2931,1,[26373; 26373],296,1069.132304,0.794951,41,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 1 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 12 AND X13 != 20 AND X13 != 22 AND X13 != 24 AND X13 != 30 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.7985062510147751; 'recall': 0.9824701593167857; 'f1-score': 0.8809870350881122; 'support': 20023}; '1': {'precision': 0.7979274611398963; 'recall': 0.21826771653543306; 'f1-score': 0.34277235068628664; 'support': 6350}; 'accuracy': 0.7984681302847609; 'macro avg': {'precision': 0.7982168560773357; 'recall': 0.6003689379261093; 'f1-score': 0.6118796928871995; 'support': 26373}; 'weighted avg': {'precision': 0.7983668919844987; 'recall': 0.7984681302847609; 'f1-score': 0.7513975592623968; 'support': 26373}},{'0': {'precision': 0.7961342086068564; 'recall': 0.981123595505618; 'f1-score': 0.8790014093013891; 'support': 2225}; '1': {'precision': 0.7777777777777778; 'recall': 0.20821529745042494; 'f1-score': 0.3284916201117319; 'support': 706}; 'accuracy': 0.7949505288297509; 'macro avg': {'precision': 0.7869559931923171; 'recall': 0.5946694464780214; 'f1-score': 0.6037465147065605; 'support': 2931}; 'weighted avg': {'precision': 0.7917126322966108; 'recall': 0.7949505288297509; 'f1-score': 0.7463982325126146; 'support': 2931}}
l: 10,1,DNF,2,26373,2931,1,[26373; 26373],296,1075.597632,0.797680,39,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 == 4 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 20 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.795815731241199; 'recall': 0.9878639564500824; 'f1-score': 0.8815009581532154; 'support': 20023}; '1': {'precision': 0.8399209486166008; 'recall': 0.20078740157480315; 'f1-score': 0.3240976105744789; 'support': 6350}; 'accuracy': 0.7983543775831342; 'macro avg': {'precision': 0.8178683399289; 'recall': 0.5943256790124428; 'f1-score': 0.6027992843638471; 'support': 26373}; 'weighted avg': {'precision': 0.8064352333961985; 'recall': 0.7983543775831342; 'f1-score': 0.7472913021745639; 'support': 26373}},{'0': {'precision': 0.7967272727272727; 'recall': 0.9847191011235955; 'f1-score': 0.8808040201005025; 'support': 2225}; '1': {'precision': 0.8121546961325967; 'recall': 0.20821529745042494; 'f1-score': 0.33145434047350625; 'support': 706}; 'accuracy': 0.7976799727055612; 'macro avg': {'precision': 0.8044409844299347; 'recall': 0.5964671992870102; 'f1-score': 0.6061291802870044; 'support': 2931}; 'weighted avg': {'precision': 0.8004433289961771; 'recall': 0.7976799727055612; 'f1-score': 0.7484802828720278; 'support': 2931}}
l: 10,1,DNF,3,26373,2931,1,[26373; 26373],296,1012.748369,0.801774,35,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 == 4 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8037646482381283; 'recall': 0.9831194126754232; 'f1-score': 0.8844408500696409; 'support': 20023}; '1': {'precision': 0.820403825717322; 'recall': 0.2431496062992126; 'f1-score': 0.3751214771622935; 'support': 6350}; 'accuracy': 0.8049520342774807; 'macro avg': {'precision': 0.8120842369777251; 'recall': 0.613134509487318; 'f1-score': 0.6297811636159671; 'support': 26373}; 'weighted avg': {'precision': 0.8077709720159648; 'recall': 0.8049520342774807; 'f1-score': 0.761808687708072; 'support': 26373}},{'0': {'precision': 0.801762114537445; 'recall': 0.9815730337078652; 'f1-score': 0.8826025459688827; 'support': 2225}; '1': {'precision': 0.8019323671497585; 'recall': 0.23512747875354106; 'f1-score': 0.3636363636363636; 'support': 706}; 'accuracy': 0.8017741385192767; 'macro avg': {'precision': 0.8018472408436017; 'recall': 0.6083502562307032; 'f1-score': 0.6231194548026231; 'support': 2931}; 'weighted avg': {'precision': 0.8018031238667842; 'recall': 0.8017741385192767; 'f1-score': 0.7575973857072796; 'support': 2931}}
l: 10,1,DNF,4,26374,2930,1,[26374; 26374],296,1096.172660,0.806143,40,[X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 == 4 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 23 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8039624183006536; 'recall': 0.9829196424112271; 'f1-score': 0.8844796979978878; 'support': 20023}; '1': {'precision': 0.8194297782470961; 'recall': 0.24437096520233034; 'f1-score': 0.3764705882352941; 'support': 6351}; 'accuracy': 0.8050731781299765; 'macro avg': {'precision': 0.8116960982738748; 'recall': 0.6136453038067787; 'f1-score': 0.6304751431165909; 'support': 26374}; 'weighted avg': {'precision': 0.8076870411496662; 'recall': 0.8050731781299765; 'f1-score': 0.7621483923141753; 'support': 26374}},{'0': {'precision': 0.804707613093049; 'recall': 0.983370786516854; 'f1-score': 0.8851132686084141; 'support': 2225}; '1': {'precision': 0.8246445497630331; 'recall': 0.24680851063829787; 'f1-score': 0.37991266375545846; 'support': 705}; 'accuracy': 0.8061433447098976; 'macro avg': {'precision': 0.814676081428041; 'recall': 0.6150896485775759; 'f1-score': 0.6325129661819363; 'support': 2930}; 'weighted avg': {'precision': 0.8095047258412875; 'recall': 0.8061433447098976; 'f1-score': 0.7635547612973788; 'support': 2930}}
l: 10,1,DNF,5,26374,2930,1,[26374; 26374],296,1015.493818,0.799659,48,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.8001216791725816; 'recall': 0.9852170004494831; 'f1-score': 0.8830744437978423; 'support': 20023}; '1': {'precision': 0.8278068644560791; 'recall': 0.22405920327507478; 'f1-score': 0.35266418835192065; 'support': 6351}; 'accuracy': 0.8019261393796921; 'macro avg': {'precision': 0.8139642718143303; 'recall': 0.604638101862279; 'f1-score': 0.6178693160748815; 'support': 26374}; 'weighted avg': {'precision': 0.8067884195887298; 'recall': 0.8019261393796921; 'f1-score': 0.7553488226430289; 'support': 26374}},{'0': {'precision': 0.7978181818181819; 'recall': 0.9860674157303371; 'f1-score': 0.8820100502512563; 'support': 2225}; '1': {'precision': 0.8277777777777777; 'recall': 0.21134751773049645; 'f1-score': 0.3367231638418079; 'support': 705}; 'accuracy': 0.7996587030716723; 'macro avg': {'precision': 0.8127979797979799; 'recall': 0.5987074667304167; 'f1-score': 0.6093666070465321; 'support': 2930}; 'weighted avg': {'precision': 0.8050268900610198; 'recall': 0.7996587030716723; 'f1-score': 0.7508062089820888; 'support': 2930}}
l: 10,1,DNF,6,26374,2930,1,[26374; 26374],296,1023.769903,0.797270,39,[X0 < 61.500000 AND X0 >= 35.500000 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7979075779608984; 'recall': 0.9865155071667582; 'f1-score': 0.8822439089751892; 'support': 20023}; '1': {'precision': 0.8331273176761433; 'recall': 0.2122500393638797; 'f1-score': 0.3383109549504329; 'support': 6351}; 'accuracy': 0.8000682490331387; 'macro avg': {'precision': 0.8155174478185209; 'recall': 0.599382773265319; 'f1-score': 0.610277431962811; 'support': 26374}; 'weighted avg': {'precision': 0.8063886793081162; 'recall': 0.8000682490331387; 'f1-score': 0.7512619498104351; 'support': 26374}},{'0': {'precision': 0.7953639985512495; 'recall': 0.9869662921348314; 'f1-score': 0.8808664259927798; 'support': 2225}; '1': {'precision': 0.8284023668639053; 'recall': 0.19858156028368795; 'f1-score': 0.3203661327231121; 'support': 705}; 'accuracy': 0.7972696245733788; 'macro avg': {'precision': 0.8118831827075774; 'recall': 0.5927739262092597; 'f1-score': 0.6006162793579459; 'support': 2930}; 'weighted avg': {'precision': 0.8033135035548067; 'recall': 0.7972696245733788; 'f1-score': 0.746002020956904; 'support': 2930}}
