l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1074.953578,0.827021,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8213428751841717; 'recall': 0.9744294061828896; 'f1-score': 0.8913609575585911; 'support': 20023}; '1': {'precision': 0.8045055364642993; 'recall': 0.331758778145174; 'f1-score': 0.4697881828316611; 'support': 6351}; 'accuracy': 0.8196708879957534; 'macro avg': {'precision': 0.8129242058242355; 'recall': 0.6530940921640318; 'f1-score': 0.6805745701951261; 'support': 26374}; 'weighted avg': {'precision': 0.8172883541327608; 'recall': 0.8196708879957534; 'f1-score': 0.7898439827997099; 'support': 26374}},{'0': {'precision': 0.8273628048780488; 'recall': 0.9757303370786516; 'f1-score': 0.8954423592493298; 'support': 2225}; '1': {'precision': 0.8241042345276873; 'recall': 0.358356940509915; 'f1-score': 0.4995064165844027; 'support': 706}; 'accuracy': 0.827021494370522; 'macro avg': {'precision': 0.8257335197028681; 'recall': 0.6670436387942833; 'f1-score': 0.6974743879168662; 'support': 2931}; 'weighted avg': {'precision': 0.8265779018867984; 'recall': 0.827021494370522; 'f1-score': 0.8000719138308929; 'support': 2931}}
l: 10,1,CNF,3,26374,2931,1,[26374; 26374],296,1061.077388,0.817468,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8207420465038193; 'recall': 0.9766268790890476; 'f1-score': 0.8919245592829939; 'support': 20023}; '1': {'precision': 0.8163265306122449; 'recall': 0.32750747913714373; 'f1-score': 0.46746825486009663; 'support': 6351}; 'accuracy': 0.8203154621976189; 'macro avg': {'precision': 0.8185342885580321; 'recall': 0.6520671791130956; 'f1-score': 0.6796964070715452; 'support': 26374}; 'weighted avg': {'precision': 0.8196787667044947; 'recall': 0.8203154621976189; 'f1-score': 0.789713215179338; 'support': 26374}},{'0': {'precision': 0.8208048595292331; 'recall': 0.971685393258427; 'f1-score': 0.8898950401317144; 'support': 2225}; '1': {'precision': 0.7878787878787878; 'recall': 0.3314447592067989; 'f1-score': 0.4666001994017947; 'support': 706}; 'accuracy': 0.817468440805186; 'macro avg': {'precision': 0.8043418237040105; 'recall': 0.651565076232613; 'f1-score': 0.6782476197667545; 'support': 2931}; 'weighted avg': {'precision': 0.8128738439764476; 'recall': 0.817468440805186; 'f1-score': 0.7879345633131121; 'support': 2931}}
l: 10,1,CNF,4,26374,2931,1,[26374; 26374],296,1096.854556,0.822927,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8219749652294854; 'recall': 0.9740298656544973; 'f1-score': 0.8915657142857143; 'support': 20023}; '1': {'precision': 0.803551190026445; 'recall': 0.33490788852149267; 'f1-score': 0.47277172705045567; 'support': 6351}; 'accuracy': 0.8201258815500114; 'macro avg': {'precision': 0.8127630776279653; 'recall': 0.654468877087995; 'f1-score': 0.682168720668085; 'support': 26374}; 'weighted avg': {'precision': 0.8175384218035923; 'recall': 0.8201258815500114; 'f1-score': 0.7907178863896376; 'support': 26374}},{'0': {'precision': 0.8216440422322775; 'recall': 0.9793258426966293; 'f1-score': 0.8935821201558334; 'support': 2225}; '1': {'precision': 0.8351254480286738; 'recall': 0.330028328611898; 'f1-score': 0.4730964467005076; 'support': 706}; 'accuracy': 0.8229273285568065; 'macro avg': {'precision': 0.8283847451304757; 'recall': 0.6546770856542636; 'f1-score': 0.6833392834281705; 'support': 2931}; 'weighted avg': {'precision': 0.8248913545803688; 'recall': 0.8229273285568065; 'f1-score': 0.792298297071746; 'support': 2931}}
l: 10,1,CNF,5,26375,2930,1,[26375; 26375],296,1039.960423,0.821843,5,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 17],{'0': {'precision': 0.8222165970552251; 'recall': 0.9733306697298107; 'f1-score': 0.8914147189315281; 'support': 20023}; '1': {'precision': 0.8001497005988024; 'recall': 0.3365869017632242; 'f1-score': 0.4738475177304965; 'support': 6352}; 'accuracy': 0.8199810426540285; 'macro avg': {'precision': 0.8111831488270138; 'recall': 0.6549587857465174; 'f1-score': 0.6826311183310123; 'support': 26375}; 'weighted avg': {'precision': 0.8169021353948954; 'recall': 0.8199810426540285; 'f1-score': 0.7908502881437005; 'support': 26375}},{'0': {'precision': 0.8202331703647988; 'recall': 0.9802247191011236; 'f1-score': 0.8931203931203932; 'support': 2225}; '1': {'precision': 0.8376383763837638; 'recall': 0.3219858156028369; 'f1-score': 0.46516393442622944; 'support': 705}; 'accuracy': 0.8218430034129692; 'macro avg': {'precision': 0.8289357733742813; 'recall': 0.6511052673519803; 'f1-score': 0.6791421637733113; 'support': 2930}; 'weighted avg': {'precision': 0.8244211124273826; 'recall': 0.8218430034129692; 'f1-score': 0.7901479346291354; 'support': 2930}}
l: 10,1,CNF,6,26375,2930,1,[26375; 26375],296,1024.229594,0.818089,4,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8221707060063225; 'recall': 0.9741796933526444; 'f1-score': 0.891743622565603; 'support': 20023}; '1': {'precision': 0.8049056603773584; 'recall': 0.33579974811083124; 'f1-score': 0.4738946900688736; 'support': 6352}; 'accuracy': 0.820436018957346; 'macro avg': {'precision': 0.8135381831918405; 'recall': 0.6549897207317379; 'f1-score': 0.6828191563172383; 'support': 26375}; 'weighted avg': {'precision': 0.8180126938798702; 'recall': 0.820436018957346; 'f1-score': 0.7911113412681916; 'support': 26375}},{'0': {'precision': 0.8211845102505695; 'recall': 0.9721348314606741; 'f1-score': 0.8903066474583248; 'support': 2225}; '1': {'precision': 0.7905405405405406; 'recall': 0.33191489361702126; 'f1-score': 0.46753246753246747; 'support': 705}; 'accuracy': 0.8180887372013652; 'macro avg': {'precision': 0.805862525395555; 'recall': 0.6520248625388477; 'f1-score': 0.6789195574953961; 'support': 2930}; 'weighted avg': {'precision': 0.8138111318732417; 'recall': 0.8180887372013652; 'f1-score': 0.7885811195239463; 'support': 2930}}
l: 10,1,CNF,7,26375,2930,1,[26375; 26375],296,1014.837358,0.814676,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8221819866099626; 'recall': 0.9751785446736253; 'f1-score': 0.8921685095494837; 'support': 20023}; '1': {'precision': 0.8107387661843107; 'recall': 0.33517002518891686; 'f1-score': 0.4742704388505235; 'support': 6352}; 'accuracy': 0.821042654028436; 'macro avg': {'precision': 0.8164603763971366; 'recall': 0.6551742849312711; 'f1-score': 0.6832194742000036; 'support': 26375}; 'weighted avg': {'precision': 0.819426068651906; 'recall': 0.821042654028436; 'f1-score': 0.7915243940962212; 'support': 26375}},{'0': {'precision': 0.8197718631178708; 'recall': 0.9689887640449438; 'f1-score': 0.8881565396498456; 'support': 2225}; '1': {'precision': 0.77; 'recall': 0.3276595744680851; 'f1-score': 0.4597014925373134; 'support': 705}; 'accuracy': 0.8146757679180887; 'macro avg': {'precision': 0.7948859315589354; 'recall': 0.6483241692565145; 'f1-score': 0.6739290160935796; 'support': 2930}; 'weighted avg': {'precision': 0.8077960393983831; 'recall': 0.8146757679180887; 'f1-score': 0.7850641136381272; 'support': 2930}}
l: 10,1,CNF,8,26375,2930,1,[26375; 26375],296,1024.772428,0.827645,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8200394411110645; 'recall': 0.9760287654814223; 'f1-score': 0.89126023211802; 'support': 20024}; '1': {'precision': 0.8111723052714398; 'recall': 0.32467327979845695; 'f1-score': 0.46373552232092663; 'support': 6351}; 'accuracy': 0.8191848341232227; 'macro avg': {'precision': 0.8156058731912521; 'recall': 0.6503510226399396; 'f1-score': 0.6774978772194733; 'support': 26375}; 'weighted avg': {'precision': 0.8179042684203554; 'recall': 0.8191848341232227; 'f1-score': 0.7883139029456468; 'support': 26375}},{'0': {'precision': 0.8271792919680243; 'recall': 0.977068345323741; 'f1-score': 0.8958977530406101; 'support': 2224}; '1': {'precision': 0.8316831683168316; 'recall': 0.35694050991501414; 'f1-score': 0.49950445986124875; 'support': 706}; 'accuracy': 0.8276450511945392; 'macro avg': {'precision': 0.829431230142428; 'recall': 0.6670044276193776; 'f1-score': 0.6977011064509294; 'support': 2930}; 'weighted avg': {'precision': 0.8282645263373956; 'recall': 0.8276450511945392; 'f1-score': 0.8003845568001224; 'support': 2930}}
l: 10,1,CNF,9,26375,2930,1,[26375; 26375],296,1030.842885,0.812628,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.822533074913626; 'recall': 0.9749300838993208; 'f1-score': 0.8922711275652452; 'support': 20024}; '1': {'precision': 0.8099204846648996; 'recall': 0.3367973547472839; 'f1-score': 0.4757562277580071; 'support': 6351}; 'accuracy': 0.8212701421800948; 'macro avg': {'precision': 0.8162267797892628; 'recall': 0.6558637193233023; 'f1-score': 0.6840136776616261; 'support': 26375}; 'weighted avg': {'precision': 0.8194960110019801; 'recall': 0.8212701421800948; 'f1-score': 0.7919759188950738; 'support': 26375}},{'0': {'precision': 0.8166351606805293; 'recall': 0.9712230215827338; 'f1-score': 0.8872458410351202; 'support': 2224}; '1': {'precision': 0.775438596491228; 'recall': 0.3130311614730878; 'f1-score': 0.4460141271442986; 'support': 706}; 'accuracy': 0.8126279863481228; 'macro avg': {'precision': 0.7960368785858787; 'recall': 0.6421270915279108; 'f1-score': 0.6666299840897094; 'support': 2930}; 'weighted avg': {'precision': 0.8067086165448137; 'recall': 0.8126279863481228; 'f1-score': 0.7809285748211543; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.820269 (+- 0.005796), (mean training time) 1037.638681 (+- 23.683391)
l: 10,1,DNF,0,26374,2931,1,[26374; 26374],296,1186.574262,0.799386,38,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X7 == 0 AND X8 == 4 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8002194943500528; 'recall': 0.9832192978075214; 'f1-score': 0.8823305322128852; 'support': 20023}; '1': {'precision': 0.8103837471783296; 'recall': 0.22610612501968194; 'f1-score': 0.35356395420411174; 'support': 6351}; 'accuracy': 0.8009024038826117; 'macro avg': {'precision': 0.8053016207641912; 'recall': 0.6046627114136016; 'f1-score': 0.6179472432084985; 'support': 26374}; 'weighted avg': {'precision': 0.8026671006938909; 'recall': 0.8009024038826117; 'f1-score': 0.7550007173598586; 'support': 26374}},{'0': {'precision': 0.8003669724770642; 'recall': 0.9802247191011236; 'f1-score': 0.8812121212121213; 'support': 2225}; '1': {'precision': 0.7864077669902912; 'recall': 0.22946175637393768; 'f1-score': 0.35526315789473684; 'support': 706}; 'accuracy': 0.7993858751279427; 'macro avg': {'precision': 0.7933873697336777; 'recall': 0.6048432377375307; 'f1-score': 0.618237639553429; 'support': 2931}; 'weighted avg': {'precision': 0.797004570882502; 'recall': 0.7993858751279427; 'f1-score': 0.7545249945993361; 'support': 2931}}
l: 10,1,DNF,1,26374,2931,1,[26374; 26374],296,1036.106091,0.798362,47,[X0 >= 29.500000 AND X1 != 1 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36],{'0': {'precision': 0.7982119017759618; 'recall': 0.9854167707136793; 'f1-score': 0.8819900764382459; 'support': 20023}; '1': {'precision': 0.8235649546827795; 'recall': 0.2146118721461187; 'f1-score': 0.34049462902822875; 'support': 6351}; 'accuracy': 0.7998028361264882; 'macro avg': {'precision': 0.8108884282293707; 'recall': 0.600014321429899; 'f1-score': 0.6112423527332373; 'support': 26374}; 'weighted avg': {'precision': 0.8043170522655045; 'recall': 0.7998028361264882; 'f1-score': 0.7515950818791719; 'support': 26374}},{'0': {'precision': 0.796875; 'recall': 0.9856179775280899; 'f1-score': 0.8812537673297167; 'support': 2225}; '1': {'precision': 0.8212290502793296; 'recall': 0.20821529745042494; 'f1-score': 0.33220338983050846; 'support': 706}; 'accuracy': 0.7983623336745138; 'macro avg': {'precision': 0.8090520251396648; 'recall': 0.5969166374892574; 'f1-score': 0.6067285785801126; 'support': 2931}; 'weighted avg': {'precision': 0.8027412434313227; 'recall': 0.7983623336745138; 'f1-score': 0.7490021240289861; 'support': 2931}}
l: 10,1,DNF,2,26374,2931,1,[26374; 26374],296,1019.949451,0.796998,41,[X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 14 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8035386685148191; 'recall': 0.9843679768266493; 'f1-score': 0.8848087627940383; 'support': 20023}; '1': {'precision': 0.8303523035230352; 'recall': 0.24122185482601166; 'f1-score': 0.3738408979990239; 'support': 6351}; 'accuracy': 0.8054144232956699; 'macro avg': {'precision': 0.8169454860189271; 'recall': 0.6127949158263305; 'f1-score': 0.6293248303965311; 'support': 26374}; 'weighted avg': {'precision': 0.8099955349718291; 'recall': 0.8054144232956699; 'f1-score': 0.7617649731029359; 'support': 26374}},{'0': {'precision': 0.7985347985347986; 'recall': 0.9797752808988764; 'f1-score': 0.8799192734611504; 'support': 2225}; '1': {'precision': 0.7761194029850746; 'recall': 0.22096317280453256; 'f1-score': 0.3439911797133407; 'support': 706}; 'accuracy': 0.7969976117366087; 'macro avg': {'precision': 0.7873271007599366; 'recall': 0.6003692268517045; 'f1-score': 0.6119552265872455; 'support': 2931}; 'weighted avg': {'precision': 0.7931355255023506; 'recall': 0.7969976117366087; 'f1-score': 0.7508284395526026; 'support': 2931}}
l: 10,1,DNF,3,26374,2931,1,[26374; 26374],296,1037.825089,0.808939,34,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 41],{'0': {'precision': 0.8082907953235633; 'recall': 0.980622284372971; 'f1-score': 0.8861559291436308; 'support': 20023}; '1': {'precision': 0.813640730067243; 'recall': 0.26672964887419304; 'f1-score': 0.40175501007944975; 'support': 6351}; 'accuracy': 0.8087131265640404; 'macro avg': {'precision': 0.8109657626954032; 'recall': 0.623675966623582; 'f1-score': 0.6439554696115403; 'support': 26374}; 'weighted avg': {'precision': 0.809579088170955; 'recall': 0.8087131265640404; 'f1-score': 0.7695096018145714; 'support': 26374}},{'0': {'precision': 0.8068558791006266; 'recall': 0.9838202247191011; 'f1-score': 0.886593762656946; 'support': 2225}; '1': {'precision': 0.8348623853211009; 'recall': 0.2577903682719547; 'f1-score': 0.3939393939393939; 'support': 706}; 'accuracy': 0.8089389286932788; 'macro avg': {'precision': 0.8208591322108638; 'recall': 0.620805296495528; 'f1-score': 0.64026657829817; 'support': 2931}; 'weighted avg': {'precision': 0.813601902093344; 'recall': 0.8089389286932788; 'f1-score': 0.7679264189808656; 'support': 2931}}
l: 10,1,DNF,4,26374,2931,1,[26374; 26374],296,1017.347471,0.804845,19,[X0 < 61.500000 AND X0 >= 29.500000 AND X4 >= 12.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 2 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 == 39],{'0': {'precision': 0.8031843233312921; 'recall': 0.9825700444488837; 'f1-score': 0.8838671997843568; 'support': 20023}; '1': {'precision': 0.814262905800958; 'recall': 0.2409069437883798; 'f1-score': 0.3718104495747266; 'support': 6351}; 'accuracy': 0.8039736103738531; 'macro avg': {'precision': 0.808723614566125; 'recall': 0.6117384941186318; 'f1-score': 0.6278388246795417; 'support': 26374}; 'weighted avg': {'precision': 0.8058521051340086; 'recall': 0.8039736103738531; 'f1-score': 0.7605612006723009; 'support': 26374}},{'0': {'precision': 0.8041958041958042; 'recall': 0.9820224719101124; 'f1-score': 0.8842573856738163; 'support': 2225}; '1': {'precision': 0.8130841121495327; 'recall': 0.24645892351274787; 'f1-score': 0.3782608695652174; 'support': 706}; 'accuracy': 0.8048447628795633; 'macro avg': {'precision': 0.8086399581726684; 'recall': 0.6142406977114301; 'f1-score': 0.6312591276195169; 'support': 2931}; 'weighted avg': {'precision': 0.8063367613487664; 'recall': 0.8048447628795633; 'f1-score': 0.7623762732982888; 'support': 2931}}
l: 10,1,DNF,5,26375,2930,1,[26375; 26375],296,1018.025210,0.793174,48,[X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8018003339986152; 'recall': 0.9831194126754232; 'f1-score': 0.8832503253017453; 'support': 20023}; '1': {'precision': 0.8146929824561403; 'recall': 0.23394206549118388; 'f1-score': 0.3635029354207437; 'support': 6352}; 'accuracy': 0.8026919431279621; 'macro avg': {'precision': 0.8082466582273777; 'recall': 0.6085307390833036; 'f1-score': 0.6233766303612445; 'support': 26375}; 'weighted avg': {'precision': 0.8049053236859023; 'recall': 0.8026919431279621; 'f1-score': 0.758077418362442; 'support': 26375}},{'0': {'precision': 0.7934034070315331; 'recall': 0.9838202247191011; 'f1-score': 0.8784109149277689; 'support': 2225}; '1': {'precision': 0.7894736842105263; 'recall': 0.19148936170212766; 'f1-score': 0.3082191780821918; 'support': 705}; 'accuracy': 0.7931740614334472; 'macro avg': {'precision': 0.7914385456210298; 'recall': 0.5876547932106144; 'f1-score': 0.5933150465049803; 'support': 2930}; 'weighted avg': {'precision': 0.7924578593903011; 'recall': 0.7931740614334472; 'f1-score': 0.7412146096458125; 'support': 2930}}
l: 10,1,DNF,6,26375,2930,1,[26375; 26375],296,1019.333936,0.815700,28,[X0 >= 29.500000 AND X4 >= 12.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 == 4 AND X9 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31],{'0': {'precision': 0.8061090610906109; 'recall': 0.9819207910902462; 'f1-score': 0.885371400265688; 'support': 20023}; '1': {'precision': 0.8176322418136021; 'recall': 0.25551007556675065; 'f1-score': 0.3893486865779057; 'support': 6352}; 'accuracy': 0.8069763033175356; 'macro avg': {'precision': 0.8118706514521065; 'recall': 0.6187154333284984; 'f1-score': 0.6373600434217969; 'support': 26375}; 'weighted avg': {'precision': 0.8088842362167696; 'recall': 0.8069763033175356; 'f1-score': 0.7659122049161224; 'support': 26375}},{'0': {'precision': 0.8163725122042809; 'recall': 0.9770786516853932; 'f1-score': 0.8895253682487725; 'support': 2225}; '1': {'precision': 0.8089887640449438; 'recall': 0.30638297872340425; 'f1-score': 0.4444444444444444; 'support': 705}; 'accuracy': 0.8156996587030717; 'macro avg': {'precision': 0.8126806381246123; 'recall': 0.6417308152043988; 'f1-score': 0.6669849063466085; 'support': 2930}; 'weighted avg': {'precision': 0.8145958765550205; 'recall': 0.8156996587030717; 'f1-score': 0.7824325179818609; 'support': 2930}}
l: 10,1,DNF,7,26375,2930,1,[26375; 26375],296,1023.356519,0.802048,43,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7995216086921269; 'recall': 0.9849173450531888; 'f1-score': 0.8825885564680346; 'support': 20023}; '1': {'precision': 0.823288472791106; 'recall': 0.22150503778337532; 'f1-score': 0.349088202456271; 'support': 6352}; 'accuracy': 0.8010616113744076; 'macro avg': {'precision': 0.8114050407416165; 'recall': 0.6032111914182821; 'f1-score': 0.6158383794621528; 'support': 26375}; 'weighted avg': {'precision': 0.8052454805691587; 'recall': 0.8010616113744076; 'f1-score': 0.7541034664705855; 'support': 26375}},{'0': {'precision': 0.8002920774005111; 'recall': 0.9851685393258427; 'f1-score': 0.8831587429492345; 'support': 2225}; '1': {'precision': 0.8272251308900523; 'recall': 0.22411347517730495; 'f1-score': 0.3526785714285714; 'support': 705}; 'accuracy': 0.8020477815699659; 'macro avg': {'precision': 0.8137586041452818; 'recall': 0.6046410072515738; 'f1-score': 0.6179186571889029; 'support': 2930}; 'weighted avg': {'precision': 0.8067725561411687; 'recall': 0.8020477815699659; 'f1-score': 0.7555176095287337; 'support': 2930}}
l: 10,1,DNF,8,26375,2930,1,[26375; 26375],296,1017.211241,0.801365,41,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8018560729404103; 'recall': 0.9838194166999601; 'f1-score': 0.8835665590240402; 'support': 20024}; '1': {'precision': 0.8206972883231876; 'recall': 0.23350653440403085; 'f1-score': 0.3635695023290022; 'support': 6351}; 'accuracy': 0.8031469194312796; 'macro avg': {'precision': 0.8112766806317989; 'recall': 0.6086629755519954; 'f1-score': 0.6235680306765212; 'support': 26375}; 'weighted avg': {'precision': 0.8063929661686954; 'recall': 0.8031469194312796; 'f1-score': 0.7583532393246967; 'support': 26375}},{'0': {'precision': 0.8025055268975682; 'recall': 0.97931654676259; 'f1-score': 0.8821385176184692; 'support': 2224}; '1': {'precision': 0.7870370370370371; 'recall': 0.24079320113314448; 'f1-score': 0.368763557483731; 'support': 706}; 'accuracy': 0.8013651877133106; 'macro avg': {'precision': 0.7947712819673026; 'recall': 0.6100548739478672; 'f1-score': 0.6254510375511001; 'support': 2930}; 'weighted avg': {'precision': 0.7987783071564301; 'recall': 0.8013651877133106; 'f1-score': 0.7584379299546039; 'support': 2930}}
