l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1067.362235,0.816445,4,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8225922023182297; 'recall': 0.9746791190131349; 'f1-score': 0.8922007863216604; 'support': 20023}; '1': {'precision': 0.8086070215175538; 'recall': 0.3372697213037317; 'f1-score': 0.476; 'support': 6351}; 'accuracy': 0.8211875331766133; 'macro avg': {'precision': 0.8155996119178918; 'recall': 0.6559744201584332; 'f1-score': 0.6841003931608303; 'support': 26374}; 'weighted avg': {'precision': 0.819224496120266; 'recall': 0.8211875331766133; 'f1-score': 0.7919774150496174; 'support': 26374}},{'0': {'precision': 0.8186626369474878; 'recall': 0.9739325842696629; 'f1-score': 0.8895730706075533; 'support': 2225}; '1': {'precision': 0.795774647887324; 'recall': 0.32011331444759206; 'f1-score': 0.45656565656565656; 'support': 706}; 'accuracy': 0.8164448993517571; 'macro avg': {'precision': 0.8072186424174059; 'recall': 0.6470229493586275; 'f1-score': 0.673069363586605; 'support': 2931}; 'weighted avg': {'precision': 0.8131495286989462; 'recall': 0.8164448993517571; 'f1-score': 0.7852730930184781; 'support': 2931}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.820440 (+- 0.004414), (mean training time) 1043.215445 (+- 27.221620)
l: 10,1,DNF,0,26374,2931,1,[26374; 26374],296,1148.721756,0.796998,33,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X8 == 4 AND X9 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.798199732392653; 'recall': 0.9831693552414723; 'f1-score': 0.8810813230094436; 'support': 20023}; '1': {'precision': 0.8030391583869082; 'recall': 0.216343882853094; 'f1-score': 0.340858347804515; 'support': 6351}; 'accuracy': 0.7985136877227572; 'macro avg': {'precision': 0.8006194453897806; 'recall': 0.5997566190472832; 'f1-score': 0.6109698354069794; 'support': 26374}; 'weighted avg': {'precision': 0.7993650920077858; 'recall': 0.7985136877227572; 'f1-score': 0.7509927465505636; 'support': 26374}},{'0': {'precision': 0.794649313087491; 'recall': 0.9878651685393258; 'f1-score': 0.8807854137447405; 'support': 2225}; '1': {'precision': 0.8363636363636363; 'recall': 0.1954674220963173; 'f1-score': 0.3168771526980482; 'support': 706}; 'accuracy': 0.7969976117366087; 'macro avg': {'precision': 0.8155064747255636; 'recall': 0.5916662953178216; 'f1-score': 0.5988312832213943; 'support': 2931}; 'weighted avg': {'precision': 0.8046971848831097; 'recall': 0.7969976117366087; 'f1-score': 0.7449549011896519; 'support': 2931}}
l: 10,1,DNF,1,26374,2931,1,[26374; 26374],296,1050.071415,0.807574,38,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X4 >= 9.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 30 AND X13 != 33 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.7990166199357959; 'recall': 0.9820206762223443; 'f1-score': 0.8811166875784191; 'support': 20023}; '1': {'precision': 0.7960339943342776; 'recall': 0.22122500393638797; 'f1-score': 0.34622966978807296; 'support': 6351}; 'accuracy': 0.7988170167589292; 'macro avg': {'precision': 0.7975253071350368; 'recall': 0.6016228400793662; 'f1-score': 0.613673178683246; 'support': 26374}; 'weighted avg': {'precision': 0.7982983877679319; 'recall': 0.7988170167589292; 'f1-score': 0.752313038151465; 'support': 26374}},{'0': {'precision': 0.80432392817882; 'recall': 0.9865168539325843; 'f1-score': 0.8861526039563988; 'support': 2225}; '1': {'precision': 0.8514851485148515; 'recall': 0.24362606232294617; 'f1-score': 0.3788546255506608; 'support': 706}; 'accuracy': 0.8075742067553736; 'macro avg': {'precision': 0.8279045383468357; 'recall': 0.6150714581277652; 'f1-score': 0.6325036147535298; 'support': 2931}; 'weighted avg': {'precision': 0.8156838127087547; 'recall': 0.8075742067553736; 'f1-score': 0.7639580039037032; 'support': 2931}}
l: 10,1,DNF,2,26374,2931,1,[26374; 26374],296,1015.764800,0.795292,45,[X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 24 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.7933837959069245; 'recall': 0.9893622334315537; 'f1-score': 0.8806009957325747; 'support': 20023}; '1': {'precision': 0.8483985765124555; 'recall': 0.18768697842859391; 'f1-score': 0.30737493553378026; 'support': 6351}; 'accuracy': 0.7963145522105104; 'macro avg': {'precision': 0.82089118620969; 'recall': 0.5885246059300738; 'f1-score': 0.5939879656331775; 'support': 26374}; 'weighted avg': {'precision': 0.8066316487781511; 'recall': 0.7963145522105104; 'f1-score': 0.7425651002171981; 'support': 26374}},{'0': {'precision': 0.7932154456874775; 'recall': 0.9878651685393258; 'f1-score': 0.8799039231385107; 'support': 2225}; '1': {'precision': 0.83125; 'recall': 0.18838526912181303; 'f1-score': 0.3071593533487298; 'support': 706}; 'accuracy': 0.7952917093142272; 'macro avg': {'precision': 0.8122327228437387; 'recall': 0.5881252188305695; 'f1-score': 0.5935316382436202; 'support': 2931}; 'weighted avg': {'precision': 0.8023769589405109; 'recall': 0.7952917093142272; 'f1-score': 0.7419449786582701; 'support': 2931}}
l: 10,1,DNF,3,26374,2931,1,[26374; 26374],296,1047.233350,0.807574,40,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X3 != 7 AND X3 != 11 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8092826303553636; 'recall': 0.973580382560056; 'f1-score': 0.8838611684160413; 'support': 20023}; '1': {'precision': 0.768591426071741; 'recall': 0.2766493465595969; 'f1-score': 0.4068542317934467; 'support': 6351}; 'accuracy': 0.8057556684613635; 'macro avg': {'precision': 0.7889370282135524; 'recall': 0.6251148645598265; 'f1-score': 0.645357700104744; 'support': 26374}; 'weighted avg': {'precision': 0.7994839711301689; 'recall': 0.8057556684613635; 'f1-score': 0.7689953515323643; 'support': 26374}},{'0': {'precision': 0.8154196733763768; 'recall': 0.9649438202247191; 'f1-score': 0.883902840675175; 'support': 2225}; '1': {'precision': 0.738255033557047; 'recall': 0.311614730878187; 'f1-score': 0.4382470119521913; 'support': 706}; 'accuracy': 0.8075742067553736; 'macro avg': {'precision': 0.7768373534667119; 'recall': 0.638279275551453; 'f1-score': 0.6610749263136831; 'support': 2931}; 'weighted avg': {'precision': 0.7968327625225907; 'recall': 0.8075742067553736; 'f1-score': 0.7765561961584823; 'support': 2931}}
l: 10,1,DNF,4,26374,2931,1,[26374; 26374],296,1022.906560,0.795633,37,[X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 4 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 23 AND X13 != 31],{'0': {'precision': 0.8014789533560864; 'recall': 0.9851670578834341; 'f1-score': 0.8838803629438781; 'support': 20023}; '1': {'precision': 0.8314415437003405; 'recall': 0.23067233506534404; 'f1-score': 0.36114877357327746; 'support': 6351}; 'accuracy': 0.8034807006900736; 'macro avg': {'precision': 0.8164602485282135; 'recall': 0.607919696474389; 'f1-score': 0.6225145682585778; 'support': 26374}; 'weighted avg': {'precision': 0.808694105068999; 'recall': 0.8034807006900736; 'f1-score': 0.7580038055732599; 'support': 26374}},{'0': {'precision': 0.7969320672023374; 'recall': 0.9806741573033708; 'f1-score': 0.8793068708442474; 'support': 2225}; '1': {'precision': 0.7772020725388601; 'recall': 0.21246458923512748; 'f1-score': 0.3337041156840934; 'support': 706}; 'accuracy': 0.7956328897987035; 'macro avg': {'precision': 0.7870670698705988; 'recall': 0.5965693732692492; 'f1-score': 0.6065054932641705; 'support': 2931}; 'weighted avg': {'precision': 0.7921796358709096; 'recall': 0.7956328897987035; 'f1-score': 0.7478856681342273; 'support': 2931}}
l: 10,1,DNF,5,26375,2930,1,[26375; 26375],296,1069.027992,0.824573,38,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 5 AND X3 != 6 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X11 < 1978.500000 AND X13 != 6 AND X13 != 12 AND X13 != 15 AND X13 != 18 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8325390521577972; 'recall': 0.9422663936473056; 'f1-score': 0.8840107766194213; 'support': 20023}; '1': {'precision': 0.6886614597360625; 'recall': 0.40255037783375314; 'f1-score': 0.5080973671137605; 'support': 6352}; 'accuracy': 0.8122843601895735; 'macro avg': {'precision': 0.7606002559469298; 'recall': 0.6724083857405294; 'f1-score': 0.6960540718665909; 'support': 26375}; 'weighted avg': {'precision': 0.7978884183355087; 'recall': 0.8122843601895735; 'f1-score': 0.7934780002334514; 'support': 26375}},{'0': {'precision': 0.8428857715430862; 'recall': 0.9451685393258427; 'f1-score': 0.8911016949152543; 'support': 2225}; '1': {'precision': 0.7195402298850575; 'recall': 0.44397163120567373; 'f1-score': 0.5491228070175438; 'support': 705}; 'accuracy': 0.8245733788395905; 'macro avg': {'precision': 0.7812130007140718; 'recall': 0.6945700852657581; 'f1-score': 0.7201122509663991; 'support': 2930}; 'weighted avg': {'precision': 0.8132070661270758; 'recall': 0.8245733788395905; 'f1-score': 0.8088166724006175; 'support': 2930}}
l: 10,1,DNF,6,26375,2930,1,[26375; 26375],296,1033.074751,0.799659,51,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 4 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X8 != 2 AND X8 != 3 AND X9 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.799165721691236; 'recall': 0.9855166558457773; 'f1-score': 0.8826120988482611; 'support': 20023}; '1': {'precision': 0.827688651218063; 'recall': 0.21930100755667506; 'f1-score': 0.34673304293714996; 'support': 6352}; 'accuracy': 0.8009857819905213; 'macro avg': {'precision': 0.8134271864546495; 'recall': 0.6024088317012262; 'f1-score': 0.6146725708927055; 'support': 26375}; 'weighted avg': {'precision': 0.8060350164155736; 'recall': 0.8009857819905213; 'f1-score': 0.7535541362644743; 'support': 26375}},{'0': {'precision': 0.7982520029133284; 'recall': 0.9851685393258427; 'f1-score': 0.8819151076242204; 'support': 2225}; '1': {'precision': 0.8206521739130435; 'recall': 0.21418439716312057; 'f1-score': 0.33970753655793023; 'support': 705}; 'accuracy': 0.7996587030716723; 'macro avg': {'precision': 0.8094520884131859; 'recall': 0.5996764682444816; 'f1-score': 0.6108113220910754; 'support': 2930}; 'weighted avg': {'precision': 0.8036418051504612; 'recall': 0.7996587030716723; 'f1-score': 0.7514521937669731; 'support': 2930}}
l: 10,1,DNF,7,26375,2930,1,[26375; 26375],296,1016.092934,0.808191,42,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.806467498358503; 'recall': 0.9814713079958048; 'f1-score': 0.8854046991507287; 'support': 20023}; '1': {'precision': 0.815146985550573; 'recall': 0.2575566750629723; 'f1-score': 0.39143438210312237; 'support': 6352}; 'accuracy': 0.807127962085308; 'macro avg': {'precision': 0.810807241954538; 'recall': 0.6195139915293886; 'f1-score': 0.6384195406269255; 'support': 26375}; 'weighted avg': {'precision': 0.8085578150464283; 'recall': 0.807127962085308; 'f1-score': 0.7664397909465053; 'support': 26375}},{'0': {'precision': 0.8071666050978944; 'recall': 0.9820224719101124; 'f1-score': 0.8860502838605029; 'support': 2225}; '1': {'precision': 0.820627802690583; 'recall': 0.25957446808510637; 'f1-score': 0.39439655172413796; 'support': 705}; 'accuracy': 0.8081911262798634; 'macro avg': {'precision': 0.8138972038942387; 'recall': 0.6207984699976093; 'f1-score': 0.6402234177923204; 'support': 2930}; 'weighted avg': {'precision': 0.8104055621978415; 'recall': 0.8081911262798634; 'f1-score': 0.7677513483123333; 'support': 2930}}
l: 10,1,DNF,8,26375,2930,1,[26375; 26375],296,1013.672259,0.811604,40,[X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8004142804922627; 'recall': 0.9841689972033559; 'f1-score': 0.8828312241012433; 'support': 20024}; '1': {'precision': 0.8192702394526796; 'recall': 0.22626358053849788; 'f1-score': 0.35459592843923504; 'support': 6351}; 'accuracy': 0.8016682464454976; 'macro avg': {'precision': 0.8098422599724712; 'recall': 0.6052162888709269; 'f1-score': 0.6187135762702392; 'support': 26375}; 'weighted avg': {'precision': 0.8049547239181436; 'recall': 0.8016682464454976; 'f1-score': 0.7556341676936825; 'support': 26375}},{'0': {'precision': 0.8075791022810891; 'recall': 0.9869604316546763; 'f1-score': 0.888304330230676; 'support': 2224}; '1': {'precision': 0.8632075471698113; 'recall': 0.25920679886685555; 'f1-score': 0.39869281045751637; 'support': 706}; 'accuracy': 0.81160409556314; 'macro avg': {'precision': 0.8353933247254501; 'recall': 0.6230836152607659; 'f1-score': 0.6434985703440962; 'support': 2930}; 'weighted avg': {'precision': 0.8209830893430133; 'recall': 0.81160409556314; 'f1-score': 0.770329677343355; 'support': 2930}}
l: 10,1,DNF,9,26375,2930,1,[26375; 26375],296,1015.017513,0.798976,48,[X0 >= 29.500000 AND X1 != 1 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.8014250814332248; 'recall': 0.9829704354774271; 'f1-score': 0.8829624977570429; 'support': 20024}; '1': {'precision': 0.8121212121212121; 'recall': 0.23208943473468746; 'f1-score': 0.361009061964242; 'support': 6351}; 'accuracy': 0.8021611374407583; 'macro avg': {'precision': 0.8067731467772185; 'recall': 0.6075299351060572; 'f1-score': 0.6219857798606425; 'support': 26375}; 'weighted avg': {'precision': 0.8040006691488422; 'recall': 0.8021611374407583; 'f1-score': 0.7572780893885092; 'support': 26375}},{'0': {'precision': 0.7991218441273326; 'recall': 0.9820143884892086; 'f1-score': 0.8811781319346379; 'support': 2224}; '1': {'precision': 0.7969543147208121; 'recall': 0.22237960339943344; 'f1-score': 0.3477297895902547; 'support': 706}; 'accuracy': 0.798976109215017; 'macro avg': {'precision': 0.7980380794240723; 'recall': 0.6021969959443211; 'f1-score': 0.6144539607624463; 'support': 2930}; 'weighted avg': {'precision': 0.7985995657106079; 'recall': 0.798976109215017; 'f1-score': 0.7526407497861278; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.804607 (+- 0.008715), (mean training time) 1043.158333 (+- 39.412385)
l: 10,2,CNF,0,26374,2931,1,[26374; 26374],296,1024.482923,0.762197,26,[X3 == 10 OR X3 == 12 OR X5 == 2 OR X7 == 5 OR X8 == 1 OR X10 >= 4826.000000 OR X11 >= 2218.500000] AND [X0 >= 43.500000 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 1 OR X6 == 4 OR X6 == 13 OR X10 >= 4932.500000 OR X11 >= 1975.500000 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 10 OR X13 == 11 OR X13 == 21 OR X13 == 24 OR X13 == 30 OR X13 == 38 OR X13 == 41],{'0': {'precision': 0.9076896128919251; 'recall': 0.7764071317984318; 'f1-score': 0.8369313593539704; 'support': 20023}; '1': {'precision': 0.5158429761003569; 'recall': 0.7510628247520076; 'f1-score': 0.6116168739581999; 'support': 6351}; 'accuracy': 0.7703040873587624; 'macro avg': {'precision': 0.7117662944961409; 'recall': 0.7637349782752196; 'f1-score': 0.7242741166560851; 'support': 26374}; 'weighted avg': {'precision': 0.8133308508435726; 'recall': 0.7703040873587624; 'f1-score': 0.7826744284087768; 'support': 26374}},{'0': {'precision': 0.9; 'recall': 0.7725842696629214; 'f1-score': 0.8314389359129383; 'support': 2225}; '1': {'precision': 0.5044074436826641; 'recall': 0.7294617563739377; 'f1-score': 0.5964099594672844; 'support': 706}; 'accuracy': 0.7621972023200273; 'macro avg': {'precision': 0.7022037218413321; 'recall': 0.7510230130184296; 'f1-score': 0.7139244476901113; 'support': 2931}; 'weighted avg': {'precision': 0.8047122672261893; 'recall': 0.7621972023200273; 'f1-score': 0.7748267020778542; 'support': 2931}}
l: 10,2,CNF,1,26374,2931,1,[26374; 26374],296,1023.787066,0.605937,35,[X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 3 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X5 == 1 OR X6 == 4 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 1975.500000 OR X13 == 0 OR X13 == 5 OR X13 == 10 OR X13 == 19 OR X13 == 24 OR X13 == 41] AND [X0 < 35.500000 OR X1 == 1 OR X1 == 2 OR X3 == 3 OR X3 == 15 OR X6 == 12 OR X7 == 5 OR X8 == 1 OR X10 >= 6618.500000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 10 OR X13 == 18 OR X13 == 19],{'0': {'precision': 0.809967071935157; 'recall': 0.6388153623333167; 'f1-score': 0.7142817255339943; 'support': 20023}; '1': {'precision': 0.31657531657531657; 'recall': 0.5274759880333806; 'f1-score': 0.3956770802574854; 'support': 6351}; 'accuracy': 0.6120042466065064; 'macro avg': {'precision': 0.5632711942552369; 'recall': 0.5831456751833486; 'f1-score': 0.5549794028957398; 'support': 26374}; 'weighted avg': {'precision': 0.6911557032277048; 'recall': 0.6120042466065064; 'f1-score': 0.6375600260515074; 'support': 26374}},{'0': {'precision': 0.8008998875140607; 'recall': 0.64; 'f1-score': 0.7114664001998501; 'support': 2225}; '1': {'precision': 0.30529054640069386; 'recall': 0.4985835694050991; 'f1-score': 0.37869822485207105; 'support': 706}; 'accuracy': 0.6059365404298874; 'macro avg': {'precision': 0.5530952169573773; 'recall': 0.5692917847025496; 'f1-score': 0.5450823125259605; 'support': 2931}; 'weighted avg': {'precision': 0.6815207695249659; 'recall': 0.6059365404298874; 'f1-score': 0.6313113910577375; 'support': 2931}}
l: 10,2,CNF,2,26374,2931,1,[26374; 26374],296,1026.303034,0.760491,21,[X1 == 5 OR X1 == 6 OR X4 >= 13.500000 OR X5 == 1 OR X8 == 3 OR X10 >= 57.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 3 OR X13 == 10 OR X13 == 32] AND [X1 == 6 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X8 == 3 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 10],{'0': {'precision': 0.8374440013784276; 'recall': 0.8495729910602807; 'f1-score': 0.8434648948829829; 'support': 20023}; '1': {'precision': 0.5030523016003959; 'recall': 0.48008187686978426; 'f1-score': 0.49129874315178856; 'support': 6351}; 'accuracy': 0.7605975582012588; 'macro avg': {'precision': 0.6702481514894117; 'recall': 0.6648274339650325; 'f1-score': 0.6673818190173857; 'support': 26374}; 'weighted avg': {'precision': 0.7569206948913465; 'recall': 0.7605975582012588; 'f1-score': 0.7586614054750503; 'support': 26374}},{'0': {'precision': 0.8365002209456474; 'recall': 0.8507865168539326; 'f1-score': 0.8435828877005347; 'support': 2225}; '1': {'precision': 0.5029940119760479; 'recall': 0.47592067988668557; 'f1-score': 0.48908296943231444; 'support': 706}; 'accuracy': 0.7604912998976459; 'macro avg': {'precision': 0.6697471164608476; 'recall': 0.663353598370309; 'f1-score': 0.6663329285664246; 'support': 2931}; 'weighted avg': {'precision': 0.7561674391194662; 'recall': 0.7604912998976459; 'f1-score': 0.7581932792742763; 'support': 2931}}
l: 10,2,CNF,3,26374,2931,1,[26374; 26374],296,1025.743851,0.721597,32,[X0 < 29.500000 OR X1 == 1 OR X1 == 5 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X8 == 3 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 4 OR X13 == 5 OR X13 == 11 OR X13 == 14 OR X13 == 17 OR X13 == 32 OR X13 == 34 OR X13 == 36] AND [X1 == 1 OR X3 == 0 OR X3 == 8 OR X3 == 10 OR X5 == 1 OR X6 == 12 OR X6 == 13 OR X8 == 0 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 14 OR X13 == 17 OR X13 == 34 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8112455584365696; 'recall': 0.8437796533985916; 'f1-score': 0.8271928321378736; 'support': 20023}; '1': {'precision': 0.43619322278298484; 'recall': 0.3810423555345615; 'f1-score': 0.40675687032523744; 'support': 6351}; 'accuracy': 0.7323500417077424; 'macro avg': {'precision': 0.6237193906097772; 'recall': 0.6124110044665766; 'f1-score': 0.6169748512315556; 'support': 26374}; 'weighted avg': {'precision': 0.720930953760149; 'recall': 0.7323500417077424; 'f1-score': 0.7259496079977337; 'support': 26374}},{'0': {'precision': 0.8051104374187961; 'recall': 0.8355056179775281; 'f1-score': 0.8200264666960742; 'support': 2225}; '1': {'precision': 0.4115755627009646; 'recall': 0.3626062322946176; 'f1-score': 0.38554216867469876; 'support': 706}; 'accuracy': 0.721596724667349; 'macro avg': {'precision': 0.6083430000598804; 'recall': 0.5990559251360729; 'f1-score': 0.6027843176853864; 'support': 2931}; 'weighted avg': {'precision': 0.7103183454533273; 'recall': 0.721596724667349; 'f1-score': 0.7153707470089056; 'support': 2931}}
