l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1051.624060,0.808939,4,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8239814228414608; 'recall': 0.9746791190131349; 'f1-score': 0.8930172966047404; 'support': 20023}; '1': {'precision': 0.8114540721457791; 'recall': 0.3435679420563691; 'f1-score': 0.4827433628318585; 'support': 6351}; 'accuracy': 0.8227041783574732; 'macro avg': {'precision': 0.8177177474936199; 'recall': 0.659123530534752; 'f1-score': 0.6878803297182994; 'support': 26374}; 'weighted avg': {'precision': 0.8209647699155386; 'recall': 0.8227041783574732; 'f1-score': 0.794221143067485; 'support': 26374}},{'0': {'precision': 0.8135593220338984; 'recall': 0.9707865168539326; 'f1-score': 0.8852459016393444; 'support': 2225}; '1': {'precision': 0.7644927536231884; 'recall': 0.2988668555240793; 'f1-score': 0.42973523421588594; 'support': 706}; 'accuracy': 0.8089389286932788; 'macro avg': {'precision': 0.7890260378285434; 'recall': 0.634826686189006; 'f1-score': 0.6574905679276152; 'support': 2931}; 'weighted avg': {'precision': 0.8017404897930381; 'recall': 0.8089389286932788; 'f1-score': 0.7755254884012135; 'support': 2931}}
l: 10,1,CNF,7,26375,2930,1,[26375; 26375],296,1058.766953,0.815700,7,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.8238826166011248; 'recall': 0.9730809568995655; 'f1-score': 0.8922879648287233; 'support': 20023}; '1': {'precision': 0.8022743947175348; 'recall': 0.3443010075566751; 'f1-score': 0.48182419035029744; 'support': 6352}; 'accuracy': 0.8216492890995261; 'macro avg': {'precision': 0.8130785056593298; 'recall': 0.6586909822281203; 'f1-score': 0.6870560775895104; 'support': 26375}; 'weighted avg': {'precision': 0.8186786194293877; 'recall': 0.8216492890995261; 'f1-score': 0.7934342815875115; 'support': 26375}},{'0': {'precision': 0.8166102968808718; 'recall': 0.976629213483146; 'f1-score': 0.8894801473598034; 'support': 2225}; '1': {'precision': 0.8066914498141264; 'recall': 0.3078014184397163; 'f1-score': 0.44558521560574943; 'support': 705}; 'accuracy': 0.8156996587030717; 'macro avg': {'precision': 0.8116508733474992; 'recall': 0.6422153159614312; 'f1-score': 0.6675326814827764; 'support': 2930}; 'weighted avg': {'precision': 0.8142236800951874; 'recall': 0.8156996587030717; 'f1-score': 0.7826726637807563; 'support': 2930}}
l: 10,1,CNF,8,26375,2930,1,[26375; 26375],296,1036.665255,0.823208,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8211450413743857; 'recall': 0.9762784658409908; 'f1-score': 0.8920170655472154; 'support': 20024}; '1': {'precision': 0.8150311526479751; 'recall': 0.3295544008817509; 'f1-score': 0.4693351272564189; 'support': 6351}; 'accuracy': 0.8205497630331754; 'macro avg': {'precision': 0.8180880970111803; 'recall': 0.6529164333613708; 'f1-score': 0.6806760964018171; 'support': 26375}; 'weighted avg': {'precision': 0.8196728401496868; 'recall': 0.8205497630331754; 'f1-score': 0.7902368573923396; 'support': 26375}},{'0': {'precision': 0.8253241800152555; 'recall': 0.9730215827338129; 'f1-score': 0.8931077177053239; 'support': 2224}; '1': {'precision': 0.8051948051948052; 'recall': 0.35127478753541075; 'f1-score': 0.48915187376725844; 'support': 706}; 'accuracy': 0.8232081911262799; 'macro avg': {'precision': 0.8152594926050304; 'recall': 0.6621481851346118; 'f1-score': 0.6911297957362912; 'support': 2930}; 'weighted avg': {'precision': 0.8204738937957203; 'recall': 0.8232081911262799; 'f1-score': 0.7957722822717833; 'support': 2930}}
l: 10,1,CNF,9,26375,2930,1,[26375; 26375],296,1022.512240,0.822526,4,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8230353676036127; 'recall': 0.973881342389133; 'f1-score': 0.8921268127544718; 'support': 20024}; '1': {'precision': 0.8049235359940321; 'recall': 0.33978900960478664; 'f1-score': 0.47785651018600533; 'support': 6351}; 'accuracy': 0.8211943127962086; 'macro avg': {'precision': 0.8139794517988224; 'recall': 0.6568351759969598; 'f1-score': 0.6849916614702386; 'support': 26375}; 'weighted avg': {'precision': 0.8186741072224772; 'recall': 0.8211943127962086; 'f1-score': 0.7923720945890753; 'support': 26375}},{'0': {'precision': 0.8219954648526077; 'recall': 0.9779676258992805; 'f1-score': 0.893223819301848; 'support': 2224}; '1': {'precision': 0.8274647887323944; 'recall': 0.3328611898016997; 'f1-score': 0.47474747474747475; 'support': 706}; 'accuracy': 0.8225255972696246; 'macro avg': {'precision': 0.824730126792501; 'recall': 0.6554144078504901; 'f1-score': 0.6839856470246614; 'support': 2930}; 'weighted avg': {'precision': 0.823313329241389; 'recall': 0.8225255972696246; 'f1-score': 0.7923895874740707; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.820679 (+- 0.006648), (mean training time) 1035.603207 (+- 13.191772)
l: 10,1,DNF,0,26374,2931,1,[26374; 26374],296,1053.282341,0.795292,24,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X4 >= 12.500000 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 == 0 AND X8 == 4 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 10 AND X13 != 20 AND X13 != 22 AND X13 != 41],{'0': {'precision': 0.7926053379216518; 'recall': 0.9892623482994556; 'f1-score': 0.8800817523437153; 'support': 20023}; '1': {'precision': 0.8445408532176428; 'recall': 0.1839080459770115; 'f1-score': 0.3020429273338505; 'support': 6351}; 'accuracy': 0.7953287328429514; 'macro avg': {'precision': 0.8185730955696473; 'recall': 0.5865851971382335; 'f1-score': 0.5910623398387829; 'support': 26374}; 'weighted avg': {'precision': 0.8051116872674029; 'recall': 0.7953287328429514; 'f1-score': 0.7408869173684499; 'support': 26374}},{'0': {'precision': 0.7934272300469484; 'recall': 0.9874157303370786; 'f1-score': 0.879855826992391; 'support': 2225}; '1': {'precision': 0.8271604938271605; 'recall': 0.18980169971671387; 'f1-score': 0.3087557603686636; 'support': 706}; 'accuracy': 0.7952917093142272; 'macro avg': {'precision': 0.8102938619370544; 'recall': 0.5886087150268963; 'f1-score': 0.5943057936805273; 'support': 2931}; 'weighted avg': {'precision': 0.8015526767302747; 'recall': 0.7952917093142272; 'f1-score': 0.7422929996173137; 'support': 2931}}
l: 10,1,DNF,1,26374,2931,1,[26374; 26374],296,1026.397245,0.804162,46,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 1 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 4 AND X13 != 10 AND X13 != 11 AND X13 != 14 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 41],{'0': {'precision': 0.8010488231228912; 'recall': 0.9841182639964041; 'f1-score': 0.8831966294652861; 'support': 20023}; '1': {'precision': 0.8208450704225352; 'recall': 0.22941269091481656; 'f1-score': 0.35860201821314297; 'support': 6351}; 'accuracy': 0.8023811329339501; 'macro avg': {'precision': 0.8109469467727132; 'recall': 0.6067654774556104; 'f1-score': 0.6208993238392145; 'support': 26374}; 'weighted avg': {'precision': 0.805815865156714; 'recall': 0.8023811329339501; 'f1-score': 0.7568714464796806; 'support': 26374}},{'0': {'precision': 0.8020490303695572; 'recall': 0.9851685393258427; 'f1-score': 0.8842275110931828; 'support': 2225}; '1': {'precision': 0.8333333333333334; 'recall': 0.23371104815864022; 'f1-score': 0.3650442477876106; 'support': 706}; 'accuracy': 0.8041624019106107; 'macro avg': {'precision': 0.8176911818514453; 'recall': 0.6094397937422414; 'f1-score': 0.6246358794403967; 'support': 2931}; 'weighted avg': {'precision': 0.8095845874805861; 'recall': 0.8041624019106107; 'f1-score': 0.7591700617947406; 'support': 2931}}
l: 10,1,DNF,2,26374,2931,1,[26374; 26374],296,1025.585105,0.814739,50,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8034715131713294; 'recall': 0.9825201018828348; 'f1-score': 0.8840208501842365; 'support': 20023}; '1': {'precision': 0.8147167813658021; 'recall': 0.24232404345772318; 'f1-score': 0.37354368932038834; 'support': 6351}; 'accuracy': 0.804276939410025; 'macro avg': {'precision': 0.8090941472685658; 'recall': 0.6124220726702789; 'f1-score': 0.6287822697523124; 'support': 26374}; 'weighted avg': {'precision': 0.8061794337864463; 'recall': 0.804276939410025; 'f1-score': 0.7610952246194265; 'support': 26374}},{'0': {'precision': 0.8112509252405625; 'recall': 0.9851685393258427; 'f1-score': 0.8897909478384413; 'support': 2225}; '1': {'precision': 0.8558951965065502; 'recall': 0.2776203966005666; 'f1-score': 0.4192513368983957; 'support': 706}; 'accuracy': 0.8147389969293757; 'macro avg': {'precision': 0.8335730608735563; 'recall': 0.6313944679632046; 'f1-score': 0.6545211423684185; 'support': 2931}; 'weighted avg': {'precision': 0.8220045436348945; 'recall': 0.8147389969293757; 'f1-score': 0.7764504615458203; 'support': 2931}}
l: 10,1,DNF,3,26374,2931,1,[26374; 26374],296,1076.755865,0.800068,36,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 8 AND X3 != 11 AND X4 >= 8.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 == 4 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8078225673219891; 'recall': 0.9768266493532438; 'f1-score': 0.8843223691646886; 'support': 20023}; '1': {'precision': 0.7853839037927844; 'recall': 0.2673594709494568; 'f1-score': 0.3989192998942793; 'support': 6351}; 'accuracy': 0.8059831652384924; 'macro avg': {'precision': 0.7966032355573868; 'recall': 0.6220930601513504; 'f1-score': 0.641620834529484; 'support': 26374}; 'weighted avg': {'precision': 0.8024192173533086; 'recall': 0.8059831652384924; 'f1-score': 0.7674347187158992; 'support': 26374}},{'0': {'precision': 0.8047601338787653; 'recall': 0.9725842696629213; 'f1-score': 0.8807488807488808; 'support': 2225}; '1': {'precision': 0.7479338842975206; 'recall': 0.2563739376770538; 'f1-score': 0.38185654008438813; 'support': 706}; 'accuracy': 0.8000682360968953; 'macro avg': {'precision': 0.776347009088143; 'recall': 0.6144791036699876; 'f1-score': 0.6313027104166344; 'support': 2931}; 'weighted avg': {'precision': 0.7910722006804171; 'recall': 0.8000682360968953; 'f1-score': 0.7605789754233495; 'support': 2931}}
l: 10,1,DNF,4,26374,2931,1,[26374; 26374],296,1069.866574,0.805527,41,[X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 20 AND X13 != 23 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8007795055011977; 'recall': 0.9850671727513359; 'f1-score': 0.8834146996909572; 'support': 20023}; '1': {'precision': 0.8284566838783706; 'recall': 0.22736576917020943; 'f1-score': 0.3568075117370892; 'support': 6351}; 'accuracy': 0.802608629711079; 'macro avg': {'precision': 0.8146180946897841; 'recall': 0.6062164709607727; 'f1-score': 0.6201111057140232; 'support': 26374}; 'weighted avg': {'precision': 0.8074443178115575; 'recall': 0.802608629711079; 'f1-score': 0.7566048774912524; 'support': 26374}},{'0': {'precision': 0.8032246244045438; 'recall': 0.9851685393258427; 'f1-score': 0.8849414614452967; 'support': 2225}; '1': {'precision': 0.8366336633663366; 'recall': 0.23937677053824363; 'f1-score': 0.3722466960352423; 'support': 706}; 'accuracy': 0.8055271238485159; 'macro avg': {'precision': 0.8199291438854401; 'recall': 0.6122726549320432; 'f1-score': 0.6285940787402695; 'support': 2931}; 'weighted avg': {'precision': 0.8112719739463472; 'recall': 0.8055271238485159; 'f1-score': 0.7614469188388489; 'support': 2931}}
l: 10,1,DNF,5,26375,2930,1,[26375; 26375],296,1061.673820,0.801024,50,[X0 >= 29.500000 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X7 != 5 AND X8 != 2 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7986332942460879; 'recall': 0.9864156220346602; 'f1-score': 0.8826473611297315; 'support': 20023}; '1': {'precision': 0.8345498783454988; 'recall': 0.21599496221662468; 'f1-score': 0.34317158579289647; 'support': 6352}; 'accuracy': 0.800872037914692; 'macro avg': {'precision': 0.8165915862957933; 'recall': 0.6012052921256424; 'f1-score': 0.612909473461314; 'support': 26375}; 'weighted avg': {'precision': 0.8072832332868256; 'recall': 0.800872037914692; 'f1-score': 0.7527231857765723; 'support': 26375}},{'0': {'precision': 0.8016164584864071; 'recall': 0.9806741573033708; 'f1-score': 0.8821507984637154; 'support': 2225}; '1': {'precision': 0.7932692307692307; 'recall': 0.23404255319148937; 'f1-score': 0.3614457831325302; 'support': 705}; 'accuracy': 0.8010238907849829; 'macro avg': {'precision': 0.7974428446278189; 'recall': 0.6073583552474301; 'f1-score': 0.6217982907981228; 'support': 2930}; 'weighted avg': {'precision': 0.7996079958445609; 'recall': 0.8010238907849829; 'f1-score': 0.7568617077440957; 'support': 2930}}
l: 10,1,DNF,6,26375,2930,1,[26375; 26375],296,1015.453319,0.798976,40,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 == 4 AND X9 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 31],{'0': {'precision': 0.8021194212349705; 'recall': 0.982869699845178; 'f1-score': 0.8833430584855694; 'support': 20023}; '1': {'precision': 0.8135869565217392; 'recall': 0.23567380352644837; 'f1-score': 0.365478515625; 'support': 6352}; 'accuracy': 0.8029194312796208; 'macro avg': {'precision': 0.8078531888783549; 'recall': 0.6092717516858132; 'f1-score': 0.6244107870552846; 'support': 26375}; 'weighted avg': {'precision': 0.8048811950412854; 'recall': 0.8029194312796208; 'f1-score': 0.7586236053575944; 'support': 26375}},{'0': {'precision': 0.7972383720930233; 'recall': 0.9860674157303371; 'f1-score': 0.8816556158328311; 'support': 2225}; '1': {'precision': 0.8258426966292135; 'recall': 0.20851063829787234; 'f1-score': 0.33295583238958093; 'support': 705}; 'accuracy': 0.798976109215017; 'macro avg': {'precision': 0.8115405343611184; 'recall': 0.5972890270141047; 'f1-score': 0.6073057241112061; 'support': 2930}; 'weighted avg': {'precision': 0.804120982604291; 'recall': 0.798976109215017; 'f1-score': 0.7496305826152572; 'support': 2930}}
l: 10,1,DNF,7,26375,2930,1,[26375; 26375],296,1013.024964,0.796246,36,[X0 < 61.500000 AND X0 >= 35.500000 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 10 AND X13 != 11 AND X13 != 19 AND X13 != 20 AND X13 != 26 AND X13 != 41],{'0': {'precision': 0.7940244636053739; 'recall': 0.9888128652050142; 'f1-score': 0.880777614662574; 'support': 20023}; '1': {'precision': 0.8444444444444444; 'recall': 0.19143576826196473; 'f1-score': 0.3121149897330596; 'support': 6352}; 'accuracy': 0.7967772511848341; 'macro avg': {'precision': 0.8192344540249092; 'recall': 0.5901243167334895; 'f1-score': 0.5964463021978168; 'support': 26375}; 'weighted avg': {'precision': 0.8061673154836594; 'recall': 0.7967772511848341; 'f1-score': 0.7438242499781275; 'support': 26375}},{'0': {'precision': 0.7942877801879971; 'recall': 0.9874157303370786; 'f1-score': 0.8803846924464034; 'support': 2225}; '1': {'precision': 0.8292682926829268; 'recall': 0.19290780141843972; 'f1-score': 0.3130034522439586; 'support': 705}; 'accuracy': 0.7962457337883959; 'macro avg': {'precision': 0.8117780364354619; 'recall': 0.5901617658777591; 'f1-score': 0.596694072345181; 'support': 2930}; 'weighted avg': {'precision': 0.8027045929214187; 'recall': 0.7962457337883959; 'f1-score': 0.7438646329437673; 'support': 2930}}
l: 10,1,DNF,8,26375,2930,1,[26375; 26375],296,1014.602144,0.797270,42,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 == 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7996516385141977; 'recall': 0.9858669596484219; 'f1-score': 0.8830489141374606; 'support': 20024}; '1': {'precision': 0.832345971563981; 'recall': 0.22122500393638797; 'f1-score': 0.3495459634282871; 'support': 6351}; 'accuracy': 0.8017440758293839; 'macro avg': {'precision': 0.8159988050390894; 'recall': 0.6035459817924049; 'f1-score': 0.6162974387828738; 'support': 26375}; 'weighted avg': {'precision': 0.807524309953029; 'recall': 0.8017440758293839; 'f1-score': 0.7545834263666942; 'support': 26375}},{'0': {'precision': 0.7955039883973894; 'recall': 0.9865107913669064; 'f1-score': 0.8807707747892412; 'support': 2224}; '1': {'precision': 0.8255813953488372; 'recall': 0.20113314447592068; 'f1-score': 0.3234624145785877; 'support': 706}; 'accuracy': 0.7972696245733788; 'macro avg': {'precision': 0.8105426918731133; 'recall': 0.5938219679214136; 'f1-score': 0.6021165946839144; 'support': 2930}; 'weighted avg': {'precision': 0.8027513089802298; 'recall': 0.7972696245733788; 'f1-score': 0.746484186970565; 'support': 2930}}
l: 10,1,DNF,9,26375,2930,1,[26375; 26375],296,1013.477165,0.802730,41,[X0 < 61.500000 AND X0 >= 27.500000 AND X4 >= 12.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8038093681026731; 'recall': 0.9821214542548942; 'f1-score': 0.8840638345695662; 'support': 20024}; '1': {'precision': 0.8124672603457308; 'recall': 0.2442135096835144; 'f1-score': 0.37554479418886194; 'support': 6351}; 'accuracy': 0.804436018957346; 'macro avg': {'precision': 0.808138314224202; 'recall': 0.6131674819692043; 'f1-score': 0.629804314379214; 'support': 26375}; 'weighted avg': {'precision': 0.8058941557286696; 'recall': 0.804436018957346; 'f1-score': 0.7616143776801689; 'support': 26375}},{'0': {'precision': 0.8008040935672515; 'recall': 0.9851618705035972; 'f1-score': 0.8834677419354839; 'support': 2224}; '1': {'precision': 0.8298969072164949; 'recall': 0.22804532577903683; 'f1-score': 0.3577777777777778; 'support': 706}; 'accuracy': 0.8027303754266212; 'macro avg': {'precision': 0.8153505003918732; 'recall': 0.606603598141317; 'f1-score': 0.6206227598566308; 'support': 2930}; 'weighted avg': {'precision': 0.8078141708492876; 'recall': 0.8027303754266212; 'f1-score': 0.7567997847015794; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.801603 (+- 0.005410), (mean training time) 1037.011854 (+- 24.231011)
l: 10,2,CNF,0,26374,2931,1,[26374; 26374],296,1024.141709,0.588536,42,[X1 == 7 OR X3 == 2 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X6 == 6 OR X6 == 7 OR X6 == 10 OR X6 == 11 OR X6 == 12 OR X6 == 14 OR X8 == 0 OR X10 >= 4243.500000 OR X13 == 1 OR X13 == 11 OR X13 == 15 OR X13 == 20 OR X13 == 30 OR X13 == 41] AND [X0 < 43.500000 OR X1 == 1 OR X3 == 10 OR X3 == 14 OR X6 == 3 OR X6 == 10 OR X6 == 11 OR X6 == 14 OR X10 >= 5316.500000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 15 OR X13 == 18 OR X13 == 19 OR X13 == 31 OR X13 == 33 OR X13 == 34],{'0': {'precision': 0.8403224613564085; 'recall': 0.5674474354492334; 'f1-score': 0.6774385881230622; 'support': 20023}; '1': {'precision': 0.3261495370730569; 'recall': 0.6600535348763974; 'f1-score': 0.4365757133930431; 'support': 6351}; 'accuracy': 0.5897474785773869; 'macro avg': {'precision': 0.5832359992147327; 'recall': 0.6137504851628154; 'f1-score': 0.5570071507580526; 'support': 26374}; 'weighted avg': {'precision': 0.7165068762300127; 'recall': 0.5897474785773869; 'f1-score': 0.6194375220196896; 'support': 26374}},{'0': {'precision': 0.830200907323396; 'recall': 0.5757303370786517; 'f1-score': 0.6799363057324841; 'support': 2225}; '1': {'precision': 0.31988472622478387; 'recall': 0.6288951841359773; 'f1-score': 0.4240687679083094; 'support': 706}; 'accuracy': 0.5885363357215967; 'macro avg': {'precision': 0.57504281677409; 'recall': 0.6023127606073145; 'f1-score': 0.5520025368203967; 'support': 2931}; 'weighted avg': {'precision': 0.7072793024596566; 'recall': 0.5885363357215967; 'f1-score': 0.6183046163077597; 'support': 2931}}
