l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,109.907713,0.749232,5,[X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 11],{'0': {'precision': 0.8425615356829558; 'recall': 0.8154622184487839; 'f1-score': 0.8287904167301151; 'support': 20023}; '1': {'precision': 0.47176554681915656; 'recall': 0.5196032120925839; 'f1-score': 0.4945301963135022; 'support': 6351}; 'accuracy': 0.7442177902479715; 'macro avg': {'precision': 0.6571635412510561; 'recall': 0.6675327152706838; 'f1-score': 0.6616603065218086; 'support': 26374}; 'weighted avg': {'precision': 0.7532718820364104; 'recall': 0.7442177902479715; 'f1-score': 0.7482987711751782; 'support': 26374}},{'0': {'precision': 0.8433179723502304; 'recall': 0.8224719101123595; 'f1-score': 0.832764505119454; 'support': 2225}; '1': {'precision': 0.480946123521682; 'recall': 0.5184135977337111; 'f1-score': 0.49897750511247446; 'support': 706}; 'accuracy': 0.7492323439099283; 'macro avg': {'precision': 0.6621320479359563; 'recall': 0.6704427539230353; 'f1-score': 0.6658710051159642; 'support': 2931}; 'weighted avg': {'precision': 0.7560322250718424; 'recall': 0.7492323439099283; 'f1-score': 0.7523640881952207; 'support': 2931}}
l: 5,2,DNF,8,26375,2930,824,[32; 33],262,60.996696,0.673379,32,[X0 < 41.000000 AND X1 != 8 AND X2 < 219632.000000 AND X3 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X12 >= 35.000000 AND X13 != 4 AND X13 != 31 AND X13 != 41] OR [X1 != 2 AND X1 != 4 AND X2 >= 158662.000000 AND X3 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 4 AND X7 == 0 AND X13 != 4 AND X13 != 18 AND X13 != 26 AND X13 != 29 AND X13 != 40],{'0': {'precision': 0.7815403056637699; 'recall': 0.7814622453056332; 'f1-score': 0.7815012735354343; 'support': 20024}; '1': {'precision': 0.311191563041083; 'recall': 0.3112895606991025; 'f1-score': 0.3112405541561713; 'support': 6351}; 'accuracy': 0.6682464454976303; 'macro avg': {'precision': 0.5463659343524264; 'recall': 0.5463759030023678; 'f1-score': 0.5463709138458028; 'support': 26375}; 'weighted avg': {'precision': 0.6682821117529951; 'recall': 0.6682464454976303; 'f1-score': 0.6682642752879387; 'support': 26375}},{'0': {'precision': 0.7867813490267089; 'recall': 0.7814748201438849; 'f1-score': 0.7841191066997519; 'support': 2224}; '1': {'precision': 0.3259361997226075; 'recall': 0.3328611898016997; 'f1-score': 0.3293622985283812; 'support': 706}; 'accuracy': 0.6733788395904436; 'macro avg': {'precision': 0.5563587743746582; 'recall': 0.5571680049727923; 'f1-score': 0.5567407026140666; 'support': 2930}; 'weighted avg': {'precision': 0.6757381150988264; 'recall': 0.6733788395904436; 'f1-score': 0.674542892853681; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,824,[32; 33],262,80.840357,0.778840,35,[X0 >= 45.000000 AND X3 != 3 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 3 AND X8 != 0 AND X13 != 4 AND X13 != 12 AND X13 != 20] OR [X1 != 1 AND X3 != 5 AND X3 != 13 AND X5 != 0 AND X5 != 5 AND X6 != 0 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 12 AND X7 != 1 AND X7 != 2 AND X8 == 4 AND X12 >= 48.000000 AND X13 != 6 AND X13 != 14 AND X13 != 35 AND X13 == 39],{'0': {'precision': 0.8356519236304327; 'recall': 0.869956052736716; 'f1-score': 0.8524590163934427; 'support': 20024}; '1': {'precision': 0.5290287574606619; 'recall': 0.46055739253660843; 'f1-score': 0.49242424242424243; 'support': 6351}; 'accuracy': 0.7713744075829384; 'macro avg': {'precision': 0.6823403405455473; 'recall': 0.6652567226366621; 'f1-score': 0.6724416294088426; 'support': 26375}; 'weighted avg': {'precision': 0.7618182277690407; 'recall': 0.7713744075829384; 'f1-score': 0.7657640078824137; 'support': 26375}},{'0': {'precision': 0.8381974248927039; 'recall': 0.8781474820143885; 'f1-score': 0.857707509881423; 'support': 2224}; '1': {'precision': 0.5483333333333333; 'recall': 0.4660056657223796; 'f1-score': 0.5038284839203675; 'support': 706}; 'accuracy': 0.778839590443686; 'macro avg': {'precision': 0.6932653791130186; 'recall': 0.672076573868384; 'f1-score': 0.6807679969008953; 'support': 2930}; 'weighted avg': {'precision': 0.7683530396910262; 'recall': 0.778839590443686; 'f1-score': 0.7724383657420014; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.747585 (+- 0.032148), (mean training time) 70.903692 (+- 19.151110)
l: 5,2,DNF,0,26374,2931,412,[64; 65],262,137.883728,0.725009,50,[X0 >= 26.000000 AND X1 != 6 AND X2 < 259873.000000 AND X2 >= 65716.000000 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 15 AND X5 != 3 AND X6 != 1 AND X6 != 2 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X7 != 3 AND X7 != 4 AND X12 >= 35.000000 AND X13 != 2 AND X13 != 4 AND X13 != 8 AND X13 != 12 AND X13 != 18 AND X13 != 22 AND X13 != 26 AND X13 != 32] OR [X0 < 58.000000 AND X0 >= 41.000000 AND X1 != 0 AND X1 != 7 AND X1 != 8 AND X2 < 329054.000000 AND X3 != 1 AND X3 != 13 AND X3 == 15 AND X5 != 0 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X13 != 13 AND X13 != 21 AND X13 != 23 AND X13 != 26 AND X13 != 35],{'0': {'precision': 0.8294285857623037; 'recall': 0.8257004444888378; 'f1-score': 0.8275603163479828; 'support': 20023}; '1': {'precision': 0.45815867101381774; 'recall': 0.4646512360258227; 'f1-score': 0.4613821138211382; 'support': 6351}; 'accuracy': 0.7387578675968757; 'macro avg': {'precision': 0.6437936283880608; 'recall': 0.6451758402573302; 'f1-score': 0.6444712150845605; 'support': 26374}; 'weighted avg': {'precision': 0.7400248082326293; 'recall': 0.7387578675968757; 'f1-score': 0.7393826503038488; 'support': 26374}},{'0': {'precision': 0.8177339901477833; 'recall': 0.8206741573033708; 'f1-score': 0.8192014356213548; 'support': 2225}; '1': {'precision': 0.4283667621776504; 'recall': 0.4235127478753541; 'f1-score': 0.4259259259259259; 'support': 706}; 'accuracy': 0.7250085295121119; 'macro avg': {'precision': 0.6230503761627169; 'recall': 0.6220934525893624; 'f1-score': 0.6225636807736403; 'support': 2931}; 'weighted avg': {'precision': 0.7239457735162876; 'recall': 0.7250085295121119; 'f1-score': 0.7244718177963896; 'support': 2931}}
l: 5,2,DNF,1,26374,2931,412,[64; 65],262,132.064137,0.766633,42,[X0 >= 41.000000 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 5 AND X3 != 8 AND X3 != 12 AND X3 != 15 AND X5 != 5 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X12 < 48.000000 AND X12 >= 40.000000 AND X13 != 26 AND X13 != 40] OR [X1 != 5 AND X3 != 1 AND X3 != 6 AND X3 != 7 AND X3 != 10 AND X3 != 11 AND X5 != 3 AND X5 != 4 AND X6 != 0 AND X6 != 5 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X13 != 6 AND X13 != 26 AND X13 != 29 AND X13 != 37],{'0': {'precision': 0.8574501869589715; 'recall': 0.8360385556609898; 'f1-score': 0.8466090122894855; 'support': 20023}; '1': {'precision': 0.5207998832287257; 'recall': 0.5618012911352543; 'f1-score': 0.5405241630056052; 'support': 6351}; 'accuracy': 0.7700007583225904; 'macro avg': {'precision': 0.6891250350938486; 'recall': 0.698919923398122; 'f1-score': 0.6935665876475454; 'support': 26374}; 'weighted avg': {'precision': 0.7763829965824344; 'recall': 0.7700007583225904; 'f1-score': 0.7729021465200941; 'support': 26374}},{'0': {'precision': 0.859542697153523; 'recall': 0.8278651685393258; 'f1-score': 0.8434065934065934; 'support': 2225}; '1': {'precision': 0.5139593908629442; 'recall': 0.5736543909348442; 'f1-score': 0.542168674698795; 'support': 706}; 'accuracy': 0.7666325486182191; 'macro avg': {'precision': 0.6867510440082336; 'recall': 0.700759779737085; 'f1-score': 0.6927876340526942; 'support': 2931}; 'weighted avg': {'precision': 0.7763008635673242; 'recall': 0.7666325486182191; 'f1-score': 0.7708463850791606; 'support': 2931}}
l: 5,2,DNF,2,26374,2931,412,[64; 65],262,149.388645,0.741044,46,[X0 >= 33.000000 AND X2 >= 158662.000000 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 5 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X12 >= 35.000000 AND X13 != 4 AND X13 != 19 AND X13 != 22 AND X13 != 33 AND X13 != 40 AND X13 == 39] OR [X0 < 50.000000 AND X0 >= 30.000000 AND X1 != 1 AND X2 < 106648.000000 AND X3 != 8 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 6 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X7 != 1 AND X7 != 2 AND X7 != 4 AND X8 != 2 AND X13 != 2 AND X13 != 3 AND X13 != 14 AND X13 != 16 AND X13 != 33 AND X13 != 37 AND X13 != 40],{'0': {'precision': 0.8271557333590399; 'recall': 0.8570643759676372; 'f1-score': 0.8418444935001226; 'support': 20023}; '1': {'precision': 0.49138084236715834; 'recall': 0.4353645095260589; 'f1-score': 0.4616797462013692; 'support': 6351}; 'accuracy': 0.755516796845378; 'macro avg': {'precision': 0.6592682878630991; 'recall': 0.646214442746848; 'f1-score': 0.651762119850746; 'support': 26374}; 'weighted avg': {'precision': 0.7462993470433715; 'recall': 0.755516796845378; 'f1-score': 0.7502987928064705; 'support': 26374}},{'0': {'precision': 0.8192508710801394; 'recall': 0.8453932584269663; 'f1-score': 0.8321167883211679; 'support': 2225}; '1': {'precision': 0.4582677165354331; 'recall': 0.4121813031161473; 'f1-score': 0.43400447427293065; 'support': 706}; 'accuracy': 0.7410440122824974; 'macro avg': {'precision': 0.6387592938077862; 'recall': 0.6287872807715569; 'f1-score': 0.6330606312970493; 'support': 2931}; 'weighted avg': {'precision': 0.7322996233460682; 'recall': 0.7410440122824974; 'f1-score': 0.7362221128800026; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,412,[64; 65],262,158.794989,0.762880,35,[X1 != 6 AND X2 < 196338.000000 AND X3 != 6 AND X3 != 8 AND X3 == 11 AND X4 >= 9.000000 AND X5 == 2 AND X6 != 8 AND X6 != 9 AND X7 != 4 AND X8 != 0 AND X13 != 19 AND X13 != 20 AND X13 != 26] OR [X0 >= 30.000000 AND X1 != 2 AND X2 < 329054.000000 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 7 AND X3 != 13 AND X4 >= 10.000000 AND X5 != 4 AND X6 != 6 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X13 != 0 AND X13 != 4 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 40],{'0': {'precision': 0.8443389076946395; 'recall': 0.8346401638116167; 'f1-score': 0.8394615230058269; 'support': 20023}; '1': {'precision': 0.4968849718887707; 'recall': 0.5148795465281059; 'f1-score': 0.5057222394061244; 'support': 6351}; 'accuracy': 0.757640100098582; 'macro avg': {'precision': 0.6706119397917051; 'recall': 0.6747598551698613; 'f1-score': 0.6725918812059757; 'support': 26374}; 'weighted avg': {'precision': 0.760670145038119; 'recall': 0.757640100098582; 'f1-score': 0.7590953218174706; 'support': 26374}},{'0': {'precision': 0.8480436760691538; 'recall': 0.837752808988764; 'f1-score': 0.8428668324666516; 'support': 2225}; '1': {'precision': 0.5075034106412005; 'recall': 0.5269121813031161; 'f1-score': 0.5170257123002084; 'support': 706}; 'accuracy': 0.7628795632889799; 'macro avg': {'precision': 0.6777735433551771; 'recall': 0.6823324951459401; 'f1-score': 0.67994627238343; 'support': 2931}; 'weighted avg': {'precision': 0.7660165769930245; 'recall': 0.7628795632889799; 'f1-score': 0.7643803668107291; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,412,[64; 65],262,175.681580,0.674173,46,[X1 != 5 AND X1 != 8 AND X3 != 2 AND X3 != 7 AND X3 != 8 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 4 AND X6 != 6 AND X6 != 9 AND X6 != 10 AND X6 != 12 AND X7 != 5 AND X8 != 2 AND X8 != 3 AND X12 >= 40.000000 AND X13 != 22 AND X13 != 33] OR [X1 != 6 AND X1 != 7 AND X1 != 8 AND X2 < 219632.000000 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 11 AND X3 != 12 AND X5 != 3 AND X5 != 5 AND X6 != 3 AND X6 != 6 AND X6 != 12 AND X6 != 13 AND X7 != 1 AND X7 != 4 AND X8 != 3 AND X13 != 5 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.7843176880715405; 'recall': 0.7753083953453529; 'f1-score': 0.7797870202933495; 'support': 20023}; '1': {'precision': 0.3163652940282632; 'recall': 0.3278223901747756; 'f1-score': 0.32199195793380764; 'support': 6351}; 'accuracy': 0.6675513763555017; 'macro avg': {'precision': 0.5503414910499018; 'recall': 0.5515653927600642; 'f1-score': 0.5508894891135785; 'support': 26374}; 'weighted avg': {'precision': 0.671632253379463; 'recall': 0.6675513763555017; 'f1-score': 0.6695475252965551; 'support': 26374}},{'0': {'precision': 0.7886363636363637; 'recall': 0.7797752808988764; 'f1-score': 0.784180790960452; 'support': 2225}; '1': {'precision': 0.32968536251709984; 'recall': 0.3413597733711048; 'f1-score': 0.3354210160055672; 'support': 706}; 'accuracy': 0.674172637325145; 'macro avg': {'precision': 0.5591608630767317; 'recall': 0.5605675271349906; 'f1-score': 0.5598009034830096; 'support': 2931}; 'weighted avg': {'precision': 0.6780872654479637; 'recall': 0.674172637325145; 'f1-score': 0.6760864882930522; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,412,[64; 65],262,133.304214,0.796587,48,[X0 >= 33.000000 AND X1 != 5 AND X2 >= 106648.000000 AND X3 != 2 AND X3 != 3 AND X3 != 12 AND X4 >= 10.000000 AND X5 != 4 AND X6 != 5 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 == 4 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 8 AND X13 != 14 AND X13 != 19 AND X13 != 21 AND X13 != 29 AND X13 != 32 AND X13 != 40 AND X13 == 39] OR [X0 >= 41.000000 AND X3 != 6 AND X3 != 8 AND X3 != 15 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 3 AND X9 AND X12 >= 40.000000 AND X13 != 18 AND X13 != 22 AND X13 != 26 AND X13 != 27 AND X13 != 33],{'0': {'precision': 0.8363922391190352; 'recall': 0.87624232133047; 'f1-score': 0.8558536585365855; 'support': 20023}; '1': {'precision': 0.5409410892923305; 'recall': 0.4596977329974811; 'f1-score': 0.4970212765957447; 'support': 6352}; 'accuracy': 0.7759241706161137; 'macro avg': {'precision': 0.6886666642056829; 'recall': 0.6679700271639756; 'f1-score': 0.6764374675661651; 'support': 26375}; 'weighted avg': {'precision': 0.7652375204953678; 'recall': 0.7759241706161137; 'f1-score': 0.7694345764479326; 'support': 26375}},{'0': {'precision': 0.8479282357966681; 'recall': 0.8921348314606742; 'f1-score': 0.8694699956197985; 'support': 2225}; '1': {'precision': 0.5925297113752123; 'recall': 0.4950354609929078; 'f1-score': 0.5394126738794436; 'support': 705}; 'accuracy': 0.7965870307167235; 'macro avg': {'precision': 0.7202289735859402; 'recall': 0.693585146226791; 'f1-score': 0.704441334749621; 'support': 2930}; 'weighted avg': {'precision': 0.7864756898181267; 'recall': 0.7965870307167235; 'f1-score': 0.7900534728119657; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,412,[64; 65],262,169.079011,0.729352,44,[X0 >= 37.000000 AND X1 != 1 AND X2 >= 65716.000000 AND X3 != 4 AND X3 != 5 AND X3 != 11 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X6 != 0 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X7 != 3 AND X7 != 4 AND X13 != 21 AND X13 != 33 AND X13 != 40] OR [X1 != 0 AND X1 != 6 AND X1 != 7 AND X2 < 196338.000000 AND X3 != 0 AND X3 != 1 AND X3 != 12 AND X6 != 3 AND X6 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 1 AND X7 != 4 AND X8 != 3 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 29 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8241160923552585; 'recall': 0.8253508465264945; 'f1-score': 0.8247330072861562; 'support': 20023}; '1': {'precision': 0.4468522619424233; 'recall': 0.4447418136020151; 'f1-score': 0.44579454000315605; 'support': 6352}; 'accuracy': 0.7336872037914692; 'macro avg': {'precision': 0.6354841771488409; 'recall': 0.6350463300642548; 'f1-score': 0.6352637736446561; 'support': 26375}; 'weighted avg': {'precision': 0.7332580885341276; 'recall': 0.7336872037914692; 'f1-score': 0.7334716937626826; 'support': 26375}},{'0': {'precision': 0.8228133453561768; 'recall': 0.8202247191011236; 'f1-score': 0.8215169930227325; 'support': 2225}; '1': {'precision': 0.43820224719101125; 'recall': 0.4425531914893617; 'f1-score': 0.44036697247706424; 'support': 705}; 'accuracy': 0.7293515358361775; 'macro avg': {'precision': 0.630507796273594; 'recall': 0.6313889552952426; 'f1-score': 0.6309419827498983; 'support': 2930}; 'weighted avg': {'precision': 0.7302704019410089; 'recall': 0.7293515358361775; 'f1-score': 0.7298068344955325; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,412,[64; 65],262,169.788963,0.743345,34,[X1 != 1 AND X3 != 0 AND X3 != 5 AND X3 != 8 AND X3 != 15 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X9 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 4 AND X13 != 9 AND X13 != 11 AND X13 != 22 AND X13 != 23 AND X13 != 26] OR [X1 != 6 AND X1 != 7 AND X2 < 178356.000000 AND X2 >= 106648.000000 AND X3 != 1 AND X5 != 3 AND X12 >= 48.000000 AND X13 != 6 AND X13 != 30],{'0': {'precision': 0.8330870764381403; 'recall': 0.8447785047195725; 'f1-score': 0.8388920574305055; 'support': 20023}; '1': {'precision': 0.4880579805633339; 'recall': 0.46646725440806047; 'f1-score': 0.47701843355067214; 'support': 6352}; 'accuracy': 0.7536682464454977; 'macro avg': {'precision': 0.6605725285007371; 'recall': 0.6556228795638165; 'f1-score': 0.6579552454905888; 'support': 26375}; 'weighted avg': {'precision': 0.7499922966467936; 'recall': 0.7536682464454977; 'f1-score': 0.7517405405059671; 'support': 26375}},{'0': {'precision': 0.8319062640829202; 'recall': 0.8296629213483147; 'f1-score': 0.8307830783078308; 'support': 2225}; '1': {'precision': 0.4669479606188467; 'recall': 0.47092198581560285; 'f1-score': 0.4689265536723164; 'support': 705}; 'accuracy': 0.7433447098976109; 'macro avg': {'precision': 0.6494271123508835; 'recall': 0.6502924535819588; 'f1-score': 0.6498548159900737; 'support': 2930}; 'weighted avg': {'precision': 0.7440920647852507; 'recall': 0.7433447098976109; 'f1-score': 0.7437152114586711; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,412,[64; 65],262,149.211787,0.768259,47,[X0 < 58.000000 AND X1 != 1 AND X1 != 2 AND X1 != 8 AND X2 >= 329054.000000 AND X3 != 0 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 12 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X13 != 7 AND X13 != 16 AND X13 != 25 AND X13 != 40 AND X13 != 41] OR [X0 >= 30.000000 AND X1 != 7 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X5 != 0 AND X5 != 4 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 == 4 AND X13 != 3 AND X13 != 6 AND X13 != 22 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 35],{'0': {'precision': 0.8635318033488472; 'recall': 0.8061326408310028; 'f1-score': 0.8338455975411319; 'support': 20024}; '1': {'precision': 0.4946628482166103; 'recall': 0.5983309715005511; 'f1-score': 0.5415805601083162; 'support': 6351}; 'accuracy': 0.7560947867298579; 'macro avg': {'precision': 0.6790973257827287; 'recall': 0.702231806165777; 'f1-score': 0.6877130788247241; 'support': 26375}; 'weighted avg': {'precision': 0.7747095575082846; 'recall': 0.7560947867298579; 'f1-score': 0.7634692846411959; 'support': 26375}},{'0': {'precision': 0.8687350835322196; 'recall': 0.8183453237410072; 'f1-score': 0.8427876823338736; 'support': 2224}; '1': {'precision': 0.5161676646706587; 'recall': 0.6104815864022662; 'f1-score': 0.5593770279039584; 'support': 706}; 'accuracy': 0.768259385665529; 'macro avg': {'precision': 0.6924513741014391; 'recall': 0.7144134550716368; 'f1-score': 0.701082355118916; 'support': 2930}; 'weighted avg': {'precision': 0.7837819785096046; 'recall': 0.768259385665529; 'f1-score': 0.7744982891504196; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,412,[64; 65],262,148.553933,0.769966,42,[X1 != 1 AND X1 != 2 AND X1 != 7 AND X1 != 8 AND X2 < 178356.000000 AND X3 != 1 AND X3 != 4 AND X3 != 8 AND X4 >= 9.000000 AND X5 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X7 == 0 AND X13 != 11 AND X13 != 26 AND X13 != 29 AND X13 != 38] OR [X1 != 0 AND X1 != 6 AND X1 != 7 AND X2 >= 106648.000000 AND X3 != 9 AND X4 >= 10.000000 AND X5 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X13 != 2 AND X13 != 7 AND X13 != 22 AND X13 != 31 AND X13 != 32 AND X13 != 33],{'0': {'precision': 0.8269386975010751; 'recall': 0.8643128246104674; 'f1-score': 0.8452128049227163; 'support': 20024}; '1': {'precision': 0.5011017260374587; 'recall': 0.42969611084868525; 'f1-score': 0.46265999830465376; 'support': 6351}; 'accuracy': 0.7596587677725118; 'macro avg': {'precision': 0.6640202117692668; 'recall': 0.6470044677295763; 'f1-score': 0.653936401613685; 'support': 26375}; 'weighted avg': {'precision': 0.748478390173476; 'recall': 0.7596587677725118; 'f1-score': 0.7530955395262684; 'support': 26375}},{'0': {'precision': 0.8303495311167945; 'recall': 0.8758992805755396; 'f1-score': 0.8525164113785558; 'support': 2224}; '1': {'precision': 0.5273972602739726; 'recall': 0.43626062322946174; 'f1-score': 0.4775193798449612; 'support': 706}; 'accuracy': 0.7699658703071672; 'macro avg': {'precision': 0.6788733956953836; 'recall': 0.6560799519025007; 'f1-score': 0.6650178956117585; 'support': 2930}; 'weighted avg': {'precision': 0.7573514754120053; 'recall': 0.7699658703071672; 'f1-score': 0.7621587648725088; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [64, 65], 'n_partitions': 412}, (mean val acc cv) 0.747725 (+- 0.031966), (mean training time) 152.375099 (+- 14.786584)
l: 5,2,DNF,0,26374,2931,206,[128; 129],262,999.891438,0.727738,59,[X0 >= 26.000000 AND X1 != 5 AND X2 < 329054.000000 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 3 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 14 AND X7 != 3 AND X12 >= 35.000000 AND X13 != 9 AND X13 != 21] OR [X0 >= 30.000000 AND X1 != 2 AND X1 != 6 AND X3 != 0 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X7 != 5 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 18 AND X13 != 21 AND X13 != 24 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 34 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8561994386660062; 'recall': 0.7770064425910204; 'f1-score': 0.8146829344923285; 'support': 20023}; '1': {'precision': 0.4556869438010484; 'recall': 0.5885687293339632; 'f1-score': 0.5136732169850213; 'support': 6351}; 'accuracy': 0.731629635246834; 'macro avg': {'precision': 0.6559431912335273; 'recall': 0.6827875859624918; 'f1-score': 0.6641780757386749; 'support': 26374}; 'weighted avg': {'precision': 0.7597538917301092; 'recall': 0.731629635246834; 'f1-score': 0.7421981875487891; 'support': 26374}},{'0': {'precision': 0.85728592889334; 'recall': 0.7694382022471911; 'f1-score': 0.8109900521080056; 'support': 2225}; '1': {'precision': 0.45074946466809424; 'recall': 0.5963172804532578; 'f1-score': 0.5134146341463416; 'support': 706}; 'accuracy': 0.7277379733879222; 'macro avg': {'precision': 0.6540176967807171; 'recall': 0.6828777413502245; 'f1-score': 0.6622023431271735; 'support': 2931}; 'weighted avg': {'precision': 0.7593620995712576; 'recall': 0.7277379733879222; 'f1-score': 0.7393120428685191; 'support': 2931}}
