l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,264.908865,0.601160,5,[X0 >= 45.000000 OR X1 == 2 OR X1 == 5 OR X3 == 12 OR X6 == 3],{'0': {'precision': 0.835547810934437; 'recall': 0.5747390500923938; 'f1-score': 0.6810273405136702; 'support': 20023}; '1': {'precision': 0.3242599793667169; 'recall': 0.6433632498819084; 'f1-score': 0.4311945968763191; 'support': 6351}; 'accuracy': 0.5912641237582468; 'macro avg': {'precision': 0.5799038951505769; 'recall': 0.6090511499871512; 'f1-score': 0.5561109686949947; 'support': 26374}; 'weighted avg': {'precision': 0.7124269715362952; 'recall': 0.5912641237582468; 'f1-score': 0.6208662820909502; 'support': 26374}},{'0': {'precision': 0.8346007604562737; 'recall': 0.5919101123595506; 'f1-score': 0.692611096502761; 'support': 2225}; '1': {'precision': 0.3288987435328899; 'recall': 0.6303116147308782; 'f1-score': 0.43224866440019427; 'support': 706}; 'accuracy': 0.6011600136472194; 'macro avg': {'precision': 0.5817497519945818; 'recall': 0.6111108635452144; 'f1-score': 0.5624298804514776; 'support': 2931}; 'weighted avg': {'precision': 0.712790585107277; 'recall': 0.6011600136472194; 'f1-score': 0.6298967065114911; 'support': 2931}}
l: 5,2,CNF,8,26375,2930,206,[128; 129],262,1058.307965,0.649829,15,[X6 == 7 OR X6 == 12 OR X6 == 13 OR X13 == 0 OR X13 == 9 OR X13 == 11] AND [X1 == 7 OR X2 < 106648.000000 OR X12 < 48.000000 OR X13 == 7 OR X13 == 9 OR X13 == 19 OR X13 == 21 OR X13 == 24 OR X13 == 38],{'0': {'precision': 0.7498255895074648; 'recall': 0.8051338393927288; 'f1-score': 0.7764960866947622; 'support': 20024}; '1': {'precision': 0.19942552318424292; 'recall': 0.15304676428908834; 'f1-score': 0.17318485523385302; 'support': 6351}; 'accuracy': 0.6481137440758293; 'macro avg': {'precision': 0.47462555634585385; 'recall': 0.47909030184090856; 'f1-score': 0.4748404709643076; 'support': 26375}; 'weighted avg': {'precision': 0.6172913403617291; 'recall': 0.6481137440758293; 'f1-score': 0.6312210295949239; 'support': 26375}},{'0': {'precision': 0.7487541528239202; 'recall': 0.8107014388489209; 'f1-score': 0.7784974093264249; 'support': 2224}; '1': {'precision': 0.19348659003831417; 'recall': 0.14305949008498584; 'f1-score': 0.16449511400651465; 'support': 706}; 'accuracy': 0.6498293515358362; 'macro avg': {'precision': 0.4711203714311172; 'recall': 0.47688046446695337; 'f1-score': 0.47149626166646974; 'support': 2930}; 'weighted avg': {'precision': 0.6149593066373544; 'recall': 0.6498293515358362; 'f1-score': 0.6305500985769857; 'support': 2930}}
l: 5,2,CNF,9,26375,2930,206,[128; 129],262,1099.253516,0.756655,25,[X1 == 2 OR X1 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 0 OR X6 == 10 OR X6 == 14 OR X7 == 5 OR X13 == 30] AND [X3 == 0 OR X3 == 10 OR X3 == 14 OR X6 == 11 OR X6 == 12 OR X7 == 0 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 30 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8518240879560219; 'recall': 0.8512285257690771; 'f1-score': 0.8515262027276814; 'support': 20024}; '1': {'precision': 0.5319717203456402; 'recall': 0.5331443867107543; 'f1-score': 0.532557407989934; 'support': 6351}; 'accuracy': 0.7746350710900474; 'macro avg': {'precision': 0.6918979041508311; 'recall': 0.6921864562399157; 'f1-score': 0.6920418053588078; 'support': 26375}; 'weighted avg': {'precision': 0.7748048505458405; 'recall': 0.7746350710900474; 'f1-score': 0.7747197263151911; 'support': 26375}},{'0': {'precision': 0.8438780154756486; 'recall': 0.8336330935251799; 'f1-score': 0.8387242705270301; 'support': 2224}; '1': {'precision': 0.495225102319236; 'recall': 0.5141643059490085; 'f1-score': 0.5045170257123002; 'support': 706}; 'accuracy': 0.7566552901023891; 'macro avg': {'precision': 0.6695515588974423; 'recall': 0.6738986997370942; 'f1-score': 0.6716206481196652; 'support': 2930}; 'weighted avg': {'precision': 0.7598681326468337; 'recall': 0.7566552901023891; 'f1-score': 0.7581951528344706; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [128, 129], 'n_partitions': 206}, (mean val acc cv) 0.657426 (+- 0.105991), (mean training time) 1080.627836 (+- 22.693062)
l: 5,2,DNF,0,26374,2931,3296,[8; 9],262,196.515613,0.776868,12,[X0 >= 37.000000 AND X3 != 0 AND X3 != 3 AND X3 != 13 AND X6 == 4] OR [X0 < 22.000000 AND X1 != 5 AND X2 >= 178356.000000 AND X6 == 14 AND X7 == 0 AND X13 != 10 AND X13 != 27],{'0': {'precision': 0.7885622397229208; 'recall': 0.9551515756879588; 'f1-score': 0.8638991778841809; 'support': 20023}; '1': {'precision': 0.5766148043375766; 'recall': 0.19256809951188789; 'f1-score': 0.2887157695939565; 'support': 6351}; 'accuracy': 0.7715174035034503; 'macro avg': {'precision': 0.6825885220302488; 'recall': 0.5738598375999233; 'f1-score': 0.5763074737390688; 'support': 26374}; 'weighted avg': {'precision': 0.7375241657814512; 'recall': 0.7715174035034503; 'f1-score': 0.725391942498907; 'support': 26374}},{'0': {'precision': 0.7927692881103242; 'recall': 0.9559550561797753; 'f1-score': 0.8667481662591687; 'support': 2225}; '1': {'precision': 0.6048387096774194; 'recall': 0.21246458923512748; 'f1-score': 0.3144654088050315; 'support': 706}; 'accuracy': 0.7768679631525077; 'macro avg': {'precision': 0.6988039988938718; 'recall': 0.5842098227074514; 'f1-score': 0.5906067875321002; 'support': 2931}; 'weighted avg': {'precision': 0.7475018065771851; 'recall': 0.7768679631525077; 'f1-score': 0.7337179285373602; 'support': 2931}}
l: 5,2,DNF,1,26374,2931,3296,[8; 9],262,134.014600,0.758103,13,[X0 < 22.000000 AND X0 >= 41.000000 AND X3 != 6 AND X3 == 12 AND X5 != 0 AND X13 != 26] OR [X0 >= 22.000000 AND X2 >= 106648.000000 AND X3 != 3 AND X3 != 5 AND X7 == 5 AND X13 != 26 AND X13 != 30],{'0': {'precision': 0.7687315634218289; 'recall': 0.9761274534285571; 'f1-score': 0.8601038549551135; 'support': 20023}; '1': {'precision': 0.49631190727081137; 'recall': 0.07416154936230515; 'f1-score': 0.12904109589041096; 'support': 6351}; 'accuracy': 0.7589292485023129; 'macro avg': {'precision': 0.6325217353463202; 'recall': 0.5251445013954311; 'f1-score': 0.4945724754227623; 'support': 26374}; 'weighted avg': {'precision': 0.7031314558835293; 'recall': 0.7589292485023129; 'f1-score': 0.6840600397272405; 'support': 26374}},{'0': {'precision': 0.7682236376503893; 'recall': 0.9757303370786516; 'f1-score': 0.8596317560879033; 'support': 2225}; '1': {'precision': 0.4857142857142857; 'recall': 0.07223796033994334; 'f1-score': 0.12577065351418001; 'support': 706}; 'accuracy': 0.7581030365063118; 'macro avg': {'precision': 0.6269689616823375; 'recall': 0.5239841487092975; 'f1-score': 0.4927012048010417; 'support': 2931}; 'weighted avg': {'precision': 0.7001746432911641; 'recall': 0.7581030365063118; 'f1-score': 0.682864121008733; 'support': 2931}}
l: 5,2,DNF,2,26374,2931,3296,[8; 9],262,126.568093,0.740020,12,[X0 < 50.000000 AND X0 >= 30.000000 AND X1 == 6 AND X5 != 3 AND X5 != 5] OR [X0 < 22.000000 AND X0 >= 33.000000 AND X1 != 0 AND X3 != 6 AND X4 >= 9.000000 AND X6 != 8 AND X13 != 19],{'0': {'precision': 0.7622319630375548; 'recall': 0.9639914098786395; 'f1-score': 0.8513209544392007; 'support': 20023}; '1': {'precision': 0.3139866793529971; 'recall': 0.051960321209258385; 'f1-score': 0.08916509051607674; 'support': 6351}; 'accuracy': 0.7443694547660574; 'macro avg': {'precision': 0.538109321195276; 'recall': 0.5079758655439489; 'f1-score': 0.4702430224776387; 'support': 26374}; 'weighted avg': {'precision': 0.6542921057280596; 'recall': 0.7443694547660574; 'f1-score': 0.6677897535680488; 'support': 26374}},{'0': {'precision': 0.7598579040852576; 'recall': 0.9613483146067415; 'f1-score': 0.8488095238095238; 'support': 2225}; '1': {'precision': 0.25862068965517243; 'recall': 0.042492917847025496; 'f1-score': 0.072992700729927; 'support': 706}; 'accuracy': 0.7400204708290685; 'macro avg': {'precision': 0.509239296870215; 'recall': 0.5019206162268836; 'f1-score': 0.4609011122697254; 'support': 2931}; 'weighted avg': {'precision': 0.6391231809915557; 'recall': 0.7400204708290685; 'f1-score': 0.6619358707579389; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,3296,[8; 9],262,124.863835,0.709997,14,[X1 != 4 AND X3 != 2 AND X3 != 4 AND X5 != 4 AND X8 != 3 AND X13 != 2] OR [X0 < 37.000000 AND X0 >= 33.000000 AND X1 != 2 AND X2 < 158662.000000 AND X3 != 3 AND X3 != 6 AND X5 != 1 AND X6 == 12],{'0': {'precision': 0.7976598452952119; 'recall': 0.8137142286370673; 'f1-score': 0.8056070607431579; 'support': 20023}; '1': {'precision': 0.37289845326160054; 'recall': 0.3492363407337427; 'f1-score': 0.3606797300593544; 'support': 6351}; 'accuracy': 0.7018654735724578; 'macro avg': {'precision': 0.5852791492784062; 'recall': 0.581475284685405; 'f1-score': 0.5831433954012561; 'support': 26374}; 'weighted avg': {'precision': 0.6953750344661581; 'recall': 0.7018654735724578; 'f1-score': 0.6984661842294384; 'support': 26374}},{'0': {'precision': 0.800349497597204; 'recall': 0.8233707865168539; 'f1-score': 0.8116969428444839; 'support': 2225}; '1': {'precision': 0.3878504672897196; 'recall': 0.3526912181303116; 'f1-score': 0.3694362017804154; 'support': 706}; 'accuracy': 0.7099965881951552; 'macro avg': {'precision': 0.5940999824434618; 'recall': 0.5880310023235827; 'f1-score': 0.5905665723124497; 'support': 2931}; 'weighted avg': {'precision': 0.7009894445787516; 'recall': 0.7099965881951552; 'f1-score': 0.7051680847103208; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,3296,[8; 9],262,153.498523,0.728420,10,[X0 >= 45.000000 AND X1 != 4 AND X1 != 8 AND X5 != 6] OR [X0 < 50.000000 AND X0 >= 37.000000 AND X2 >= 259873.000000 AND X5 != 0 AND X6 != 3 AND X13 != 4],{'0': {'precision': 0.791405269761606; 'recall': 0.882035658992159; 'f1-score': 0.8342662793169419; 'support': 20023}; '1': {'precision': 0.41793987185805814; 'recall': 0.2670445599118249; 'f1-score': 0.3258718416754732; 'support': 6351}; 'accuracy': 0.7339425191476454; 'macro avg': {'precision': 0.604672570809832; 'recall': 0.574540109451992; 'f1-score': 0.5800690604962075; 'support': 26374}; 'weighted avg': {'precision': 0.701472808167406; 'recall': 0.7339425191476454; 'f1-score': 0.7118421846228884; 'support': 26374}},{'0': {'precision': 0.7870630775411812; 'recall': 0.8804494382022472; 'f1-score': 0.8311412812897752; 'support': 2225}; '1': {'precision': 0.39819004524886875; 'recall': 0.24929178470254956; 'f1-score': 0.30662020905923343; 'support': 706}; 'accuracy': 0.7284203343568748; 'macro avg': {'precision': 0.592626561395025; 'recall': 0.5648706114523984; 'f1-score': 0.5688807451745043; 'support': 2931}; 'weighted avg': {'precision': 0.6933938995137596; 'recall': 0.7284203343568748; 'f1-score': 0.7047980956893786; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,3296,[8; 9],262,128.350970,0.709898,17,[X0 >= 37.000000 AND X1 != 8 AND X2 < 106648.000000 AND X3 != 3 AND X3 != 4 AND X3 != 13] OR [X0 < 22.000000 AND X0 >= 41.000000 AND X2 >= 329054.000000 AND X3 != 0 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X6 != 5 AND X13 != 3 AND X13 != 4 AND X13 != 23],{'0': {'precision': 0.770995284822225; 'recall': 0.9064575737901414; 'f1-score': 0.8332568175557801; 'support': 20023}; '1': {'precision': 0.33909668313338037; 'recall': 0.15129093198992444; 'f1-score': 0.20923143914652734; 'support': 6352}; 'accuracy': 0.7245876777251185; 'macro avg': {'precision': 0.5550459839778027; 'recall': 0.5288742528900329; 'f1-score': 0.5212441283511537; 'support': 26375}; 'weighted avg': {'precision': 0.6669793637633609; 'recall': 0.7245876777251185; 'f1-score': 0.6829702126778436; 'support': 26375}},{'0': {'precision': 0.7659574468085106; 'recall': 0.8898876404494382; 'f1-score': 0.8232848232848233; 'support': 2225}; '1': {'precision': 0.2898550724637681; 'recall': 0.14184397163120568; 'f1-score': 0.19047619047619047; 'support': 705}; 'accuracy': 0.7098976109215017; 'macro avg': {'precision': 0.5279062596361394; 'recall': 0.515865806040322; 'f1-score': 0.5068805068805069; 'support': 2930}; 'weighted avg': {'precision': 0.6514003908654924; 'recall': 0.7098976109215017; 'f1-score': 0.6710219952540771; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,3296,[8; 9],262,126.534146,0.667577,10,[X0 >= 41.000000 AND X5 != 4] OR [X0 < 26.000000 AND X0 >= 33.000000 AND X2 >= 219632.000000 AND X3 != 0 AND X6 != 8 AND X13 != 3 AND X13 != 13 AND X13 != 40],{'0': {'precision': 0.8405832469037887; 'recall': 0.6881086750237227; 'f1-score': 0.7567419124512551; 'support': 20023}; '1': {'precision': 0.37449919871794873; 'recall': 0.5886335012594458; 'f1-score': 0.4577619980411361; 'support': 6352}; 'accuracy': 0.6641516587677725; 'macro avg': {'precision': 0.6075412228108688; 'recall': 0.6383710881415843; 'f1-score': 0.6072519552461956; 'support': 26375}; 'weighted avg': {'precision': 0.7283343038108426; 'recall': 0.6641516587677725; 'f1-score': 0.6847373469030815; 'support': 26375}},{'0': {'precision': 0.8397609994568169; 'recall': 0.6948314606741574; 'f1-score': 0.7604525332021644; 'support': 2225}; '1': {'precision': 0.37649219467401285; 'recall': 0.5815602836879432; 'f1-score': 0.45707915273132665; 'support': 705}; 'accuracy': 0.6675767918088737; 'macro avg': {'precision': 0.6081265970654148; 'recall': 0.6381958721810503; 'f1-score': 0.6087658429667455; 'support': 2930}; 'weighted avg': {'precision': 0.7282918843128315; 'recall': 0.6675767918088737; 'f1-score': 0.6874565491639595; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,3296,[8; 9],262,193.324178,0.698635,12,[X0 < 26.000000 AND X0 >= 26.000000 AND X2 < 65716.000000 AND X3 != 4 AND X6 != 9] OR [X0 >= 45.000000 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X13 != 4 AND X13 != 6 AND X13 != 41],{'0': {'precision': 0.8145891740349364; 'recall': 0.7545822304349997; 'f1-score': 0.783438334500013; 'support': 20023}; '1': {'precision': 0.3721732464545803; 'recall': 0.458595717884131; 'f1-score': 0.41088934339516187; 'support': 6352}; 'accuracy': 0.6832985781990522; 'macro avg': {'precision': 0.5933812102447583; 'recall': 0.6065889741595654; 'f1-score': 0.5971638389475874; 'support': 26375}; 'weighted avg': {'precision': 0.7080403220163421; 'recall': 0.6832985781990522; 'f1-score': 0.6937158248697566; 'support': 26375}},{'0': {'precision': 0.824468085106383; 'recall': 0.7662921348314606; 'f1-score': 0.7943163289075238; 'support': 2225}; '1': {'precision': 0.39675174013921116; 'recall': 0.4851063829787234; 'f1-score': 0.43650287172941926; 'support': 705}; 'accuracy': 0.6986348122866894; 'macro avg': {'precision': 0.6106099126227971; 'recall': 0.625699258905092; 'f1-score': 0.6154096003184715; 'support': 2930}; 'weighted avg': {'precision': 0.7215534014197428; 'recall': 0.6986348122866894; 'f1-score': 0.7082212820438502; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,3296,[8; 9],262,126.952352,0.735154,12,[X0 >= 26.000000 AND X1 != 0 AND X3 != 3 AND X3 != 10 AND X3 != 13 AND X3 == 7] OR [X0 < 50.000000 AND X0 >= 37.000000 AND X1 != 0 AND X3 != 3 AND X6 != 6 AND X9],{'0': {'precision': 0.8137183766265177; 'recall': 0.8400918897323212; 'f1-score': 0.8266948423716736; 'support': 20024}; '1': {'precision': 0.4384426517011575; 'recall': 0.39363879703983623; 'f1-score': 0.41483448104206416; 'support': 6351}; 'accuracy': 0.7325876777251185; 'macro avg': {'precision': 0.6260805141638376; 'recall': 0.6168653433860787; 'f1-score': 0.6207646617068688; 'support': 26375}; 'weighted avg': {'precision': 0.7233534049108413; 'recall': 0.7325876777251185; 'f1-score': 0.7275204289193759; 'support': 26375}},{'0': {'precision': 0.8123382226056945; 'recall': 0.8466726618705036; 'f1-score': 0.829150154117129; 'support': 2224}; '1': {'precision': 0.44281045751633985; 'recall': 0.3838526912181303; 'f1-score': 0.41122913505311076; 'support': 706}; 'accuracy': 0.7351535836177474; 'macro avg': {'precision': 0.6275743400610172; 'recall': 0.615262676544317; 'f1-score': 0.6201896445851198; 'support': 2930}; 'weighted avg': {'precision': 0.7232984266490105; 'recall': 0.7351535836177474; 'f1-score': 0.7284497310935123; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,3296,[8; 9],262,132.054539,0.729010,12,[X0 < 22.000000 AND X1 == 1 AND X3 != 6 AND X13 != 4] OR [X0 >= 58.000000 AND X1 != 0 AND X1 != 5 AND X3 != 2 AND X3 != 3 AND X7 != 2 AND X13 != 27 AND X13 != 33],{'0': {'precision': 0.7615583775120207; 'recall': 0.9254394726328405; 'f1-score': 0.8355389228306693; 'support': 20024}; '1': {'precision': 0.26885406464250733; 'recall': 0.08644307982994803; 'f1-score': 0.13082330513523172; 'support': 6351}; 'accuracy': 0.7234123222748815; 'macro avg': {'precision': 0.515206221077264; 'recall': 0.5059412762313943; 'f1-score': 0.4831811139829505; 'support': 26375}; 'weighted avg': {'precision': 0.6429170470462661; 'recall': 0.7234123222748815; 'f1-score': 0.6658460739971632; 'support': 26375}},{'0': {'precision': 0.7628676470588235; 'recall': 0.9330035971223022; 'f1-score': 0.8394012944983819; 'support': 2224}; '1': {'precision': 0.2904761904761905; 'recall': 0.08640226628895184; 'f1-score': 0.1331877729257642; 'support': 706}; 'accuracy': 0.7290102389078499; 'macro avg': {'precision': 0.526671918767507; 'recall': 0.509702931705627; 'f1-score': 0.48629453371207304; 'support': 2930}; 'weighted avg': {'precision': 0.649042265370312; 'recall': 0.7290102389078499; 'f1-score': 0.6692351695051163; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 3296}, (mean val acc cv) 0.725368 (+- 0.029304), (mean training time) 144.267685 (+- 26.520382)
l: 5,2,DNF,0,26374,2931,1648,[16; 17],262,102.093286,0.758444,23,[X1 != 6 AND X6 == 4 AND X13 != 41] OR [X1 != 0 AND X1 != 2 AND X1 != 5 AND X2 < 130856.000000 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X5 != 6 AND X5 == 2 AND X6 != 3 AND X6 != 14 AND X7 != 3 AND X12 < 55.000000 AND X13 != 3 AND X13 != 4 AND X13 != 34],{'0': {'precision': 0.804070568368662; 'recall': 0.9036607900913949; 'f1-score': 0.8509617645675587; 'support': 20023}; '1': {'precision': 0.5016791526737278; 'recall': 0.3057786175405448; 'f1-score': 0.3799647818430836; 'support': 6351}; 'accuracy': 0.7596875710927429; 'macro avg': {'precision': 0.6528748605211949; 'recall': 0.6047197038159698; 'f1-score': 0.6154632732053211; 'support': 26374}; 'weighted avg': {'precision': 0.7312531011252205; 'recall': 0.7596875710927429; 'f1-score': 0.7375431766672349; 'support': 26374}},{'0': {'precision': 0.8044961862705741; 'recall': 0.9006741573033707; 'f1-score': 0.8498727735368957; 'support': 2225}; '1': {'precision': 0.49772727272727274; 'recall': 0.3101983002832861; 'f1-score': 0.38219895287958117; 'support': 706}; 'accuracy': 0.7584442169907881; 'macro avg': {'precision': 0.6511117294989234; 'recall': 0.6054362287933284; 'f1-score': 0.6160358632082384; 'support': 2931}; 'weighted avg': {'precision': 0.7306037082898267; 'recall': 0.7584442169907881; 'f1-score': 0.737222579956526; 'support': 2931}}
l: 5,2,DNF,1,26374,2931,1648,[16; 17],262,103.237515,0.785397,21,[X0 >= 41.000000 AND X1 != 6 AND X1 != 7 AND X5 != 3 AND X5 != 5 AND X6 != 9 AND X6 != 12 AND X7 == 0 AND X12 >= 48.000000 AND X13 != 8 AND X13 != 23] OR [X1 != 2 AND X2 < 259873.000000 AND X3 != 1 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X5 == 2 AND X13 != 0 AND X13 != 3 AND X13 != 31],{'0': {'precision': 0.8417571807868695; 'recall': 0.8708485241971733; 'f1-score': 0.8560557710245964; 'support': 20023}; '1': {'precision': 0.5430288036755611; 'recall': 0.4838608093213667; 'f1-score': 0.5117402164862614; 'support': 6351}; 'accuracy': 0.7776598164859331; 'macro avg': {'precision': 0.6923929922312153; 'recall': 0.67735466675927; 'f1-score': 0.6838979937554289; 'support': 26374}; 'weighted avg': {'precision': 0.7698217927898301; 'recall': 0.7776598164859331; 'f1-score': 0.7731427473318321; 'support': 26374}},{'0': {'precision': 0.8478639930252834; 'recall': 0.8741573033707866; 'f1-score': 0.8608099136977208; 'support': 2225}; '1': {'precision': 0.5604395604395604; 'recall': 0.5056657223796034; 'f1-score': 0.5316455696202531; 'support': 706}; 'accuracy': 0.7853974752644148; 'macro avg': {'precision': 0.7041517767324219; 'recall': 0.6899115128751949; 'f1-score': 0.6962277416589869; 'support': 2931}; 'weighted avg': {'precision': 0.7786310863703805; 'recall': 0.7853974752644148; 'f1-score': 0.7815229717261438; 'support': 2931}}
l: 5,2,DNF,2,26374,2931,1648,[16; 17],262,70.755944,0.719550,26,[X0 >= 26.000000 AND X1 != 6 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 10 AND X3 != 13 AND X5 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X8 == 4 AND X13 != 4 AND X13 != 12] OR [X0 < 22.000000 AND X0 >= 50.000000 AND X3 != 6 AND X6 != 8 AND X7 != 1 AND X13 != 4 AND X13 != 23],{'0': {'precision': 0.8254472159234064; 'recall': 0.8181091744493832; 'f1-score': 0.8217618139861543; 'support': 20023}; '1': {'precision': 0.4421810384438658; 'recall': 0.4545740828216029; 'f1-score': 0.44829192546583846; 'support': 6351}; 'accuracy': 0.730567983620232; 'macro avg': {'precision': 0.6338141271836362; 'recall': 0.636341628635493; 'f1-score': 0.6350268697259964; 'support': 26374}; 'weighted avg': {'precision': 0.7331546742849533; 'recall': 0.730567983620232; 'f1-score': 0.7318282710274631; 'support': 26374}},{'0': {'precision': 0.8204659661946094; 'recall': 0.807191011235955; 'f1-score': 0.813774354327141; 'support': 2225}; '1': {'precision': 0.42183288409703507; 'recall': 0.443342776203966; 'f1-score': 0.4323204419889503; 'support': 706}; 'accuracy': 0.7195496417604913; 'macro avg': {'precision': 0.6211494251458223; 'recall': 0.6252668937199606; 'f1-score': 0.6230473981580457; 'support': 2931}; 'weighted avg': {'precision': 0.7244458515713111; 'recall': 0.7195496417604913; 'f1-score': 0.7218922451115959; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,1648,[16; 17],262,134.555421,0.736267,24,[X1 != 2 AND X3 != 2 AND X3 != 6 AND X3 != 7 AND X5 != 3 AND X6 == 12 AND X12 >= 40.000000 AND X13 != 5 AND X13 != 26] OR [X0 >= 37.000000 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X4 >= 9.000000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 6 AND X6 != 7 AND X7 != 1 AND X7 != 3 AND X8 != 0 AND X13 != 1 AND X13 != 33],{'0': {'precision': 0.8752216946049545; 'recall': 0.764021375418269; 'f1-score': 0.8158498213428617; 'support': 20023}; '1': {'precision': 0.4688026981450253; 'recall': 0.6565895134624469; 'f1-score': 0.5470287288469107; 'support': 6351}; 'accuracy': 0.7381512095245317; 'macro avg': {'precision': 0.6720121963749899; 'recall': 0.7103054444403579; 'f1-score': 0.6814392750948861; 'support': 26374}; 'weighted avg': {'precision': 0.777353830552592; 'recall': 0.7381512095245317; 'f1-score': 0.7511162671439618; 'support': 26374}},{'0': {'precision': 0.8711656441717791; 'recall': 0.7658426966292134; 'f1-score': 0.8151160009567089; 'support': 2225}; '1': {'precision': 0.46564102564102566; 'recall': 0.6430594900849859; 'f1-score': 0.5401546698393814; 'support': 706}; 'accuracy': 0.7362674854998295; 'macro avg': {'precision': 0.6684033349064024; 'recall': 0.7044510933570997; 'f1-score': 0.6776353353980451; 'support': 2931}; 'weighted avg': {'precision': 0.7734855415847058; 'recall': 0.7362674854998295; 'f1-score': 0.7488851242017334; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,1648,[16; 17],262,77.097613,0.734220,20,[X0 < 58.000000 AND X0 >= 30.000000 AND X3 == 15 AND X5 != 3 AND X6 != 3 AND X6 != 8] OR [X0 >= 41.000000 AND X1 != 1 AND X1 != 6 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 4 AND X3 != 15 AND X5 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 14 AND X6 == 4 AND X13 != 26 AND X13 != 32],{'0': {'precision': 0.7840589127138835; 'recall': 0.9039604454876892; 'f1-score': 0.8397513222603693; 'support': 20023}; '1': {'precision': 0.41532380662815443; 'recall': 0.21508423870256652; 'f1-score': 0.283402489626556; 'support': 6351}; 'accuracy': 0.7380753772654888; 'macro avg': {'precision': 0.5996913596710189; 'recall': 0.5595223420951279; 'f1-score': 0.5615769059434627; 'support': 26374}; 'weighted avg': {'precision': 0.6952655306425077; 'recall': 0.7380753772654888; 'f1-score': 0.7057795532432559; 'support': 26374}},{'0': {'precision': 0.7846456692913386; 'recall': 0.8957303370786517; 'f1-score': 0.8365162644281218; 'support': 2225}; '1': {'precision': 0.40664961636828645; 'recall': 0.22521246458923513; 'f1-score': 0.2898814949863263; 'support': 706}; 'accuracy': 0.7342204025929717; 'macro avg': {'precision': 0.5956476428298125; 'recall': 0.5604714008339434; 'f1-score': 0.563198879707224; 'support': 2931}; 'weighted avg': {'precision': 0.693596466506052; 'recall': 0.7342204025929717; 'f1-score': 0.7048464769064884; 'support': 2931}}
