l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,131.903956,0.699761,4,[X1 == 5 OR X1 == 6 OR X3 == 1 OR X3 == 10],{'0': {'precision': 0.774940537629583; 'recall': 0.8624082305348849; 'f1-score': 0.8163381080697775; 'support': 20023}; '1': {'precision': 0.32657052065509656; 'recall': 0.21036057313808848; 'f1-score': 0.2558896763072208; 'support': 6351}; 'accuracy': 0.7053916736179571; 'macro avg': {'precision': 0.5507555291423398; 'recall': 0.5363844018364867; 'f1-score': 0.5361138921884991; 'support': 26374}; 'weighted avg': {'precision': 0.6669706438779729; 'recall': 0.7053916736179571; 'f1-score': 0.6813791336963796; 'support': 26374}},{'0': {'precision': 0.7730410069021518; 'recall': 0.8557303370786516; 'f1-score': 0.8122866894197953; 'support': 2225}; '1': {'precision': 0.3141025641025641; 'recall': 0.20821529745042494; 'f1-score': 0.25042589437819424; 'support': 706}; 'accuracy': 0.6997611736608667; 'macro avg': {'precision': 0.543571785502358; 'recall': 0.5319728172645383; 'f1-score': 0.5313562918989948; 'support': 2931}; 'weighted avg': {'precision': 0.6624949336791873; 'recall': 0.6997611736608667; 'f1-score': 0.6769493570078641; 'support': 2931}}
l: 5,2,DNF,7,26375,2930,824,[32; 33],262,81.361362,0.721502,34,[X1 != 8 AND X2 < 130856.000000 AND X3 != 5 AND X3 != 12 AND X3 != 13 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X12 >= 40.000000 AND X13 != 7 AND X13 != 21] OR [X0 >= 33.000000 AND X2 >= 196338.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 9 AND X5 != 3 AND X5 != 6 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X7 != 1 AND X7 != 2 AND X7 == 0 AND X13 != 28 AND X13 != 32 AND X13 != 40],{'0': {'precision': 0.7975660573917984; 'recall': 0.8411826399640413; 'f1-score': 0.818793903891495; 'support': 20023}; '1': {'precision': 0.39509225794179187; 'recall': 0.32698362720403024; 'f1-score': 0.35782582479111036; 'support': 6352}; 'accuracy': 0.717345971563981; 'macro avg': {'precision': 0.5963291576667952; 'recall': 0.5840831335840357; 'f1-score': 0.5883098643413027; 'support': 26375}; 'weighted avg': {'precision': 0.7006366327811276; 'recall': 0.717345971563981; 'f1-score': 0.707777060727679; 'support': 26375}},{'0': {'precision': 0.7971320118093631; 'recall': 0.849438202247191; 'f1-score': 0.8224543080939948; 'support': 2225}; '1': {'precision': 0.4007155635062612; 'recall': 0.3177304964539007; 'f1-score': 0.35443037974683544; 'support': 705}; 'accuracy': 0.7215017064846416; 'macro avg': {'precision': 0.5989237876578122; 'recall': 0.5835843493505459; 'f1-score': 0.5884423439204152; 'support': 2930}; 'weighted avg': {'precision': 0.7017485319275587; 'recall': 0.7215017064846416; 'f1-score': 0.7098410420582448; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,824,[32; 33],262,72.310215,0.783959,42,[X0 >= 30.000000 AND X1 != 1 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X4 >= 11.000000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 == 4 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 13 AND X13 != 40 AND X13 != 41] OR [X1 != 7 AND X1 == 4 AND X2 < 219632.000000 AND X3 != 4 AND X3 != 6 AND X3 != 15 AND X3 == 12 AND X5 != 5 AND X6 != 3 AND X6 != 6 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X9 AND X13 != 30 AND X13 != 32 AND X13 != 34],{'0': {'precision': 0.8240799064159093; 'recall': 0.9147023571713944; 'f1-score': 0.8670295857988166; 'support': 20024}; '1': {'precision': 0.5883345384429983; 'recall': 0.3843489214296961; 'f1-score': 0.46495238095238095; 'support': 6351}; 'accuracy': 0.7869952606635071; 'macro avg': {'precision': 0.7062072224294538; 'recall': 0.6495256393005453; 'f1-score': 0.6659909833755988; 'support': 26375}; 'weighted avg': {'precision': 0.7673133156293328; 'recall': 0.7869952606635071; 'f1-score': 0.7702109193351309; 'support': 26375}},{'0': {'precision': 0.8227180527383368; 'recall': 0.9118705035971223; 'f1-score': 0.8650031989763276; 'support': 2224}; '1': {'precision': 0.578494623655914; 'recall': 0.3810198300283286; 'f1-score': 0.4594363791631085; 'support': 706}; 'accuracy': 0.7839590443686006; 'macro avg': {'precision': 0.7006063381971254; 'recall': 0.6464451668127255; 'f1-score': 0.662219789069718; 'support': 2930}; 'weighted avg': {'precision': 0.7638710421812752; 'recall': 0.7839590443686006; 'f1-score': 0.7672795898336202; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,824,[32; 33],262,55.046702,0.761092,34,[X0 < 50.000000 AND X0 >= 30.000000 AND X1 != 7 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X6 != 1 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X9 AND X13 != 0 AND X13 != 4 AND X13 != 10 AND X13 != 19 AND X13 != 26 AND X13 != 27] OR [X1 != 1 AND X2 >= 106648.000000 AND X3 != 3 AND X4 >= 11.000000 AND X5 == 2 AND X6 != 0 AND X6 != 9 AND X7 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 21 AND X13 != 23 AND X13 != 24],{'0': {'precision': 0.8477959665417971; 'recall': 0.8250599280862965; 'f1-score': 0.8362734428387032; 'support': 20024}; '1': {'precision': 0.49143437862950057; 'recall': 0.5329869311919383; 'f1-score': 0.5113679280912455; 'support': 6351}; 'accuracy': 0.7547298578199052; 'macro avg': {'precision': 0.6696151725856488; 'recall': 0.6790234296391173; 'f1-score': 0.6738206854649744; 'support': 26375}; 'weighted avg': {'precision': 0.7619854473064988; 'recall': 0.7547298578199052; 'f1-score': 0.7580374267567657; 'support': 26375}},{'0': {'precision': 0.8584195672624647; 'recall': 0.8205935251798561; 'f1-score': 0.8390804597701149; 'support': 2224}; '1': {'precision': 0.503731343283582; 'recall': 0.5736543909348442; 'f1-score': 0.5364238410596027; 'support': 706}; 'accuracy': 0.7610921501706485; 'macro avg': {'precision': 0.6810754552730234; 'recall': 0.6971239580573501; 'f1-score': 0.6877521504148588; 'support': 2930}; 'weighted avg': {'precision': 0.7729554423037306; 'recall': 0.7610921501706485; 'f1-score': 0.7661536431115409; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.733939 (+- 0.036147), (mean training time) 57.205168 (+- 11.707976)
l: 5,2,DNF,0,26374,2931,412,[64; 65],262,185.255117,0.763903,45,[X0 >= 33.000000 AND X1 != 7 AND X2 < 259873.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X5 != 5 AND X5 != 6 AND X5 == 2 AND X6 != 1 AND X6 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X9 AND X13 != 24] OR [X0 >= 33.000000 AND X1 != 4 AND X3 != 0 AND X3 != 6 AND X3 != 8 AND X3 != 15 AND X4 >= 9.000000 AND X5 != 0 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X7 != 3 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 12 AND X13 != 26 AND X13 != 29 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.823454759106933; 'recall': 0.8749438146131948; 'f1-score': 0.8484188096275848; 'support': 20023}; '1': {'precision': 0.5089233182977054; 'recall': 0.40859707132735; 'f1-score': 0.4532751091703057; 'support': 6351}; 'accuracy': 0.7626450291954198; 'macro avg': {'precision': 0.6661890387023193; 'recall': 0.6417704429702724; 'f1-score': 0.6508469593989452; 'support': 26374}; 'weighted avg': {'precision': 0.7477139090053404; 'recall': 0.7626450291954198; 'f1-score': 0.7532660970468544; 'support': 26374}},{'0': {'precision': 0.8249258160237388; 'recall': 0.8746067415730338; 'f1-score': 0.8490401396160558; 'support': 2225}; '1': {'precision': 0.5122377622377622; 'recall': 0.415014164305949; 'f1-score': 0.458528951486698; 'support': 706}; 'accuracy': 0.7639031047424087; 'macro avg': {'precision': 0.6685817891307505; 'recall': 0.6448104529394914; 'f1-score': 0.6537845455513769; 'support': 2931}; 'weighted avg': {'precision': 0.749607574477202; 'recall': 0.7639031047424087; 'f1-score': 0.75497637338633; 'support': 2931}}
l: 5,2,DNF,1,26374,2931,412,[64; 65],262,122.778786,0.766633,49,[X1 != 1 AND X1 != 2 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 13 AND X4 >= 9.000000 AND X5 == 2 AND X6 != 6 AND X6 != 7 AND X6 != 11 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X12 < 55.000000 AND X13 != 6 AND X13 != 25 AND X13 != 26 AND X13 != 35 AND X13 != 40] OR [X0 >= 37.000000 AND X1 != 5 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 7 AND X3 != 13 AND X4 >= 11.000000 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X8 != 2 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 7 AND X13 != 14 AND X13 != 24 AND X13 != 31 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8672302865954166; 'recall': 0.8145632522599011; 'f1-score': 0.8400721091939223; 'support': 20023}; '1': {'precision': 0.5093167701863354; 'recall': 0.6068335695166116; 'f1-score': 0.5538152033338124; 'support': 6351}; 'accuracy': 0.7645408356714947; 'macro avg': {'precision': 0.688273528390876; 'recall': 0.7106984108882564; 'f1-score': 0.6969436562638673; 'support': 26374}; 'weighted avg': {'precision': 0.7810428010902193; 'recall': 0.7645408356714947; 'f1-score': 0.771139918054256; 'support': 26374}},{'0': {'precision': 0.8731234866828087; 'recall': 0.8103370786516854; 'f1-score': 0.8405594405594405; 'support': 2225}; '1': {'precision': 0.5127020785219399; 'recall': 0.6288951841359773; 'f1-score': 0.5648854961832062; 'support': 706}; 'accuracy': 0.7666325486182191; 'macro avg': {'precision': 0.6929127826023743; 'recall': 0.7196161313938314; 'f1-score': 0.7027224683713233; 'support': 2931}; 'weighted avg': {'precision': 0.7863075487225312; 'recall': 0.7666325486182191; 'f1-score': 0.7741569142102008; 'support': 2931}}
l: 5,2,DNF,2,26374,2931,412,[64; 65],262,118.427656,0.796315,42,[X0 >= 30.000000 AND X3 != 3 AND X3 != 7 AND X4 >= 9.000000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 4 AND X12 >= 40.000000 AND X13 != 6 AND X13 != 11 AND X13 != 14 AND X13 != 26 AND X13 != 29 AND X13 != 35 AND X13 != 40] OR [X0 < 58.000000 AND X0 >= 30.000000 AND X2 >= 106648.000000 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X4 >= 10.000000 AND X5 != 5 AND X6 != 8 AND X6 != 13 AND X8 != 0 AND X8 != 3 AND X12 >= 48.000000 AND X13 != 2 AND X13 != 9 AND X13 != 18 AND X13 != 21 AND X13 != 41],{'0': {'precision': 0.8657728082327331; 'recall': 0.8739449632922139; 'f1-score': 0.8698396918106126; 'support': 20023}; '1': {'precision': 0.590392729633236; 'recall': 0.5728231774523697; 'f1-score': 0.5814752657236474; 'support': 6351}; 'accuracy': 0.8014332296959127; 'macro avg': {'precision': 0.7280827689329845; 'recall': 0.7233840703722918; 'f1-score': 0.7256574787671299; 'support': 26374}; 'weighted avg': {'precision': 0.7994598151643549; 'recall': 0.8014332296959127; 'f1-score': 0.800399998549131; 'support': 26374}},{'0': {'precision': 0.8720292504570384; 'recall': 0.8575280898876404; 'f1-score': 0.8647178789938815; 'support': 2225}; '1': {'precision': 0.5733512786002691; 'recall': 0.603399433427762; 'f1-score': 0.587991718426501; 'support': 706}; 'accuracy': 0.7963152507676561; 'macro avg': {'precision': 0.7226902645286537; 'recall': 0.7304637616577012; 'f1-score': 0.7263547987101913; 'support': 2931}; 'weighted avg': {'precision': 0.8000856652878541; 'recall': 0.7963152507676561; 'f1-score': 0.7980619017299544; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,412,[64; 65],262,153.138561,0.675879,41,[X0 < 58.000000 AND X1 != 2 AND X2 < 130856.000000 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 12 AND X3 != 15 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 9 AND X6 != 14 AND X7 != 1 AND X7 != 4 AND X13 != 2 AND X13 != 8 AND X13 != 10 AND X13 != 24 AND X13 != 25 AND X13 != 31] OR [X2 >= 158662.000000 AND X3 != 6 AND X5 != 1 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X8 == 4 AND X12 < 48.000000 AND X13 != 4 AND X13 != 12 AND X13 != 19 AND X13 != 34 AND X13 != 37],{'0': {'precision': 0.7927229806014574; 'recall': 0.7714628177595765; 'f1-score': 0.7819484168164216; 'support': 20023}; '1': {'precision': 0.3356562137049942; 'recall': 0.3640371595024406; 'f1-score': 0.3492710929828537; 'support': 6351}; 'accuracy': 0.6733525441722908; 'macro avg': {'precision': 0.5641895971532258; 'recall': 0.5677499886310086; 'f1-score': 0.5656097548996376; 'support': 26374}; 'weighted avg': {'precision': 0.6826588630402441; 'recall': 0.6733525441722908; 'f1-score': 0.6777574073500156; 'support': 26374}},{'0': {'precision': 0.7944572748267898; 'recall': 0.7730337078651686; 'f1-score': 0.7835990888382689; 'support': 2225}; '1': {'precision': 0.34073107049608353; 'recall': 0.3696883852691218; 'f1-score': 0.3546195652173913; 'support': 706}; 'accuracy': 0.6758785397475264; 'macro avg': {'precision': 0.5675941726614366; 'recall': 0.5713610465671451; 'f1-score': 0.5691093270278301; 'support': 2931}; 'weighted avg': {'precision': 0.6851666913203147; 'recall': 0.6758785397475264; 'f1-score': 0.6802693229985078; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,412,[64; 65],262,160.107567,0.786080,43,[X1 != 8 AND X2 >= 259873.000000 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X4 >= 10.000000 AND X5 != 4 AND X6 != 1 AND X6 != 6 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 5 AND X13 != 10 AND X13 != 11 AND X13 != 26] OR [X2 < 329054.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 10 AND X3 != 14 AND X3 != 15 AND X5 != 3 AND X5 != 6 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X12 >= 35.000000 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 21 AND X13 != 40 AND X13 == 39],{'0': {'precision': 0.8250658671754338; 'recall': 0.9071068271487789; 'f1-score': 0.8641434926374385; 'support': 20023}; '1': {'precision': 0.573394495412844; 'recall': 0.39363879703983623; 'f1-score': 0.4668098216786481; 'support': 6351}; 'accuracy': 0.7834609843027224; 'macro avg': {'precision': 0.6992301812941389; 'recall': 0.6503728120943075; 'f1-score': 0.6654766571580433; 'support': 26374}; 'weighted avg': {'precision': 0.7644620572844727; 'recall': 0.7834609843027224; 'f1-score': 0.7684634234685874; 'support': 26374}},{'0': {'precision': 0.8263888888888888; 'recall': 0.9092134831460674; 'f1-score': 0.8658249518510592; 'support': 2225}; '1': {'precision': 0.5817805383022774; 'recall': 0.3980169971671388; 'f1-score': 0.4726661059714045; 'support': 706}; 'accuracy': 0.7860798362333674; 'macro avg': {'precision': 0.7040847135955831; 'recall': 0.6536152401566031; 'f1-score': 0.6692455289112319; 'support': 2931}; 'weighted avg': {'precision': 0.7674692384234681; 'recall': 0.7860798362333674; 'f1-score': 0.7711234352386279; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,412,[64; 65],262,198.339919,0.759727,41,[X0 >= 33.000000 AND X2 >= 106648.000000 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 12 AND X4 >= 10.000000 AND X5 != 0 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X12 >= 40.000000 AND X13 != 5 AND X13 != 6 AND X13 != 25] OR [X0 < 58.000000 AND X1 != 1 AND X2 < 259873.000000 AND X3 != 6 AND X3 != 9 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X7 != 1 AND X7 != 4 AND X12 < 48.000000 AND X13 != 4 AND X13 != 7 AND X13 != 26 AND X13 != 29 AND X13 != 41],{'0': {'precision': 0.8345238681708459; 'recall': 0.8460270688707986; 'f1-score': 0.8402360993998315; 'support': 20023}; '1': {'precision': 0.4925938117182357; 'recall': 0.4711901763224181; 'f1-score': 0.4816543289346637; 'support': 6352}; 'accuracy': 0.7557535545023697; 'macro avg': {'precision': 0.6635588399445408; 'recall': 0.6586086225966084; 'f1-score': 0.6609452141672476; 'support': 26375}; 'weighted avg': {'precision': 0.7521754428215764; 'recall': 0.7557535545023697; 'f1-score': 0.7538773731061919; 'support': 26375}},{'0': {'precision': 0.8369517058041648; 'recall': 0.8489887640449438; 'f1-score': 0.8429272646140117; 'support': 2225}; '1': {'precision': 0.5007429420505201; 'recall': 0.47801418439716314; 'f1-score': 0.4891146589259797; 'support': 705}; 'accuracy': 0.7597269624573378; 'macro avg': {'precision': 0.6688473239273425; 'recall': 0.6635014742210534; 'f1-score': 0.6660209617699957; 'support': 2930}; 'weighted avg': {'precision': 0.7560550578702674; 'recall': 0.7597269624573378; 'f1-score': 0.757794879968939; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,412,[64; 65],262,171.725528,0.708874,47,[X0 >= 45.000000 AND X1 != 2 AND X1 != 7 AND X2 < 196338.000000 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X4 >= 9.000000 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 11 AND X7 != 3 AND X8 != 3 AND X13 != 6 AND X13 != 21 AND X13 != 26 AND X13 != 27 AND X13 != 40] OR [X1 != 7 AND X2 >= 130856.000000 AND X3 != 4 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X13 != 4 AND X13 != 22 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38],{'0': {'precision': 0.808318443517967; 'recall': 0.8133646306747241; 'f1-score': 0.8108336859923825; 'support': 20023}; '1': {'precision': 0.3998715272201702; 'recall': 0.39200251889168763; 'f1-score': 0.39589792511328403; 'support': 6352}; 'accuracy': 0.7118862559241707; 'macro avg': {'precision': 0.6040949853690686; 'recall': 0.6026835747832059; 'f1-score': 0.6033658055528333; 'support': 26375}; 'weighted avg': {'precision': 0.7099504885483516; 'recall': 0.7118862559241707; 'f1-score': 0.7109029958273007; 'support': 26375}},{'0': {'precision': 0.8098464317976513; 'recall': 0.8058426966292135; 'f1-score': 0.807839603514305; 'support': 2225}; '1': {'precision': 0.39664804469273746; 'recall': 0.40283687943262414; 'f1-score': 0.3997185080928924; 'support': 705}; 'accuracy': 0.7088737201365187; 'macro avg': {'precision': 0.6032472382451943; 'recall': 0.6043397880309188; 'f1-score': 0.6037790558035987; 'support': 2930}; 'weighted avg': {'precision': 0.710424976879916; 'recall': 0.7088737201365187; 'f1-score': 0.7096398177559106; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,412,[64; 65],262,261.025616,0.763823,46,[X0 >= 45.000000 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X5 != 4 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X7 != 2 AND X7 != 4 AND X8 != 3 AND X12 >= 35.000000 AND X13 != 3 AND X13 != 9 AND X13 != 12 AND X13 != 26 AND X13 != 29] OR [X1 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 7 AND X3 != 8 AND X4 >= 7.000000 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X7 != 0 AND X7 != 1 AND X7 != 2 AND X7 != 4 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 13 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 29 AND X13 != 33 AND X13 != 40 AND X13 == 39],{'0': {'precision': 0.8111247221087973; 'recall': 0.8928731958248015; 'f1-score': 0.850038037276531; 'support': 20023}; '1': {'precision': 0.5050761421319797; 'recall': 0.34461586901763225; 'f1-score': 0.40969492794310314; 'support': 6352}; 'accuracy': 0.7608341232227488; 'macro avg': {'precision': 0.6581004321203885; 'recall': 0.6187445324212169; 'f1-score': 0.629866482609817; 'support': 26375}; 'weighted avg': {'precision': 0.7374177806865131; 'recall': 0.7608341232227488; 'f1-score': 0.7439883906230358; 'support': 26375}},{'0': {'precision': 0.8094469115865967; 'recall': 0.9011235955056179; 'f1-score': 0.8528285835814546; 'support': 2225}; '1': {'precision': 0.5143487858719646; 'recall': 0.3304964539007092; 'f1-score': 0.4024179620034542; 'support': 705}; 'accuracy': 0.7638225255972696; 'macro avg': {'precision': 0.6618978487292806; 'recall': 0.6158100247031636; 'f1-score': 0.6276232727924544; 'support': 2930}; 'weighted avg': {'precision': 0.738442072464134; 'recall': 0.7638225255972696; 'f1-score': 0.7444533316317992; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,412,[64; 65],262,180.869511,0.756655,50,[X0 >= 30.000000 AND X2 >= 130856.000000 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 14 AND X5 != 0 AND X5 != 3 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X13 != 13 AND X13 != 18 AND X13 != 26 AND X13 != 33] OR [X0 < 50.000000 AND X0 >= 33.000000 AND X1 != 6 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 7 AND X3 != 15 AND X4 >= 7.000000 AND X5 != 6 AND X5 == 2 AND X6 != 2 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X12 >= 24.000000 AND X13 != 3 AND X13 != 6 AND X13 != 10 AND X13 != 13 AND X13 != 20 AND X13 != 27 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8340273070591653; 'recall': 0.8602676787854574; 'f1-score': 0.8469442942130881; 'support': 20024}; '1': {'precision': 0.5109246635203636; 'recall': 0.46024248149897656; 'f1-score': 0.48426110006626905; 'support': 6351}; 'accuracy': 0.7639431279620853; 'macro avg': {'precision': 0.6724759852897644; 'recall': 0.660255080142217; 'f1-score': 0.6656026971396786; 'support': 26375}; 'weighted avg': {'precision': 0.7562254155287413; 'recall': 0.7639431279620853; 'f1-score': 0.759611556164692; 'support': 26375}},{'0': {'precision': 0.8274815778066753; 'recall': 0.858363309352518; 'f1-score': 0.8426395939086294; 'support': 2224}; '1': {'precision': 0.4943820224719101; 'recall': 0.43626062322946174; 'f1-score': 0.4635063957863055; 'support': 706}; 'accuracy': 0.7566552901023891; 'macro avg': {'precision': 0.6609318001392928; 'recall': 0.6473119662909899; 'f1-score': 0.6530729948474674; 'support': 2930}; 'weighted avg': {'precision': 0.7472193641321551; 'recall': 0.7566552901023891; 'f1-score': 0.7512853147706223; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,412,[64; 65],262,162.885256,0.756997,44,[X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 11 AND X3 != 14 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X6 != 0 AND X6 != 4 AND X6 != 7 AND X6 != 11 AND X7 != 4 AND X13 != 3 AND X13 != 24 AND X13 != 25] OR [X0 >= 33.000000 AND X2 < 196338.000000 AND X3 != 6 AND X3 != 8 AND X3 != 9 AND X5 != 0 AND X5 != 1 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X13 != 1 AND X13 != 2 AND X13 != 6 AND X13 != 8 AND X13 != 21 AND X13 != 33 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8208404315729699; 'recall': 0.8662604874151019; 'f1-score': 0.8429390611332491; 'support': 20024}; '1': {'precision': 0.4892237268739271; 'recall': 0.403873405762872; 'f1-score': 0.44247024322925654; 'support': 6351}; 'accuracy': 0.7549194312796208; 'macro avg': {'precision': 0.6550320792234485; 'recall': 0.6350669465889869; 'f1-score': 0.6427046521812528; 'support': 26375}; 'weighted avg': {'precision': 0.7409883863959607; 'recall': 0.7549194312796208; 'f1-score': 0.7465076881471541; 'support': 26375}},{'0': {'precision': 0.8233532934131736; 'recall': 0.8655575539568345; 'f1-score': 0.8439281017097764; 'support': 2224}; '1': {'precision': 0.49493243243243246; 'recall': 0.415014164305949; 'f1-score': 0.45146379044684126; 'support': 706}; 'accuracy': 0.7569965870307167; 'macro avg': {'precision': 0.6591428629228031; 'recall': 0.6402858591313918; 'f1-score': 0.6476959460783088; 'support': 2930}; 'weighted avg': {'precision': 0.7442184374908517; 'recall': 0.7569965870307167; 'f1-score': 0.7493616157877175; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [64, 65], 'n_partitions': 412}, (mean val acc cv) 0.753488 (+- 0.033704), (mean training time) 171.455352 (+- 38.397674)
