lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],564,1.018992,0.812500,2,[X4 >= 0.067040 OR X7 < -0.018220],{'0.0': {'precision': 0.9444444444444444; 'recall': 0.3333333333333333; 'f1-score': 0.49275362318840576; 'support': 102}; '1.0': {'precision': 0.7258064516129032; 'recall': 0.989010989010989; 'f1-score': 0.8372093023255814; 'support': 182}; 'accuracy': 0.7535211267605634; 'macro avg': {'precision': 0.8351254480286738; 'recall': 0.6611721611721612; 'f1-score': 0.6649814627569937; 'support': 284}; 'weighted avg': {'precision': 0.8043313645312737; 'recall': 0.7535211267605634; 'f1-score': 0.7134963471425113; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
5,2,CNF,9,285,31,8,[35; 36],564,1.458171,0.709677,4,[X20 < 0.966010 OR X21 < 0.821620] AND [X12 >= 0.000000 OR X23 < -0.060120],{'0.0': {'precision': 0.8448275862068966; 'recall': 0.4803921568627451; 'f1-score': 0.6124999999999999; 'support': 102}; '1.0': {'precision': 0.7665198237885462; 'recall': 0.9508196721311475; 'f1-score': 0.848780487804878; 'support': 183}; 'accuracy': 0.7824561403508772; 'macro avg': {'precision': 0.8056737049977214; 'recall': 0.7156059144969463; 'f1-score': 0.730640243902439; 'support': 285}; 'weighted avg': {'precision': 0.7945457598119559; 'recall': 0.7824561403508772; 'f1-score': 0.7642169448010269; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.6896551724137931; 'recall': 1.0; 'f1-score': 0.8163265306122449; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.8448275862068966; 'recall': 0.5909090909090909; 'f1-score': 0.5620094191522763; 'support': 31}; 'weighted avg': {'precision': 0.799777530589544; 'recall': 0.7096774193548387; 'f1-score': 0.6358434192535575; 'support': 31}}
5,2,CNF,0,284,32,4,[71; 71],564,17.555845,0.875000,6,[X12 >= 0.396990 OR X13 >= 0.525170 OR X16 < -0.660300 OR X29 >= 0.263360] AND [X19 < -0.047110 OR X26 < 1.000000],{'0.0': {'precision': 0.8297872340425532; 'recall': 0.7647058823529411; 'f1-score': 0.7959183673469387; 'support': 102}; '1.0': {'precision': 0.8736842105263158; 'recall': 0.9120879120879121; 'f1-score': 0.8924731182795699; 'support': 182}; 'accuracy': 0.8591549295774648; 'macro avg': {'precision': 0.8517357222844345; 'recall': 0.8383968972204265; 'f1-score': 0.8441957428132543; 'support': 284}; 'weighted avg': {'precision': 0.8579183950286264; 'recall': 0.8591549295774648; 'f1-score': 0.8577950035079911; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.9523809523809523; 'f1-score': 0.909090909090909; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8792270531400965; 'recall': 0.8398268398268398; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.876207729468599; 'recall': 0.875; 'f1-score': 0.8715909090909089; 'support': 32}}
5,2,CNF,1,284,32,4,[71; 71],564,15.416556,0.656250,7,[X3 >= 0.291670 OR X13 >= -0.127380 OR X17 < -0.143290 OR X29 >= 0.000000] AND [X7 >= 0.279550 OR X14 >= 0.601940 OR X15 >= 0.402680],{'0.0': {'precision': 0.7441860465116279; 'recall': 0.6274509803921569; 'f1-score': 0.6808510638297872; 'support': 102}; '1.0': {'precision': 0.8080808080808081; 'recall': 0.8791208791208791; 'f1-score': 0.8421052631578948; 'support': 182}; 'accuracy': 0.7887323943661971; 'macro avg': {'precision': 0.7761334272962179; 'recall': 0.753285929756518; 'f1-score': 0.761478163493841; 'support': 284}; 'weighted avg': {'precision': 0.7851326894890602; 'recall': 0.7887323943661971; 'f1-score': 0.7841900225541378; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.2727272727272727; 'f1-score': 0.3529411764705882; 'support': 11}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.8571428571428571; 'f1-score': 0.7659574468085107; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.5961538461538461; 'recall': 0.5649350649350648; 'f1-score': 0.5594493116395495; 'support': 32}; 'weighted avg': {'precision': 0.6262019230769231; 'recall': 0.65625; 'f1-score': 0.6239831038798499; 'support': 32}}
5,2,CNF,2,284,32,4,[71; 71],564,58.866446,0.812500,7,[X5 >= 0.022800 OR X15 >= 0.402680 OR X32 >= 0.409560 OR X33 < -0.598670] AND [X3 >= 0.496380 OR X26 < -0.191490 OR X30 >= 0.025860],{'0.0': {'precision': 0.7948717948717948; 'recall': 0.6078431372549019; 'f1-score': 0.6888888888888889; 'support': 102}; '1.0': {'precision': 0.8058252427184466; 'recall': 0.9120879120879121; 'f1-score': 0.8556701030927835; 'support': 182}; 'accuracy': 0.8028169014084507; 'macro avg': {'precision': 0.8003485187951207; 'recall': 0.759965524671407; 'f1-score': 0.7722794959908361; 'support': 284}; 'weighted avg': {'precision': 0.8018912579284518; 'recall': 0.8028169014084507; 'f1-score': 0.7957698078505396; 'support': 284}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.6363636363636364; 'f1-score': 0.7000000000000001; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.9047619047619048; 'f1-score': 0.8636363636363636; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8019323671497585; 'recall': 0.7705627705627706; 'f1-score': 0.7818181818181819; 'support': 32}; 'weighted avg': {'precision': 0.8094806763285025; 'recall': 0.8125; 'f1-score': 0.8073863636363636; 'support': 32}}
5,2,CNF,3,284,32,4,[71; 71],564,42.352837,0.750000,6,[X11 >= 0.111470 OR X14 >= 0.251920] AND [X3 >= 0.016310 OR X5 < 0.000000 OR X18 < -0.128080 OR X20 < 1.000000],{'0.0': {'precision': 0.9253731343283582; 'recall': 0.6138613861386139; 'f1-score': 0.738095238095238; 'support': 101}; '1.0': {'precision': 0.8202764976958525; 'recall': 0.9726775956284153; 'f1-score': 0.8899999999999999; 'support': 183}; 'accuracy': 0.8450704225352113; 'macro avg': {'precision': 0.8728248160121054; 'recall': 0.7932694908835145; 'f1-score': 0.8140476190476189; 'support': 284}; 'weighted avg': {'precision': 0.8576524142447366; 'recall': 0.8450704225352113; 'f1-score': 0.8359775318578134; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.4166666666666667; 'f1-score': 0.5555555555555556; 'support': 12}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.95; 'f1-score': 0.8260869565217392; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.782051282051282; 'recall': 0.6833333333333333; 'f1-score': 0.6908212560386474; 'support': 32}; 'weighted avg': {'precision': 0.7692307692307692; 'recall': 0.75; 'f1-score': 0.7246376811594204; 'support': 32}}
5,2,CNF,4,284,32,4,[71; 71],564,11.000975,0.781250,5,[X5 < 0.000000 OR X7 >= 0.090910 OR X26 >= 0.565880] AND [X9 < -0.073980 OR X26 < 1.000000],{'0.0': {'precision': 0.825; 'recall': 0.6534653465346535; 'f1-score': 0.7292817679558012; 'support': 101}; '1.0': {'precision': 0.8284313725490197; 'recall': 0.9234972677595629; 'f1-score': 0.8733850129198967; 'support': 183}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.8267156862745098; 'recall': 0.7884813071471082; 'f1-score': 0.801333390437849; 'support': 284}; 'weighted avg': {'precision': 0.8272110604805303; 'recall': 0.8274647887323944; 'f1-score': 0.8221370279150599; 'support': 284}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.6666666666666666; 'f1-score': 0.6956521739130435; 'support': 12}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.85; 'f1-score': 0.8292682926829269; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7683982683982684; 'recall': 0.7583333333333333; 'f1-score': 0.7624602332979852; 'support': 32}; 'weighted avg': {'precision': 0.7786796536796536; 'recall': 0.78125; 'f1-score': 0.7791622481442206; 'support': 32}}
5,2,CNF,5,284,32,4,[71; 71],564,13.545392,0.687500,6,[X26 < 1.000000] AND [X3 >= 0.070880 OR X7 < -0.104010 OR X11 >= 0.028250 OR X15 >= 0.771280 OR X26 >= 0.565880],{'0.0': {'precision': 0.8461538461538461; 'recall': 0.7623762376237624; 'f1-score': 0.8020833333333334; 'support': 101}; '1.0': {'precision': 0.8756476683937824; 'recall': 0.9234972677595629; 'f1-score': 0.898936170212766; 'support': 183}; 'accuracy': 0.8661971830985915; 'macro avg': {'precision': 0.8609007572738143; 'recall': 0.8429367526916627; 'f1-score': 0.8505097517730497; 'support': 284}; 'weighted avg': {'precision': 0.8651586682309882; 'recall': 0.8661971830985915; 'f1-score': 0.8644920275197283; 'support': 284}},{'0.0': {'precision': 0.625; 'recall': 0.4166666666666667; 'f1-score': 0.5; 'support': 12}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.85; 'f1-score': 0.7727272727272727; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6666666666666667; 'recall': 0.6333333333333333; 'f1-score': 0.6363636363636364; 'support': 32}; 'weighted avg': {'precision': 0.6770833333333334; 'recall': 0.6875; 'f1-score': 0.6704545454545454; 'support': 32}}
5,2,CNF,6,285,31,4,[71; 72],564,33.251040,0.838710,7,[X14 < -0.824170 OR X26 < 1.000000] AND [X8 >= 0.684210 OR X15 >= 0.162280 OR X19 < -0.420520 OR X20 >= 0.684590 OR X30 >= 0.442770],{'0.0': {'precision': 0.7912087912087912; 'recall': 0.7058823529411765; 'f1-score': 0.7461139896373057; 'support': 102}; '1.0': {'precision': 0.845360824742268; 'recall': 0.8961748633879781; 'f1-score': 0.8700265251989391; 'support': 183}; 'accuracy': 0.8280701754385965; 'macro avg': {'precision': 0.8182848079755296; 'recall': 0.8010286081645773; 'f1-score': 0.8080702574181224; 'support': 285}; 'weighted avg': {'precision': 0.8259800969513396; 'recall': 0.8280701754385965; 'f1-score': 0.8256788808926704; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.8181818181818182; 'f1-score': 0.7826086956521738; 'support': 11}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.85; 'f1-score': 0.8717948717948718; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8223684210526316; 'recall': 0.8340909090909091; 'f1-score': 0.8272017837235228; 'support': 31}; 'weighted avg': {'precision': 0.8433786078098472; 'recall': 0.8387096774193549; 'f1-score': 0.840148164131334; 'support': 31}}
5,2,CNF,7,285,31,4,[71; 72],564,45.500755,0.838710,7,[X11 >= 0.111470 OR X14 >= 0.251920 OR X17 >= 0.720730 OR X32 >= 0.409560] AND [X3 >= 0.291670 OR X8 < 0.000000 OR X26 < 1.000000],{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7058823529411765; 'f1-score': 0.7868852459016393; 'support': 102}; '1.0': {'precision': 0.8529411764705882; 'recall': 0.9508196721311475; 'f1-score': 0.8992248062015503; 'support': 183}; 'accuracy': 0.8631578947368421; 'macro avg': {'precision': 0.8709150326797386; 'recall': 0.828351012536162; 'f1-score': 0.8430550260515948; 'support': 285}; 'weighted avg': {'precision': 0.8658066735466116; 'recall': 0.8631578947368421; 'f1-score': 0.8590190688310558; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
5,2,CNF,8,285,31,4,[71; 72],564,8.689860,0.838710,3,[X26 < 1.000000] AND [X4 >= 0.067040 OR X17 < -0.322680],{'0.0': {'precision': 0.8901098901098901; 'recall': 0.7941176470588235; 'f1-score': 0.8393782383419689; 'support': 102}; '1.0': {'precision': 0.8917525773195877; 'recall': 0.9453551912568307; 'f1-score': 0.9177718832891247; 'support': 183}; 'accuracy': 0.8912280701754386; 'macro avg': {'precision': 0.8909312337147388; 'recall': 0.8697364191578271; 'f1-score': 0.8785750608155468; 'support': 285}; 'weighted avg': {'precision': 0.891164668212959; 'recall': 0.8912280701754386; 'f1-score': 0.889715210360669; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
5,2,CNF,9,285,31,4,[71; 72],564,21.149351,0.838710,5,[X3 >= 0.070880 OR X5 < 0.000000 OR X26 < 1.000000] AND [X11 >= 0.028250 OR X14 >= 0.251920],{'0.0': {'precision': 0.9428571428571428; 'recall': 0.6470588235294118; 'f1-score': 0.7674418604651163; 'support': 102}; '1.0': {'precision': 0.8325581395348837; 'recall': 0.9781420765027322; 'f1-score': 0.8994974874371858; 'support': 183}; 'accuracy': 0.8596491228070176; 'macro avg': {'precision': 0.8877076411960132; 'recall': 0.812600450016072; 'f1-score': 0.8334696739511511; 'support': 285}; 'weighted avg': {'precision': 0.8720335723028502; 'recall': 0.8596491228070176; 'f1-score': 0.8522354735734977; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
5,2,CNF,0,284,32,2,[142; 142],564,301.747304,0.843750,4,[X7 >= 0.636360 OR X15 >= 0.402680 OR X20 >= 0.162450] AND [X26 < 1.000000],{'0.0': {'precision': 0.8543689320388349; 'recall': 0.8627450980392157; 'f1-score': 0.8585365853658536; 'support': 102}; '1.0': {'precision': 0.9226519337016574; 'recall': 0.9175824175824175; 'f1-score': 0.9201101928374656; 'support': 182}; 'accuracy': 0.897887323943662; 'macro avg': {'precision': 0.8885104328702462; 'recall': 0.8901637578108166; 'f1-score': 0.8893233891016596; 'support': 284}; 'weighted avg': {'precision': 0.8981277570481084; 'recall': 0.897887323943662; 'f1-score': 0.8979957281821684; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.8181818181818182; 'f1-score': 0.7826086956521738; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.8571428571428571; 'f1-score': 0.8780487804878048; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.825; 'recall': 0.8376623376623377; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8484375000000001; 'recall': 0.84375; 'f1-score': 0.8452412513255567; 'support': 32}}
5,2,CNF,1,284,32,2,[142; 142],564,570.727831,0.718750,5,[X11 >= 0.111470 OR X20 >= 0.162450] AND [X11 < 0.111470 OR X21 < 0.000000 OR X25 >= 0.233870],{'0.0': {'precision': 0.7444444444444445; 'recall': 0.6568627450980392; 'f1-score': 0.6979166666666667; 'support': 102}; '1.0': {'precision': 0.8195876288659794; 'recall': 0.8736263736263736; 'f1-score': 0.8457446808510638; 'support': 182}; 'accuracy': 0.795774647887324; 'macro avg': {'precision': 0.7820160366552119; 'recall': 0.7652445593622064; 'f1-score': 0.7718306737588653; 'support': 284}; 'weighted avg': {'precision': 0.7925995837568366; 'recall': 0.795774647887324; 'f1-score': 0.7926515208270902; 'support': 284}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.7272727272727273; 'f1-score': 0.64; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7142857142857143; 'f1-score': 0.7692307692307692; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7023809523809523; 'recall': 0.7207792207792207; 'f1-score': 0.7046153846153846; 'support': 32}; 'weighted avg': {'precision': 0.7433035714285714; 'recall': 0.71875; 'f1-score': 0.7248076923076923; 'support': 32}}
5,2,CNF,2,284,32,2,[142; 142],564,551.618017,0.812500,5,[X5 < -0.061510 OR X14 >= 0.251920 OR X16 < -0.094830 OR X18 >= 1.000000] AND [X26 < 1.000000],{'0.0': {'precision': 0.8484848484848485; 'recall': 0.8235294117647058; 'f1-score': 0.8358208955223881; 'support': 102}; '1.0': {'precision': 0.9027027027027027; 'recall': 0.9175824175824175; 'f1-score': 0.9100817438692098; 'support': 182}; 'accuracy': 0.8838028169014085; 'macro avg': {'precision': 0.8755937755937756; 'recall': 0.8705559146735617; 'f1-score': 0.872951319695799; 'support': 284}; 'weighted avg': {'precision': 0.8832300930892479; 'recall': 0.8838028169014085; 'f1-score': 0.8834105941108443; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
5,2,CNF,3,284,32,2,[142; 142],564,491.865330,0.781250,3,[X5 >= 0.222800 OR X20 >= 0.162450] AND [X3 >= -0.500000],{'0.0': {'precision': 0.9012345679012346; 'recall': 0.7227722772277227; 'f1-score': 0.8021978021978022; 'support': 101}; '1.0': {'precision': 0.8620689655172413; 'recall': 0.9562841530054644; 'f1-score': 0.9067357512953367; 'support': 183}; 'accuracy': 0.8732394366197183; 'macro avg': {'precision': 0.881651766709238; 'recall': 0.8395282151165936; 'f1-score': 0.8544667767465695; 'support': 284}; 'weighted avg': {'precision': 0.8759975776326756; 'recall': 0.8732394366197183; 'f1-score': 0.869558522919101; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
5,2,CNF,4,284,32,2,[142; 142],564,341.268571,0.843750,3,[X26 < 1.000000] AND [X4 >= 0.067040 OR X22 >= 0.299080],{'0.0': {'precision': 0.9052631578947369; 'recall': 0.8514851485148515; 'f1-score': 0.8775510204081632; 'support': 101}; '1.0': {'precision': 0.9206349206349206; 'recall': 0.9508196721311475; 'f1-score': 0.9354838709677418; 'support': 183}; 'accuracy': 0.9154929577464789; 'macro avg': {'precision': 0.9129490392648287; 'recall': 0.9011524103229995; 'f1-score': 0.9065174456879526; 'support': 284}; 'weighted avg': {'precision': 0.9151682021956299; 'recall': 0.9154929577464789; 'f1-score': 0.9148809910152156; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
5,2,CNF,5,284,32,2,[142; 142],564,540.224903,0.781250,4,[X20 >= 0.162450 OR X21 < 0.000000 OR X26 < -0.191490] AND [X4 >= 0.067040],{'0.0': {'precision': 0.9733333333333334; 'recall': 0.7227722772277227; 'f1-score': 0.8295454545454545; 'support': 101}; '1.0': {'precision': 0.8660287081339713; 'recall': 0.9890710382513661; 'f1-score': 0.923469387755102; 'support': 183}; 'accuracy': 0.8943661971830986; 'macro avg': {'precision': 0.9196810207336523; 'recall': 0.8559216577395444; 'f1-score': 0.8765074211502782; 'support': 284}; 'weighted avg': {'precision': 0.9041898600534627; 'recall': 0.8943661971830986; 'f1-score': 0.8900668622122344; 'support': 284}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.5833333333333334; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9; 'f1-score': 0.8372093023255814; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7801932367149759; 'recall': 0.7416666666666667; 'f1-score': 0.751937984496124; 'support': 32}; 'weighted avg': {'precision': 0.7807971014492754; 'recall': 0.78125; 'f1-score': 0.7732558139534884; 'support': 32}}
5,2,CNF,6,285,31,2,[142; 143],564,430.599205,0.774194,5,[X8 < -0.047870 OR X11 < -0.020280 OR X26 < 1.000000] AND [X11 >= 0.028250 OR X14 >= 0.251920],{'0.0': {'precision': 0.9285714285714286; 'recall': 0.7647058823529411; 'f1-score': 0.8387096774193549; 'support': 102}; '1.0': {'precision': 0.8805970149253731; 'recall': 0.9672131147540983; 'f1-score': 0.9218749999999999; 'support': 183}; 'accuracy': 0.8947368421052632; 'macro avg': {'precision': 0.9045842217484008; 'recall': 0.8659594985535197; 'f1-score': 0.8802923387096774; 'support': 285}; 'weighted avg': {'precision': 0.8977668050723825; 'recall': 0.8947368421052632; 'f1-score': 0.892110568760611; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.5454545454545454; 'f1-score': 0.631578947368421; 'support': 11}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9; 'f1-score': 0.8372093023255814; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7663043478260869; 'recall': 0.7227272727272727; 'f1-score': 0.7343941248470012; 'support': 31}; 'weighted avg': {'precision': 0.7710378681626928; 'recall': 0.7741935483870968; 'f1-score': 0.7642436925020729; 'support': 31}}
5,2,CNF,7,285,31,2,[142; 143],564,545.512650,0.870968,6,[X6 >= 1.000000 OR X11 >= 0.028250 OR X14 >= 0.251920 OR X17 >= 0.720730 OR X20 < -0.620410] AND [X26 < 1.000000],{'0.0': {'precision': 0.8762886597938144; 'recall': 0.8333333333333334; 'f1-score': 0.8542713567839196; 'support': 102}; '1.0': {'precision': 0.9095744680851063; 'recall': 0.9344262295081968; 'f1-score': 0.9218328840970351; 'support': 183}; 'accuracy': 0.8982456140350877; 'macro avg': {'precision': 0.8929315639394604; 'recall': 0.8838797814207651; 'f1-score': 0.8880521204404774; 'support': 285}; 'weighted avg': {'precision': 0.8976616524861176; 'recall': 0.8982456140350877; 'f1-score': 0.8976529690586569; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
5,2,CNF,8,285,31,2,[142; 143],564,582.123438,0.903226,3,[X4 >= 0.067040 OR X22 >= 0.299080] AND [X26 < 1.000000],{'0.0': {'precision': 0.8958333333333334; 'recall': 0.8431372549019608; 'f1-score': 0.8686868686868686; 'support': 102}; '1.0': {'precision': 0.9153439153439153; 'recall': 0.9453551912568307; 'f1-score': 0.9301075268817205; 'support': 183}; 'accuracy': 0.9087719298245615; 'macro avg': {'precision': 0.9055886243386244; 'recall': 0.8942462230793957; 'f1-score': 0.8993971977842945; 'support': 285}; 'weighted avg': {'precision': 0.9083611807296018; 'recall': 0.9087719298245615; 'f1-score': 0.908125396580405; 'support': 285}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9023809523809524; 'recall': 0.884090909090909; 'f1-score': 0.89198606271777; 'support': 31}; 'weighted avg': {'precision': 0.9030721966205837; 'recall': 0.9032258064516129; 'f1-score': 0.9021018320782285; 'support': 31}}
5,2,CNF,9,285,31,2,[142; 143],564,643.528563,0.903226,4,[X26 < 1.000000] AND [X4 >= 0.067040 OR X15 < -0.156160 OR X30 >= 0.251640],{'0.0': {'precision': 0.8953488372093024; 'recall': 0.7549019607843137; 'f1-score': 0.8191489361702127; 'support': 102}; '1.0': {'precision': 0.8743718592964824; 'recall': 0.9508196721311475; 'f1-score': 0.9109947643979057; 'support': 183}; 'accuracy': 0.8807017543859649; 'macro avg': {'precision': 0.8848603482528924; 'recall': 0.8528608164577306; 'f1-score': 0.8650718502840592; 'support': 285}; 'weighted avg': {'precision': 0.8818794092863338; 'recall': 0.8807017543859649; 'f1-score': 0.8781236258743104; 'support': 285}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9023809523809524; 'recall': 0.884090909090909; 'f1-score': 0.89198606271777; 'support': 31}; 'weighted avg': {'precision': 0.9030721966205837; 'recall': 0.9032258064516129; 'f1-score': 0.9021018320782285; 'support': 31}}
