lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,606,68,75,[8; 9],64,1.315933,0.691176,1,[X0 < 4.000000],{'0': {'precision': 0.8108108108108109; 'recall': 0.7792207792207793; 'f1-score': 0.794701986754967; 'support': 462}; '1': {'precision': 0.37037037037037035; 'recall': 0.4166666666666667; 'f1-score': 0.39215686274509803; 'support': 144}; 'accuracy': 0.693069306930693; 'macro avg': {'precision': 0.5905905905905906; 'recall': 0.597943722943723; 'f1-score': 0.5934294247500325; 'support': 606}; 'weighted avg': {'precision': 0.7061516962507062; 'recall': 0.693069306930693; 'f1-score': 0.6990476998615328; 'support': 606}},{'0': {'precision': 0.8; 'recall': 0.7843137254901961; 'f1-score': 0.792079207920792; 'support': 51}; '1': {'precision': 0.3888888888888889; 'recall': 0.4117647058823529; 'f1-score': 0.39999999999999997; 'support': 17}; 'accuracy': 0.6911764705882353; 'macro avg': {'precision': 0.5944444444444444; 'recall': 0.5980392156862745; 'f1-score': 0.596039603960396; 'support': 68}; 'weighted avg': {'precision': 0.6972222222222223; 'recall': 0.6911764705882353; 'f1-score': 0.6940594059405939; 'support': 68}}
5,2,DNF,3,606,68,18,[33; 34],64,0.418444,0.720588,8,[X0 < 7.000000 AND X1 >= 4.000000 AND X3 < 45.000000 AND X3 >= 28.000000] OR [X0 >= 2.000000 AND X2 < 2000.000000 AND X2 >= 1500.000000 AND X3 < 73.000000],{'0': {'precision': 0.7980392156862746; 'recall': 0.8828633405639913; 'f1-score': 0.8383110195674562; 'support': 461}; '1': {'precision': 0.4375; 'recall': 0.2896551724137931; 'f1-score': 0.34854771784232363; 'support': 145}; 'accuracy': 0.740924092409241; 'macro avg': {'precision': 0.6177696078431373; 'recall': 0.5862592564888922; 'f1-score': 0.5934293687048899; 'support': 606}; 'weighted avg': {'precision': 0.7117715815699217; 'recall': 0.740924092409241; 'f1-score': 0.7211234308708486; 'support': 606}},{'0': {'precision': 0.8; 'recall': 0.8461538461538461; 'f1-score': 0.8224299065420562; 'support': 52}; '1': {'precision': 0.38461538461538464; 'recall': 0.3125; 'f1-score': 0.3448275862068966; 'support': 16}; 'accuracy': 0.7205882352941176; 'macro avg': {'precision': 0.5923076923076923; 'recall': 0.5793269230769231; 'f1-score': 0.5836287463744764; 'support': 68}; 'weighted avg': {'precision': 0.7022624434389141; 'recall': 0.7205882352941176; 'f1-score': 0.7100528899926069; 'support': 68}}
5,2,DNF,4,607,67,18,[33; 34],64,0.425821,0.656716,6,[X0 < 4.000000 AND X3 >= 23.000000] OR [X0 < 7.000000 AND X0 >= 4.000000 AND X2 >= 500.000000 AND X3 < 45.000000],{'0': {'precision': 0.831858407079646; 'recall': 0.8138528138528138; 'f1-score': 0.8227571115973742; 'support': 462}; '1': {'precision': 0.44516129032258067; 'recall': 0.47586206896551725; 'f1-score': 0.4600000000000001; 'support': 145}; 'accuracy': 0.7331136738056013; 'macro avg': {'precision': 0.6385098487011134; 'recall': 0.6448574414091656; 'f1-score': 0.6413785557986871; 'support': 607}; 'weighted avg': {'precision': 0.7394843017587654; 'recall': 0.7331136738056013; 'f1-score': 0.7361017883986605; 'support': 607}},{'0': {'precision': 0.78; 'recall': 0.7647058823529411; 'f1-score': 0.7722772277227723; 'support': 51}; '1': {'precision': 0.29411764705882354; 'recall': 0.3125; 'f1-score': 0.30303030303030304; 'support': 16}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.5370588235294118; 'recall': 0.5386029411764706; 'f1-score': 0.5376537653765376; 'support': 67}; 'weighted avg': {'precision': 0.6639683933274803; 'recall': 0.6567164179104478; 'f1-score': 0.6602182606320334; 'support': 67}}
5,2,DNF,5,607,67,18,[33; 34],64,0.435934,0.805970,8,[X0 < 14.000000 AND X0 >= 11.000000 AND X1 < 2.000000 AND X3 < 16.000000] OR [X0 < 16.000000 AND X2 >= 1500.000000 AND X3 < 57.000000 AND X3 >= 16.000000],{'0': {'precision': 0.8012295081967213; 'recall': 0.8463203463203464; 'f1-score': 0.8231578947368421; 'support': 462}; '1': {'precision': 0.40336134453781514; 'recall': 0.3310344827586207; 'f1-score': 0.36363636363636365; 'support': 145}; 'accuracy': 0.7232289950576606; 'macro avg': {'precision': 0.6022954263672682; 'recall': 0.5886774145394835; 'f1-score': 0.5933971291866029; 'support': 607}; 'weighted avg': {'precision': 0.7061868661365214; 'recall': 0.7232289950576606; 'f1-score': 0.7133875125134989; 'support': 607}},{'0': {'precision': 0.8275862068965517; 'recall': 0.9411764705882353; 'f1-score': 0.8807339449541284; 'support': 51}; '1': {'precision': 0.6666666666666666; 'recall': 0.375; 'f1-score': 0.4800000000000001; 'support': 16}; 'accuracy': 0.8059701492537313; 'macro avg': {'precision': 0.7471264367816092; 'recall': 0.6580882352941176; 'f1-score': 0.6803669724770642; 'support': 67}; 'weighted avg': {'precision': 0.7891576599759821; 'recall': 0.8059701492537313; 'f1-score': 0.78503628645762; 'support': 67}}
5,2,DNF,6,607,67,18,[33; 34],64,0.463027,0.641791,9,[X0 < 7.000000 AND X2 < 2000.000000 AND X2 >= 1000.000000 AND X3 >= 4.000000] OR [X0 >= 14.000000 AND X1 >= 5.000000 AND X2 < 3000.000000 AND X2 >= 1500.000000 AND X3 < 45.000000],{'0': {'precision': 0.7897838899803536; 'recall': 0.8701298701298701; 'f1-score': 0.8280123583934089; 'support': 462}; '1': {'precision': 0.3877551020408163; 'recall': 0.2620689655172414; 'f1-score': 0.3127572016460905; 'support': 145}; 'accuracy': 0.7248764415156508; 'macro avg': {'precision': 0.5887694960105849; 'recall': 0.5660994178235558; 'f1-score': 0.5703847800197497; 'support': 607}; 'weighted avg': {'precision': 0.6937473590887014; 'recall': 0.7248764415156508; 'f1-score': 0.7049283423664547; 'support': 607}},{'0': {'precision': 0.7547169811320755; 'recall': 0.7843137254901961; 'f1-score': 0.7692307692307692; 'support': 51}; '1': {'precision': 0.21428571428571427; 'recall': 0.1875; 'f1-score': 0.19999999999999998; 'support': 16}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.4845013477088949; 'recall': 0.48590686274509803; 'f1-score': 0.48461538461538456; 'support': 67}; 'weighted avg': {'precision': 0.62565876815384; 'recall': 0.6417910447761194; 'f1-score': 0.6332950631458094; 'support': 67}}
5,2,DNF,7,607,67,18,[33; 34],64,0.397098,0.701493,6,[X2 < 1500.000000 AND X2 >= 1000.000000 AND X3 < 35.000000] OR [X0 < 7.000000 AND X2 >= 500.000000 AND X3 < 35.000000],{'0': {'precision': 0.8179824561403509; 'recall': 0.8073593073593074; 'f1-score': 0.8126361655773421; 'support': 462}; '1': {'precision': 0.4105960264900662; 'recall': 0.42758620689655175; 'f1-score': 0.4189189189189189; 'support': 145}; 'accuracy': 0.7166392092257001; 'macro avg': {'precision': 0.6142892413152086; 'recall': 0.6174727571279296; 'f1-score': 0.6157775422481305; 'support': 607}; 'weighted avg': {'precision': 0.7206660932090638; 'recall': 0.7166392092257001; 'f1-score': 0.7185850934760714; 'support': 607}},{'0': {'precision': 0.8163265306122449; 'recall': 0.7843137254901961; 'f1-score': 0.8; 'support': 51}; '1': {'precision': 0.3888888888888889; 'recall': 0.4375; 'f1-score': 0.411764705882353; 'support': 16}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6026077097505669; 'recall': 0.610906862745098; 'f1-score': 0.6058823529411765; 'support': 67}; 'weighted avg': {'precision': 0.7142518699021897; 'recall': 0.7014925373134329; 'f1-score': 0.7072870939420545; 'support': 67}}
5,2,DNF,8,607,67,18,[33; 34],64,0.443333,0.776119,6,[X0 < 14.000000 AND X0 >= 7.000000 AND X1 < 5.000000 AND X3 < 35.000000] OR [X0 < 4.000000 AND X1 >= 6.000000],{'0': {'precision': 0.7854251012145749; 'recall': 0.8398268398268398; 'f1-score': 0.8117154811715481; 'support': 462}; '1': {'precision': 0.34513274336283184; 'recall': 0.2689655172413793; 'f1-score': 0.3023255813953488; 'support': 145}; 'accuracy': 0.7034596375617792; 'macro avg': {'precision': 0.5652789222887034; 'recall': 0.5543961785341096; 'f1-score': 0.5570205312834484; 'support': 607}; 'weighted avg': {'precision': 0.6802481788282442; 'recall': 0.7034596375617792; 'f1-score': 0.6900325561838234; 'support': 607}},{'0': {'precision': 0.8214285714285714; 'recall': 0.9019607843137255; 'f1-score': 0.8598130841121495; 'support': 51}; '1': {'precision': 0.5454545454545454; 'recall': 0.375; 'f1-score': 0.4444444444444444; 'support': 16}; 'accuracy': 0.7761194029850746; 'macro avg': {'precision': 0.6834415584415584; 'recall': 0.6384803921568627; 'f1-score': 0.6521287642782969; 'support': 67}; 'weighted avg': {'precision': 0.7555243264198488; 'recall': 0.7761194029850746; 'f1-score': 0.7606205731467274; 'support': 67}}
5,2,DNF,9,607,67,18,[33; 34],64,0.443496,0.701493,8,[X0 < 11.000000 AND X1 >= 4.000000 AND X3 < 73.000000 AND X3 >= 23.000000] OR [X0 < 7.000000 AND X2 < 1250.000000 AND X3 < 14.000000 AND X3 >= 4.000000],{'0': {'precision': 0.8372641509433962; 'recall': 0.7683982683982684; 'f1-score': 0.8013544018058691; 'support': 462}; '1': {'precision': 0.41530054644808745; 'recall': 0.5241379310344828; 'f1-score': 0.4634146341463415; 'support': 145}; 'accuracy': 0.7100494233937397; 'macro avg': {'precision': 0.6262823486957418; 'recall': 0.6462680997163757; 'f1-score': 0.6323845179761053; 'support': 607}; 'weighted avg': {'precision': 0.7364655963275482; 'recall': 0.7100494233937397; 'f1-score': 0.7206274391853889; 'support': 607}},{'0': {'precision': 0.8163265306122449; 'recall': 0.7843137254901961; 'f1-score': 0.8; 'support': 51}; '1': {'precision': 0.3888888888888889; 'recall': 0.4375; 'f1-score': 0.411764705882353; 'support': 16}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6026077097505669; 'recall': 0.610906862745098; 'f1-score': 0.6058823529411765; 'support': 67}; 'weighted avg': {'precision': 0.7142518699021897; 'recall': 0.7014925373134329; 'f1-score': 0.7072870939420545; 'support': 67}}
5,2,DNF,0,606,68,9,[67; 68],64,1.213693,0.764706,10,[X0 < 7.000000 AND X1 >= 5.000000 AND X2 < 2000.000000 AND X2 >= 750.000000 AND X3 < 28.000000] OR [X0 < 11.000000 AND X0 >= 2.000000 AND X1 >= 12.000000 AND X2 >= 2000.000000 AND X3 < 73.000000],{'0': {'precision': 0.8; 'recall': 0.9696969696969697; 'f1-score': 0.8767123287671234; 'support': 462}; '1': {'precision': 0.6956521739130435; 'recall': 0.2222222222222222; 'f1-score': 0.3368421052631579; 'support': 144}; 'accuracy': 0.7920792079207921; 'macro avg': {'precision': 0.7478260869565218; 'recall': 0.595959595959596; 'f1-score': 0.6067772170151406; 'support': 606}; 'weighted avg': {'precision': 0.7752044769694361; 'recall': 0.7920792079207921; 'f1-score': 0.7484263350632108; 'support': 606}},{'0': {'precision': 0.7868852459016393; 'recall': 0.9411764705882353; 'f1-score': 0.8571428571428571; 'support': 51}; '1': {'precision': 0.5714285714285714; 'recall': 0.23529411764705882; 'f1-score': 0.3333333333333333; 'support': 17}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.6791569086651054; 'recall': 0.5882352941176471; 'f1-score': 0.5952380952380952; 'support': 68}; 'weighted avg': {'precision': 0.7330210772833724; 'recall': 0.7647058823529411; 'f1-score': 0.7261904761904762; 'support': 68}}
5,2,DNF,1,606,68,9,[67; 68],64,0.981270,0.779412,9,[X0 < 4.000000 AND X3 < 23.000000 AND X3 >= 14.000000] OR [X0 < 7.000000 AND X0 >= 4.000000 AND X1 >= 6.000000 AND X2 >= 750.000000 AND X3 < 45.000000 AND X3 >= 23.000000],{'0': {'precision': 0.7799642218246869; 'recall': 0.9457700650759219; 'f1-score': 0.8549019607843138; 'support': 461}; '1': {'precision': 0.46808510638297873; 'recall': 0.15172413793103448; 'f1-score': 0.22916666666666669; 'support': 145}; 'accuracy': 0.7557755775577558; 'macro avg': {'precision': 0.6240246641038328; 'recall': 0.5487471015034782; 'f1-score': 0.5420343137254903; 'support': 606}; 'weighted avg': {'precision': 0.7053396810011758; 'recall': 0.7557755775577558; 'f1-score': 0.7051798194525335; 'support': 606}},{'0': {'precision': 0.8135593220338984; 'recall': 0.9230769230769231; 'f1-score': 0.8648648648648649; 'support': 52}; '1': {'precision': 0.5555555555555556; 'recall': 0.3125; 'f1-score': 0.39999999999999997; 'support': 16}; 'accuracy': 0.7794117647058824; 'macro avg': {'precision': 0.684557438794727; 'recall': 0.6177884615384616; 'f1-score': 0.6324324324324324; 'support': 68}; 'weighted avg': {'precision': 0.7528525534507589; 'recall': 0.7794117647058824; 'f1-score': 0.7554848966613673; 'support': 68}}
5,2,DNF,2,606,68,9,[67; 68],64,0.716640,0.617647,7,[X2 >= 1500.000000 AND X3 < 35.000000 AND X3 >= 28.000000] OR [X0 >= 11.000000 AND X2 < 1500.000000 AND X3 < 23.000000 AND X3 >= 16.000000],{'0': {'precision': 0.7752808988764045; 'recall': 0.8980477223427332; 'f1-score': 0.8321608040201006; 'support': 461}; '1': {'precision': 0.3472222222222222; 'recall': 0.1724137931034483; 'f1-score': 0.2304147465437788; 'support': 145}; 'accuracy': 0.7244224422442245; 'macro avg': {'precision': 0.5612515605493134; 'recall': 0.5352307577230908; 'f1-score': 0.5312877752819397; 'support': 606}; 'weighted avg': {'precision': 0.6728576181588196; 'recall': 0.7244224422442245; 'f1-score': 0.6881786615546441; 'support': 606}},{'0': {'precision': 0.7241379310344828; 'recall': 0.8076923076923077; 'f1-score': 0.7636363636363636; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.6176470588235294; 'macro avg': {'precision': 0.3620689655172414; 'recall': 0.40384615384615385; 'f1-score': 0.3818181818181818; 'support': 68}; 'weighted avg': {'precision': 0.5537525354969574; 'recall': 0.6176470588235294; 'f1-score': 0.5839572192513368; 'support': 68}}
5,2,DNF,3,606,68,9,[67; 68],64,0.790069,0.691176,7,[X0 < 16.000000 AND X0 >= 4.000000 AND X2 >= 1000.000000 AND X3 < 35.000000] OR [X1 < 3.000000 AND X3 < 57.000000 AND X3 >= 28.000000],{'0': {'precision': 0.7790476190476191; 'recall': 0.8872017353579176; 'f1-score': 0.8296146044624748; 'support': 461}; '1': {'precision': 0.35802469135802467; 'recall': 0.2; 'f1-score': 0.25663716814159293; 'support': 145}; 'accuracy': 0.7227722772277227; 'macro avg': {'precision': 0.5685361552028219; 'recall': 0.5436008676789588; 'f1-score': 0.5431258863020338; 'support': 606}; 'weighted avg': {'precision': 0.6783078096169406; 'recall': 0.7227722772277227; 'f1-score': 0.6925160429665542; 'support': 606}},{'0': {'precision': 0.7719298245614035; 'recall': 0.8461538461538461; 'f1-score': 0.8073394495412844; 'support': 52}; '1': {'precision': 0.2727272727272727; 'recall': 0.1875; 'f1-score': 0.2222222222222222; 'support': 16}; 'accuracy': 0.6911764705882353; 'macro avg': {'precision': 0.5223285486443381; 'recall': 0.5168269230769231; 'f1-score': 0.5147808358817534; 'support': 68}; 'weighted avg': {'precision': 0.6544704006004316; 'recall': 0.6911764705882353; 'f1-score': 0.6696648078191522; 'support': 68}}
5,2,DNF,4,607,67,9,[67; 68],64,0.467518,0.671642,6,[X0 < 11.000000 AND X1 >= 5.000000 AND X3 >= 57.000000] OR [X0 < 7.000000 AND X2 >= 1500.000000 AND X3 < 35.000000],{'0': {'precision': 0.8042635658914729; 'recall': 0.8982683982683982; 'f1-score': 0.8486707566462168; 'support': 462}; '1': {'precision': 0.4835164835164835; 'recall': 0.30344827586206896; 'f1-score': 0.3728813559322034; 'support': 145}; 'accuracy': 0.7561779242174629; 'macro avg': {'precision': 0.6438900247039782; 'recall': 0.6008583370652336; 'f1-score': 0.6107760562892102; 'support': 607}; 'weighted avg': {'precision': 0.7276435873999185; 'recall': 0.7561779242174629; 'f1-score': 0.7350143100176635; 'support': 607}},{'0': {'precision': 0.7636363636363637; 'recall': 0.8235294117647058; 'f1-score': 0.7924528301886793; 'support': 51}; '1': {'precision': 0.25; 'recall': 0.1875; 'f1-score': 0.21428571428571427; 'support': 16}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.5068181818181818; 'recall': 0.5055147058823529; 'f1-score': 0.5033692722371967; 'support': 67}; 'weighted avg': {'precision': 0.6409769335142469; 'recall': 0.6716417910447762; 'f1-score': 0.6543830711670757; 'support': 67}}
5,2,DNF,5,607,67,9,[67; 68],64,0.696281,0.776119,7,[X0 < 7.000000 AND X2 >= 2000.000000 AND X3 >= 28.000000] OR [X0 < 4.000000 AND X0 >= 2.000000 AND X1 >= 6.000000 AND X3 < 45.000000],{'0': {'precision': 0.816247582205029; 'recall': 0.9134199134199135; 'f1-score': 0.8621041879468846; 'support': 462}; '1': {'precision': 0.5555555555555556; 'recall': 0.3448275862068966; 'f1-score': 0.4255319148936171; 'support': 145}; 'accuracy': 0.7775947281713345; 'macro avg': {'precision': 0.6859015688802923; 'recall': 0.629123749813405; 'f1-score': 0.6438180514202508; 'support': 607}; 'weighted avg': {'precision': 0.7539735395951876; 'recall': 0.7775947281713345; 'f1-score': 0.7578159184366312; 'support': 607}},{'0': {'precision': 0.8333333333333334; 'recall': 0.8823529411764706; 'f1-score': 0.8571428571428571; 'support': 51}; '1': {'precision': 0.5384615384615384; 'recall': 0.4375; 'f1-score': 0.4827586206896552; 'support': 16}; 'accuracy': 0.7761194029850746; 'macro avg': {'precision': 0.6858974358974359; 'recall': 0.6599264705882353; 'f1-score': 0.6699507389162561; 'support': 67}; 'weighted avg': {'precision': 0.7629161882893226; 'recall': 0.7761194029850746; 'f1-score': 0.7677376663480627; 'support': 67}}
5,2,DNF,6,607,67,9,[67; 68],64,1.201883,0.761194,11,[X0 < 7.000000 AND X1 < 12.000000 AND X2 < 2000.000000 AND X2 >= 1000.000000 AND X3 < 45.000000 AND X3 >= 28.000000] OR [X0 < 11.000000 AND X0 >= 2.000000 AND X1 >= 4.000000 AND X2 >= 3000.000000 AND X3 < 73.000000],{'0': {'precision': 0.7914438502673797; 'recall': 0.961038961038961; 'f1-score': 0.8680351906158357; 'support': 462}; '1': {'precision': 0.6086956521739131; 'recall': 0.19310344827586207; 'f1-score': 0.29319371727748694; 'support': 145}; 'accuracy': 0.7775947281713345; 'macro avg': {'precision': 0.7000697512206464; 'recall': 0.5770712046574116; 'f1-score': 0.5806144539466613; 'support': 607}; 'weighted avg': {'precision': 0.7477890088776719; 'recall': 0.7775947281713345; 'f1-score': 0.7307172109880589; 'support': 607}},{'0': {'precision': 0.7868852459016393; 'recall': 0.9411764705882353; 'f1-score': 0.8571428571428571; 'support': 51}; '1': {'precision': 0.5; 'recall': 0.1875; 'f1-score': 0.2727272727272727; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.6434426229508197; 'recall': 0.5643382352941176; 'f1-score': 0.5649350649350648; 'support': 67}; 'weighted avg': {'precision': 0.7183753364325911; 'recall': 0.7611940298507462; 'f1-score': 0.7175809265361505; 'support': 67}}
5,2,DNF,7,607,67,9,[67; 68],64,0.823642,0.761194,8,[X0 < 4.000000 AND X0 >= 2.000000 AND X3 < 73.000000 AND X3 >= 28.000000] OR [X0 < 7.000000 AND X2 < 1500.000000 AND X2 >= 1000.000000 AND X3 < 45.000000],{'0': {'precision': 0.8022813688212928; 'recall': 0.9134199134199135; 'f1-score': 0.8542510121457491; 'support': 462}; '1': {'precision': 0.5061728395061729; 'recall': 0.2827586206896552; 'f1-score': 0.36283185840707965; 'support': 145}; 'accuracy': 0.7627677100494233; 'macro avg': {'precision': 0.6542271041637329; 'recall': 0.5980892670547844; 'f1-score': 0.6085414352764144; 'support': 607}; 'weighted avg': {'precision': 0.7315470413901686; 'recall': 0.7627677100494233; 'f1-score': 0.7368609342345349; 'support': 607}},{'0': {'precision': 0.7777777777777778; 'recall': 0.9607843137254902; 'f1-score': 0.8596491228070176; 'support': 51}; '1': {'precision': 0.5; 'recall': 0.125; 'f1-score': 0.2; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.6388888888888888; 'recall': 0.5428921568627452; 'f1-score': 0.5298245614035088; 'support': 67}; 'weighted avg': {'precision': 0.7114427860696517; 'recall': 0.7611940298507462; 'f1-score': 0.7021209740769836; 'support': 67}}
5,2,DNF,8,607,67,9,[67; 68],64,0.889405,0.791045,6,[X0 < 7.000000 AND X2 >= 2000.000000 AND X3 >= 16.000000] OR [X0 < 4.000000 AND X3 < 57.000000 AND X3 >= 4.000000],{'0': {'precision': 0.8351893095768375; 'recall': 0.8116883116883117; 'f1-score': 0.8232711306256861; 'support': 462}; '1': {'precision': 0.44936708860759494; 'recall': 0.4896551724137931; 'f1-score': 0.4686468646864686; 'support': 145}; 'accuracy': 0.7347611202635914; 'macro avg': {'precision': 0.6422781990922162; 'recall': 0.6506717420510524; 'f1-score': 0.6459589976560773; 'support': 607}; 'weighted avg': {'precision': 0.743024199131137; 'recall': 0.7347611202635914; 'f1-score': 0.7385585794540444; 'support': 607}},{'0': {'precision': 0.8627450980392157; 'recall': 0.8627450980392157; 'f1-score': 0.8627450980392157; 'support': 51}; '1': {'precision': 0.5625; 'recall': 0.5625; 'f1-score': 0.5625; 'support': 16}; 'accuracy': 0.7910447761194029; 'macro avg': {'precision': 0.7126225490196079; 'recall': 0.7126225490196079; 'f1-score': 0.7126225490196079; 'support': 67}; 'weighted avg': {'precision': 0.7910447761194029; 'recall': 0.7910447761194029; 'f1-score': 0.7910447761194029; 'support': 67}}
5,2,DNF,9,607,67,9,[67; 68],64,1.144848,0.805970,6,[X2 >= 1000.000000 AND X3 < 23.000000] OR [X0 < 4.000000 AND X1 < 12.000000 AND X3 < 14.000000 AND X3 >= 4.000000],{'0': {'precision': 0.7854545454545454; 'recall': 0.935064935064935; 'f1-score': 0.8537549407114624; 'support': 462}; '1': {'precision': 0.47368421052631576; 'recall': 0.18620689655172415; 'f1-score': 0.26732673267326734; 'support': 145}; 'accuracy': 0.7561779242174629; 'macro avg': {'precision': 0.6295693779904306; 'recall': 0.5606359158083296; 'f1-score': 0.5605408366923649; 'support': 607}; 'weighted avg': {'precision': 0.7109789300268794; 'recall': 0.7561779242174629; 'f1-score': 0.7136691249527503; 'support': 607}},{'0': {'precision': 0.8166666666666667; 'recall': 0.9607843137254902; 'f1-score': 0.882882882882883; 'support': 51}; '1': {'precision': 0.7142857142857143; 'recall': 0.3125; 'f1-score': 0.43478260869565216; 'support': 16}; 'accuracy': 0.8059701492537313; 'macro avg': {'precision': 0.7654761904761904; 'recall': 0.6366421568627452; 'f1-score': 0.6588327457892675; 'support': 67}; 'weighted avg': {'precision': 0.7922174840085288; 'recall': 0.8059701492537313; 'f1-score': 0.7758738621814547; 'support': 67}}
5,2,DNF,0,606,68,4,[151; 152],64,19.667617,0.779412,8,[X0 < 7.000000 AND X1 >= 8.000000 AND X2 >= 3000.000000] OR [X0 < 4.000000 AND X0 >= 2.000000 AND X1 >= 6.000000 AND X3 < 45.000000 AND X3 >= 4.000000],{'0': {'precision': 0.8104089219330854; 'recall': 0.9437229437229437; 'f1-score': 0.8719999999999999; 'support': 462}; '1': {'precision': 0.6176470588235294; 'recall': 0.2916666666666667; 'f1-score': 0.39622641509433965; 'support': 144}; 'accuracy': 0.7887788778877888; 'macro avg': {'precision': 0.7140279903783074; 'recall': 0.6176948051948052; 'f1-score': 0.6341132075471698; 'support': 606}; 'weighted avg': {'precision': 0.7646041227783394; 'recall': 0.7887788778877888; 'f1-score': 0.7589448907154865; 'support': 606}},{'0': {'precision': 0.7903225806451613; 'recall': 0.9607843137254902; 'f1-score': 0.8672566371681416; 'support': 51}; '1': {'precision': 0.6666666666666666; 'recall': 0.23529411764705882; 'f1-score': 0.3478260869565218; 'support': 17}; 'accuracy': 0.7794117647058824; 'macro avg': {'precision': 0.728494623655914; 'recall': 0.5980392156862745; 'f1-score': 0.6075413620623317; 'support': 68}; 'weighted avg': {'precision': 0.7594086021505376; 'recall': 0.7794117647058824; 'f1-score': 0.7373989996152366; 'support': 68}}
5,2,DNF,1,606,68,4,[151; 152],64,22.412642,0.779412,8,[X0 < 7.000000 AND X0 >= 4.000000 AND X1 < 12.000000 AND X1 >= 4.000000 AND X3 < 45.000000] OR [X0 < 4.000000 AND X1 >= 6.000000 AND X3 < 73.000000],{'0': {'precision': 0.8192307692307692; 'recall': 0.9240780911062907; 'f1-score': 0.8685015290519877; 'support': 461}; '1': {'precision': 0.5930232558139535; 'recall': 0.35172413793103446; 'f1-score': 0.4415584415584416; 'support': 145}; 'accuracy': 0.7871287128712872; 'macro avg': {'precision': 0.7061270125223613; 'recall': 0.6379011145186626; 'f1-score': 0.6550299853052146; 'support': 606}; 'weighted avg': {'precision': 0.765105209089782; 'recall': 0.7871287128712872; 'f1-score': 0.7663451797342251; 'support': 606}},{'0': {'precision': 0.8363636363636363; 'recall': 0.8846153846153846; 'f1-score': 0.8598130841121494; 'support': 52}; '1': {'precision': 0.5384615384615384; 'recall': 0.4375; 'f1-score': 0.4827586206896552; 'support': 16}; 'accuracy': 0.7794117647058824; 'macro avg': {'precision': 0.6874125874125874; 'recall': 0.6610576923076923; 'f1-score': 0.6712858524009023; 'support': 68}; 'weighted avg': {'precision': 0.7662690250925543; 'recall': 0.7794117647058824; 'f1-score': 0.7710943868362685; 'support': 68}}
5,2,DNF,2,606,68,4,[151; 152],64,16.969212,0.720588,8,[X0 < 11.000000 AND X1 >= 4.000000 AND X2 >= 1250.000000 AND X3 < 45.000000] OR [X0 < 7.000000 AND X0 >= 4.000000 AND X1 >= 8.000000 AND X3 >= 28.000000],{'0': {'precision': 0.8297029702970297; 'recall': 0.9088937093275488; 'f1-score': 0.8674948240165631; 'support': 461}; '1': {'precision': 0.5841584158415841; 'recall': 0.4068965517241379; 'f1-score': 0.4796747967479674; 'support': 145}; 'accuracy': 0.7887788778877888; 'macro avg': {'precision': 0.7069306930693069; 'recall': 0.6578951305258434; 'f1-score': 0.6735848103822653; 'support': 606}; 'weighted avg': {'precision': 0.7709505604025749; 'recall': 0.7887788778877888; 'f1-score': 0.774699602970447; 'support': 606}},{'0': {'precision': 0.7894736842105263; 'recall': 0.8653846153846154; 'f1-score': 0.8256880733944955; 'support': 52}; '1': {'precision': 0.36363636363636365; 'recall': 0.25; 'f1-score': 0.2962962962962963; 'support': 16}; 'accuracy': 0.7205882352941176; 'macro avg': {'precision': 0.5765550239234449; 'recall': 0.5576923076923077; 'f1-score': 0.5609921848453958; 'support': 68}; 'weighted avg': {'precision': 0.6892766676048411; 'recall': 0.7205882352941176; 'f1-score': 0.7011253023125663; 'support': 68}}
