lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,98.693101,0.726714,1,[X3 == 9],{'0': {'precision': 0.7940069812774831; 'recall': 0.8747440443489987; 'f1-score': 0.8324224133833944; 'support': 20023}; '1': {'precision': 0.41877172653534184; 'recall': 0.28452212250039366; 'f1-score': 0.3388336771048191; 'support': 6351}; 'accuracy': 0.7326154546143929; 'macro avg': {'precision': 0.6063893539064125; 'recall': 0.5796330834246961; 'f1-score': 0.5856280452441067; 'support': 26374}; 'weighted avg': {'precision': 0.703648328708008; 'recall': 0.7326154546143929; 'f1-score': 0.7135636106191102; 'support': 26374}},{'0': {'precision': 0.7937293729372937; 'recall': 0.8647191011235955; 'f1-score': 0.8277048827704884; 'support': 2225}; '1': {'precision': 0.40631163708086787; 'recall': 0.29178470254957506; 'f1-score': 0.3396537510305029; 'support': 706}; 'accuracy': 0.7267144319344934; 'macro avg': {'precision': 0.6000205050090808; 'recall': 0.5782519018365853; 'f1-score': 0.5836793169004957; 'support': 2931}; 'weighted avg': {'precision': 0.7004107371424672; 'recall': 0.7267144319344934; 'f1-score': 0.7101463365376567; 'support': 2931}}
5,1,DNF,1,26374,2931,412,[64; 65],296,24.845654,0.750256,27,[X0 >= 29.500000 AND X1 != 6 AND X3 != 3 AND X3 != 8 AND X5 != 0 AND X5 != 3 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X11 < 1568.500000 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 12 AND X13 != 13 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 32 AND X13 != 40],{'0': {'precision': 0.8302054086005616; 'recall': 0.8417320081905808; 'f1-score': 0.8359289753000696; 'support': 20023}; '1': {'precision': 0.47818211756957024; 'recall': 0.45725082664147376; 'f1-score': 0.4674822923374114; 'support': 6351}; 'accuracy': 0.7491468870857663; 'macro avg': {'precision': 0.6541937630850659; 'recall': 0.6494914174160273; 'f1-score': 0.6517056338187405; 'support': 26374}; 'weighted avg': {'precision': 0.7454363208119127; 'recall': 0.7491468870857663; 'f1-score': 0.7472050470565025; 'support': 26374}},{'0': {'precision': 0.8319253001333926; 'recall': 0.8408988764044943; 'f1-score': 0.8363880196691998; 'support': 2225}; '1': {'precision': 0.4809384164222874; 'recall': 0.46458923512747874; 'f1-score': 0.4726224783861671; 'support': 706}; 'accuracy': 0.7502558853633572; 'macro avg': {'precision': 0.65643185827784; 'recall': 0.6527440557659865; 'f1-score': 0.6545052490276835; 'support': 2931}; 'weighted avg': {'precision': 0.7473818883626521; 'recall': 0.7502558853633572; 'f1-score': 0.7487665689200286; 'support': 2931}}
5,1,DNF,2,26374,2931,412,[64; 65],296,26.072132,0.788809,25,[X0 >= 23.500000 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 14 AND X5 != 0 AND X5 != 5 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X13 != 4 AND X13 != 10 AND X13 != 12 AND X13 != 16],{'0': {'precision': 0.8689128987659378; 'recall': 0.8474754032862208; 'f1-score': 0.8580602750809061; 'support': 20023}; '1': {'precision': 0.5538349159970781; 'recall': 0.5969138718312077; 'f1-score': 0.5745680509245226; 'support': 6351}; 'accuracy': 0.7871388488663077; 'macro avg': {'precision': 0.711373907381508; 'recall': 0.7221946375587143; 'f1-score': 0.7163141630027143; 'support': 26374}; 'weighted avg': {'precision': 0.7930404384427018; 'recall': 0.7871388488663077; 'f1-score': 0.789793834055002; 'support': 26374}},{'0': {'precision': 0.8659981768459435; 'recall': 0.8539325842696629; 'f1-score': 0.8599230595157276; 'support': 2225}; '1': {'precision': 0.5590230664857531; 'recall': 0.5835694050991501; 'f1-score': 0.571032571032571; 'support': 706}; 'accuracy': 0.7888092801091777; 'macro avg': {'precision': 0.7125106216658483; 'recall': 0.7187509946844065; 'f1-score': 0.7154778152741492; 'support': 2931}; 'weighted avg': {'precision': 0.7920560315322982; 'recall': 0.7888092801091777; 'f1-score': 0.7903370189599076; 'support': 2931}}
5,1,DNF,3,26374,2931,412,[64; 65],296,24.652795,0.777892,25,[X0 >= 35.500000 AND X1 != 5 AND X3 != 2 AND X3 != 5 AND X3 != 8 AND X3 != 10 AND X3 != 13 AND X5 != 3 AND X5 == 2 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X8 != 0 AND X9 AND X13 != 2 AND X13 != 6 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8344464970868267; 'recall': 0.8797882435199521; 'f1-score': 0.8565177225652745; 'support': 20023}; '1': {'precision': 0.5426562796883907; 'recall': 0.4496929617383089; 'f1-score': 0.49182021697950745; 'support': 6351}; 'accuracy': 0.7762190035641162; 'macro avg': {'precision': 0.6885513883876087; 'recall': 0.6647406026291305; 'f1-score': 0.6741689697723909; 'support': 26374}; 'weighted avg': {'precision': 0.7641818549886442; 'recall': 0.7762190035641162; 'f1-score': 0.7686966162493873; 'support': 26374}},{'0': {'precision': 0.8312289562289562; 'recall': 0.8876404494382022; 'f1-score': 0.8585090197783091; 'support': 2225}; '1': {'precision': 0.5495495495495496; 'recall': 0.43201133144475923; 'f1-score': 0.48374306106264875; 'support': 706}; 'accuracy': 0.7778915046059366; 'macro avg': {'precision': 0.6903892528892529; 'recall': 0.6598258904414807; 'f1-score': 0.6711260404204789; 'support': 2931}; 'weighted avg': {'precision': 0.7633798736238177; 'recall': 0.7778915046059366; 'f1-score': 0.7682378608382694; 'support': 2931}}
5,1,DNF,4,26374,2931,412,[64; 65],296,26.535361,0.809280,18,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 8 AND X3 != 2 AND X3 != 6 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 4 AND X6 != 0 AND X6 != 7 AND X6 != 8 AND X7 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 27],{'0': {'precision': 0.8508417191761497; 'recall': 0.9036607900913949; 'f1-score': 0.8764561989876238; 'support': 20023}; '1': {'precision': 0.6223570869224746; 'recall': 0.5005510943158558; 'f1-score': 0.5548477179509556; 'support': 6351}; 'accuracy': 0.8065898233108364; 'macro avg': {'precision': 0.7365994030493122; 'recall': 0.7021059422036253; 'f1-score': 0.7156519584692898; 'support': 26374}; 'weighted avg': {'precision': 0.795821399943455; 'recall': 0.8065898233108364; 'f1-score': 0.79901115981784; 'support': 26374}},{'0': {'precision': 0.8508845829823083; 'recall': 0.9078651685393259; 'f1-score': 0.878451837355947; 'support': 2225}; '1': {'precision': 0.6319569120287253; 'recall': 0.4985835694050991; 'f1-score': 0.5574030087094219; 'support': 706}; 'accuracy': 0.8092801091777551; 'macro avg': {'precision': 0.7414207475055168; 'recall': 0.7032243689722125; 'f1-score': 0.7179274230326844; 'support': 2931}; 'weighted avg': {'precision': 0.7981507257004149; 'recall': 0.8092801091777551; 'f1-score': 0.8011197073578417; 'support': 2931}}
5,1,DNF,5,26375,2930,412,[64; 65],296,24.302878,0.768259,26,[X0 >= 23.500000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 15 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X9 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 7 AND X13 != 18 AND X13 != 24 AND X13 != 32 AND X13 != 35 AND X13 != 36],{'0': {'precision': 0.8412147293266174; 'recall': 0.859112021175648; 'f1-score': 0.850069183633129; 'support': 20023}; '1': {'precision': 0.5239622004724941; 'recall': 0.4888224181360202; 'f1-score': 0.505782700765597; 'support': 6352}; 'accuracy': 0.7699336492890996; 'macro avg': {'precision': 0.6825884648995557; 'recall': 0.6739672196558341; 'f1-score': 0.677925942199363; 'support': 26375}; 'weighted avg': {'precision': 0.764809494699835; 'recall': 0.7699336492890996; 'f1-score': 0.767153250394283; 'support': 26375}},{'0': {'precision': 0.8411297440423654; 'recall': 0.856629213483146; 'f1-score': 0.8488087285682476; 'support': 2225}; '1': {'precision': 0.5195783132530121; 'recall': 0.48936170212765956; 'f1-score': 0.504017531044558; 'support': 705}; 'accuracy': 0.768259385665529; 'macro avg': {'precision': 0.6803540286476888; 'recall': 0.6729954578054028; 'f1-score': 0.6764131298064029; 'support': 2930}; 'weighted avg': {'precision': 0.7637598605247906; 'recall': 0.768259385665529; 'f1-score': 0.7658470240446296; 'support': 2930}}
5,1,DNF,6,26375,2930,412,[64; 65],296,24.540950,0.805461,33,[X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X3 != 1 AND X3 != 6 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 12 AND X13 != 13 AND X13 != 19 AND X13 != 21 AND X13 != 25 AND X13 != 27 AND X13 != 28 AND X13 != 35 AND X13 != 37],{'0': {'precision': 0.8535080587306901; 'recall': 0.8912750337112321; 'f1-score': 0.8719828007426953; 'support': 20023}; '1': {'precision': 0.6017197219173069; 'recall': 0.5177896725440806; 'f1-score': 0.5566085632086648; 'support': 6352}; 'accuracy': 0.8013270142180094; 'macro avg': {'precision': 0.7276138903239986; 'recall': 0.7045323531276564; 'f1-score': 0.71429568197568; 'support': 26375}; 'weighted avg': {'precision': 0.7928688353965249; 'recall': 0.8013270142180094; 'f1-score': 0.7960299227591441; 'support': 26375}},{'0': {'precision': 0.8577604842196281; 'recall': 0.891685393258427; 'f1-score': 0.8743940061701189; 'support': 2225}; '1': {'precision': 0.6094003241491086; 'recall': 0.5333333333333333; 'f1-score': 0.5688350983358547; 'support': 705}; 'accuracy': 0.8054607508532423; 'macro avg': {'precision': 0.7335804041843683; 'recall': 0.7125093632958801; 'f1-score': 0.7216145522529868; 'support': 2930}; 'weighted avg': {'precision': 0.7980014695951516; 'recall': 0.8054607508532423; 'f1-score': 0.8008721529198949; 'support': 2930}}
5,1,DNF,7,26375,2930,412,[64; 65],296,25.077705,0.775427,35,[X0 < 54.500000 AND X0 >= 27.500000 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 10 AND X3 != 11 AND X3 != 13 AND X3 != 14 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X13 != 2 AND X13 != 6 AND X13 != 7 AND X13 != 13 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 34 AND X13 != 37 AND X13 != 40],{'0': {'precision': 0.8131765334758787; 'recall': 0.911701543225291; 'f1-score': 0.859625164814466; 'support': 20023}; '1': {'precision': 0.5496688741721855; 'recall': 0.339735516372796; 'f1-score': 0.41992605565285074; 'support': 6352}; 'accuracy': 0.773952606635071; 'macro avg': {'precision': 0.6814227038240321; 'recall': 0.6257185297990435; 'f1-score': 0.6397756102336584; 'support': 26375}; 'weighted avg': {'precision': 0.749714897384995; 'recall': 0.773952606635071; 'f1-score': 0.7537306153777048; 'support': 26375}},{'0': {'precision': 0.8150381986328911; 'recall': 0.9110112359550562; 'f1-score': 0.8603565365025467; 'support': 2225}; '1': {'precision': 0.5530474040632054; 'recall': 0.3475177304964539; 'f1-score': 0.426829268292683; 'support': 705}; 'accuracy': 0.7754266211604095; 'macro avg': {'precision': 0.6840428013480482; 'recall': 0.629264483225755; 'f1-score': 0.6435929023976148; 'support': 2930}; 'weighted avg': {'precision': 0.7519994579599802; 'recall': 0.7754266211604095; 'f1-score': 0.756043661387204; 'support': 2930}}
5,1,DNF,8,26375,2930,412,[64; 65],296,23.700375,0.762457,32,[X0 >= 23.500000 AND X1 != 0 AND X1 != 2 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X5 != 0 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 12 AND X13 != 13 AND X13 != 21 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 32 AND X13 != 35 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8663044063054823; 'recall': 0.8041350379544546; 'f1-score': 0.8340628318354874; 'support': 20024}; '1': {'precision': 0.49640472521828455; 'recall': 0.6087230357424027; 'f1-score': 0.5468562133107008; 'support': 6351}; 'accuracy': 0.7570805687203791; 'macro avg': {'precision': 0.6813545657618835; 'recall': 0.7064290368484287; 'f1-score': 0.6904595225730941; 'support': 26375}; 'weighted avg': {'precision': 0.777233965562931; 'recall': 0.7570805687203791; 'f1-score': 0.7649045670297654; 'support': 26375}},{'0': {'precision': 0.870873786407767; 'recall': 0.8066546762589928; 'f1-score': 0.8375350140056023; 'support': 2224}; '1': {'precision': 0.5057471264367817; 'recall': 0.623229461756374; 'f1-score': 0.5583756345177664; 'support': 706}; 'accuracy': 0.7624573378839591; 'macro avg': {'precision': 0.6883104564222744; 'recall': 0.7149420690076833; 'f1-score': 0.6979553242616843; 'support': 2930}; 'weighted avg': {'precision': 0.7828944615137343; 'recall': 0.7624573378839591; 'f1-score': 0.7702699894600692; 'support': 2930}}
5,1,DNF,9,26375,2930,412,[64; 65],296,24.312304,0.784300,27,[X0 >= 35.500000 AND X1 != 5 AND X3 != 0 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X5 != 3 AND X6 != 2 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 == 4 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 18 AND X13 != 26 AND X13 != 29 AND X13 != 32],{'0': {'precision': 0.8396968127677604; 'recall': 0.8907311226528166; 'f1-score': 0.8644614079728582; 'support': 20024}; '1': {'precision': 0.5738215816127775; 'recall': 0.46386395843174305; 'f1-score': 0.5130169786678276; 'support': 6351}; 'accuracy': 0.7879431279620853; 'macro avg': {'precision': 0.7067591971902689; 'recall': 0.6772975405422799; 'f1-score': 0.6887391933203428; 'support': 26375}; 'weighted avg': {'precision': 0.7756750651633889; 'recall': 0.7879431279620853; 'f1-score': 0.7798349218869339; 'support': 26375}},{'0': {'precision': 0.8393009377664109; 'recall': 0.885341726618705; 'f1-score': 0.861706783369803; 'support': 2224}; '1': {'precision': 0.5633561643835616; 'recall': 0.4660056657223796; 'f1-score': 0.5100775193798449; 'support': 706}; 'accuracy': 0.7843003412969284; 'macro avg': {'precision': 0.7013285510749863; 'recall': 0.6756736961705423; 'f1-score': 0.685892151374824; 'support': 2930}; 'weighted avg': {'precision': 0.7728104906646049; 'recall': 0.7843003412969284; 'f1-score': 0.7769797320466254; 'support': 2930}}
5,1,DNF,0,26374,2931,206,[128; 129],296,59.043719,0.784715,45,[X1 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X8 == 4 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 20 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8175224448277387; 'recall': 0.9231883334165709; 'f1-score': 0.867148285406014; 'support': 20023}; '1': {'precision': 0.5912835503587563; 'recall': 0.35033852936545423; 'f1-score': 0.43998418034407755; 'support': 6351}; 'accuracy': 0.7852430423902328; 'macro avg': {'precision': 0.7044029975932475; 'recall': 0.6367634313910125; 'f1-score': 0.6535662328750458; 'support': 26374}; 'weighted avg': {'precision': 0.7630429112426736; 'recall': 0.7852430423902328; 'f1-score': 0.7642848884526372; 'support': 26374}},{'0': {'precision': 0.8188; 'recall': 0.92; 'f1-score': 0.8664550264550265; 'support': 2225}; '1': {'precision': 0.5870069605568445; 'recall': 0.358356940509915; 'f1-score': 0.4450307827616535; 'support': 706}; 'accuracy': 0.7847151142954623; 'macro avg': {'precision': 0.7029034802784222; 'recall': 0.6391784702549576; 'f1-score': 0.65574290460834; 'support': 2931}; 'weighted avg': {'precision': 0.7629672173842144; 'recall': 0.7847151142954623; 'f1-score': 0.7649451267458756; 'support': 2931}}
5,1,DNF,1,26374,2931,206,[128; 129],296,58.970349,0.808939,32,[X1 != 3 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 14 AND X7 != 3 AND X8 != 1 AND X8 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 13 AND X13 != 23 AND X13 != 25 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 40],{'0': {'precision': 0.8484721445872927; 'recall': 0.9097038405833292; 'f1-score': 0.8780217396543829; 'support': 20023}; '1': {'precision': 0.6314716673461068; 'recall': 0.4877971972917651; 'f1-score': 0.550413076308075; 'support': 6351}; 'accuracy': 0.8081064684916963; 'macro avg': {'precision': 0.7399719059666998; 'recall': 0.6987505189375471; 'f1-score': 0.7142174079812289; 'support': 26374}; 'weighted avg': {'precision': 0.7962172711908123; 'recall': 0.8081064684916963; 'f1-score': 0.7991318245519182; 'support': 26374}},{'0': {'precision': 0.8511176718684099; 'recall': 0.9069662921348315; 'f1-score': 0.8781549173194082; 'support': 2225}; '1': {'precision': 0.6303571428571428; 'recall': 0.5; 'f1-score': 0.5576619273301737; 'support': 706}; 'accuracy': 0.8089389286932788; 'macro avg': {'precision': 0.7407374073627764; 'recall': 0.7034831460674158; 'f1-score': 0.7179084223247909; 'support': 2931}; 'weighted avg': {'precision': 0.7979423277940481; 'recall': 0.8089389286932788; 'f1-score': 0.8009566740807866; 'support': 2931}}
5,1,DNF,2,26374,2931,206,[128; 129],296,61.427744,0.785056,36,[X0 >= 21.500000 AND X1 != 5 AND X1 != 8 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X5 != 4 AND X5 == 2 AND X6 != 3 AND X6 != 5 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 13 AND X13 != 19 AND X13 != 20 AND X13 != 27 AND X13 != 32 AND X13 != 33],{'0': {'precision': 0.8340641587814447; 'recall': 0.9024621685062179; 'f1-score': 0.8669161389368643; 'support': 20023}; '1': {'precision': 0.5852622637502655; 'recall': 0.4339474098567155; 'f1-score': 0.498372513562387; 'support': 6351}; 'accuracy': 0.7896413134147267; 'macro avg': {'precision': 0.7096632112658551; 'recall': 0.6682047891814666; 'f1-score': 0.6826443262496256; 'support': 26374}; 'weighted avg': {'precision': 0.7741513342063701; 'recall': 0.7896413134147267; 'f1-score': 0.7781688664429952; 'support': 26374}},{'0': {'precision': 0.8272466146901929; 'recall': 0.9060674157303371; 'f1-score': 0.8648648648648648; 'support': 2225}; '1': {'precision': 0.5769230769230769; 'recall': 0.40368271954674223; 'f1-score': 0.475; 'support': 706}; 'accuracy': 0.7850562947799385; 'macro avg': {'precision': 0.7020848458066349; 'recall': 0.6548750676385396; 'f1-score': 0.6699324324324324; 'support': 2931}; 'weighted avg': {'precision': 0.7669503275310036; 'recall': 0.7850562947799385; 'f1-score': 0.7709567807316016; 'support': 2931}}
5,1,DNF,3,26374,2931,206,[128; 129],296,59.317275,0.804845,33,[X1 != 0 AND X1 != 5 AND X1 != 8 AND X3 != 1 AND X3 != 5 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 9 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 21 AND X13 != 23 AND X13 != 27 AND X13 != 28 AND X13 != 33 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8407284156036235; 'recall': 0.9084552764321031; 'f1-score': 0.8732806836457908; 'support': 20023}; '1': {'precision': 0.6131279020683833; 'recall': 0.4574082821602897; 'f1-score': 0.5239426458652721; 'support': 6351}; 'accuracy': 0.7998407522560097; 'macro avg': {'precision': 0.7269281588360035; 'recall': 0.6829317792961964; 'f1-score': 0.6986116647555314; 'support': 26374}; 'weighted avg': {'precision': 0.7859209968782763; 'recall': 0.7998407522560097; 'f1-score': 0.7891582191753247; 'support': 26374}},{'0': {'precision': 0.8385907414993855; 'recall': 0.92; 'f1-score': 0.8774110587226747; 'support': 2225}; '1': {'precision': 0.636734693877551; 'recall': 0.44192634560906513; 'f1-score': 0.5217391304347826; 'support': 706}; 'accuracy': 0.8048447628795633; 'macro avg': {'precision': 0.7376627176884683; 'recall': 0.6809631728045326; 'f1-score': 0.6995750945787287; 'support': 2931}; 'weighted avg': {'precision': 0.7899689845491926; 'recall': 0.8048447628795633; 'f1-score': 0.7917391442323125; 'support': 2931}}
5,1,DNF,4,26374,2931,206,[128; 129],296,56.139698,0.800068,28,[X0 < 54.500000 AND X3 != 1 AND X3 != 5 AND X3 != 7 AND X4 >= 10.500000 AND X5 != 3 AND X5 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 == 4 AND X13 != 6 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 20 AND X13 != 24 AND X13 != 27 AND X13 != 36 AND X13 != 38],{'0': {'precision': 0.8120748299319728; 'recall': 0.9539030115367327; 'f1-score': 0.8772937096663069; 'support': 20023}; '1': {'precision': 0.6765942536790469; 'recall': 0.30404660683356954; 'f1-score': 0.4195545898967952; 'support': 6351}; 'accuracy': 0.7974141199666338; 'macro avg': {'precision': 0.7443345418055098; 'recall': 0.6289748091851511; 'f1-score': 0.648424149781551; 'support': 26374}; 'weighted avg': {'precision': 0.7794503838948782; 'recall': 0.7974141199666338; 'f1-score': 0.7670676859438464; 'support': 26374}},{'0': {'precision': 0.8119527978682908; 'recall': 0.9586516853932584; 'f1-score': 0.8792250618301732; 'support': 2225}; '1': {'precision': 0.6973684210526315; 'recall': 0.3002832861189802; 'f1-score': 0.4198019801980198; 'support': 706}; 'accuracy': 0.8000682360968953; 'macro avg': {'precision': 0.7546606094604611; 'recall': 0.6294674857561193; 'f1-score': 0.6495135210140965; 'support': 2931}; 'weighted avg': {'precision': 0.7843524669123524; 'recall': 0.8000682360968953; 'f1-score': 0.7685622519931551; 'support': 2931}}
5,1,DNF,5,26375,2930,206,[128; 129],296,58.354366,0.759727,24,[X0 >= 27.500000 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 8 AND X5 != 3 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X12 >= 41.500000 AND X13 != 2 AND X13 != 6 AND X13 != 22 AND X13 != 27 AND X13 != 29 AND X13 != 33 AND X13 != 40],{'0': {'precision': 0.8224368845956415; 'recall': 0.8801877840483444; 'f1-score': 0.8503329151790023; 'support': 20023}; '1': {'precision': 0.5149615851192884; 'recall': 0.4009760705289673; 'f1-score': 0.4508762612851832; 'support': 6352}; 'accuracy': 0.7647772511848341; 'macro avg': {'precision': 0.668699234857465; 'recall': 0.6405819272886558; 'f1-score': 0.6506045882320928; 'support': 26375}; 'weighted avg': {'precision': 0.7483863404336017; 'recall': 0.7647772511848341; 'f1-score': 0.7541301221729914; 'support': 26375}},{'0': {'precision': 0.8199411022297013; 'recall': 0.8759550561797753; 'f1-score': 0.8470230334637115; 'support': 2225}; '1': {'precision': 0.5009041591320073; 'recall': 0.39290780141843973; 'f1-score': 0.4403815580286169; 'support': 705}; 'accuracy': 0.7597269624573378; 'macro avg': {'precision': 0.6604226306808543; 'recall': 0.6344314287991075; 'f1-score': 0.6437022957461642; 'support': 2930}; 'weighted avg': {'precision': 0.7431762404945907; 'recall': 0.7597269624573378; 'f1-score': 0.7491792654835949; 'support': 2930}}
5,1,DNF,6,26375,2930,206,[128; 129],296,64.980476,0.812287,26,[X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X5 == 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X8 != 0 AND X8 != 2 AND X13 != 3 AND X13 != 6 AND X13 != 12 AND X13 != 17 AND X13 != 23 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 34],{'0': {'precision': 0.8387999097676517; 'recall': 0.9285321879838186; 'f1-score': 0.8813880724376599; 'support': 20023}; '1': {'precision': 0.6600950118764846; 'recall': 0.4375; 'f1-score': 0.5262260935428896; 'support': 6352}; 'accuracy': 0.8102748815165877; 'macro avg': {'precision': 0.7494474608220681; 'recall': 0.6830160939919093; 'f1-score': 0.7038070829902747; 'support': 26375}; 'weighted avg': {'precision': 0.7957616723684217; 'recall': 0.8102748815165877; 'f1-score': 0.7958529486484816; 'support': 26375}},{'0': {'precision': 0.845360824742268; 'recall': 0.9213483146067416; 'f1-score': 0.8817204301075268; 'support': 2225}; '1': {'precision': 0.6534653465346535; 'recall': 0.46808510638297873; 'f1-score': 0.5454545454545454; 'support': 705}; 'accuracy': 0.8122866894197952; 'macro avg': {'precision': 0.7494130856384608; 'recall': 0.6947167104948602; 'f1-score': 0.7135874877810361; 'support': 2930}; 'weighted avg': {'precision': 0.7991880219653505; 'recall': 0.8122866894197952; 'f1-score': 0.800810038066451; 'support': 2930}}
