lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,605.178223,0.476629,3,[X0 < 29.500000 OR X3 == 1 OR X13 == 10],{'0': {'precision': 0.6724013541262002; 'recall': 0.6051041302502123; 'f1-score': 0.6369801798012723; 'support': 20023}; '1': {'precision': 0.05362058647516457; 'recall': 0.07054007242953865; 'f1-score': 0.060927512579899354; 'support': 6351}; 'accuracy': 0.47637825130810646; 'macro avg': {'precision': 0.36301097030068236; 'recall': 0.33782210133987545; 'f1-score': 0.34895384619058584; 'support': 26374}; 'weighted avg': {'precision': 0.5233956418583711; 'recall': 0.47637825130810646; 'f1-score': 0.4982636222247599; 'support': 26374}},{'0': {'precision': 0.6740554156171285; 'recall': 0.6013483146067415; 'f1-score': 0.6356294536817102; 'support': 2225}; '1': {'precision': 0.06236786469344609; 'recall': 0.08356940509915015; 'f1-score': 0.07142857142857142; 'support': 706}; 'accuracy': 0.47662913681337427; 'macro avg': {'precision': 0.3682116401552873; 'recall': 0.34245885985294583; 'f1-score': 0.3535290125551408; 'support': 2931}; 'weighted avg': {'precision': 0.5267161420067157; 'recall': 0.47662913681337427; 'f1-score': 0.4997284564552632; 'support': 2931}}
5,2,DNF,8,26375,2930,412,[64; 65],296,201.662799,0.784300,54,[X1 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X5 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X12 >= 39.500000 AND X13 != 7 AND X13 != 8 AND X13 != 13 AND X13 != 18 AND X13 != 20 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35] OR [X1 == 4 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X8 == 4 AND X9 AND X12 >= 39.500000 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 26 AND X13 != 30 AND X13 != 31],{'0': {'precision': 0.828011075219197; 'recall': 0.8960747103475829; 'f1-score': 0.8606993812059289; 'support': 20024}; '1': {'precision': 0.5577045696068013; 'recall': 0.4131632813730121; 'f1-score': 0.4746743849493487; 'support': 6351}; 'accuracy': 0.7797914691943127; 'macro avg': {'precision': 0.6928578224129991; 'recall': 0.6546189958602975; 'f1-score': 0.6676868830776388; 'support': 26375}; 'weighted avg': {'precision': 0.7629222935265212; 'recall': 0.7797914691943127; 'f1-score': 0.767746025709226; 'support': 26375}},{'0': {'precision': 0.835016835016835; 'recall': 0.8920863309352518; 'f1-score': 0.8626086956521739; 'support': 2224}; '1': {'precision': 0.5667870036101083; 'recall': 0.4447592067988669; 'f1-score': 0.4984126984126984; 'support': 706}; 'accuracy': 0.7843003412969284; 'macro avg': {'precision': 0.7009019193134716; 'recall': 0.6684227688670593; 'f1-score': 0.6805106970324362; 'support': 2930}; 'weighted avg': {'precision': 0.7703853466300947; 'recall': 0.7843003412969284; 'f1-score': 0.7748536191842321; 'support': 2930}}
5,2,DNF,9,26375,2930,412,[64; 65],296,128.235158,0.740614,51,[X0 < 54.500000 AND X1 != 3 AND X1 != 6 AND X3 != 1 AND X3 != 6 AND X3 != 7 AND X3 != 15 AND X5 != 1 AND X5 != 3 AND X5 != 6 AND X5 == 2 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 11 AND X7 != 3 AND X8 != 1 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 16 AND X13 != 32 AND X13 != 38] OR [X0 >= 35.500000 AND X1 != 0 AND X3 != 4 AND X3 != 8 AND X3 != 9 AND X5 != 0 AND X5 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 14 AND X13 != 20 AND X13 != 26 AND X13 != 29],{'0': {'precision': 0.8378038347340345; 'recall': 0.8314023172193368; 'f1-score': 0.8345908008522371; 'support': 20024}; '1': {'precision': 0.48093480934809346; 'recall': 0.49252086285624314; 'f1-score': 0.4866588875923765; 'support': 6351}; 'accuracy': 0.7498009478672986; 'macro avg': {'precision': 0.659369322041064; 'recall': 0.66196159003779; 'f1-score': 0.6606248442223068; 'support': 26375}; 'weighted avg': {'precision': 0.751871126479016; 'recall': 0.7498009478672986; 'f1-score': 0.7508101153123936; 'support': 26375}},{'0': {'precision': 0.8315217391304348; 'recall': 0.8255395683453237; 'f1-score': 0.8285198555956679; 'support': 2224}; '1': {'precision': 0.4626038781163435; 'recall': 0.4730878186968839; 'f1-score': 0.4677871148459384; 'support': 706}; 'accuracy': 0.7406143344709898; 'macro avg': {'precision': 0.6470628086233892; 'recall': 0.6493136935211038; 'f1-score': 0.6481534852208031; 'support': 2930}; 'weighted avg': {'precision': 0.7426289029952988; 'recall': 0.7406143344709898; 'f1-score': 0.7415992702819105; 'support': 2930}}
5,2,DNF,0,26374,2931,206,[128; 129],296,908.066458,0.753668,59,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 4 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 13 AND X7 != 4 AND X8 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 30] OR [X0 >= 27.500000 AND X1 != 5 AND X3 != 0 AND X3 != 5 AND X3 != 8 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X7 != 2 AND X7 != 4 AND X12 >= 34.500000 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 35 AND X13 != 38],{'0': {'precision': 0.8656572682039484; 'recall': 0.8080707186735254; 'f1-score': 0.8358733274784315; 'support': 20023}; '1': {'precision': 0.4998047637641546; 'recall': 0.6046291922531885; 'f1-score': 0.5472424112868747; 'support': 6351}; 'accuracy': 0.7590809130203989; 'macro avg': {'precision': 0.6827310159840515; 'recall': 0.706349955463357; 'f1-score': 0.6915578693826531; 'support': 26374}; 'weighted avg': {'precision': 0.777558031997945; 'recall': 0.7590809130203989; 'f1-score': 0.7663694619770826; 'support': 26374}},{'0': {'precision': 0.860431654676259; 'recall': 0.8062921348314607; 'f1-score': 0.8324825986078885; 'support': 2225}; '1': {'precision': 0.4905437352245863; 'recall': 0.5878186968838527; 'f1-score': 0.5347938144329896; 'support': 706}; 'accuracy': 0.7536676902081201; 'macro avg': {'precision': 0.6754876949504227; 'recall': 0.6970554158576567; 'f1-score': 0.683638206520439; 'support': 2931}; 'weighted avg': {'precision': 0.7713354857465827; 'recall': 0.7536676902081201; 'f1-score': 0.7607772824606766; 'support': 2931}}
5,2,DNF,1,26374,2931,206,[128; 129],296,1013.087233,0.788809,57,[X0 >= 27.500000 AND X1 != 4 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 10 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 7 AND X6 != 11 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X8 == 4 AND X9 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 11 AND X13 != 18] OR [X0 < 54.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X4 >= 9.500000 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 3 AND X7 != 3 AND X8 != 2 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 23 AND X13 != 29 AND X13 != 34],{'0': {'precision': 0.8356255021503852; 'recall': 0.8830345103131398; 'f1-score': 0.8586761206352289; 'support': 20023}; '1': {'precision': 0.5509108341323107; 'recall': 0.4523697055581798; 'f1-score': 0.49680096835552484; 'support': 6351}; 'accuracy': 0.779328126184879; 'macro avg': {'precision': 0.693268168141348; 'recall': 0.6677021079356598; 'f1-score': 0.6777385444953768; 'support': 26374}; 'weighted avg': {'precision': 0.7670646901164582; 'recall': 0.779328126184879; 'f1-score': 0.7715346520628319; 'support': 26374}},{'0': {'precision': 0.8422847399829497; 'recall': 0.8880898876404495; 'f1-score': 0.8645810544738569; 'support': 2225}; '1': {'precision': 0.5743589743589743; 'recall': 0.47592067988668557; 'f1-score': 0.5205267234701781; 'support': 706}; 'accuracy': 0.7888092801091777; 'macro avg': {'precision': 0.708321857170962; 'recall': 0.6820052837635675; 'f1-score': 0.6925538889720175; 'support': 2931}; 'weighted avg': {'precision': 0.7777485439643463; 'recall': 0.7888092801091777; 'f1-score': 0.7817075103972287; 'support': 2931}}
5,2,DNF,2,26374,2931,206,[128; 129],296,944.570349,0.769362,53,[X0 >= 27.500000 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X4 >= 10.500000 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X8 != 3 AND X12 >= 34.500000] OR [X0 >= 23.500000 AND X3 != 7 AND X3 != 10 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X12 < 41.500000 AND X13 != 0 AND X13 != 5 AND X13 != 8 AND X13 != 9 AND X13 != 16 AND X13 != 23 AND X13 != 26 AND X13 != 31 AND X13 != 32],{'0': {'precision': 0.8419807905786959; 'recall': 0.8712480647255656; 'f1-score': 0.8563644396445927; 'support': 20023}; '1': {'precision': 0.5441202475685234; 'recall': 0.48449063139663046; 'f1-score': 0.5125770448109279; 'support': 6351}; 'accuracy': 0.7781148100401911; 'macro avg': {'precision': 0.6930505190736096; 'recall': 0.677869348061098; 'f1-score': 0.6844707422277603; 'support': 26374}; 'weighted avg': {'precision': 0.7702543816662213; 'recall': 0.7781148100401911; 'f1-score': 0.7735785996283416; 'support': 26374}},{'0': {'precision': 0.8407391113066432; 'recall': 0.8588764044943821; 'f1-score': 0.8497109826589596; 'support': 2225}; '1': {'precision': 0.5227963525835866; 'recall': 0.48725212464589235; 'f1-score': 0.5043988269794721; 'support': 706}; 'accuracy': 0.7693619924940294; 'macro avg': {'precision': 0.681767731945115; 'recall': 0.6730642645701372; 'f1-score': 0.6770549048192158; 'support': 2931}; 'weighted avg': {'precision': 0.7641551510001001; 'recall': 0.7693619924940294; 'f1-score': 0.7665344620483427; 'support': 2931}}
5,2,DNF,3,26374,2931,206,[128; 129],296,935.030339,0.766974,64,[X0 >= 27.500000 AND X1 != 1 AND X1 != 2 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 6 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 5 AND X6 != 7 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 41.500000 AND X13 != 0 AND X13 != 11] OR [X0 >= 27.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X13 != 0 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8290858725761773; 'recall': 0.896868601108725; 'f1-score': 0.8616462346760071; 'support': 20023}; '1': {'precision': 0.56194314806958; 'recall': 0.4170996693434105; 'f1-score': 0.4788070492544058; 'support': 6351}; 'accuracy': 0.7813376810495185; 'macro avg': {'precision': 0.6955145103228786; 'recall': 0.6569841352260677; 'f1-score': 0.6702266419652064; 'support': 26374}; 'weighted avg': {'precision': 0.764756478349234; 'recall': 0.7813376810495185; 'f1-score': 0.7694565150046416; 'support': 26374}},{'0': {'precision': 0.8286445012787724; 'recall': 0.8737078651685394; 'f1-score': 0.8505797418507984; 'support': 2225}; '1': {'precision': 0.5196581196581197; 'recall': 0.43059490084985835; 'f1-score': 0.47095274980635166; 'support': 706}; 'accuracy': 0.7669737291026953; 'macro avg': {'precision': 0.674151310468446; 'recall': 0.6521513830091988; 'f1-score': 0.660766245828575; 'support': 2931}; 'weighted avg': {'precision': 0.7542178941739683; 'recall': 0.7669737291026953; 'f1-score': 0.7591376891782023; 'support': 2931}}
5,2,DNF,4,26374,2931,206,[128; 129],296,981.097256,0.751621,65,[X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 1 AND X1 != 5 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 4 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X13 != 0 AND X13 != 5 AND X13 != 8] OR [X0 >= 29.500000 AND X3 != 5 AND X3 != 8 AND X3 != 10 AND X3 != 12 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X8 != 0 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 17 AND X13 != 20 AND X13 != 23 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8467213966538502; 'recall': 0.8138640563352145; 'f1-score': 0.8299676589676336; 'support': 20023}; '1': {'precision': 0.4771324354657688; 'recall': 0.5355062194929933; 'f1-score': 0.5046368424957342; 'support': 6351}; 'accuracy': 0.7468340031849549; 'macro avg': {'precision': 0.6619269160598095; 'recall': 0.6746851379141039; 'f1-score': 0.6673022507316839; 'support': 26374}; 'weighted avg': {'precision': 0.7577224017154447; 'recall': 0.7468340031849549; 'f1-score': 0.7516262615530195; 'support': 26374}},{'0': {'precision': 0.8519040902679831; 'recall': 0.8143820224719102; 'f1-score': 0.832720588235294; 'support': 2225}; '1': {'precision': 0.486318407960199; 'recall': 0.5538243626062322; 'f1-score': 0.5178807947019868; 'support': 706}; 'accuracy': 0.7516206073012623; 'macro avg': {'precision': 0.669111249114091; 'recall': 0.6841031925390713; 'f1-score': 0.6753006914686404; 'support': 2931}; 'weighted avg': {'precision': 0.763844215921584; 'recall': 0.7516206073012623; 'f1-score': 0.7568840497724777; 'support': 2931}}
5,2,DNF,5,26375,2930,206,[128; 129],296,1028.554767,0.793515,60,[X0 < 54.500000 AND X0 >= 27.500000 AND X1 != 2 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 9 AND X3 != 11 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 26 AND X13 != 27] OR [X0 >= 35.500000 AND X3 != 0 AND X3 != 1 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 3 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X12 >= 39.500000 AND X13 != 1 AND X13 != 9 AND X13 != 13 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 37 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8475278031871359; 'recall': 0.8791889327273635; 'f1-score': 0.8630680982497426; 'support': 20023}; '1': {'precision': 0.568344039971449; 'recall': 0.5014168765743073; 'f1-score': 0.5327868852459018; 'support': 6352}; 'accuracy': 0.7882085308056872; 'macro avg': {'precision': 0.7079359215792924; 'recall': 0.6903029046508354; 'f1-score': 0.6979274917478222; 'support': 26375}; 'weighted avg': {'precision': 0.7802908263550584; 'recall': 0.7882085308056872; 'f1-score': 0.7835251118990167; 'support': 26375}},{'0': {'precision': 0.8546409807355516; 'recall': 0.8773033707865169; 'f1-score': 0.8658239077400753; 'support': 2225}; '1': {'precision': 0.5773993808049536; 'recall': 0.5290780141843971; 'f1-score': 0.5521835677276092; 'support': 705}; 'accuracy': 0.7935153583617748; 'macro avg': {'precision': 0.7160201807702526; 'recall': 0.703190692485457; 'f1-score': 0.7090037377338423; 'support': 2930}; 'weighted avg': {'precision': 0.7879326776805784; 'recall': 0.7935153583617748; 'f1-score': 0.790357546064721; 'support': 2930}}
5,2,DNF,6,26375,2930,206,[128; 129],296,973.543859,0.767235,71,[X0 >= 29.500000 AND X1 != 5 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 10 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X13 != 12 AND X13 != 29 AND X13 != 33] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 5 AND X3 != 1 AND X3 != 6 AND X3 != 8 AND X3 != 10 AND X5 != 3 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X7 != 1 AND X7 != 3 AND X8 != 3 AND X11 < 1568.500000 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 34 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.846395609877775; 'recall': 0.8473255755880738; 'f1-score': 0.8468603374263751; 'support': 20023}; '1': {'precision': 0.5170616113744075; 'recall': 0.5152707808564232; 'f1-score': 0.51616464280082; 'support': 6352}; 'accuracy': 0.7673554502369668; 'macro avg': {'precision': 0.6817286106260912; 'recall': 0.6812981782222485; 'f1-score': 0.6815124901135976; 'support': 26375}; 'weighted avg': {'precision': 0.7670807451007744; 'recall': 0.7673554502369668; 'f1-score': 0.7672175297576916; 'support': 26375}},{'0': {'precision': 0.8461193360251233; 'recall': 0.8476404494382023; 'f1-score': 0.8468792096991469; 'support': 2225}; '1': {'precision': 0.5164051355206848; 'recall': 0.5134751773049645; 'f1-score': 0.5149359886201991; 'support': 705}; 'accuracy': 0.7672354948805461; 'macro avg': {'precision': 0.6812622357729041; 'recall': 0.6805578133715834; 'f1-score': 0.6809075991596729; 'support': 2930}; 'weighted avg': {'precision': 0.7667853731051134; 'recall': 0.7672354948805461; 'f1-score': 0.7670089124770793; 'support': 2930}}
5,2,DNF,7,26375,2930,206,[128; 129],296,988.835662,0.771672,67,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X13 != 6 AND X13 != 26 AND X13 != 36] OR [X0 < 61.500000 AND X1 != 1 AND X3 != 0 AND X3 != 1 AND X3 != 8 AND X3 != 9 AND X3 != 11 AND X3 != 15 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 7 AND X6 != 13 AND X6 != 14 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X13 != 6 AND X13 != 8 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 36 AND X13 != 40],{'0': {'precision': 0.8289286729184427; 'recall': 0.8740947909903611; 'f1-score': 0.85091280355884; 'support': 20023}; '1': {'precision': 0.520813533548755; 'recall': 0.43136020151133503; 'f1-score': 0.4718849565142513; 'support': 6352}; 'accuracy': 0.7674691943127963; 'macro avg': {'precision': 0.6748711032335989; 'recall': 0.652727496250848; 'f1-score': 0.6613988800365457; 'support': 26375}; 'weighted avg': {'precision': 0.7547240334766889; 'recall': 0.7674691943127963; 'f1-score': 0.7596299643388503; 'support': 26375}},{'0': {'precision': 0.8274410774410774; 'recall': 0.8835955056179775; 'f1-score': 0.8545968267767877; 'support': 2225}; '1': {'precision': 0.5324909747292419; 'recall': 0.41843971631205673; 'f1-score': 0.46862589356632245; 'support': 705}; 'accuracy': 0.7716723549488055; 'macro avg': {'precision': 0.6799660260851597; 'recall': 0.6510176109650171; 'f1-score': 0.6616113601715551; 'support': 2930}; 'weighted avg': {'precision': 0.756471854774919; 'recall': 0.7716723549488055; 'f1-score': 0.7617266875572049; 'support': 2930}}
5,2,DNF,8,26375,2930,206,[128; 129],296,972.511354,0.777133,62,[X0 >= 21.500000 AND X1 != 1 AND X1 != 3 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 11 AND X3 != 13 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X12 < 49.500000 AND X12 >= 34.500000 AND X13 != 2] OR [X0 >= 21.500000 AND X1 != 1 AND X1 != 6 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 8 AND X3 != 9 AND X3 != 11 AND X5 != 0 AND X5 != 6 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 1 AND X8 != 2 AND X12 >= 49.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 14 AND X13 != 16 AND X13 != 18 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 41 AND X13 == 39],{'0': {'precision': 0.8162340897766907; 'recall': 0.899920095884938; 'f1-score': 0.8560366737132135; 'support': 20024}; '1': {'precision': 0.5337366216845044; 'recall': 0.36120296016375375; 'f1-score': 0.4308385763921495; 'support': 6351}; 'accuracy': 0.7701990521327015; 'macro avg': {'precision': 0.6749853557305976; 'recall': 0.630561528024346; 'f1-score': 0.6434376250526814; 'support': 26375}; 'weighted avg': {'precision': 0.7482097705405399; 'recall': 0.7701990521327015; 'f1-score': 0.7536505840037887; 'support': 26375}},{'0': {'precision': 0.819959266802444; 'recall': 0.9051258992805755; 'f1-score': 0.8604402650138918; 'support': 2224}; '1': {'precision': 0.5557894736842105; 'recall': 0.37393767705382436; 'f1-score': 0.44707874682472476; 'support': 706}; 'accuracy': 0.7771331058020478; 'macro avg': {'precision': 0.6878743702433272; 'recall': 0.6395317881671999; 'f1-score': 0.6537595059193083; 'support': 2930}; 'weighted avg': {'precision': 0.7563060675050131; 'recall': 0.7771331058020478; 'f1-score': 0.7608384794024406; 'support': 2930}}
