lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,607.465236,0.803139,4,[X3 == 12 OR X3 == 14 OR X10 >= 4243.500000 OR X13 == 30],{'0': {'precision': 0.8198108726628957; 'recall': 0.9482095590071418; 'f1-score': 0.879347876429994; 'support': 20023}; '1': {'precision': 0.6774494556765164; 'recall': 0.34293811998110535; 'f1-score': 0.4553627430482961; 'support': 6351}; 'accuracy': 0.8024569651929931; 'macro avg': {'precision': 0.748630164169706; 'recall': 0.6455738394941235; 'f1-score': 0.667355309739145; 'support': 26374}; 'weighted avg': {'precision': 0.7855294834431908; 'recall': 0.8024569651929931; 'f1-score': 0.7772499928284484; 'support': 26374}},{'0': {'precision': 0.8174114021571649; 'recall': 0.9537078651685393; 'f1-score': 0.8803152872847957; 'support': 2225}; '1': {'precision': 0.6925373134328359; 'recall': 0.3286118980169972; 'f1-score': 0.4457252641690682; 'support': 706}; 'accuracy': 0.8031388604571819; 'macro avg': {'precision': 0.7549743577950003; 'recall': 0.6411598815927683; 'f1-score': 0.6630202757269319; 'support': 2931}; 'weighted avg': {'precision': 0.7873325530819768; 'recall': 0.8031388604571819; 'f1-score': 0.775634101232355; 'support': 2931}}
5,2,DNF,7,26375,2930,206,[128; 129],296,998.092783,0.786348,72,[X0 < 61.500000 AND X0 >= 43.500000 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 9 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 0 AND X6 != 2 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 41.500000 AND X13 != 5 AND X13 != 24 AND X13 != 26] OR [X0 >= 27.500000 AND X1 != 7 AND X3 != 0 AND X3 != 11 AND X3 != 12 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 16 AND X13 != 17 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8300104931794333; 'recall': 0.9086051041302502; 'f1-score': 0.8675313528205617; 'support': 20023}; '1': {'precision': 0.5893177737881508; 'recall': 0.4134130982367758; 'f1-score': 0.48593634344929676; 'support': 6352}; 'accuracy': 0.789345971563981; 'macro avg': {'precision': 0.7096641334837921; 'recall': 0.661009101183513; 'f1-score': 0.6767338481349292; 'support': 26375}; 'weighted avg': {'precision': 0.7720434731387347; 'recall': 0.789345971563981; 'f1-score': 0.7756302533124565; 'support': 26375}},{'0': {'precision': 0.8275297009422368; 'recall': 0.9078651685393259; 'f1-score': 0.8658379768538362; 'support': 2225}; '1': {'precision': 0.5807770961145194; 'recall': 0.40283687943262414; 'f1-score': 0.47571189279731996; 'support': 705}; 'accuracy': 0.7863481228668942; 'macro avg': {'precision': 0.7041533985283781; 'recall': 0.655351023985975; 'f1-score': 0.670774934825578; 'support': 2930}; 'weighted avg': {'precision': 0.7681574871526325; 'recall': 0.7863481228668942; 'f1-score': 0.7719680487788042; 'support': 2930}}
5,2,DNF,8,26375,2930,206,[128; 129],296,969.993194,0.762116,71,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 9 AND X3 != 13 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 3 AND X5 != 5 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X12 < 65.500000 AND X13 != 9 AND X13 != 11] OR [X0 >= 35.500000 AND X1 != 7 AND X3 != 0 AND X3 != 4 AND X3 != 7 AND X3 != 11 AND X5 != 3 AND X6 != 0 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X12 < 65.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 21 AND X13 != 23 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8192597414674975; 'recall': 0.879894127047543; 'f1-score': 0.8484950638092945; 'support': 20024}; '1': {'precision': 0.5060587389607722; 'recall': 0.3879703983624626; 'f1-score': 0.4392156862745098; 'support': 6351}; 'accuracy': 0.7614407582938388; 'macro avg': {'precision': 0.6626592402141349; 'recall': 0.6339322627050028; 'f1-score': 0.6438553750419022; 'support': 26375}; 'weighted avg': {'precision': 0.7438421275558307; 'recall': 0.7614407582938388; 'f1-score': 0.7499421414690701; 'support': 26375}},{'0': {'precision': 0.8177278401997503; 'recall': 0.8835431654676259; 'f1-score': 0.8493624378647072; 'support': 2224}; '1': {'precision': 0.50853889943074; 'recall': 0.37960339943342775; 'f1-score': 0.4347120843471208; 'support': 706}; 'accuracy': 0.7621160409556313; 'macro avg': {'precision': 0.6631333698152452; 'recall': 0.6315732824505268; 'f1-score': 0.642037261105914; 'support': 2930}; 'weighted avg': {'precision': 0.7432270237550673; 'recall': 0.7621160409556313; 'f1-score': 0.7494501001229271; 'support': 2930}}
5,2,DNF,9,26375,2930,206,[128; 129],296,925.066314,0.797270,62,[X0 < 61.500000 AND X1 != 1 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 10 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X10 >= 3048.000000 AND X13 != 3 AND X13 != 4 AND X13 != 19] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 5 AND X3 != 0 AND X3 != 5 AND X3 != 6 AND X3 != 15 AND X5 != 4 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 16 AND X13 != 19 AND X13 != 20 AND X13 != 25 AND X13 != 26 AND X13 != 29 AND X13 != 33 AND X13 != 40],{'0': {'precision': 0.8354809843400447; 'recall': 0.9325309628445865; 'f1-score': 0.8813423325624203; 'support': 20024}; '1': {'precision': 0.6643478260869565; 'recall': 0.42103605731380883; 'f1-score': 0.515420200462606; 'support': 6351}; 'accuracy': 0.8093649289099526; 'macro avg': {'precision': 0.7499144052135006; 'recall': 0.6767835100791977; 'f1-score': 0.6983812665125131; 'support': 26375}; 'weighted avg': {'precision': 0.7942727686787987; 'recall': 0.8093649289099526; 'f1-score': 0.7932296705352764; 'support': 26375}},{'0': {'precision': 0.8249601275917066; 'recall': 0.9303057553956835; 'f1-score': 0.87447168216399; 'support': 2224}; '1': {'precision': 0.6327014218009479; 'recall': 0.3781869688385269; 'f1-score': 0.473404255319149; 'support': 706}; 'accuracy': 0.7972696245733788; 'macro avg': {'precision': 0.7288307746963272; 'recall': 0.6542463621171052; 'f1-score': 0.6739379687415694; 'support': 2930}; 'weighted avg': {'precision': 0.7786343097458787; 'recall': 0.7972696245733788; 'f1-score': 0.7778322270948917; 'support': 2930}}
5,3,CNF,0,26374,2931,3296,[8; 9],296,169.326071,0.672808,23,[X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X4 >= 13.500000 OR X5 == 1 OR X6 == 6 OR X8 == 2] AND [X0 < 35.500000 OR X3 == 9 OR X3 == 10 OR X6 == 4 OR X13 == 31] AND [X0 >= 21.500000 OR X0 < 43.500000 OR X1 == 2 OR X1 == 4 OR X3 == 10 OR X3 == 14 OR X6 == 1 OR X6 == 14 OR X13 == 38],{'0': {'precision': 0.7688164618146665; 'recall': 0.8340907955850771; 'f1-score': 0.8001245628323672; 'support': 20023}; '1': {'precision': 0.28574500107503764; 'recall': 0.20925838450637696; 'f1-score': 0.241592437738593; 'support': 6351}; 'accuracy': 0.683627815272617; 'macro avg': {'precision': 0.527280731444852; 'recall': 0.521674590045727; 'f1-score': 0.5208585002854801; 'support': 26374}; 'weighted avg': {'precision': 0.6524902751475935; 'recall': 0.683627815272617; 'f1-score': 0.6656270453351897; 'support': 26374}},{'0': {'precision': 0.7635303913405496; 'recall': 0.8242696629213483; 'f1-score': 0.7927382753403934; 'support': 2225}; '1': {'precision': 0.2608695652173913; 'recall': 0.1954674220963173; 'f1-score': 0.2234817813765182; 'support': 706}; 'accuracy': 0.6728079153872398; 'macro avg': {'precision': 0.5121999782789705; 'recall': 0.5098685425088327; 'f1-score': 0.5081100283584559; 'support': 2931}; 'weighted avg': {'precision': 0.6424527580266807; 'recall': 0.6728079153872398; 'f1-score': 0.6556195156206746; 'support': 2931}}
5,3,CNF,1,26374,2931,3296,[8; 9],296,222.671077,0.692938,22,[X0 >= 43.500000 OR X1 == 6 OR X3 == 15 OR X5 == 1 OR X6 == 4] AND [X0 >= 21.500000 OR X0 < 43.500000 OR X3 == 12 OR X5 == 6 OR X6 == 6 OR X6 == 7 OR X6 == 13 OR X7 == 5 OR X11 >= 1568.500000] AND [X0 >= 54.500000 OR X1 == 2 OR X3 == 1 OR X3 == 8 OR X3 == 14 OR X5 == 2 OR X10 >= 7073.500000 OR X13 == 24],{'0': {'precision': 0.8701931979507438; 'recall': 0.7040902961594167; 'f1-score': 0.7783789752650178; 'support': 20023}; '1': {'precision': 0.4175759363019758; 'recall': 0.6688710439300898; 'f1-score': 0.514161220043573; 'support': 6351}; 'accuracy': 0.6956093122014105; 'macro avg': {'precision': 0.6438845671263598; 'recall': 0.6864806700447532; 'f1-score': 0.6462700976542954; 'support': 26374}; 'weighted avg': {'precision': 0.7612005450072644; 'recall': 0.6956093122014105; 'f1-score': 0.7147539292571542; 'support': 26374}},{'0': {'precision': 0.8646119977985691; 'recall': 0.706067415730337; 'f1-score': 0.777337951509154; 'support': 2225}; '1': {'precision': 0.4129263913824057; 'recall': 0.6515580736543909; 'f1-score': 0.5054945054945055; 'support': 706}; 'accuracy': 0.6929375639713409; 'macro avg': {'precision': 0.6387691945904874; 'recall': 0.678812744692364; 'f1-score': 0.6414162285018297; 'support': 2931}; 'weighted avg': {'precision': 0.7558129400947781; 'recall': 0.6929375639713409; 'f1-score': 0.7118580904083891; 'support': 2931}}
5,3,CNF,2,26374,2931,3296,[8; 9],296,157.106382,0.710338,22,[X1 == 0 OR X3 == 12 OR X6 == 4 OR X13 == 30] AND [X0 >= 21.500000 OR X1 == 5 OR X1 == 7 OR X3 == 10 OR X3 == 14 OR X6 == 10 OR X6 == 13 OR X7 == 5] AND [X0 >= 21.500000 OR X0 < 43.500000 OR X1 == 1 OR X1 == 2 OR X1 == 4 OR X1 == 7 OR X3 == 8 OR X6 == 10 OR X13 == 19 OR X13 == 22],{'0': {'precision': 0.8035611717403791; 'recall': 0.838435798831344; 'f1-score': 0.8206281314921179; 'support': 20023}; '1': {'precision': 0.40988690259029553; 'recall': 0.3538025507794048; 'f1-score': 0.3797853460660864; 'support': 6351}; 'accuracy': 0.7217335254417229; 'macro avg': {'precision': 0.6067240371653373; 'recall': 0.5961191748053745; 'f1-score': 0.6002067387791021; 'support': 26374}; 'weighted avg': {'precision': 0.7087623060631144; 'recall': 0.7217335254417229; 'f1-score': 0.7144708352821867; 'support': 26374}},{'0': {'precision': 0.7983521248915871; 'recall': 0.8274157303370786; 'f1-score': 0.8126241447804016; 'support': 2225}; '1': {'precision': 0.3856; 'recall': 0.3413597733711048; 'f1-score': 0.3621337340345604; 'support': 706}; 'accuracy': 0.7103377686796315; 'macro avg': {'precision': 0.5919760624457936; 'recall': 0.5843877518540916; 'f1-score': 0.587378939407481; 'support': 2931}; 'weighted avg': {'precision': 0.6989311081145619; 'recall': 0.7103377686796315; 'f1-score': 0.7041129779477289; 'support': 2931}}
5,3,CNF,3,26374,2931,3296,[8; 9],296,183.039901,0.701467,21,[X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 2 OR X10 >= 7073.500000] AND [X0 >= 21.500000 OR X1 == 5 OR X3 == 6 OR X3 == 7 OR X3 == 8 OR X6 == 14 OR X10 >= 57.000000 OR X13 == 22 OR X13 == 34] AND [X0 >= 21.500000 OR X1 == 1 OR X3 == 9 OR X3 == 10 OR X3 == 11 OR X3 == 14],{'0': {'precision': 0.9569965870307168; 'recall': 0.6301752984068322; 'f1-score': 0.7599373644904842; 'support': 20023}; '1': {'precision': 0.43854727424368795; 'recall': 0.9107227208313652; 'f1-score': 0.5920163766632549; 'support': 6351}; 'accuracy': 0.6977326154546144; 'macro avg': {'precision': 0.6977719306372023; 'recall': 0.7704490096190987; 'f1-score': 0.6759768705768696; 'support': 26374}; 'weighted avg': {'precision': 0.8321512247227459; 'recall': 0.6977326154546144; 'f1-score': 0.7195010941602069; 'support': 26374}},{'0': {'precision': 0.9616963064295485; 'recall': 0.6319101123595505; 'f1-score': 0.7626796853810686; 'support': 2225}; '1': {'precision': 0.4424778761061947; 'recall': 0.9206798866855525; 'f1-score': 0.5977011494252874; 'support': 706}; 'accuracy': 0.701467076083248; 'macro avg': {'precision': 0.7020870912678716; 'recall': 0.7762949995225514; 'f1-score': 0.680190417403178; 'support': 2931}; 'weighted avg': {'precision': 0.8366303863311904; 'recall': 0.701467076083248; 'f1-score': 0.7229407408622076; 'support': 2931}}
5,3,CNF,4,26374,2931,3296,[8; 9],296,161.424570,0.695667,22,[X1 == 5 OR X1 == 7 OR X3 == 10 OR X3 == 12 OR X5 == 2 OR X6 == 7] AND [X1 == 4 OR X1 == 5 OR X3 == 0 OR X3 == 1 OR X6 == 1 OR X10 >= 7073.500000 OR X13 == 29] AND [X0 >= 21.500000 OR X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X6 == 10 OR X6 == 11 OR (NOT X9)],{'0': {'precision': 0.8781581606872157; 'recall': 0.6943514957798532; 'f1-score': 0.7755124808255474; 'support': 20023}; '1': {'precision': 0.4194649971542402; 'recall': 0.6962683042040624; 'f1-score': 0.52353045640206; 'support': 6351}; 'accuracy': 0.694813073481459; 'macro avg': {'precision': 0.6488115789207279; 'recall': 0.6953098999919578; 'f1-score': 0.6495214686138037; 'support': 26374}; 'weighted avg': {'precision': 0.7677023981332638; 'recall': 0.694813073481459; 'f1-score': 0.7148338641153945; 'support': 26374}},{'0': {'precision': 0.8837075417386299; 'recall': 0.6898876404494382; 'f1-score': 0.7748611812216052; 'support': 2225}; '1': {'precision': 0.4221105527638191; 'recall': 0.7138810198300283; 'f1-score': 0.5305263157894736; 'support': 706}; 'accuracy': 0.6956670078471512; 'macro avg': {'precision': 0.6529090472512245; 'recall': 0.7018843301397333; 'f1-score': 0.6526937485055394; 'support': 2931}; 'weighted avg': {'precision': 0.7725210954007874; 'recall': 0.6956670078471512; 'f1-score': 0.7160074060612215; 'support': 2931}}
5,3,CNF,5,26375,2930,3296,[8; 9],296,171.317759,0.707509,22,[X1 == 1 OR X1 == 6 OR X1 == 7 OR X3 == 10 OR X3 == 14 OR X11 >= 1551.500000] AND [X0 >= 21.500000 OR X0 < 54.500000 OR X1 == 7 OR X3 == 3 OR X3 == 10 OR X3 == 14 OR X6 == 1 OR X10 >= 7073.500000] AND [X0 >= 21.500000 OR X0 < 35.500000 OR X1 == 5 OR X3 == 15 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1862.000000 OR X13 == 11],{'0': {'precision': 0.7928537624230951; 'recall': 0.8366878090196275; 'f1-score': 0.8141812261560519; 'support': 20023}; '1': {'precision': 0.3765490943755958; 'recall': 0.3109256926952141; 'f1-score': 0.34060532896438733; 'support': 6352}; 'accuracy': 0.7100663507109005; 'macro avg': {'precision': 0.5847014283993455; 'recall': 0.5738067508574207; 'f1-score': 0.5773932775602196; 'support': 26375}; 'weighted avg': {'precision': 0.6925933927003382; 'recall': 0.7100663507109005; 'f1-score': 0.7001279901764708; 'support': 26375}},{'0': {'precision': 0.7935622317596567; 'recall': 0.8310112359550562; 'f1-score': 0.8118551042810098; 'support': 2225}; '1': {'precision': 0.37333333333333335; 'recall': 0.3177304964539007; 'f1-score': 0.34329501915708815; 'support': 705}; 'accuracy': 0.7075085324232082; 'macro avg': {'precision': 0.583447782546495; 'recall': 0.5743708662044784; 'f1-score': 0.5775750617190489; 'support': 2930}; 'weighted avg': {'precision': 0.6924491350393298; 'recall': 0.7075085324232082; 'f1-score': 0.6991128312392471; 'support': 2930}}
5,3,CNF,6,26375,2930,3296,[8; 9],296,179.538909,0.754266,21,[X0 >= 43.500000 OR X1 == 6 OR X3 == 1 OR X5 == 1 OR X6 == 4 OR X6 == 6 OR X6 == 12] AND [X1 == 7 OR X3 == 3 OR X3 == 7 OR X3 == 9 OR X10 >= 57.000000 OR X11 >= 2176.500000] AND [X0 >= 21.500000 OR X1 == 1 OR X1 == 2 OR X3 == 6 OR X3 == 14 OR X5 == 6 OR X6 == 4 OR X8 != 4],{'0': {'precision': 0.8140490146305441; 'recall': 0.880886979973031; 'f1-score': 0.8461501559126888; 'support': 20023}; '1': {'precision': 0.49341546304163125; 'recall': 0.3657115869017632; 'f1-score': 0.4200723327305605; 'support': 6352}; 'accuracy': 0.7568151658767772; 'macro avg': {'precision': 0.6537322388360877; 'recall': 0.6232992834373972; 'f1-score': 0.6331112443216247; 'support': 26375}; 'weighted avg': {'precision': 0.7368295143578323; 'recall': 0.7568151658767772; 'f1-score': 0.7435360769419636; 'support': 26375}},{'0': {'precision': 0.8139340842720066; 'recall': 0.8768539325842697; 'f1-score': 0.8442232799653829; 'support': 2225}; '1': {'precision': 0.48592870544090055; 'recall': 0.36737588652482267; 'f1-score': 0.4184168012924071; 'support': 705}; 'accuracy': 0.7542662116040956; 'macro avg': {'precision': 0.6499313948564536; 'recall': 0.6221149095545462; 'f1-score': 0.631320040628895; 'support': 2930}; 'weighted avg': {'precision': 0.7350112883416553; 'recall': 0.7542662116040956; 'f1-score': 0.7417681374860492; 'support': 2930}}
5,3,CNF,7,26375,2930,3296,[8; 9],296,185.707621,0.769966,22,[X3 == 8 OR X3 == 10 OR X10 >= 57.000000 OR X13 == 23 OR X13 == 34] AND [X0 >= 21.500000 OR X1 == 1 OR X3 == 14 OR X5 == 1 OR X6 == 6 OR X10 >= 7073.500000 OR X13 == 1 OR X13 == 21] AND [X0 >= 21.500000 OR X3 == 2 OR X3 == 4 OR X3 == 9 OR X3 == 14 OR X6 == 7 OR X7 == 5 OR X10 >= 57.000000 OR X12 >= 49.500000],{'0': {'precision': 0.8009000349528137; 'recall': 0.9154971782450182; 'f1-score': 0.8543730045908974; 'support': 20023}; '1': {'precision': 0.5147691425293949; 'recall': 0.282588161209068; 'f1-score': 0.364874479113731; 'support': 6352}; 'accuracy': 0.7630710900473934; 'macro avg': {'precision': 0.6578345887411043; 'recall': 0.5990426697270431; 'f1-score': 0.6096237418523142; 'support': 26375}; 'weighted avg': {'precision': 0.7319899523490769; 'recall': 0.7630710900473934; 'f1-score': 0.7364850563887756; 'support': 26375}},{'0': {'precision': 0.8039984319874559; 'recall': 0.9217977528089888; 'f1-score': 0.8588777219430487; 'support': 2225}; '1': {'precision': 0.5408970976253298; 'recall': 0.2907801418439716; 'f1-score': 0.3782287822878228; 'support': 705}; 'accuracy': 0.7699658703071672; 'macro avg': {'precision': 0.6724477648063929; 'recall': 0.6062889473264802; 'f1-score': 0.6185532521154358; 'support': 2930}; 'weighted avg': {'precision': 0.7406924795214836; 'recall': 0.7699658703071672; 'f1-score': 0.7432266972137195; 'support': 2930}}
5,3,CNF,8,26375,2930,3296,[8; 9],296,184.945458,0.710580,20,[X1 == 0 OR X1 == 2 OR X1 == 5 OR X1 == 6 OR X1 == 7 OR X3 == 12 OR X6 == 14 OR X13 == 18] AND [X1 == 1 OR X1 == 4 OR X1 == 6 OR X3 == 8 OR X6 == 3 OR X6 == 13 OR X13 == 24] AND [X3 == 2 OR X3 == 9 OR X3 == 11 OR X3 == 14 OR X6 == 14],{'0': {'precision': 0.7621468455704642; 'recall': 0.913403915301638; 'f1-score': 0.8309481622824952; 'support': 20024}; '1': {'precision': 0.27050904501472445; 'recall': 0.10124389859864588; 'f1-score': 0.14734188817598534; 'support': 6351}; 'accuracy': 0.7178388625592417; 'macro avg': {'precision': 0.5163279452925943; 'recall': 0.507323906950142; 'f1-score': 0.4891450252292403; 'support': 26375}; 'weighted avg': {'precision': 0.6437623272262176; 'recall': 0.7178388625592417; 'f1-score': 0.666338363349777; 'support': 26375}},{'0': {'precision': 0.7623951182303585; 'recall': 0.8988309352517986; 'f1-score': 0.8250103177878664; 'support': 2224}; '1': {'precision': 0.2694805194805195; 'recall': 0.11756373937677053; 'f1-score': 0.16370808678500987; 'support': 706}; 'accuracy': 0.710580204778157; 'macro avg': {'precision': 0.515937818855439; 'recall': 0.5081973373142845; 'f1-score': 0.49435920228643815; 'support': 2930}; 'weighted avg': {'precision': 0.6436245698626498; 'recall': 0.710580204778157; 'f1-score': 0.6656658211707958; 'support': 2930}}
5,3,CNF,9,26375,2930,3296,[8; 9],296,170.623068,0.716382,24,[X0 >= 35.500000 OR X0 < 27.500000 OR X1 == 1 OR X1 == 2 OR X1 == 6 OR X3 == 10 OR X3 == 14] AND [X1 == 1 OR X1 == 2 OR X1 == 6 OR X1 == 7 OR X3 == 12 OR X5 == 3 OR X6 == 11 OR X10 >= 5505.500000 OR X13 == 36] AND [X0 < 43.500000 OR X1 == 5 OR X3 == 14 OR X5 == 2 OR X10 >= 57.000000 OR X13 == 9 OR X13 == 11 OR X13 == 24],{'0': {'precision': 0.8155272763144915; 'recall': 0.8257091490211745; 'f1-score': 0.8205866296094099; 'support': 20024}; '1': {'precision': 0.42796262907720045; 'recall': 0.411116359628405; 'f1-score': 0.4193703822679088; 'support': 6351}; 'accuracy': 0.7258767772511848; 'macro avg': {'precision': 0.621744952695846; 'recall': 0.6184127543247897; 'f1-score': 0.6199785059386593; 'support': 26375}; 'weighted avg': {'precision': 0.7222031786991726; 'recall': 0.7258767772511848; 'f1-score': 0.7239752784486185; 'support': 26375}},{'0': {'precision': 0.8040157136621563; 'recall': 0.8282374100719424; 'f1-score': 0.8159468438538207; 'support': 2224}; '1': {'precision': 0.40219092331768386; 'recall': 0.3640226628895184; 'f1-score': 0.38215613382899627; 'support': 706}; 'accuracy': 0.716382252559727; 'macro avg': {'precision': 0.60310331848992; 'recall': 0.5961300364807304; 'f1-score': 0.5990514888414085; 'support': 2930}; 'weighted avg': {'precision': 0.7071937675928055; 'recall': 0.716382252559727; 'f1-score': 0.7114225294246309; 'support': 2930}}
5,3,CNF,0,26374,2931,1648,[16; 17],296,107.736188,0.753327,22,[X0 < 35.500000 OR X1 == 6 OR X4 >= 10.500000 OR X6 == 14 OR X7 == 5 OR X10 >= 57.000000] AND [X3 == 8 OR X4 >= 13.500000 OR X6 == 3 OR X13 == 2 OR X13 == 3 OR X13 == 11 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 1 OR X3 == 14 OR X3 == 15 OR X5 == 1 OR X6 == 6 OR X7 == 5],{'0': {'precision': 0.7753320216428923; 'recall': 0.9446636368176597; 'f1-score': 0.8516625768252324; 'support': 20023}; '1': {'precision': 0.4398382204246714; 'recall': 0.136986301369863; 'f1-score': 0.20890863248889419; 'support': 6351}; 'accuracy': 0.7501706225828467; 'macro avg': {'precision': 0.6075851210337818; 'recall': 0.5408249690937614; 'f1-score': 0.5302856046570633; 'support': 26374}; 'weighted avg': {'precision': 0.6945433232453447; 'recall': 0.7501706225828467; 'f1-score': 0.6968839956285962; 'support': 26374}},{'0': {'precision': 0.7775314116777532; 'recall': 0.9456179775280898; 'f1-score': 0.8533765970391402; 'support': 2225}; '1': {'precision': 0.4622222222222222; 'recall': 0.14730878186968838; 'f1-score': 0.2234156820622986; 'support': 706}; 'accuracy': 0.7533265097236438; 'macro avg': {'precision': 0.6198768169499878; 'recall': 0.5464633796988891; 'f1-score': 0.5383961395507194; 'support': 2931}; 'weighted avg': {'precision': 0.7015818082128591; 'recall': 0.7533265097236438; 'f1-score': 0.7016357556970555; 'support': 2931}}
5,3,CNF,1,26374,2931,1648,[16; 17],296,103.004511,0.677243,33,[X1 == 7 OR X3 == 4 OR X3 == 7 OR X3 == 9 OR X3 == 12 OR X6 == 10 OR X6 == 13 OR X13 == 30 OR X13 == 34] AND [X1 == 5 OR X3 == 1 OR X6 == 0 OR X6 == 1 OR X6 == 14 OR X7 == 5 OR X10 >= 7073.500000 OR X12 < 41.500000 OR X13 == 11 OR X13 == 23] AND [X0 >= 23.500000 OR X0 < 54.500000 OR X1 == 1 OR X1 == 2 OR X1 == 7 OR X3 == 5 OR X3 == 14 OR X6 == 3 OR X6 == 7 OR X6 == 12 OR X11 >= 1820.500000 OR X13 == 14 OR X13 == 32 OR X13 == 34],{'0': {'precision': 0.8036135920336721; 'recall': 0.7819008140638266; 'f1-score': 0.7926085305657512; 'support': 20023}; '1': {'precision': 0.366366802089379; 'recall': 0.3975751850102346; 'f1-score': 0.3813335346975761; 'support': 6351}; 'accuracy': 0.6893531508303632; 'macro avg': {'precision': 0.5849901970615256; 'recall': 0.5897379995370307; 'f1-score': 0.5869710326316636; 'support': 26374}; 'weighted avg': {'precision': 0.6983222307332928; 'recall': 0.6893531508303632; 'f1-score': 0.6935713159316881; 'support': 26374}},{'0': {'precision': 0.7900226757369615; 'recall': 0.7829213483146067; 'f1-score': 0.7864559819413093; 'support': 2225}; '1': {'precision': 0.3347107438016529; 'recall': 0.34419263456090654; 'f1-score': 0.3393854748603352; 'support': 706}; 'accuracy': 0.6772432616854316; 'macro avg': {'precision': 0.5623667097693072; 'recall': 0.5635569914377566; 'f1-score': 0.5629207284008222; 'support': 2931}; 'weighted avg': {'precision': 0.680350132595942; 'recall': 0.6772432616854316; 'f1-score': 0.678768579007441; 'support': 2931}}
