l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.548115,0.603774,3,[X2 >= 1.400000 OR X2 < 0.800000 OR X6 < 19.000000],{'0.0': {'precision': 0.3945578231292517; 'recall': 0.43283582089552236; 'f1-score': 0.4128113879003559; 'support': 134}; '1.0': {'precision': 0.7632398753894081; 'recall': 0.7335329341317365; 'f1-score': 0.7480916030534351; 'support': 334}; 'accuracy': 0.6474358974358975; 'macro avg': {'precision': 0.5788988492593299; 'recall': 0.5831843775136294; 'f1-score': 0.5804514954768956; 'support': 468}; 'weighted avg': {'precision': 0.6576770655542351; 'recall': 0.6474358974358974; 'f1-score': 0.6520925670908013; 'support': 468}},{'0.0': {'precision': 0.3125; 'recall': 0.3333333333333333; 'f1-score': 0.3225806451612903; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7105263157894737; 'f1-score': 0.7200000000000001; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5211148648648649; 'recall': 0.5219298245614035; 'f1-score': 0.5212903225806452; 'support': 53}; 'weighted avg': {'precision': 0.6116458439571646; 'recall': 0.6037735849056604; 'f1-score': 0.607522824102252; 'support': 53}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.635341 (+- 0.071277), (mean training time) 1002.245094 (+- 0.055554)
l: 5,2,DNF,0,468,53,58,[8; 9],158,1.214209,0.641509,7,[X0 >= 31.000000 AND X4 >= 150.000000 AND X7 >= 6.000000 AND X8 < 4.100000] OR [X0 < 23.000000 AND X5 >= 35.000000 AND X7 < 6.900000],{'0.0': {'precision': 0.35856573705179284; 'recall': 0.6716417910447762; 'f1-score': 0.4675324675324675; 'support': 134}; '1.0': {'precision': 0.7972350230414746; 'recall': 0.5179640718562875; 'f1-score': 0.6279491833030854; 'support': 334}; 'accuracy': 0.561965811965812; 'macro avg': {'precision': 0.5779003800466338; 'recall': 0.5948029314505319; 'f1-score': 0.5477408254177765; 'support': 468}; 'weighted avg': {'precision': 0.6716331334632324; 'recall': 0.561965811965812; 'f1-score': 0.5820179014371392; 'support': 468}},{'0.0': {'precision': 0.4230769230769231; 'recall': 0.7333333333333333; 'f1-score': 0.5365853658536585; 'support': 15}; '1.0': {'precision': 0.8518518518518519; 'recall': 0.6052631578947368; 'f1-score': 0.7076923076923076; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.6374643874643875; 'recall': 0.6692982456140351; 'f1-score': 0.622138836772983; 'support': 53}; 'weighted avg': {'precision': 0.7305004569155513; 'recall': 0.6415094339622641; 'f1-score': 0.6592658147191051; 'support': 53}}
l: 5,2,DNF,1,469,52,58,[8; 9],158,1.213810,0.692308,6,[X0 >= 45.000000 AND X4 >= 195.000000 AND X8 < 4.100000 AND X8 >= 2.500000] OR [X0 >= 31.000000 AND X5 >= 21.000000],{'0.0': {'precision': 0.41134751773049644; 'recall': 0.42962962962962964; 'f1-score': 0.42028985507246375; 'support': 135}; '1.0': {'precision': 0.7652439024390244; 'recall': 0.7514970059880239; 'f1-score': 0.758308157099698; 'support': 334}; 'accuracy': 0.6588486140724946; 'macro avg': {'precision': 0.5882957100847604; 'recall': 0.5905633178088268; 'f1-score': 0.5892990060860809; 'support': 469}; 'weighted avg': {'precision': 0.6633760731519215; 'recall': 0.6588486140724946; 'f1-score': 0.661010778051347; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.5; 'f1-score': 0.4666666666666667; 'support': 14}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7631578947368421; 'f1-score': 0.7837837837837838; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6215277777777778; 'recall': 0.631578947368421; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.7064636752136753; 'recall': 0.6923076923076923; 'f1-score': 0.6984060984060984; 'support': 52}}
l: 5,2,DNF,2,469,52,58,[8; 9],158,1.201917,0.750000,6,[X0 >= 31.000000 AND X5 >= 21.000000] OR [X0 < 23.000000 AND X0 >= 31.000000 AND X4 >= 167.600000 AND X6 < 71.600000],{'0.0': {'precision': 0.3935483870967742; 'recall': 0.4552238805970149; 'f1-score': 0.4221453287197232; 'support': 134}; '1.0': {'precision': 0.767515923566879; 'recall': 0.7194029850746269; 'f1-score': 0.7426810477657936; 'support': 335}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5805321553318266; 'recall': 0.5873134328358209; 'f1-score': 0.5824131882427583; 'support': 469}; 'weighted avg': {'precision': 0.660668056003992; 'recall': 0.6439232409381663; 'f1-score': 0.6510994137526306; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.6666666666666666; 'f1-score': 0.606060606060606; 'support': 15}; '1.0': {'precision': 0.8529411764705882; 'recall': 0.7837837837837838; 'f1-score': 0.8169014084507041; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7042483660130718; 'recall': 0.7252252252252251; 'f1-score': 0.711481007255655; 'support': 52}; 'weighted avg': {'precision': 0.767156862745098; 'recall': 0.75; 'f1-score': 0.7560819462227912; 'support': 52}}
l: 5,2,DNF,3,469,52,58,[8; 9],158,1.301830,0.653846,4,[X0 < 55.000000 AND X8 < 4.100000] OR [X0 >= 55.000000 AND X6 >= 28.000000],{'0.0': {'precision': 0.5111111111111111; 'recall': 0.34328358208955223; 'f1-score': 0.4107142857142857; 'support': 134}; '1.0': {'precision': 0.7678100263852242; 'recall': 0.8686567164179104; 'f1-score': 0.8151260504201681; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6394605687481676; 'recall': 0.6059701492537313; 'f1-score': 0.6129201680672269; 'support': 469}; 'weighted avg': {'precision': 0.6944674791640489; 'recall': 0.7185501066098081; 'f1-score': 0.6995798319327731; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.7111111111111111; 'recall': 0.8648648648648649; 'f1-score': 0.7804878048780488; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.4984126984126984; 'recall': 0.4990990990990991; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5884004884004884; 'recall': 0.6538461538461539; 'f1-score': 0.6077946443800102; 'support': 52}}
l: 5,2,DNF,4,469,52,58,[8; 9],158,1.185492,0.538462,7,[X2 >= 0.700000 AND X5 >= 30.000000] OR [X0 < 31.000000 AND X0 >= 40.000000 AND X3 >= 0.200000 AND X7 >= 6.200000 AND X8 >= 2.000000],{'0.0': {'precision': 0.40384615384615385; 'recall': 0.6268656716417911; 'f1-score': 0.4912280701754387; 'support': 134}; '1.0': {'precision': 0.8084291187739464; 'recall': 0.6298507462686567; 'f1-score': 0.7080536912751679; 'support': 335}; 'accuracy': 0.6289978678038379; 'macro avg': {'precision': 0.6061376363100501; 'recall': 0.6283582089552239; 'f1-score': 0.5996408807253033; 'support': 469}; 'weighted avg': {'precision': 0.6928339859374343; 'recall': 0.6289978678038379; 'f1-score': 0.6461035138181024; 'support': 469}},{'0.0': {'precision': 0.32; 'recall': 0.5333333333333333; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.5405405405405406; 'f1-score': 0.625; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5303703703703704; 'recall': 0.536936936936937; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.6193732193732193; 'recall': 0.5384615384615384; 'f1-score': 0.5600961538461539; 'support': 52}}
l: 5,2,DNF,5,469,52,58,[8; 9],158,1.142161,0.673077,6,[X2 >= 2.000000 AND X4 >= 150.000000] OR [X0 >= 40.000000 AND X2 >= 0.800000 AND X3 < 1.600000 AND X5 >= 18.000000],{'0.0': {'precision': 0.41784037558685444; 'recall': 0.664179104477612; 'f1-score': 0.5129682997118156; 'support': 134}; '1.0': {'precision': 0.82421875; 'recall': 0.6298507462686567; 'f1-score': 0.7140439932318104; 'support': 335}; 'accuracy': 0.6396588486140725; 'macro avg': {'precision': 0.6210295627934272; 'recall': 0.6470149253731343; 'f1-score': 0.613506146471813; 'support': 469}; 'weighted avg': {'precision': 0.7081106430248155; 'recall': 0.6396588486140725; 'f1-score': 0.6565937950832405; 'support': 469}},{'0.0': {'precision': 0.4642857142857143; 'recall': 0.8666666666666667; 'f1-score': 0.6046511627906976; 'support': 15}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.5945945945945946; 'f1-score': 0.7213114754098361; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6904761904761905; 'recall': 0.7306306306306307; 'f1-score': 0.6629813191002669; 'support': 52}; 'weighted avg': {'precision': 0.7861721611721612; 'recall': 0.6730769230769231; 'f1-score': 0.6876594621543154; 'support': 52}}
l: 5,2,DNF,6,469,52,58,[8; 9],158,1.168048,0.615385,5,[X2 >= 0.700000 AND X4 >= 167.600000] OR [X0 < 23.000000 AND X1 AND X6 >= 42.000000],{'0.0': {'precision': 0.4435483870967742; 'recall': 0.41044776119402987; 'f1-score': 0.4263565891472868; 'support': 134}; '1.0': {'precision': 0.7710144927536232; 'recall': 0.7940298507462686; 'f1-score': 0.7823529411764705; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6072814399251987; 'recall': 0.6022388059701492; 'f1-score': 0.6043547651618786; 'support': 469}; 'weighted avg': {'precision': 0.6774527482802377; 'recall': 0.6844349680170576; 'f1-score': 0.6806396977395609; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
l: 5,2,DNF,7,469,52,58,[8; 9],158,1.189529,0.653846,5,[X7 < 7.300000] OR [X0 < 23.000000 AND X2 >= 0.800000 AND X4 >= 208.000000 AND X5 >= 25.000000],{'0.0': {'precision': 0.3132530120481928; 'recall': 0.19402985074626866; 'f1-score': 0.23963133640552994; 'support': 134}; '1.0': {'precision': 0.7202072538860104; 'recall': 0.8298507462686567; 'f1-score': 0.7711511789181692; 'support': 335}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.5167301329671016; 'recall': 0.5119402985074627; 'f1-score': 0.5053912576618496; 'support': 469}; 'weighted avg': {'precision': 0.6039346133609197; 'recall': 0.6481876332622601; 'f1-score': 0.6192883667717008; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.4; 'f1-score': 0.4000000000000001; 'support': 15}; '1.0': {'precision': 0.7567567567567568; 'recall': 0.7567567567567568; 'f1-score': 0.7567567567567567; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5783783783783785; 'recall': 0.5783783783783785; 'f1-score': 0.5783783783783784; 'support': 52}; 'weighted avg': {'precision': 0.6538461538461539; 'recall': 0.6538461538461539; 'f1-score': 0.6538461538461539; 'support': 52}}
l: 5,2,DNF,8,469,52,58,[8; 9],158,1.213773,0.730769,4,[X0 >= 31.000000 AND X2 >= 0.900000] OR [X5 >= 30.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.46923076923076923; 'recall': 0.4552238805970149; 'f1-score': 0.46212121212121215; 'support': 134}; '1.0': {'precision': 0.7846607669616519; 'recall': 0.7940298507462686; 'f1-score': 0.7893175074183977; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6269457680962105; 'recall': 0.6246268656716418; 'f1-score': 0.625719359769805; 'support': 469}; 'weighted avg': {'precision': 0.694537910467114; 'recall': 0.697228144989339; 'f1-score': 0.6958328516192018; 'support': 469}},{'0.0': {'precision': 0.5333333333333333; 'recall': 0.5333333333333333; 'f1-score': 0.5333333333333333; 'support': 15}; '1.0': {'precision': 0.8108108108108109; 'recall': 0.8108108108108109; 'f1-score': 0.8108108108108109; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6720720720720721; 'recall': 0.6720720720720721; 'f1-score': 0.6720720720720721; 'support': 52}; 'weighted avg': {'precision': 0.7307692307692307; 'recall': 0.7307692307692307; 'f1-score': 0.7307692307692307; 'support': 52}}
l: 5,2,DNF,9,469,52,58,[8; 9],158,1.229941,0.538462,5,[X1 AND X2 >= 0.700000 AND X7 < 7.900000] OR [X0 >= 23.000000 AND X9 >= 1.308000],{'0.0': {'precision': 0.35668789808917195; 'recall': 0.417910447761194; 'f1-score': 0.3848797250859106; 'support': 134}; '1.0': {'precision': 0.75; 'recall': 0.6985074626865672; 'f1-score': 0.7233384853168471; 'support': 335}; 'accuracy': 0.6183368869936035; 'macro avg': {'precision': 0.553343949044586; 'recall': 0.5582089552238806; 'f1-score': 0.5541091052013789; 'support': 469}; 'weighted avg': {'precision': 0.6376251137397635; 'recall': 0.6183368869936035; 'f1-score': 0.6266359823937223; 'support': 469}},{'0.0': {'precision': 0.30434782608695654; 'recall': 0.4666666666666667; 'f1-score': 0.3684210526315789; 'support': 15}; '1.0': {'precision': 0.7241379310344828; 'recall': 0.5675675675675675; 'f1-score': 0.6363636363636365; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5142428785607196; 'recall': 0.5171171171171172; 'f1-score': 0.5023923444976077; 'support': 52}; 'weighted avg': {'precision': 0.6030446315303887; 'recall': 0.5384615384615384; 'f1-score': 0.5590725064409277; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.648766 (+- 0.067091), (mean training time) 1.206071 (+- 0.040211)
l: 5,2,DNF,0,468,53,29,[16; 17],158,0.758166,0.490566,6,[X0 >= 23.000000 AND X2 >= 0.800000 AND X5 < 25.000000] OR [X0 < 66.000000 AND X4 >= 182.000000 AND X6 >= 42.000000],{'0.0': {'precision': 0.39814814814814814; 'recall': 0.6417910447761194; 'f1-score': 0.4914285714285713; 'support': 134}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.6107784431137725; 'f1-score': 0.696245733788396; 'support': 334}; 'accuracy': 0.6196581196581197; 'macro avg': {'precision': 0.6038359788359788; 'recall': 0.6262847439449459; 'f1-score': 0.5938371526084837; 'support': 468}; 'weighted avg': {'precision': 0.6917367611812056; 'recall': 0.6196581196581197; 'f1-score': 0.6376015035400702; 'support': 468}},{'0.0': {'precision': 0.3125; 'recall': 0.6666666666666666; 'f1-score': 0.425531914893617; 'support': 15}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.42105263157894735; 'f1-score': 0.5423728813559322; 'support': 38}; 'accuracy': 0.49056603773584906; 'macro avg': {'precision': 0.5372023809523809; 'recall': 0.5438596491228069; 'f1-score': 0.48395239812477464; 'support': 53}; 'weighted avg': {'precision': 0.634714734950584; 'recall': 0.49056603773584906; 'f1-score': 0.5093046833005599; 'support': 53}}
l: 5,2,DNF,1,469,52,29,[16; 17],158,0.714108,0.576923,4,[X7 >= 6.200000 AND X9 < 1.308000] OR [X0 >= 40.000000 AND X6 < 42.000000],{'0.0': {'precision': 0.3076923076923077; 'recall': 0.32592592592592595; 'f1-score': 0.3165467625899281; 'support': 135}; '1.0': {'precision': 0.7208588957055214; 'recall': 0.7035928143712575; 'f1-score': 0.712121212121212; 'support': 334}; 'accuracy': 0.5948827292110874; 'macro avg': {'precision': 0.5142756016989145; 'recall': 0.5147593701485917; 'f1-score': 0.5143339873555701; 'support': 469}; 'weighted avg': {'precision': 0.6019303469170697; 'recall': 0.5948827292110874; 'f1-score': 0.5982564985034651; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.2857142857142857; 'f1-score': 0.26666666666666666; 'support': 14}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.6842105263157895; 'f1-score': 0.7027027027027027; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.4861111111111111; 'recall': 0.4849624060150376; 'f1-score': 0.48468468468468473; 'support': 52}; 'weighted avg': {'precision': 0.5950854700854701; 'recall': 0.5769230769230769; 'f1-score': 0.5853083853083854; 'support': 52}}
l: 5,2,DNF,2,469,52,29,[16; 17],158,0.790596,0.692308,5,[X5 >= 18.000000 AND X6 >= 54.000000] OR [X0 >= 35.000000 AND X4 >= 167.600000 AND X8 >= 2.000000],{'0.0': {'precision': 0.4594594594594595; 'recall': 0.5074626865671642; 'f1-score': 0.48226950354609927; 'support': 134}; '1.0': {'precision': 0.794392523364486; 'recall': 0.7611940298507462; 'f1-score': 0.7774390243902439; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.6269259914119727; 'recall': 0.6343283582089552; 'f1-score': 0.6298542639681716; 'support': 469}; 'weighted avg': {'precision': 0.6986973622487641; 'recall': 0.6886993603411514; 'f1-score': 0.6931048755776311; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
l: 5,2,DNF,3,469,52,29,[16; 17],158,0.701097,0.423077,6,[(NOT X1) AND X6 >= 23.000000] OR [X5 < 53.600000 AND X5 >= 18.000000 AND X7 < 7.900000 AND X8 < 3.900000],{'0.0': {'precision': 0.25943396226415094; 'recall': 0.41044776119402987; 'f1-score': 0.3179190751445086; 'support': 134}; '1.0': {'precision': 0.6926070038910506; 'recall': 0.5313432835820896; 'f1-score': 0.6013513513513513; 'support': 335}; 'accuracy': 0.4968017057569296; 'macro avg': {'precision': 0.47602048307760075; 'recall': 0.47089552238805976; 'f1-score': 0.45963521324793; 'support': 469}; 'weighted avg': {'precision': 0.5688432777119364; 'recall': 0.4968017057569297; 'f1-score': 0.520370701006539; 'support': 469}},{'0.0': {'precision': 0.17391304347826086; 'recall': 0.26666666666666666; 'f1-score': 0.2105263157894737; 'support': 15}; '1.0': {'precision': 0.6206896551724138; 'recall': 0.4864864864864865; 'f1-score': 0.5454545454545455; 'support': 37}; 'accuracy': 0.4230769230769231; 'macro avg': {'precision': 0.39730134932533734; 'recall': 0.3765765765765766; 'f1-score': 0.3779904306220096; 'support': 52}; 'weighted avg': {'precision': 0.4918117864144851; 'recall': 0.4230769230769231; 'f1-score': 0.4488406330511594; 'support': 52}}
l: 5,2,DNF,4,469,52,29,[16; 17],158,0.752363,0.615385,7,[X4 < 512.600000 AND X4 >= 167.600000 AND X6 >= 28.000000 AND X7 < 7.100000 AND X8 < 3.100000] OR [X4 >= 236.800000 AND X9 < 1.308000],{'0.0': {'precision': 0.4230769230769231; 'recall': 0.7388059701492538; 'f1-score': 0.5380434782608695; 'support': 134}; '1.0': {'precision': 0.851063829787234; 'recall': 0.5970149253731343; 'f1-score': 0.7017543859649124; 'support': 335}; 'accuracy': 0.6375266524520256; 'macro avg': {'precision': 0.6370703764320785; 'recall': 0.667910447761194; 'f1-score': 0.6198989321128909; 'support': 469}; 'weighted avg': {'precision': 0.7287818564414309; 'recall': 0.6375266524520256; 'f1-score': 0.6549798409066144; 'support': 469}},{'0.0': {'precision': 0.41935483870967744; 'recall': 0.8666666666666667; 'f1-score': 0.5652173913043478; 'support': 15}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.5135135135135135; 'f1-score': 0.6551724137931034; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6620583717357911; 'recall': 0.6900900900900901; 'f1-score': 0.6101949025487257; 'support': 52}; 'weighted avg': {'precision': 0.7647406357083776; 'recall': 0.6153846153846154; 'f1-score': 0.6292238496136547; 'support': 52}}
l: 5,2,DNF,5,469,52,29,[16; 17],158,0.780543,0.769231,4,[X0 >= 35.000000 AND X1 AND X7 < 7.300000] OR [X4 >= 182.000000],{'0.0': {'precision': 0.4935064935064935; 'recall': 0.2835820895522388; 'f1-score': 0.36018957345971564; 'support': 134}; '1.0': {'precision': 0.7551020408163265; 'recall': 0.8835820895522388; 'f1-score': 0.8143053645116919; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.62430426716141; 'recall': 0.5835820895522388; 'f1-score': 0.5872474689857038; 'support': 469}; 'weighted avg': {'precision': 0.6803604558706599; 'recall': 0.7121535181236673; 'f1-score': 0.6845579956396987; 'support': 469}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.3333333333333333; 'f1-score': 0.4545454545454545; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.9459459459459459; 'f1-score': 0.8536585365853658; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.746031746031746; 'recall': 0.6396396396396397; 'f1-score': 0.6541019955654102; 'support': 52}; 'weighted avg': {'precision': 0.7594627594627595; 'recall': 0.7692307692307693; 'f1-score': 0.7385297629200068; 'support': 52}}
l: 5,2,DNF,6,469,52,29,[16; 17],158,0.743650,0.634615,3,[X5 >= 25.000000] OR [X7 >= 6.900000 AND X9 < 1.200000],{'0.0': {'precision': 0.43; 'recall': 0.3208955223880597; 'f1-score': 0.3675213675213675; 'support': 134}; '1.0': {'precision': 0.7533875338753387; 'recall': 0.8298507462686567; 'f1-score': 0.7897727272727273; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.5916937669376694; 'recall': 0.5753731343283582; 'f1-score': 0.5786470473970474; 'support': 469}; 'weighted avg': {'precision': 0.6609910956252419; 'recall': 0.6844349680170576; 'f1-score': 0.6691294816294816; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 5,2,DNF,7,469,52,29,[16; 17],158,0.766768,0.634615,4,[X0 < 35.000000 AND X6 >= 23.000000 AND X7 < 6.900000] OR [X0 >= 40.000000],{'0.0': {'precision': 0.4444444444444444; 'recall': 0.3880597014925373; 'f1-score': 0.4143426294820717; 'support': 134}; '1.0': {'precision': 0.7670454545454546; 'recall': 0.8059701492537313; 'f1-score': 0.7860262008733624; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6057449494949495; 'recall': 0.5970149253731343; 'f1-score': 0.600184415177717; 'support': 469}; 'weighted avg': {'precision': 0.6748737373737375; 'recall': 0.6865671641791045; 'f1-score': 0.679830894761565; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.5333333333333333; 'f1-score': 0.4571428571428572; 'support': 15}; '1.0': {'precision': 0.78125; 'recall': 0.6756756756756757; 'f1-score': 0.7246376811594203; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.590625; 'recall': 0.6045045045045045; 'f1-score': 0.5908902691511387; 'support': 52}; 'weighted avg': {'precision': 0.6712740384615384; 'recall': 0.6346153846153846; 'f1-score': 0.647475712693104; 'support': 52}}
l: 5,2,DNF,8,469,52,29,[16; 17],158,0.738929,0.384615,5,[X8 < 2.700000] OR [X0 < 35.000000 AND X2 >= 0.800000 AND X4 >= 195.000000 AND X8 >= 2.700000],{'0.0': {'precision': 0.3469387755102041; 'recall': 0.7611940298507462; 'f1-score': 0.4766355140186916; 'support': 134}; '1.0': {'precision': 0.8171428571428572; 'recall': 0.42686567164179107; 'f1-score': 0.5607843137254902; 'support': 335}; 'accuracy': 0.5223880597014925; 'macro avg': {'precision': 0.5820408163265306; 'recall': 0.5940298507462687; 'f1-score': 0.5187099138720909; 'support': 469}; 'weighted avg': {'precision': 0.682798833819242; 'recall': 0.5223880597014925; 'f1-score': 0.5367417995235477; 'support': 469}},{'0.0': {'precision': 0.22580645161290322; 'recall': 0.4666666666666667; 'f1-score': 0.3043478260869565; 'support': 15}; '1.0': {'precision': 0.6190476190476191; 'recall': 0.35135135135135137; 'f1-score': 0.4482758620689656; 'support': 37}; 'accuracy': 0.38461538461538464; 'macro avg': {'precision': 0.42242703533026116; 'recall': 0.40900900900900905; 'f1-score': 0.37631184407796103; 'support': 52}; 'weighted avg': {'precision': 0.5056126669029894; 'recall': 0.38461538461538464; 'f1-score': 0.40675815938184756; 'support': 52}}
l: 5,2,DNF,9,469,52,29,[16; 17],158,0.731282,0.519231,8,[X2 < 1.000000 AND X8 < 4.100000 AND X8 >= 2.000000 AND X9 >= 1.200000] OR [X2 >= 0.800000 AND X5 >= 18.000000 AND X6 >= 34.000000 AND X8 < 3.600000],{'0.0': {'precision': 0.39543726235741444; 'recall': 0.7761194029850746; 'f1-score': 0.5239294710327456; 'support': 134}; '1.0': {'precision': 0.8543689320388349; 'recall': 0.5253731343283582; 'f1-score': 0.6506469500924215; 'support': 335}; 'accuracy': 0.5970149253731343; 'macro avg': {'precision': 0.6249030971981246; 'recall': 0.6507462686567165; 'f1-score': 0.5872882105625835; 'support': 469}; 'weighted avg': {'precision': 0.7232455978441433; 'recall': 0.5970149253731343; 'f1-score': 0.6144419560753712; 'support': 469}},{'0.0': {'precision': 0.35294117647058826; 'recall': 0.8; 'f1-score': 0.489795918367347; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.40540540540540543; 'f1-score': 0.5454545454545455; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.5931372549019608; 'recall': 0.6027027027027028; 'f1-score': 0.5176252319109462; 'support': 52}; 'weighted avg': {'precision': 0.6947586726998493; 'recall': 0.5192307692307693; 'f1-score': 0.5293991722563152; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.574057 (+- 0.113924), (mean training time) 0.747750 (+- 0.026602)
