l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.917161,0.566038,2,[X2 >= 1.400000 OR X2 < 0.800000],{'0.0': {'precision': 0.3712574850299401; 'recall': 0.46616541353383456; 'f1-score': 0.41333333333333333; 'support': 133}; '1.0': {'precision': 0.7641196013289037; 'recall': 0.6865671641791045; 'f1-score': 0.7232704402515723; 'support': 335}; 'accuracy': 0.6239316239316239; 'macro avg': {'precision': 0.5676885431794219; 'recall': 0.5763662888564696; 'f1-score': 0.5683018867924527; 'support': 468}; 'weighted avg': {'precision': 0.6524728887909503; 'recall': 0.6239316239316239; 'f1-score': 0.6351900231145514; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.5333333333333333; 'f1-score': 0.4102564102564102; 'support': 15}; '1.0': {'precision': 0.7586206896551724; 'recall': 0.5789473684210527; 'f1-score': 0.6567164179104478; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.5459770114942528; 'recall': 0.5561403508771929; 'f1-score': 0.533486414083429; 'support': 53}; 'weighted avg': {'precision': 0.6382563435263501; 'recall': 0.5660377358490566; 'f1-score': 0.5869635855555314; 'support': 53}}
l: 5,2,DNF,0,468,53,29,[16; 17],158,0.767174,0.566038,3,[(NOT X1)] OR [X0 < 60.000000 AND X6 >= 28.000000],{'0.0': {'precision': 0.33962264150943394; 'recall': 0.40601503759398494; 'f1-score': 0.3698630136986301; 'support': 133}; '1.0': {'precision': 0.7443365695792881; 'recall': 0.6865671641791045; 'f1-score': 0.7142857142857143; 'support': 335}; 'accuracy': 0.6068376068376068; 'macro avg': {'precision': 0.541979605544361; 'recall': 0.5462911008865448; 'f1-score': 0.5420743639921722; 'support': 468}; 'weighted avg': {'precision': 0.6293217139525987; 'recall': 0.6068376068376068; 'f1-score': 0.6164049040761369; 'support': 468}},{'0.0': {'precision': 0.25; 'recall': 0.26666666666666666; 'f1-score': 0.2580645161290323; 'support': 15}; '1.0': {'precision': 0.7027027027027027; 'recall': 0.6842105263157895; 'f1-score': 0.6933333333333334; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.47635135135135137; 'recall': 0.4754385964912281; 'f1-score': 0.4756989247311828; 'support': 53}; 'weighted avg': {'precision': 0.5745792962774096; 'recall': 0.5660377358490566; 'f1-score': 0.5701440454453236; 'support': 53}}
l: 5,2,DNF,1,469,52,29,[16; 17],158,0.774325,0.576923,6,[X4 < 512.600000 AND X5 >= 21.000000 AND X6 >= 42.000000] OR [X4 >= 167.600000 AND X6 >= 19.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.452991452991453; 'recall': 0.39552238805970147; 'f1-score': 0.42231075697211157; 'support': 134}; '1.0': {'precision': 0.7698863636363636; 'recall': 0.808955223880597; 'f1-score': 0.7889374090247454; 'support': 335}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.6114389083139083; 'recall': 0.6022388059701492; 'f1-score': 0.6056240829984285; 'support': 469}; 'weighted avg': {'precision': 0.6793449605949605; 'recall': 0.6908315565031983; 'f1-score': 0.6841869370097072; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.2857142857142857; 'f1-score': 0.26666666666666666; 'support': 14}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.6842105263157895; 'f1-score': 0.7027027027027027; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.4861111111111111; 'recall': 0.4849624060150376; 'f1-score': 0.48468468468468473; 'support': 52}; 'weighted avg': {'precision': 0.5950854700854701; 'recall': 0.5769230769230769; 'f1-score': 0.5853083853083854; 'support': 52}}
l: 5,2,DNF,2,469,52,29,[16; 17],158,0.813935,0.480769,5,[X4 < 236.800000 AND X4 >= 182.000000 AND X6 >= 23.000000] OR [X0 < 60.000000 AND X9 < 1.200000],{'0.0': {'precision': 0.36231884057971014; 'recall': 0.373134328358209; 'f1-score': 0.36764705882352944; 'support': 134}; '1.0': {'precision': 0.7462235649546828; 'recall': 0.7373134328358208; 'f1-score': 0.7417417417417418; 'support': 335}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.5542712027671964; 'recall': 0.5552238805970149; 'f1-score': 0.5546944002826356; 'support': 469}; 'weighted avg': {'precision': 0.6365365008475478; 'recall': 0.6332622601279317; 'f1-score': 0.6348575466222525; 'support': 469}},{'0.0': {'precision': 0.15789473684210525; 'recall': 0.21428571428571427; 'f1-score': 0.18181818181818182; 'support': 14}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.5789473684210527; 'f1-score': 0.619718309859155; 'support': 38}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.4122807017543859; 'recall': 0.3966165413533835; 'f1-score': 0.40076824583866844; 'support': 52}; 'weighted avg': {'precision': 0.529689608636977; 'recall': 0.4807692307692308; 'f1-score': 0.5018221215404315; 'support': 52}}
l: 5,2,DNF,3,469,52,29,[16; 17],158,0.770001,0.403846,5,[X1 AND X2 < 1.400000 AND X4 >= 150.000000] OR [X0 < 60.000000 AND X4 < 328.000000],{'0.0': {'precision': 0.19491525423728814; 'recall': 0.17293233082706766; 'f1-score': 0.18326693227091637; 'support': 133}; '1.0': {'precision': 0.6866096866096866; 'recall': 0.7172619047619048; 'f1-score': 0.7016011644832606; 'support': 336}; 'accuracy': 0.5628997867803838; 'macro avg': {'precision': 0.4407624704234874; 'recall': 0.44509711779448624; 'f1-score': 0.4424340483770885; 'support': 469}; 'weighted avg': {'precision': 0.5471739520563198; 'recall': 0.5628997867803838; 'f1-score': 0.5546108598260286; 'support': 469}},{'0.0': {'precision': 0.1; 'recall': 0.13333333333333333; 'f1-score': 0.1142857142857143; 'support': 15}; '1.0': {'precision': 0.59375; 'recall': 0.5135135135135135; 'f1-score': 0.5507246376811593; 'support': 37}; 'accuracy': 0.40384615384615385; 'macro avg': {'precision': 0.346875; 'recall': 0.3234234234234234; 'f1-score': 0.3325051759834368; 'support': 52}; 'weighted avg': {'precision': 0.45132211538461536; 'recall': 0.40384615384615385; 'f1-score': 0.4248287943940117; 'support': 52}}
l: 5,2,DNF,4,469,52,29,[16; 17],158,0.826411,0.653846,6,[X0 >= 40.000000 AND X5 >= 18.000000 AND X8 < 3.900000 AND X9 >= 0.900000] OR [X4 >= 208.000000 AND X8 < 3.000000],{'0.0': {'precision': 0.328125; 'recall': 0.631578947368421; 'f1-score': 0.4318766066838046; 'support': 133}; '1.0': {'precision': 0.7699530516431925; 'recall': 0.4880952380952381; 'f1-score': 0.5974499089253187; 'support': 336}; 'accuracy': 0.5287846481876333; 'macro avg': {'precision': 0.5490390258215962; 'recall': 0.5598370927318296; 'f1-score': 0.5146632578045617; 'support': 469}; 'weighted avg': {'precision': 0.6446585295354216; 'recall': 0.5287846481876333; 'f1-score': 0.5504962859016057; 'support': 469}},{'0.0': {'precision': 0.45161290322580644; 'recall': 0.9333333333333333; 'f1-score': 0.608695652173913; 'support': 15}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.5405405405405406; 'f1-score': 0.6896551724137931; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.7019969278033794; 'recall': 0.736936936936937; 'f1-score': 0.6491754122938531; 'support': 52}; 'weighted avg': {'precision': 0.8079286305092755; 'recall': 0.6538461538461539; 'f1-score': 0.6663014646522891; 'support': 52}}
l: 5,2,DNF,5,469,52,29,[16; 17],158,0.859508,0.576923,6,[X0 >= 49.000000 AND X2 < 2.000000 AND X5 >= 18.000000 AND X8 >= 2.000000] OR [X0 < 60.000000 AND X5 >= 53.600000],{'0.0': {'precision': 0.32567049808429116; 'recall': 0.6390977443609023; 'f1-score': 0.43147208121827413; 'support': 133}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.47619047619047616; 'f1-score': 0.588235294117647; 'support': 336}; 'accuracy': 0.5223880597014925; 'macro avg': {'precision': 0.5474506336575302; 'recall': 0.5576441102756893; 'f1-score': 0.5098536876679606; 'support': 469}; 'weighted avg': {'precision': 0.6434450206966933; 'recall': 0.5223880597014925; 'f1-score': 0.5437800546387204; 'support': 469}},{'0.0': {'precision': 0.34782608695652173; 'recall': 0.5333333333333333; 'f1-score': 0.4210526315789474; 'support': 15}; '1.0': {'precision': 0.7586206896551724; 'recall': 0.5945945945945946; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.553223388305847; 'recall': 0.563963963963964; 'f1-score': 0.543859649122807; 'support': 52}; 'weighted avg': {'precision': 0.6401222465690231; 'recall': 0.5769230769230769; 'f1-score': 0.5958164642375169; 'support': 52}}
l: 5,2,DNF,6,469,52,29,[16; 17],158,0.786282,0.634615,8,[X0 >= 31.000000 AND X4 >= 150.000000 AND X8 < 4.100000 AND X9 < 1.000000] OR [X0 < 60.000000 AND X0 >= 31.000000 AND X6 >= 19.000000 AND X7 >= 5.600000],{'0.0': {'precision': 0.389937106918239; 'recall': 0.46616541353383456; 'f1-score': 0.4246575342465754; 'support': 133}; '1.0': {'precision': 0.7709677419354839; 'recall': 0.7113095238095238; 'f1-score': 0.7399380804953561; 'support': 336}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5804524244268614; 'recall': 0.5887374686716792; 'f1-score': 0.5822978073709657; 'support': 469}; 'weighted avg': {'precision': 0.6629142782738772; 'recall': 0.6417910447761194; 'f1-score': 0.6505301643949556; 'support': 469}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.4666666666666667; 'f1-score': 0.42424242424242425; 'support': 15}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.7027027027027027; 'f1-score': 0.7323943661971832; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.576797385620915; 'recall': 0.5846846846846847; 'f1-score': 0.5783183952198038; 'support': 52}; 'weighted avg': {'precision': 0.6562971342383107; 'recall': 0.6346153846153846; 'f1-score': 0.6435043829410028; 'support': 52}}
l: 5,2,DNF,7,469,52,29,[16; 17],158,0.799344,0.634615,5,[X2 >= 0.700000 AND X4 >= 150.000000 AND X5 < 43.000000] OR [X0 >= 31.000000 AND X7 < 6.900000],{'0.0': {'precision': 0.2773109243697479; 'recall': 0.24812030075187969; 'f1-score': 0.261904761904762; 'support': 133}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.7440476190476191; 'f1-score': 0.728862973760933; 'support': 336}; 'accuracy': 0.603411513859275; 'macro avg': {'precision': 0.4957983193277311; 'recall': 0.4960839598997494; 'f1-score': 0.4953838678328475; 'support': 469}; 'weighted avg': {'precision': 0.5903674902796939; 'recall': 0.603411513859275; 'f1-score': 0.596441988309183; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,2,DNF,8,469,52,29,[16; 17],158,0.819633,0.576923,7,[X5 >= 74.000000 AND X6 >= 19.000000] OR [X1 AND X4 >= 195.000000 AND X5 < 53.600000 AND X6 >= 23.000000 AND X9 < 1.060000],{'0.0': {'precision': 0.3938356164383562; 'recall': 0.8646616541353384; 'f1-score': 0.5411764705882353; 'support': 133}; '1.0': {'precision': 0.8983050847457628; 'recall': 0.4732142857142857; 'f1-score': 0.6198830409356725; 'support': 336}; 'accuracy': 0.5842217484008528; 'macro avg': {'precision': 0.6460703505920595; 'recall': 0.668937969924812; 'f1-score': 0.5805297557619539; 'support': 469}; 'weighted avg': {'precision': 0.7552465788078414; 'recall': 0.5842217484008528; 'f1-score': 0.5975632672550559; 'support': 469}},{'0.0': {'precision': 0.3793103448275862; 'recall': 0.7333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.5135135135135135; 'f1-score': 0.6333333333333333; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6026986506746627; 'recall': 0.6234234234234234; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6972090877638103; 'recall': 0.5769230769230769; 'f1-score': 0.5948717948717949; 'support': 52}}
l: 5,2,DNF,9,469,52,29,[16; 17],158,0.749372,0.673077,5,[X7 >= 6.000000 AND X8 < 4.100000] OR [X0 < 35.000000 AND X5 >= 21.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.3373493975903614; 'recall': 0.42105263157894735; 'f1-score': 0.37458193979933113; 'support': 133}; '1.0': {'precision': 0.7458745874587459; 'recall': 0.6726190476190477; 'f1-score': 0.7073552425665102; 'support': 336}; 'accuracy': 0.6012793176972282; 'macro avg': {'precision': 0.5416119925245537; 'recall': 0.5468358395989975; 'f1-score': 0.5409685911829206; 'support': 469}; 'weighted avg': {'precision': 0.6300241604811444; 'recall': 0.6012793176972282; 'f1-score': 0.6129866940205938; 'support': 469}},{'0.0': {'precision': 0.45; 'recall': 0.6; 'f1-score': 0.5142857142857143; 'support': 15}; '1.0': {'precision': 0.8125; 'recall': 0.7027027027027027; 'f1-score': 0.7536231884057971; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.63125; 'recall': 0.6513513513513514; 'f1-score': 0.6339544513457558; 'support': 52}; 'weighted avg': {'precision': 0.7079326923076923; 'recall': 0.6730769230769231; 'f1-score': 0.6845835324096193; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.577758 (+- 0.078187), (mean training time) 0.796599 (+- 0.031767)
l: 5,2,DNF,0,468,53,14,[33; 34],158,3.817837,0.660377,6,[X6 >= 34.000000 AND X9 >= 0.700000] OR [X0 < 66.000000 AND X2 >= 0.700000 AND X4 >= 182.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.3776223776223776; 'recall': 0.40601503759398494; 'f1-score': 0.391304347826087; 'support': 133}; '1.0': {'precision': 0.7569230769230769; 'recall': 0.7343283582089553; 'f1-score': 0.7454545454545454; 'support': 335}; 'accuracy': 0.6410256410256411; 'macro avg': {'precision': 0.5672727272727273; 'recall': 0.5701716979014702; 'f1-score': 0.5683794466403161; 'support': 468}; 'weighted avg': {'precision': 0.6491303568226645; 'recall': 0.6410256410256411; 'f1-score': 0.64480929698321; 'support': 468}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7894736842105263; 'f1-score': 0.7692307692307692; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5673076923076923; 'recall': 0.5614035087719298; 'f1-score': 0.5631868131868132; 'support': 53}; 'weighted avg': {'precision': 0.6465892597968069; 'recall': 0.660377358490566; 'f1-score': 0.6526021148662656; 'support': 53}}
l: 5,2,DNF,1,469,52,14,[33; 34],158,6.465071,0.615385,5,[X7 < 6.600000] OR [X5 >= 35.000000 AND X7 < 7.900000 AND X7 >= 6.000000 AND X9 >= 0.700000],{'0.0': {'precision': 0.34810126582278483; 'recall': 0.41044776119402987; 'f1-score': 0.3767123287671233; 'support': 134}; '1.0': {'precision': 0.7459807073954984; 'recall': 0.6925373134328359; 'f1-score': 0.718266253869969; 'support': 335}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.5470409866091416; 'recall': 0.5514925373134328; 'f1-score': 0.5474892913185462; 'support': 469}; 'weighted avg': {'precision': 0.6323008669461517; 'recall': 0.6119402985074627; 'f1-score': 0.6206794181262988; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.42857142857142855; 'f1-score': 0.375; 'support': 14}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.6842105263157895; 'f1-score': 0.7222222222222222; 'support': 38}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5490196078431372; 'recall': 0.556390977443609; 'f1-score': 0.5486111111111112; 'support': 52}; 'weighted avg': {'precision': 0.6485671191553544; 'recall': 0.6153846153846154; 'f1-score': 0.6287393162393162; 'support': 52}}
l: 5,2,DNF,2,469,52,14,[33; 34],158,5.263755,0.480769,6,[X0 >= 31.000000 AND X1 AND X3 >= 0.300000] OR [X0 < 60.000000 AND X2 < 0.900000 AND X9 >= 0.900000],{'0.0': {'precision': 0.3930635838150289; 'recall': 0.5074626865671642; 'f1-score': 0.4429967426710098; 'support': 134}; '1.0': {'precision': 0.777027027027027; 'recall': 0.6865671641791045; 'f1-score': 0.7290015847860538; 'support': 335}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.585045305421028; 'recall': 0.5970149253731343; 'f1-score': 0.5859991637285318; 'support': 469}; 'weighted avg': {'precision': 0.6673231861093133; 'recall': 0.6353944562899787; 'f1-score': 0.6472859156103269; 'support': 469}},{'0.0': {'precision': 0.19047619047619047; 'recall': 0.2857142857142857; 'f1-score': 0.22857142857142854; 'support': 14}; '1.0': {'precision': 0.6774193548387096; 'recall': 0.5526315789473685; 'f1-score': 0.6086956521739131; 'support': 38}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.43394777265745005; 'recall': 0.4191729323308271; 'f1-score': 0.4186335403726708; 'support': 52}; 'weighted avg': {'precision': 0.5463192721257237; 'recall': 0.48076923076923084; 'f1-score': 0.5063545150501672; 'support': 52}}
l: 5,2,DNF,3,469,52,14,[33; 34],158,2.690290,0.615385,7,[X0 >= 31.000000 AND X2 >= 0.800000 AND X7 < 6.600000] OR [X0 < 66.000000 AND X0 >= 23.000000 AND X3 >= 0.200000 AND X5 >= 30.000000],{'0.0': {'precision': 0.3684210526315789; 'recall': 0.5263157894736842; 'f1-score': 0.43343653250773995; 'support': 133}; '1.0': {'precision': 0.7741935483870968; 'recall': 0.6428571428571429; 'f1-score': 0.7024390243902439; 'support': 336}; 'accuracy': 0.6098081023454158; 'macro avg': {'precision': 0.5713073005093379; 'recall': 0.5845864661654135; 'f1-score': 0.5679377784489918; 'support': 469}; 'weighted avg': {'precision': 0.6591237361579201; 'recall': 0.6098081023454158; 'f1-score': 0.6261547356474442; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
l: 5,2,DNF,4,469,52,14,[33; 34],158,4.155440,0.634615,8,[X2 >= 0.900000 AND X3 >= 0.200000 AND X4 >= 195.000000 AND X8 < 4.100000] OR [X0 >= 23.000000 AND X4 < 282.000000 AND X7 >= 6.200000 AND X9 >= 0.546000],{'0.0': {'precision': 0.4068965517241379; 'recall': 0.44360902255639095; 'f1-score': 0.4244604316546763; 'support': 133}; '1.0': {'precision': 0.7716049382716049; 'recall': 0.7440476190476191; 'f1-score': 0.7575757575757576; 'support': 336}; 'accuracy': 0.6588486140724946; 'macro avg': {'precision': 0.5892507449978714; 'recall': 0.593828320802005; 'f1-score': 0.5910180946152169; 'support': 469}; 'weighted avg': {'precision': 0.6681801719372487; 'recall': 0.6588486140724946; 'f1-score': 0.6631102173891823; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7297297297297297; 'f1-score': 0.7397260273972601; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5625; 'recall': 0.5648648648648649; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6418269230769231; 'recall': 0.6346153846153846; 'f1-score': 0.6380060505115741; 'support': 52}}
l: 5,2,DNF,5,469,52,14,[33; 34],158,2.571647,0.692308,8,[X0 < 66.000000 AND X3 < 0.600000 AND X5 < 30.000000 AND X6 < 71.600000 AND X9 < 1.308000] OR [X0 >= 31.000000 AND X6 >= 19.000000 AND X8 >= 2.000000],{'0.0': {'precision': 0.26804123711340205; 'recall': 0.19548872180451127; 'f1-score': 0.2260869565217391; 'support': 133}; '1.0': {'precision': 0.7123655913978495; 'recall': 0.7886904761904762; 'f1-score': 0.748587570621469; 'support': 336}; 'accuracy': 0.6204690831556503; 'macro avg': {'precision': 0.49020341425562575; 'recall': 0.4920895989974937; 'f1-score': 0.487337263571604; 'support': 469}; 'weighted avg': {'precision': 0.5863631625709167; 'recall': 0.6204690831556503; 'f1-score': 0.6004157546827396; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
l: 5,2,DNF,6,469,52,14,[33; 34],158,4.633423,0.692308,9,[X5 >= 35.000000 AND X7 < 7.900000 AND X9 < 1.308000] OR [X0 < 60.000000 AND X0 >= 23.000000 AND X5 < 35.000000 AND X6 < 105.000000 AND X7 >= 5.600000 AND X8 < 4.100000],{'0.0': {'precision': 0.39226519337016574; 'recall': 0.5338345864661654; 'f1-score': 0.45222929936305734; 'support': 133}; '1.0': {'precision': 0.7847222222222222; 'recall': 0.6726190476190477; 'f1-score': 0.7243589743589745; 'support': 336}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.588493707796194; 'recall': 0.6032268170426065; 'f1-score': 0.588294136861016; 'support': 469}; 'weighted avg': {'precision': 0.6734284379208928; 'recall': 0.6332622601279317; 'f1-score': 0.6471878724944606; 'support': 469}},{'0.0': {'precision': 0.47619047619047616; 'recall': 0.6666666666666666; 'f1-score': 0.5555555555555556; 'support': 15}; '1.0': {'precision': 0.8387096774193549; 'recall': 0.7027027027027027; 'f1-score': 0.7647058823529411; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6574500768049155; 'recall': 0.6846846846846847; 'f1-score': 0.6601307189542484; 'support': 52}; 'weighted avg': {'precision': 0.7341368309110246; 'recall': 0.6923076923076923; 'f1-score': 0.7043740573152337; 'support': 52}}
l: 5,2,DNF,7,469,52,14,[33; 34],158,3.116945,0.634615,6,[X4 < 195.000000 AND X5 >= 35.000000 AND X6 >= 19.000000 AND X9 >= 0.930000] OR [X4 >= 195.000000 AND X5 >= 21.000000],{'0.0': {'precision': 0.4147727272727273; 'recall': 0.5488721804511278; 'f1-score': 0.47249190938511326; 'support': 133}; '1.0': {'precision': 0.7952218430034129; 'recall': 0.6934523809523809; 'f1-score': 0.7408585055643879; 'support': 336}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.60499728513807; 'recall': 0.6211622807017544; 'f1-score': 0.6066752074747506; 'support': 469}; 'weighted avg': {'precision': 0.6873332877962035; 'recall': 0.652452025586354; 'f1-score': 0.6647545454538474; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.5333333333333333; 'f1-score': 0.4571428571428572; 'support': 15}; '1.0': {'precision': 0.78125; 'recall': 0.6756756756756757; 'f1-score': 0.7246376811594203; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.590625; 'recall': 0.6045045045045045; 'f1-score': 0.5908902691511387; 'support': 52}; 'weighted avg': {'precision': 0.6712740384615384; 'recall': 0.6346153846153846; 'f1-score': 0.647475712693104; 'support': 52}}
l: 5,2,DNF,8,469,52,14,[33; 34],158,3.105914,0.480769,7,[X0 >= 23.000000 AND X1 AND X6 >= 54.000000] OR [X4 >= 150.000000 AND X5 < 30.000000 AND X7 >= 6.200000 AND X8 >= 3.000000],{'0.0': {'precision': 0.36086956521739133; 'recall': 0.6240601503759399; 'f1-score': 0.4573002754820937; 'support': 133}; '1.0': {'precision': 0.7907949790794979; 'recall': 0.5625; 'f1-score': 0.6573913043478261; 'support': 336}; 'accuracy': 0.579957356076759; 'macro avg': {'precision': 0.5758322721484446; 'recall': 0.5932800751879699; 'f1-score': 0.5573457899149599; 'support': 469}; 'weighted avg': {'precision': 0.6688758318648707; 'recall': 0.579957356076759; 'f1-score': 0.6006490722814244; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.6; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.43243243243243246; 'f1-score': 0.5423728813559323; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.5136363636363637; 'recall': 0.5162162162162163; 'f1-score': 0.47118644067796617; 'support': 52}; 'weighted avg': {'precision': 0.6040209790209791; 'recall': 0.4807692307692308; 'f1-score': 0.501303780964798; 'support': 52}}
l: 5,2,DNF,9,469,52,14,[33; 34],158,4.758377,0.538462,6,[X0 < 45.000000 AND X0 >= 23.000000 AND X8 < 4.100000] OR [X6 >= 19.000000 AND X7 < 7.900000 AND X8 >= 2.700000],{'0.0': {'precision': 0.2792207792207792; 'recall': 0.3233082706766917; 'f1-score': 0.29965156794425085; 'support': 133}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.6696428571428571; 'f1-score': 0.6912442396313364; 'support': 336}; 'accuracy': 0.5714285714285714; 'macro avg': {'precision': 0.4967532467532467; 'recall': 0.49647556390977443; 'f1-score': 0.49544790378779363; 'support': 469}; 'weighted avg': {'precision': 0.5909090909090909; 'recall': 0.5714285714285714; 'f1-score': 0.5801955715409689; 'support': 469}},{'0.0': {'precision': 0.15384615384615385; 'recall': 0.13333333333333333; 'f1-score': 0.14285714285714288; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.7027027027027027; 'f1-score': 0.6842105263157895; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.41025641025641024; 'recall': 0.418018018018018; 'f1-score': 0.4135338345864662; 'support': 52}; 'weighted avg': {'precision': 0.5187376725838264; 'recall': 0.5384615384615384; 'f1-score': 0.5280508964719491; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.604499 (+- 0.074547), (mean training time) 4.057870 (+- 1.183578)
