l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.528326,0.754717,2,[X0 >= 45.000000 OR X2 >= 0.800000],{'0.0': {'precision': 0.3673469387755102; 'recall': 0.13432835820895522; 'f1-score': 0.19672131147540983; 'support': 134}; '1.0': {'precision': 0.7231503579952268; 'recall': 0.907185628742515; 'f1-score': 0.8047808764940239; 'support': 334}; 'accuracy': 0.6858974358974359; 'macro avg': {'precision': 0.5452486483853685; 'recall': 0.5207569934757351; 'f1-score': 0.5007510939847168; 'support': 468}; 'weighted avg': {'precision': 0.6212750200135131; 'recall': 0.6858974358974359; 'f1-score': 0.6306783514673266; 'support': 468}},{'0.0': {'precision': 0.6; 'recall': 0.4; 'f1-score': 0.48; 'support': 15}; '1.0': {'precision': 0.7906976744186046; 'recall': 0.8947368421052632; 'f1-score': 0.8395061728395061; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.6953488372093023; 'recall': 0.6473684210526316; 'f1-score': 0.659753086419753; 'support': 53}; 'weighted avg': {'precision': 0.7367266344888109; 'recall': 0.7547169811320755; 'f1-score': 0.7377591427905893; 'support': 53}}
l: 5,1,DNF,2,469,52,7,[67; 67],158,0.969115,0.730769,1,[X2 >= 0.800000],{'0.0': {'precision': 0.4339622641509434; 'recall': 0.34328358208955223; 'f1-score': 0.3833333333333333; 'support': 134}; '1.0': {'precision': 0.7575757575757576; 'recall': 0.8208955223880597; 'f1-score': 0.7879656160458453; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.5957690108633504; 'recall': 0.582089552238806; 'f1-score': 0.5856494746895893; 'support': 469}; 'weighted avg': {'precision': 0.6651147594543821; 'recall': 0.6844349680170576; 'f1-score': 0.672356392413699; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
l: 5,1,DNF,3,469,52,7,[67; 67],158,1.035206,0.711538,3,[X4 >= 167.600000 AND X5 >= 25.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.38235294117647056; 'recall': 0.582089552238806; 'f1-score': 0.4615384615384615; 'support': 134}; '1.0': {'precision': 0.7886792452830189; 'recall': 0.6238805970149254; 'f1-score': 0.6966666666666668; 'support': 335}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.5855160932297447; 'recall': 0.6029850746268657; 'f1-score': 0.5791025641025641; 'support': 469}; 'weighted avg': {'precision': 0.6725860155382909; 'recall': 0.6119402985074627; 'f1-score': 0.6294871794871795; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.6; 'f1-score': 0.5454545454545454; 'support': 15}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7567567567567568; 'f1-score': 0.7887323943661971; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6617647058823529; 'recall': 0.6783783783783783; 'f1-score': 0.6670934699103712; 'support': 52}; 'weighted avg': {'precision': 0.7302036199095022; 'recall': 0.7115384615384616; 'f1-score': 0.7185560917955284; 'support': 52}}
l: 5,1,DNF,4,469,52,7,[67; 67],158,0.854724,0.634615,2,[X1 AND X8 < 3.900000],{'0.0': {'precision': 0.3620689655172414; 'recall': 0.4701492537313433; 'f1-score': 0.40909090909090906; 'support': 134}; '1.0': {'precision': 0.7593220338983051; 'recall': 0.6686567164179105; 'f1-score': 0.7111111111111111; 'support': 335}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.5606954997077732; 'recall': 0.5694029850746269; 'f1-score': 0.5601010101010101; 'support': 469}; 'weighted avg': {'precision': 0.6458211572180012; 'recall': 0.6119402985074627; 'f1-score': 0.6248196248196248; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.5333333333333333; 'f1-score': 0.4571428571428572; 'support': 15}; '1.0': {'precision': 0.78125; 'recall': 0.6756756756756757; 'f1-score': 0.7246376811594203; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.590625; 'recall': 0.6045045045045045; 'f1-score': 0.5908902691511387; 'support': 52}; 'weighted avg': {'precision': 0.6712740384615384; 'recall': 0.6346153846153846; 'f1-score': 0.647475712693104; 'support': 52}}
l: 5,1,DNF,5,469,52,7,[67; 67],158,0.815244,0.769231,2,[X5 >= 18.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.4411764705882353; 'recall': 0.3358208955223881; 'f1-score': 0.38135593220338987; 'support': 134}; '1.0': {'precision': 0.7574931880108992; 'recall': 0.8298507462686567; 'f1-score': 0.792022792022792; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5993348292995673; 'recall': 0.5828358208955224; 'f1-score': 0.586689362113091; 'support': 469}; 'weighted avg': {'precision': 0.6671169830329952; 'recall': 0.6886993603411514; 'f1-score': 0.6746894035029629; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.4; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7906976744186046; 'recall': 0.918918918918919; 'f1-score': 0.85; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7286821705426356; 'recall': 0.6594594594594595; 'f1-score': 0.675; 'support': 52}; 'weighted avg': {'precision': 0.7549194991055456; 'recall': 0.7692307692307693; 'f1-score': 0.7490384615384615; 'support': 52}}
l: 5,1,DNF,6,469,52,7,[67; 67],158,1.184178,0.634615,1,[X8 < 4.100000],{'0.0': {'precision': 0.5172413793103449; 'recall': 0.22388059701492538; 'f1-score': 0.31250000000000006; 'support': 134}; '1.0': {'precision': 0.7469586374695864; 'recall': 0.9164179104477612; 'f1-score': 0.8230563002680965; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6321000083899656; 'recall': 0.5701492537313433; 'f1-score': 0.5677781501340483; 'support': 469}; 'weighted avg': {'precision': 0.6813251351383746; 'recall': 0.7185501066098081; 'f1-score': 0.6771830716200689; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 5,1,DNF,7,469,52,7,[67; 67],158,0.814709,0.500000,1,[X6 >= 34.000000],{'0.0': {'precision': 0.4406779661016949; 'recall': 0.582089552238806; 'f1-score': 0.5016077170418006; 'support': 134}; '1.0': {'precision': 0.8082191780821918; 'recall': 0.7044776119402985; 'f1-score': 0.7527910685805423; 'support': 335}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.6244485720919434; 'recall': 0.6432835820895522; 'f1-score': 0.6271993928111714; 'support': 469}; 'weighted avg': {'precision': 0.7032074032306213; 'recall': 0.6695095948827292; 'f1-score': 0.6810243967123304; 'support': 469}},{'0.0': {'precision': 0.2608695652173913; 'recall': 0.4; 'f1-score': 0.31578947368421056; 'support': 15}; '1.0': {'precision': 0.6896551724137931; 'recall': 0.5405405405405406; 'f1-score': 0.6060606060606061; 'support': 37}; 'accuracy': 0.5; 'macro avg': {'precision': 0.47526236881559225; 'recall': 0.4702702702702703; 'f1-score': 0.4609250398724083; 'support': 52}; 'weighted avg': {'precision': 0.5659670164917542; 'recall': 0.5; 'f1-score': 0.5223285486443381; 'support': 52}}
l: 5,1,DNF,8,469,52,7,[67; 67],158,0.718555,0.692308,2,[X4 >= 150.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.43; 'recall': 0.3208955223880597; 'f1-score': 0.3675213675213675; 'support': 134}; '1.0': {'precision': 0.7533875338753387; 'recall': 0.8298507462686567; 'f1-score': 0.7897727272727273; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.5916937669376694; 'recall': 0.5753731343283582; 'f1-score': 0.5786470473970474; 'support': 469}; 'weighted avg': {'precision': 0.6609910956252419; 'recall': 0.6844349680170576; 'f1-score': 0.6691294816294816; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,1,DNF,9,469,52,7,[67; 67],158,0.819375,0.634615,2,[X0 >= 31.000000 AND X5 >= 18.000000],{'0.0': {'precision': 0.41353383458646614; 'recall': 0.41044776119402987; 'f1-score': 0.41198501872659177; 'support': 134}; '1.0': {'precision': 0.7648809523809523; 'recall': 0.7671641791044777; 'f1-score': 0.7660208643815202; 'support': 335}; 'accuracy': 0.6652452025586354; 'macro avg': {'precision': 0.5892073934837092; 'recall': 0.5888059701492537; 'f1-score': 0.589002941554056; 'support': 469}; 'weighted avg': {'precision': 0.6644960615825277; 'recall': 0.6652452025586354; 'f1-score': 0.6648677656229691; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [67, 67], 'n_partitions': 7}, (mean val acc cv) 0.665893 (+- 0.074545), (mean training time) 0.915317 (+- 0.135884)
l: 5,1,DNF,0,468,53,3,[156; 156],158,3.538374,0.716981,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7136752136752137; 'recall': 1.0; 'f1-score': 0.8329177057356608; 'support': 334}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.35683760683760685; 'recall': 0.5; 'f1-score': 0.4164588528678304; 'support': 468}; 'weighted avg': {'precision': 0.5093323106143619; 'recall': 0.7136752136752137; 'f1-score': 0.5944327216147666; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,DNF,1,469,52,3,[156; 157],158,3.293525,0.730769,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 135}; '1.0': {'precision': 0.7121535181236673; 'recall': 1.0; 'f1-score': 0.8318804483188045; 'support': 334}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.35607675906183367; 'recall': 0.5; 'f1-score': 0.41594022415940224; 'support': 469}; 'weighted avg': {'precision': 0.5071626333759166; 'recall': 0.7121535181236673; 'f1-score': 0.5924265879285303; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,1,DNF,2,469,52,3,[156; 157],158,6.267889,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,3,469,52,3,[156; 157],158,4.324710,0.692308,3,[X2 >= 0.900000 AND X3 >= 0.200000 AND X6 >= 23.000000],{'0.0': {'precision': 0.413953488372093; 'recall': 0.664179104477612; 'f1-score': 0.5100286532951289; 'support': 134}; '1.0': {'precision': 0.8228346456692913; 'recall': 0.6238805970149254; 'f1-score': 0.7096774193548387; 'support': 335}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.6183940670206922; 'recall': 0.6440298507462687; 'f1-score': 0.6098530363249839; 'support': 469}; 'weighted avg': {'precision': 0.7060114578700918; 'recall': 0.6353944562899787; 'f1-score': 0.6526349147663502; 'support': 469}},{'0.0': {'precision': 0.4782608695652174; 'recall': 0.7333333333333333; 'f1-score': 0.5789473684210527; 'support': 15}; '1.0': {'precision': 0.8620689655172413; 'recall': 0.6756756756756757; 'f1-score': 0.7575757575757576; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6701649175412294; 'recall': 0.7045045045045044; 'f1-score': 0.6682615629984051; 'support': 52}; 'weighted avg': {'precision': 0.7513550916849266; 'recall': 0.6923076923076923; 'f1-score': 0.706048337627285; 'support': 52}}
l: 5,1,DNF,4,469,52,3,[156; 157],158,5.355527,0.711538,0,[],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,DNF,5,469,52,3,[156; 157],158,5.526026,0.692308,1,[X0 >= 23.000000],{'0.0': {'precision': 0.43478260869565216; 'recall': 0.14925373134328357; 'f1-score': 0.2222222222222222; 'support': 134}; '1.0': {'precision': 0.7304964539007093; 'recall': 0.9223880597014925; 'f1-score': 0.8153034300791557; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.5826395312981807; 'recall': 0.535820895522388; 'f1-score': 0.5187628261506889; 'support': 469}; 'weighted avg': {'precision': 0.6460067838421216; 'recall': 0.7014925373134329; 'f1-score': 0.6458516564057462; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,1,DNF,6,469,52,3,[156; 157],158,4.515015,0.615385,1,[X0 >= 31.000000],{'0.0': {'precision': 0.44329896907216493; 'recall': 0.3208955223880597; 'f1-score': 0.3722943722943723; 'support': 134}; '1.0': {'precision': 0.7553763440860215; 'recall': 0.8388059701492537; 'f1-score': 0.7949080622347949; 'support': 335}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.5993376565790932; 'recall': 0.5798507462686567; 'f1-score': 0.5836012172645836; 'support': 469}; 'weighted avg': {'precision': 0.6662113797963481; 'recall': 0.6908315565031983; 'f1-score': 0.6741612936803885; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
l: 5,1,DNF,7,469,52,3,[156; 157],158,5.813404,0.653846,1,[X5 >= 18.000000],{'0.0': {'precision': 0.4318181818181818; 'recall': 0.1417910447761194; 'f1-score': 0.21348314606741572; 'support': 134}; '1.0': {'precision': 0.7294117647058823; 'recall': 0.9253731343283582; 'f1-score': 0.8157894736842104; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.580614973262032; 'recall': 0.5335820895522388; 'f1-score': 0.5146363098758131; 'support': 469}; 'weighted avg': {'precision': 0.6443850267379678; 'recall': 0.7014925373134329; 'f1-score': 0.6437019515079834; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.7111111111111111; 'recall': 0.8648648648648649; 'f1-score': 0.7804878048780488; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.4984126984126984; 'recall': 0.4990990990990991; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5884004884004884; 'recall': 0.6538461538461539; 'f1-score': 0.6077946443800102; 'support': 52}}
l: 5,1,DNF,8,469,52,3,[156; 157],158,3.334314,0.538462,2,[X5 >= 25.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.45180722891566266; 'recall': 0.5597014925373134; 'f1-score': 0.5; 'support': 134}; '1.0': {'precision': 0.8052805280528053; 'recall': 0.7283582089552239; 'f1-score': 0.7648902821316614; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.628543878484234; 'recall': 0.6440298507462686; 'f1-score': 0.6324451410658307; 'support': 469}; 'weighted avg': {'precision': 0.7042881568707645; 'recall': 0.6801705756929638; 'f1-score': 0.6892073443797581; 'support': 469}},{'0.0': {'precision': 0.30434782608695654; 'recall': 0.4666666666666667; 'f1-score': 0.3684210526315789; 'support': 15}; '1.0': {'precision': 0.7241379310344828; 'recall': 0.5675675675675675; 'f1-score': 0.6363636363636365; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5142428785607196; 'recall': 0.5171171171171172; 'f1-score': 0.5023923444976077; 'support': 52}; 'weighted avg': {'precision': 0.6030446315303887; 'recall': 0.5384615384615384; 'f1-score': 0.5590725064409277; 'support': 52}}
l: 5,1,DNF,9,469,52,3,[156; 157],158,3.304494,0.711538,1,[X0 >= 23.000000],{'0.0': {'precision': 0.42857142857142855; 'recall': 0.15671641791044777; 'f1-score': 0.2295081967213115; 'support': 134}; '1.0': {'precision': 0.7309523809523809; 'recall': 0.9164179104477612; 'f1-score': 0.8132450331125827; 'support': 335}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.5797619047619047; 'recall': 0.5365671641791045; 'f1-score': 0.5213766149169471; 'support': 469}; 'weighted avg': {'precision': 0.6445578231292517; 'recall': 0.6993603411513859; 'f1-score': 0.6464630798579338; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.13333333333333333; 'f1-score': 0.2105263157894737; 'support': 15}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9459459459459459; 'f1-score': 0.8235294117647058; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6145833333333333; 'recall': 0.5396396396396397; 'f1-score': 0.5170278637770898; 'support': 52}; 'weighted avg': {'precision': 0.6630608974358974; 'recall': 0.7115384615384616; 'f1-score': 0.6467015956180042; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.677467 (+- 0.056622), (mean training time) 4.527328 (+- 1.087519)
l: 5,2,CNF,0,468,53,58,[8; 9],158,1.838573,0.566038,8,[X0 >= 31.000000 OR X5 >= 74.000000 OR X7 < 7.300000] AND [X0 < 31.000000 OR X5 >= 30.000000 OR X6 >= 71.600000 OR X7 >= 7.900000 OR X8 >= 3.900000],{'0.0': {'precision': 0.3939393939393939; 'recall': 0.3880597014925373; 'f1-score': 0.39097744360902253; 'support': 134}; '1.0': {'precision': 0.7559523809523809; 'recall': 0.7604790419161677; 'f1-score': 0.7582089552238805; 'support': 334}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5749458874458875; 'recall': 0.5742693717043525; 'f1-score': 0.5745931994164515; 'support': 468}; 'weighted avg': {'precision': 0.6522990897990899; 'recall': 0.6538461538461539; 'f1-score': 0.653061471129028; 'support': 468}},{'0.0': {'precision': 0.3181818181818182; 'recall': 0.4666666666666667; 'f1-score': 0.3783783783783784; 'support': 15}; '1.0': {'precision': 0.7419354838709677; 'recall': 0.6052631578947368; 'f1-score': 0.6666666666666666; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.5300586510263929; 'recall': 0.5359649122807018; 'f1-score': 0.5225225225225225; 'support': 53}; 'weighted avg': {'precision': 0.6220052011287557; 'recall': 0.5660377358490566; 'f1-score': 0.5850756416794153; 'support': 53}}
l: 5,2,CNF,1,469,52,58,[8; 9],158,1.771437,0.673077,6,[X0 < 40.000000 OR X6 >= 54.000000 OR X8 >= 2.700000] AND [X0 >= 23.000000 OR X2 < 0.800000 OR X6 >= 42.000000],{'0.0': {'precision': 0.39655172413793105; 'recall': 0.17037037037037037; 'f1-score': 0.2383419689119171; 'support': 135}; '1.0': {'precision': 0.7274939172749392; 'recall': 0.8952095808383234; 'f1-score': 0.8026845637583891; 'support': 334}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5620228207064351; 'recall': 0.5327899756043468; 'f1-score': 0.5205132663351532; 'support': 469}; 'weighted avg': {'precision': 0.6322333712760136; 'recall': 0.6865671641791045; 'f1-score': 0.6402405332588716; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.21428571428571427; 'f1-score': 0.2608695652173913; 'support': 14}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8421052631578947; 'f1-score': 0.7901234567901234; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5387596899224806; 'recall': 0.5281954887218044; 'f1-score': 0.5254965110037574; 'support': 52}; 'weighted avg': {'precision': 0.633571854502087; 'recall': 0.6730769230769231; 'f1-score': 0.6476320244436186; 'support': 52}}
l: 5,2,CNF,2,469,52,58,[8; 9],158,1.990143,0.557692,7,[X2 >= 3.300000 OR X6 >= 105.000000] AND [X0 < 55.000000 OR X1 OR X5 >= 35.000000 OR X6 >= 71.600000 OR X8 >= 3.600000],{'0.0': {'precision': 0.3716012084592145; 'recall': 0.917910447761194; 'f1-score': 0.5290322580645161; 'support': 134}; '1.0': {'precision': 0.9202898550724637; 'recall': 0.37910447761194027; 'f1-score': 0.5369978858350951; 'support': 335}; 'accuracy': 0.5330490405117271; 'macro avg': {'precision': 0.6459455317658391; 'recall': 0.6485074626865671; 'f1-score': 0.5330150719498057; 'support': 469}; 'weighted avg': {'precision': 0.7635216703258211; 'recall': 0.5330490405117271; 'f1-score': 0.5347219921863582; 'support': 469}},{'0.0': {'precision': 0.39473684210526316; 'recall': 1.0; 'f1-score': 0.5660377358490566; 'support': 15}; '1.0': {'precision': 1.0; 'recall': 0.3783783783783784; 'f1-score': 0.5490196078431372; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.6973684210526316; 'recall': 0.6891891891891893; 'f1-score': 0.5575286718460969; 'support': 52}; 'weighted avg': {'precision': 0.8254048582995951; 'recall': 0.5576923076923077; 'f1-score': 0.5539286832294601; 'support': 52}}
l: 5,2,CNF,3,469,52,58,[8; 9],158,1.890918,0.653846,6,[X0 < 60.000000 OR X6 >= 71.600000] AND [X2 < 0.800000 OR X4 >= 208.000000 OR X5 < 21.000000 OR X6 >= 42.000000],{'0.0': {'precision': 0.3933333333333333; 'recall': 0.44029850746268656; 'f1-score': 0.4154929577464788; 'support': 134}; '1.0': {'precision': 0.7648902821316614; 'recall': 0.7283582089552239; 'f1-score': 0.746177370030581; 'support': 335}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.5791118077324974; 'recall': 0.5843283582089552; 'f1-score': 0.58083516388853; 'support': 469}; 'weighted avg': {'precision': 0.6587311539035676; 'recall': 0.6460554371002132; 'f1-score': 0.6516961093779804; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7209302325581395; 'recall': 0.8378378378378378; 'f1-score': 0.7749999999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5271317829457364; 'recall': 0.518918918918919; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.60912343470483; 'recall': 0.6538461538461539; 'f1-score': 0.6235576923076922; 'support': 52}}
