l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.420558,0.641509,4,[X0 < 23.000000 OR X2 >= 2.000000 OR X6 >= 192.000000 OR X8 < 3.000000],{'0.0': {'precision': 0.37894736842105264; 'recall': 0.5373134328358209; 'f1-score': 0.4444444444444444; 'support': 134}; '1.0': {'precision': 0.7769784172661871; 'recall': 0.6467065868263473; 'f1-score': 0.7058823529411765; 'support': 334}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5779628928436199; 'recall': 0.5920100098310841; 'f1-score': 0.5751633986928104; 'support': 468}; 'weighted avg': {'precision': 0.6630122622549733; 'recall': 0.6153846153846154; 'f1-score': 0.6310261996536507; 'support': 468}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7631578947368421; 'f1-score': 0.7532467532467534; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.5503663003663004; 'recall': 0.5482456140350878; 'f1-score': 0.5490371697268249; 'support': 53}; 'weighted avg': {'precision': 0.634217983274587; 'recall': 0.6415094339622641; 'f1-score': 0.6376564229524542; 'support': 53}}
l: 5,1,DNF,5,469,52,58,[8; 9],158,2.123178,0.596154,1,[X5 >= 35.000000],{'0.0': {'precision': 0.41702127659574467; 'recall': 0.7313432835820896; 'f1-score': 0.5311653116531165; 'support': 134}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.591044776119403; 'f1-score': 0.6959578207381372; 'support': 335}; 'accuracy': 0.6311300639658849; 'macro avg': {'precision': 0.6315875613747954; 'recall': 0.6611940298507463; 'f1-score': 0.6135615661956269; 'support': 469}; 'weighted avg': {'precision': 0.7235445405658171; 'recall': 0.6311300639658849; 'f1-score': 0.6488742467138455; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.6; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7857142857142857; 'recall': 0.5945945945945946; 'f1-score': 0.676923076923077; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5803571428571428; 'recall': 0.5972972972972973; 'f1-score': 0.5692307692307692; 'support': 52}; 'weighted avg': {'precision': 0.667239010989011; 'recall': 0.5961538461538461; 'f1-score': 0.6147928994082841; 'support': 52}}
l: 5,1,DNF,6,469,52,58,[8; 9],158,1.823387,0.557692,3,[X0 >= 23.000000 AND X1 AND X5 < 74.000000],{'0.0': {'precision': 0.2767857142857143; 'recall': 0.4626865671641791; 'f1-score': 0.3463687150837989; 'support': 134}; '1.0': {'precision': 0.7061224489795919; 'recall': 0.5164179104477612; 'f1-score': 0.596551724137931; 'support': 335}; 'accuracy': 0.5010660980810234; 'macro avg': {'precision': 0.4914540816326531; 'recall': 0.48955223880597015; 'f1-score': 0.47146021961086493; 'support': 469}; 'weighted avg': {'precision': 0.5834548104956269; 'recall': 0.5010660980810234; 'f1-score': 0.525070864408179; 'support': 469}},{'0.0': {'precision': 0.3181818181818182; 'recall': 0.4666666666666667; 'f1-score': 0.3783783783783784; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5945945945945946; 'f1-score': 0.6567164179104478; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5257575757575758; 'recall': 0.5306306306306307; 'f1-score': 0.5175473981444131; 'support': 52}; 'weighted avg': {'precision': 0.6135780885780886; 'recall': 0.5576923076923077; 'f1-score': 0.5764265988146586; 'support': 52}}
l: 5,1,DNF,7,469,52,58,[8; 9],158,1.844276,0.634615,2,[X6 >= 23.000000 AND X8 < 3.600000],{'0.0': {'precision': 0.398989898989899; 'recall': 0.5895522388059702; 'f1-score': 0.4759036144578313; 'support': 134}; '1.0': {'precision': 0.7970479704797048; 'recall': 0.6447761194029851; 'f1-score': 0.7128712871287128; 'support': 335}; 'accuracy': 0.6289978678038379; 'macro avg': {'precision': 0.5980189347348019; 'recall': 0.6171641791044776; 'f1-score': 0.594387450793272; 'support': 469}; 'weighted avg': {'precision': 0.6833170929111889; 'recall': 0.6289978678038379; 'f1-score': 0.6451662377941753; 'support': 469}},{'0.0': {'precision': 0.4166666666666667; 'recall': 0.6666666666666666; 'f1-score': 0.5128205128205129; 'support': 15}; '1.0': {'precision': 0.8214285714285714; 'recall': 0.6216216216216216; 'f1-score': 0.7076923076923075; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6190476190476191; 'recall': 0.6441441441441441; 'f1-score': 0.6102564102564102; 'support': 52}; 'weighted avg': {'precision': 0.7046703296703296; 'recall': 0.6346153846153846; 'f1-score': 0.6514792899408283; 'support': 52}}
l: 5,1,DNF,8,469,52,58,[8; 9],158,1.802126,0.576923,3,[X0 >= 23.000000 AND X6 >= 28.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.4221105527638191; 'recall': 0.6268656716417911; 'f1-score': 0.5045045045045045; 'support': 134}; '1.0': {'precision': 0.8148148148148148; 'recall': 0.6567164179104478; 'f1-score': 0.7272727272727273; 'support': 335}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.6184626837893169; 'recall': 0.6417910447761195; 'f1-score': 0.6158886158886159; 'support': 469}; 'weighted avg': {'precision': 0.7026135970859588; 'recall': 0.6481876332622601; 'f1-score': 0.6636246636246637; 'support': 469}},{'0.0': {'precision': 0.3157894736842105; 'recall': 0.4; 'f1-score': 0.35294117647058826; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.6486486486486487; 'f1-score': 0.6857142857142857; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5215311004784688; 'recall': 0.5243243243243243; 'f1-score': 0.519327731092437; 'support': 52}; 'weighted avg': {'precision': 0.6085756348914244; 'recall': 0.5769230769230769; 'f1-score': 0.589722042663219; 'support': 52}}
l: 5,1,DNF,9,469,52,58,[8; 9],158,1.711874,0.442308,1,[X9 >= 0.930000],{'0.0': {'precision': 0.22510822510822512; 'recall': 0.3880597014925373; 'f1-score': 0.28493150684931506; 'support': 134}; '1.0': {'precision': 0.6554621848739496; 'recall': 0.46567164179104475; 'f1-score': 0.5445026178010471; 'support': 335}; 'accuracy': 0.44349680170575695; 'macro avg': {'precision': 0.44028520499108736; 'recall': 0.426865671641791; 'f1-score': 0.41471706232518113; 'support': 469}; 'weighted avg': {'precision': 0.5325039106551711; 'recall': 0.44349680170575695; 'f1-score': 0.47033944324340937; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.4666666666666667; 'f1-score': 0.32558139534883723; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.43243243243243246; 'f1-score': 0.5245901639344263; 'support': 37}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.4583333333333333; 'recall': 0.44954954954954957; 'f1-score': 0.42508577964163174; 'support': 52}; 'weighted avg': {'precision': 0.5464743589743589; 'recall': 0.4423076923076923; 'f1-score': 0.467183788380891; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.583200 (+- 0.090656), (mean training time) 1.852491 (+- 0.133974)
l: 5,1,DNF,0,468,53,29,[16; 17],158,0.904949,0.679245,2,[X7 < 7.900000 AND X9 < 1.200000],{'0.0': {'precision': 0.3611111111111111; 'recall': 0.3880597014925373; 'f1-score': 0.3741007194244604; 'support': 134}; '1.0': {'precision': 0.7469135802469136; 'recall': 0.7245508982035929; 'f1-score': 0.7355623100303952; 'support': 334}; 'accuracy': 0.6282051282051282; 'macro avg': {'precision': 0.5540123456790124; 'recall': 0.5563052998480651; 'f1-score': 0.5548315147274278; 'support': 468}; 'weighted avg': {'precision': 0.63644877070803; 'recall': 0.6282051282051282; 'f1-score': 0.6320668973355336; 'support': 468}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7631578947368421; 'f1-score': 0.7733333333333334; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.6106418918918919; 'recall': 0.6149122807017544; 'f1-score': 0.61247311827957; 'support': 53}; 'weighted avg': {'precision': 0.6857789393166751; 'recall': 0.6792452830188679; 'f1-score': 0.6822803814161088; 'support': 53}}
l: 5,1,DNF,1,469,52,29,[16; 17],158,1.126570,0.615385,3,[X2 >= 0.800000 AND X3 >= 0.200000 AND X5 >= 21.000000],{'0.0': {'precision': 0.4146341463414634; 'recall': 0.5037037037037037; 'f1-score': 0.45484949832775917; 'support': 135}; '1.0': {'precision': 0.780327868852459; 'recall': 0.7125748502994012; 'f1-score': 0.7449139280125195; 'support': 334}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.5974810075969612; 'recall': 0.6081392770015523; 'f1-score': 0.5998817131701394; 'support': 469}; 'weighted avg': {'precision': 0.6750642173834092; 'recall': 0.652452025586354; 'f1-score': 0.6614199024102965; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.42857142857142855; 'f1-score': 0.375; 'support': 14}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.6842105263157895; 'f1-score': 0.7222222222222222; 'support': 38}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5490196078431372; 'recall': 0.556390977443609; 'f1-score': 0.5486111111111112; 'support': 52}; 'weighted avg': {'precision': 0.6485671191553544; 'recall': 0.6153846153846154; 'f1-score': 0.6287393162393162; 'support': 52}}
l: 5,1,DNF,2,469,52,29,[16; 17],158,1.050255,0.519231,3,[X4 >= 150.000000 AND X7 >= 6.200000 AND X9 < 1.200000],{'0.0': {'precision': 0.32706766917293234; 'recall': 0.6492537313432836; 'f1-score': 0.43499999999999994; 'support': 134}; '1.0': {'precision': 0.7684729064039408; 'recall': 0.46567164179104475; 'f1-score': 0.5799256505576208; 'support': 335}; 'accuracy': 0.5181236673773987; 'macro avg': {'precision': 0.5477702877884366; 'recall': 0.5574626865671641; 'f1-score': 0.5074628252788104; 'support': 469}; 'weighted avg': {'precision': 0.6423571243379385; 'recall': 0.5181236673773987; 'f1-score': 0.538518321826872; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.6666666666666666; 'f1-score': 0.4444444444444444; 'support': 15}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.4594594594594595; 'f1-score': 0.576271186440678; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.553030303030303; 'recall': 0.5630630630630631; 'f1-score': 0.5103578154425612; 'support': 52}; 'weighted avg': {'precision': 0.645979020979021; 'recall': 0.5192307692307693; 'f1-score': 0.5382442416340721; 'support': 52}}
l: 5,1,DNF,3,469,52,29,[16; 17],158,0.949501,0.750000,3,[X0 >= 23.000000 AND X5 >= 18.000000 AND X8 >= 2.000000],{'0.0': {'precision': 0.3620689655172414; 'recall': 0.31343283582089554; 'f1-score': 0.336; 'support': 134}; '1.0': {'precision': 0.7393767705382436; 'recall': 0.7791044776119403; 'f1-score': 0.7587209302325582; 'support': 335}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.5507228680277425; 'recall': 0.5462686567164179; 'f1-score': 0.5473604651162791; 'support': 469}; 'weighted avg': {'precision': 0.6315745405322429; 'recall': 0.6460554371002132; 'f1-score': 0.6379435215946844; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
l: 5,1,DNF,4,469,52,29,[16; 17],158,0.991727,0.730769,1,[X8 < 3.900000],{'0.0': {'precision': 0.37209302325581395; 'recall': 0.23880597014925373; 'f1-score': 0.2909090909090909; 'support': 134}; '1.0': {'precision': 0.7336814621409922; 'recall': 0.8388059701492537; 'f1-score': 0.7827298050139275; 'support': 335}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.5528872426984031; 'recall': 0.5388059701492537; 'f1-score': 0.5368194479615092; 'support': 469}; 'weighted avg': {'precision': 0.6303704796023698; 'recall': 0.6673773987206824; 'f1-score': 0.6422096009839742; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
l: 5,1,DNF,5,469,52,29,[16; 17],158,1.137357,0.538462,2,[X5 >= 18.000000 AND X7 >= 5.600000],{'0.0': {'precision': 0.32558139534883723; 'recall': 0.31343283582089554; 'f1-score': 0.3193916349809886; 'support': 134}; '1.0': {'precision': 0.7294117647058823; 'recall': 0.7402985074626866; 'f1-score': 0.7348148148148148; 'support': 335}; 'accuracy': 0.6183368869936035; 'macro avg': {'precision': 0.5274965800273598; 'recall': 0.526865671641791; 'f1-score': 0.5271032248979017; 'support': 469}; 'weighted avg': {'precision': 0.614031659175298; 'recall': 0.6183368869936035; 'f1-score': 0.6161224777194358; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.2; 'f1-score': 0.20000000000000004; 'support': 15}; '1.0': {'precision': 0.6756756756756757; 'recall': 0.6756756756756757; 'f1-score': 0.6756756756756757; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.4378378378378378; 'recall': 0.4378378378378378; 'f1-score': 0.43783783783783786; 'support': 52}; 'weighted avg': {'precision': 0.5384615384615384; 'recall': 0.5384615384615384; 'f1-score': 0.5384615384615384; 'support': 52}}
l: 5,1,DNF,6,469,52,29,[16; 17],158,1.027354,0.750000,2,[X4 >= 167.600000 AND X6 >= 23.000000],{'0.0': {'precision': 0.4217687074829932; 'recall': 0.4626865671641791; 'f1-score': 0.44128113879003555; 'support': 134}; '1.0': {'precision': 0.7763975155279503; 'recall': 0.746268656716418; 'f1-score': 0.7610350076103501; 'support': 335}; 'accuracy': 0.6652452025586354; 'macro avg': {'precision': 0.5990831115054718; 'recall': 0.6044776119402986; 'f1-score': 0.6011580732001929; 'support': 469}; 'weighted avg': {'precision': 0.6750749989436768; 'recall': 0.6652452025586354; 'f1-score': 0.6696767593759746; 'support': 469}},{'0.0': {'precision': 0.55; 'recall': 0.7333333333333333; 'f1-score': 0.6285714285714286; 'support': 15}; '1.0': {'precision': 0.875; 'recall': 0.7567567567567568; 'f1-score': 0.8115942028985507; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7125; 'recall': 0.745045045045045; 'f1-score': 0.7200828157349897; 'support': 52}; 'weighted avg': {'precision': 0.78125; 'recall': 0.75; 'f1-score': 0.7587991718426501; 'support': 52}}
l: 5,1,DNF,7,469,52,29,[16; 17],158,1.200095,0.692308,2,[X0 >= 23.000000 AND X1],{'0.0': {'precision': 0.3841059602649007; 'recall': 0.43283582089552236; 'f1-score': 0.4070175438596491; 'support': 134}; '1.0': {'precision': 0.7610062893081762; 'recall': 0.7223880597014926; 'f1-score': 0.7411944869831546; 'support': 335}; 'accuracy': 0.6396588486140725; 'macro avg': {'precision': 0.5725561247865384; 'recall': 0.5776119402985075; 'f1-score': 0.5741060154214018; 'support': 469}; 'weighted avg': {'precision': 0.6533204810100974; 'recall': 0.6396588486140725; 'f1-score': 0.6457153603764387; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,1,DNF,8,469,52,29,[16; 17],158,1.024485,0.269231,4,[X0 < 49.000000 AND X4 >= 150.000000 AND X7 < 7.100000 AND X9 < 1.200000],{'0.0': {'precision': 0.29289940828402367; 'recall': 0.7388059701492538; 'f1-score': 0.4194915254237288; 'support': 134}; '1.0': {'precision': 0.732824427480916; 'recall': 0.2865671641791045; 'f1-score': 0.41201716738197425; 'support': 335}; 'accuracy': 0.4157782515991471; 'macro avg': {'precision': 0.5128619178824698; 'recall': 0.5126865671641792; 'f1-score': 0.4157543464028515; 'support': 469}; 'weighted avg': {'precision': 0.6071315648532325; 'recall': 0.4157782515991471; 'f1-score': 0.414152698251047; 'support': 469}},{'0.0': {'precision': 0.23255813953488372; 'recall': 0.6666666666666666; 'f1-score': 0.3448275862068966; 'support': 15}; '1.0': {'precision': 0.4444444444444444; 'recall': 0.10810810810810811; 'f1-score': 0.17391304347826086; 'support': 37}; 'accuracy': 0.2692307692307692; 'macro avg': {'precision': 0.33850129198966405; 'recall': 0.38738738738738737; 'f1-score': 0.2593703148425787; 'support': 52}; 'weighted avg': {'precision': 0.38332339495130185; 'recall': 0.2692307692307692; 'f1-score': 0.22321531541921347; 'support': 52}}
l: 5,1,DNF,9,469,52,29,[16; 17],158,1.193261,0.423077,3,[X1 AND X4 >= 150.000000 AND X8 < 3.600000],{'0.0': {'precision': 0.3684210526315789; 'recall': 0.6791044776119403; 'f1-score': 0.4776902887139107; 'support': 134}; '1.0': {'precision': 0.8063063063063063; 'recall': 0.5343283582089552; 'f1-score': 0.6427289048473968; 'support': 335}; 'accuracy': 0.5756929637526652; 'macro avg': {'precision': 0.5873636794689426; 'recall': 0.6067164179104477; 'f1-score': 0.5602095967806537; 'support': 469}; 'weighted avg': {'precision': 0.6811962338278128; 'recall': 0.5756929637526652; 'f1-score': 0.5955750145235436; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.6; 'f1-score': 0.37499999999999994; 'support': 15}; '1.0': {'precision': 0.6842105263157895; 'recall': 0.35135135135135137; 'f1-score': 0.4642857142857143; 'support': 37}; 'accuracy': 0.4230769230769231; 'macro avg': {'precision': 0.4784688995215311; 'recall': 0.4756756756756757; 'f1-score': 0.4196428571428571; 'support': 52}; 'weighted avg': {'precision': 0.5655134339344866; 'recall': 0.4230769230769231; 'f1-score': 0.43853021978021983; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.596771 (+- 0.151015), (mean training time) 1.060555 (+- 0.095463)
l: 5,1,DNF,0,468,53,14,[33; 34],158,0.501301,0.754717,1,[X4 >= 167.600000],{'0.0': {'precision': 0.4631578947368421; 'recall': 0.3283582089552239; 'f1-score': 0.38427947598253276; 'support': 134}; '1.0': {'precision': 0.7587131367292225; 'recall': 0.8473053892215568; 'f1-score': 0.8005657708628006; 'support': 334}; 'accuracy': 0.6987179487179487; 'macro avg': {'precision': 0.6109355157330323; 'recall': 0.5878317990883903; 'f1-score': 0.5924226234226666; 'support': 468}; 'weighted avg': {'precision': 0.6740883452185836; 'recall': 0.6987179487179487; 'f1-score': 0.681372686431271; 'support': 468}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.26666666666666666; 'f1-score': 0.3809523809523809; 'support': 15}; '1.0': {'precision': 0.7659574468085106; 'recall': 0.9473684210526315; 'f1-score': 0.8470588235294116; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.7163120567375887; 'recall': 0.6070175438596491; 'f1-score': 0.6140056022408963; 'support': 53}; 'weighted avg': {'precision': 0.7378562826174226; 'recall': 0.7547169811320755; 'f1-score': 0.7151419058189312; 'support': 53}}
l: 5,1,DNF,1,469,52,14,[33; 34],158,0.678840,0.634615,2,[X0 >= 23.000000 AND X4 >= 182.000000],{'0.0': {'precision': 0.4550898203592814; 'recall': 0.562962962962963; 'f1-score': 0.5033112582781457; 'support': 135}; '1.0': {'precision': 0.804635761589404; 'recall': 0.7275449101796407; 'f1-score': 0.7641509433962264; 'support': 334}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.6298627909743427; 'recall': 0.6452539365713019; 'f1-score': 0.633731100837186; 'support': 469}; 'weighted avg': {'precision': 0.7040201921521618; 'recall': 0.6801705756929638; 'f1-score': 0.6890691577012564; 'support': 469}},{'0.0': {'precision': 0.38095238095238093; 'recall': 0.5714285714285714; 'f1-score': 0.4571428571428571; 'support': 14}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6578947368421053; 'f1-score': 0.7246376811594202; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5937019969278033; 'recall': 0.6146616541353384; 'f1-score': 0.5908902691511386; 'support': 52}; 'weighted avg': {'precision': 0.6918941273779983; 'recall': 0.6346153846153846; 'f1-score': 0.6526198439241916; 'support': 52}}
l: 5,1,DNF,2,469,52,14,[33; 34],158,0.518507,0.634615,2,[X0 >= 23.000000 AND X3 >= 0.200000],{'0.0': {'precision': 0.43023255813953487; 'recall': 0.27611940298507465; 'f1-score': 0.33636363636363636; 'support': 134}; '1.0': {'precision': 0.7467362924281984; 'recall': 0.8537313432835821; 'f1-score': 0.7966573816155988; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5884844252838666; 'recall': 0.5649253731343284; 'f1-score': 0.5665105089896176; 'support': 469}; 'weighted avg': {'precision': 0.6563066540600088; 'recall': 0.6886993603411514; 'f1-score': 0.6651448829721809; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,1,DNF,3,469,52,14,[33; 34],158,0.607576,0.634615,2,[X2 >= 0.700000 AND X6 >= 23.000000],{'0.0': {'precision': 0.4434782608695652; 'recall': 0.3805970149253731; 'f1-score': 0.40963855421686746; 'support': 134}; '1.0': {'precision': 0.7655367231638418; 'recall': 0.808955223880597; 'f1-score': 0.7866473149492017; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6045074920167035; 'recall': 0.594776119402985; 'f1-score': 0.5981429345830346; 'support': 469}; 'weighted avg': {'precision': 0.6735200196511913; 'recall': 0.6865671641791045; 'f1-score': 0.6789305261685348; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
l: 5,1,DNF,4,469,52,14,[33; 34],158,0.664430,0.692308,1,[X0 >= 23.000000],{'0.0': {'precision': 0.5; 'recall': 0.1791044776119403; 'f1-score': 0.26373626373626374; 'support': 134}; '1.0': {'precision': 0.7387173396674585; 'recall': 0.9283582089552239; 'f1-score': 0.8227513227513228; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6193586698337292; 'recall': 0.5537313432835821; 'f1-score': 0.5432437932437932; 'support': 469}; 'weighted avg': {'precision': 0.6705123854767561; 'recall': 0.7142857142857143; 'f1-score': 0.6630327344613058; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.06666666666666667; 'f1-score': 0.1111111111111111; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9459459459459459; 'f1-score': 0.813953488372093; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5238095238095238; 'recall': 0.5063063063063064; 'f1-score': 0.46253229974160204; 'support': 52}; 'weighted avg': {'precision': 0.6043956043956045; 'recall': 0.6923076923076923; 'f1-score': 0.6112104949314252; 'support': 52}}
l: 5,1,DNF,5,469,52,14,[33; 34],158,0.678325,0.615385,3,[X0 >= 23.000000 AND X3 >= 0.200000 AND X6 >= 28.000000],{'0.0': {'precision': 0.41836734693877553; 'recall': 0.6119402985074627; 'f1-score': 0.49696969696969695; 'support': 134}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.6597014925373135; 'f1-score': 0.7269736842105264; 'support': 335}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.6139455782312926; 'recall': 0.6358208955223881; 'f1-score': 0.6119716905901117; 'support': 469}; 'weighted avg': {'precision': 0.6977648202137998; 'recall': 0.6460554371002132; 'f1-score': 0.6612582592845753; 'support': 469}},{'0.0': {'precision': 0.38095238095238093; 'recall': 0.5333333333333333; 'f1-score': 0.4444444444444444; 'support': 15}; '1.0': {'precision': 0.7741935483870968; 'recall': 0.6486486486486487; 'f1-score': 0.7058823529411764; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5775729646697388; 'recall': 0.590990990990991; 'f1-score': 0.5751633986928104; 'support': 52}; 'weighted avg': {'precision': 0.6607585962424671; 'recall': 0.6153846153846154; 'f1-score': 0.6304675716440422; 'support': 52}}
l: 5,1,DNF,6,469,52,14,[33; 34],158,0.685718,0.634615,3,[X0 >= 23.000000 AND X5 >= 18.000000 AND X9 < 1.308000],{'0.0': {'precision': 0.392; 'recall': 0.3656716417910448; 'f1-score': 0.3783783783783784; 'support': 134}; '1.0': {'precision': 0.752906976744186; 'recall': 0.7731343283582089; 'f1-score': 0.7628865979381443; 'support': 335}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.5724534883720931; 'recall': 0.5694029850746268; 'f1-score': 0.5706324881582614; 'support': 469}; 'weighted avg': {'precision': 0.6497906976744185; 'recall': 0.6567164179104478; 'f1-score': 0.653027106635354; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7297297297297297; 'f1-score': 0.7397260273972601; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5625; 'recall': 0.5648648648648649; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6418269230769231; 'recall': 0.6346153846153846; 'f1-score': 0.6380060505115741; 'support': 52}}
