l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.684230,0.754717,3,[X0 >= 49.000000 OR X2 >= 1.000000 OR X5 >= 43.000000],{'0.0': {'precision': 0.49056603773584906; 'recall': 0.39097744360902253; 'f1-score': 0.4351464435146443; 'support': 133}; '1.0': {'precision': 0.7762430939226519; 'recall': 0.8388059701492537; 'f1-score': 0.8063127690100431; 'support': 335}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6334045658292504; 'recall': 0.6148917068791382; 'f1-score': 0.6207296062623437; 'support': 468}; 'weighted avg': {'precision': 0.6950570929122998; 'recall': 0.7115384615384616; 'f1-score': 0.7008317406107096; 'support': 468}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8048780487804879; 'recall': 0.868421052631579; 'f1-score': 0.8354430379746836; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.6941056910569106; 'recall': 0.6675438596491228; 'f1-score': 0.6769807782466011; 'support': 53}; 'weighted avg': {'precision': 0.7421767142199724; 'recall': 0.7547169811320755; 'f1-score': 0.7457474192606746; 'support': 53}}
l: 5,1,CNF,7,469,52,3,[156; 157],158,20.378708,0.692308,8,[(NOT X1) OR X2 >= 1.400000 OR X3 >= 0.600000 OR X4 >= 208.000000 OR X5 >= 35.000000 OR X6 >= 192.000000 OR X7 < 5.100000 OR X8 < 2.700000],{'0.0': {'precision': 0.6271186440677966; 'recall': 0.2781954887218045; 'f1-score': 0.38541666666666663; 'support': 133}; '1.0': {'precision': 0.7658536585365854; 'recall': 0.9345238095238095; 'f1-score': 0.8418230563002681; 'support': 336}; 'accuracy': 0.7484008528784648; 'macro avg': {'precision': 0.6964861513021909; 'recall': 0.606359649122807; 'f1-score': 0.6136198614834674; 'support': 469}; 'weighted avg': {'precision': 0.7265108932394662; 'recall': 0.7484008528784648; 'f1-score': 0.7123943786429783; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,1,CNF,8,469,52,3,[156; 157],158,27.914717,0.692308,8,[X2 >= 2.000000 OR X3 >= 0.300000 OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 >= 74.000000 OR X8 < 3.000000 OR X9 >= 1.308000 OR X9 < 0.800000],{'0.0': {'precision': 0.6206896551724138; 'recall': 0.2706766917293233; 'f1-score': 0.3769633507853403; 'support': 133}; '1.0': {'precision': 0.7639902676399026; 'recall': 0.9345238095238095; 'f1-score': 0.8406961178045516; 'support': 336}; 'accuracy': 0.746268656716418; 'macro avg': {'precision': 0.6923399614061583; 'recall': 0.6026002506265664; 'f1-score': 0.6088297342949459; 'support': 469}; 'weighted avg': {'precision': 0.7233527805222566; 'recall': 0.746268656716418; 'f1-score': 0.7091898107394021; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.13333333333333333; 'f1-score': 0.2; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.918918918918919; 'f1-score': 0.8095238095238095; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5617021276595745; 'recall': 0.5261261261261262; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.6301145662847791; 'recall': 0.6923076923076923; 'f1-score': 0.6336996336996337; 'support': 52}}
l: 5,1,CNF,9,469,52,3,[156; 157],158,14.303744,0.673077,6,[X0 >= 60.000000 OR X0 < 31.000000 OR X3 >= 0.600000 OR X4 >= 236.800000 OR X5 >= 35.000000 OR X6 < 19.000000],{'0.0': {'precision': 0.5806451612903226; 'recall': 0.2706766917293233; 'f1-score': 0.3692307692307692; 'support': 133}; '1.0': {'precision': 0.7616707616707616; 'recall': 0.9226190476190477; 'f1-score': 0.8344549125168237; 'support': 336}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.6711579614805421; 'recall': 0.5966478696741855; 'f1-score': 0.6018428408737965; 'support': 469}; 'weighted avg': {'precision': 0.7103351436524282; 'recall': 0.7377398720682303; 'f1-score': 0.7025256778536142; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.698549 (+- 0.028184), (mean training time) 19.381226 (+- 5.532304)
l: 5,1,DNF,0,468,53,58,[8; 9],158,1.707607,0.509434,3,[X0 >= 31.000000 AND X1 AND X8 < 3.100000],{'0.0': {'precision': 0.35064935064935066; 'recall': 0.8120300751879699; 'f1-score': 0.489795918367347; 'support': 133}; '1.0': {'precision': 0.84375; 'recall': 0.40298507462686567; 'f1-score': 0.5454545454545454; 'support': 335}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.5971996753246753; 'recall': 0.6075075749074178; 'f1-score': 0.5176252319109462; 'support': 468}; 'weighted avg': {'precision': 0.7036166958041958; 'recall': 0.5192307692307693; 'f1-score': 0.5296370296370296; 'support': 468}},{'0.0': {'precision': 0.2962962962962963; 'recall': 0.5333333333333333; 'f1-score': 0.38095238095238093; 'support': 15}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.5; 'f1-score': 0.5937499999999999; 'support': 38}; 'accuracy': 0.5094339622641509; 'macro avg': {'precision': 0.5135327635327636; 'recall': 0.5166666666666666; 'f1-score': 0.4873511904761904; 'support': 53}; 'weighted avg': {'precision': 0.607805192710853; 'recall': 0.5094339622641509; 'f1-score': 0.5335242587601077; 'support': 53}}
l: 5,1,DNF,1,469,52,58,[8; 9],158,1.523990,0.538462,2,[X4 < 512.600000 AND X4 >= 195.000000],{'0.0': {'precision': 0.3705357142857143; 'recall': 0.6194029850746269; 'f1-score': 0.46368715083798884; 'support': 134}; '1.0': {'precision': 0.7918367346938775; 'recall': 0.5791044776119403; 'f1-score': 0.6689655172413793; 'support': 335}; 'accuracy': 0.5906183368869936; 'macro avg': {'precision': 0.5811862244897958; 'recall': 0.5992537313432835; 'f1-score': 0.566326334039684; 'support': 469}; 'weighted avg': {'precision': 0.6714650145772595; 'recall': 0.5906183368869936; 'f1-score': 0.6103145554118392; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.7142857142857143; 'f1-score': 0.4545454545454545; 'support': 14}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.47368421052631576; 'f1-score': 0.6; 'support': 38}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5757575757575758; 'recall': 0.5939849624060151; 'f1-score': 0.5272727272727272; 'support': 52}; 'weighted avg': {'precision': 0.6876456876456877; 'recall': 0.5384615384615384; 'f1-score': 0.5608391608391609; 'support': 52}}
l: 5,1,DNF,2,469,52,58,[8; 9],158,1.656763,0.634615,2,[X0 >= 31.000000 AND X2 >= 0.900000],{'0.0': {'precision': 0.40358744394618834; 'recall': 0.6716417910447762; 'f1-score': 0.5042016806722689; 'support': 134}; '1.0': {'precision': 0.8211382113821138; 'recall': 0.6029850746268657; 'f1-score': 0.6953528399311533; 'support': 335}; 'accuracy': 0.6226012793176973; 'macro avg': {'precision': 0.6123628276641511; 'recall': 0.637313432835821; 'f1-score': 0.5997772603017111; 'support': 469}; 'weighted avg': {'precision': 0.7018379921147064; 'recall': 0.6226012793176973; 'f1-score': 0.6407382230000435; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.7142857142857143; 'f1-score': 0.5128205128205129; 'support': 14}; '1.0': {'precision': 0.8518518518518519; 'recall': 0.6052631578947368; 'f1-score': 0.7076923076923076; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.625925925925926; 'recall': 0.6597744360902256; 'f1-score': 0.6102564102564103; 'support': 52}; 'weighted avg': {'precision': 0.7301994301994303; 'recall': 0.6346153846153846; 'f1-score': 0.6552268244575937; 'support': 52}}
l: 5,1,DNF,3,469,52,58,[8; 9],158,1.598897,0.576923,2,[X0 < 66.000000 AND X2 >= 0.700000],{'0.0': {'precision': 0.2564102564102564; 'recall': 0.15037593984962405; 'f1-score': 0.1895734597156398; 'support': 133}; '1.0': {'precision': 0.710997442455243; 'recall': 0.8273809523809523; 'f1-score': 0.7647867950481431; 'support': 336}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.4837038494327497; 'recall': 0.4888784461152882; 'f1-score': 0.4771801273818914; 'support': 469}; 'weighted avg': {'precision': 0.5820846583529334; 'recall': 0.6353944562899787; 'f1-score': 0.6016665954762391; 'support': 469}},{'0.0': {'precision': 0.23076923076923078; 'recall': 0.2; 'f1-score': 0.21428571428571427; 'support': 15}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.7297297297297297; 'f1-score': 0.7105263157894737; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.46153846153846156; 'recall': 0.4648648648648649; 'f1-score': 0.462406015037594; 'support': 52}; 'weighted avg': {'precision': 0.5591715976331361; 'recall': 0.5769230769230769; 'f1-score': 0.56737998843262; 'support': 52}}
l: 5,1,DNF,4,469,52,58,[8; 9],158,1.484182,0.538462,3,[X0 < 60.000000 AND X0 >= 23.000000 AND X4 >= 182.000000],{'0.0': {'precision': 0.3614457831325301; 'recall': 0.6766917293233082; 'f1-score': 0.4712041884816754; 'support': 133}; '1.0': {'precision': 0.8045454545454546; 'recall': 0.5267857142857143; 'f1-score': 0.6366906474820144; 'support': 336}; 'accuracy': 0.5692963752665245; 'macro avg': {'precision': 0.5829956188389923; 'recall': 0.6017387218045113; 'f1-score': 0.5539474179818449; 'support': 469}; 'weighted avg': {'precision': 0.6788903238462669; 'recall': 0.5692963752665245; 'f1-score': 0.5897616516460974; 'support': 469}},{'0.0': {'precision': 0.32; 'recall': 0.5333333333333333; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.5405405405405406; 'f1-score': 0.625; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5303703703703704; 'recall': 0.536936936936937; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.6193732193732193; 'recall': 0.5384615384615384; 'f1-score': 0.5600961538461539; 'support': 52}}
l: 5,1,DNF,5,469,52,58,[8; 9],158,1.701491,0.653846,2,[X5 >= 21.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.3875968992248062; 'recall': 0.37593984962406013; 'f1-score': 0.3816793893129771; 'support': 133}; '1.0': {'precision': 0.7558823529411764; 'recall': 0.7648809523809523; 'f1-score': 0.7603550295857987; 'support': 336}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.5717396260829913; 'recall': 0.5704104010025062; 'f1-score': 0.5710172094493879; 'support': 469}; 'weighted avg': {'precision': 0.6514431944245939; 'recall': 0.6545842217484008; 'f1-score': 0.6529694002547001; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.26666666666666666; 'f1-score': 0.30769230769230765; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.8108108108108109; 'f1-score': 0.7692307692307694; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5476718403547671; 'recall': 0.5387387387387388; 'f1-score': 0.5384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.6255330035817841; 'recall': 0.6538461538461539; 'f1-score': 0.636094674556213; 'support': 52}}
l: 5,1,DNF,6,469,52,58,[8; 9],158,1.427727,0.480769,1,[X2 < 2.000000],{'0.0': {'precision': 0.08053691275167785; 'recall': 0.09022556390977443; 'f1-score': 0.0851063829787234; 'support': 133}; '1.0': {'precision': 0.621875; 'recall': 0.5922619047619048; 'f1-score': 0.6067073170731707; 'support': 336}; 'accuracy': 0.44989339019189767; 'macro avg': {'precision': 0.3512059563758389; 'recall': 0.3412437343358396; 'f1-score': 0.34590685002594707; 'support': 469}; 'weighted avg': {'precision': 0.4683612140639086; 'recall': 0.44989339019189767; 'f1-score': 0.4587906342702678; 'support': 469}},{'0.0': {'precision': 0.07142857142857142; 'recall': 0.06666666666666667; 'f1-score': 0.0689655172413793; 'support': 15}; '1.0': {'precision': 0.631578947368421; 'recall': 0.6486486486486487; 'f1-score': 0.64; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.3515037593984962; 'recall': 0.35765765765765767; 'f1-score': 0.3544827586206897; 'support': 52}; 'weighted avg': {'precision': 0.4699971081550029; 'recall': 0.4807692307692308; 'f1-score': 0.47527851458885945; 'support': 52}}
l: 5,1,DNF,7,469,52,58,[8; 9],158,1.570440,0.615385,1,[X1],{'0.0': {'precision': 0.3577981651376147; 'recall': 0.2932330827067669; 'f1-score': 0.32231404958677684; 'support': 133}; '1.0': {'precision': 0.7388888888888889; 'recall': 0.7916666666666666; 'f1-score': 0.764367816091954; 'support': 336}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.5483435270132518; 'recall': 0.5424498746867168; 'f1-score': 0.5433409328393655; 'support': 469}; 'weighted avg': {'precision': 0.6308183851385276; 'recall': 0.650319829424307; 'f1-score': 0.6390092852919784; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.3333333333333333; 'f1-score': 0.3333333333333333; 'support': 15}; '1.0': {'precision': 0.7297297297297297; 'recall': 0.7297297297297297; 'f1-score': 0.7297297297297297; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5315315315315315; 'recall': 0.5315315315315315; 'f1-score': 0.5315315315315315; 'support': 52}; 'weighted avg': {'precision': 0.6153846153846154; 'recall': 0.6153846153846154; 'f1-score': 0.6153846153846154; 'support': 52}}
l: 5,1,DNF,8,469,52,58,[8; 9],158,1.747482,0.557692,2,[X0 >= 31.000000 AND X4 >= 182.000000],{'0.0': {'precision': 0.42783505154639173; 'recall': 0.6240601503759399; 'f1-score': 0.5076452599388379; 'support': 133}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.6696428571428571; 'f1-score': 0.7364975450081833; 'support': 336}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.623008434864105; 'recall': 0.6468515037593985; 'f1-score': 0.6220714024735106; 'support': 469}; 'weighted avg': {'precision': 0.7074864664493838; 'recall': 0.6567164179104478; 'f1-score': 0.6715991358094137; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.4; 'f1-score': 0.34285714285714286; 'support': 15}; '1.0': {'precision': 0.71875; 'recall': 0.6216216216216216; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.509375; 'recall': 0.5108108108108108; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.5979567307692307; 'recall': 0.5576923076923077; 'f1-score': 0.5732600732600732; 'support': 52}}
l: 5,1,DNF,9,469,52,58,[8; 9],158,1.616824,0.326923,4,[X0 < 49.000000 AND X0 >= 23.000000 AND X6 >= 28.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.31962025316455694; 'recall': 0.7593984962406015; 'f1-score': 0.44988864142538976; 'support': 133}; '1.0': {'precision': 0.7908496732026143; 'recall': 0.3601190476190476; 'f1-score': 0.4948875255623722; 'support': 336}; 'accuracy': 0.47334754797441364; 'macro avg': {'precision': 0.5552349631835857; 'recall': 0.5597587719298246; 'f1-score': 0.47238808349388095; 'support': 469}; 'weighted avg': {'precision': 0.6572174496097323; 'recall': 0.47334754797441364; 'f1-score': 0.48212664797128757; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.6666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.5833333333333334; 'recall': 0.1891891891891892; 'f1-score': 0.28571428571428575; 'support': 37}; 'accuracy': 0.3269230769230769; 'macro avg': {'precision': 0.4166666666666667; 'recall': 0.4279279279279279; 'f1-score': 0.3246753246753247; 'support': 52}; 'weighted avg': {'precision': 0.4871794871794872; 'recall': 0.3269230769230769; 'f1-score': 0.30819180819180825; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.543251 (+- 0.088891), (mean training time) 1.603540 (+- 0.098364)
l: 5,1,DNF,0,468,53,29,[16; 17],158,1.057566,0.716981,3,[X3 >= 0.200000 AND X6 >= 19.000000 AND X8 < 4.100000],{'0.0': {'precision': 0.4; 'recall': 0.39097744360902253; 'f1-score': 0.39543726235741444; 'support': 133}; '1.0': {'precision': 0.7603550295857988; 'recall': 0.7671641791044777; 'f1-score': 0.7637444279346212; 'support': 335}; 'accuracy': 0.6602564102564102; 'macro avg': {'precision': 0.5801775147928994; 'recall': 0.5790708113567501; 'f1-score': 0.5795908451460178; 'support': 468}; 'weighted avg': {'precision': 0.6579464421180398; 'recall': 0.6602564102564102; 'f1-score': 0.659075938571868; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.4666666666666667; 'f1-score': 0.4827586206896552; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8157894736842105; 'f1-score': 0.8051948051948051; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6474358974358974; 'recall': 0.6412280701754386; 'f1-score': 0.6439767129422301; 'support': 53}; 'weighted avg': {'precision': 0.7114175133043057; 'recall': 0.7169811320754716; 'f1-score': 0.7139392812782533; 'support': 53}}
l: 5,1,DNF,1,469,52,29,[16; 17],158,1.007208,0.673077,1,[X2 >= 0.800000],{'0.0': {'precision': 0.42574257425742573; 'recall': 0.3208955223880597; 'f1-score': 0.3659574468085106; 'support': 134}; '1.0': {'precision': 0.7527173913043478; 'recall': 0.826865671641791; 'f1-score': 0.7880512091038406; 'support': 335}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.5892299827808868; 'recall': 0.5738805970149253; 'f1-score': 0.5770043279561756; 'support': 469}; 'weighted avg': {'precision': 0.6592960150052272; 'recall': 0.6823027718550106; 'f1-score': 0.6674529913051749; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.2857142857142857; 'f1-score': 0.32; 'support': 14}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8157894736842105; 'f1-score': 0.7848101265822786; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5598669623059866; 'recall': 0.5507518796992481; 'f1-score': 0.5524050632911393; 'support': 52}; 'weighted avg': {'precision': 0.6504349309227357; 'recall': 0.6730769230769231; 'f1-score': 0.6596689386562804; 'support': 52}}
l: 5,1,DNF,2,469,52,29,[16; 17],158,0.982656,0.557692,4,[X0 >= 23.000000 AND X5 >= 35.000000 AND X6 >= 28.000000 AND X9 < 1.200000],{'0.0': {'precision': 0.3856655290102389; 'recall': 0.8432835820895522; 'f1-score': 0.5292740046838408; 'support': 134}; '1.0': {'precision': 0.8806818181818182; 'recall': 0.4626865671641791; 'f1-score': 0.6066536203522506; 'support': 335}; 'accuracy': 0.5714285714285714; 'macro avg': {'precision': 0.6331736735960286; 'recall': 0.6529850746268657; 'f1-score': 0.5679638125180457; 'support': 469}; 'weighted avg': {'precision': 0.7392485927042242; 'recall': 0.5714285714285714; 'f1-score': 0.5845451587327049; 'support': 469}},{'0.0': {'precision': 0.3783783783783784; 'recall': 1.0; 'f1-score': 0.5490196078431372; 'support': 14}; '1.0': {'precision': 1.0; 'recall': 0.39473684210526316; 'f1-score': 0.5660377358490566; 'support': 38}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.6891891891891893; 'recall': 0.6973684210526316; 'f1-score': 0.5575286718460969; 'support': 52}; 'weighted avg': {'precision': 0.8326403326403327; 'recall': 0.5576923076923077; 'f1-score': 0.5614559321551552; 'support': 52}}
l: 5,1,DNF,3,469,52,29,[16; 17],158,0.886125,0.711538,2,[X4 >= 182.000000 AND X5 >= 18.000000],{'0.0': {'precision': 0.4339622641509434; 'recall': 0.518796992481203; 'f1-score': 0.4726027397260274; 'support': 133}; '1.0': {'precision': 0.7935483870967742; 'recall': 0.7321428571428571; 'f1-score': 0.761609907120743; 'support': 336}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.6137553256238588; 'recall': 0.6254699248120301; 'f1-score': 0.6171063234233851; 'support': 469}; 'weighted avg': {'precision': 0.6915762029778073; 'recall': 0.6716417910447762; 'f1-score': 0.6796526506953758; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.6; 'f1-score': 0.5454545454545454; 'support': 15}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7567567567567568; 'f1-score': 0.7887323943661971; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6617647058823529; 'recall': 0.6783783783783783; 'f1-score': 0.6670934699103712; 'support': 52}; 'weighted avg': {'precision': 0.7302036199095022; 'recall': 0.7115384615384616; 'f1-score': 0.7185560917955284; 'support': 52}}
l: 5,1,DNF,4,469,52,29,[16; 17],158,1.061768,0.692308,1,[X6 >= 19.000000],{'0.0': {'precision': 0.42857142857142855; 'recall': 0.13533834586466165; 'f1-score': 0.2057142857142857; 'support': 133}; '1.0': {'precision': 0.7306791569086651; 'recall': 0.9285714285714286; 'f1-score': 0.817824377457405; 'support': 336}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.5796252927400468; 'recall': 0.5319548872180451; 'f1-score': 0.5117693315858454; 'support': 469}; 'weighted avg': {'precision': 0.6450068160369115; 'recall': 0.7036247334754797; 'f1-score': 0.6442409186048786; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,1,DNF,5,469,52,29,[16; 17],158,0.809011,0.557692,3,[X0 >= 23.000000 AND X2 >= 0.800000 AND X7 < 7.900000],{'0.0': {'precision': 0.40476190476190477; 'recall': 0.5112781954887218; 'f1-score': 0.45182724252491696; 'support': 133}; '1.0': {'precision': 0.7840531561461794; 'recall': 0.7023809523809523; 'f1-score': 0.7409733124018839; 'support': 336}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.5944075304540422; 'recall': 0.606829573934837; 'f1-score': 0.5964002774634004; 'support': 469}; 'weighted avg': {'precision': 0.6764929505297433; 'recall': 0.6481876332622601; 'f1-score': 0.658976665720356; 'support': 469}},{'0.0': {'precision': 0.3181818181818182; 'recall': 0.4666666666666667; 'f1-score': 0.3783783783783784; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5945945945945946; 'f1-score': 0.6567164179104478; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5257575757575758; 'recall': 0.5306306306306307; 'f1-score': 0.5175473981444131; 'support': 52}; 'weighted avg': {'precision': 0.6135780885780886; 'recall': 0.5576923076923077; 'f1-score': 0.5764265988146586; 'support': 52}}
l: 5,1,DNF,6,469,52,29,[16; 17],158,1.207673,0.480769,2,[X0 < 66.000000 AND X7 >= 5.600000],{'0.0': {'precision': 0.24806201550387597; 'recall': 0.24060150375939848; 'f1-score': 0.24427480916030533; 'support': 133}; '1.0': {'precision': 0.7029411764705882; 'recall': 0.7113095238095238; 'f1-score': 0.7071005917159762; 'support': 336}; 'accuracy': 0.5778251599147122; 'macro avg': {'precision': 0.4755015959872321; 'recall': 0.47595551378446116; 'f1-score': 0.47568770043814074; 'support': 469}; 'weighted avg': {'precision': 0.5739455935098786; 'recall': 0.5778251599147122; 'f1-score': 0.575851489200189; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.625; 'recall': 0.6756756756756757; 'f1-score': 0.6493506493506493; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.3125; 'recall': 0.33783783783783783; 'f1-score': 0.3246753246753247; 'support': 52}; 'weighted avg': {'precision': 0.44471153846153844; 'recall': 0.4807692307692308; 'f1-score': 0.46203796203796205; 'support': 52}}
l: 5,1,DNF,7,469,52,29,[16; 17],158,0.857172,0.673077,1,[X5 >= 25.000000],{'0.0': {'precision': 0.4180327868852459; 'recall': 0.38345864661654133; 'f1-score': 0.39999999999999997; 'support': 133}; '1.0': {'precision': 0.7636887608069164; 'recall': 0.7886904761904762; 'f1-score': 0.7759882869692533; 'support': 336}; 'accuracy': 0.673773987206823; 'macro avg': {'precision': 0.5908607738460812; 'recall': 0.5860745614035088; 'f1-score': 0.5879941434846266; 'support': 469}; 'weighted avg': {'precision': 0.6656669174559949; 'recall': 0.673773987206823; 'f1-score': 0.6693647429033457; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.7837837837837838; 'f1-score': 0.7733333333333334; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5958646616541353; 'recall': 0.5918918918918918; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6666425679583574; 'recall': 0.6730769230769231; 'f1-score': 0.6696198054818745; 'support': 52}}
l: 5,1,DNF,8,469,52,29,[16; 17],158,0.862951,0.730769,2,[X4 >= 167.600000 AND X6 >= 19.000000],{'0.0': {'precision': 0.4435483870967742; 'recall': 0.41353383458646614; 'f1-score': 0.4280155642023346; 'support': 133}; '1.0': {'precision': 0.7739130434782608; 'recall': 0.7946428571428571; 'f1-score': 0.7841409691629956; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6087307152875175; 'recall': 0.6040883458646616; 'f1-score': 0.6060782666826651; 'support': 469}; 'weighted avg': {'precision': 0.6802275439073915; 'recall': 0.6865671641791045; 'f1-score': 0.6831501826816142; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
