l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,2.060384,0.622642,5,[X0 >= 66.000000 OR X0 < 23.000000 OR X2 >= 1.400000 OR X5 >= 30.000000 OR X6 < 19.000000],{'0.0': {'precision': 0.5324675324675324; 'recall': 0.3082706766917293; 'f1-score': 0.3904761904761905; 'support': 133}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.8925373134328358; 'f1-score': 0.8236914600550964; 'support': 335}; 'accuracy': 0.7264957264957265; 'macro avg': {'precision': 0.6485867074102367; 'recall': 0.6004039950622826; 'f1-score': 0.6070838252656434; 'support': 468}; 'weighted avg': {'precision': 0.698706522235934; 'recall': 0.7264957264957265; 'f1-score': 0.700576864213228; 'support': 468}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7631578947368421; 'f1-score': 0.7435897435897436; 'support': 38}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.5163461538461538; 'recall': 0.5149122807017544; 'f1-score': 0.5146520146520147; 'support': 53}; 'weighted avg': {'precision': 0.6068940493468796; 'recall': 0.6226415094339622; 'f1-score': 0.6140023498514064; 'support': 53}}
l: 5,2,CNF,9,469,52,3,[156; 157],158,1002.218710,0.615385,9,[X6 < 28.000000 OR X8 < 3.100000 OR X9 < 1.060000] AND [X2 < 0.700000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 512.600000 OR X5 >= 140.200000 OR X6 < 19.000000],{'0.0': {'precision': 0.3922413793103448; 'recall': 0.6842105263157895; 'f1-score': 0.49863013698630126; 'support': 133}; '1.0': {'precision': 0.8227848101265823; 'recall': 0.5803571428571429; 'f1-score': 0.680628272251309; 'support': 336}; 'accuracy': 0.6098081023454158; 'macro avg': {'precision': 0.6075130947184636; 'recall': 0.6322838345864662; 'f1-score': 0.5896292046188051; 'support': 469}; 'weighted avg': {'precision': 0.700690404372724; 'recall': 0.6098081023454158; 'f1-score': 0.629016860758247; 'support': 469}},{'0.0': {'precision': 0.391304347826087; 'recall': 0.6; 'f1-score': 0.47368421052631576; 'support': 15}; '1.0': {'precision': 0.7931034482758621; 'recall': 0.6216216216216216; 'f1-score': 0.696969696969697; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5922038980509745; 'recall': 0.6108108108108108; 'f1-score': 0.5853269537480064; 'support': 52}; 'weighted avg': {'precision': 0.6771998616076578; 'recall': 0.6153846153846154; 'f1-score': 0.6325604220341062; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'CNF', 'real_partition_size': [156, 157], 'n_partitions': 3}, (mean val acc cv) 0.624057 (+- 0.089603), (mean training time) 1002.256564 (+- 0.050711)
l: 5,2,DNF,0,468,53,58,[8; 9],158,1.218807,0.528302,8,[X1 AND X2 >= 2.000000 AND X3 >= 0.200000 AND X6 < 71.600000 AND X8 < 4.100000 AND X9 >= 0.700000] OR [X0 >= 40.000000 AND X2 >= 0.800000],{'0.0': {'precision': 0.39737991266375544; 'recall': 0.6842105263157895; 'f1-score': 0.5027624309392265; 'support': 133}; '1.0': {'precision': 0.8242677824267782; 'recall': 0.5880597014925373; 'f1-score': 0.6864111498257839; 'support': 335}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6108238475452669; 'recall': 0.6361351139041633; 'f1-score': 0.5945867903825052; 'support': 468}; 'weighted avg': {'precision': 0.7029513579001072; 'recall': 0.6153846153846154; 'f1-score': 0.6342203814242622; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.6666666666666666; 'f1-score': 0.4444444444444444; 'support': 15}; '1.0': {'precision': 0.782608695652174; 'recall': 0.47368421052631576; 'f1-score': 0.5901639344262294; 'support': 38}; 'accuracy': 0.5283018867924528; 'macro avg': {'precision': 0.5579710144927537; 'recall': 0.5701754385964912; 'f1-score': 0.517304189435337; 'support': 53}; 'weighted avg': {'precision': 0.6554552912223134; 'recall': 0.5283018867924528; 'f1-score': 0.548922569337045; 'support': 53}}
l: 5,2,DNF,1,469,52,58,[8; 9],158,1.323708,0.673077,4,[X4 >= 195.000000] OR [X0 >= 45.000000 AND X2 >= 1.000000 AND X5 >= 30.000000],{'0.0': {'precision': 0.45180722891566266; 'recall': 0.5597014925373134; 'f1-score': 0.5; 'support': 134}; '1.0': {'precision': 0.8052805280528053; 'recall': 0.7283582089552239; 'f1-score': 0.7648902821316614; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.628543878484234; 'recall': 0.6440298507462686; 'f1-score': 0.6324451410658307; 'support': 469}; 'weighted avg': {'precision': 0.7042881568707645; 'recall': 0.6801705756929638; 'f1-score': 0.6892073443797581; 'support': 469}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.5; 'f1-score': 0.45161290322580644; 'support': 14}; '1.0': {'precision': 0.8; 'recall': 0.7368421052631579; 'f1-score': 0.7671232876712328; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6058823529411765; 'recall': 0.618421052631579; 'f1-score': 0.6093680954485197; 'support': 52}; 'weighted avg': {'precision': 0.6954751131221719; 'recall': 0.6730769230769231; 'f1-score': 0.682178184166695; 'support': 52}}
l: 5,2,DNF,2,469,52,58,[8; 9],158,1.317774,0.596154,6,[X0 >= 23.000000 AND X5 >= 25.000000 AND X8 < 3.900000] OR [X0 < 23.000000 AND X2 < 0.700000 AND X9 < 1.308000],{'0.0': {'precision': 0.4056603773584906; 'recall': 0.6417910447761194; 'f1-score': 0.4971098265895953; 'support': 134}; '1.0': {'precision': 0.8132295719844358; 'recall': 0.6238805970149254; 'f1-score': 0.706081081081081; 'support': 335}; 'accuracy': 0.6289978678038379; 'macro avg': {'precision': 0.6094449746714632; 'recall': 0.6328358208955224; 'f1-score': 0.6015954538353382; 'support': 469}; 'weighted avg': {'precision': 0.6967812306627371; 'recall': 0.6289978678038379; 'f1-score': 0.646375008369228; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.5; 'f1-score': 0.4; 'support': 14}; '1.0': {'precision': 0.7741935483870968; 'recall': 0.631578947368421; 'f1-score': 0.6956521739130435; 'support': 38}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.553763440860215; 'recall': 0.5657894736842105; 'f1-score': 0.5478260869565217; 'support': 52}; 'weighted avg': {'precision': 0.6555004135649297; 'recall': 0.5961538461538461; 'f1-score': 0.6160535117056856; 'support': 52}}
l: 5,2,DNF,3,469,52,58,[8; 9],158,1.286083,0.615385,4,[X0 < 55.000000 AND X5 < 18.000000 AND X7 < 6.000000] OR [X8 >= 2.500000],{'0.0': {'precision': 0.18888888888888888; 'recall': 0.12781954887218044; 'f1-score': 0.15246636771300448; 'support': 133}; '1.0': {'precision': 0.6939313984168866; 'recall': 0.7827380952380952; 'f1-score': 0.7356643356643356; 'support': 336}; 'accuracy': 0.5970149253731343; 'macro avg': {'precision': 0.4414101436528877; 'recall': 0.4552788220551378; 'f1-score': 0.44406535168867006; 'support': 469}; 'weighted avg': {'precision': 0.5507103882522305; 'recall': 0.5970149253731343; 'f1-score': 0.5702798372900776; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
l: 5,2,DNF,4,469,52,58,[8; 9],158,1.378520,0.634615,4,[X0 >= 40.000000 AND X6 >= 19.000000] OR [X3 < 0.600000 AND X3 >= 0.200000],{'0.0': {'precision': 0.29347826086956524; 'recall': 0.20300751879699247; 'f1-score': 0.24000000000000002; 'support': 133}; '1.0': {'precision': 0.7188328912466844; 'recall': 0.8065476190476191; 'f1-score': 0.7601683029453016; 'support': 336}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.5061555760581248; 'recall': 0.5047775689223057; 'f1-score': 0.5000841514726508; 'support': 469}; 'weighted avg': {'precision': 0.5982099363636207; 'recall': 0.6353944562899787; 'f1-score': 0.612657888677231; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.13333333333333333; 'f1-score': 0.1739130434782609; 'support': 15}; '1.0': {'precision': 0.7045454545454546; 'recall': 0.8378378378378378; 'f1-score': 0.7654320987654323; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.4772727272727273; 'recall': 0.48558558558558557; 'f1-score': 0.46967257112184657; 'support': 52}; 'weighted avg': {'precision': 0.5734265734265734; 'recall': 0.6346153846153846; 'f1-score': 0.594801602047979; 'support': 52}}
l: 5,2,DNF,5,469,52,58,[8; 9],158,1.346396,0.615385,5,[X0 >= 23.000000 AND X9 >= 0.930000] OR [X2 >= 0.800000 AND X3 >= 1.600000 AND X8 < 3.000000],{'0.0': {'precision': 0.3148148148148148; 'recall': 0.5112781954887218; 'f1-score': 0.3896848137535816; 'support': 133}; '1.0': {'precision': 0.7430830039525692; 'recall': 0.5595238095238095; 'f1-score': 0.6383701188455009; 'support': 336}; 'accuracy': 0.5458422174840085; 'macro avg': {'precision': 0.528948909383692; 'recall': 0.5354010025062657; 'f1-score': 0.5140274662995412; 'support': 469}; 'weighted avg': {'precision': 0.6216338159881314; 'recall': 0.5458422174840085; 'f1-score': 0.5678474203865984; 'support': 469}},{'0.0': {'precision': 0.38095238095238093; 'recall': 0.5333333333333333; 'f1-score': 0.4444444444444444; 'support': 15}; '1.0': {'precision': 0.7741935483870968; 'recall': 0.6486486486486487; 'f1-score': 0.7058823529411764; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5775729646697388; 'recall': 0.590990990990991; 'f1-score': 0.5751633986928104; 'support': 52}; 'weighted avg': {'precision': 0.6607585962424671; 'recall': 0.6153846153846154; 'f1-score': 0.6304675716440422; 'support': 52}}
l: 5,2,DNF,6,469,52,58,[8; 9],158,1.341355,0.576923,4,[X2 >= 1.000000 AND X3 >= 1.600000] OR [X3 < 0.600000 AND X7 < 6.000000],{'0.0': {'precision': 0.3401360544217687; 'recall': 0.7518796992481203; 'f1-score': 0.46838407494145196; 'support': 133}; '1.0': {'precision': 0.8114285714285714; 'recall': 0.4226190476190476; 'f1-score': 0.5557729941291585; 'support': 336}; 'accuracy': 0.5159914712153518; 'macro avg': {'precision': 0.57578231292517; 'recall': 0.587249373433584; 'f1-score': 0.5120785345353052; 'support': 469}; 'weighted avg': {'precision': 0.6777784546654483; 'recall': 0.5159914712153518; 'f1-score': 0.5309910618221969; 'support': 469}},{'0.0': {'precision': 0.3939393939393939; 'recall': 0.8666666666666667; 'f1-score': 0.5416666666666666; 'support': 15}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.4594594594594595; 'f1-score': 0.6071428571428572; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6443381180223285; 'recall': 0.6630630630630631; 'f1-score': 0.5744047619047619; 'support': 52}; 'weighted avg': {'precision': 0.750276039749724; 'recall': 0.5769230769230769; 'f1-score': 0.5882554945054945; 'support': 52}}
l: 5,2,DNF,7,469,52,58,[8; 9],158,1.259733,0.576923,6,[X0 < 60.000000 AND X2 >= 0.700000 AND X4 < 236.800000 AND X9 >= 1.060000] OR [X0 < 55.000000 AND X9 < 1.060000],{'0.0': {'precision': 0.21511627906976744; 'recall': 0.2781954887218045; 'f1-score': 0.2426229508196721; 'support': 133}; '1.0': {'precision': 0.6767676767676768; 'recall': 0.5982142857142857; 'f1-score': 0.6350710900473934; 'support': 336}; 'accuracy': 0.5074626865671642; 'macro avg': {'precision': 0.44594197791872214; 'recall': 0.43820488721804507; 'f1-score': 0.43884702043353274; 'support': 469}; 'weighted avg': {'precision': 0.545851608763792; 'recall': 0.5074626865671642; 'f1-score': 0.5237798266843082; 'support': 469}},{'0.0': {'precision': 0.3157894736842105; 'recall': 0.4; 'f1-score': 0.35294117647058826; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.6486486486486487; 'f1-score': 0.6857142857142857; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5215311004784688; 'recall': 0.5243243243243243; 'f1-score': 0.519327731092437; 'support': 52}; 'weighted avg': {'precision': 0.6085756348914244; 'recall': 0.5769230769230769; 'f1-score': 0.589722042663219; 'support': 52}}
l: 5,2,DNF,8,469,52,58,[8; 9],158,1.309983,0.653846,5,[X2 >= 0.900000 AND X6 >= 19.000000 AND X8 < 3.600000] OR [X0 >= 23.000000 AND X5 >= 30.000000],{'0.0': {'precision': 0.4523809523809524; 'recall': 0.5714285714285714; 'f1-score': 0.504983388704319; 'support': 133}; '1.0': {'precision': 0.8106312292358804; 'recall': 0.7261904761904762; 'f1-score': 0.7660910518053374; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.6315060908084164; 'recall': 0.6488095238095237; 'f1-score': 0.6355372202548282; 'support': 469}; 'weighted avg': {'precision': 0.7090378671426918; 'recall': 0.6823027718550106; 'f1-score': 0.6920455951050487; 'support': 469}},{'0.0': {'precision': 0.42105263157894735; 'recall': 0.5333333333333333; 'f1-score': 0.47058823529411764; 'support': 15}; '1.0': {'precision': 0.7878787878787878; 'recall': 0.7027027027027027; 'f1-score': 0.7428571428571429; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6044657097288676; 'recall': 0.618018018018018; 'f1-score': 0.6067226890756303; 'support': 52}; 'weighted avg': {'precision': 0.6820635504846031; 'recall': 0.6538461538461539; 'f1-score': 0.6643180349062702; 'support': 52}}
l: 5,2,DNF,9,469,52,58,[8; 9],158,1.305368,0.557692,8,[X1 AND X4 >= 208.000000] OR [(NOT X1) AND X2 >= 0.700000 AND X3 < 0.300000 AND X5 < 35.000000 AND X6 < 23.000000 AND X7 >= 5.100000],{'0.0': {'precision': 0.38671875; 'recall': 0.7443609022556391; 'f1-score': 0.5089974293059126; 'support': 133}; '1.0': {'precision': 0.8403755868544601; 'recall': 0.5327380952380952; 'f1-score': 0.6520947176684881; 'support': 336}; 'accuracy': 0.5927505330490405; 'macro avg': {'precision': 0.61354716842723; 'recall': 0.6385494987468672; 'f1-score': 0.5805460734872003; 'support': 469}; 'weighted avg': {'precision': 0.7117266331196133; 'recall': 0.5927505330490405; 'f1-score': 0.6115148896253697; 'support': 469}},{'0.0': {'precision': 0.36666666666666664; 'recall': 0.7333333333333333; 'f1-score': 0.4888888888888889; 'support': 15}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.4864864864864865; 'f1-score': 0.6101694915254238; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5924242424242424; 'recall': 0.6099099099099099; 'f1-score': 0.5495291902071563; 'support': 52}; 'weighted avg': {'precision': 0.6879370629370629; 'recall': 0.5576923076923077; 'f1-score': 0.5751847023033464; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.602830 (+- 0.042239), (mean training time) 1.308773 (+- 0.043212)
l: 5,2,DNF,0,468,53,29,[16; 17],158,0.771972,0.622642,7,[X3 >= 0.200000 AND X4 >= 208.000000 AND X8 < 3.900000 AND X9 < 1.308000] OR [X3 >= 0.300000 AND X6 < 105.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.38990825688073394; 'recall': 0.6390977443609023; 'f1-score': 0.4843304843304843; 'support': 133}; '1.0': {'precision': 0.808; 'recall': 0.6029850746268657; 'f1-score': 0.6905982905982906; 'support': 335}; 'accuracy': 0.6132478632478633; 'macro avg': {'precision': 0.598954128440367; 'recall': 0.621041409493884; 'f1-score': 0.5874643874643874; 'support': 468}; 'weighted avg': {'precision': 0.6891833294126872; 'recall': 0.6132478632478633; 'f1-score': 0.6319794482187644; 'support': 468}},{'0.0': {'precision': 0.4074074074074074; 'recall': 0.7333333333333333; 'f1-score': 0.5238095238095238; 'support': 15}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.5789473684210527; 'f1-score': 0.6875; 'support': 38}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.6267806267806267; 'recall': 0.656140350877193; 'f1-score': 0.6056547619047619; 'support': 53}; 'weighted avg': {'precision': 0.7219803257539106; 'recall': 0.6226415094339622; 'f1-score': 0.6411725067385445; 'support': 53}}
l: 5,2,DNF,1,469,52,29,[16; 17],158,0.766334,0.596154,6,[X0 >= 40.000000 AND X3 >= 0.200000 AND X9 < 1.060000] OR [X0 < 40.000000 AND X8 >= 2.700000 AND X9 >= 0.900000],{'0.0': {'precision': 0.2953020134228188; 'recall': 0.3283582089552239; 'f1-score': 0.31095406360424027; 'support': 134}; '1.0': {'precision': 0.71875; 'recall': 0.6865671641791045; 'f1-score': 0.7022900763358778; 'support': 335}; 'accuracy': 0.5842217484008528; 'macro avg': {'precision': 0.5070260067114094; 'recall': 0.5074626865671642; 'f1-score': 0.506622069970059; 'support': 469}; 'weighted avg': {'precision': 0.5977648609779482; 'recall': 0.5842217484008528; 'f1-score': 0.5904797869839814; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.35714285714285715; 'f1-score': 0.3225806451612903; 'support': 14}; '1.0': {'precision': 0.7428571428571429; 'recall': 0.6842105263157895; 'f1-score': 0.7123287671232877; 'support': 38}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5184873949579832; 'recall': 0.5206766917293233; 'f1-score': 0.5174547061422891; 'support': 52}; 'weighted avg': {'precision': 0.6220426632191338; 'recall': 0.5961538461538461; 'f1-score': 0.6073965804412115; 'support': 52}}
l: 5,2,DNF,2,469,52,29,[16; 17],158,0.774731,0.557692,7,[X0 >= 23.000000 AND X3 < 0.600000 AND X4 >= 182.000000 AND X7 < 7.300000] OR [X1 AND X6 >= 23.000000 AND X9 < 1.308000],{'0.0': {'precision': 0.4; 'recall': 0.43283582089552236; 'f1-score': 0.4157706093189964; 'support': 134}; '1.0': {'precision': 0.7654320987654321; 'recall': 0.7402985074626866; 'f1-score': 0.7526555386949924; 'support': 335}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.582716049382716; 'recall': 0.5865671641791045; 'f1-score': 0.5842130740069944; 'support': 469}; 'weighted avg': {'precision': 0.6610229276895944; 'recall': 0.652452025586354; 'f1-score': 0.656402701730422; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.21428571428571427; 'f1-score': 0.20689655172413796; 'support': 14}; '1.0': {'precision': 0.7027027027027027; 'recall': 0.6842105263157895; 'f1-score': 0.6933333333333334; 'support': 38}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.4513513513513514; 'recall': 0.4492481203007519; 'f1-score': 0.45011494252873563; 'support': 52}; 'weighted avg': {'precision': 0.5673596673596675; 'recall': 0.5576923076923077; 'f1-score': 0.56236958443855; 'support': 52}}
l: 5,2,DNF,3,469,52,29,[16; 17],158,0.794129,0.615385,6,[X0 >= 23.000000 AND X4 >= 195.000000 AND X5 >= 43.000000] OR [X0 >= 35.000000 AND X1 AND X9 < 1.308000],{'0.0': {'precision': 0.42162162162162165; 'recall': 0.5864661654135338; 'f1-score': 0.49056603773584906; 'support': 133}; '1.0': {'precision': 0.8063380281690141; 'recall': 0.6815476190476191; 'f1-score': 0.7387096774193549; 'support': 336}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.6139798248953179; 'recall': 0.6340068922305764; 'f1-score': 0.6146378575776019; 'support': 469}; 'weighted avg': {'precision': 0.6972393457152759; 'recall': 0.6545842217484008; 'f1-score': 0.6683405855688085; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.6666666666666666; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8148148148148148; 'recall': 0.5945945945945946; 'f1-score': 0.6875; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6074074074074074; 'recall': 0.6306306306306306; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6951566951566951; 'recall': 0.6153846153846154; 'f1-score': 0.6334134615384616; 'support': 52}}
l: 5,2,DNF,4,469,52,29,[16; 17],158,0.786345,0.596154,5,[X7 >= 6.600000] OR [X0 < 60.000000 AND X0 >= 40.000000 AND X5 >= 18.000000 AND X6 >= 23.000000],{'0.0': {'precision': 0.32941176470588235; 'recall': 0.42105263157894735; 'f1-score': 0.3696369636963696; 'support': 133}; '1.0': {'precision': 0.7424749163879598; 'recall': 0.6607142857142857; 'f1-score': 0.6992125984251969; 'support': 336}; 'accuracy': 0.5927505330490405; 'macro avg': {'precision': 0.535943340546921; 'recall': 0.5408834586466165; 'f1-score': 0.5344247810607833; 'support': 469}; 'weighted avg': {'precision': 0.6253376047169229; 'recall': 0.5927505330490405; 'f1-score': 0.6057508512632908; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.2; 'f1-score': 0.22222222222222224; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.7567567567567568; 'f1-score': 0.7272727272727273; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.475; 'recall': 0.4783783783783784; 'f1-score': 0.47474747474747475; 'support': 52}; 'weighted avg': {'precision': 0.5701923076923077; 'recall': 0.5961538461538461; 'f1-score': 0.5815850815850816; 'support': 52}}
l: 5,2,DNF,5,469,52,29,[16; 17],158,0.795768,0.557692,10,[X0 >= 31.000000 AND X5 < 140.200000 AND X6 < 105.000000 AND X6 >= 19.000000 AND X7 < 7.900000 AND X8 < 3.900000 AND X9 < 1.060000] OR [X0 < 45.000000 AND X4 >= 167.600000 AND X5 >= 35.000000],{'0.0': {'precision': 0.3674418604651163; 'recall': 0.5939849624060151; 'f1-score': 0.4540229885057471; 'support': 133}; '1.0': {'precision': 0.7874015748031497; 'recall': 0.5952380952380952; 'f1-score': 0.6779661016949152; 'support': 336}; 'accuracy': 0.5948827292110874; 'macro avg': {'precision': 0.577421717634133; 'recall': 0.5946115288220551; 'f1-score': 0.5659945451003312; 'support': 469}; 'weighted avg': {'precision': 0.6683085214834089; 'recall': 0.5948827292110874; 'f1-score': 0.6144598457158974; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.5333333333333333; 'f1-score': 0.4102564102564102; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.5675675675675675; 'f1-score': 0.6461538461538462; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5416666666666666; 'recall': 0.5504504504504504; 'f1-score': 0.5282051282051282; 'support': 52}; 'weighted avg': {'precision': 0.6298076923076923; 'recall': 0.5576923076923077; 'f1-score': 0.5781065088757397; 'support': 52}}
l: 5,2,DNF,6,469,52,29,[16; 17],158,0.772228,0.634615,7,[X3 >= 0.200000 AND X5 >= 25.000000 AND X6 >= 34.000000] OR [X1 AND X4 >= 150.000000 AND X5 < 25.000000 AND X7 < 7.300000],{'0.0': {'precision': 0.4147727272727273; 'recall': 0.5488721804511278; 'f1-score': 0.47249190938511326; 'support': 133}; '1.0': {'precision': 0.7952218430034129; 'recall': 0.6934523809523809; 'f1-score': 0.7408585055643879; 'support': 336}; 'accuracy': 0.652452025586354; 'macro avg': {'precision': 0.60499728513807; 'recall': 0.6211622807017544; 'f1-score': 0.6066752074747506; 'support': 469}; 'weighted avg': {'precision': 0.6873332877962035; 'recall': 0.652452025586354; 'f1-score': 0.6647545454538474; 'support': 469}},{'0.0': {'precision': 0.4090909090909091; 'recall': 0.6; 'f1-score': 0.4864864864864865; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.6486486486486487; 'f1-score': 0.7164179104477612; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6045454545454546; 'recall': 0.6243243243243244; 'f1-score': 0.6014521984671238; 'support': 52}; 'weighted avg': {'precision': 0.6872377622377622; 'recall': 0.6346153846153846; 'f1-score': 0.6500915381512395; 'support': 52}}
l: 5,2,DNF,7,469,52,29,[16; 17],158,0.792461,0.596154,4,[X6 < 192.000000 AND X6 >= 34.000000] OR [X2 >= 0.900000 AND X4 >= 167.600000],{'0.0': {'precision': 0.4523809523809524; 'recall': 0.42857142857142855; 'f1-score': 0.44015444015444016; 'support': 133}; '1.0': {'precision': 0.7784256559766763; 'recall': 0.7946428571428571; 'f1-score': 0.7864506627393224; 'support': 336}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.6154033041788144; 'recall': 0.6116071428571428; 'f1-score': 0.6133025514468813; 'support': 469}; 'weighted avg': {'precision': 0.6859652176435607; 'recall': 0.6908315565031983; 'f1-score': 0.6882472563346543; 'support': 469}},{'0.0': {'precision': 0.35; 'recall': 0.4666666666666667; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.6486486486486487; 'f1-score': 0.6956521739130435; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.55; 'recall': 0.5576576576576577; 'f1-score': 0.5478260869565217; 'support': 52}; 'weighted avg': {'precision': 0.6346153846153846; 'recall': 0.5961538461538461; 'f1-score': 0.6103678929765887; 'support': 52}}
l: 5,2,DNF,8,469,52,29,[16; 17],158,0.798297,0.557692,4,[X0 >= 45.000000 AND X9 < 1.200000] OR [X4 < 236.800000 AND X6 >= 28.000000],{'0.0': {'precision': 0.3670886075949367; 'recall': 0.43609022556390975; 'f1-score': 0.3986254295532646; 'support': 133}; '1.0': {'precision': 0.7588424437299035; 'recall': 0.7023809523809523; 'f1-score': 0.7295208655332301; 'support': 336}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.5629655256624201; 'recall': 0.569235588972431; 'f1-score': 0.5640731475432473; 'support': 469}; 'weighted avg': {'precision': 0.6477480722886443; 'recall': 0.6268656716417911; 'f1-score': 0.6356848463747325; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.3333333333333333; 'f1-score': 0.303030303030303; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.6486486486486487; 'f1-score': 0.676056338028169; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.49183006535947715; 'recall': 0.49099099099099097; 'f1-score': 0.489543320529236; 'support': 52}; 'weighted avg': {'precision': 0.5823906485671192; 'recall': 0.5576923076923077; 'f1-score': 0.5684526740864768; 'support': 52}}
